name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
	NetIncome,"-247,922,000","-50,078,000","-45,138,000","36,321,000","-189,027,000","-52,162,000","-32,623,000","-46,860,000","-22,699,000"
		NetIncomeIncludingNoncontrollingInterests,"-247,922,000","-50,078,000","-45,138,000","36,321,000","-189,027,000","-52,162,000","-32,623,000","-46,860,000","-22,699,000"
			NetIncomeContinuousOperations,"-247,922,000","-50,078,000","-45,138,000","36,321,000","-189,027,000","-52,162,000","-32,623,000","-46,860,000","-22,699,000"
AverageDilutionEarnings,,"-55,185,000",,,,"0",,,
DilutedNIAvailtoComStockholders,"-303,107,000","-105,263,000","-45,138,000","36,321,000","-189,027,000","-52,162,000","-32,623,000","-46,860,000","-22,699,000"
BasicEPS,,"-0.23","-0.21","0.17","-4.24","-0.252",,"-0.226","-0.109"
DilutedEPS,,"-0.43","-0.43","-0.42","-4.24","-0.252",,"-0.226","-0.109"
BasicAverageShares,,"222,276,000","218,866,000","212,071,000","44,571,000","207,348,266",,"207,348,266","207,348,266"
DilutedAverageShares,,"247,131,000","243,748,000","236,965,000","44,571,000","207,348,266",,"207,348,266","207,348,266"
TotalOperatingIncomeAsReported,"-143,532,000","-43,192,000","-40,838,000","-29,756,000","-29,746,000","-27,289,000","-29,085,000","-22,560,000","-21,452,000"
TotalExpenses,"390,967,000","101,773,000","109,249,000","91,697,000","88,248,000","81,295,000","83,111,000","70,097,000","63,512,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-247,922,000","-50,078,000","-45,138,000","36,321,000","-189,027,000","-52,162,000","-32,623,000","-46,860,000","-22,699,000"
NormalizedIncome,"-215,608,400","-50,078,000","-47,135,280","-36,876,000","-59,238,000","-35,841,000","-36,967,230","-27,799,000","-22,699,000"
InterestIncome,"2,013,000","310,000",,,,"32,000",,,
InterestExpense,"51,077,000","7,189,000","8,429,000","6,362,000","29,129,000","8,829,000","9,089,000","5,198,000","727,000"
NetInterestIncome,"-49,064,000","-6,879,000","-6,694,000","-6,362,000","-29,129,000","-8,797,000","-8,849,000","-5,198,000","-727,000"
EBIT,"-196,829,000","-42,889,000","-36,693,000","42,683,000","-159,898,000","-43,333,000","-23,512,000","-41,662,000","-21,972,000"
EBITDA,"-181,518,000"
ReconciledCostOfRevenue,"249,257,000","61,584,000","71,206,000","59,278,000","57,189,000","53,135,000","53,037,000","45,628,000","39,718,000"
ReconciledDepreciation,"15,311,000","3,381,000","4,014,000","3,938,000","3,978,000","3,759,000","4,043,000","3,696,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-247,922,000","-50,078,000","-45,138,000","36,321,000","-189,027,000","-52,162,000","-32,623,000","-46,860,000","-22,699,000"
TotalUnusualItemsExcludingGoodwill,"-53,856,000",,"2,736,000","73,197,000","-129,789,000","-16,321,000","5,951,000","-19,061,000",
TotalUnusualItems,"-53,856,000",,"2,736,000","73,197,000","-129,789,000","-16,321,000","5,951,000","-19,061,000",
NormalizedEBITDA,"-127,662,000","-39,508,000","-35,415,000","-26,576,000","-26,131,000","-23,253,000","-25,420,000","-18,905,000","-21,972,000"
TaxRateForCalcs,"0.4","0","0.27","0","0","0","0.27","0","0"
TaxEffectOfUnusualItems,"-21,542,400","0","738,720","0","0","0","1,606,770","0","0"
