name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
				LineOfCredit,"0","0","0","385,000,000","0","0","0","200,000,000","348,000,000","0","210,000,000","65,000,000","80,000,000","175,000,000","467,000,000","452,000,000","570,000,000","570,000,000","565,000,000","155,000,000","160,000,000","160,000,000","25,000,000",,"311,000,000","117,000,000","114,000,000","59,000,000","55,000,000","0","184,500,000","195,500,000","150,500,000","157,000,000","69,000,000","25,000,000","27,500,000","49,500,000",,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"345,500,000",,,,"118,000,000",,,,"144,375,000",,,,
			CurrentCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,038,000","10,721,000","10,482,000","11,262,000",,,,"13,679,000",,,"4,988,000","3,566,000","2,550,000","2,750,000","2,951,000","3,151,000"
		OtherCurrentLiabilities,"626,000","594,000","1,059,000","2,427,000","84,000","891,000","331,000",,,"14,693,000","16,240,000","1,953,000","178,000","4,271,000","9,998,000",,"275,000",,,"81,000","52,000","45,000","61,000","95,000","107,000","97,000","130,000","288,000","211,000","493,000","1,124,000","262,000","276,000","276,000","288,000",,,,,,,,,,,,,,,,,"43,875,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,596,104,000","2,594,984,000","2,593,951,000","2,149,995,000","2,214,510,000","2,213,559,000","2,212,646,000","1,988,784,000","1,876,292,000","2,340,500,000","2,341,384,000","2,875,235,000","2,939,777,000","3,099,921,000","1,679,898,000","1,686,262,000","1,687,328,000","1,688,727,000","1,526,618,000","1,231,509,000","1,231,994,000","1,232,478,000","1,233,058,000","1,233,638,000","934,032,000","1,047,359,000","1,048,924,000","1,097,400,000","1,099,208,000","1,101,041,000","902,932,000","557,711,000","472,812,000","459,811,000","458,295,000","459,309,000","460,722,000","462,256,000","610,709,000","471,271,000","444,826,000","0","339,961,000","396,524,000","214,586,000","0","110,179,000","123,719,000","36,126,000","0","67,925,000","2,750,000","0","0"
		LongTermDebtAndCapitalLeaseObligation,"2,596,104,000","2,594,984,000","2,593,951,000","2,149,995,000","2,214,510,000","2,213,559,000","2,212,646,000","1,988,784,000","1,876,292,000","2,340,500,000","2,341,384,000","2,875,235,000","2,939,777,000","3,099,921,000","1,679,898,000","1,686,262,000","1,687,328,000","1,688,727,000","1,526,618,000","1,231,509,000","1,231,994,000","1,232,478,000","1,233,058,000","1,233,638,000","934,032,000","1,047,359,000","1,048,924,000","1,097,400,000","1,099,208,000","1,101,041,000","902,932,000","557,711,000","472,812,000","459,811,000","458,295,000","459,309,000","460,722,000","462,256,000","610,709,000","471,271,000","444,826,000",,"328,108,000","383,898,000","214,586,000",,"110,179,000","117,944,000","36,126,000",,"67,925,000","2,750,000",,
			LongTermDebt,"2,579,796,000","2,577,950,000","2,576,190,000","2,131,503,000","2,204,508,000","2,202,971,000","2,201,441,000","1,976,926,000","1,863,780,000","2,327,325,000","2,326,124,000","2,857,749,000","2,920,939,000","3,079,890,000","1,671,139,000","1,674,524,000","1,674,848,000","1,675,092,000","1,517,786,000","1,222,086,000","1,221,969,000","1,221,852,000","1,221,801,000","1,221,757,000","921,808,000","1,034,624,000","1,035,411,000","1,083,103,000","1,084,104,000","1,085,117,000","886,132,000","539,959,000","454,615,000","440,727,000","441,343,000","441,939,000","442,526,000","443,127,000","610,709,000","471,271,000","444,826,000",,"328,108,000","383,898,000","201,165,000",,"98,760,000","117,944,000","36,126,000",,"65,375,000",,,
			LongTermCapitalLeaseObligation,"16,308,000","17,034,000","17,761,000","18,492,000","10,002,000","10,588,000","11,205,000","11,858,000","12,512,000","13,175,000","15,260,000","17,486,000","18,838,000","20,031,000","8,759,000","11,738,000","12,480,000","13,635,000","8,832,000","9,423,000","10,025,000","10,626,000","11,257,000","11,881,000","12,224,000","12,735,000","13,513,000","14,297,000","15,104,000","15,924,000","16,800,000","17,752,000","18,197,000","19,084,000","16,952,000","17,370,000","18,196,000","19,129,000",,,,,,,"13,421,000",,"11,419,000",,,,"2,550,000","2,750,000",,
		OtherNonCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,038,000",,,,"11,853,000","12,626,000",,,,"5,775,000",,,,,,
TotalEquityGrossMinorityInterest,"1,457,082,000","1,496,709,000","1,505,980,000","1,528,550,000","1,620,998,000","1,609,392,000","1,636,672,000","1,666,430,000","1,690,374,000","1,705,754,000","1,666,613,000","1,696,486,000","1,787,004,000","1,778,968,000","1,239,361,000","1,281,650,000","1,314,854,000","1,350,539,000","1,377,527,000","908,679,000","928,570,000","935,004,000","950,740,000","957,212,000","960,897,000","956,651,000","1,013,444,000","1,027,243,000","1,234,202,000","1,297,449,000","1,313,332,000","973,223,000","981,532,000","989,675,000","1,000,462,000","1,021,119,000","1,029,187,000","1,027,451,000","870,993,000","878,302,000","885,905,000","891,668,000","898,189,000","745,265,000","751,049,000","757,397,000","767,468,000","553,380,000","558,164,000","352,050,000","365,972,000","359,603,000","411,644,000","413,453,000"
	StockholdersEquity,"1,457,082,000","1,496,709,000","1,505,980,000","1,528,550,000","1,620,998,000","1,609,392,000","1,636,672,000","1,666,430,000","1,690,374,000","1,705,754,000","1,666,613,000","1,696,486,000","1,787,004,000","1,778,968,000","1,239,361,000","1,281,650,000","1,314,854,000","1,350,539,000","1,377,527,000","908,679,000","928,570,000","935,004,000","950,740,000","957,212,000","960,897,000","956,651,000","1,013,444,000","1,027,243,000","1,234,202,000","1,297,449,000","1,313,332,000","973,223,000","981,532,000","989,675,000","1,000,462,000","1,021,119,000","1,029,187,000","1,027,451,000","870,993,000","878,302,000","885,905,000","891,668,000","898,189,000","745,265,000","751,049,000","757,397,000","767,468,000","553,380,000","558,164,000","352,050,000","365,972,000","359,603,000","411,644,000","413,453,000"
		CapitalStock,"484,000","484,000","484,000","483,000","483,000","483,000","483,000","482,000","482,000","482,000","482,000","481,000","481,000","481,000","992,000","992,000","21,487,000","21,487,000","991,000","712,000","712,000","712,000","712,000","711,000","711,000","711,000","711,000","711,000","704,000","703,000","703,000","548,000","547,000","547,000","547,000","547,000","547,000","547,000","471,000","471,000","471,000","471,000","471,000","405,000","405,000","405,000","405,000","313,000","313,000","215,000","215,000","215,000",,
			PreferredStock,,,,,,,,,,,,,,"0","0",,"20,496,000","20,496,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"484,000","484,000","484,000","483,000","483,000","483,000","483,000","482,000","482,000","482,000","482,000","481,000","481,000","481,000","992,000","992,000","991,000","991,000","991,000","712,000","712,000","712,000","712,000","711,000","711,000","711,000","711,000","711,000","704,000","703,000","703,000","548,000","547,000","547,000","547,000","547,000","547,000","547,000","471,000","471,000","471,000","471,000","471,000","405,000","405,000","405,000","405,000","313,000","313,000","215,000","215,000","215,000",,
