name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001
			OtherReceivables,"1,641,000,000","355,000,000","1,092,000,000","1,109,000,000","1,173,000,000","1,119,000,000","1,299,000,000","1,283,000,000","1,186,000,000","1,108,000,000","1,177,000,000","548,000,000","619,000,000","570,000,000","699,000,000","587,000,000","549,000,000","595,000,000","271,000,000","363,000,000","325,000,000","468,000,000","334,000,000","380,000,000","469,000,000","560,000,000","264,400,000","360,600,000","379,500,000","343,500,000","334,100,000","303,600,000","276,600,000","358,700,000","224,400,000","143,800,000","122,200,000","284,600,000","138,200,000","147,500,000","122,900,000","118,200,000","104,900,000","110,000,000","116,500,000","229,500,000","95,100,000","119,000,000","160,400,000","125,400,000","121,200,000","127,800,000","164,600,000","183,300,000","215,261,000","307,031,000","316,612,000","338,588,000","266,057,000","211,542,000","209,415,000","183,234,000","165,390,000","180,652,000","172,881,000","141,924,000","89,555,000","130,076,000","92,343,000","97,914,000","84,584,000","96,730,000","99,976,000","92,079,000","99,614,000","120,061,000","114,761,000","78,636,000","120,469,000","76,450,000","77,128,000","110,745,000","66,932,000","86,243,000"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,"-63,000,000",,,,"-41,000,000",,,,"-16,200,000",,,,"-15,600,000",,,,"-16,200,000",,,,"-19,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,693,000",,,,,"1,864,000","1,889,000",,,,,,,,,,
		PrepaidAssets,"1,148,000,000","551,000,000","4,061,000,000","3,562,000,000","3,385,000,000","3,506,000,000","3,663,000,000","3,030,000,000","2,671,000,000","3,190,000,000","3,778,000,000","835,000,000","965,000,000","988,000,000","815,000,000","816,000,000","899,000,000","930,000,000","735,000,000","704,000,000","783,000,000","756,000,000","757,000,000","735,000,000","589,000,000","633,800,000","496,000,000","443,200,000","496,800,000","560,900,000","452,800,000","607,200,000","598,400,000","481,500,000","713,200,000","209,200,000","170,800,000","144,500,000","130,100,000","135,600,000","127,400,000","117,100,000","137,100,000","154,200,000","148,100,000","138,000,000","123,800,000","144,800,000","149,100,000","141,200,000","89,200,000","98,900,000","99,100,000","115,100,000","119,604,000","155,187,000","174,914,000","168,454,000","163,386,000","163,378,000","142,932,000","148,601,000","125,960,000","118,044,000","102,308,000",,,"13,398,000",,,,,"12,542,000","11,658,000",,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","101,000,000","82,000,000","152,000,000","142,000,000","99,800,000","79,600,000","70,200,000","68,600,000","67,400,000","71,400,000","65,700,000","52,800,000","58,900,000","51,100,000","58,600,000","58,100,000","55,900,000","49,600,000","58,100,000","55,200,000","72,600,000","73,500,000","74,500,000","65,500,000","58,100,000","75,100,000","71,900,000","58,300,000","80,900,000","78,400,000","80,500,000","62,300,000","91,000,000","83,317,000","120,479,000","119,983,000","120,098,000","76,854,000","92,239,000","81,237,000","108,398,000","90,415,000","93,692,000","107,258,000",,,"3,630,000",,,,,"3,542,000","1,933,000",,,,,"1,387,000","1,776,000","2,165,000","2,554,000","5,456,000","4,961,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","101,000,000","82,000,000","152,000,000","142,000,000","99,800,000","79,600,000","70,200,000","68,600,000","67,400,000","71,400,000","65,700,000","52,800,000","58,900,000","51,100,000","58,600,000","58,100,000","55,900,000","49,600,000","58,100,000","55,200,000","72,600,000","73,500,000","74,500,000","65,500,000","58,100,000","75,100,000","71,900,000","58,300,000","80,900,000","78,400,000","80,500,000","62,300,000","91,000,000","83,317,000","120,479,000","119,983,000","120,098,000","76,854,000","92,239,000","81,237,000","108,398,000","90,415,000","93,692,000","107,258,000",,,"3,630,000",,,,,"3,542,000","1,933,000",,,,,"1,387,000","1,776,000","2,165,000","2,554,000","5,456,000","4,961,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,"53,000,000",,,"0","0","753,000,000","0","863,000,000",,,,"0","0","0","0","6,800,000","8,500,000","8,300,000",,,,,,,,"310,800,000",,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"2,154,000,000","4,020,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,400,000","15,000,000",,,"71,500,000",,,,"31,400,000","30,218,000","33,665,000","42,742,000","21,162,000","35,239,000","33,838,000","29,131,000","25,488,000","42,609,000","47,826,000",,"17,847,000","49,719,000","6,087,000","91,002,000","103,380,000","131,007,000","94,460,000","77,188,000","83,631,000","96,025,000","97,257,000","88,830,000","114,601,000","80,842,000","76,290,000","39,144,000","39,422,000","34,146,000","9,691,000"
	TotalNonCurrentAssets,"71,053,000,000","72,223,000,000","71,679,000,000","72,850,000,000","73,212,000,000","73,944,000,000","73,261,000,000","74,042,000,000","74,128,000,000","75,114,000,000","74,393,000,000","20,354,000,000","20,462,000,000","20,037,000,000","20,097,000,000","20,374,000,000","20,670,000,000","20,911,000,000","20,970,000,000","20,908,000,000","21,677,000,000","21,749,000,000","22,611,000,000","22,706,000,000","22,801,000,000","22,757,400,000","11,751,500,000","11,820,900,000","11,903,000,000","12,047,400,000","11,609,200,000","11,605,900,000","11,582,600,000","11,608,200,000","11,656,600,000","11,698,800,000","11,776,100,000","11,705,500,000","11,750,600,000","11,785,400,000","12,136,800,000","12,165,600,000","12,281,300,000","12,456,000,000","12,469,600,000","12,488,800,000","12,072,200,000","12,148,100,000","12,240,800,000","12,331,500,000","6,373,200,000","6,344,900,000","6,280,400,000","6,334,200,000","6,344,474,000","8,040,844,000","7,992,133,000","7,965,088,000","8,013,834,000","6,336,390,000","6,315,292,000","6,330,021,000","6,265,170,000","6,202,900,000","6,237,632,000","527,533,000","545,922,000","532,548,000","513,382,000","513,492,000","504,676,000","514,380,000","522,865,000","463,419,000","426,766,000","421,257,000","392,045,000","390,141,000","370,894,000","395,170,000","416,771,000","414,667,000","384,228,000","353,100,000"
		NetPPE,"901,000,000","1,411,000,000","846,000,000","864,000,000","863,000,000","1,421,000,000","914,000,000","887,000,000","870,000,000","1,464,000,000","811,000,000","541,000,000","556,000,000","587,000,000","546,000,000","557,000,000","581,000,000","610,000,000","576,000,000","584,000,000","610,000,000","626,000,000","604,000,000","595,000,000","611,000,000","610,700,000","481,000,000","495,000,000","490,000,000","483,300,000","456,300,000","459,000,000","449,200,000","439,000,000","428,300,000","415,800,000","422,300,000","419,500,000","424,400,000","421,800,000","414,400,000","414,500,000","410,700,000","408,900,000","383,900,000","390,000,000","371,900,000","368,300,000","368,900,000","375,900,000","263,300,000","271,400,000","269,600,000","272,600,000","280,502,000","394,496,000","402,848,000","392,508,000","399,633,000","352,973,000","348,149,000","345,799,000","299,267,000","300,256,000","299,458,000","70,346,000","66,197,000","66,356,000","64,438,000","61,490,000","61,089,000","61,187,000","61,800,000","58,897,000","39,119,000","37,929,000","37,484,000","38,637,000","36,224,000","38,046,000","36,119,000","34,340,000","32,849,000","31,791,000"
			GrossPPE,"2,511,000,000","2,982,000,000","2,417,000,000","2,384,000,000","2,319,000,000","2,826,000,000","2,366,000,000","2,240,000,000","2,179,000,000","2,741,000,000","2,026,000,000","1,784,000,000","1,650,000,000","1,645,000,000","1,686,000,000","1,675,000,000","1,672,000,000","1,657,000,000","1,620,000,000","1,521,000,000","1,520,000,000","1,488,000,000","1,490,000,000","1,443,000,000","1,426,000,000","1,395,800,000","1,242,300,000","1,236,500,000","1,210,300,000","1,204,400,000","1,151,400,000","1,163,500,000","1,112,600,000","1,077,400,000","1,057,800,000","1,016,000,000","1,008,000,000","975,500,000","963,300,000","932,600,000","912,800,000","882,700,000","862,700,000","849,200,000","798,200,000","787,600,000",,"728,700,000","708,000,000","697,600,000","562,100,000","551,800,000","526,100,000","517,000,000","524,938,000","760,296,000","748,848,000","724,035,000","657,233,000","628,873,000","612,749,000","607,489,000","546,647,000","535,660,000","511,316,000","198,718,000","190,769,000","185,827,000","179,360,000","172,649,000","165,987,000","161,618,000","159,127,000","153,610,000","115,785,000","114,595,000","114,150,000","115,303,000","103,871,000","105,693,000","103,766,000","101,987,000",,"31,791,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0",,,"0",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,
				LandAndImprovements,,"46,000,000",,,,"48,000,000",,,,"34,000,000",,,,"31,000,000",,,,"31,000,000",,,,"31,000,000",,,,"30,400,000",,,,"28,100,000",,,,"28,100,000",,,,"28,000,000",,,,"28,000,000",,,,"28,000,000",,,,"28,200,000",,,,"23,900,000","23,930,000",,,"28,312,000",,,,"20,735,000","20,731,000","20,731,000","20,806,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000",,,,"13,300,000",,,,"10,914,000",,
				BuildingsAndImprovements,,"397,000,000",,,,"295,000,000",,,,"275,000,000",,,,"235,000,000",,,,"228,000,000",,,,"204,000,000",,,,"202,900,000",,,,"186,900,000",,,,"182,000,000",,,,"177,700,000",,,,"170,000,000",,,,"159,700,000",,,,"134,700,000",,,,"146,100,000","147,674,000",,,"214,152,000",,,,"163,931,000","158,474,000","153,393,000","151,505,000","41,051,000","40,763,000","39,535,000","39,146,000","38,852,000","38,417,000","38,209,000","38,246,000","37,794,000",,,,,,,,,,
				MachineryFurnitureEquipment,,"1,915,000,000",,,,"1,792,000,000",,,,"1,705,000,000",,,,"1,244,000,000",,,,"1,240,000,000",,,,"1,116,000,000",,,,"1,023,900,000",,,,"877,700,000",,,,"770,300,000",,,,"671,500,000",,,,"595,400,000",,,,"521,400,000",,,,"462,700,000",,,,"347,000,000","353,334,000",,,"481,571,000",,,,"422,823,000","367,442,000","361,536,000","339,005,000","156,167,000","148,506,000","144,792,000","138,714,000","132,297,000","126,070,000","121,909,000","119,381,000","114,316,000",,,,"102,003,000",,,,"91,073,000",,
				OtherProperties,,"462,000,000",,,,"534,000,000",,,,"564,000,000",,,"556,000,000","587,000,000",,,"581,000,000",,"576,000,000","584,000,000","610,000,000","626,000,000","604,000,000","595,000,000","611,000,000","610,700,000","481,000,000","495,000,000","490,000,000","483,300,000","456,300,000","459,000,000","449,200,000","439,000,000","428,300,000","415,800,000","422,300,000","419,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"162,000,000",,,,"157,000,000",,,,"163,000,000",,,,"135,000,000",,,,"158,000,000",,,,"137,000,000",,,,"138,600,000",,,,"111,700,000",,,,"97,000,000",,,,"98,300,000",,,,"89,300,000",,,,"78,500,000",,,,"72,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-1,610,000,000","-1,571,000,000","-1,571,000,000","-1,520,000,000","-1,456,000,000","-1,405,000,000","-1,452,000,000","-1,353,000,000","-1,309,000,000","-1,277,000,000","-1,215,000,000","-1,243,000,000","-1,094,000,000","-1,058,000,000","-1,140,000,000","-1,118,000,000","-1,091,000,000","-1,047,000,000","-1,044,000,000","-937,000,000","-910,000,000","-862,000,000","-886,000,000","-848,000,000","-815,000,000","-785,100,000","-761,300,000","-741,500,000","-720,300,000","-721,100,000","-695,100,000","-704,500,000","-663,400,000","-638,400,000","-629,500,000","-600,200,000","-585,700,000","-556,000,000","-538,900,000","-510,800,000","-498,400,000","-468,200,000","-452,000,000","-440,300,000","-414,300,000","-397,600,000",,"-360,400,000","-339,100,000","-321,700,000","-298,800,000","-280,400,000","-256,500,000","-244,400,000","-244,436,000","-365,800,000","-346,000,000","-331,527,000","-257,600,000","-275,900,000","-264,600,000","-261,690,000","-247,380,000","-235,404,000","-211,858,000","-128,372,000","-124,572,000","-119,471,000","-114,922,000","-111,159,000","-104,898,000","-100,431,000","-97,327,000","-94,713,000","-76,666,000","-76,666,000","-76,666,000","-76,666,000","-67,647,000","-67,647,000","-67,647,000","-67,647,000",,
		GoodwillAndOtherIntangibleAssets,"67,077,000,000","68,168,000,000","67,977,000,000","69,347,000,000","69,766,000,000","70,566,000,000","70,092,000,000","69,821,000,000","70,210,000,000","71,244,000,000","70,998,000,000","18,203,000,000","18,340,000,000","18,472,000,000","18,599,000,000","18,913,000,000","19,193,000,000","19,408,000,000","19,494,000,000","19,601,000,000","20,364,000,000","20,450,000,000","21,354,000,000","21,463,000,000","21,571,000,000","21,487,500,000","10,717,500,000","10,780,700,000","10,886,500,000","11,039,000,000","10,643,100,000","10,633,900,000","10,649,100,000","10,695,800,000","10,750,100,000","10,802,000,000","10,883,800,000","10,804,700,000","10,871,300,000","10,923,100,000","11,266,200,000","11,327,600,000","11,434,200,000","11,591,500,000","11,636,100,000","11,661,900,000","11,239,300,000","11,408,300,000","11,504,700,000","11,562,400,000","5,772,700,000","5,746,100,000","5,696,200,000","5,735,300,000","5,724,703,000","7,171,134,000","7,134,308,000","7,132,564,000","7,205,132,000","5,399,635,000","5,378,635,000","5,388,333,000","5,462,927,000","5,424,429,000","5,459,281,000","260,342,000","271,829,000","265,743,000","254,990,000","258,447,000","251,320,000","263,969,000","271,581,000","223,782,000","216,888,000","215,301,000","202,869,000","200,298,000","189,413,000","216,073,000","239,088,000","240,630,000","223,384,000","218,135,000"
			Goodwill,"52,988,000,000","53,330,000,000","52,796,000,000","53,191,000,000","53,069,000,000","53,268,000,000","52,567,000,000","51,940,000,000","51,823,000,000","52,242,000,000","51,890,000,000","13,542,000,000","13,544,000,000","13,545,000,000","13,585,000,000","13,666,000,000","13,747,000,000","13,730,000,000","13,699,000,000","13,645,000,000","14,184,000,000","14,178,000,000","14,569,000,000","14,565,000,000","14,576,000,000","14,744,700,000","8,761,500,000","8,751,800,000","8,834,800,000","8,877,600,000","8,564,700,000","8,517,700,000","8,500,000,000","8,500,000,000","8,490,900,000","8,487,400,000","8,487,200,000","8,381,500,000","8,377,300,000","8,368,800,000","8,545,500,000","8,542,800,000","8,562,200,000","8,571,300,000","8,568,400,000","8,550,000,000","8,222,500,000","8,207,000,000","8,221,000,000","8,232,900,000","4,205,700,000","4,200,200,000","4,190,100,000","4,194,000,000","4,231,476,000","5,337,592,000","5,338,727,000","5,326,831,000","5,111,670,000","3,781,367,000","3,746,347,000","3,737,540,000","3,782,225,000","3,697,900,000","3,710,714,000",,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"14,089,000,000","14,838,000,000","15,181,000,000","16,156,000,000","16,697,000,000","17,298,000,000","17,525,000,000","17,881,000,000","18,387,000,000","19,002,000,000","19,108,000,000","4,661,000,000","4,796,000,000","4,927,000,000","5,014,000,000","5,247,000,000","5,446,000,000","5,678,000,000","5,795,000,000","5,956,000,000","6,180,000,000","6,272,000,000","6,785,000,000","6,898,000,000","6,995,000,000","6,742,800,000","1,956,000,000","2,028,900,000","2,051,700,000","2,161,400,000","2,078,400,000","2,116,200,000","2,149,100,000","2,195,800,000","2,259,200,000","2,314,600,000","2,396,600,000","2,423,200,000","2,494,000,000","2,554,300,000","2,720,700,000","2,784,800,000","2,872,000,000","3,020,200,000","3,067,700,000","3,111,900,000","3,016,800,000","3,201,300,000","3,283,700,000","3,329,500,000","1,567,000,000","1,545,900,000","1,506,100,000","1,541,300,000","1,493,227,000","1,833,542,000","1,795,581,000","1,805,733,000","2,093,462,000","1,618,268,000","1,632,288,000","1,650,793,000","1,680,702,000","1,726,529,000","1,748,567,000","260,342,000","271,829,000","265,743,000","254,990,000","258,447,000","251,320,000","263,969,000","271,581,000","223,782,000","216,888,000","215,301,000","202,869,000","200,298,000","189,413,000","216,073,000","239,088,000","240,630,000","223,384,000","218,135,000"
		InvestmentsAndAdvances,,"358,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
