name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,03/31/2016
		RestructuringAndMergernAcquisition,"0",,,,,,,,,,,,,,"0","0",,,"0","0","113,000",,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,"-39,000","-43,000",,"3,507,000",,"3,507,000"
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,"39,000","43,000",,,,
PretaxIncome,"123,113,000","35,050,000","28,630,000","30,094,000","29,339,000","25,927,000","21,333,000","19,215,000","13,310,000","11,872,000","9,902,000","6,520,000","3,412,000","3,641,000","2,666,000","1,832,000","1,542,000","945,000","607,000","334,000","-422,000","-591,000","-4,192,000","-200,000","-4,192,000"
NetIncomeCommonStockholders,"121,128,000","34,510,000","28,145,000","29,609,000","28,864,000","25,463,000","20,855,000","18,744,000","12,851,000","11,419,000","9,424,000","6,073,000","2,991,000","3,239,000","2,277,000","1,442,000","1,167,000","570,000","257,000","318,000","-438,000","-591,000","-4,192,000","-200,000","-4,192,000"
	NetIncome,"123,113,000","35,050,000","28,630,000","30,094,000","29,339,000","25,927,000","21,333,000","19,215,000","13,310,000","11,872,000","9,902,000","6,520,000","3,412,000","3,641,000","2,666,000","1,832,000","1,542,000","945,000","607,000","334,000","-422,000","-591,000","-4,192,000","-200,000","-4,192,000"
		NetIncomeIncludingNoncontrollingInterests,"123,113,000","35,050,000","28,630,000","30,094,000","29,339,000","25,927,000","21,333,000","19,215,000","13,310,000","11,872,000","9,902,000","6,520,000","3,412,000","3,641,000","2,666,000","1,832,000","1,542,000","945,000","607,000","334,000","-422,000","-591,000","-4,192,000","-200,000","-4,192,000"
			NetIncomeContinuousOperations,"123,113,000","35,050,000","28,630,000","30,094,000","29,339,000","25,927,000","21,333,000","19,215,000","13,310,000","11,872,000","9,902,000","6,520,000","3,412,000","3,641,000","2,666,000","1,832,000","1,542,000","945,000","607,000","334,000","-422,000","-591,000","-4,192,000","-200,000","-4,192,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,"-338,000",,,,,,,,,,,
	PreferredStockDividends,"1,352,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000","338,000",,,,,,,
	OtherunderPreferredStockDividend,"633,000","202,000","147,000","147,000","137,000","126,000","140,000","133,000","121,000","115,000","140,000","109,000","83,000","64,000","51,000","52,000","37,000","37,000","27,000","16,000","16,000",,,,
AverageDilutionEarnings,"5,978,000","334,000","1,881,000","1,885,000","1,879,000","1,873,000",,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"127,106,000","34,844,000","30,026,000","31,494,000","30,743,000","27,336,000","20,855,000","18,744,000","12,851,000","11,419,000","9,424,000","6,073,000","2,991,000","3,239,000","2,277,000","1,442,000","1,167,000","570,000","257,000","318,000","-438,000","-591,000","-4,192,000","-200,000","-4,192,000"
BasicEPS,,"1.35","1.18","1.24","1.21","1.07","0.91","0.87","0.73","0.72","0.79","0.56","0.31","0.34","0.24","0.22","0.18","0.1",,"0.09","-0.13","-0.18",,"-0.06","-2.8"
DilutedEPS,,"1.32","1.14","1.2","1.17","1.05","0.91","0.86","0.73","0.72","0.78","0.55","0.3","0.33","0.24","0.21","0.17","0.09",,"0.09","-0.13","-0.18","-2.8","-0.06","-2.8"
BasicAverageShares,,"25,620,253","23,941,930","23,890,537","23,889,761","23,889,398","22,804,185","21,594,637","17,530,721","15,784,296","11,905,021","10,918,477","9,667,079","9,664,775","9,367,148","6,636,638","6,635,651","5,883,610",,"3,392,508","3,364,948","3,350,000",,"3,350,000","1,496,564"
DilutedAverageShares,,"26,340,224","26,263,585","26,260,704","26,168,682","26,152,551","25,077,099","21,708,725","17,644,829","15,898,091","12,044,602","11,057,697","9,807,503","9,797,676","9,515,800","6,785,800","6,783,674","6,025,067",,"3,392,508","3,364,948","3,350,000",,"3,350,000","1,496,564"
TotalOperatingIncomeAsReported,"147,572,000","39,877,000","38,462,000","36,293,000","32,940,000","27,676,000","22,861,000","20,423,000","14,176,000","12,277,000","10,602,000","6,821,000","4,072,000","3,440,000","1,807,000","1,571,000","1,236,000","724,000","573,000","295,000","-465,000","-591,000","-685,000",,"-4,192,000"
TotalExpenses,"78,598,000","24,627,000","20,481,000","17,563,000","15,927,000","15,209,000","14,232,000","13,904,000","10,170,000","8,853,000","7,070,000","4,734,000","4,545,000","3,383,000","2,976,000","2,355,000","2,078,000","2,040,000","1,709,000","1,264,000","1,641,000","1,916,000","806,000","200,000","1,006,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"123,113,000","35,050,000","28,630,000","30,094,000","29,339,000","25,927,000","21,333,000","19,215,000","13,310,000","11,872,000","9,902,000","6,520,000","3,412,000","3,641,000","2,666,000","1,832,000","1,542,000","945,000","607,000","334,000","-422,000","-591,000","-4,192,000","-200,000","-4,192,000"
NormalizedIncome,"125,399,000","35,120,800","28,630,000","30,094,000","29,339,000","25,927,000","21,333,000","19,215,000","13,310,000","11,872,000","9,902,000","6,520,000","3,412,000","3,641,000","2,666,000","1,832,000","1,542,000","945,000","607,000","334,000","-309,000","-591,000","-4,192,000","-200,000","-685,000"
InterestIncome,"330,000","57,000","72,000","110,000","91,000","124,000","338,000","653,000","989,000","1,444,000","1,144,000","1,537,000","1,172,000","993,000","859,000","261,000","306,000","221,000",,,,,,,
InterestExpense,"19,273,000","4,766,000","4,506,000","6,309,000","3,692,000","1,873,000","1,626,000","1,623,000","1,620,000","1,849,000","1,613,000","1,611,000","1,607,000","695,000",,,,,,,,,,,
NetInterestIncome,"-20,649,000","-4,709,000","-6,140,000","-6,199,000","-3,601,000","-1,749,000","-1,528,000","-1,208,000","-866,000","-405,000","-700,000","-301,000","-660,000","201,000","859,000","261,000","306,000","221,000",,,,,,,
EBIT,"142,386,000","39,816,000","33,136,000","36,403,000","33,031,000","27,800,000","22,959,000","20,838,000","14,930,000","13,721,000","11,515,000","8,131,000","5,019,000","4,336,000","1,807,000","1,571,000","1,236,000","724,000","573,000","295,000","-352,000","-591,000","-539,000","-200,000","-685,000"
EBITDA,"189,191,000"
ReconciledCostOfRevenue,"5,655,000","1,982,000","1,826,000","1,365,000","482,000","770,000","1,019,000","2,919,000","414,000","600,000","374,000","357,000","337,000","247,000","80,000","210,000","68,000","87,000","54,000","64,000",,,"87,000",,"87,000"
ReconciledDepreciation,"46,805,000","13,868,000","12,205,000","10,891,000","9,841,000","8,839,000","8,726,000","7,646,000","6,746,000","4,907,000","3,545,000","2,221,000","1,615,000","1,218,000","914,000","703,000","536,000","476,000","362,000","217,000","175,000","161,000","27,000",,"27,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"123,113,000","35,050,000","28,630,000","30,094,000","29,339,000","25,927,000","21,333,000","19,215,000","13,310,000","11,872,000","9,902,000","6,520,000","3,412,000","3,641,000","2,666,000","1,832,000","1,542,000","945,000","607,000","334,000","-422,000","-591,000","-4,192,000","-200,000","-4,192,000"
TotalUnusualItemsExcludingGoodwill,"-3,810,000","-118,000","-3,692,000",,,,,,,,,,,,"0","0",,,"0","0","-113,000",,"-3,507,000",,"-3,507,000"
TotalUnusualItems,"-3,810,000","-118,000","-3,692,000",,,,,,,,,,,,"0","0",,,"0","0","-113,000",,"-3,507,000",,"-3,507,000"
NormalizedEBITDA,"193,001,000","53,802,000","45,341,000","47,294,000","42,872,000","36,639,000","31,685,000","28,484,000","21,676,000","18,628,000","15,060,000","10,352,000","6,634,000","5,554,000","2,721,000","2,274,000","1,772,000","1,200,000","935,000","512,000","-64,000","-430,000","-539,000","-200,000","2,849,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.4","0.4","0","0","0","0","0"
TaxEffectOfUnusualItems,"-1,524,000","-47,200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
