name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
	OtherNonOperatingIncomeExpenses,"-1,982,000","-327,000","458,000","-109,000","602","-27,000","-3,000","504,000",
PretaxIncome,"-81,426,000","-62,867,000","-4,020,000","49,938,000","-7,086,404","-81,539,000","3,841,000","-46,310,000","-12,148,008"
TaxProvision,"20,000","0","20,000","0","43,700","0","-69,000","15,000","-38,170"
NetIncomeCommonStockholders,"-81,446,000","-62,867,000","-4,040,000","49,938,000","-7,130,104","-81,539,000","3,910,000","-46,325,000","-12,109,838"
	NetIncome,"-81,446,000","-62,867,000","-4,040,000","49,938,000","-7,130,104","-81,539,000","3,910,000","-46,325,000","-12,109,838"
		NetIncomeIncludingNoncontrollingInterests,"-81,446,000","-62,867,000","-4,040,000","49,938,000","-7,130,104","-81,539,000","3,910,000","-46,325,000","-12,109,838"
			NetIncomeContinuousOperations,"-81,446,000","-62,867,000","-4,040,000","49,938,000","-7,130,104","-81,539,000","3,910,000","-46,325,000","-12,109,838"
DilutedNIAvailtoComStockholders,"-81,446,000","-62,867,000","-4,040,000","49,938,000","-7,130,104","-81,539,000","3,910,000","-46,325,000","-12,109,838"
BasicEPS,,"-0.48","-0.03","0.47","-0.526","-0.666",,"-0.378","-0.099"
DilutedEPS,,"-0.482","-0.03","0.4","-0.526","-0.666",,"-0.378","-0.099"
BasicAverageShares,,"130,398,811","124,123,844","106,369,910","122,487,174","122,487,174",,"122,487,174","122,487,174"
DilutedAverageShares,,"130,398,811","124,123,844","123,582,822","122,487,174","122,487,174",,"122,487,174","122,487,174"
TotalOperatingIncomeAsReported,"-106,278,000","-41,614,000","-14,951,000","10,898,000","-1,538,681","-44,395,000","11,055,000","-4,806,000","-208,233"
TotalExpenses,"187,840,000","42,700,000","43,107,000","48,273,000","1,538,681","26,399,000","21,618,000","21,360,000","208,233"
NetIncomeFromContinuingAndDiscontinuedOperation,"-81,446,000","-62,867,000","-4,040,000","49,938,000","-7,130,104","-81,539,000","3,910,000","-46,325,000","-12,109,838"
NormalizedIncome,"-133,050,200","-37,086,000","-29,242,520","-38,548,000","-3,073,129","-24,378,000","-12,740,570","-25,742,650","288,831.608"
InterestIncome,"198,000","6,000","8,000","55,000","9,175","140,000","134,000","92,000","497,975"
InterestExpense,"2,419,000","0","759,000","843,000","817,000","752,000","724,000","706,000",
NetInterestIncome,"-2,221,000","6,000","-751,000","-788,000","9,175","-612,000","-590,000","-614,000","497,975"
EBIT,"-79,007,000","-62,867,000","-3,261,000","50,781,000","-1,538,681","-80,787,000","4,565,000","-45,604,000","-208,233"
EBITDA,"-69,842,000"
ReconciledCostOfRevenue,"5,464,000","2,283,000","2,606,000","2,311,000","1,440,000","1,242,000","1,170,000","1,033,000",
ReconciledDepreciation,"9,165,000","2,284,000","2,606,000","553,000","546,000","1,936,000","1,833,000","783,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-81,446,000","-62,867,000","-4,040,000","49,938,000","-7,130,104","-81,539,000","3,910,000","-46,325,000","-12,109,838"
TotalUnusualItemsExcludingGoodwill,"86,007,000","-25,781,000","34,524,000","88,486,000","-5,557,500","-57,161,000","22,809,000","-28,195,000","-12,437,750"
TotalUnusualItems,"86,007,000","-25,781,000","34,524,000","88,486,000","-5,557,500","-57,161,000","22,809,000","-28,195,000","-12,437,750"
NormalizedEBITDA,"-155,849,000","-34,802,000","-35,179,000","-37,152,000","4,018,819","-21,690,000","-16,411,000","-16,626,000","12,229,517"
TaxRateForCalcs,"0.4","0","0.27","0","0.27","0","0.27","0.27","0.003"
TaxEffectOfUnusualItems,"34,402,800","0","9,321,480","0","-1,500,525","0","6,158,430","-7,612,650","-39,080.392"
