name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,12/31/2002
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","589,000","597,000","604,000","616,583","621,290","622,135","628,936","639,104","642,058","652,030","655,035","671,587","671,393","686,358","687,003","694,400","710,329","421,890"
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,090,000","3,002,000","3,035,000","2,914,848","2,773,999","2,691,821","2,593,060","2,823,313","2,769,000","2,609,683","2,594,933","2,405,540","2,172,151","2,019,980","1,963,214","2,067,514","1,928,959","1,700,076"
			DuefromRelatedPartiesCurrent,"1,011,000","847,000","651,000","647,000","731,000","335,000","1,302,000","1,069,000","896,000","477,000","379,000","650,000","965,000","394,000",,,,,,,,,,,,,,,,,,,,"0","0","0","0","652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"485,000","200,000","179,000","71,000","257,000","131,000","199,000","843,000","385,000","303,000","203,000","291,000","238,000","279,000","157,000",,,,,,,,,,,,,,,,,,,,,,,,"5,393,000",,,,,,,,,,,,,,,,,,,,,"257,000","212,000",,"2,442,086","2,891,102","3,240,968","3,180,663","3,110,627","3,211,957","3,213,160","3,300,202","3,673,032","3,711,865","3,598,927","3,679,602","3,613,649","3,520,699","2,847,600"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,647,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"3,545,000","1,995,000","2,055,000","3,737,000","3,127,000","2,049,000","2,444,000","3,364,000","4,469,000","3,819,000","3,471,000","4,328,000","7,250,000","7,306,000","10,597,000","10,217,000","9,451,000","3,228,000","3,448,000","3,431,000","3,519,000","2,762,000","2,808,000","3,129,000","3,445,000","2,672,000","2,817,000","2,858,000","3,067,000","2,215,000","2,226,000","2,543,000","2,781,000","2,089,000","2,749,000","2,864,000","2,939,000","2,244,000","1,271,000","1,481,000","875,000","975,000","705,000","840,000","1,140,000","747,000","705,000","1,531,000","1,038,000","685,000",,,,,,,,,,,,,,,,,,,,,,,,,,"341,846",
		RestrictedCash,"9,569,000","11,516,000","10,543,000","10,613,000","7,029,000","9,453,000","7,994,000","7,095,000","6,425,000","8,501,000","8,269,000","6,722,000","6,486,000","8,339,000","7,793,000","6,728,000","6,947,000","10,309,000","9,221,000","7,535,000","5,896,000","6,676,000","6,286,000","5,941,000","7,885,000","6,789,000","5,623,000","4,864,000","3,386,000","4,092,000","4,116,000","2,419,000","2,191,000","2,095,000","6,129,000","5,396,000","4,529,000","6,672,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,011,479",
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","8,083,000","0","0","0","9,970,000","2,673,000","8,351,000","8,590,000","8,879,000",,"5,910,000","0","6,227,000","5,564,000","5,079,000","5,025,000","4,160,000","4,269,000","4,495,000","4,752,000","3,755,000","3,618,000","3,684,000","3,476,000","0","3,659,000","3,743,000","0","3,973,000","0","0","0","0","0","0","0","486,000","606,000","308,000","248,000","382,000","0","0","4,525,647","5,307,663","4,612,768","4,110,973","2,320,159","4,978,362","3,066,511","3,390,786","14,694,644","3,188,649","2,863,060","2,253,406","2,891,300"
	TotalNonCurrentAssets,"1,045,804,000","1,049,616,000","1,024,971,000","975,493,000","979,628,000","984,379,000","990,591,000","994,515,000","999,866,000","1,005,079,000","966,209,000","968,223,000","970,967,000","971,872,000","1,010,761,000","1,019,416,000","1,020,837,000","1,026,842,000","1,028,687,000","1,030,140,000","819,719,000","821,135,000","823,181,000","753,842,000","752,283,000","755,928,000","755,015,000","658,378,000","615,379,000","610,947,000","521,201,000","483,823,000","484,795,000","486,493,000","426,206,000","427,449,000","384,756,000","359,909,000","337,918,000","260,013,000","247,703,000","246,888,000","197,727,000","172,958,000","164,798,000","173,381,000","158,659,000","156,444,000","161,209,000","158,398,000","163,961,000","164,684,000","166,044,000","156,000,000","157,912,000","156,110,000","159,485,000","158,236,000","150,373,000","151,395,000","152,136,000","153,041,000","155,117,086","156,739,216","157,317,266","157,653,744","141,448,709","134,271,416","134,637,450","129,447,809","130,375,745","122,326,990","122,917,790","123,442,381","110,991,260","108,368,821","112,307,574"
		NetPPE,,,"316,000",,,,,,,,,,,,,,"1,012,577,000","1,018,420,000","1,020,290,000","1,021,857,000","811,862,000","813,052,000","814,841,000","745,803,000","744,278,000","745,958,000","746,682,000","650,027,000","606,789,000","602,068,000",,"477,913,000","478,712,000","480,266,000","420,642,000","422,370,000","379,731,000","355,749,000","337,918,000","255,518,000","247,703,000","246,888,000","197,727,000","172,872,000","164,798,000","165,398,000","158,659,000","156,444,000","157,459,000","158,398,000","158,922,000","159,407,000","160,346,000","150,847,000","151,115,000","151,315,000","154,266,000","154,392,000","146,993,000","147,691,000","148,375,000","149,599,000","151,382,363","152,211,225","152,933,326","153,964,990","137,379,365","130,452,171","131,316,330","126,547,214","127,375,496","119,146,165","119,571,894","120,256,354","107,853,291","108,368,821","109,293,781"
			GrossPPE,,,"316,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"389,280,000","304,517,000","295,184,000","292,360,000","241,488,000","215,057,000","205,966,000","204,954,000","196,877,000","193,283,000","193,268,000","192,832,000","192,005,000","191,139,000","190,757,000","180,397,000","179,844,000","178,864,000","182,336,000","181,809,000","174,161,000","173,603,000","173,090,000","173,858,000","175,017,304","174,574,307","174,115,328","173,789,376","156,016,687","147,979,725","147,795,624","141,997,630","141,773,195","132,528,154","131,983,183","131,720,634","118,374,203","117,963,052","117,029,136"
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"304,517,000","295,184,000","292,360,000",,"213,889,000","205,966,000","204,954,000","196,877,000","193,283,000","193,268,000","192,832,000","192,005,000","191,139,000","190,757,000","180,397,000","179,844,000","178,864,000","182,336,000","181,809,000","174,161,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,662,000","32,662,000","32,662,000","32,770,566","32,770,566","32,770,566","32,770,566","30,750,645","29,552,752","29,552,752","28,446,210","28,446,210","26,664,999","26,664,999","26,664,999","24,044,499","24,044,499","24,044,499"
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140,941,000","140,428,000","141,196,000","142,246,738","141,803,741","141,344,762","141,018,810","125,266,042","118,426,973","118,242,872","113,551,420","113,326,985","105,863,155","105,318,184","105,055,635","94,329,704","93,918,553","92,984,637"
				OtherProperties,,,"316,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"241,488,000","1,168,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,"0"
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,"-135,599,000","-131,034,000","-124,268,000","-118,442,000","-112,418,000","-107,258,000","-103,721,000","-99,004,000","-93,942,000","-89,580,000","-84,743,000","-80,138,000","-75,782,000","-71,587,000",,"-70,602,000","-69,509,000","-66,008,000","-62,737,000","-59,569,000","-56,600,000","-53,920,000","-51,362,000","-48,999,000","-47,481,000","-45,472,000","-43,761,000","-42,185,000","-41,168,000","-39,556,000","-38,218,000","-36,839,000","-35,809,000","-34,434,000","-33,083,000","-31,732,000","-30,411,000","-29,550,000","-28,729,000","-27,549,000","-28,070,000","-27,417,000","-27,168,000","-25,912,000","-24,715,000","-24,259,000","-23,634,941","-22,363,082","-21,182,002","-19,824,386","-18,637,322","-17,527,554","-16,479,294","-15,450,416","-14,397,699","-13,381,989","-12,411,289","-11,464,280","-10,520,912","-9,594,231","-7,735,355"
		InvestmentProperties,"1,002,478,000","1,006,586,000","981,891,000","932,915,000","937,609,000","942,714,000","947,660,000","951,668,000","956,802,000","962,022,000","930,775,000","933,130,000","935,601,000","938,938,000","1,001,144,000","1,008,086,000","1,012,577,000","1,018,420,000","1,020,290,000","1,021,857,000","811,862,000","813,052,000","814,841,000","745,803,000","744,278,000","745,958,000","746,682,000","650,027,000","606,789,000","602,068,000","514,779,000","477,913,000","478,712,000","480,266,000","420,642,000","422,370,000","379,731,000","355,749,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"34,868,000","34,588,000","34,408,000","34,257,000","34,068,000","33,979,000","34,849,000","34,653,000","34,289,000","34,097,000","26,423,000","26,014,000","26,138,000","26,236,000","2,770,000","4,419,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"34,868,000","34,588,000","34,408,000","34,257,000","34,068,000","33,979,000","34,849,000","34,653,000","34,289,000","34,097,000","26,423,000","26,014,000","26,138,000","26,236,000","2,770,000","4,419,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"8,458,000","8,442,000","8,356,000","8,321,000","7,951,000","7,686,000","8,082,000","8,194,000","8,775,000","8,960,000","9,011,000","9,079,000","9,228,000","6,698,000","6,847,000","6,911,000","8,260,000","8,422,000","8,397,000","8,283,000","7,857,000","8,083,000","8,340,000","8,039,000","8,005,000","9,970,000","8,333,000","8,351,000","8,590,000","8,879,000","6,422,000","5,910,000","6,083,000","6,227,000","5,564,000","5,079,000","5,025,000","4,160,000",,,,,,,,,,,,,,,,,,,,,,,,"2,890,000","2,931,752","3,332,060","3,189,336","3,004,218","3,796,493","3,406,316","2,726,154","2,797,294","2,827,442","2,904,392","2,958,454","3,039,661","2,922,931",,"2,918,210"
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,"10,597,000","10,217,000",,"3,228,000","3,448,000",,,"2,762,000","2,808,000",,,,,,,,,"2,543,000",,,,,,,,,,,,,,,,,,,"828,000","978,000","1,298,000","815,000","3,699,000","1,439,000","1,472,000","886,000","512,000",,,"552,000","802,971","1,195,931","1,194,604","684,536","272,851","412,929","594,966","103,301","172,807","276,433","387,442","146,366","215,038",,"95,583"
		OtherNonCurrentAssets,,,,,,,,,,,,,"9,228,000","6,698,000","6,847,000","5,064,000","8,260,000","8,422,000","8,397,000","8,283,000","7,857,000","8,083,000","8,340,000","8,039,000","8,005,000","9,970,000","8,333,000","0","0","0",,"5,910,000","6,083,000","0","0","0","0","0","0","4,495,000","0",,"0","86,000","0","7,983,000","0","0","3,750,000","0","4,211,000","4,299,000","4,400,000","4,338,000","3,098,000","3,356,000","3,747,000","2,958,000","2,868,000","3,704,000","3,761,000","0","0","0","0","0",,"0","0","0",,"0","0","0","0",,"0"
TotalLiabilitiesNetMinorityInterest,"690,175,000","703,052,000","676,793,000","667,838,000","698,272,000","706,676,000","728,665,000","733,612,000","730,208,000","703,162,000","679,003,000","674,713,000","670,602,000","669,722,000","716,990,000","714,149,000","717,241,000","713,414,000","715,863,000","711,575,000","588,605,000","587,566,000","596,304,000","544,482,000","543,752,000","536,886,000","533,173,000","431,666,000","429,740,000","420,974,000","329,865,000","286,944,000","287,340,000","287,059,000","288,234,000","285,266,000","236,567,000","212,484,000","186,788,000","153,133,000","146,183,000","142,786,000","115,637,000","114,414,000","112,920,000","112,162,000","112,728,000","111,642,000","110,312,000","115,141,000","117,651,000","119,495,000","118,362,000","110,773,000","98,559,000","97,911,000","97,339,000","94,262,000","92,183,000","83,229,000","82,322,000","76,464,000","75,229,986","78,284,615","80,908,500","83,462,451","72,262,445","65,594,977","66,592,770","66,298,834","64,697,737","55,824,342","64,182,357","55,182,961","41,355,970","40,983,444","45,616,367"
	CurrentLiabilities,"38,206,000","52,140,000","50,103,000","46,117,000","45,983,000","55,575,000","55,234,000","50,360,000","48,043,000","51,846,000","50,826,000","45,993,000","41,471,000","45,387,000","44,446,000","40,785,000","41,687,000","47,461,000","46,442,000","41,495,000","26,927,000","37,421,000","40,567,000","38,351,000","32,981,000","31,885,000","29,662,000","23,740,000","21,798,000","22,509,000","21,738,000","19,014,000","18,974,000","19,191,000","18,614,000","15,517,000","16,481,000","18,852,000","186,788,000","150,740,000","143,906,000","140,554,000","115,637,000","112,522,000","111,105,000","110,366,000","112,728,000","111,642,000","110,312,000","115,141,000","116,005,000","117,836,000","116,700,000","110,773,000","98,559,000","97,911,000","97,339,000","94,262,000","90,564,000","83,229,000","82,322,000","76,464,000","74,367,558","77,413,365","79,881,586","82,435,537","71,235,531","64,568,063","66,592,770","66,298,834","64,697,737","55,824,342","64,182,357","55,182,961","41,355,970","40,983,444","45,616,367"
		PayablesAndAccruedExpenses,"38,206,000","52,140,000","50,103,000","46,117,000","45,983,000","55,575,000","55,234,000","50,360,000","48,043,000","51,846,000","50,826,000","45,993,000","41,471,000","45,387,000","44,446,000","40,785,000","41,687,000","47,461,000","46,442,000","41,495,000","26,927,000","37,421,000","40,567,000","38,351,000","32,981,000","31,885,000","29,662,000","23,740,000","21,798,000","22,509,000","21,738,000","19,014,000","18,974,000","19,191,000","18,614,000","15,517,000","16,481,000","18,852,000","16,126,000","10,689,000","9,698,000","12,664,000","11,447,000","9,472,000","7,345,000","9,425,000","9,357,000","9,139,000","7,109,000","11,729,000","13,544,000","8,427,000","6,706,000","9,141,000","8,296,000","7,841,000","7,105,000","9,137,000","6,954,000","5,417,000","4,586,000","7,901,000","5,187,581","3,860,542","3,366,173","5,939,451","4,576,921","3,946,440","2,961,687","5,260,752","4,714,668","4,294,846","3,925,526","5,308,689","4,731,286","4,191,440","8,677,609"
			Payables,"38,206,000","52,140,000","50,103,000","46,117,000","45,983,000","55,575,000","55,234,000","50,360,000","48,043,000","51,846,000","50,826,000","45,993,000","41,471,000","45,387,000","44,446,000","40,785,000","41,687,000","47,461,000","46,442,000","41,495,000","26,927,000","37,421,000","40,567,000","38,351,000","32,981,000","31,885,000","29,662,000","23,740,000","21,798,000","22,509,000","21,738,000","19,014,000","18,974,000","19,191,000","18,614,000","15,517,000","16,481,000","18,852,000","16,126,000","10,689,000","9,698,000","12,664,000","11,447,000","9,472,000","7,345,000","9,425,000","9,357,000","9,139,000","7,109,000","11,729,000","13,544,000","8,427,000","6,706,000","9,141,000","8,296,000","7,841,000","7,105,000","9,137,000","6,954,000","5,417,000","4,586,000","7,901,000","5,187,581","3,860,542","3,366,173","5,939,451","4,576,921","3,946,440","2,961,687","5,260,752","4,714,668","4,294,846","3,925,526","5,308,689","4,731,286","4,191,440","8,677,609"
				AccountsPayable,"31,009,000","45,777,000","44,240,000","40,608,000","41,163,000","50,918,000","49,861,000","45,127,000","43,073,000","39,336,000","38,933,000","34,194,000","29,650,000","33,729,000","32,846,000","29,157,000","30,198,000","35,995,000","35,041,000","30,206,000","18,044,000","28,692,000","31,920,000","30,182,000","25,019,000","24,051,000","21,828,000","15,940,000","15,051,000","15,882,000","15,113,000","12,405,000","12,546,000","12,773,000","13,505,000","10,489,000","11,453,000","13,824,000","11,099,000","7,034,000","6,049,000","9,017,000","7,800,000","5,825,000","5,212,000","7,292,000","7,224,000","7,628,000","6,513,000","9,954,000","11,769,000","6,652,000","5,010,000","7,422,000","6,639,000","5,674,000","4,734,000","6,734,000","4,551,000","3,885,000","3,099,000","103,000","265,823","175,245","308,669","350,865","168,692","217,218","310,845","675,861","821,940","746,076","763,149","757,451","766,584","906,561","864,487"
				DividendsPayable,"5,990,000","5,366,000","5,333,000","4,995,000","4,660,000","4,532,000","4,528,000","4,528,000","4,519,000","12,203,000","11,820,000","11,710,000","11,617,000","11,600,000","11,600,000","11,628,000","11,489,000","11,466,000","11,401,000","11,289,000","8,883,000","8,729,000","8,647,000","8,169,000","7,962,000","7,834,000","7,834,000","7,800,000","6,747,000","6,627,000","6,625,000","6,609,000","6,428,000","6,418,000","5,109,000","5,028,000","5,028,000","5,028,000","5,027,000","3,655,000","3,649,000","3,647,000","3,647,000","3,647,000","2,133,000","2,133,000","2,133,000","1,511,000","596,000","1,775,000","1,775,000","1,775,000","1,696,000","1,719,000","1,657,000","2,167,000","2,371,000","2,403,000","2,403,000","1,532,000","1,487,000","1,495,000","1,477,394","1,443,346","1,631,724","1,525,460","1,412,087","1,351,181","1,281,800","1,230,281","1,226,776","1,226,777","1,226,777","1,226,777","1,226,777","1,226,777","1,226,777"
				DuetoRelatedPartiesCurrent,"1,207,000","997,000","530,000","514,000","160,000","125,000","845,000","705,000","451,000","307,000","73,000","89,000","204,000","58,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","871,000",,"6,303,000","3,444,364","2,241,951","1,425,780","4,063,126","2,996,142","2,378,041","1,369,042","3,354,610","2,665,952","2,321,993","1,935,600","3,324,461","2,737,925","2,058,102","6,586,345"
