name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,12/31/2006
		NetPPE,"296,000,000","314,000,000","329,000,000","352,000,000","378,000,000","377,000,000","378,000,000","383,000,000","383,000,000","401,000,000","386,000,000","375,000,000","363,000,000","295,000,000","226,000,000","187,000,000","172,000,000","162,000,000","159,000,000","143,000,000","142,000,000","138,000,000","131,000,000","129,000,000","131,000,000","143,000,000","159,000,000","160,000,000","162,000,000","159,000,000","157,000,000","156,000,000","159,000,000","161,000,000","157,000,000","156,000,000","148,000,000","150,000,000","143,000,000","134,000,000","122,000,000","120,000,000","119,000,000","119,000,000","111,000,000","105,000,000","103,000,000","101,000,000","96,000,000","95,000,000","90,000,000","91,000,000","91,000,000","88,000,000","89,000,000","94,000,000","93,000,000","94,000,000","75,000,000","64,000,000"
			GrossPPE,"296,000,000","916,000,000","329,000,000","352,000,000","378,000,000","905,000,000","378,000,000","383,000,000","383,000,000","841,000,000","386,000,000","375,000,000","363,000,000","639,000,000",,,,"494,000,000",,,,"439,000,000",,,,"422,000,000",,,,"426,000,000",,,,"391,000,000",,,,"355,000,000",,,,"302,000,000",,,,"284,000,000",,,,"264,000,000",,,,"249,000,000","245,000,000","250,000,000","249,000,000","250,000,000","75,000,000","64,000,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,
				LandAndImprovements,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,,,"8,000,000",,
				BuildingsAndImprovements,,"90,000,000",,,,"91,000,000",,,,"100,000,000",,,,"84,000,000",,,,"82,000,000",,,,"77,000,000",,,,"78,000,000",,,,"77,000,000",,,,"74,000,000",,,,"67,000,000",,,,"64,000,000",,,,"63,000,000",,,,"64,000,000",,,,"62,000,000",,,,"61,000,000",,
				MachineryFurnitureEquipment,,"463,000,000",,,,"516,000,000",,,,"515,000,000",,,,"495,000,000",,,,"404,000,000",,,,"354,000,000",,,,"336,000,000",,,,"341,000,000",,,,"309,000,000",,,,"280,000,000",,,,"230,000,000",,,,"213,000,000",,,,"192,000,000",,,,"179,000,000",,,,"181,000,000",,
				OtherProperties,"296,000,000","355,000,000","329,000,000","352,000,000","378,000,000","290,000,000","378,000,000","383,000,000","383,000,000","218,000,000","386,000,000","375,000,000","363,000,000","52,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-602,000,000",,,,"-528,000,000",,,,"-440,000,000",,,,"-344,000,000",,,,"-332,000,000",,,,"-301,000,000",,,,"-279,000,000",,,,"-267,000,000",,,,"-230,000,000",,,,"-205,000,000",,,,"-182,000,000",,,,"-179,000,000",,,,"-169,000,000",,,,"-161,000,000","-156,000,000","-156,000,000","-156,000,000","-156,000,000",,
		GoodwillAndOtherIntangibleAssets,"395,000,000","396,000,000","397,000,000","399,000,000","399,000,000","401,000,000","416,000,000","420,000,000","424,000,000","432,000,000","447,000,000","457,000,000","470,000,000","482,000,000","497,000,000","511,000,000","529,000,000","543,000,000","557,000,000","572,000,000","569,000,000","588,000,000","602,000,000","591,000,000","591,000,000","592,000,000","896,000,000","897,000,000","1,243,000,000","1,283,000,000","1,286,000,000","1,272,000,000","1,283,000,000","1,289,000,000","1,293,000,000","1,285,000,000","1,273,000,000","1,291,000,000","1,288,000,000","1,277,000,000","1,044,000,000","1,045,000,000","1,047,000,000","1,052,000,000","772,000,000","252,000,000","250,000,000","248,000,000","218,000,000","211,000,000","207,000,000","201,000,000","192,000,000","190,000,000","185,000,000","180,000,000","175,000,000","151,000,000","141,000,000","149,000,000"
			Goodwill,"395,000,000","396,000,000","397,000,000","399,000,000","399,000,000","401,000,000","397,000,000","395,000,000","394,000,000","396,000,000","394,000,000","396,000,000","396,000,000","395,000,000","396,000,000","397,000,000","401,000,000","399,000,000","398,000,000","401,000,000","392,000,000","390,000,000","396,000,000","384,000,000","384,000,000","380,000,000","587,000,000","590,000,000","924,000,000","948,000,000","958,000,000","950,000,000","946,000,000","946,000,000","945,000,000","934,000,000","921,000,000","932,000,000","933,000,000","925,000,000","743,000,000","742,000,000","736,000,000","714,000,000","516,000,000","136,000,000","136,000,000","135,000,000","109,000,000","109,000,000","110,000,000","108,000,000","108,000,000","110,000,000","106,000,000","106,000,000","108,000,000","90,000,000","90,000,000","90,000,000"
			OtherIntangibleAssets,,,,,,,"19,000,000","25,000,000","30,000,000","36,000,000","53,000,000","61,000,000","74,000,000","87,000,000","101,000,000","114,000,000","128,000,000","144,000,000","159,000,000","171,000,000","177,000,000","198,000,000","206,000,000","207,000,000","207,000,000","212,000,000","309,000,000","307,000,000","319,000,000","335,000,000","328,000,000","322,000,000","337,000,000","343,000,000","348,000,000","351,000,000","352,000,000","359,000,000","355,000,000","352,000,000","301,000,000","303,000,000","311,000,000","338,000,000","256,000,000","116,000,000","114,000,000","113,000,000","109,000,000","102,000,000","97,000,000","93,000,000","84,000,000","80,000,000","79,000,000","74,000,000","67,000,000","61,000,000","51,000,000","59,000,000"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,"89,000,000","88,000,000","87,000,000","91,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"309,000,000","313,000,000","304,000,000","305,000,000","308,000,000","320,000,000","327,000,000","324,000,000","340,000,000","178,000,000","67,000,000","70,000,000","66,000,000","67,000,000","54,000,000","54,000,000","58,000,000","57,000,000","53,000,000","51,000,000","50,000,000","49,000,000","46,000,000","48,000,000","48,000,000","41,000,000","19,000,000","19,000,000","19,000,000","20,000,000","23,000,000","24,000,000","24,000,000","24,000,000","25,000,000","24,000,000","25,000,000","29,000,000","34,000,000","33,000,000","16,000,000","28,000,000","48,000,000","58,000,000","62,000,000","59,000,000","69,000,000","74,000,000","75,000,000","84,000,000","81,000,000","92,000,000","100,000,000","109,000,000","129,000,000","130,000,000","142,000,000","140,000,000","140,000,000","265,000,000"
			NonCurrentDeferredTaxesAssets,"200,000,000","202,000,000","205,000,000","208,000,000","209,000,000","222,000,000","238,000,000","236,000,000","253,000,000","87,000,000","67,000,000","70,000,000","66,000,000","67,000,000","54,000,000","54,000,000","58,000,000","57,000,000","53,000,000","51,000,000","50,000,000","49,000,000","46,000,000","48,000,000","48,000,000","41,000,000","19,000,000","19,000,000","19,000,000","20,000,000","23,000,000","24,000,000","24,000,000","24,000,000","25,000,000","24,000,000","25,000,000","29,000,000","34,000,000","33,000,000","16,000,000","28,000,000","48,000,000","58,000,000","62,000,000","59,000,000","69,000,000","74,000,000","75,000,000","84,000,000","81,000,000","92,000,000","100,000,000","109,000,000","129,000,000","130,000,000","142,000,000","140,000,000","140,000,000","265,000,000"
		OtherNonCurrentAssets,"32,000,000","40,000,000","40,000,000","43,000,000","43,000,000","51,000,000","31,000,000","27,000,000","30,000,000","32,000,000","101,000,000","92,000,000","85,000,000","87,000,000","75,000,000","68,000,000","66,000,000","44,000,000","30,000,000","24,000,000","18,000,000","17,000,000","18,000,000","19,000,000","17,000,000","20,000,000","21,000,000","82,000,000","88,000,000","20,000,000","46,000,000","47,000,000","53,000,000","58,000,000","83,000,000","85,000,000","62,000,000","62,000,000","33,000,000","31,000,000","16,000,000","11,000,000","11,000,000","10,000,000","47,000,000","61,000,000","61,000,000","31,000,000","27,000,000","27,000,000","14,000,000","22,000,000","27,000,000","29,000,000","35,000,000","39,000,000","38,000,000","36,000,000","46,000,000","23,000,000"
TotalLiabilitiesNetMinorityInterest,"1,658,000,000","1,709,000,000","1,677,000,000","1,774,000,000","1,786,000,000","1,793,000,000","1,733,000,000","1,756,000,000","1,802,000,000","1,795,000,000","1,651,000,000","1,756,000,000","1,819,000,000","1,865,000,000","1,576,000,000","1,631,000,000","1,711,000,000","1,888,000,000","1,588,000,000","1,466,000,000","1,529,000,000","1,442,000,000","1,382,000,000","1,518,000,000","1,670,000,000","1,681,000,000","1,613,000,000","1,549,000,000","1,659,000,000","1,425,000,000","1,176,000,000","1,274,000,000","1,329,000,000","1,239,000,000","1,200,000,000","1,252,000,000","1,264,000,000","1,287,000,000","1,173,000,000","1,180,000,000","1,172,000,000","1,122,000,000","1,085,000,000","1,096,000,000","1,085,000,000","694,000,000","671,000,000","656,000,000","659,000,000","659,000,000","624,000,000","646,000,000","646,000,000","653,000,000","582,000,000","661,000,000","657,000,000","663,000,000","535,000,000","412,000,000"
	CurrentLiabilities,"993,000,000","1,033,000,000","955,000,000","998,000,000","955,000,000","952,000,000","895,000,000","893,000,000","906,000,000","886,000,000","772,000,000","865,000,000","914,000,000","1,009,000,000","725,000,000","774,000,000","913,000,000","1,063,000,000","936,000,000","792,000,000","835,000,000","729,000,000","688,000,000","819,000,000","968,000,000","953,000,000","838,000,000","757,000,000","850,000,000","995,000,000","771,000,000","846,000,000","882,000,000","776,000,000","722,000,000","774,000,000","783,000,000","806,000,000","694,000,000","719,000,000","745,000,000","695,000,000","671,000,000","679,000,000","660,000,000","569,000,000","550,000,000","543,000,000","543,000,000","543,000,000","513,000,000","539,000,000","537,000,000","540,000,000","493,000,000","562,000,000","554,000,000","572,000,000","451,000,000","393,000,000"
		PayablesAndAccruedExpenses,"169,000,000","246,000,000","241,000,000","210,000,000","161,000,000","253,000,000","190,000,000","181,000,000","182,000,000","254,000,000","218,000,000","216,000,000","202,000,000","399,000,000","242,000,000","219,000,000","220,000,000","277,000,000","245,000,000","226,000,000","198,000,000","270,000,000","218,000,000","229,000,000","201,000,000","251,000,000","235,000,000","220,000,000","267,000,000","291,000,000","245,000,000","237,000,000","230,000,000","284,000,000","222,000,000","221,000,000","226,000,000","327,000,000","107,000,000","100,000,000","97,000,000","97,000,000","96,000,000","87,000,000","98,000,000","102,000,000","88,000,000","82,000,000","81,000,000","102,000,000","81,000,000","161,000,000","80,000,000","99,000,000","77,000,000","94,000,000","98,000,000","120,000,000","75,000,000","67,000,000"
			Payables,"78,000,000","98,000,000","104,000,000","91,000,000","55,000,000","83,000,000","59,000,000","62,000,000","96,000,000","97,000,000","103,000,000","102,000,000","99,000,000","175,000,000","95,000,000","83,000,000","110,000,000","104,000,000","106,000,000","97,000,000","89,000,000","131,000,000","93,000,000","104,000,000","83,000,000","131,000,000","111,000,000","103,000,000","148,000,000","166,000,000","118,000,000","112,000,000","97,000,000","148,000,000","98,000,000","105,000,000","111,000,000","169,000,000","107,000,000","100,000,000","97,000,000","97,000,000","96,000,000","87,000,000","98,000,000","102,000,000","88,000,000","82,000,000","81,000,000","102,000,000","81,000,000","81,000,000","80,000,000","99,000,000","77,000,000","94,000,000","98,000,000","120,000,000","75,000,000","67,000,000"
				AccountsPayable,"78,000,000","67,000,000","104,000,000","91,000,000","55,000,000","50,000,000","59,000,000","62,000,000","96,000,000","66,000,000","103,000,000","102,000,000","99,000,000","141,000,000","95,000,000","83,000,000","110,000,000","74,000,000","106,000,000","97,000,000","89,000,000","103,000,000","93,000,000","104,000,000","83,000,000","96,000,000","111,000,000","103,000,000","148,000,000","126,000,000","118,000,000","112,000,000","97,000,000","114,000,000","98,000,000","105,000,000","111,000,000","141,000,000","107,000,000","100,000,000","97,000,000","97,000,000","96,000,000","87,000,000","98,000,000","102,000,000","88,000,000","82,000,000","81,000,000","102,000,000","81,000,000","81,000,000","80,000,000","99,000,000","77,000,000","94,000,000","98,000,000","120,000,000","75,000,000","67,000,000"
				TotalTaxPayable,,"31,000,000",,,,"33,000,000",,,,"31,000,000",,,,"34,000,000",,,,"30,000,000",,,,"28,000,000",,,,"35,000,000",,,,"40,000,000",,,,"34,000,000",,,,"28,000,000",,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"91,000,000","148,000,000","137,000,000","119,000,000","106,000,000","170,000,000","131,000,000","119,000,000","86,000,000","157,000,000","115,000,000","114,000,000","103,000,000","224,000,000","147,000,000","136,000,000","110,000,000","173,000,000","139,000,000","129,000,000","109,000,000","139,000,000","125,000,000","125,000,000","118,000,000","120,000,000","124,000,000","117,000,000","119,000,000","125,000,000","127,000,000","125,000,000","133,000,000","136,000,000","124,000,000","116,000,000","115,000,000","158,000,000",,,,,,,"99,000,000",,,,,,,"80,000,000",,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,"14,000,000",,,,"12,000,000",,,,"11,000,000",,,,"10,000,000",,,,"2,000,000",,,,"7,000,000",,,,,,,,,,,,,,,,,"136,000,000","121,000,000","111,000,000","169,000,000","140,000,000","128,000,000","99,000,000","134,000,000","124,000,000","94,000,000","77,000,000","109,000,000","96,000,000",,"68,000,000",,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"162,000,000","177,000,000","169,000,000","162,000,000","156,000,000","134,000,000","130,000,000","118,000,000","102,000,000","100,000,000","86,000,000","77,000,000","63,000,000","36,000,000","13,000,000","6,000,000","68,000,000","300,000,000","233,000,000","45,000,000","38,000,000","30,000,000","30,000,000","30,000,000","110,000,000","210,000,000","133,000,000","15,000,000","7,000,000","273,000,000","45,000,000",,,"26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"75,000,000","88,000,000","75,000,000","62,000,000","50,000,000","44,000,000","38,000,000","31,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","19,000,000","13,000,000","6,000,000","68,000,000","300,000,000","233,000,000","45,000,000","38,000,000","30,000,000","30,000,000","30,000,000","110,000,000","210,000,000","133,000,000","15,000,000","7,000,000","273,000,000","45,000,000",,,"26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"75,000,000","88,000,000","75,000,000","62,000,000","50,000,000","44,000,000","38,000,000","31,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","19,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"87,000,000","89,000,000","94,000,000","100,000,000","106,000,000","90,000,000","92,000,000","87,000,000","77,000,000","75,000,000","61,000,000","52,000,000","38,000,000","17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
