name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015
		DepreciationAndAmortizationInIncomeStatement,"135,833,000","37,688,000","32,955,000","32,762,000","32,428,000","32,319,000","32,730,000","34,951,000","35,443,000","34,335,000","31,802,000","29,901,000","30,924,000","32,086,000","32,638,000","35,332,000","35,438,000","36,499,000","40,979,000","41,132,000","40,438,000","31,478,000","24,666,000","25,446,000","25,538,000","25,493,000","25,386,000","25,387,000","25,386,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,"0","15,786,000",,,,,,,,,,,,,
OperatingIncome,"82,984,000","19,959,000","17,799,000","26,151,000","19,075,000","15,312,000","16,650,000","15,847,000","9,921,000","12,503,000","15,797,000","17,229,000","19,004,000","11,499,000","13,305,000","6,533,000","10,164,000","9,155,000","7,239,000","7,341,000","8,235,000","8,866,000","9,629,000","8,064,000","8,262,000","6,738,000","6,601,000","7,391,000","6,796,000"
NetNonOperatingInterestIncomeExpense,"-86,190,000","-23,740,000","-22,857,000","-19,232,000","-20,361,000","-19,334,000","-19,689,000","-20,871,000","-18,801,000","-19,106,000","-18,990,000","-18,569,000","-21,995,000","-18,440,000","-17,695,000","-32,803,000","-16,042,000","-16,107,000","-15,191,000","-14,242,000","-14,372,000","-15,545,000","-16,479,000","-12,335,000","-12,098,000","-12,291,000","-11,785,000","-10,569,000","-8,239,000"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,"0","0",,"0","333,000","260,000","253,000","240,000","241,000","239,000","230,000","340,000","1,410,000","728,000","0"
	InterestExpenseNonOperating,"86,190,000","23,740,000","22,857,000","19,232,000","20,361,000","19,334,000","19,689,000","20,871,000","18,801,000","19,106,000","18,990,000","18,569,000","21,995,000","18,440,000","15,837,000","17,017,000","16,042,000","16,107,000","12,927,000","14,502,000","14,625,000","15,785,000","12,427,000","12,437,000","12,443,000","12,631,000","13,612,000","11,864,000","8,808,000"
	TotalOtherFinanceCost,,,,,,,,,,,,,,,"1,858,000","15,786,000",,,,,,,"4,293,000","137,000","-115,000",,"-417,000","-567,000","-569,000"
OtherIncomeExpense,"12,607,000","49,616,000","-29,329,000","-7,484,000","-196,000","268,000","-1,638,000","1,542,000","-9,324,000","1,060,000","1,864,000","1,492,000","11,531,000","3,741,000","-9,156,000","-1,021,000","-6,187,000","22,383,000","-11,475,000","-8,496,000","5,114,000","-4,051,000","-28,745,000","-4,458,000","-241,000","-301,000","-7,782,000","-8,250,000","-181,000"
	GainOnSaleOfSecurity,"56,340,000","55,819,000","32,000","478,000","11,000","286,000","-9,000","2,178,000","2,838,000","1,440,000","4,519,000","1,933,000","14,365,000","2,873,000","2,258,000","1,328,000","3,625,000","24,637,000","1,164,000","264,000","8,609,000","5,222,000","0",,"454,000",,"-7,061,000","217,000","169,000"
	SpecialIncomeCharges,"-43,818,000","-6,221,000","-29,390,000","-7,980,000","-227,000","-42,000","-1,649,000","-1,507,000","-12,223,000","-452,000","-3,022,000","-489,000","-3,501,000","-1,677,000","-12,208,000","-2,358,000","-9,850,000","-2,276,000","-12,666,000","-8,778,000","-3,596,000","-9,365,000","-28,787,000","-4,498,000","-734,000","-343,000","-768,000","-8,510,000","-377,000"
		RestructuringAndMergernAcquisition,"4,615,000","279,000","774,000","3,426,000","136,000","42,000","241,000","1,507,000","721,000","452,000","3,022,000","489,000","1,892,000","854,000","1,185,000","1,186,000","1,287,000","1,954,000","1,800,000","1,173,000","947,000","5,436,000","1,605,000","4,381,000","734,000","343,000","768,000","946,000","377,000"
		ImpairmentOfCapitalAssets,"39,203,000","5,942,000","28,616,000","4,554,000","91,000",,"1,408,000","0","11,502,000","0","0","0","1,609,000","823,000","11,023,000","1,172,000","8,563,000","322,000","10,866,000","7,605,000","2,649,000","3,929,000","27,182,000","117,000",,"0","0","0",
		WriteOff,,,,,,,,,,,,,,,,,,"322,000","10,866,000","7,605,000","2,649,000",,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,"4,988,000",,,,,,"-92,000",,"-40,000","-39,000","-42,000","0","7,564,000","-196,000"
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,"1,328,000","3,625,000","24,637,000","1,033,000","264,000","8,609,000",,,,,,,,
	OtherNonOperatingIncomeExpenses,"85,000","18,000","29,000","18,000","20,000","24,000","20,000","871,000","61,000","72,000","367,000","48,000","667,000","2,545,000","794,000","9,000","38,000","22,000","27,000","18,000","101,000","92,000","42,000","40,000","39,000","42,000","47,000","43,000","27,000"
PretaxIncome,"9,401,000","45,835,000","-34,387,000","-565,000","-1,482,000","-3,754,000","-4,677,000","-3,482,000","-18,204,000","-5,543,000","-1,329,000","152,000","8,540,000","-3,200,000","-13,546,000","-27,291,000","-12,065,000","15,431,000","-19,427,000","-15,397,000","-1,023,000","-10,730,000","-35,595,000","-8,729,000","-4,077,000","-5,854,000","-12,966,000","-11,428,000","-1,624,000"
NetIncomeCommonStockholders,"-14,096,000","39,934,000","-40,219,000","-6,406,000","-7,405,000","-9,411,000","-8,603,000","-7,091,000","-21,803,000","-9,153,000","-4,310,000","-3,209,000","7,884,000","-3,227,000","-13,524,000","-27,245,000","-12,041,000","15,401,000","-19,389,000","-15,367,000","-1,021,000","-10,717,000","-35,595,000","-8,729,000","-4,077,000","-5,854,000","-12,966,000","-11,428,000","-1,624,000"
	NetIncome,"9,340,000","45,771,000","-34,382,000","-569,000","-1,480,000","-3,748,000","-4,672,000","-3,472,000","-18,184,000","-5,534,000","-1,330,000","148,000","8,526,000","-3,197,000","-13,524,000","-27,245,000","-12,041,000","15,401,000","-19,389,000","-15,367,000","-1,021,000","-10,717,000","-35,595,000","-8,729,000","-4,077,000","-5,854,000","-12,966,000","-11,428,000","-1,624,000"
		NetIncomeIncludingNoncontrollingInterests,"9,401,000","45,835,000","-34,387,000","-565,000","-1,482,000","-3,754,000","-4,677,000","-3,482,000","-18,204,000","-5,543,000","-1,329,000","152,000","8,540,000","-3,200,000","-13,546,000","-27,291,000","-12,065,000","15,431,000","-19,427,000","-15,397,000","-1,023,000","-10,730,000","-35,595,000","-8,729,000","-4,077,000","-5,854,000","-12,966,000","-11,428,000","-1,624,000"
			NetIncomeContinuousOperations,"9,401,000","45,835,000","-34,387,000","-565,000","-1,482,000","-3,754,000","-4,677,000","-3,482,000","-18,204,000","-5,543,000","-1,329,000","152,000","8,540,000","-3,200,000","-13,546,000","-27,291,000","-12,065,000","15,431,000","-19,427,000","-15,397,000","-1,023,000","-10,730,000","-35,595,000","-8,729,000","-4,077,000","-5,854,000","-12,966,000","-11,428,000","-1,624,000"
		MinorityInterests,"-61,000","-64,000","5,000","-4,000","2,000","6,000","5,000","10,000","20,000","9,000","-1,000","-4,000","-14,000","3,000","22,000","46,000","24,000","-30,000","38,000","30,000","2,000","13,000",,,,"0",,,
	PreferredStockDividends,"23,436,000","5,837,000","5,837,000","5,837,000","5,925,000","5,663,000","3,931,000","3,619,000","3,619,000","3,619,000","3,497,000","3,079,000","642,000","30,000",,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,"278,000",,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"3,248,000"
DilutedNIAvailtoComStockholders,"-14,096,000","39,934,000","-40,219,000","-6,406,000","-7,405,000","-9,411,000","-8,603,000","-7,091,000","-21,803,000","-9,153,000","-4,310,000","-3,209,000","7,884,000","-3,227,000","-13,524,000","-27,245,000","-12,041,000","15,401,000","-19,389,000","-15,367,000","-1,021,000","-10,717,000","-35,595,000","-8,729,000","-4,077,000","-5,854,000","-12,966,000","-11,428,000","-1,624,000"
BasicEPS,,"0.31","-0.33","-0.06","-0.07","-0.09","-0.08","-0.07","-0.2","-0.08","-0.04","-0.03","0.07","-0.03","-0.13","-0.26","-0.11","0.15",,"-0.15","-0.01","-0.103",,"-0.084","-0.039","-0.056",,"-0.109","-0.016"
DilutedEPS,,"0.31","-0.33","-0.06","-0.07","-0.09","-0.08","-0.07","-0.2","-0.08","-0.04","-0.03","0.07","-0.03","-0.13","-0.26","-0.11","0.15",,"-0.15","-0.01","-0.103",,"-0.084","-0.039","-0.056",,"-0.109","-0.016"
BasicAverageShares,,"128,640,845","123,220,597","118,862,852","110,898,056","108,436,571","108,436,329","108,429,315","108,386,013","108,364,082","107,286,620","106,139,668","106,075,741","106,076,588","106,096,401","105,905,281","105,028,459","105,196,387",,"104,545,591","104,140,631","104,401,555",,"104,401,555","104,401,555","104,401,555",,"104,401,555","104,401,555"
DilutedAverageShares,,"130,048,111","123,220,597","118,862,852","110,898,056","108,436,571","108,436,329","108,429,315","108,386,013","108,364,082","107,286,620","106,139,668","106,394,277","106,076,588","106,096,401","105,905,281","105,028,459","105,415,211",,"104,545,591","104,140,631","104,401,555",,"104,401,555","104,401,555","104,401,555",,"104,401,555","104,401,555"
TotalOperatingIncomeAsReported,"97,206,000","67,307,000","-6,834,000","18,171,000","18,859,000","15,556,000","15,001,000","16,518,000","536,000","13,491,000","17,294,000","18,673,000","29,868,000","12,695,000","1,097,000","-11,611,000","314,000","6,879,000","-5,094,000","-1,177,000","4,892,000","-259,000","-18,917,000","3,805,000","7,758,000","6,735,000","7,243,000","7,173,000","6,419,000"
TotalExpenses,"267,928,000","74,984,000","64,678,000","65,764,000","62,502,000","63,875,000","60,587,000","62,642,000","65,013,000","62,061,000","60,434,000","55,634,000","60,105,000","60,042,000","61,787,000","68,355,000","60,944,000","60,964,000","64,782,000","62,128,000","63,119,000","48,114,000","34,977,000","36,455,000","35,785,000","36,708,000","36,301,000","35,932,000","36,473,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"9,340,000","45,771,000","-34,382,000","-569,000","-1,480,000","-3,748,000","-4,672,000","-3,472,000","-18,184,000","-5,534,000","-1,330,000","148,000","8,526,000","-3,197,000","-13,524,000","-27,245,000","-12,041,000","15,401,000","-19,389,000","-15,367,000","-1,021,000","-10,717,000","-35,595,000","-8,729,000","-4,077,000","-5,854,000","-12,966,000","-11,428,000","-1,624,000"
NormalizedIncome,"1,826,800","16,012,200","-5,024,000","6,933,000","-1,264,000","-3,992,000","-3,014,000","-4,143,000","-8,799,000","-6,522,000","-2,827,000","-906,120","595,280","-4,393,000","-3,574,000","-26,215,000","-5,816,000","-922,530","-7,887,000","-6,853,000","-6,034,000","-6,574,000","-6,808,000","-4,231,000","-3,797,000","-5,511,000","-5,137,000","-3,135,000","-1,416,000"
InterestIncome,,,,,,,,,,,,,,,"0","0",,"0","333,000","260,000","253,000","240,000","241,000","239,000","230,000","340,000","1,410,000","728,000","0"
InterestExpense,"86,190,000","23,740,000","22,857,000","19,232,000","20,361,000","19,334,000","19,689,000","20,871,000","18,801,000","19,106,000","18,990,000","18,569,000","21,995,000","18,440,000","15,837,000","17,017,000","16,042,000","16,107,000","12,927,000","14,502,000","14,625,000","15,785,000","12,427,000","12,437,000","12,443,000","12,631,000","13,612,000","11,864,000","8,808,000"
NetInterestIncome,"-86,190,000","-23,740,000","-22,857,000","-19,232,000","-20,361,000","-19,334,000","-19,689,000","-20,871,000","-18,801,000","-19,106,000","-18,990,000","-18,569,000","-21,995,000","-18,440,000","-17,695,000","-32,803,000","-16,042,000","-16,107,000","-15,191,000","-14,242,000","-14,372,000","-15,545,000","-16,479,000","-12,335,000","-12,098,000","-12,291,000","-11,785,000","-10,569,000","-8,239,000"
EBIT,"95,591,000","69,575,000","-11,530,000","18,667,000","18,879,000","15,580,000","15,012,000","17,389,000","597,000","13,563,000","17,661,000","18,721,000","30,535,000","15,240,000","2,291,000","-10,274,000","3,977,000","31,538,000","-6,500,000","-895,000","13,602,000","5,055,000","-23,168,000","3,708,000","8,366,000","6,777,000","646,000","436,000","7,184,000"
EBITDA,"231,424,000"
ReconciledCostOfRevenue,"63,440,000","19,675,000","15,926,000","13,973,000","12,931,000","14,865,000","14,942,000","16,524,000","15,504,000","13,660,000","16,069,000","15,282,000","15,260,000","14,998,000","20,456,000","19,523,000","15,693,000","14,900,000","14,881,000","12,397,000","13,343,000","7,521,000","3,536,000","3,563,000","3,181,000","2,922,000","2,790,000","3,109,000","3,439,000"
ReconciledDepreciation,"133,524,000","37,152,000","32,308,000","32,173,000","32,826,000","30,893,000","31,035,000","32,653,000","32,480,000","32,957,000","30,077,000","27,017,000","28,801,000","29,924,000","26,241,000","29,306,000","32,902,000","34,954,000","38,696,000","39,495,000","39,289,000","30,999,000","24,613,000","25,394,000","25,640,000","25,908,000","25,803,000","25,803,000","25,386,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"9,340,000","45,771,000","-34,382,000","-569,000","-1,480,000","-3,748,000","-4,672,000","-3,472,000","-18,184,000","-5,534,000","-1,330,000","148,000","8,526,000","-3,197,000","-13,524,000","-27,245,000","-12,041,000","15,401,000","-19,389,000","-15,367,000","-1,021,000","-10,717,000","-35,595,000","-8,729,000","-4,077,000","-5,854,000","-12,966,000","-11,428,000","-1,624,000"
TotalUnusualItemsExcludingGoodwill,"12,522,000","49,598,000","-29,358,000","-7,502,000","-216,000","244,000","-1,658,000","671,000","-9,385,000","988,000","1,497,000","1,444,000","10,864,000","1,196,000","-9,950,000","-1,030,000","-6,225,000","22,361,000","-11,502,000","-8,514,000","5,013,000","-4,143,000","-28,787,000","-4,498,000","-280,000","-343,000","-7,829,000","-8,293,000","-208,000"
TotalUnusualItems,"12,522,000","49,598,000","-29,358,000","-7,502,000","-216,000","244,000","-1,658,000","671,000","-9,385,000","988,000","1,497,000","1,444,000","10,864,000","1,196,000","-9,950,000","-1,030,000","-6,225,000","22,361,000","-11,502,000","-8,514,000","5,013,000","-4,143,000","-28,787,000","-4,498,000","-280,000","-343,000","-7,829,000","-8,293,000","-208,000"
NormalizedEBITDA,"218,902,000","57,665,000","50,783,000","58,931,000","51,921,000","47,655,000","49,400,000","51,669,000","45,425,000","46,910,000","47,966,000","47,178,000","50,595,000","46,130,000","44,879,000","26,088,000","45,640,000","45,676,000","45,981,000","48,751,000","49,027,000","40,676,000","30,285,000","33,652,000","34,286,000","33,028,000","34,278,000","34,532,000","32,778,000"
TaxRateForCalcs,"0.4","0.4","0","0","0","0","0","0","0","0","0","0.27","0.27","0","0","0","0","0.27","0","0","0","0","0","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"5,008,800","19,839,200","0","0","0","0","0","0","0","0","0","389,880","2,933,280","0","0","0","0","6,037,470","0","0","0","0","0","0","0","0","0","0","0"
