name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
OperatingIncome,"164,805,000","50,134,000","44,391,000","37,413,000","32,867,000","29,550,000","26,960,000","24,781,000","23,647,000","22,629,000","20,872,000","18,009,000","16,760,000","16,554,000","15,629,000","14,918,000","12,700,000","10,962,000","9,403,000","8,296,000","7,390,000","7,220,000","6,940,000","5,689,000","5,518,000","5,145,000","4,273,000","2,864,000","2,338,000","1,862,000","2,170,000","1,571,000","2,043,000","546,000","83,000","2,652,000","2,312,000","2,034,000","694,000","1,219,000","1,137,000"
NetNonOperatingInterestIncomeExpense,"-40,046,000","-9,682,000","-10,366,000","-10,420,000","-9,578,000","-9,738,000","-8,614,000","-7,183,000","-7,362,000","-7,352,000","-7,085,000","-5,834,000","-5,587,000","-5,814,000","-5,887,000","-5,847,000","-6,452,000","-5,852,000","-5,638,000","-6,271,000","-4,084,000","-3,771,000","-3,843,000","-3,576,000","-3,716,000","-3,254,000","-2,724,000","-2,092,000","-1,378,000","-1,549,000","-1,373,000","-1,676,000","-1,259,000","-975,000","-856,000","-4,143,000","-3,595,000","-4,126,000","-4,029,000","-3,897,000","-3,872,000"
	InterestIncomeNonOperating,"24,000","1,000","1,000","7,000","15,000","14,000","59,000","116,000","66,000","97,000","279,000","951,000","668,000","657,000","769,000","609,000",,"0","0","0","218,000","227,000","231,000","228,000","0","0","0","153,000","280,000","277,000","282,000","281,000","278,000","276,000","190,000","324,000","311,000","395,000","397,000","449,000","337,000"
	InterestExpenseNonOperating,"40,070,000","9,683,000","10,367,000","10,427,000","9,593,000","9,752,000","8,673,000","7,299,000","7,428,000","7,449,000","7,364,000","6,785,000","6,255,000","6,471,000","6,656,000","6,456,000","6,452,000","5,852,000","5,638,000","6,271,000","4,302,000","3,998,000","4,074,000","3,804,000","3,716,000","3,254,000","2,724,000","2,245,000","1,658,000","1,826,000","1,655,000","1,957,000","1,537,000","1,251,000","1,046,000","4,467,000","3,906,000","4,521,000","4,426,000","4,346,000","4,209,000"
OtherIncomeExpense,"29,744,000","8,448,000","5,355,000","13,193,000","2,748,000","10,831,000","-191,000","13,599,000","-14,000","-5,000","10,595,000","773,000","4,781,000","-23,000","5,465,000","-106,000","1,571,000","9,974,000","10,350,000","-16,000","16,549,000","2,272,000","5,449,000","948,000","10,990,000","-414,000","-493,000","-155,000","-764,000","-232,000","-652,000","-574,000","-703,000","-288,000","-412,000","-1,336,000","1,072,000","228,000","699,000","355,000","601,000"
	GainOnSaleOfSecurity,"31,555,000","8,486,000","6,617,000","13,702,000","2,750,000","10,860,000","-52,000","13,669,000",,,"10,592,000","895,000","4,810,000",,"5,631,000",,"1,608,000","9,983,000","10,336,000",,"16,569,000","2,668,000","5,814,000",,"11,563,000",,,,,,"0","-150,000",,,,,"49,000","526,000","611,000","612,000","612,000"
	EarningsFromEquityInterest,,,,,,,,,,,,,,,"0","0",,"0","0","0","0","11,000","0","1,328,000","62,000","61,000","35,000","45,000","12,000","1,000","-25,000","2,000","-51,000","45,000","9,000","-712,000","-212,000","56,000","99,000","-90,000","57,000"
	SpecialIncomeCharges,,,"35,000","-509,000","-2,000","-29,000","-139,000","-70,000","-14,000","-5,000","3,000","-122,000","-29,000","-23,000","-166,000","-106,000","-37,000","-9,000","14,000","-16,000","-20,000","-407,000","-365,000","-380,000","-635,000","-475,000","-528,000","-200,000","-776,000","-233,000","-627,000","-426,000","-652,000","-333,000","-421,000","-624,000","1,235,000","-354,000","-11,000","-167,000","-68,000"
		RestructuringAndMergernAcquisition,,,,"4,000","2,000","29,000","35,000","70,000","14,000","5,000","-3,000","122,000","29,000","23,000","166,000","106,000","37,000","9,000","33,000","16,000","20,000","385,000","365,000","380,000","635,000","475,000","528,000","528,000","847,000","233,000","627,000","426,000","652,000","333,000","421,000","624,000","93,000","354,000","11,000","167,000","68,000"
		OtherSpecialCharges,,,"0","505,000",,,"104,000",,,,,,,,,,,,"-47,000",,,"22,000",,,,,"0","-328,000","-71,000",,,,,,,,"-1,328,000",,,,
	OtherNonOperatingIncomeExpenses,"-1,306,000","-38,000","-1,262,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"154,503,000","48,900,000","39,380,000","40,186,000","26,037,000","30,643,000","18,155,000","31,197,000","16,271,000","15,272,000","24,382,000","12,948,000","15,954,000","10,717,000","15,207,000","8,965,000","7,819,000","15,084,000","14,115,000","2,009,000","19,855,000","5,721,000","8,546,000","3,061,000","12,792,000","1,477,000","1,056,000","617,000","196,000","81,000","145,000","-679,000","81,000","-717,000","-1,185,000","-2,827,000","-211,000","-1,864,000","-2,636,000","-2,323,000","-2,134,000"
NetIncomeCommonStockholders,"130,765,000","43,901,000","34,768,000","31,545,000","20,551,000","24,897,000","13,239,000","25,901,000","11,421,000","10,788,000","19,904,000","9,746,000","12,848,000","7,979,000","12,413,000","6,307,000","5,172,000","12,246,000","11,819,000","586,000","17,846,000","4,176,000","6,928,000","2,267,000","12,299,000","1,347,000","945,000","540,000","139,000","27,000","43,000","-599,000","73,000","1,277,000","-881,000","-2,286,000","327,000","3,361,534","-1,734,000","-1,459,000","-167,000"
	NetIncome,"145,983,000","46,416,000","37,227,000","38,013,000","24,327,000","28,674,000","16,995,000","29,666,000","15,187,000","14,555,000","23,648,000","12,430,000","15,385,000","10,516,000","14,930,000","8,824,000","7,690,000","14,766,000","13,811,000","1,988,000","19,324,000","5,589,000","8,329,000","2,998,000","12,374,000","1,425,000","1,016,000","593,000","188,000","77,000","145,000","-599,000","73,000","1,277,000","-881,000","-2,286,000","327,000","-1,528,000","-1,734,000","-1,459,000","-167,000"
		NetIncomeIncludingNoncontrollingInterests,"154,503,000","48,900,000","39,380,000","40,186,000","26,037,000","30,643,000","18,155,000","31,197,000","16,271,000","15,272,000","24,382,000","12,948,000","15,954,000","10,717,000","15,207,000","8,965,000","7,819,000","15,084,000","14,115,000","2,009,000","19,855,000","5,721,000","8,546,000","3,061,000","12,792,000","1,477,000","1,056,000","617,000","196,000","81,000","145,000","-679,000","81,000","1,429,000","-1,006,000","-468,000","2,053,000","-1,682,000","-2,704,000","-2,468,000","-2,100,000"
			NetIncomeContinuousOperations,"154,503,000","48,900,000","39,380,000","40,186,000","26,037,000","30,643,000","18,155,000","31,197,000","16,271,000","15,272,000","24,382,000","12,948,000","15,954,000","10,717,000","15,207,000","8,965,000","7,819,000","15,084,000","14,115,000","2,009,000","19,855,000","5,721,000","8,546,000","3,061,000","12,792,000","1,477,000","1,056,000","617,000","196,000","81,000","145,000","-679,000","81,000","-717,000","-1,185,000","-2,827,000","-211,000","-1,864,000","-2,636,000","-2,323,000","-2,134,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","2,146,000","179,000","2,359,000","2,264,000","182,000","-68,000","-145,000","34,000"
		MinorityInterests,"-8,520,000","-2,484,000","-2,153,000","-2,173,000","-1,710,000","-1,969,000","-1,160,000","-1,531,000","-1,084,000","-717,000","-734,000","-518,000","-569,000","-201,000","-277,000","-141,000","-129,000","-318,000","-304,000","-21,000","-531,000","-132,000","-217,000","-63,000","-418,000","-52,000","-40,000","-24,000","-8,000","-4,000","0","80,000","-8,000","-152,000","125,000","-1,818,000","-1,726,000","154,000","970,000","1,009,000","1,933,000"
	PreferredStockDividends,"11,241,000","2,314,000","2,314,000","2,976,000","3,637,000","3,636,000","3,636,000","3,636,000","3,637,000","3,636,000","3,636,000","2,572,000","2,424,000","2,423,000","2,424,000","2,423,000","2,424,000","2,423,000","1,909,000","1,322,000","1,322,000","1,322,000","1,322,000","661,000",,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"3,977,000","201,000","145,000","3,492,000","139,000","141,000","120,000","129,000","129,000","131,000","108,000","112,000","113,000","114,000","93,000","94,000","94,000","97,000","83,000","80,000","156,000","91,000","79,000","70,000","75,000","78,000","71,000","53,000","49,000","50,000",,,,,,,,,,,
DilutedNIAvailtoComStockholders,"130,765,000","43,901,000","34,768,000","31,545,000","20,551,000","24,897,000","13,239,000","25,901,000","11,421,000","10,788,000","19,904,000","9,746,000","12,848,000","7,979,000","12,413,000","6,307,000","5,172,000","12,246,000","11,819,000","586,000","17,846,000","4,176,000","6,928,000","2,267,000","12,299,000","1,347,000","945,000","540,000","139,000","27,000","43,000","-599,000","73,000","1,277,000","-881,000","-2,286,000","327,000","3,361,534","-1,734,000","-1,459,000","-167,000"
BasicEPS,,"0.27","0.23","0.23","0.15","0.19","0.11","0.21","0.1","0.09","0.18","0.09","0.12","0.08","0.13","0.07","0.06","0.16","0.15","0.01","0.26","0.06","0.11","0.03","0.19","0.02","0.02","0.01","0.003","0.001",,"-0.02","0.003","0.05","-0.04","-0.091","0.013",,"-0.069","-0.058","-0.007"
DilutedEPS,,"0.27","0.23","0.23","0.15","0.19","0.1","0.21","0.1","0.09","0.18","0.09","0.12","0.08","0.13","0.07","0.06","0.15","0.15","0.01","0.26","0.06","0.1","0.03","0.19","0.02","0.02","0.01","0.003","0.001",,"-0.02","0.003","0.05","-0.04","-0.091","0.013",,"-0.069","-0.058","-0.007"
BasicAverageShares,,"160,629,000","152,270,000","138,762,000","134,313,000","131,613,000","125,995,000","123,549,000","119,810,000","114,054,000","111,612,000","109,645,000","105,847,557","98,342,677","93,995,846","91,463,594","82,924,208","78,694,161","77,771,084","72,621,219","67,920,773","66,341,138","65,785,000","65,707,476","64,063,337","55,269,598","55,244,664","55,145,963","54,963,093","50,683,528",,"43,059,742","25,420,381","25,540,000","25,191,570","25,229,818","25,229,818",,"25,229,818","25,229,818","25,229,818"
DilutedAverageShares,,"161,049,000","153,873,000","139,630,000","134,820,000","131,759,000","126,401,000","123,844,000","120,068,000","114,314,000","112,097,000","110,074,000","106,236,309","98,607,786","94,487,773","91,945,206","83,494,825","79,196,060","78,227,824","73,068,081","68,331,234","66,626,239","66,080,000","65,707,476","64,063,337","55,269,598","55,244,664","55,145,963","54,963,093","50,683,528",,"43,059,742","25,420,381","25,540,000","25,191,570","25,229,818","25,229,818",,"25,229,818","25,229,818","25,229,818"
TotalExpenses,"328,398,000","90,617,000","88,320,000","77,983,000","71,478,000","70,199,000","61,630,000","58,959,000","56,237,000","54,954,000","53,248,000","49,101,000","46,962,000","43,152,000","40,610,000","39,667,000","39,056,000","37,574,000","36,477,000","35,043,000","29,174,000","27,907,000","27,606,000","27,386,000","25,090,000","22,359,000","21,891,000","20,657,000","20,104,000","19,201,000","17,406,000","16,184,000","12,675,000","12,869,000","12,365,000","7,846,000","6,873,000","7,193,000","7,153,000","6,566,000","6,772,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"145,983,000","46,416,000","37,227,000","38,013,000","24,327,000","28,674,000","16,995,000","29,666,000","15,187,000","14,555,000","23,648,000","12,430,000","15,385,000","10,516,000","14,930,000","8,824,000","7,690,000","14,766,000","13,811,000","1,988,000","19,324,000","5,589,000","8,329,000","2,998,000","12,374,000","1,425,000","1,016,000","593,000","188,000","77,000","145,000","-599,000","73,000","1,277,000","-881,000","-2,286,000","327,000","-1,528,000","-1,734,000","-1,459,000","-167,000"
NormalizedIncome,"127,353,000","41,324,400","32,371,040","28,382,110","22,320,960","20,767,370","17,134,430","19,738,730","15,197,220","14,558,650","15,913,650","11,865,710","11,894,870","10,532,790","10,940,550","8,901,380","6,543,170","7,484,980","7,601,000","1,997,600","9,394,600","4,232,400","5,059,600","3,226,000","5,817,200","1,710,000","1,332,800","713,000","653,600","216,800","552,550","-23,000","496,800","-536,000","-639,000","-4,021,000","-3,221,000","-1,882,000","-2,266,000","-1,759,000","-745,000"
InterestIncome,"24,000","1,000","1,000","7,000","15,000","14,000","59,000","116,000","66,000","97,000","279,000","951,000","668,000","657,000","769,000","609,000",,"0","0","0","218,000","227,000","231,000","228,000","0","0","0","153,000","280,000","277,000","282,000","281,000","278,000","276,000","190,000","324,000","311,000","395,000","397,000","449,000","337,000"
InterestExpense,"40,070,000","9,683,000","10,367,000","10,427,000","9,593,000","9,752,000","8,673,000","7,299,000","7,428,000","7,449,000","7,364,000","6,785,000","6,255,000","6,471,000","6,656,000","6,456,000","6,452,000","5,852,000","5,638,000","6,271,000","4,302,000","3,998,000","4,074,000","3,804,000","3,716,000","3,254,000","2,724,000","2,245,000","1,658,000","1,826,000","1,655,000","1,957,000","1,537,000","1,251,000","1,046,000","4,467,000","3,906,000","4,521,000","4,426,000","4,346,000","4,209,000"
NetInterestIncome,"-40,046,000","-9,682,000","-10,366,000","-10,420,000","-9,578,000","-9,738,000","-8,614,000","-7,183,000","-7,362,000","-7,352,000","-7,085,000","-5,834,000","-5,587,000","-5,814,000","-5,887,000","-5,847,000","-6,452,000","-5,852,000","-5,638,000","-6,271,000","-4,084,000","-3,771,000","-3,843,000","-3,576,000","-3,716,000","-3,254,000","-2,724,000","-2,092,000","-1,378,000","-1,549,000","-1,373,000","-1,676,000","-1,259,000","-975,000","-856,000","-4,143,000","-3,595,000","-4,126,000","-4,029,000","-3,897,000","-3,872,000"
EBIT,"194,573,000","58,583,000","49,747,000","50,613,000","35,630,000","40,395,000","26,828,000","38,496,000","23,699,000","22,721,000","31,746,000","19,733,000","22,209,000","17,188,000","21,863,000","15,421,000","14,271,000","20,936,000","19,753,000","8,280,000","24,157,000","9,719,000","12,620,000","6,865,000","16,508,000","4,731,000","3,780,000","2,862,000","1,854,000","1,907,000","1,800,000","1,278,000","1,618,000","534,000","-139,000","1,640,000","3,695,000","2,657,000","1,790,000","2,023,000","2,075,000"
EBITDA,"353,169,000"
ReconciledCostOfRevenue,"135,397,000","38,520,000","38,244,000","30,692,000","27,941,000","26,287,000","24,745,000","23,435,000","21,553,000","20,516,000","20,347,000","18,230,000","17,039,000","15,563,000","15,269,000","14,916,000","14,391,000","13,076,000","13,219,000","12,114,000","9,737,000","9,339,000","9,234,000","9,017,000","7,899,000","7,547,000","7,070,000","6,168,000","5,828,000","5,732,000","5,362,000","4,728,000","3,819,000","4,053,000","3,877,000","2,841,000","2,378,000","1,901,000","2,343,000","2,815,000","2,070,000"
ReconciledDepreciation,"140,774,000","37,380,000","35,067,000","35,485,000","32,842,000","32,432,000","27,843,000","26,060,000","25,712,000","25,121,000","24,686,000","23,431,000","22,622,000","20,245,000","19,044,000","18,522,000","18,159,000","18,336,000","17,700,000","17,086,000","14,314,000","13,482,000","14,147,000","13,302,000","12,670,000","11,210,000","10,869,000","10,711,000","10,536,000","9,923,000","8,558,000","8,183,000","6,076,000","6,211,000","5,661,000","3,609,000","3,342,000","4,030,000","3,083,000","2,571,000","3,719,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"145,983,000","46,416,000","37,227,000","38,013,000","24,327,000","28,674,000","16,995,000","29,666,000","15,187,000","14,555,000","23,648,000","12,430,000","15,385,000","10,516,000","14,930,000","8,824,000","7,690,000","14,766,000","13,811,000","1,988,000","19,324,000","5,589,000","8,329,000","2,998,000","12,374,000","1,425,000","1,016,000","593,000","188,000","77,000","145,000","-599,000","73,000","-869,000","-1,060,000","-4,645,000","-1,937,000","-1,710,000","-1,666,000","-1,314,000","-201,000"
TotalUnusualItemsExcludingGoodwill,"31,050,000","8,486,000","6,652,000","13,193,000","2,748,000","10,831,000","-191,000","13,599,000","-14,000","-5,000","10,595,000","773,000","4,781,000","-23,000","5,465,000","-106,000","1,571,000","9,974,000","10,350,000","-16,000","16,549,000","2,261,000","5,449,000","-380,000","10,928,000","-475,000","-528,000","-200,000","-776,000","-233,000","-627,000","-576,000","-652,000","-333,000","-421,000","-624,000","1,284,000","172,000","600,000","445,000","544,000"
TotalUnusualItems,"31,050,000","8,486,000","6,652,000","13,193,000","2,748,000","10,831,000","-191,000","13,599,000","-14,000","-5,000","10,595,000","773,000","4,781,000","-23,000","5,465,000","-106,000","1,571,000","9,974,000","10,350,000","-16,000","16,549,000","2,261,000","5,449,000","-380,000","10,928,000","-475,000","-528,000","-200,000","-776,000","-233,000","-627,000","-576,000","-652,000","-333,000","-421,000","-624,000","1,284,000","172,000","600,000","445,000","544,000"
NormalizedEBITDA,"322,119,000","92,568,000","84,316,000","76,096,000","69,110,000","64,708,000","57,573,000","53,708,000","52,094,000","50,249,000","48,028,000","44,456,000","41,950,000","39,207,000","37,069,000","35,671,000","32,475,000","30,414,000","28,170,000","26,267,000","22,123,000","21,057,000","21,413,000","20,586,000","18,250,000","16,420,000","15,177,000","13,773,000","13,166,000","12,063,000","10,985,000","10,037,000","8,346,000","7,078,000","5,943,000","5,873,000","5,753,000","6,515,000","4,273,000","4,427,000","5,250,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.35","0","0.35","0","0","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"12,420,000","3,394,400","1,796,040","3,562,110","741,960","2,924,370","-51,570","3,671,730","-3,780","-1,350","2,860,650","208,710","1,290,870","-6,210","1,475,550","-28,620","424,170","2,692,980","4,140,000","-6,400","6,619,600","904,400","2,179,600","-152,000","4,371,200","-190,000","-211,200","-80,000","-310,400","-93,200","-219,450","0","-228,200","0","0","0","0","0","0","0","0"
