name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,050,747","1,654,937",,,,,,"636,874","477,394","350,264","133,069",,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"636,874","477,394","350,264","133,069",,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000",,,,,"1,500,000",,"58,854","77,624",,,,,,,,,,"496,717","19,037"
	TotalNonCurrentAssets,"2,837,485,000","2,847,482,000","2,740,998,000","2,749,730,000","2,770,266,000","2,786,686,000","2,798,542,000","2,817,628,000","2,835,552,000","2,846,309,000","2,864,604,000","2,900,894,000","2,932,510,000","2,944,596,000","2,963,391,000","2,993,596,000","2,987,712,000","2,975,623,000","2,804,906,000","2,771,488,000","2,688,518,000","2,610,582,000","2,539,466,000","2,515,863,000","2,333,661,000","2,270,459,000","2,027,343,000","1,920,213,000","1,909,849,000","1,810,429,942","1,715,129,200","1,729,902,084","1,464,280,170","1,407,336,116","1,282,610,015","1,090,188,773","954,233,408","918,817,637","784,087,736","747,591,711","693,566,112","651,488,425","635,718,074","478,680,950","474,501,082","373,061,950","243,571,433","122,614,749","67,552,005","20,632,686","1,924,303","1,120,299","738,491","675,753","0","0","0","0","0","0"
		NetPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"699,490,820","659,473,068","607,815,962","566,381,378","549,466,678","404,915,051","384,267,760","269,654,684","211,351,384","100,581,696","62,444,552","16,544,905",,,,,,,,,,
			GrossPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"726,477,323","682,110,577","626,192,288","580,832,410","560,283,665","412,640,609","389,550,155","272,732,844","212,870,925","101,260,365","62,665,637","16,565,293",,,,,,,,,,
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"214,378,236","193,681,739","176,193,572","167,191,883","167,170,306","125,245,455","122,782,459","85,473,305","71,590,660","32,245,949","20,744,600","6,346,871",,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"512,099,087","488,428,838","449,998,716","413,640,527","393,113,359","287,395,154","266,767,696","187,259,539","141,280,265","69,014,416","41,921,037","10,218,422",,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-26,986,503","-22,637,509","-18,376,326","-14,451,032","-10,816,987","-7,725,558","-5,282,395","-3,078,160","-1,519,541","-678,669","-221,085","-20,388",,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"49,805,000","50,139,000","44,342,000","45,992,000","48,340,000","50,110,000","53,320,000","55,419,000","57,978,000","59,701,000","62,861,000","66,285,000","69,062,000","72,109,000","75,493,000","78,246,000","81,262,000","82,778,000","79,300,000","78,922,000","75,466,000","79,205,000","79,282,000","77,017,000","75,052,000","66,942,000","68,690,000","69,438,000","71,905,000","71,432,664","69,787,166","74,316,694","52,012,840","55,887,471","44,206,512","42,299,617","40,345,275","41,230,616","35,987,042","34,059,314","32,296,754","32,024,153","32,643,527","25,677,886","25,438,385","17,672,608","12,233,719","5,050,240","4,134,453","1,820,151",,,,,,,,,,
			OtherIntangibleAssets,,"50,139,000",,,"48,340,000","50,110,000","53,320,000","55,419,000","57,978,000","59,701,000","62,861,000","66,285,000","69,062,000","72,109,000","75,493,000","78,246,000","81,262,000","82,778,000","79,300,000","78,922,000","75,466,000","79,205,000","79,282,000","77,017,000","75,052,000","66,942,000","68,690,000","69,438,000","71,905,000","71,432,664","69,787,166","74,316,694","52,012,840","55,887,471","44,206,512","42,299,617","40,345,275","41,230,616","35,987,042","34,059,314","32,296,754","32,024,153","32,643,527","25,677,886","25,438,385","17,672,608","12,233,719","5,050,240","4,134,453","1,820,151",,,,,,,,,,
		InvestmentProperties,"2,746,461,000","2,755,319,000","2,657,476,000","2,662,971,000","2,682,929,000","2,696,387,000","2,703,653,000","2,719,093,000","2,732,949,000","2,740,925,000","2,754,791,000","2,785,767,000","2,809,522,000","2,831,265,000","2,841,577,000","2,868,594,000","2,859,658,000","2,849,282,000","2,685,902,000","2,654,055,000","2,576,433,000","2,493,997,000","2,424,035,000","2,403,321,000","2,224,368,000","2,162,306,000","1,917,093,000","1,810,585,000","1,796,338,000","1,697,724,972","1,606,442,266","1,614,860,371","1,378,146,054","1,314,933,668","1,211,022,445","1,022,148,305","890,964,502","854,624,046",,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,078,373","26,710,123","26,650,344","26,242,514","25,959,767","25,543,779","43,004,853","16,779,355","3,664,530",,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,078,373","26,710,123","26,650,344","26,242,514","25,959,767",,"43,004,853","16,779,355",,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,078,373","26,710,123","26,650,344","26,242,514","25,959,767",,"43,004,853","16,779,355",,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","9,500,000","57,778,044","7,838,500","14,982,813",,,,,,,,,,,,
		NonCurrentDeferredAssets,"24,544,000","25,017,000","22,198,000","23,597,000","21,928,000","22,893,000","24,026,000","25,410,000","26,786,000","27,652,000","28,814,000","30,323,000","32,069,000","33,857,000","34,956,000","36,150,000","37,151,000","37,167,000","35,075,000","35,585,000","33,807,000","34,753,000","34,388,000","33,747,000","32,370,000","39,316,000","40,122,000","38,724,000","40,093,000","39,730,973","36,501,115","38,315,993","31,180,178","33,121,980","24,963,685","23,432,476","21,974,857","21,623,474","19,377,748","15,623,436","14,970,057","15,342,132","15,621,584","11,688,277","11,711,144","9,576,904","5,416,609",,,"870,769","1,924,303","1,120,299","738,491","675,753",,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,924,303","1,120,299","738,491","675,753",,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"585,696","871,042","981,014","672,679","451,200","646,955",,"798,655",,,,"147,634",,,,,,,,,,
		OtherNonCurrentAssets,"16,675,000","17,007,000","16,982,000","17,170,000","17,069,000","17,296,000","17,543,000","17,706,000","17,839,000","18,031,000","18,138,000","18,519,000","21,857,000","7,365,000","11,365,000","10,606,000","9,641,000","6,396,000","4,629,000","2,926,000","2,812,000","2,627,000","1,761,000","1,778,000","1,871,000","1,895,000","1,438,000","1,466,000","1,513,000","1,541,333","2,398,653","2,409,026","2,941,098","3,392,997","2,417,373","2,308,375","948,774","1,339,501","3,568,057","854,728","851,981","825,569","1,575,318","209,002","578,940","801,700","3,066,691","2,000,000","973,000","1,249,227",,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"1,543,933,000","1,562,491,000","1,545,356,000","1,529,925,000","1,557,581,000","1,570,689,000","1,643,702,000","1,763,312,000","1,704,544,000","1,621,929,000","1,648,190,000","1,694,375,000","1,700,457,000","1,694,643,000","1,688,952,000","1,740,548,000","1,727,292,000","1,709,557,000","1,574,386,000","1,530,094,000","1,440,911,000","1,347,404,000","1,262,390,000","1,369,920,000","1,213,417,000","1,179,293,000","1,032,452,000","1,005,541,000","988,529,000","888,914,167","825,983,906","831,070,327","799,456,138","733,679,777","593,193,514","468,810,383","387,142,094","484,369,456","348,323,399","316,475,049","264,597,561","243,943,573","272,122,041","111,146,144","98,955,040","73,668,932","39,338,772","7,477,817","5,268,515","5,678,738","126,065,504","133,649,612","133,211,721","133,313,387","133,079,964","132,753,518","135,346,518","133,856,915","603,037","219,768"
	CurrentLiabilities,"57,389,000","48,598,000","51,215,000","31,343,000","53,955,000","62,925,000","129,299,000","242,966,000","178,713,000","98,305,000","118,051,000","164,407,000","167,614,000","169,177,000","166,138,000","203,839,000","187,151,000","158,967,000","343,906,000","299,144,000","211,877,000","113,948,000","30,570,000","346,070,000","190,433,000","148,705,000","39,049,000","296,902,000","258,942,000","168,673,382","142,158,394","131,174,158","137,007,317","70,299,068","188,023,033","111,114,544","21,799,600","125,468,580","8,037,939","65,537,929","5,420,075","7,475,283","7,082,309","45,219,407","5,141,414","4,889,350","27,421,187","3,634,738","2,438,879","5,678,738","8,475,449","16,059,557","15,621,666","15,723,332","15,489,909","15,163,463","17,756,463","16,266,860","603,037","219,768"
		PayablesAndAccruedExpenses,"47,389,000","48,598,000","51,215,000","31,343,000","42,497,000","17,687,000","28,755,000","12,333,000","28,277,000","17,562,000","27,716,000","15,287,000","27,710,000","15,488,000","31,664,000","14,580,000","30,607,000","18,638,000","30,169,000","19,927,000","26,941,000","18,294,000","25,197,000","15,479,000","24,123,000","13,205,000","22,824,000","10,902,000","20,442,000","12,173,382","18,858,394","9,424,158","14,557,317","13,349,068","13,273,033","5,964,544","3,799,600","6,468,580","8,037,939","4,655,851","5,420,075","7,475,283","7,082,309","3,644,673","4,563,860","4,889,350","3,906,662","2,131,654","2,438,879","4,440,142","4,253,227","1,569,557","1,131,666","1,233,332","189,481","201,689","690,127","465,271","403,037","19,768"
			Payables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,889,350","3,906,662","2,131,654","5,556","5,556","5,567","1,000","1,000",,,,,"26,310",,
				AccountsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,889,350","5,556","5,556","5,556","5,556","5,567","1,000","1,000",,,,,"26,310",,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,901,106","2,126,098",,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,433,323","4,434,586","4,247,660","1,568,557","1,130,666","1,233,332","189,481","201,689","690,127","438,961","403,037","19,768"
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,083,794","957,068","943,664",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"577,554",,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"10,000,000",,,,"11,458,000","45,238,000","100,544,000","230,633,000","150,436,000","80,743,000","90,335,000","149,120,000","139,904,000","153,689,000","134,474,000","189,259,000","156,544,000","140,329,000","313,737,000","279,217,000","184,936,000","95,654,000","5,373,000","330,591,000","166,310,000","135,500,000","16,225,000","286,000,000","238,500,000","156,500,000","123,300,000","121,750,000","122,450,000","56,950,000","174,750,000","105,150,000","18,000,000","119,000,000","60,410,880","60,882,078",,,,"41,574,734",,,"19,750,436",,,,,,,,,,,,"200,000","200,000"
			CurrentDebt,"10,000,000",,,,"11,458,000","45,238,000","100,544,000","230,633,000","150,436,000","80,743,000","90,335,000","149,120,000","139,904,000","153,689,000","134,474,000","189,259,000","156,544,000","140,329,000","313,737,000","279,217,000","184,936,000","95,654,000","5,373,000","330,591,000","166,310,000","135,500,000","16,225,000","286,000,000","238,500,000","156,500,000","123,300,000","121,750,000","122,450,000","56,950,000","174,750,000","105,150,000","18,000,000","119,000,000","60,410,880","60,882,078",,,,"41,574,734",,,"19,750,436",,,,,,,,,,,,"200,000","200,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,410,880","60,882,078",,,,"41,574,734",,,"19,750,436",,,,,,,,,,,,"200,000","200,000"
				LineOfCredit,"10,000,000","0","0","0","11,458,000","45,238,000","100,544,000","230,633,000","150,436,000","80,743,000","90,335,000","149,120,000","139,904,000","153,689,000","134,474,000","189,259,000","156,544,000","140,329,000","313,737,000","279,217,000","184,936,000","95,654,000","5,373,000","330,591,000","166,310,000","135,500,000","16,225,000","286,000,000","238,500,000","156,500,000","123,300,000","121,750,000","122,450,000","56,950,000","174,750,000","105,150,000","18,000,000","119,000,000",,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,222,222","14,490,000","14,490,000",,,,,,,
			CurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","4,222,222","14,490,000","14,490,000",,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,764,089","1,503,084",,"1,238,596",,,,"14,490,000","15,300,428","14,961,774","17,066,336","15,801,589",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,486,544,000","1,513,893,000","1,494,141,000","1,498,582,000","1,503,626,000","1,507,764,000","1,514,403,000","1,520,346,000","1,525,831,000","1,523,624,000","1,530,139,000","1,529,968,000","1,532,843,000","1,525,466,000","1,522,814,000","1,536,709,000","1,540,141,000","1,550,590,000","1,230,480,000","1,230,950,000","1,229,034,000","1,233,456,000","1,231,820,000","1,023,850,000","1,022,984,000","1,030,588,000","993,403,000","708,639,000","729,587,000","720,240,785","683,825,512","699,896,169","662,448,821","663,380,709","405,170,481","357,695,839","365,342,494","358,900,876","340,285,460","250,937,120","259,177,486","236,468,290","265,039,732","65,926,737","93,813,626","68,779,582","11,917,585","3,843,079","2,829,636","0","117,590,055","117,590,055","117,590,055","117,590,055","117,590,055","117,590,055","117,590,055","117,590,055",,
		LongTermDebtAndCapitalLeaseObligation,"1,306,158,000","1,329,474,000","1,329,357,000","1,329,132,000","1,328,907,000","1,328,688,000","1,328,466,000","1,329,079,000","1,328,889,000","1,328,703,000","1,329,533,000","1,329,365,000","1,329,199,000","1,329,036,000","1,328,872,000","1,337,588,000","1,337,502,000","1,346,817,000","1,052,049,000","1,052,628,000","1,060,684,000","1,060,626,000","1,060,575,000","860,785,000","867,885,000","855,932,000","856,039,000","569,090,000","586,006,000","586,878,299","553,396,818","562,544,112","563,641,708","564,748,578","326,910,642","281,143,101","281,753,145","272,689,842","260,410,880","174,000,000","192,864,171","169,905,964","200,550,400","58,749,693","54,998,314","63,413,267","11,917,585","3,843,079","2,314,189",,,,,,,,,,,
			LongTermDebt,"1,306,158,000","1,329,474,000","1,329,357,000","1,329,132,000","1,328,907,000","1,328,688,000","1,328,466,000","1,329,079,000","1,328,889,000","1,328,703,000","1,329,533,000","1,329,365,000","1,329,199,000","1,329,036,000","1,328,872,000","1,337,588,000","1,337,502,000","1,346,817,000","1,052,049,000","1,052,628,000","1,060,684,000","1,060,626,000","1,060,575,000","860,785,000","867,885,000","855,932,000","856,039,000","569,090,000","586,006,000","586,878,299","553,396,818","562,544,112","563,641,708","564,748,578","326,910,642","281,143,101","281,753,145","272,689,842","260,410,880","174,000,000","192,864,171","169,905,964","200,550,400","25,000,000","54,998,314","42,417,100",,,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,,,,,,,"133,590,000","136,889,000","139,999,000","144,757,000","149,528,000","154,059,000","158,907,000","166,146,000","170,079,000","173,911,000","177,212,000","178,984,000","159,815,000","157,861,000","148,986,000","154,958,000","153,140,000","142,815,000","136,174,000","124,861,000","123,186,000","122,785,000","126,059,000","118,358,661","112,237,902","115,023,731","81,908,906","85,283,882","58,436,655","57,485,197","56,773,932","57,371,803","52,334,566",,,,,"33,749,693",,"20,996,167","11,917,585","3,843,079","2,314,189",,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,"6,977,000","6,970,000","7,184,000","7,177,000","7,118,000","7,118,000","7,101,000","7,065,000","7,054,000","6,997,000","6,919,000","6,771,000","6,392,000","6,287,000","6,288,000","5,950,000","5,778,000","5,709,000","5,218,000","5,085,000","4,314,000","4,168,000","4,028,000","3,960,699","3,709,286","3,706,544","3,613,634","3,422,910","3,242,511","3,062,637","2,428,389","2,336,680",,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,"6,977,000","6,970,000","7,184,000","7,177,000","7,118,000","7,118,000","7,101,000","7,065,000","7,054,000","6,997,000","6,919,000","6,771,000","6,392,000","6,287,000","6,288,000","5,950,000","5,778,000","5,709,000","5,218,000","5,085,000","4,314,000","4,168,000","4,028,000","3,960,699","3,709,286","3,706,544","3,613,634","3,422,910","3,242,511","3,062,637","2,428,389","2,336,680",,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","33,674,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"117,590,055","117,590,055",,,,,,,
		OtherNonCurrentLiabilities,"180,386,000","184,419,000","164,784,000","169,450,000","174,719,000","179,076,000","185,937,000","191,267,000","196,942,000","194,921,000","200,606,000","200,603,000","203,644,000","196,430,000","193,942,000","199,121,000","202,639,000","203,773,000","178,431,000","178,322,000","168,350,000","172,830,000","171,245,000","163,065,000","155,099,000","140,982,000","137,364,000","139,549,000","143,581,000","133,362,486","130,428,694","137,352,057","98,807,113","98,632,131","78,259,839","76,552,738","83,589,349","86,211,034","79,874,580","76,937,120","66,313,315","66,562,326","64,489,332","7,177,044","38,815,312","5,366,315",,,"515,447",,,,,,,,,,,
TotalEquityGrossMinorityInterest,"1,378,281,000","1,366,353,000","1,352,880,000","1,329,634,000","1,287,190,000","1,291,159,000","1,277,674,000","1,266,821,000","1,259,347,000","1,291,828,000","1,285,152,000","1,274,594,000","1,293,949,000","1,308,428,000","1,325,583,000","1,309,121,000","1,322,431,000","1,329,641,000","1,286,513,000","1,295,614,000","1,307,626,000","1,315,565,000","1,324,111,000","1,197,022,000","1,167,853,000","1,131,342,000","1,030,362,000","950,896,000","960,423,000","962,782,218","944,600,198","935,869,227","703,724,520","705,410,066","719,416,990","658,070,549","605,230,834","466,542,071","472,104,525","454,255,230","449,631,883","450,489,054","378,579,679","389,278,773","394,308,558","390,523,570","388,964,807","392,547,006","396,785,335","398,194,775","286,047,361","278,116,106","278,854,842","279,074,571","278,824,388","277,970,980","277,506,291","276,416,591","24,269","24,269"
