name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"319,000",,,,,,,,,,,,,,,,
		Inventory,"2,652,000,000","2,681,000,000","3,095,900,000","3,346,800,000","3,703,300,000","3,303,500,000","3,192,600,000","2,024,100,000","1,538,800,000","2,091,400,000","1,644,700,000","1,586,100,000","1,680,500,000","1,522,100,000","2,335,800,000","1,729,600,000","1,699,900,000","1,609,800,000","1,983,200,000","1,604,300,000","1,922,000,000","1,770,500,000","1,762,500,000","1,714,900,000","1,232,100,000","1,038,100,000","1,085,400,000","999,800,000","855,400,000","1,014,200,000","1,589,500,000","1,318,300,000","977,900,000","1,093,100,000","1,862,400,000","1,411,400,000","1,159,100,000","1,088,400,000","1,069,200,000","892,900,000","934,100,000","1,111,700,000","1,389,300,000","994,100,000","800,800,000","1,134,000,000","1,210,000,000","1,025,500,000","990,900,000","711,900,000","1,147,500,000","965,800,000","520,000,000","362,815,000","653,783,000","463,721,000","288,798,000","354,282,000","509,888,000","335,622,000","460,915,000","423,844,000","462,278,000","451,237,000","255,415,000","339,606,000","573,091,000","365,803,000","309,552,000","189,019,000","327,016,000","203,796,000","168,330,000","150,161,000","181,098,000","157,900,000","101,962,000","167,369,000","227,058,000","153,280,000","100,329,000","69,443,000","152,058,000","99,783,000","24,770,000","93,222,000","138,039,000","145,068,000","10,506,000","39,900,000","103,000,000","55,500,000","17,800,000","17,600,000","60,900,000"
			RawMaterials,"2,324,000,000","2,338,000,000","2,727,000,000","2,390,700,000","2,552,300,000","2,660,900,000","2,391,800,000","1,374,200,000","1,339,000,000","1,779,900,000","1,461,500,000","1,376,000,000","1,392,900,000","1,257,400,000","2,137,200,000","1,540,600,000","1,504,200,000","1,448,300,000","1,759,800,000","1,226,900,000","1,447,800,000","1,549,800,000","1,532,100,000","1,352,000,000","896,400,000","890,100,000","927,400,000","779,400,000","636,900,000","718,600,000","1,250,800,000","1,017,500,000","578,600,000","698,000,000","1,414,200,000","1,017,400,000","715,800,000","783,900,000","822,300,000","646,800,000","500,700,000","668,300,000","823,000,000","649,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"525,400,000",,"788,900,000","598,600,000","702,800,000",,"508,100,000","438,800,000",,,,,,,,"325,539,000",,,,,,,"399,351,000","254,012,000","309,025,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"328,000,000","343,000,000","368,900,000","956,100,000","1,151,000,000","642,600,000","800,800,000","649,900,000","199,800,000","311,500,000","183,200,000","210,100,000","287,600,000","264,700,000","198,600,000","189,000,000","195,700,000","161,500,000","223,400,000","377,400,000","474,200,000","220,700,000","230,400,000","362,900,000","335,700,000","148,000,000","158,000,000","220,400,000","218,500,000","295,600,000","338,700,000","300,800,000","399,300,000","395,100,000","448,200,000","394,000,000","443,300,000","304,500,000","246,900,000","246,100,000","433,400,000","443,400,000","566,300,000","344,300,000","275,400,000",,"421,100,000","426,900,000","288,100,000",,"639,400,000","527,000,000",,,,,,,,"10,083,000",,,,"45,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000",,,,,,,,,,,,,,,,,,,,"406,169,000",,,"173,740,000","111,791,000","527,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"412,000,000","399,400,000","557,000,000","539,500,000","436,500,000","411,000,000","556,400,000","535,600,000","403,200,000","358,200,000","631,600,000","567,900,000","421,300,000","311,500,000","609,900,000","446,100,000","353,300,000","312,700,000","372,600,000","387,500,000","417,600,000","468,100,000","457,500,000","429,800,000","377,600,000","410,300,000","402,400,000","522,600,000","481,600,000","576,300,000","384,400,000","405,100,000","330,000,000","325,500,000","381,100,000","425,700,000","355,900,000","380,900,000","390,800,000","434,800,000","452,900,000","353,400,000","350,400,000","407,100,000","391,700,000","372,000,000","290,600,000","423,200,000","296,800,000","165,500,000","118,600,000","144,800,000","103,900,000","314,599,000","161,233,000","263,421,000","153,191,000","80,193,000","167,960,000","173,327,000","135,266,000","129,000,000","171,469,000","169,276,000","107,774,000","120,208,000","105,287,000","109,583,000","89,014,000","80,893,000","72,309,000","37,629,000","55,973,000","30,160,000","30,045,000","25,143,000","22,432,000","48,216,000","46,221,000","34,089,000","44,943,000","50,207,000","68,109,000","79,260,000","21,494,000",,,,,,,,,,
		RestrictedCash,"222,000,000","145,300,000","144,600,000","206,500,000","105,000,000","98,200,000","98,900,000","138,100,000","89,900,000","75,300,000","0","0","8,200,000","65,300,000","248,900,000","283,600,000","113,500,000","65,200,000","66,800,000","35,400,000","44,700,000","354,500,000","277,300,000","372,600,000","136,900,000","15,900,000","46,200,000","46,100,000","28,200,000",,"6,600,000","56,700,000","43,300,000","65,600,000","35,900,000","26,300,000","68,100,000","4,300,000","18,800,000","0","81,800,000","38,500,000","78,600,000","116,200,000","191,600,000","98,700,000","32,500,000","19,100,000","101,700,000","63,600,000","102,800,000","184,400,000","244,500,000","203,789,000","183,221,000",,,"53,144,000","63,910,000","23,359,000","18,990,000","23,667,000","21,155,000","21,655,000","5,907,000","14,952,000","6,893,000","13,027,000","10,358,000",,"1,116,887,000",,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,710,700,000",,,,,,,,,,,,,,,"455,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"443,000,000","236,500,000","694,900,000","552,300,000","323,000,000","228,600,000","132,900,000","209,700,000","365,800,000","127,200,000","166,000,000","195,800,000","126,100,000","154,400,000","236,600,000","165,100,000","78,700,000","153,400,000","180,200,000","70,000,000","40,400,000","541,400,000","241,400,000","281,400,000","234,900,000","258,600,000","241,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,000,000","229,300,000","241,300,000",,,,,,,,,,,,,,,,,"36,562,000","37,221,000",,,,,,,,,,,,,,,"12,143,000","13,162,000","11,849,000","14,891,000","21,000,000","21,100,000","22,200,000","25,000,000","23,200,000","8,300,000"
	TotalNonCurrentAssets,"57,341,000,000","54,256,200,000","54,491,500,000","54,493,900,000","54,399,400,000","54,197,300,000","54,942,900,000","54,828,200,000","54,546,200,000","53,870,300,000","53,101,500,000","52,462,900,000","51,768,900,000","50,909,100,000","50,066,300,000","49,308,800,000","48,691,300,000","47,911,700,000","47,269,500,000","46,528,800,000","45,888,100,000","45,665,800,000","45,516,800,000","45,431,100,000","45,144,800,000","44,639,000,000","43,867,800,000","40,980,600,000","42,069,500,000","41,610,000,000","34,540,000,000","34,099,400,000","33,657,300,000","33,115,300,000","32,354,100,000","31,296,900,000","30,733,100,000","30,091,300,000","29,384,700,000","28,597,700,000","27,795,500,000","28,056,400,000","27,376,000,000","27,039,900,000","26,374,400,000","25,853,700,000","23,829,300,000","23,383,900,000","21,893,900,000","21,904,700,000","16,208,500,000","16,153,600,000","16,144,700,000","15,793,815,000","15,166,115,000","14,850,597,000","14,587,827,000","14,070,122,000","13,630,168,000","13,191,127,000","12,454,903,000","12,067,560,000","11,602,271,000","11,039,746,000","10,814,601,000","10,619,569,000","10,378,774,000","10,186,131,000","10,114,098,000","9,874,738,000","9,654,674,000","4,113,354,000","4,096,611,000","4,115,631,000","3,642,521,000","3,613,880,000","3,617,279,000","3,592,704,000","3,596,939,000","2,311,317,000","2,286,756,000","1,912,418,000","1,884,052,000","1,746,980,000","1,497,948,000","1,370,129,000","1,315,076,000","1,259,623,000","1,218,929,000","1,110,500,000","1,088,700,000","629,400,000","624,300,000","603,300,000","601,000,000"
		NetPPE,"44,033,000,000","42,087,700,000","42,253,800,000","42,233,100,000","42,102,400,000","41,912,800,000","42,360,100,000","42,538,400,000","42,159,100,000","41,603,400,000","40,763,300,000","40,089,100,000","39,347,500,000","38,737,600,000","37,802,900,000","37,054,500,000","36,416,300,000","35,620,400,000","34,979,300,000","34,220,700,000","33,556,100,000","33,292,500,000","33,119,400,000","33,011,500,000","32,673,300,000","32,034,700,000","31,214,100,000","29,783,800,000","30,367,600,000","29,881,600,000","27,963,300,000","27,554,700,000","27,262,500,000","26,946,600,000","26,453,900,000","25,566,100,000","25,222,500,000","24,846,400,000","24,311,500,000","23,760,600,000","22,910,300,000","22,191,600,000","21,388,100,000","20,798,900,000","19,892,900,000","19,332,900,000","18,810,000,000","18,332,000,000","17,735,300,000","17,689,200,000","13,661,600,000","13,582,000,000","13,505,700,000","13,154,774,000","12,693,619,000","12,407,006,000","12,107,790,000","11,587,264,000","11,133,395,000","10,734,130,000","10,210,898,000","9,832,547,000","9,401,669,000","9,018,275,000","8,825,047,000","8,689,024,000","8,415,573,000","8,182,589,000","8,059,247,000","7,831,467,000","7,723,701,000","3,020,819,000","2,951,621,000","2,963,505,000","2,920,641,000","2,840,971,000","2,845,993,000","2,810,839,000","2,823,249,000","1,570,571,000","1,535,196,000","1,306,790,000","1,261,155,000","1,232,792,000","991,216,000","975,322,000","941,836,000","903,832,000","871,251,000","767,100,000","772,200,000","492,800,000","496,800,000","499,800,000","502,800,000"
			GrossPPE,"61,537,000,000","59,170,700,000","58,846,900,000","58,424,600,000","57,908,300,000","57,497,500,000","57,163,200,000","56,943,600,000","56,246,700,000","55,285,000,000","54,021,900,000","52,946,600,000","51,871,600,000","50,897,200,000","49,592,700,000","48,653,900,000","47,677,600,000","46,545,200,000","45,587,600,000","44,515,600,000","43,536,700,000","43,003,300,000","42,557,800,000","42,147,700,000","41,529,100,000","40,611,900,000","39,524,800,000","38,534,700,000","38,842,100,000","38,046,700,000","35,836,300,000","35,149,600,000","34,602,900,000","34,017,600,000","33,255,000,000","32,144,900,000","31,555,100,000","30,955,400,000","30,224,600,000","29,435,200,000","28,359,400,000","27,429,600,000","26,408,100,000","25,744,400,000","24,657,000,000","23,913,400,000","23,195,700,000","22,518,700,000","21,734,900,000","21,509,600,000","16,412,700,000","16,200,200,000","15,993,600,000","15,529,832,000","14,943,052,000","14,540,839,000","14,128,577,000","13,498,213,000","12,935,752,000","12,428,333,000","11,807,319,000","11,334,272,000","10,809,759,000","10,338,845,000","10,059,040,000","9,839,601,000","9,478,318,000","9,166,142,000","8,957,954,000","8,651,993,000","8,366,412,000","3,663,530,000","3,594,332,000","3,606,216,000","3,530,645,000","3,302,547,000","3,283,561,000","3,221,815,000","3,209,261,000","1,908,621,000","1,873,246,000","1,644,840,000","1,555,895,000","1,527,532,000",,"1,270,062,000","1,226,326,000","1,180,674,000","1,140,455,000","1,029,100,000","1,027,500,000","720,800,000","720,400,000","720,300,000","717,200,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,"0",,,,,,,,,,,,,
				LandAndImprovements,"387,000,000","379,100,000","383,000,000","383,000,000","372,100,000","371,900,000","376,700,000","375,900,000","375,900,000","372,300,000","366,100,000","365,100,000","365,100,000","359,500,000","360,000,000","360,300,000","274,300,000","273,100,000","271,100,000","266,800,000","265,100,000","264,600,000","264,600,000","262,800,000","262,700,000","262,700,000","261,300,000","261,200,000","260,900,000","262,600,000","185,000,000","178,100,000","178,000,000","176,600,000","176,100,000","179,000,000","175,500,000","167,200,000","146,100,000","141,700,000","141,300,000","136,100,000","137,300,000","130,100,000","123,400,000","123,400,000","91,700,000","90,500,000","82,900,000",,"59,400,000","59,000,000","58,700,000","54,627,000","50,560,000","50,305,000","49,821,000","48,172,000","45,353,000","41,945,000","40,010,000","40,010,000","39,624,000","38,589,000","38,550,000","38,757,000","30,324,000","30,534,000","30,293,000","29,142,000",,,,"23,447,000","24,040,000","23,772,000","23,825,000","23,817,000","20,313,000",,,"15,517,000",,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"736,521,000","714,338,000","9,086,353,000",,"8,856,217,000",,,,,,,,,,,,"3,144,579,000",,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"54,904,000,000","52,762,600,000","51,916,100,000","51,559,100,000","51,164,800,000","51,110,400,000","50,183,900,000","49,183,400,000","49,061,500,000","48,306,000,000","46,208,900,000","45,650,700,000","45,107,300,000","43,386,700,000","42,935,000,000","42,439,800,000","38,689,100,000","38,113,100,000","36,947,500,000","36,758,500,000","36,353,000,000","36,091,100,000","35,707,600,000","34,683,900,000","34,031,900,000","33,454,700,000","32,638,600,000","33,094,600,000","32,775,300,000","32,445,200,000","31,680,700,000","31,373,800,000","30,899,900,000","29,083,700,000","28,392,600,000","27,965,400,000","27,519,600,000","26,848,800,000","27,785,100,000","27,017,800,000","25,407,300,000","25,147,900,000","22,680,800,000","22,691,200,000","22,364,800,000","22,182,800,000","21,636,300,000","21,195,100,000","20,630,200,000",,"15,550,500,000","15,471,400,000","15,142,900,000","38,771,000","35,865,000","32,981,000","667,855,000","32,627,000","30,558,000","28,964,000","27,608,000","27,008,000","24,806,000","22,245,000","21,197,000","24,939,000","11,129,000","8,434,000","7,422,000","7,240,000",,,,"5,676,000","5,586,000","5,416,000","5,223,000","5,118,000","3,902,000",,,"1,530,479,000",,,,,,,,,,,,,
