name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
			CurrentCapitalLeaseObligation,"47,400,000","52,900,000","53,500,000","52,000,000","52,300,000","53,100,000","49,900,000","41,300,000","42,700,000","45,000,000","54,300,000","50,000,000","47,500,000","7,800,000","7,500,000","7,200,000","11,400,000","9,400,000","7,900,000","6,800,000","6,600,000","6,800,000","6,899,000","2,256,000","4,143,000","4,811,000","5,473,000","5,797,000","5,878,000","6,058,000","5,455,000","4,781,000","4,317,000","4,448,000","4,459,000","2,870,000","3,979,000","5,263,000",,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"707,000,000","501,000,000","584,400,000","655,300,000","723,900,000","466,700,000","531,700,000","617,500,000","668,400,000","440,100,000","460,400,000","559,900,000","602,100,000","383,100,000","433,200,000","513,000,000","586,600,000","384,700,000","390,000,000","449,000,000","501,600,000","330,800,000","355,459,000","431,171,000","486,551,000","356,951,000","366,924,000","436,001,000","359,527,000","252,592,000","254,160,000","309,175,000","343,827,000","226,581,000","244,160,000","287,571,000","314,448,000","200,705,000",,"253,880,000",,"176,842,000",,,"247,064,000",,"155,867,000","182,275,000","214,295,000",,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,166,000",,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"707,000,000","501,000,000","584,400,000","655,300,000","723,900,000","466,700,000","531,700,000","617,500,000","668,400,000","440,100,000","460,400,000","559,900,000","602,100,000","383,100,000","433,200,000","513,000,000","586,600,000","384,700,000","390,000,000","449,000,000","501,600,000","330,800,000","355,459,000","431,171,000","486,551,000","356,951,000","366,924,000","436,001,000","359,527,000","252,592,000","254,160,000","309,175,000","343,827,000","226,581,000","244,160,000","287,571,000","314,448,000","200,705,000",,"253,880,000",,"176,842,000",,,"247,064,000",,"155,867,000","182,275,000","214,295,000",,,,,
		OtherCurrentLiabilities,"20,300,000",,,,,"600,000","12,700,000","12,100,000","109,500,000","129,900,000","81,300,000",,,"12,600,000",,,,,,,,,,,"31,765,000",,,,,,,,,"90,423,000",,,,"79,715,000","219,800,000","253,880,000","288,942,000","250,000",,"214,989,000",,"163,007,000","2,000,000","544,000","544,000","125,520,000","158,812,000","180,850,000","287,190,000","202,120,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,078,500,000","3,122,400,000","3,085,600,000","3,449,500,000","3,416,100,000","3,432,800,000","3,375,400,000","3,341,500,000","3,249,700,000","3,302,600,000","3,251,800,000","3,102,500,000","3,112,200,000","2,505,100,000","2,490,700,000","2,499,700,000","2,504,500,000","2,757,300,000","2,752,500,000","2,695,600,000","2,690,700,000","2,677,200,000","2,653,131,000","2,660,033,000","2,751,803,000","2,764,659,000","2,764,703,000","2,821,288,000","1,363,007,000","1,363,017,000","1,390,376,000","1,390,249,000","1,524,838,000","1,525,683,000","1,490,232,000","1,488,710,000","1,513,401,000","1,519,395,000","1,493,128,000","1,194,402,000","1,334,745,000","1,289,946,000","1,032,805,000","1,040,929,000","903,052,000","610,650,000","594,289,000","676,084,000","732,295,000","731,623,000","1,826,574,000","1,611,934,000","1,452,947,000","1,433,801,000"
		LongTermDebtAndCapitalLeaseObligation,"2,581,400,000","2,597,500,000","2,602,100,000","2,962,100,000","2,969,200,000","2,971,200,000","2,939,100,000","2,936,300,000","2,851,000,000","2,859,700,000","2,880,700,000","2,667,800,000","2,673,800,000","2,050,500,000","2,044,900,000","2,044,200,000","2,041,100,000","2,284,400,000","2,278,800,000","2,276,600,000","2,281,000,000","2,280,200,000","2,279,443,000","2,273,032,000","2,271,879,000","2,293,179,000","2,292,892,000","2,293,864,000","1,100,358,000","1,100,874,000","1,136,205,000","1,135,645,000","1,270,992,000","1,271,439,000","1,271,170,000","1,266,910,000","1,266,467,000","1,266,162,000","1,301,683,000","1,054,395,000","1,099,285,000","1,100,332,000","853,580,000","854,499,000","700,520,000","401,826,000","401,879,000","476,767,000","527,076,000","527,509,000","527,894,000","528,694,000","449,121,000","450,356,000"
			LongTermDebt,"2,341,300,000","2,341,200,000","2,340,900,000","2,689,900,000","2,689,600,000","2,689,300,000","2,689,000,000","2,688,600,000","2,648,600,000","2,648,300,000","2,647,600,000","2,426,700,000","2,425,900,000","2,031,000,000","2,030,100,000","2,029,200,000","2,028,300,000","2,276,800,000","2,275,700,000","2,274,700,000","2,274,200,000","2,273,100,000","2,272,111,000","2,271,059,000","2,269,715,000","2,290,862,000","2,290,552,000","2,290,241,000","1,096,029,000","1,095,848,000","1,130,668,000","1,130,489,000","1,265,309,000","1,265,129,000","1,264,949,000","1,264,769,000","1,264,589,000","1,264,409,000","1,301,683,000","1,054,395,000","1,099,285,000","1,100,332,000","853,580,000","854,499,000","700,520,000","401,826,000","401,879,000","476,767,000","527,076,000","527,509,000","527,894,000","528,694,000","449,121,000","450,356,000"
			LongTermCapitalLeaseObligation,"240,100,000","256,300,000","261,200,000","272,200,000","279,600,000","281,900,000","250,100,000","247,700,000","202,400,000","211,400,000","233,100,000","241,100,000","247,900,000","19,500,000","14,800,000","15,000,000","12,800,000","7,600,000","3,100,000","1,900,000","6,800,000","7,100,000","7,332,000","1,973,000","2,164,000","2,317,000","2,340,000","3,623,000","4,329,000","5,026,000","5,537,000","5,156,000","5,683,000","6,310,000","6,221,000","2,141,000","1,878,000","1,753,000",,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"435,000,000","470,500,000","434,800,000","436,200,000","399,600,000","396,900,000","369,200,000","348,200,000","349,600,000","356,000,000","322,200,000","351,000,000","354,200,000","350,600,000","341,600,000","349,600,000","356,500,000","337,800,000","384,100,000","337,500,000","329,400,000","322,200,000","305,694,000","314,705,000","342,166,000","429,523,000","401,422,000","463,561,000","203,383,000","224,926,000","194,871,000","194,523,000","194,305,000","210,823,000","143,432,000","135,257,000","134,499,000","146,680,000","80,755,000","41,880,000","39,868,000",,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"435,000,000","470,500,000","434,800,000","436,200,000","399,600,000","396,900,000","369,200,000","348,200,000","349,600,000","356,000,000","322,200,000","351,000,000","354,200,000","350,600,000","341,600,000","349,600,000","356,500,000","337,800,000","384,100,000","337,500,000","329,400,000","322,200,000","305,694,000","314,705,000","342,166,000","396,430,000","401,422,000","463,561,000","203,383,000","202,540,000","194,871,000","194,523,000","194,305,000","198,604,000","143,432,000","135,257,000","134,499,000","133,761,000","80,755,000","41,880,000","39,868,000",,,,,,,,,,,,,
		EmployeeBenefits,,,,,,,,,,,,,,,,,,,,,,"14,300,000","13,933,000","14,566,000","14,796,000","14,952,000","15,888,000","15,878,000","16,171,000","16,215,000","16,012,000","16,164,000","15,116,000","15,068,000","30,456,000","34,405,000","37,951,000","41,282,000","27,891,000","35,621,000","115,549,000","127,748,000","99,419,000","106,198,000","112,927,000","118,611,000","113,742,000","118,486,000","124,000,000","127,154,000","159,353,000","159,158,000","158,332,000","157,712,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,,,,,,,,,"14,300,000","13,933,000","14,566,000","14,796,000","14,952,000","15,888,000","15,878,000","16,171,000","16,215,000","16,012,000","16,164,000","15,116,000","15,068,000","30,456,000","34,405,000","37,951,000","41,282,000","27,891,000","35,621,000","115,549,000","127,748,000","99,419,000","106,198,000","112,927,000","118,611,000","113,742,000","118,486,000","124,000,000","127,154,000","159,353,000","159,158,000","158,332,000","157,712,000"
		RestrictedCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,062,069,000","842,117,000","758,436,000","749,539,000"
		LiabilitiesHeldforSaleNonCurrent,"14,600,000",,,,,"0","0","0","0","38,100,000",,,,,,,,,,,,"0",,"0","69,660,000",,,,,"0","0","0","0","4,529,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"47,500,000","54,400,000","48,700,000","51,200,000","47,300,000","64,700,000","67,100,000","57,000,000","49,100,000","48,800,000","48,900,000","83,700,000","84,200,000","104,000,000","104,200,000","105,900,000","106,900,000","135,100,000","89,600,000","81,500,000","80,300,000","60,500,000","54,061,000","57,730,000","53,302,000","27,005,000","54,501,000","47,985,000","43,095,000","21,002,000","43,288,000","43,917,000","44,425,000","23,824,000","45,174,000","52,138,000","74,484,000","65,271,000","82,799,000","62,506,000","80,043,000","61,866,000","79,806,000","80,232,000","89,605,000","90,213,000","78,668,000","80,831,000","81,219,000","76,960,000","77,258,000","81,965,000","87,058,000","76,194,000"
TotalEquityGrossMinorityInterest,"2,675,900,000","2,842,500,000","2,733,800,000","2,770,200,000","2,771,500,000","2,698,200,000","2,421,300,000","2,176,100,000","2,080,500,000","2,260,800,000","2,063,700,000","2,210,700,000","2,170,500,000","2,070,600,000","2,141,200,000","2,073,600,000","2,184,300,000","1,925,400,000","1,672,600,000","1,465,900,000","1,385,600,000","1,332,400,000","1,475,430,000","1,449,864,000","1,290,465,000","1,372,011,000","1,313,636,000","1,244,322,000","331,722,000","211,043,000","725,984,000","676,285,000","599,526,000","547,589,000","483,002,000","365,505,000","352,524,000","255,591,000","142,048,000","46,682,000","-10,258,000","-98,490,000","-158,873,000","-144,440,000","-109,091,000","-114,442,000","62,144,000","53,575,000","28,252,000","-34,949,000","-1,198,517,000","-1,028,489,000","-991,109,000","-1,009,823,000"
	StockholdersEquity,"2,658,600,000","2,816,500,000","2,714,400,000","2,753,500,000","2,756,300,000","2,698,200,000","2,421,300,000","2,176,100,000","2,080,500,000","2,260,800,000","2,063,700,000","2,210,700,000","2,170,500,000","2,070,600,000","2,141,200,000","2,073,600,000","2,184,300,000","1,925,400,000","1,672,600,000","1,465,900,000","1,385,600,000","1,332,400,000","1,475,430,000","1,449,864,000","1,290,465,000","1,372,011,000","1,313,636,000","1,244,322,000","331,722,000","211,043,000","725,984,000","676,285,000","599,526,000","547,589,000","483,002,000","365,505,000","352,524,000","255,591,000","142,048,000","46,682,000","-10,258,000","-98,490,000","-158,873,000","-144,440,000","-109,091,000","-114,442,000","62,144,000","53,575,000","28,252,000","-34,949,000","-1,198,517,000","-1,028,489,000","-991,109,000","-1,009,823,000"
		CapitalStock,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","136,000","135,000","132,000","132,000","130,000","130,000","100,000","100,000","100,000","100,000"
			CommonStock,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","137,000","136,000","135,000","132,000","132,000","130,000","130,000","100,000","100,000","100,000","100,000"
		AdditionalPaidInCapital,"2,632,500,000","2,608,700,000","2,567,400,000","2,534,900,000","2,515,300,000","2,490,900,000","2,464,600,000","2,432,800,000","2,404,600,000","2,369,100,000","2,357,300,000","2,336,900,000","2,301,900,000","2,283,000,000","2,265,300,000","2,235,000,000","2,201,900,000","2,180,100,000","2,165,800,000","2,153,800,000","2,134,100,000","2,121,600,000","2,100,989,000","2,071,497,000","2,038,747,000","2,023,390,000","1,999,779,000","1,971,270,000","1,190,490,000","1,171,196,000","1,256,541,000","1,240,862,000","1,224,122,000","1,202,106,000","1,156,175,000","1,116,948,000","1,077,758,000","1,044,746,000","991,739,000","963,052,000","917,884,000","874,808,000","837,473,000","807,855,000","766,528,000","754,708,000","705,698,000","690,635,000","659,392,000","652,573,000",,,,
		RetainedEarnings,"5,696,900,000","5,240,400,000","5,145,700,000","4,991,000,000","4,884,100,000","4,762,200,000","4,630,400,000","4,488,800,000","4,353,400,000","4,228,400,000","4,136,600,000","4,145,300,000","4,036,000,000","3,942,600,000","3,796,400,000","3,630,400,000","3,476,900,000","3,308,000,000","3,103,400,000","2,982,700,000","2,861,700,000","2,752,900,000","2,643,678,000","2,516,101,000","2,254,365,000","2,161,726,000","2,047,969,000","1,916,155,000","1,752,835,000","1,654,149,000","1,556,779,000","1,457,764,000","1,369,665,000","1,254,107,000","1,166,884,000","1,070,443,000","986,238,000","905,727,000","807,428,000","724,517,000","651,186,000","576,585,000","496,267,000","425,280,000","359,703,000","293,827,000","227,934,000","165,054,000","106,650,000","51,275,000","-439,062,000","-265,465,000","-225,875,000","-243,495,000"
		TreasuryStock,"5,205,900,000","4,638,100,000","4,570,200,000","4,423,600,000","4,277,000,000","4,179,300,000","4,132,900,000","4,088,400,000","4,018,900,000","3,849,900,000","3,751,900,000","3,679,400,000","3,635,200,000","3,563,200,000","3,411,000,000","3,317,700,000","3,185,300,000","3,150,500,000","3,153,400,000","3,144,300,000","2,993,400,000","2,891,400,000","2,750,440,000","2,680,728,000","2,686,007,000","2,571,190,000","2,554,832,000","2,559,263,000","2,531,547,000","2,533,764,000","2,044,415,000","1,979,871,000","1,951,306,000","1,864,967,000","1,753,231,000","1,733,283,000","1,622,240,000","1,605,376,000","1,579,859,000","1,563,079,000","1,501,414,000","1,471,042,000","1,438,315,000","1,323,368,000","1,179,704,000","1,106,321,000","819,564,000","748,895,000","683,994,000","683,994,000","683,994,000","683,994,000","683,994,000","683,994,000"
		GainsLossesNotAffectingRetainedEarnings,"-465,000,000","-394,600,000","-428,600,000","-348,900,000","-366,200,000","-375,700,000","-540,900,000","-657,200,000","-658,700,000","-486,900,000","-678,400,000","-592,200,000","-532,300,000","-591,900,000","-509,600,000","-474,200,000","-309,300,000","-412,300,000","-443,300,000","-526,400,000","-616,900,000","-650,800,000","-518,934,000","-457,143,000","-316,777,000","-242,052,000","-179,417,000","-83,873,000","-80,058,000","-80,514,000","-42,861,000","-42,377,000","-42,822,000","-43,488,000","-86,592,000","-88,338,000","-88,927,000","-89,160,000","-76,853,000","-77,354,000","-77,403,000","-78,287,000","-53,656,000","-53,508,000","-54,837,000","-55,803,000","-50,952,000","-52,184,000","-52,685,000","-53,628,000","-75,561,000","-79,130,000","-81,340,000","-82,434,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-104,000","-135,000","-161,000","-197,000","-230,000","-270,000","-306,000","-371,000","-402,000","-442,000","-483,000","-544,000","-591,000","-648,000","-691,000","-779,000","-836,000","-917,000","-988,000","-1,104,000","-1,167,000","-1,241,000","-1,305,000",,,,
	MinorityInterest,"17,300,000","26,000,000","19,400,000","16,700,000","15,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"4,999,900,000","5,157,700,000","5,055,300,000","5,443,400,000","5,445,900,000","5,387,500,000","5,110,300,000","4,864,700,000","4,729,100,000","4,909,100,000","4,711,300,000","4,637,400,000","4,596,400,000","4,101,600,000","4,171,300,000","4,102,800,000","4,212,600,000","4,202,200,000","3,948,300,000","3,740,600,000","3,659,800,000","3,605,500,000","3,747,541,000","3,720,923,000","3,560,180,000","3,662,873,000","3,604,188,000","3,534,563,000","1,427,751,000","1,306,891,000","1,856,652,000","1,806,774,000","1,864,835,000","1,812,718,000","1,747,951,000","1,630,274,000","1,617,113,000","1,520,000,000","1,443,731,000","1,101,077,000","1,089,027,000","1,001,842,000","694,707,000","710,059,000","591,429,000","287,384,000","464,023,000","530,342,000","555,328,000","492,560,000","-670,623,000","-499,795,000","-541,988,000","-559,467,000"
CommonStockEquity,"2,658,600,000","2,816,500,000","2,714,400,000","2,753,500,000","2,756,300,000","2,698,200,000","2,421,300,000","2,176,100,000","2,080,500,000","2,260,800,000","2,063,700,000","2,210,700,000","2,170,500,000","2,070,600,000","2,141,200,000","2,073,600,000","2,184,300,000","1,925,400,000","1,672,600,000","1,465,900,000","1,385,600,000","1,332,400,000","1,475,430,000","1,449,864,000","1,290,465,000","1,372,011,000","1,313,636,000","1,244,322,000","331,722,000","211,043,000","725,984,000","676,285,000","599,526,000","547,589,000","483,002,000","365,505,000","352,524,000","255,591,000","142,048,000","46,682,000","-10,258,000","-98,490,000","-158,873,000","-144,440,000","-109,091,000","-114,442,000","62,144,000","53,575,000","28,252,000","-34,949,000","-1,198,517,000","-1,028,489,000","-991,109,000","-1,009,823,000"
CapitalLeaseObligations,"287,500,000","309,200,000","314,700,000","324,200,000","331,900,000","335,000,000","300,000,000","289,000,000","245,100,000","256,400,000","287,400,000","291,100,000","295,400,000","27,300,000","22,300,000","22,200,000","24,200,000","17,000,000","11,000,000","8,700,000","13,400,000","13,900,000","14,231,000","4,229,000","6,307,000","7,128,000","7,813,000","9,420,000","10,207,000","11,084,000","10,992,000","9,937,000","10,000,000","10,758,000","10,680,000","5,011,000","5,857,000","7,016,000",,,,,,,,,,,,,,,,
NetTangibleAssets,"-2,579,100,000","-2,740,600,000","-2,680,400,000","-2,734,400,000","-2,735,000,000","-2,794,700,000","-2,819,900,000","-2,832,300,000","-2,968,700,000","-3,002,400,000","-2,444,500,000","-2,383,900,000","-2,510,200,000","-2,518,700,000","-2,453,100,000","-2,588,600,000","-2,626,500,000","-2,788,600,000","-2,772,400,000","-2,319,900,000","-2,294,900,000","-2,256,500,000","-2,225,837,000","-2,284,339,000","-2,604,919,000","-3,139,560,000","-3,221,415,000","-3,468,885,000","-1,267,757,000","-1,402,579,000","-864,950,000","-928,836,000","-1,019,816,000","-1,081,710,000","-1,239,025,000","-1,370,298,000","-1,399,465,000","-1,512,803,000","-1,608,359,000","-1,251,635,000","-1,319,298,000","-1,034,858,000","-1,103,967,000","-1,098,331,000","-933,533,000","-947,339,000","-535,209,000","-548,649,000","-573,279,000","-634,304,000","-1,806,100,000","-1,635,255,000","-1,606,123,000","-1,569,908,000"
WorkingCapital,"-1,285,200,000","-940,600,000","-909,000,000","-575,200,000","-581,300,000","-636,600,000","-623,200,000","-611,600,000","-783,900,000","-746,900,000","-142,600,000","-210,500,000","-323,500,000","-680,100,000","-625,500,000","-841,200,000","-849,500,000","-740,000,000","-658,400,000","-214,400,000","-158,600,000","-120,700,000","-92,189,000","-118,249,000","-830,096,000","-874,688,000","-922,996,000","-1,100,066,000","-255,777,000","-386,787,000","144,312,000","95,820,000","163,564,000","43,666,000","4,692,000","-91,527,000","-97,879,000","-194,791,000","-306,920,000","-214,764,000","-147,716,000","104,004,000","-234,237,000","-216,123,000","-180,772,000","-480,447,000","-107,206,000","-38,119,000","-9,283,000","-74,934,000","-170,556,000","-213,395,000","-354,318,000","-335,972,000"
InvestedCapital,"6,284,700,000","6,117,300,000","5,809,700,000","5,833,400,000","5,895,900,000","5,887,400,000","5,560,000,000","5,314,300,000","5,169,100,000","5,404,100,000","4,721,300,000","4,707,400,000","4,766,400,000","4,766,600,000","4,706,100,000","4,832,500,000","4,942,100,000","4,917,200,000","4,543,300,000","3,860,600,000","3,659,800,000","3,705,500,000","3,747,541,000","3,720,923,000","4,265,180,000","4,532,873,000","4,504,188,000","4,554,563,000","1,627,751,000","1,636,891,000","1,991,652,000","1,941,774,000","1,864,835,000","1,812,718,000","1,782,951,000","1,765,274,000","1,797,113,000","1,710,000,000","1,709,525,000","1,302,860,000","1,219,505,000","1,007,396,000","860,377,000","880,722,000","721,426,000","725,101,000","592,348,000","584,277,000","560,051,000","559,220,000","-539,095,000","-339,423,000","-352,022,000","-340,069,000"
TangibleBookValue,"-2,579,100,000","-2,740,600,000","-2,680,400,000","-2,734,400,000","-2,735,000,000","-2,794,700,000","-2,819,900,000","-2,832,300,000","-2,968,700,000","-3,002,400,000","-2,444,500,000","-2,383,900,000","-2,510,200,000","-2,518,700,000","-2,453,100,000","-2,588,600,000","-2,626,500,000","-2,788,600,000","-2,772,400,000","-2,319,900,000","-2,294,900,000","-2,256,500,000","-2,225,837,000","-2,284,339,000","-2,604,919,000","-3,139,560,000","-3,221,415,000","-3,468,885,000","-1,267,757,000","-1,402,579,000","-864,950,000","-928,836,000","-1,019,816,000","-1,081,710,000","-1,239,025,000","-1,370,298,000","-1,399,465,000","-1,512,803,000","-1,608,359,000","-1,251,635,000","-1,319,298,000","-1,034,858,000","-1,103,967,000","-1,098,331,000","-933,533,000","-947,339,000","-535,209,000","-548,649,000","-573,279,000","-634,304,000","-1,806,100,000","-1,635,255,000","-1,606,123,000","-1,569,908,000"
TotalDebt,"3,913,600,000","3,610,000,000","3,410,000,000","3,404,100,000","3,471,500,000","3,524,200,000","3,438,700,000","3,427,200,000","3,333,700,000","3,399,700,000","2,945,000,000","2,787,800,000","2,891,300,000","2,723,300,000","2,587,200,000","2,781,100,000","2,782,000,000","3,008,800,000","2,881,700,000","2,403,400,000","2,287,600,000","2,387,000,000","2,286,342,000","2,275,288,000","2,981,022,000","3,167,990,000","3,198,365,000","3,319,661,000","1,306,236,000","1,436,932,000","1,276,660,000","1,275,426,000","1,275,309,000","1,275,887,000","1,310,629,000","1,404,780,000","1,450,446,000","1,461,425,000","1,567,477,000","1,256,178,000","1,229,763,000","1,105,886,000","1,019,250,000","1,025,162,000","830,517,000","839,543,000","530,204,000","530,702,000","531,799,000","594,169,000","659,422,000","689,066,000","639,087,000","669,754,000"
NetDebt,"3,228,200,000","3,020,500,000","2,793,200,000","2,803,600,000","2,748,700,000","2,970,400,000","2,916,900,000","2,828,800,000","2,884,200,000","2,958,700,000","2,345,800,000","2,343,400,000","2,416,400,000","2,556,500,000","2,417,300,000","2,626,900,000","2,608,000,000","2,849,500,000","2,728,700,000","2,254,000,000","2,119,200,000","2,238,000,000","2,107,324,000","2,074,657,000","2,842,897,000","3,022,514,000","3,021,727,000","3,164,750,000","1,143,182,000","1,386,489,000","833,178,000","846,041,000","837,933,000","1,099,328,000","1,119,746,000","1,227,182,000","1,177,231,000","1,364,590,000","1,469,707,000","1,158,980,000","1,114,833,000","914,283,000","966,404,000","973,192,000","729,279,000","784,569,000","422,949,000","423,875,000","400,807,000","522,642,000","598,862,000","643,104,000","594,081,000","636,569,000"
ShareIssued,"544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","544,003,038","365,109,370","365,109,370","165,192,984","177,175,946","182,286,410","538,934,836","537,091,450","537,091,450","180,059,800","180,059,800","180,059,800","180,059,800"
OrdinarySharesNumber,"158,869,156","161,651,639","161,415,070","161,926,319","162,466,592","162,817,526","162,751,449","162,520,246","162,498,132","163,161,564","163,651,530","163,874,781","163,652,594","163,970,410","164,810,578","164,724,043","165,099,769","164,878,930","164,516,754","164,521,185","165,891,699","166,915,772","168,340,643","168,719,149","167,980,063","169,424,981","169,104,003","168,453,749","158,251,221","157,913,227","165,562,900","166,364,452","166,531,114","167,457,927","168,220,591","167,629,024","168,433,622","167,727,073","166,259,163","165,721,412","165,550,091","164,285,227","163,392,599","165,396,474","155,838,200","170,064,744","177,642,004","179,723,830","180,053,550","180,053,550","180,059,800","180,059,800","180,059,800","180,059,800"
TreasurySharesNumber,"385,133,882","382,351,399","382,587,968","382,076,719","381,536,446","381,185,512","381,251,589","381,482,792","381,504,906","380,841,474","380,351,508","380,128,257","380,350,444","380,032,628","379,192,460","379,278,995","378,903,269","379,124,108","379,486,284","379,481,853","378,111,339","377,087,266","375,662,395","375,283,889","376,022,975","374,578,057","374,899,035","375,549,289","385,751,817","386,089,811","378,440,138","377,638,586","377,471,924","376,545,111","375,782,447","376,374,014","375,569,416","376,275,965","377,743,875","378,281,626","378,452,947","379,717,811","380,610,439","378,606,564","188,248,452","372,107,352","361,682,306","359,211,006","357,037,900","357,037,900",,,,
