name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015
	DepreciationAmortizationDepletionIncomeStatement,"10,749,922","2,933,264","2,553,738","2,806,720","2,456,200","2,311,976","1,934,686","2,010,477","1,963,209","1,783,331","2,044,590","4,120,022","3,717,694","3,691,835","3,911,547","2,077,871","997,619","1,089,028","1,309,436","791,883","655,914","596,693","386,415","501,082","432,184","317,460","246,499","189,331","21,973"
		DepreciationAndAmortizationInIncomeStatement,"10,749,922","2,933,264","2,553,738","2,806,720","2,456,200","2,311,976","1,934,686","2,010,477","1,963,209","1,783,331","2,044,590","4,120,022","3,717,694","3,691,835","3,911,547","2,077,871","997,619","1,089,028","1,309,436","791,883","655,914","596,693","386,415","501,082","432,184","317,460","246,499","189,331","21,973"
			DepreciationIncomeStatement,"6,172,293","1,740,071","1,512,575","1,668,984","1,250,663","1,146,804","960,324","978,672","934,194","831,510","934,353","463,410","861,122","843,283","934,838","469,163","306,714","328,693","212,430","274,707","233,241","223,467","83,979","245,787","225,370","182,968","146,525","154,427","6,415"
			Amortization,"4,577,629","1,193,193","1,041,163","1,137,736","1,205,537","1,165,172","974,362","1,031,805","1,029,015","951,821","1,110,237","3,656,612","2,856,572","2,848,552","2,976,709","1,608,708","690,905","760,335","1,097,006","517,176","422,673","373,226","302,436","255,295","206,814","134,492","99,974","34,904","15,558"
				AmortizationOfIntangiblesIncomeStatement,"4,577,629","1,193,193","1,041,163","1,137,736","1,205,537","1,165,172","974,362","1,031,805","1,029,015","951,821","1,110,237","3,656,612","2,856,572","2,848,552","2,976,709","1,608,708","690,905","760,335","1,097,006","517,176","422,673","373,226","302,436","255,295","206,814","134,492","99,974","34,904","15,558"
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,"32,023","14,515",,"105,235","38,257","3,680","0","0","0","1,277","27,405","9,511","0","0"
	OtherOperatingExpenses,"152,201","49,932","37,643","32,179","32,447","32,091","34,740","36,462","34,740","34,762","35,906","33,154","33,154","32,778","43,208","3,436","2,939","3,056",,,,,,,,,,,
OperatingIncome,"-24,641,686","-2,503,939","-18,367,614","-2,699,520","-1,070,613","-1,390,028","-1,099,114","-595,150","-682,230","-1,076,356","-363,352","-3,713,572","-3,086,608","-4,724,793","-3,957,874","-2,873,033","-2,407,319","-2,742,391","-2,618,606","-1,387,485","-1,157,199","-1,099,895","-643,582","-784,524","-655,894","-766,530","-408,468","-450,000","-176,178"
NetNonOperatingInterestIncomeExpense,"-345,755","-301,649","-222,627","-208,722","-214,409","366,326","536,358","-108,071","76,501","315,064","570,452","1,160,134","605,750","559,442","401,459","459,821","647,959","442,183","93,411","-1,832","-1,970","-2,085","-5,558","-182","-316","-1,742","-2,763","-3,442","-8,009"
	InterestIncomeNonOperating,,,"30,877","24,839","19,250","601,652","777,555","104,125","270,521","509,479","766,604","1,266,731","605,750","559,442","401,459","459,821","648,223","443,723",,,,,,,,,,,
	InterestExpenseNonOperating,"1,022,373","301,649","253,504","233,561","233,659","235,326","241,197","212,196","194,020","194,415","196,152","106,597","0","0","0","0","264","1,540","2,368","1,832","1,970","2,085","5,558","182","316","1,742","2,763","3,442","8,009"
OtherIncomeExpense,"12,572,853","25,854,498","8,168,306","-33,606,306","12,758,007","109,660,988","18,885,295","4,169,392","4,041,180","-23,966,405","3,830,298","3,221,043","384,068","75,873","34,337","488,738","156,630","190,659","35,721","-122,639","-208,647","-8,231","-253,407","-6,623","16,549","-71,566","59,887","4,151","4,642"
	GainOnSaleOfSecurity,"-9,379,067","4,497,858","8,283,880","-33,904,031","12,344,878","109,616,441","16,265,323","2,952,039","3,626,599","-24,328,454","3,943,321","3,137,006","431,083","44,277","185,335","403,366","151,573","-93,003","31,176","32,880","38,410","29,725",,,,,,,
	EarningsFromEquityInterest,"-2,936,679","-3,675,303","-56,567","359,203","435,988","140,297","2,781,008","1,342,826","597,660","465,665","156,033","159,564","69,016","94,753","-2,469","117,395","101,429","283,662","10,014","48,513","23,464","-8,231","5,697","-6,623","17,826","-44,161","-8,752","4,151","4,642"
	SpecialIncomeCharges,"-89,141","54,203","-59,007","-61,478","-22,859","-95,750","-161,036","-125,473","-183,079","-103,616","-269,056","-75,527","-116,031","-63,157","-148,529","-32,023","-96,372",,"-106,484","-171,152","-232,111","0","-259,104","0","-1,277","-27,405","-9,511","0","0"
		WriteOff,,,,,,"60,183","51,166","104,722","133,064","84,697","73,459","72,767","72,777","80,878","79,737","32,023","14,515",,"105,235","38,257","3,680","0","0","0","1,277","27,405","9,511","0","0"
		GainOnSaleOfPPE,"-89,141","54,203","-59,007","-61,478","-22,859","-35,567","-109,870","-20,751","-50,015","-18,919","-195,597","-2,760","-43,254","17,721","-68,792","0","-81,857",,"-1,249","-132,895","-228,431",,,,,,,,
	OtherNonOperatingIncomeExpenses,,"24,977,740",,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-12,414,588","23,048,910","-10,421,935","-36,514,548","11,472,985","108,637,286","18,322,539","3,466,171","3,435,451","-24,727,697","4,037,398","667,605","-2,096,790","-4,089,478","-3,522,078","-1,924,474","-1,602,730","-2,109,549","-2,489,474","-1,511,956","-1,367,816","-1,110,211","-902,547","-791,329","-639,661","-839,838","-351,344","-449,291","-179,545"
TaxProvision,"3,856,893","6,680,139","3,462,981","-7,735,913","1,449,686","20,517,226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NetIncomeCommonStockholders,"-15,386,857","16,302,593","-14,050,919","-26,276,094","8,637,563","84,437,627","18,324,042","3,463,671","3,402,308","-24,734,238","4,070,812","634,999","-2,114,348","-4,078,386","-3,515,417","-1,931,041","-1,598,097","-2,069,382","-2,477,927","-1,511,956","-1,367,816","-1,110,211","-902,547","-791,329","-639,661","-839,838","-351,344","-449,291","-179,545"
	NetIncome,"-15,386,857","16,302,593","-14,050,919","-26,276,094","8,637,563","84,437,627","18,324,042","3,463,671","3,402,308","-24,734,238","4,070,812","634,999","-2,114,348","-4,078,386","-3,515,417","-1,931,041","-1,598,097","-2,069,382","-2,477,927","-1,511,956","-1,367,816","-1,110,211","-902,547","-791,329","-639,661","-839,838","-351,344","-449,291","-179,545"
		NetIncomeIncludingNoncontrollingInterests,"-16,271,481","16,368,771","-13,884,916","-28,778,635","10,023,299","88,120,060","18,322,539","3,466,171","3,435,451","-24,727,697","4,037,398","667,605","-2,096,790","-4,089,478","-3,522,078","-1,924,474","-1,602,730","-2,109,549","-2,489,474","-1,511,956","-1,367,816","-1,110,211","-902,547","-791,329","-639,661","-839,838","-351,344","-449,291","-179,545"
			NetIncomeContinuousOperations,"-16,271,481","16,368,771","-13,884,916","-28,778,635","10,023,299","88,120,060","18,322,539","3,466,171","3,435,451","-24,727,697","4,037,398","667,605","-2,096,790","-4,089,478","-3,522,078","-1,924,474","-1,602,730","-2,109,549","-2,489,474","-1,511,956","-1,367,816","-1,110,211","-902,547","-791,329","-639,661","-839,838","-351,344","-449,291","-179,545"
		MinorityInterests,"884,624","-66,178","-166,003","2,502,541","-1,385,736","-3,682,433","1,503","-2,500","-33,143","-6,541","33,414","-32,606","-17,558","11,092","6,661","-6,567","4,633","40,167",,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-15,386,857","16,302,593","-14,050,919","-26,276,094","8,637,563","84,437,627","18,324,042","3,463,671","3,402,308","-24,734,238","4,070,812","634,999","-2,114,348","-4,078,386","-3,515,417","-1,931,041","-1,598,097","-2,069,382","-2,477,927","-1,511,956","-1,367,816","-1,110,211","-902,547","-791,329","-639,661","-839,838","-351,344","-449,291","-179,545"
BasicEPS,,"0.55",,"-0.89","0.29","3.09",,"0.13","0.14","-1.05",,"0.03","-0.09","-0.18",,"-0.09","-0.08","-0.13",,"-0.11","-0.18","-0.16",,"-0.11","-0.606","-0.796",,"-0.426","-0.17"
DilutedEPS,,"0.55",,"-0.89","0.29","3.09",,"0.13","0.14","-1.05",,"0.03","-0.09","-0.18",,"-0.09","-0.08","-0.13",,"-0.11","-0.18","-0.16",,"-0.11","-0.606","-0.796",,"-0.426","-0.17"
BasicAverageShares,,"29,698,361",,"29,576,115","29,421,500","27,299,946",,"27,231,115","24,672,411","23,510,660",,"22,798,738","22,452,540","22,186,219",,"22,029,790","19,165,153","15,399,625",,"14,293,871","7,594,585","6,897,375",,"6,896,923","1,055,560","1,055,560",,"1,055,560","1,055,560"
DilutedAverageShares,,"29,765,082",,"29,576,115","29,492,765","27,299,946",,"27,231,115","24,672,411","23,510,660",,"22,798,738","22,452,540","22,186,219",,"22,029,790","19,165,153","15,399,625",,"14,293,871","7,594,585","6,897,375",,"6,896,923","1,055,560","1,055,560",,"1,055,560","1,055,560"
TotalOperatingIncomeAsReported,"-24,730,827","-2,449,736","-18,426,621","-2,760,998","-1,093,472","-1,485,778","-1,260,150","-720,623","-865,309","-1,179,972","-632,408","-3,789,099","-3,202,639","-4,787,950","-4,106,403","-2,905,056","-2,503,691","-2,742,391","-2,725,090","-1,558,637","-1,389,310","-1,099,895","-902,686","-784,524","-657,171","-793,935","-417,979","-450,000","-176,178"
TotalExpenses,"84,701,425","18,796,886","33,456,378","17,197,667","15,250,494","14,595,047","12,332,997","12,201,986","12,174,794","12,486,536","11,679,396","14,536,380","13,226,169","13,835,518","12,773,046","8,266,551","5,397,078","5,565,335","5,383,160","3,772,466","3,152,082","2,969,822","1,937,039","1,826,761","1,650,173","1,280,074","772,519","799,161","176,178"
NetIncomeFromContinuingAndDiscontinuedOperation,"-15,386,857","16,302,593","-14,050,919","-26,276,094","8,637,563","84,437,627","18,324,042","3,463,671","3,402,308","-24,734,238","4,070,812","634,999","-2,114,348","-4,078,386","-3,515,417","-1,931,041","-1,598,097","-2,069,382","-2,477,927","-1,511,956","-1,367,816","-1,110,211","-902,547","-791,329","-639,661","-839,838","-351,344","-449,291","-179,545"
NormalizedIncome,"-9,705,932.2","13,069,830.84","-20,055,076.29","493,537.274","-2,127,489.052","-4,398,998.228","2,219,755","637,105","-41,212","-302,168","396,547","-2,426,480","-2,429,400","-4,059,506","-3,552,223","-2,302,384","-1,653,298","-1,976,379","-2,503,634","-1,340,804","-1,135,705","-1,110,211","-643,443","-791,329","-638,384","-812,433","-419,983","-449,291","-179,545"
InterestIncome,,,"30,877","24,839","19,250","601,652","777,555","104,125","270,521","509,479","766,604","1,266,731","605,750","559,442","401,459","459,821","648,223","443,723",,,,,,,,,,,
InterestExpense,"1,022,373","301,649","253,504","233,561","233,659","235,326","241,197","212,196","194,020","194,415","196,152","106,597","0","0","0","0","264","1,540","2,368","1,832","1,970","2,085","5,558","182","316","1,742","2,763","3,442","8,009"
NetInterestIncome,"-345,755","-301,649","-222,627","-208,722","-214,409","366,326","536,358","-108,071","76,501","315,064","570,452","1,160,134","605,750","559,442","401,459","459,821","647,959","442,183","93,411","-1,832","-1,970","-2,085","-5,558","-182","-316","-1,742","-2,763","-3,442","-8,009"
EBIT,"-11,392,215","23,350,559","-10,168,431","-36,280,987","11,706,644","108,872,612","18,563,736","3,678,367","3,629,471","-24,533,282","4,233,550","774,202","-2,096,790","-4,089,478","-3,522,078","-1,924,474","-1,602,466","-2,108,009","-2,487,106","-1,510,124","-1,365,846","-1,108,126","-896,989","-791,147","-639,345","-838,096","-348,581","-445,849","-171,536"
EBITDA,"4,080,630"
ReconciledCostOfRevenue,"14,740,036","4,310,642","3,109,851","3,694,361","3,625,182","3,599,416","3,260,350","3,640,635","4,001,396","3,492,698","3,553,034","3,941,787","3,278,293","3,082,066","3,423,268","2,075,582","1,104,520","932,642","1,120,964","944,248","687,304","677,679","391,699","379,913","303,526","190,735","62,605","166,902","0"
ReconciledDepreciation,"15,472,845","4,241,660","3,723,335","3,876,268","3,631,582","3,459,730","2,964,425","3,038,066","2,982,319","2,820,472","3,026,931","5,061,235","4,635,274","4,606,888","3,954,755","2,081,307","1,000,558","1,092,084","1,309,436","791,883","655,914","596,693","386,415","501,082","432,184","317,460","246,499","189,331","21,973"
NetIncomeFromContinuingOperationNetMinorityInterest,"-15,386,857","16,302,593","-14,050,919","-26,276,094","8,637,563","84,437,627","18,324,042","3,463,671","3,402,308","-24,734,238","4,070,812","634,999","-2,114,348","-4,078,386","-3,515,417","-1,931,041","-1,598,097","-2,069,382","-2,477,927","-1,511,956","-1,367,816","-1,110,211","-902,547","-791,329","-639,661","-839,838","-351,344","-449,291","-179,545"
TotalUnusualItemsExcludingGoodwill,"-9,468,208","4,552,061","8,224,873","-33,965,509","12,322,019","109,520,691","16,104,287","2,826,566","3,443,520","-24,432,070","3,674,265","3,061,479","315,052","-18,880","36,806","371,343","55,201","-93,003","25,707","-171,152","-232,111","0","-259,104","0","-1,277","-27,405","68,639","0","0"
TotalUnusualItems,"-9,468,208","4,552,061","8,224,873","-33,965,509","12,322,019","109,520,691","16,104,287","2,826,566","3,443,520","-24,432,070","3,674,265","3,061,479","315,052","-18,880","36,806","371,343","55,201","-93,003","25,707","-171,152","-232,111","0","-259,104","0","-1,277","-27,405","68,639","0","0"
NormalizedEBITDA,"13,548,838","23,040,158","-14,669,969","1,560,790","3,016,207","2,811,651","5,423,874","3,889,867","3,168,270","2,719,260","3,586,216","2,773,958","2,223,432","536,290","395,871","-214,510","-657,109","-922,922","-1,203,377","-547,089","-477,821","-511,433","-251,470","-290,065","-205,884","-493,231","-170,721","-256,518","-149,563"
TaxRateForCalcs,"0.4","0.29","0.27","0.212","0.126","0.189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"-3,787,283.2","1,319,298.84","2,220,715.71","-7,195,877.726","1,556,966.948","20,684,065.772","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
