name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
BasicAverageShares,,"126,215,698","126,202,593","126,190,351","126,230,752","126,803,096",,"115,189,532","49,547,284","91,849,909",,"91,849,909","91,849,909"
DilutedAverageShares,,"126,216,197","126,220,184","126,247,499","126,274,197","126,837,832",,"115,189,532","49,547,284","91,849,909",,"91,849,909","91,849,909"
TotalOperatingIncomeAsReported,"153,085,000","32,242,000","35,227,000","40,739,000","44,877,000","29,446,000","24,286,000","19,554,000","3,946,000","8,929,000","17,355,000","14,817,000","17,580,000"
TotalExpenses,"68,630,000","17,826,000","16,403,000","18,153,000","16,248,000","14,562,000","15,347,000","10,208,000","18,121,000","8,501,000","8,721,000","7,287,000","7,603,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"156,374,000","23,154,000","27,840,000","29,414,000","75,966,000","12,862,000","15,202,000","-71,133,000","-49,805,000","8,172,000","17,440,000","14,716,000","17,484,000"
NormalizedIncome,"156,374,000","23,154,000","27,840,000","29,414,000","75,966,000","19,375,276","15,202,000","-10,448,100","-14,179,540","8,172,000","17,440,000","14,716,000","17,484,000"
InterestIncome,"154,000","25,000","36,000","35,000","58,000","84,000","105,000","36,000","44,000","17,000","9,000","7,000","5,000"
InterestExpense,"3,373,000","803,000","489,000","959,000","1,122,000","3,289,000","3,621,000","3,572,000","3,644,000","764,000","84,000","70,000","82,000"
NetInterestIncome,"-3,219,000","-778,000","-453,000","-924,000","-1,064,000","-3,205,000","-3,516,000","-3,536,000","-3,600,000","-747,000","-75,000","-63,000","-77,000"
EBIT,"208,673,000","32,267,000","35,274,000","40,777,000","100,355,000","20,621,000","20,011,000","-63,540,000","-44,809,000","8,947,000","17,552,000","14,827,000","17,587,000"
EBITDA,"209,711,000"
ReconciledCostOfRevenue,"20,047,000","4,788,000","4,739,000","6,380,000","4,140,000","3,362,000","2,968,000","2,496,000","1,827,000","2,495,000","2,289,000","1,923,000","2,067,000"
ReconciledDepreciation,"1,038,000","304,000","293,000","24,000","283,000","522,000","656,000","441,000","549,000","122,000","27,000","26,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"156,374,000","23,154,000","27,840,000","29,414,000","75,966,000","12,862,000","15,202,000","-71,133,000","-49,805,000","8,172,000","17,440,000","14,716,000","17,484,000"
TotalUnusualItemsExcludingGoodwill,"0","0","0","0","0","-8,778,000","0","-83,130,000","-48,802,000","0","0","0","0"
TotalUnusualItems,"0","0","0","0","0","-8,778,000","0","-83,130,000","-48,802,000","0","0","0","0"
NormalizedEBITDA,"209,711,000","32,571,000","35,567,000","40,801,000","100,638,000","29,921,000","20,667,000","20,031,000","4,542,000","9,069,000","17,579,000","14,853,000","17,587,000"
TaxRateForCalcs,"0.238","0.265","0.2","0.261","0.234","0.258","0.072","0.27","0.27","0.001","0.002","0.003","0.001"
TaxEffectOfUnusualItems,"0","0","0","0","0","-2,264,724","0","-22,445,100","-13,176,540","0","0","0","0"
