name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007
				ChangeInPayable,"-3,585,004","8,913,077","-6,132,077","7,364,273","-13,730,974","17,646,355","-4,628,658","1,544,101","-1,096,778","-61,896,716","65,765,977","-3,595,311","-310,141","-18,823,124","16,638,262","-12,344,637","12,808,398","163,606","-2,005,879","2,995,042","-4,017,926","-49,043,480","49,611,978","489,714","-1,835,995","-9,833,719","3,800,875","-42,644,438","37,267,089","10,045,815","768,425","2,866,619","1,814,345","-15,214,570","-36,113,381","35,096,997","15,320,892","148,905","3,629,187","-29,219,077","13,261,244","15,765,075","-16,995,359","-33,059,108","40,505,562","13,036,392","-51,967,064","34,537,691","-5,099,978","24,681,355","-18,883,693","15,037,650","-4,797,201","8,982,609","3,133,283","554,328",,,,"-12,439,686","193,552,789"
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-72,193,329","-190,656,908",,
				ChangeInAccruedExpense,"327,012","-382,148","159,148","-84,916","634,723","-289,116","364,321","-64,798","338,918","-492,528","81,881","477,211","-185,090","-729,986","188,868","82,423","-129,934","-908,124","250,382","725,954","-312,441","-308,471","795,503","11,611","611,269","-4,002,403","1,680,036","-83,071","740,231","-1,057,116","-391,360","703,259","637,840","-1,455,284","1,218,062","-691,519","203,922","-785,340","1,097,717","-1,343,337","2,173,958","-153,393","729,057","-288,720","372,726","-230,234","-221,836","-35,708","211,183","-549,727","-126,171","1,219,856","59,281","-1,115,281","391,700","112,394","238,559","260,033","-420,162","-315,030","1,312,584"
					ChangeInInterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,393,879",,,"-107,591",,,,,,,"-10,954","480","-1,820",,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,137,774","-332,362","319,809","-95,984","-174,520","-6,726,165",,,"0","0","0","0",,,,,,,,,,,,,,,,,,,"-31,464,207","-66,302,523",,
			ChangeInOtherCurrentLiabilities,"0","-5,045,141","5,045,141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19,242,446","-3,899,999","-14,556,895","-785,552",,,,,,,,,,,,,,,"-72,193,329","-190,656,908",,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,603,009","-10,104,730","53,441","-3,623,003","-116,954","8,978,259","6,887,111","123,633","-95,536","1,761,690","4,386,698","278,533","146,104",,,,,"615,932"
InvestingCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,"0",,"0"
	CashFlowFromContinuingInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,"0",,"0"
FinancingCashFlow,"-58,485,253","-280,431,285","196,572,285","93,954,586","-68,580,913","1,954,587","-40,752,513","-52,429,413","-36,068,118","140,431,881","43,844,381","-27,818,119","16,931,882","88,277,345","43,692,266","19,168,161","-40,567,536","-36,385,600","-27,790,950","-42,350,350","-74,688,825","-68,429,434","77,881,966","-86,701,257","-19,689,184","-3,543,254","-22,736,630","4,627,351","-26,689,395","-47,698,418","49,629,185","126,353,376","-76,549,830","54,681,918","76,417,309","12,938,721","-75,245,504","13,363,971","59,500,062","39,307,010","12,579,062","60,644,741","-61,236,241","144,792,854","8,606,724","25,733,418","28,469,588","25,987,594","23,094,719","27,647,807","18,887,495","65,223,494","-5,456,504","25,243,494","-49,656,505","-7,156,505","4,964,870","98,364,870","76,864,870","5,573,519","141,737,523"
	CashFlowFromContinuingFinancingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,307,010","12,579,062","60,644,741","-61,236,241","144,792,854","8,606,724","25,733,418","28,469,588","25,987,594","23,094,719","27,647,807","18,887,495","65,223,494","-5,456,504","25,243,494","-49,656,505","-7,156,505","4,964,870","98,364,870","76,864,870","5,573,519","141,737,523"
		NetIssuancePaymentsOfDebt,"-19,249,601","-265,331,698","204,617,698","102,000,000","-60,535,501","10,000,000","-32,707,100","-44,384,000","-24,000,000","152,500,000","55,912,500","-13,000,000","29,000,000","107,500,000","63,616,000","39,000,000","-20,000,000","-21,872,900","-15,000,000","-28,712,400","-61,231,000","-48,532,400","97,779,000","-66,804,223","814,100","20,834,500","6,131,023","35,327,600","2,327,603","-26,672,403","70,655,200","49,327,600","-57,910,500","73,809,200","94,500,000","31,000,000","-57,200,000","31,450,000","66,500,000","-40,100,000","26,600,000","-33,500,000","-48,900,000","158,200,000","22,117,450","-75,217,450","38,200,000","-9,200,000","31,300,000","-20,200,000","20,600,000","37,800,000","-400,000","30,300,000","-44,600,000","-2,100,000","-233,900,000","346,500,000","81,500,000","11,171,824","-148,491,831"
			NetLongTermDebtIssuance,"-19,249,601","-265,331,698","204,617,698","102,000,000","-60,535,501","10,000,000","-32,707,100","-44,384,000","-24,000,000","152,500,000","55,912,500","-13,000,000","29,000,000","107,500,000","63,616,000","39,000,000","-20,000,000","-21,872,900","-15,000,000","-28,712,400","-61,231,000","-48,532,400","97,779,000","-66,804,223","814,100","20,834,500","6,131,023","35,327,600","2,327,603","-26,672,403","70,655,200","49,327,600","-57,910,500","73,809,200","94,500,000","31,000,000","-57,200,000","31,450,000","66,500,000","-40,100,000","26,600,000","-33,500,000","-48,900,000","158,200,000","22,117,450","-75,217,450","38,200,000","-9,200,000","31,300,000","-20,200,000","20,600,000","37,800,000","-400,000","30,300,000","-44,600,000","-2,100,000","9,600,000","103,000,000","81,500,000","11,171,824","-148,491,831"
				LongTermDebtIssuance,"1,021,572,000","79,943,209","577,416,791","162,000,000","202,211,868","75,271,232","16,292,900","27,000,000","31,000,000","251,500,000","122,412,500","133,000,000","119,500,000","496,500,000","217,000,000","103,000,000","0","112,520,000","91,000,000","4,000,000","45,500,000","185,500,000","160,260,000","48,000,000","114,500,000","96,348,000","202,316,923","177,000,000","113,000,000","97,000,000","257,000,000","530,500,000","292,143,900","214,109,200","400,000,000","249,500,000","306,800,000","238,450,000","376,300,000","122,500,000","109,900,000","400,200,000","295,300,000","429,100,000","163,000,000","93,800,000","151,500,000","81,200,000","73,300,000","64,700,000","51,300,000","84,300,000","44,000,000","33,800,000","7,500,000","101,200,000","116,340,000","103,000,000","140,500,000","30,000,000","94,593,779"
				LongTermDebtPayments,"-1,040,821,601","-345,274,907","-372,799,093","-60,000,000","-262,747,369","-65,271,232","-49,000,000","-71,384,000","-55,000,000","-99,000,000","-66,500,000","-146,000,000","-90,500,000","-389,000,000","-153,384,000","-64,000,000","-20,000,000","-134,392,900","-106,000,000","-32,712,400","-106,731,000","-234,032,400","-62,481,000","-114,804,223","-113,685,900","-75,513,500","-196,185,900","-141,672,400","-110,672,397","-123,672,403","-186,344,800","-481,172,400","-350,054,400","-140,300,000","-305,500,000","-218,500,000","-364,000,000","-207,000,000","-309,800,000","-162,600,000","-83,300,000","-433,700,000","-344,200,000","-270,900,000","-140,882,550","-169,017,450","-113,300,000","-90,400,000","-42,000,000","-84,900,000","-30,700,000","-46,500,000","-44,400,000","-3,500,000","-52,100,000","-103,300,000","-106,740,000","0","-59,000,000","-18,828,176",
		NetCommonStockIssuance,"-7,055,000",,,,,,,"0","0","0","0","0","0","-6,977,698","-7,494,022","-7,233,985",,,,"0","0","0","0","0","0","-3,743,330","-8,437,161","-9,907,534",,,,"98,855,000","0","0","0","0","0","0","7,574,000","97,380,000","3,979,000",,,"0","5,743,800",,,"50,066,000","0","54,300,000","3,344,000",,,,,,,,,"21,002,146","293,172,854"
			CommonStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,855,000","0","0","0","0","0","0","7,574,000","97,380,000","0",,,"0","0","114,080,000","0","50,066,000","0","54,300,000","3,344,000",,,,,,,,,"-307,229","314,482,229"
			CommonStockPayments,"-7,055,000",,,,,,,"0","0","0","0","0","0","-6,977,698","-7,494,022","-7,233,985",,,,"0","0","0","0","0","0","-3,743,330","-8,437,161","-9,907,534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-32,181,652","-8,045,587","-8,045,413","-8,045,414","-8,045,412","-8,045,413","-8,045,413","-8,045,413","-12,068,118","-12,068,119","-12,068,119","-12,068,119","-12,068,118","-12,244,957","-12,429,712","-12,597,854","-12,790,950","-12,790,950","-12,790,950","-12,790,950","-12,790,950","-19,897,034","-19,897,034","-19,897,034","-19,897,034","-20,088,799","-20,430,492","-20,792,715","-21,026,015","-21,026,015","-21,026,015","-18,363,574","-18,639,330","-18,377,282","-18,082,691","-18,061,279","-18,045,504","-18,086,029","-14,308,848","-14,234,690","-14,020,938","-11,068,759","-12,336,241","-11,088,396","-11,378,601","-8,426,207","-8,689,537","-8,205,281","-8,205,281","-6,452,193","-5,056,505","-5,056,506","-5,056,504","-5,056,506","-5,056,505","-5,056,505","-4,635,130","-4,635,130","-4,635,130",,
			CommonStockDividendPaid,"-32,181,652","-8,045,587","-8,045,413","-8,045,414","-8,045,412","-8,045,413","-8,045,413","-8,045,413","-12,068,118","-12,068,119","-12,068,119","-12,068,119","-12,068,118","-12,244,957","-12,429,712","-12,597,854","-12,790,950","-12,790,950","-12,790,950","-12,790,950","-12,790,950","-19,897,034","-19,897,034","-19,897,034","-19,897,034","-20,088,799","-20,430,492","-20,792,715","-21,026,015","-21,026,015","-21,026,015","-18,363,574","-18,639,330","-18,377,282","-18,082,691","-18,061,279","-18,045,504","-18,086,029","-14,308,848",,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"1,000","1,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,979,000",,,,"7,875,925",,,"-1,040,875",,,,,,,,,,,,,"318,318,500",
EndCashPosition,"26,263,955","26,251,000","39,581,423","20,357,016","14,212,253","33,855,496","20,157,299","25,806,002","51,565,044","25,127,515","32,107,649","59,516,236","21,744,836","30,307,029","24,653,889","19,506,154","107,091,091","170,219,549","72,832,675","38,202,068","103,196,132","66,565,207","45,340,576","75,608,113","37,872,854","33,195,129","26,254,919","49,619,256","83,328,972","62,823,624","54,329,248","66,518,682","64,390,787","56,302,305","30,803,635","58,440,829","16,322,503","17,333,318","31,291,517","7,559,453","9,316,015","26,964,225","42,075,768","71,604,519","28,808,966","1,546,429","3,022,137","1,814,451","1,303,502","934,570","7,051,165","33,247,666","541,136","29,906,268","601,540","40,249,201","41,030,236","81,249,903","81,780,690","257,959,635","288,104,949"
	ChangesInCash,"-7,591,045","-13,327,794","19,221,794","6,142,137","-19,626,934","13,682,908","-5,714,156","-25,923,567","26,449,027","-6,866,761","-27,478,428","37,796,006","-8,552,383","5,654,380","5,061,585","-87,573,358","-63,028,424","97,369,223","34,597,437","-65,279,317","36,309,229","21,091,532","-30,459,440","36,797,972","4,662,673","7,172,395","-23,596,502","-33,804,747","20,293,885","8,603,518","-12,207,225","2,265,989","8,241,218","25,497,755","-27,637,194","42,118,326","-1,010,815","-13,958,199","23,732,064","-1,756,562","-17,648,210","-15,111,543","-29,528,751","42,795,553","27,262,537","-1,475,708","1,207,686","510,949","368,932","-6,116,595","-26,196,501","32,706,530","-29,365,132","29,304,728","-39,647,661","-781,035","-40,219,667","-530,787","-176,178,945","-30,145,315","286,417,683"
	EffectOfExchangeRateChanges,"-13,941","-2,612","2,612","2,626","-16,309","15,289","65,453","164,525","-11,498","-113,373","69,841","-24,606","-9,810","-1,240","86,150","-11,579","-100,034","17,651","33,170","285,253","321,696","133,099","191,903","937,287","15,052","-232,185","232,165","95,031","211,463","-109,142","17,791","-138,094","-152,736",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	BeginningCashPosition,"33,855,000","39,581,423","20,357,016","14,212,253","33,855,496","20,157,299","25,806,002","51,565,044","25,127,515","32,107,649","59,516,236","21,744,836","30,307,029","24,653,889","19,506,154","107,091,091","170,219,549","72,832,675","38,202,068","103,196,132","66,565,207","45,340,576","75,608,113","37,872,854","33,195,129","26,254,919","49,619,256","83,328,972","62,823,624","54,329,248","66,518,682","64,390,787","56,302,305","30,803,635","58,440,829","16,322,503","17,333,318","31,291,517","7,559,453","9,316,015","26,964,225","42,075,768","71,604,519","28,808,966","1,546,429","3,022,137","1,814,451","1,303,502","934,570","7,051,165","33,247,666","541,136","29,906,268","601,540","40,249,201","41,030,236","81,249,903","81,780,690","257,959,635","288,104,949","1,687,267"
	OtherCashAdjustmentOutsideChangeinCash,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxPaidSupplementalData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"404","0",,,,,,,"0",,,,,
InterestPaidSupplementalData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,319,760","966,095",,,,,"856,531","759,375","782,814","762,328",,"726,830","1,786,405","1,757,177","1,141,823",,,,,
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,855,000","0","0","0","0","0","0","7,574,000","97,380,000","0",,,"0","0","114,080,000","0","50,066,000","0","54,300,000","3,344,000",,,,,,,,,"-307,229","314,482,229"
IssuanceOfDebt,"1,021,572,000","79,943,209","577,416,791","162,000,000","202,211,868","75,271,232","16,292,900","27,000,000","31,000,000","251,500,000","122,412,500","133,000,000","119,500,000","496,500,000","217,000,000","103,000,000","0","112,520,000","91,000,000","4,000,000","45,500,000","185,500,000","160,260,000","48,000,000","114,500,000","96,348,000","202,316,923","177,000,000","113,000,000","97,000,000","257,000,000","530,500,000","292,143,900","214,109,200","400,000,000","249,500,000","306,800,000","238,450,000","376,300,000","122,500,000","109,900,000","400,200,000","295,300,000","429,100,000","163,000,000","93,800,000","151,500,000","81,200,000","73,300,000","64,700,000","51,300,000","84,300,000","44,000,000","33,800,000","7,500,000","101,200,000","116,340,000","103,000,000","140,500,000","30,000,000","94,593,779"
RepaymentOfDebt,"-1,040,821,601","-345,274,907","-372,799,093","-60,000,000","-262,747,369","-65,271,232","-49,000,000","-71,384,000","-55,000,000","-99,000,000","-66,500,000","-146,000,000","-90,500,000","-389,000,000","-153,384,000","-64,000,000","-20,000,000","-134,392,900","-106,000,000","-32,712,400","-106,731,000","-234,032,400","-62,481,000","-114,804,223","-113,685,900","-75,513,500","-196,185,900","-141,672,400","-110,672,397","-123,672,403","-186,344,800","-481,172,400","-350,054,400","-140,300,000","-305,500,000","-218,500,000","-364,000,000","-207,000,000","-309,800,000","-162,600,000","-83,300,000","-433,700,000","-344,200,000","-270,900,000","-140,882,550","-169,017,450","-113,300,000","-90,400,000","-42,000,000","-84,900,000","-30,700,000","-46,500,000","-44,400,000","-3,500,000","-52,100,000","-103,300,000","-106,740,000","0","-59,000,000","-18,828,176",
RepurchaseOfCapitalStock,"-7,055,000",,,,,,,"0","0","0","0","0","0","-6,977,698","-7,494,022","-7,233,985",,,,"0","0","0","0","0","0","-3,743,330","-8,437,161","-9,907,534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FreeCashFlow,"50,894,208","267,103,491","-177,350,491","-87,812,449","48,953,979","11,728,321","35,038,357","26,505,846","62,517,145","-147,298,642","-71,322,809","65,614,125","-25,484,265","-82,622,965","-38,630,681","-106,741,519","-22,460,888","133,754,823","62,388,387","-22,928,967","110,998,054","89,520,966","-108,341,406","123,499,229","24,351,857","10,715,649","-859,872","-38,432,098","46,983,280","56,301,936","-61,836,410","-124,087,387","84,791,048","-29,184,163","-104,054,503","29,179,605","74,234,689","-27,322,170","-35,767,998","-41,063,572","-30,227,272","-75,756,284","31,707,490","-101,997,301","18,655,813","-27,209,126","-27,261,902","-25,476,645","-22,725,787","-33,764,402","-45,083,996","-32,516,964","-23,908,628","4,061,234","10,008,844","6,375,470","-45,184,537","-98,895,657","-253,043,815","-35,718,834","144,680,160"
