name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019
TaxProvision,"2,044,000","407,000","423,000","374,000","840,000","353,000","388,000","315,000","673,000","267,000","288,000","334,000","143,000"
NetIncomeCommonStockholders,"-11,510,000","-5,764,000","-879,000","692,000","-5,559,000","-357,000","-6,364,000","-4,651,000","-16,012,000","-1,999,000","-2,440,000","-4,014,000","-2,555,000"
	NetIncome,"-11,510,000","-5,764,000","-879,000","692,000","-5,559,000","-357,000","-6,364,000","-4,651,000","-21,610,000","-1,999,000","-2,440,000","-4,014,000","-2,555,000"
		NetIncomeIncludingNoncontrollingInterests,"-11,510,000","-5,764,000","-879,000","692,000","-5,559,000","-357,000","-6,364,000","-4,651,000","-21,479,000","-1,999,000","-2,440,000","-4,014,000","-2,823,000"
			NetIncomeContinuousOperations,"-11,510,000","-5,764,000","-879,000","692,000","-5,559,000","-357,000","-6,364,000","-4,651,000","-21,479,000","-1,999,000","-2,440,000","-4,014,000","-2,823,000"
DilutedNIAvailtoComStockholders,"-11,510,000","-5,764,000","-879,000","692,000","-5,559,000","-357,000","-6,364,000","-4,651,000","-16,012,000","-1,999,000","-2,440,000","-4,014,000","-2,555,000"
BasicEPS,,"-0.04","-0.01","0.01","-0.04","-0.003","-0.05","-0.04","-0.164","-0.016","-0.021","-0.035",
DilutedEPS,,"-0.04","-0.01","0.01","-0.04","-0.003","-0.05","-0.04","-0.164","-0.016","-0.021","-0.035",
BasicAverageShares,,"132,523,919","132,103,016","132,038,274","131,733,254","131,613,003","130,982,116","130,788,359","130,713,745","128,314,016","114,093,671","114,093,671",
DilutedAverageShares,,"132,523,919","132,103,016","132,038,274","131,733,254","131,613,003","130,982,116","130,788,359","130,713,745","128,314,016","114,093,671","114,093,671",
TotalOperatingIncomeAsReported,"-7,364,000","-4,727,000","-389,000","1,880,000","-4,128,000","-544,000","-6,448,000","-4,246,000","-21,573,000","-1,357,000","-1,953,000","-3,772,000","-2,412,000"
TotalExpenses,"299,770,000","77,091,000","76,807,000","71,474,000","74,398,000","68,871,000","69,005,000","63,149,000","79,783,000","55,500,000","54,613,000","50,298,000","49,491,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-11,510,000","-5,764,000","-879,000","692,000","-5,559,000","-357,000","-6,364,000","-4,651,000","-21,610,000","-1,999,000","-2,440,000","-4,014,000","-2,555,000"
NormalizedIncome,"-11,119,400","-5,764,000","-879,000","735,493.433","-5,132,680","-640,970","-6,294,650","-4,648,810","-21,528,240","-2,137,700","-2,318,090","-3,981,880","-1,941,800"
InterestIncome,,,,,,,,,"30,000",,,,
InterestExpense,,,"35,000","118,000","13,000","6,000","38,000","43,000","-30,000","60,000","45,000","281,000","15,000"
NetInterestIncome,"117,000","283,000","-35,000","-118,000","-13,000","-6,000","-38,000","-43,000","30,000","-60,000","-45,000","-281,000","-15,000"
EBIT,"-7,875,000","-4,727,000","-421,000","1,184,000","-4,706,000","2,000","-5,938,000","-4,293,000","-20,836,000","-1,672,000","-2,107,000","-3,399,000","-2,665,000"
EBITDA,"13,012,000"
ReconciledCostOfRevenue,"124,873,000","32,069,000","32,089,000","30,951,000","29,764,000","27,750,000","27,542,000","25,030,000","29,643,000","23,396,000","23,613,000","20,523,000","20,248,000"
ReconciledDepreciation,"20,887,000","5,121,000","5,169,000","5,238,000","5,359,000","5,387,000","5,386,000","5,372,000","5,558,000","5,250,000","5,104,000","5,004,000","5,016,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-11,510,000","-5,764,000","-879,000","692,000","-5,559,000","-357,000","-6,364,000","-4,651,000","-21,610,000","-1,999,000","-2,440,000","-4,014,000","-2,555,000"
TotalUnusualItemsExcludingGoodwill,"-651,000","0","0","-67,000","-584,000","389,000","-95,000","-3,000","-112,000","190,000","-167,000","-44,000","-840,000"
TotalUnusualItems,"-651,000","0","0","-67,000","-584,000","389,000","-95,000","-3,000","-112,000","190,000","-167,000","-44,000","-840,000"
NormalizedEBITDA,"13,663,000","394,000","4,748,000","6,489,000","1,237,000","5,000,000","-457,000","1,082,000","-15,166,000","3,388,000","3,164,000","1,649,000","3,191,000"
TaxRateForCalcs,"0.4","0.4","0.4","0.351","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27"
TaxEffectOfUnusualItems,"-260,400","0","0","-23,506.567","-157,680","105,030","-25,650","-810","-30,240","51,300","-45,090","-11,880","-226,800"
