name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007
TaxProvision,"3,289,000","21,000","930,000","559,000","1,779,000","997,000","245,000","-157,000","-68,000","-1,705,000","160,000","343,000","173,000","-91,000","586,000","622,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"137,448,000","14,441,000","39,408,000","36,561,000","47,038,000","88,117,000","65,544,000","70,617,000","120,231,000","-165,467,000","13,843,000","13,971,000","19,986,000","64,485,000","27,718,000","33,331,000","24,252,000","19,620,000","-30,441,000","-125,471,000","-6,057,000","8,801,000","-74,242,000","-3,433,000","-5,218,000","4,980,000","-62,886,000","199,000","20,451,000","25,406,000","-30,661,000","28,439,000","20,287,000","30,100,000","33,706,000","26,137,000","26,006,000","31,834,000","17,843,000","27,072,000","22,089,000","20,056,000","10,184,000","-23,744,000","20,832,000","15,670,990","17,447,906","5,375,351","-1,888,228","9,474,875","9,454,352","7,690,975","5,937,836","2,837,042","-10,272,056","2,859,778","-5,310,123","2,510,617","3,197,664"
	NetIncome,"137,448,000","14,441,000","39,408,000","36,561,000","47,038,000","88,117,000","65,544,000","70,617,000","120,231,000","-165,467,000","13,843,000","13,971,000","19,986,000","64,485,000","27,718,000","33,331,000","24,252,000","19,620,000","-30,441,000","-125,471,000","-6,057,000","8,801,000","-74,242,000","-3,433,000","-5,218,000","4,980,000","-62,886,000","199,000","20,451,000","25,406,000","-30,661,000","28,439,000","20,287,000","30,100,000","33,706,000","26,137,000","26,006,000","31,834,000","17,843,000","27,072,000","22,089,000","20,056,000","10,184,000","-23,744,000","20,832,000","15,670,990","17,447,906","5,375,351","-1,888,228","9,474,875","9,454,352","7,690,975","5,937,836","2,837,042","-10,272,056","2,859,778","-5,310,123","2,510,617","3,197,664"
		NetIncomeIncludingNoncontrollingInterests,"137,448,000","14,441,000","39,408,000","36,561,000","47,038,000","88,117,000","65,544,000","70,617,000","120,231,000","-165,467,000","13,843,000","13,971,000","19,986,000","64,485,000","27,718,000","33,331,000","24,252,000","19,620,000","-30,441,000","-125,471,000","-6,057,000","8,801,000","-74,242,000","-3,433,000","-5,218,000","4,980,000","-62,886,000","199,000","20,451,000","25,406,000","-30,661,000","28,439,000","20,287,000","30,100,000","33,706,000","26,137,000","26,006,000","31,834,000","17,843,000","27,072,000","22,089,000","20,056,000","10,184,000","-23,744,000","20,832,000","15,670,990","17,447,906","5,375,351","-1,888,228","9,474,875","9,454,352","7,690,975","5,937,836","2,837,042","-10,272,056","2,859,778","-5,310,123","2,510,617","3,197,664"
			NetIncomeContinuousOperations,"137,448,000","14,441,000","39,408,000","36,561,000","47,038,000","88,117,000","65,544,000","70,617,000","120,231,000","-165,467,000","13,843,000","13,971,000","19,986,000","64,485,000","27,718,000","33,331,000","24,252,000","19,620,000","-30,441,000","-125,471,000","-6,057,000","8,801,000","-74,242,000","-3,433,000","-5,218,000","4,980,000","-62,886,000","199,000","20,451,000","25,406,000","-30,661,000","28,439,000","20,287,000","30,100,000","33,706,000","26,137,000","26,006,000","31,834,000","17,843,000","27,072,000","22,089,000","20,056,000","10,184,000","-23,744,000","20,832,000","15,670,990","17,447,906","5,375,351","-1,888,228","9,474,875","9,454,352","7,690,975","5,937,836","2,837,042","-10,272,056","2,859,778","-5,310,123","2,510,617","3,197,664"
DilutedNIAvailtoComStockholders,"137,448,000","14,441,000","39,408,000","36,561,000","47,038,000","88,117,000","65,544,000","70,617,000","120,231,000","-165,467,000","13,843,000","13,971,000","19,986,000","64,485,000","27,718,000","33,331,000","24,252,000","19,620,000","-30,441,000","-125,471,000","-6,057,000","8,801,000","-74,242,000","-3,433,000","-5,218,000","4,980,000","-62,886,000","5,657,000","20,451,000","25,406,000","-30,661,000","28,439,000","20,287,000","30,100,000","33,706,000","26,137,000","26,006,000","31,834,000","17,843,000","27,072,000","22,089,000","20,056,000","10,184,000","-23,744,000","20,832,000","15,670,990","17,447,906","5,375,351","-1,888,228","9,474,875","9,454,352","7,690,975","5,937,836","2,837,042","-10,272,056","2,859,778","-5,310,123","2,510,617","3,197,664"
BasicEPS,,"0.08","0.22","0.2","0.26","0.6","0.46","0.5","0.85","-1.17","0.1","0.1","0.14","0.46","0.2","0.24","0.17","0.14","-0.22","-0.89","-0.04","0.06","-0.52",,"-0.04","0.03","-0.42","-0.02","0.13","0.17","-0.2",,"0.15","0.22","0.24",,"0.22","0.3","0.19",,"0.27","0.25","0.14",,"0.31","0.25","0.32",,"-0.04","0.22","0.25",,"0.26","0.12","-0.46",,"-0.36","0.2","0.26"
DilutedEPS,,"0.08","0.22","0.2","0.26","0.6","0.46","0.5","0.85","-1.17","0.1","0.1","0.14","0.46","0.2","0.24","0.17","0.14","-0.22","-0.89","-0.04","0.06","-0.52",,"-0.04","0.03","-0.42","-0.02","0.13","0.17","-0.2",,"0.15","0.21","0.24",,"0.22","0.29","0.19",,"0.26","0.24","0.13",,"0.3","0.25","0.32",,"-0.04","0.22","0.25",,"0.26","0.12","-0.46",,"-0.36","0.2","0.26"
BasicAverageShares,,"181,598,000","180,381,000","180,361,000","180,361,000","146,652,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","142,853,000",,"145,569,000","149,207,000","150,263,000","152,639,000","153,340,000","153,340,000","153,340,000",,"139,138,000","139,138,000","139,126,000",,"118,271,000","106,022,000","94,889,000",,"82,421,000","79,534,000","72,376,000",,"67,081,000","62,120,473","54,641,164",,"46,294,050","43,019,350","37,880,435",,"22,803,597","22,752,668","22,562,191",,"14,609,904","12,480,972","12,480,972"
DilutedAverageShares,,"181,598,000","180,381,000","180,361,000","180,361,000","146,652,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","142,853,000",,"145,569,000","156,997,000","158,053,000","160,430,000","161,131,000","161,130,000","161,130,000",,"146,928,000","146,928,000","146,916,000",,"126,061,000","113,812,000","102,679,000",,"90,279,000","87,943,000","80,913,000",,"76,020,000","62,120,473","54,641,164",,"46,294,050","43,019,350","37,880,435",,"22,803,597","22,752,668","22,562,191",,"14,609,904","12,480,972","12,480,972"
NetIncomeFromContinuingAndDiscontinuedOperation,"137,448,000","14,441,000","39,408,000","36,561,000","47,038,000","88,117,000","65,544,000","70,617,000","120,231,000","-165,467,000","13,843,000","13,971,000","19,986,000","64,485,000","27,718,000","33,331,000","24,252,000","19,620,000","-30,441,000","-125,471,000","-6,057,000","8,801,000","-74,242,000","-3,433,000","-5,218,000","4,980,000","-62,886,000","199,000","20,451,000","25,406,000","-30,661,000","28,439,000","20,287,000","30,100,000","33,706,000","26,137,000","26,006,000","31,834,000","17,843,000","27,072,000","22,089,000","20,056,000","10,184,000","-23,744,000","20,832,000","15,670,990","17,447,906","5,375,351","-1,888,228","9,474,875","9,454,352","7,690,975","5,937,836","2,837,042","-10,272,056","2,859,778","-5,310,123","2,510,617","3,197,664"
NormalizedIncome,"137,448,000","14,441,000","39,408,000","36,561,000","47,038,000","88,117,000","65,544,000","70,617,000","120,231,000","-165,467,000","13,843,000","13,971,000","19,986,000","64,485,000","27,718,000","33,331,000","24,252,000","19,620,000","-30,441,000","-125,471,000","-6,057,000","8,801,000","-74,242,000","-3,433,000","-5,218,000","4,980,000","-62,886,000","199,000","20,451,000","25,406,000","-30,661,000","28,439,000","20,287,000","30,100,000","33,706,000","26,137,000","26,006,000","31,834,000","17,843,000","27,072,000","21,939,500","20,032,600","9,335,750","-25,224,000","20,832,000","15,670,990","17,447,906","5,375,351","-1,888,228","9,474,875","8,735,910.9","7,746,923.1","7,205,166.35","5,859,714.9","-10,272,056","2,859,778","-5,310,123","2,510,617","3,197,664"
InterestIncome,"238,456,000","61,693,000","60,113,000","60,054,000","56,596,000","39,456,000","34,722,000","39,726,000","32,295,000","31,844,000","29,566,000","31,849,000","34,108,000","36,589,000","36,621,000","35,805,000","28,091,000","28,579,000","31,805,000","33,480,000","41,366,000","41,860,000","46,710,000","51,120,000","53,180,000","52,463,000","54,460,000","52,565,000","59,323,000","60,478,000","56,945,000","58,845,000","64,397,000","59,464,000","54,097,000","46,941,000","46,426,000","41,672,000","38,643,000","35,130,000","32,596,000","31,990,000","33,470,000","32,645,000","29,003,000","25,818,818","20,805,493","17,641,772","17,752,851","16,401,117","12,315,009","11,622,139","11,952,966","11,167,183","11,485,766","11,091,213","8,579,757","6,429,411","5,153,110"
InterestExpense,"37,163,000","9,908,000","9,400,000","9,032,000","8,823,000","6,568,000","6,095,000","6,133,000","6,406,000","7,215,000","6,535,000","6,960,000","7,592,000","8,970,000","8,904,000","9,323,000","8,291,000","8,530,000","9,584,000","12,772,000","11,262,000","12,712,000","13,189,000","13,587,000","13,149,000","13,838,000","14,047,000","13,659,000","14,191,000","14,812,000","13,992,000","13,683,000","14,737,000","12,833,000","10,213,000","9,398,000","9,154,000","7,761,000","7,156,000","6,309,000","5,611,000","5,602,000","5,724,000","5,497,000","4,977,000","2,724,188","1,938,710","1,084,324","492,945","260,941","91,179","206,886","261,656","128,201","40,158","44,269","685,093","72,982","114,699"
NetInterestIncome,"201,293,000","51,785,000","50,713,000","51,022,000","47,773,000","32,888,000","28,627,000","33,593,000","25,889,000","24,629,000","23,031,000","24,889,000","26,516,000","27,619,000","27,717,000","26,482,000","19,800,000","20,049,000","22,221,000","20,708,000","30,104,000","29,148,000","33,521,000","37,533,000","40,031,000","38,625,000","40,413,000","38,906,000","45,132,000","45,666,000","42,953,000","45,162,000","49,660,000","46,631,000","43,884,000","37,543,000","37,272,000","33,911,000","31,487,000","28,821,000","26,985,000","26,388,000","27,746,000","27,148,000","24,026,000","23,094,630","18,866,783","16,557,448","17,259,906","16,140,176","12,223,830","11,415,253","11,691,310","11,038,982","11,445,608","11,046,944","7,894,664","6,356,429","5,038,411"
ReconciledDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,482,438",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"137,448,000","14,441,000","39,408,000","36,561,000","47,038,000","88,117,000","65,544,000","70,617,000","120,231,000","-165,467,000","13,843,000","13,971,000","19,986,000","64,485,000","27,718,000","33,331,000","24,252,000","19,620,000","-30,441,000","-125,471,000","-6,057,000","8,801,000","-74,242,000","-3,433,000","-5,218,000","4,980,000","-62,886,000","199,000","20,451,000","25,406,000","-30,661,000","28,439,000","20,287,000","30,100,000","33,706,000","26,137,000","26,006,000","31,834,000","17,843,000","27,072,000","22,089,000","20,056,000","10,184,000","-23,744,000","20,832,000","15,670,990","17,447,906","5,375,351","-1,888,228","9,474,875","9,454,352","7,690,975","5,937,836","2,837,042","-10,272,056","2,859,778","-5,310,123","2,510,617","3,197,664"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","230,000","36,000","1,305,000","1,480,000","0","0",,,,,"1,105,294","-86,074","-1,949,739","-4,650,266",,,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","230,000","36,000","1,305,000","1,480,000","0","0",,,,,"1,105,294","-86,074","-1,949,739","-4,650,266",,,,,
TaxRateForCalcs,"0.023","0.001","0.023","0.015","0.036","0.011","0.004","0.27","0.27","0.01","0.011","0.024","0.009","0.27","0.021","0.27","0.27","0.27","0","0","0","0.4","0","0","0","0.4","0","0.4","0.4","0.4","0","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80,500","12,600","456,750","0","0","0","0","0","0","0","386,852.9","-30,125.9","-682,408.65","-1,627,593.1","0","0","0","0","0"
