name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,419,000","3,419,000","3,419,000","3,419,000",,"3,419,000","3,778,000","3,778,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"-30,000","0",,,"135,000","0","-2,745,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,000,000","135,000",,,,,"434,000",,"1,771,000",,"0",,"3,657,000",,,,,,"-7,000,000",,,"-24,758,000","0","-593,000",,,"-17,000,000","-45,000,000","-14,402,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"366,338,000","107,865,000","144,174,000","95,196,000","19,103,000","24,704,000","129,650,000","64,153,000","19,027,000","31,906,000","72,679,000","86,676,000","4,144,000","2,194,000","44,241,000","55,578,000","-6,157,000","20,767,000","103,506,000","90,888,000","47,300,000","54,555,000","146,189,000","103,937,000","22,211,000","22,192,000","63,989,000","44,860,000","37,500,000","30,407,000","47,574,000","34,465,000","15,915,000","20,034,000","52,798,000","50,511,000","31,770,000","33,805,000","109,421,000","50,425,000","10,471,000","20,888,000","26,399,000","17,913,000","14,336,000","13,165,000","22,713,000","29,958,000","17,497,000","9,382,000","10,489,000","4,873,000","-2,992,000","-3,564,000","2,127,000","5,754,000","1,043,000","-923,000","-304,000","-1,706,000","471,000","-3,807,000","2,744,000","5,673,000","4,255,000","11,665,000","5,385,000","470,000","24,106,000","-3,937,000","-10,715,000","-11,446,000","-2,947,000","22,762,000","39,912,000","3,992,000","-17,206,000","-135,367,000","-13,096,000","-14,468,000","-14,487,000","-59,188,000","-79,346,000","-18,704,000","-35,600,000","1,530,000","22,178,000","15,176,000","16,206,000","5,476,000","5,200,000","2,700,000","-200,000","-181,900,000","-72,200,000","-46,800,000","-2,400,000","13,300,000","17,300,000","16,000,000","5,400,000","-35,900,000","5,400,000","700,000","-9,300,000","-105,900,000","-4,600,000","48,400,000","30,500,000","21,000,000","19,700,000","22,100,000","20,600,000","21,100,000","17,900,000","8,000,000","-7,900,000","-1,500,000","15,200,000","11,400,000","6,100,000","3,600,000","700,000","7,800,000","8,000,000","7,600,000","6,700,000","6,300,000","5,900,000","5,700,000","4,400,000","18,000,000","14,800,000","-20,400,000","9,400,000","9,300,000","6,100,000","-15,400,000","2,300,000","2,300,000","2,300,000"
NetNonOperatingInterestIncomeExpense,"615,000","-103,000","-78,000","35,000","761,000","1,064,000","1,206,000","1,378,000","1,576,000","2,474,000","2,392,000","2,250,000","2,285,000","2,248,000","1,740,000","1,525,000","1,447,000","1,378,000","912,000","725,000","594,000","118,000","-350,000","-1,003,000","-689,000","-601,000","-591,000","-601,000","-638,000","-869,000","-1,042,000","-2,670,000","-467,000","267,000","222,000","201,000","158,000","106,000","76,000","131,000","127,000","139,000","112,000","112,000","154,000","187,000","212,000","233,000","228,000","237,000","269,000","376,000","463,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"1,563,000","115,000","140,000","288,000","1,020,000","1,323,000","1,465,000","1,658,000","1,835,000","2,733,000","2,651,000","2,530,000","2,544,000","2,507,000","1,999,000","1,805,000","1,706,000","1,637,000","1,191,000","1,005,000","929,000","698,000","415,000","296,000","267,000","243,000","165,000","215,000","254,000","160,000","89,000","136,000","195,000","267,000","222,000","201,000",,"106,000","76,000","131,000","127,000",,,,,,,,"228,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"948,000","218,000","218,000","253,000","259,000","259,000","259,000","280,000","259,000","259,000","259,000","280,000","259,000","259,000","259,000","280,000","259,000","259,000","279,000","280,000","335,000","580,000","765,000","1,299,000","956,000","844,000","756,000","816,000","892,000","1,029,000","1,131,000","2,806,000","662,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,"-118,000",,,"689,000","601,000",,,,,,,,,,,"-158,000",,,"-131,000",,,"-112,000","-112,000","-154,000",,"-212,000","-233,000",,,"-269,000","-376,000","-463,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"1,710,000","180,000","-87,000","1,859,000","-242,000","2,152,000","-207,000","784,000","-241,000","-22,031,000","-563,000","-568,000","-378,000","4,763,000","-13,667,000","-378,000","210,000","-158,000","322,000","-1,116,000","-19,000","-9,760,000","-47,000","-261,000","147,000","-478,000","-1,003,000","-1,276,000","12,636,000","392,000","-4,271,000","-28,386,000","501,000","-1,000","-57,000","116,000","-282,000","14,000","-3,323,000","-40,000","-23,000","45,000","-71,000","-27,000","-17,000","540,000","364,000","-915,000","32,000","-1,092,000","407,000","1,544,000","2,727,000","-362,000","10,000","-1,823,000","195,000","-12,168,000","1,526,000","-5,448,000","26,000","-4,740,000","-2,862,000","403,000","248,000","7,021,000","53,000","-2,420,000","25,146,000","-232,000","-2,242,000","-4,148,000","-1,120,000","3,967,000","44,162,000","24,095,000","-7,713,000","-158,248,000","-4,094,000","-4,403,000","-611,000","-37,044,000","-7,004,000","280,000","9,474,000","-1,454,000","1,187,000","3,922,000","92,667,000","60,086,000","26,700,000","-12,000,000","-127,500,000","-11,900,000","-18,100,000","-27,700,000","3,300,000","29,800,000","1,600,000",,,"-11,700,000","12,000,000","6,900,000",,"-6,900,000","-600,000","-200,000","2,600,000","9,000,000","1,400,000","-4,000,000","1,400,000","3,100,000","11,800,000","700,000","2,300,000","2,100,000","300,000","600,000","300,000","1,200,000","500,000","500,000","600,000","1,200,000","700,000","700,000","600,000","1,200,000","600,000",,,,,,,,,,
	SpecialIncomeCharges,"0","0","0","0","0","0","0","0","-352,000","-21,925,000","0",,,"4,913,000","-13,768,000",,,"0",,,,"-9,842,000","0","0","0","0","-78,000","-752,000","12,500,000","0","-3,200,000","-16,392,000","0","26,000","-12,000","154,000","-265,000","0","-3,292,000","-40,000","-23,000","45,000","-71,000","-27,000","-17,000","540,000","364,000","-915,000","32,000","-1,092,000","407,000","1,544,000","2,727,000","-362,000","10,000","-1,823,000","195,000","-12,168,000","1,526,000","-5,448,000","26,000","-4,740,000","-2,862,000","403,000","248,000","7,021,000","53,000","-2,420,000","25,146,000","-232,000","-2,242,000","-4,148,000","-1,120,000","3,967,000","44,162,000","24,095,000","-7,713,000","-158,463,000","-4,094,000","-4,403,000","-611,000","-37,044,000","-7,004,000","280,000","9,474,000","-1,454,000","1,187,000","3,922,000","92,667,000","60,086,000","26,700,000","-12,000,000","-127,500,000","-11,900,000","-18,100,000","-27,700,000","3,300,000","29,800,000","1,600,000",,,"-11,700,000","12,000,000","6,900,000",,"-6,900,000","-600,000","-200,000","2,600,000","9,000,000","1,400,000","-4,000,000","1,400,000","3,100,000","11,800,000","700,000","2,300,000","2,100,000","300,000","600,000","300,000","1,200,000","500,000","500,000","600,000","1,200,000","700,000","700,000","600,000","1,200,000","600,000",,,,,,,,,,
		RestructuringAndMergernAcquisition,"0","0","0","0","0","0","0","0","352,000","21,925,000",,,,,,,,,,,,,,,,"0","0","0",,"0","3,200,000","16,392,000","0","-26,000","12,000","-154,000","-430,000","-247,000","3,539,000",,,,"0","0",,"0","-395,000","401,000",,,,"-165,000","0",,,,,"12,095,000","-1,553,000",,,"521,000","1,013,000","-428,000",,"0",,"2,311,000",,"485,000","3,107,000","4,148,000","1,723,000","595,000","896,000","395,000","7,640,000","1,238,000","2,208,000","3,102,000","2,085,000","3,544,000","5,460,000",,"1,919,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,"0",,,,"9,842,000",,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","500,000",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,"0","13,768,000",,,,,,,,,,,"0","78,000","752,000","-12,500,000",,,,,"0",,,"695,000",,,,,,"71,000","27,000","17,000","-40,000","31,000","14,000",,,,"-1,379,000","18,000",,,,,"73,000","27,000",,,"4,219,000","1,849,000","25,000",,"-7,021,000",,"109,000",,"-253,000","-865,000",,"-603,000","-4,562,000","-45,058,000","-24,490,000","73,000","157,225,000","1,886,000","1,301,000","-1,474,000","33,500,000","1,544,000",,"-11,393,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,"4,913,000",,,,,,,,,,,,,,,,,,,,"0",,,,"0","247,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
