name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987
InterestIncome,"1,563,000","115,000","140,000","288,000","1,020,000","1,323,000","1,465,000","1,658,000","1,835,000","2,733,000","2,651,000","2,530,000","2,544,000","2,507,000","1,999,000","1,805,000","1,706,000","1,637,000","1,191,000","1,005,000","929,000","698,000","415,000","296,000","267,000","243,000","165,000","215,000","254,000","160,000","89,000","136,000","195,000","267,000","222,000","201,000",,"106,000","76,000","131,000","127,000",,,,,,,,"228,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"948,000","218,000","218,000","253,000","259,000","259,000","259,000","280,000","259,000","259,000","259,000","280,000","259,000","259,000","259,000","280,000","259,000","259,000","279,000","280,000","335,000","580,000","765,000","1,299,000","956,000","844,000","756,000","816,000","892,000","1,029,000","1,131,000","2,806,000","662,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"615,000","-103,000","-78,000","35,000","761,000","1,064,000","1,206,000","1,378,000","1,576,000","2,474,000","2,392,000","2,250,000","2,285,000","2,248,000","1,740,000","1,525,000","1,447,000","1,378,000","912,000","725,000","594,000","118,000","-350,000","-1,003,000","-689,000","-601,000","-591,000","-601,000","-638,000","-869,000","-1,042,000","-2,670,000","-467,000","267,000","222,000","201,000","158,000","106,000","76,000","131,000","127,000","139,000","112,000","112,000","154,000","187,000","212,000","233,000","228,000","237,000","269,000","376,000","463,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"369,611,000","108,160,000","144,227,000","97,343,000","19,881,000","28,179,000","130,908,000","66,595,000","20,621,000","12,608,000","74,767,000","88,638,000","6,310,000","9,464,000","32,573,000","57,005,000","-4,241,000","22,246,000","105,019,000","90,777,000","48,210,000","45,493,000","146,557,000","103,972,000","22,625,000","21,957,000","63,151,000","43,799,000","50,390,000","30,959,000","43,392,000","6,215,000","16,611,000","20,034,000","52,798,000","50,511,000","31,770,000","33,805,000","109,421,000","50,425,000","10,471,000","20,888,000","26,399,000","17,913,000","14,336,000","13,165,000","22,713,000","29,958,000","17,497,000","9,382,000","10,489,000","4,873,000","-2,992,000","-3,564,000","2,127,000","5,754,000","1,043,000","-923,000","-304,000","-1,706,000","471,000","-3,807,000","2,744,000","5,673,000","4,255,000","11,665,000","5,385,000","470,000","24,106,000","-3,937,000","-10,715,000","-11,446,000","-2,947,000","22,762,000","39,912,000","3,992,000","-17,206,000","-135,367,000","-13,096,000","-14,468,000","-14,487,000","-59,188,000","-79,346,000","-18,704,000","-35,600,000","1,530,000","22,178,000","15,176,000","16,206,000","5,476,000","5,200,000","2,700,000","-200,000","-181,900,000","-72,200,000","-46,800,000","-2,400,000","13,300,000","17,300,000","16,000,000","5,400,000","-35,900,000","5,400,000","700,000","-9,300,000","-105,900,000","-4,600,000","48,400,000","30,500,000","21,000,000","19,700,000","22,100,000","20,600,000","21,100,000","17,900,000","8,000,000","-7,900,000","-1,500,000","15,200,000","11,400,000","6,100,000","3,600,000","700,000","7,800,000","8,000,000","7,600,000","6,700,000","6,300,000","5,900,000","5,700,000","4,400,000","18,000,000","14,800,000","-20,400,000","9,400,000","9,300,000","6,100,000","-15,400,000","2,300,000","2,300,000","2,300,000"
EBITDA,"431,672,000"
ReconciledCostOfRevenue,"857,819,000","231,243,000","258,827,000","230,442,000","137,307,000","145,418,000","234,295,000","167,115,000","115,101,000","133,056,000","177,163,000","180,979,000","115,759,000","115,802,000","161,115,000","181,186,000","129,924,000","150,543,000","247,653,000","214,255,000","159,019,000","163,585,000","267,877,000","216,920,000","132,743,000","116,745,000","182,952,000","164,535,000","150,179,000","136,208,000","167,775,000","109,647,000","77,190,000","76,291,000","115,034,000","91,223,000","75,627,000","123,259,000","152,083,000","93,687,000","45,566,000","48,284,000","56,338,000","47,247,000","44,533,000","45,415,000","43,163,000","43,818,000","35,180,000","27,355,000","30,276,000","26,700,000","17,927,000","15,051,000","19,755,000","23,292,000","19,360,000","20,115,000","21,565,000","20,213,000","16,759,000","17,369,000","17,886,000","20,014,000","18,023,000","17,678,000","21,686,000","23,596,000","25,522,000","16,601,000","24,091,000","25,779,000","24,685,000","23,921,000","23,445,000","21,019,000","17,182,000","25,778,000","29,361,000","37,227,000","37,391,000","43,042,000","70,656,000","46,584,000","158,998,000","136,761,000","117,474,000","102,736,000","100,257,000","96,802,000","85,200,000","71,600,000","63,800,000","248,600,000","157,200,000","135,500,000","99,400,000","185,600,000","128,200,000","115,400,000","104,400,000","141,500,000","135,400,000","124,300,000","109,600,000","202,400,000","181,100,000","161,700,000","164,900,000","159,400,000","125,400,000","104,700,000","82,900,000","78,900,000","70,300,000","58,900,000","56,400,000","68,800,000","45,100,000","37,800,000","30,000,000","20,400,000","15,400,000","17,000,000","17,200,000","17,100,000","16,800,000","15,800,000","14,400,000","12,700,000","10,800,000",,,,,,,,,,
ReconciledDepreciation,"62,061,000","16,905,000","17,446,000","15,812,000","11,898,000","11,605,000","11,633,000","12,100,000","11,745,000","12,858,000","17,468,000","18,166,000","19,745,000","17,188,000","17,342,000","22,657,000","22,639,000","22,224,000","20,144,000","19,435,000","19,596,000","15,444,000","15,028,000","15,049,000","17,912,000","14,806,000","15,233,000","14,633,000","13,388,000","12,877,000","10,869,000","7,012,000","4,097,000","4,037,000","3,934,000","3,545,000","3,367,000","3,522,000","2,890,000","4,192,000","2,958,000","2,710,000","2,606,000","2,394,000","2,262,000","2,210,000","2,042,000","1,972,000","1,921,000","1,876,000","1,897,000","2,085,000","2,030,000","2,121,000","2,018,000","1,943,000","2,086,000","2,007,000","2,335,000","2,260,000","1,731,000","1,027,000","1,673,000","1,204,000","1,732,000","874,000","1,801,000","2,072,000","2,769,000","5,773,000","6,162,000","6,044,000","6,178,000","6,196,000","6,526,000","6,891,000","7,585,000","8,495,000","9,858,000","10,422,000","11,273,000","10,317,000","10,011,000","7,814,000","7,266,000","6,422,000","7,286,000","7,777,000","7,642,000","8,418,000","8,200,000","8,000,000","7,600,000","9,500,000","14,300,000","20,100,000","18,400,000","15,800,000","18,400,000","19,600,000","18,100,000","22,400,000","21,200,000","21,600,000","22,800,000","20,500,000","16,200,000","14,800,000","12,800,000","7,100,000","10,300,000","9,000,000","7,900,000","8,400,000","6,500,000","6,500,000","5,500,000","4,600,000","3,900,000","3,500,000","3,200,000","2,400,000","2,700,000","1,700,000","1,600,000","1,500,000","1,300,000","1,300,000","1,000,000","1,400,000","1,000,000",,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"326,355,000","96,414,000","127,636,000","85,096,000","17,209,000","25,281,000","114,368,000","59,486,000","18,209,000","10,158,000","68,512,000","76,210,000","4,618,000","6,157,000","29,933,000","58,173,000","-4,272,000","12,004,000","33,779,000","73,300,000","42,912,000","35,058,000","122,041,000","78,065,000","15,864,000","14,012,000","41,384,000","34,880,000","33,354,000","21,349,000","22,729,000","852,000","10,248,000","12,602,000","41,500,000","33,367,000","20,642,000","26,360,000","67,862,000","35,449,000","6,927,000","50,827,000","16,731,000","11,247,000","9,178,000","130,406,000","24,621,000","30,874,000","17,602,000","20,358,000","11,055,000","6,764,000","221,000","-7,768,000","2,750,000","6,355,000","2,138,000","-13,685,000","4,182,000","-332,000","3,989,000","7,279,000","3,464,000","9,327,000","7,681,000","15,437,000","12,830,000","-99,000","25,977,000","2,538,000","2,530,000","-15,061,000","-3,395,000","10,317,000","39,449,000","21,054,000","-24,317,000","-152,802,000","-12,213,000","-18,359,000","-14,387,000","-80,795,000","-85,367,000","-16,920,000","-22,997,000","3,952,000","23,877,000","16,468,000","98,105,000","62,104,000","27,900,000","-9,400,000","-127,700,000","-214,400,000","-92,600,000","-121,000,000","500,000","12,200,000","12,900,000","8,900,000","2,500,000","-51,900,000","10,300,000","3,000,000","-7,600,000","-88,400,000","-3,600,000","33,000,000","22,700,000","18,900,000","14,500,000","12,400,000","15,000,000","14,600,000","19,800,000","6,400,000","-3,700,000","-3,100,000","10,800,000","8,400,000","4,500,000","3,000,000","1,100,000","5,300,000","5,400,000","5,300,000","4,900,000","4,400,000","4,200,000","5,300,000","4,300,000",,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,"0","0","0","0","0","0","0","0","-352,000","-21,925,000","0",,,"4,913,000","-13,768,000",,,"0",,,,"-9,842,000","0","0","0","0","-78,000","-752,000","12,500,000","0","-3,200,000","-16,392,000","0","26,000","-12,000","154,000","-265,000","0","-3,292,000","-40,000","-23,000","45,000","-71,000","-27,000","-17,000","540,000","364,000","-915,000","32,000","-1,092,000","407,000","1,544,000","2,727,000","-362,000","10,000","-1,823,000","195,000","-12,168,000","1,526,000","-5,448,000","26,000","-4,740,000","-2,862,000","403,000","248,000","7,021,000","53,000","-2,420,000","25,146,000","-232,000","-2,242,000","-4,148,000","-1,120,000","3,967,000","44,162,000","24,095,000","-7,713,000","-158,463,000","-4,094,000","-4,403,000","-611,000","-37,044,000","-7,004,000","280,000","9,474,000","-1,454,000","1,187,000","3,922,000","92,667,000","60,086,000","26,700,000","-12,000,000","-127,500,000","-11,900,000","-18,100,000","-27,700,000","3,300,000","29,800,000","1,600,000",,,"-11,700,000","12,000,000","6,900,000",,"-6,900,000","-600,000","-200,000","2,600,000","9,000,000","1,400,000","-4,000,000","1,400,000","3,100,000","11,800,000","700,000","2,300,000","2,100,000","300,000","600,000","300,000","1,200,000","500,000","500,000","600,000","1,200,000","700,000","700,000","600,000","1,200,000","600,000",,,,,,,,,,
TotalUnusualItems,"0","0","0","0","0","0","0","0","-352,000","-21,925,000","0",,,"4,913,000","-13,768,000",,,"0",,,,"-9,842,000","0","0","0","0","-78,000","-752,000","12,500,000","0","-3,200,000","-16,392,000","0","26,000","-12,000","154,000","-265,000","0","-3,292,000","-40,000","-23,000","45,000","-71,000","-27,000","-17,000","540,000","364,000","-915,000","32,000","-1,092,000","407,000","1,544,000","2,727,000","-362,000","10,000","-1,823,000","195,000","-12,168,000","1,526,000","-5,448,000","26,000","-4,740,000","-2,862,000","403,000","248,000","7,021,000","53,000","-2,420,000","25,146,000","-232,000","-2,242,000","-4,148,000","-1,120,000","3,967,000","44,162,000","24,095,000","-7,713,000","-158,463,000","-4,094,000","-4,403,000","-611,000","-37,044,000","-7,004,000","280,000","9,474,000","-1,454,000","1,187,000","3,922,000","92,667,000","60,086,000","26,700,000","-12,000,000","-127,500,000","-11,900,000","-18,100,000","-27,700,000","3,300,000","29,800,000","1,600,000",,,"-11,700,000","12,000,000","6,900,000",,"-6,900,000","-600,000","-200,000","2,600,000","9,000,000","1,400,000","-4,000,000","1,400,000","3,100,000","11,800,000","700,000","2,300,000","2,100,000","300,000","600,000","300,000","1,200,000","500,000","500,000","600,000","1,200,000","700,000","700,000","600,000","1,200,000","600,000",,,,,,,,,,
NormalizedEBITDA,"431,672,000","125,065,000","161,673,000","113,155,000","31,779,000","39,784,000","142,541,000","78,695,000","32,718,000","47,391,000","92,235,000","106,804,000","26,055,000","21,739,000","63,683,000","79,662,000","18,398,000","44,470,000","125,163,000","110,212,000","67,806,000","70,779,000","161,585,000","119,021,000","40,537,000","36,763,000","78,462,000","59,184,000","51,278,000","43,836,000","57,461,000","29,619,000","20,708,000","24,045,000","56,744,000","53,902,000","35,402,000","37,327,000","115,603,000","54,657,000","13,452,000","23,553,000","29,076,000","20,334,000","16,615,000","14,835,000","24,391,000","32,845,000","19,386,000","12,350,000","11,979,000","5,414,000","-3,689,000","-1,081,000","4,135,000","9,520,000","2,934,000","13,252,000","505,000","6,002,000","2,176,000","1,960,000","7,279,000","6,474,000","5,739,000","5,518,000","7,133,000","4,962,000","1,729,000","2,068,000","-2,311,000","-1,254,000","4,351,000","24,991,000","2,276,000","-13,212,000","-1,908,000","31,591,000","856,000","357,000","-2,603,000","-11,827,000","-62,331,000","-11,170,000","-37,808,000","9,406,000","28,277,000","19,031,000","-68,819,000","-46,192,000","-13,300,000","22,700,000","134,900,000","-160,500,000","-39,800,000","1,000,000","12,700,000","-700,000","34,100,000","35,600,000","23,500,000","-1,800,000","14,600,000","15,400,000","13,500,000","-78,500,000","12,200,000","63,400,000","40,700,000","19,100,000","28,600,000","35,100,000","27,100,000","26,400,000","12,600,000","13,800,000","-4,700,000","1,000,000","18,900,000","14,300,000","9,000,000","4,800,000","2,900,000","9,000,000","9,000,000","7,900,000","7,400,000","6,900,000","6,300,000","5,900,000","4,800,000","18,000,000","14,800,000","-20,400,000","9,400,000","9,300,000","6,100,000","-15,400,000","2,300,000","2,300,000","2,300,000"
TaxRateForCalcs,"0.115","0.107","0.114","0.124","0.123","0.095","0.125","0.103","0.106","0.177","0.08","0.137","0.237","0.331","0.074","0.27","0.051","0.27","0.4","0.19","0.104","0.219","0.163","0.24","0.268","0.336","0.337","0.189","0.326","0.287","0.35","0.35","0.357","0.379","0.216","0.344","0.348","0.223","0.361","0.298","0.345","0.35","0.367","0.375","0.366","0.35","0.35","0.35","0.009","0.35","0.01","0.004","0.35","0.35","0.023","0.35","0.017","0.35","0.002","0.35","0.004","0.35","0.009","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.002","0.4","0.4","0.4","0.266","0.4","0.4","0","0","0","0","0.114","0.097","0.105","0.098","0.4","0.4","0.4","0.4","0.003","0.4","0.4","0.375","0.4","0.299","0.299","0.306","0.131","0.285","0.286","0.283","0.25","0.321","0.315","0.314","0.315","0.316","0.311","0.315","0.333","0.333","0.273","0.327","0.4","0.299","0.3","0.297","0.25","0.154","0.361","0.372","0.346","0.347","0.371","0.354","0.145","0.157",,,,,,,,,,
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","-37,312","-3,890,005.264","0","0","0","1,626,814.123","-1,018,832","0","0","0","0","0","0","-2,159,573.175","0","0","0","0","-26,286","-142,128","4,075,000","0","-1,120,000","-5,737,200","0","9,859.507","-2,592","52,976","-92,220","0","-1,188,412","-11,920","-7,935","15,750","-26,071.823","-10,127.625","-6,219.512","189,000","127,400","-320,250","279.326","-382,200","4,009.852","6,591.491","954,450","-126,700","234.375","-638,050","3,229.071","-4,258,800","3,640.267","-1,906,800","97.403","-1,659,000","-26,196.796","161,200","99,200","2,808,400","21,200","-968,000","10,058,400","-92,800","-896,800","-1,659,200","-448,000","1,586,800","83,800.982","9,638,000","-3,085,200","-63,385,200","-1,090,634.911","-1,761,200","-244,400","0","0","0","0","-165,612.556","115,428.334","410,283.167","9,121,418.146","24,034,400","10,680,000","-4,800,000","-51,000,000","-38,726.174","-7,240,000","-11,080,000","1,237,500","11,920,000","478,260.87","0","0","-1,528,643.216","3,416,666.667","1,971,428.571","0","-1,726,463.104","-192,452.83","-63,070.539","816,918.429","2,836,956.522","442,452.83","-1,244,444.444","441,095.89","1,033,333.333","3,933,333.333","190,909.091","752,727.273","840,000","89,610.39","180,000","89,062.5","300,000","76,923.077","180,722.892","223,255.814","414,814.815","242,666.667","260,000","212,307.692","174,193.548","94,117.647",,,,,,,,,,
