name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,03/31/2007
BasicEPS,,"2.39","17.05","0.31","1.49","0.19","-0.05","-0.78","-0.7","-0.6","0.2","-0.017","0.4","0.5","0.6","0.3","-0.1","0.1","-0.1","-0.2","-0.5","-1.7","-2.2","-2.4","-1.8","-2.4","-68.5","-1.1","-0.7","0.9","0.8","-0.2","0.7","-0.047","-0.8","0.3","1.5","2","1.9","4.4","2.5","2.7",,"3.4","4.1","3.8",,"1.6","0.5","1.6",,"1.3","1.9","3.3",,"6.6","3.4","-65.6",,"1.03","63.8"
DilutedEPS,,"2.31","16.66","0.3","1.46","0.18","-0.05","-0.78","-0.7","-0.6","0.2","-0.017","0.4","0.5","0.6","0.3","-0.1","0.1","-0.1","-0.2","-0.5","-1.7","-2.2","-2.4","-1.8","-2.4","-68.5","-1.1","-0.7","0.9","0.8","-0.2","0.7","-0.047","-0.8","0.3","1.5","2","1.9","4.4","2.5","2.7",,"3.4","4.1","3.8",,"1.6","0.5","1.6",,"1.3","1.9","3.3",,"6.6","3.4","-65.6",,"1.03","63.8"
BasicAverageShares,,"13,160,000","13,129,081","13,123,000","13,089,000","13,054,000","13,030,185","13,006,000","12,978,600","12,957,200","12,939,230","12,917,000","12,889,600","12,873,000","12,851,612","12,823,300","12,786,111","12,766,145","12,740,193","12,660,158","12,622,114","8,199,207","7,583,999","7,587,177","7,583,878","7,575,653","7,570,270","7,570,149","7,568,307","7,558,909","7,552,934","7,552,823","7,551,499","7,544,495","7,539,579","7,539,437","7,538,310","7,534,055","7,530,062","7,529,883","7,527,907","7,522,738",,"7,520,250","7,518,430","7,513,114",,"7,510,144","7,508,587","7,504,382",,"7,503,208","7,501,709","7,497,551",,"7,484,312","7,484,312","100,000",,"7,484,535","100,000"
DilutedAverageShares,,"13,595,000","13,440,708","13,367,000","13,338,000","13,297,000","13,030,185","13,006,000","12,978,600","12,957,200","13,091,293","12,917,000","13,104,300","13,088,000","13,089,974","13,089,400","12,786,111","13,076,499","12,740,193","12,660,158","12,622,114","8,199,207","7,583,999","7,587,177","7,583,878","7,575,653","7,570,270","7,570,149","7,568,307","7,570,707","7,564,447","7,552,823","7,557,391","7,544,495","7,539,579","7,540,413","7,539,956","7,539,252","7,537,129","7,535,021","7,530,847","7,531,707",,"7,530,027","7,526,827","7,526,344",,"7,514,354","7,512,562","7,513,153",,"7,505,599","7,503,034","7,498,258",,"7,500,283","7,497,779","100,000",,"7,484,535","100,000"
TotalOperatingIncomeAsReported,"69,468,000","40,064,000","15,028,000","4,080,000","10,296,000","2,868,000","-506,000","-7,750,000","-8,209,000","-6,779,000","2,904,000","615,000","6,417,000","6,424,000","8,881,000","4,237,000","-142,000","2,517,000","-2,879,000","-172,000","-1,684,000","-9,991,000","-16,153,000","-14,610,000","-10,557,000","-16,461,000","-361,934,000","-14,687,000","-3,931,000","10,762,000","9,293,000","15,000","8,513,000","-2,040,000","-4,986,000","1,686,000","20,380,000","23,762,000","28,135,000","43,551,000","30,919,000","32,796,000","34,811,000","41,761,000","50,691,000","46,614,000","29,201,000","19,922,000","6,291,000","19,919,000","9,089,000","16,238,000","26,872,000","40,218,000","39,566,000","79,505,000","42,006,000","-11,000","6,462,317","9,949,546","9,182,000"
TotalExpenses,"236,244,000","64,235,000","56,782,000","55,068,000","60,159,000","68,593,000","48,722,000","45,807,000","54,425,000","65,384,000","45,945,000","50,545,000","56,095,000","51,130,000","58,653,000","32,291,000","51,156,000","50,678,000","36,103,000","32,047,000","45,323,000","58,323,000","54,860,000","58,253,000","60,483,000","89,338,000","80,957,000","68,379,000","77,582,000","106,259,000","88,992,000","102,265,000","102,436,000","99,088,000","78,792,000","68,883,000","72,300,000","75,495,000","82,944,000","85,716,000","67,684,000","79,266,000","57,108,000","72,055,000","68,491,000","58,173,000","66,778,000","71,373,000","57,851,000","87,264,000","63,802,000","50,042,000","46,347,000","48,515,000","39,750,000","66,566,000","38,009,000","11,000","51,917,382","42,747,534","38,982,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"278,805,000","31,422,000","223,861,000","4,023,000","19,499,000","2,451,000","-710,000","-10,175,000","-8,872,000","-7,397,000","2,082,000","-217,000","5,611,000","6,155,000","7,634,000","3,350,000","-958,000","1,757,000","-1,390,000","-1,908,000","-5,935,000","-13,678,000","-16,567,000","-18,241,000","-13,398,000","-18,427,000","-518,258,000","-8,110,000","-4,937,000","6,529,000","5,791,000","-1,236,000","5,562,000","-355,000","-5,987,000","2,026,000","11,317,000","14,919,000","14,537,000","33,267,000","19,013,000","20,626,000","24,917,000","25,507,000","30,708,000","28,279,000","18,177,000","11,659,000","3,602,000","11,846,000","6,705,000","9,520,000","14,436,000","24,681,000","22,690,000","49,719,000","25,764,000","-7,000","6,549,785","7,711,373","6,380,000"
NormalizedIncome,"271,270,800","31,499,500","223,874,140","4,028,000","6,819,000","2,453,000","-570,570","-10,154,000","-8,638,000","-2,018,000","2,082,000","-217,000","5,611,000","6,155,000","7,634,000","3,350,000","-958,000","1,757,000","-1,341,400","-1,734,100","-5,664,000","-13,678,000","-13,351,156.192","-18,241,000","-12,249,600","-18,187,000","-323,980,400","-8,110,000","-4,937,000","6,529,000","5,791,000","-1,236,000","5,562,000","832,550","-5,987,000","2,026,000","11,317,000","14,919,000","14,537,000","33,227,641.518","19,065,198.5","20,624,758.928","33,740,756.183","25,605,257.811","30,787,830.156","28,238,198.557","18,219,376.356","11,677,850","3,650,100","11,924,337.725","6,803,350.928","9,458,800","14,339,800","24,880,913.81","23,965,255.209","50,020,353.908","26,242,373.4","-7,000","2,298,486","7,926,982.55","6,722,000"
InterestIncome,,,,,"0","0",,"0","0","116,000",,"0","0","0","11,000","0","0","98,000","1,000","0","0","3,000","5,000","57,000","101,000","123,000","176,000","232,000","200,000","155,000","76,000","35,000","22,000","53,000","144,000","165,000","163,000","52,000","317,000","487,000","526,000","513,000","499,000","446,000","415,000","370,000","340,000","207,000","177,000","96,000","86,000","42,000","15,000","17,000","285,000","440,000","280,000",,,,
InterestExpense,"771,000","-27,000","487,000","22,000","289,000","356,000","344,000","386,000","560,000","706,000","687,000","769,000","738,000","535,000","651,000","681,000","695,000","695,000","879,000","1,300,000","1,928,000","2,806,000","1,797,000","3,341,000","3,000,000","2,229,000","1,531,000","1,574,000","1,602,000","1,644,000","1,663,000","1,632,000","1,556,000","1,380,000","851,000","248,000","219,000","213,000","216,000","221,000","215,000","253,000","192,000","175,000","389,000","113,000","51,000","430,000","478,000","555,000","214,000","639,000","251,000","203,000","2,703,000","643,000","186,000",,"2,762,416","2,195,780","2,460,000"
NetInterestIncome,"-1,075,000","-33,000","-42,000","-82,000","-918,000","-426,000","-528,000","-2,450,000","-635,000","-676,000","-773,000","-849,000","-806,000","-603,000","-1,224,000","-864,000","-878,000","-780,000","-1,060,000","-1,994,000","-4,217,000","-4,418,000","-2,483,000","-3,848,000","-2,899,000","-2,106,000","-1,355,000","-1,342,000","-1,402,000","-1,489,000","-1,587,000","-1,597,000","-1,534,000","-1,327,000","-707,000","-83,000","-56,000","-161,000","101,000","266,000","311,000","260,000","307,000","271,000","26,000","257,000","289,000","-223,000","-301,000","-459,000","-128,000","-597,000","-236,000","-186,000","-2,418,000","-203,000","466,000",,"-2,762,416","-2,195,780","-2,460,000"
EBIT,"79,846,000","40,534,000","15,479,000","4,045,000","19,788,000","2,807,000","-319,000","-9,789,000","-8,312,000","-6,733,000","2,830,000","544,000","6,349,000","6,690,000","8,347,000","4,077,000","-263,000","2,452,000","-3,177,000","-738,000","-4,000,000","-10,867,000","-16,136,000","-14,899,000","-10,397,000","-16,196,000","-361,623,000","-14,388,000","-3,685,000","11,244,000","9,643,000","393,000","8,760,000","-1,753,000","-4,837,000","1,924,000","18,707,000","23,830,000","28,627,000","44,173,000","31,540,000","33,492,000","35,493,000","42,229,000","51,165,000","47,243,000","29,648,000","20,276,000","6,570,000","20,062,000","9,213,000","16,551,000","27,710,000","40,080,000","39,744,000","79,691,000","42,153,000","-11,000","3,016,167","10,094,203","8,840,000"
EBITDA,"115,220,000"
ReconciledCostOfRevenue,"209,436,000","57,223,000","49,979,000","48,545,000","53,689,000","62,355,000","42,628,000","38,386,000","47,049,000","58,361,000","38,659,000","44,211,000","49,341,000","44,386,000","52,709,000","27,568,000","43,728,000","45,995,000","32,159,000","28,268,000","40,213,000","51,188,000","49,192,000","51,267,000","57,306,000","82,430,000","71,278,000","62,035,000","71,046,000","98,301,000","82,839,000","95,392,000","95,271,000","94,883,000","70,647,000","57,666,000","64,627,000","65,457,000","73,756,000","77,496,000","58,889,000","71,037,000","61,845,000","66,893,000","64,235,000","63,761,000","58,510,000","64,663,000","49,577,000","80,483,000","56,400,000","43,549,000","37,995,000","41,744,000","31,465,000","56,163,000","32,728,000",,"43,296,936","39,221,154","29,751,000"
