name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,06/30/2017,09/30/2016,06/30/2016,09/30/2015,06/30/2015,09/30/2014,06/30/2014,09/30/2013,06/30/2013,09/30/2012,06/30/2012
			DeferredIncomeTax,"-1,140,000","177,000","-1,454,000","-481,000","618,000","30,000","1,117,000","-99,000","206,000","0","-87,000","753,000","-163,000","169,000","572,000",,,"0","-5,543,000","0","0","64,000","64,000","-1,145,000","2,432,000","1,936,000","-12,151,000","-1,718,000","-2,654,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,"3,898,000","2,718,000",,,,,,,,,,,,,,
		AssetImpairmentCharge,"15,543,000","-500,000","14,876,000","2,167,000","-1,000,000","0","5,875,000","1,945,000","109,063,000","10,207,000","32,549,000","5,224,000","0","0","56,961,000","16,853,000","1,215,000","6,186,000","163,423,000","129,562,000","36,886,000",,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,"572,000",,,,"-5,543,000","0","0",,,,"2,432,000",,"-12,151,000",,"-2,654,000"
		StockBasedCompensation,"5,924,000","1,458,000","1,439,000","1,523,000","1,504,000","1,172,000","1,158,000","1,223,000","1,401,000","1,335,000","3,004,000","7,384,000","3,588,000","5,627,000","3,439,000","3,828,000","3,183,000","2,956,000","326,000","1,092,000","1,536,000","3,395,000","3,219,000","5,734,000","5,341,000","5,288,000","5,711,000","5,961,000","4,359,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,"0",,,"0",,,,,,,"0","-329,000","-12,000","-46,000","-49,000"
		OtherNonCashItems,"40,186,000","8,059,000","10,179,000","10,745,000","11,203,000","12,365,000","42,307,000","11,960,000","9,743,000","-14,370,000","49,196,000","-8,868,000","-11,427,000","-8,892,000","19,321,000","-2,152,000","-3,399,000","-8,665,000","308,011,000","130,654,000","38,422,000",,,,,,,,
		ChangeInWorkingCapital,"-40,656,000","-26,013,000","-9,629,000","-8,031,000","3,017,000","7,199,000","-38,186,000","18,858,000","-10,373,000","-18,127,000","-37,611,000","4,502,000","-14,169,000","3,196,000","-24,859,000","4,747,000","11,128,000","7,394,000","5,833,000","21,445,000","301,000","36,913,000","48,171,000","51,689,000","-56,697,000","-94,072,000","-54,606,000","-171,000","1,236,000"
			ChangeInReceivables,"-2,208,000","-15,570,000","-488,000","4,214,000","9,636,000","12,758,000","-12,040,000","14,425,000","4,447,000","-9,438,000","12,882,000","-875,000","-8,717,000","-2,204,000","19,832,000","4,353,000","-13,435,000","-1,662,000","6,650,000","-8,151,000","26,414,000","-9,389,000","40,280,000","14,786,000","-39,044,000","-102,957,000","-62,616,000","-11,009,000","-9,698,000"
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,"4,353,000",,,,"-8,151,000","26,414,000","-9,389,000","40,280,000",,"-39,044,000","-102,957,000","-62,616,000","-11,009,000","-9,698,000"
			ChangeInInventory,,,,,,,,,,,,,,,"-544,000","-700,000","-34,000","-677,000","-514,000","1,001,000","1,288,000","6,120,000","5,250,000","-317,000","-5,822,000","8,263,000","1,100,000","-319,000","-1,962,000"
			ChangeInPayablesAndAccruedExpense,"15,780,000","6,032,000","2,531,000","3,454,000","3,763,000","-6,629,000","4,666,000","-9,340,000","-25,461,000","2,064,000","22,592,000","-6,095,000","-4,920,000","-7,826,000","-19,384,000","-4,400,000","-13,134,000","8,396,000","11,266,000","8,657,000","-15,091,000","16,258,000","-24,754,000","1,914,000","-31,317,000","6,861,000","13,270,000","1,337,000","20,793,000"
				ChangeInPayable,"8,991,000","2,825,000","2,746,000","1,853,000","1,567,000","-2,359,000","4,028,000","-4,158,000","-13,600,000","3,210,000","3,829,000","-498,000","-5,569,000","-2,200,000","-16,893,000","10,000","-5,575,000","7,284,000","3,488,000","5,058,000","4,613,000","1,001,000","4,227,000","-10,292,000","-5,360,000","9,464,000","1,997,000","-2,072,000","18,267,000"
					ChangeInAccountPayable,"8,991,000","2,825,000","2,746,000","1,853,000","1,567,000","-2,359,000","4,028,000","-4,158,000","-13,600,000","3,210,000","3,829,000","-498,000","-5,569,000","-2,200,000","-16,893,000","10,000","-5,575,000","7,284,000","3,488,000","5,058,000","4,613,000","1,001,000","4,227,000","-10,292,000","-5,360,000","9,464,000","1,997,000","-2,072,000","18,267,000"
				ChangeInAccruedExpense,"6,789,000","3,207,000","-215,000","1,601,000","2,196,000","-4,270,000","638,000","-5,182,000","-11,861,000","-1,146,000","18,763,000","-5,597,000","649,000","-5,626,000","-2,491,000","-4,410,000","-7,559,000","1,112,000","7,778,000","3,599,000","-19,704,000","15,257,000","-28,981,000","12,206,000","-25,957,000","-2,603,000","11,273,000","3,409,000","2,526,000"
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,"1,861,000","280,000","7,803,000","949,000","-16,210,000","2,320,000","-4,147,000","6,897,000","-10,578,000","8,482,000","-12,534,000","923,000","-11,589,000","4,562,000","-10,127,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,"-6,261,000","-31,000","8,354,000","-2,753,000","3,895,000","-4,863,000","-10,026,000","2,686,000","-6,103,000","-996,000","201,000","-2,075,000","1,820,000","3,258,000","1,384,000"
			ChangeInOtherWorkingCapital,"-42,785,000","-16,475,000","-229,000","-15,699,000","-10,382,000","1,070,000","-26,347,000","13,773,000","10,641,000","-10,753,000","-75,668,000","11,472,000","-532,000","13,226,000","-20,363,000","5,245,000","21,574,000","3,141,000","746,000","22,481,000","1,863,000","14,341,000","44,076,000","27,820,000","31,819,000","-5,087,000","3,409,000","2,000,000","846,000"
InvestingCashFlow,"17,632,000","2,360,000","-6,314,000","3,674,000","17,912,000","9,787,000","-3,420,000","9,985,000","9,828,000","7,003,000","-312,000","-532,000","5,158,000","6,535,000","61,147,000","190,000","-622,000","7,815,000","4,253,000","-1,326,000","5,171,000","-33,435,000","-63,232,000","-68,957,000","-22,717,000","7,138,000","-282,675,000","-108,751,000","-72,436,000"
	CashFlowFromContinuingInvestingActivities,"17,632,000","2,360,000","-6,314,000","3,674,000","17,912,000","9,787,000","-3,420,000","9,985,000","9,828,000","7,003,000","-312,000","-532,000","5,158,000","6,535,000","61,147,000","190,000","-622,000","7,815,000","4,253,000","-1,326,000","5,171,000","-33,435,000","-63,232,000","-68,957,000","-22,717,000","7,138,000","-282,675,000","-108,751,000","-72,436,000"
		NetPPEPurchaseAndSale,"-8,984,000","-1,229,000","-6,368,000","-722,000","-665,000","-1,196,000","-10,218,000","-607,000","-1,626,000","-2,449,000","-4,067,000","-5,058,000","-5,757,000","-3,116,000","-12,275,000","-3,341,000","-4,098,000","-1,677,000","-1,627,000","-1,931,000","-7,578,000","-46,392,000","-92,598,000","-69,186,000","-26,474,000","1,675,000","-156,434,000","-112,394,000","-77,432,000"
			PurchaseOfPPE,"-8,984,000","-1,229,000","-6,368,000","-722,000","-665,000","-1,196,000","-10,218,000","-607,000","-1,626,000","-2,449,000","-4,067,000","-5,058,000","-5,757,000","-3,116,000","-12,275,000","-3,341,000","-4,098,000","-1,677,000","-1,627,000","-1,931,000","-7,578,000","-46,392,000","-92,598,000","-88,537,000","-39,874,000","-63,875,000","-156,434,000","-112,394,000","-77,432,000"
			SaleOfPPE,,,,,,,,,,"9,452,000","3,755,000","4,526,000","10,915,000","9,651,000","29,616,000","3,531,000","3,476,000","9,492,000","608,000","605,000","1,234,000","396,000","0","19,351,000","13,400,000","71,035,000","2,161,000","4,121,000","5,856,000"
		NetBusinessPurchaseAndSale,,"-1,039,000",,,,,,,,,,,,,,,,,,,,,,,"0","0","-127,737,000","0","0"
			PurchaseOfBusiness,,"-1,039,000",,,,,,,,,,,,,,,,,,,,,,,"0","0","-127,737,000","0","0"
		NetOtherInvestingChanges,"27,655,000","4,628,000","54,000","4,396,000","18,577,000","10,983,000","6,798,000","10,592,000","11,454,000","9,452,000","3,755,000","4,526,000","10,915,000","9,651,000","73,422,000","3,531,000","3,476,000","9,492,000","5,880,000","605,000","12,749,000","12,957,000","29,366,000","229,000","3,757,000","5,463,000","1,496,000","3,643,000","4,996,000"
FinancingCashFlow,"-14,961,000","-1,280,000","-48,000","-1,393,000","-12,240,000","-27,333,000","-65,543,000","-28,868,000","-2,223,000","-3,131,000","-139,993,000","-4,018,000","-2,464,000","-3,087,000","-113,668,000","-1,382,000","-3,165,000","-9,847,000","-3,516,000","-2,712,000","-4,046,000","-52,527,000","-5,049,000","-14,523,000","-15,136,000","-32,650,000","303,324,000","-72,273,000","-76,780,000"
	CashFlowFromContinuingFinancingActivities,"-14,961,000","-1,280,000","-48,000","-1,393,000","-12,240,000","-27,333,000","-65,543,000","-28,868,000","-2,223,000","-3,131,000","-139,993,000","-4,018,000","-2,464,000","-3,087,000","-113,668,000","-1,382,000","-3,165,000","-9,847,000","-3,516,000","-2,712,000","-4,046,000","-52,527,000","-5,049,000","-14,523,000","-15,136,000","-32,650,000","303,324,000","-72,273,000","-76,780,000"
		NetIssuancePaymentsOfDebt,"-129,000","0","12,716,000","-1,358,000","-11,487,000","-26,414,000","-64,560,000","-28,778,000","-2,142,000","-2,600,000","-127,235,000","-2,666,000","-2,283,000","-1,509,000","-109,268,000","-1,383,000","-1,166,000","-9,848,000","-2,316,000","-2,712,000","-2,324,000","-40,712,000","7,676,000","-2,037,000","-3,959,000","-22,125,000","316,772,000","-60,000,000","0"
			NetLongTermDebtIssuance,"-129,000","0","12,716,000","-1,358,000","-11,487,000","-26,414,000","-64,560,000","-28,778,000","-2,142,000","-2,600,000","-127,235,000","-2,666,000","-2,283,000","-1,509,000","-109,268,000","-1,383,000","-1,166,000","-9,848,000","-2,316,000","-2,712,000","-2,324,000","-40,712,000","7,676,000","-2,037,000","-3,959,000","-22,125,000","316,772,000","-60,000,000","0"
				LongTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,"0","31,338,000","20,000,000","0","572,000,000","414,262,000","0","0"
				LongTermDebtPayments,"-172,504,000","0","-159,659,000","-1,358,000","-11,487,000","-26,414,000","-64,560,000","-28,778,000","-2,142,000","-2,600,000","-127,235,000","-2,666,000","-2,283,000","-1,509,000","-109,268,000","-1,383,000","-1,166,000","-9,848,000","-2,316,000","-2,712,000","-2,324,000","-40,712,000","-23,662,000","-22,037,000","-3,959,000","-594,125,000","-97,490,000",,
		NetCommonStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-65,028,000"
			CommonStockPayments,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-65,028,000"
		CashDividendsPaid,,,,,,,,,,,,,,,,,,,,,,"-11,790,000","-11,789,000","-12,518,000","-12,520,000","-12,454,000","-12,436,000","-12,492,000","-12,566,000"
			CommonStockDividendPaid,,,,,,,,,,,,,,,,,,,,,,"-11,790,000","-11,789,000","-12,518,000","-12,520,000","-12,454,000","-12,436,000","-12,492,000","-12,566,000"
		ProceedsFromStockOptionExercised,,,,,,,,,,,,,,,,,,,,,,,"0","31,000","994,000","2,746,000","1,675,000","173,000","765,000"
		NetOtherFinancingCharges,"-14,832,000","-1,280,000","-12,764,000","-35,000","-753,000","-919,000","-983,000","-90,000","-81,000","-531,000","-12,758,000","-1,352,000","-181,000","-1,578,000","-4,403,000","1,000","-1,999,000","1,000","-1,200,000","0","-1,722,000","-25,000","-936,000","1,000","349,000","-817,000","-2,687,000","46,000","49,000"
EndCashPosition,"143,732,000","143,732,000","154,276,000","153,700,000","153,918,000","143,395,000","155,225,000","222,008,000","226,262,000","203,955,000","227,608,000","362,632,000","383,163,000","398,035,000","397,744,000","468,554,000","464,499,000","445,319,000","683,778,000","674,923,000","668,660,000","88,216,000","102,984,000","124,315,000","53,451,000","45,534,000","64,813,000","136,729,000","240,574,000"
	ChangesInCash,"337,000","-10,544,000","576,000","-218,000","10,523,000","-11,830,000","-66,783,000","-4,254,000","22,307,000","-23,653,000","-135,024,000","-20,531,000","-14,872,000","291,000","-70,810,000","4,055,000","19,180,000","-8,016,000","-22,626,000","6,263,000","-9,778,000","-14,768,000","24,416,000","70,864,000","-6,908,000","-19,279,000","24,244,000","-103,845,000","-80,136,000"
	BeginningCashPosition,"143,395,000","154,276,000","153,700,000","153,918,000","143,395,000","155,225,000","222,008,000","226,262,000","203,955,000","227,608,000","362,632,000","383,163,000","398,035,000","397,744,000","468,554,000","464,499,000","445,319,000","453,335,000","706,404,000","668,660,000","678,438,000","102,984,000","78,568,000","53,451,000","60,359,000","64,813,000","40,569,000","240,574,000","320,710,000"
IncomeTaxPaidSupplementalData,"19,678,000","3,200,000","4,278,000","8,126,000","4,074,000","2,535,000","3,078,000","3,479,000","3,911,000","2,550,000","3,992,000","2,632,000","3,339,000","4,415,000","3,149,000","3,596,000","3,654,000","6,429,000","3,611,000","5,784,000","11,006,000","10,412,000","17,441,000","21,244,000","11,170,000","11,527,000","20,617,000","14,429,000","12,646,000"
InterestPaidSupplementalData,"10,001,000","0","3,664,000","3,055,000","3,282,000","3,746,000","5,066,000","5,435,000","5,292,000","5,442,000","8,205,000","8,189,000","7,974,000","8,319,000","8,108,000","8,084,000","7,982,000","8,152,000","433,000","7,476,000","26,733,000","2,464,000","22,430,000","1,943,000","24,385,000","19,358,000","3,980,000","16,563,000","2,696,000"
CapitalExpenditure,"-8,984,000","-1,229,000","-6,368,000","-722,000","-665,000","-1,196,000","-10,218,000","-607,000","-1,626,000","-2,449,000","-4,067,000","-5,058,000","-5,757,000","-3,116,000","-12,275,000","-3,341,000","-4,098,000","-1,677,000","-1,627,000","-1,931,000","-7,578,000","-46,392,000","-92,598,000","-88,537,000","-39,874,000","-63,875,000","-156,434,000","-112,394,000","-77,432,000"
IssuanceOfDebt,,,,,,,,,,,,,,,,,,,,,,"0","31,338,000","20,000,000","0","572,000,000","414,262,000","0","0"
RepaymentOfDebt,"-172,504,000","0","-159,659,000","-1,358,000","-11,487,000","-26,414,000","-64,560,000","-28,778,000","-2,142,000","-2,600,000","-127,235,000","-2,666,000","-2,283,000","-1,509,000","-109,268,000","-1,383,000","-1,166,000","-9,848,000","-2,316,000","-2,712,000","-2,324,000","-40,712,000","-23,662,000","-22,037,000","-3,959,000","-594,125,000","-97,490,000",,
RepurchaseOfCapitalStock,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-65,028,000"
FreeCashFlow,"-11,318,000","-12,853,000","570,000","-3,221,000","4,186,000","4,520,000","-8,038,000","14,022,000","13,076,000","-29,974,000","1,214,000","-21,039,000","-23,323,000","-6,273,000","-30,564,000","1,906,000","18,869,000","-7,661,000","-24,990,000","8,370,000","-18,481,000","24,802,000","99,000","65,807,000","-8,929,000","-57,642,000","-152,839,000","-35,215,000","-8,352,000"
