name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
		LongTermDebtAndCapitalLeaseObligation,"4,548,000,000","4,894,000,000","4,914,000,000","5,890,000,000"
			LongTermDebt,"4,548,000,000","4,894,000,000","4,914,000,000","5,890,000,000"
		NonCurrentDeferredLiabilities,"3,247,000,000","3,703,000,000","3,686,000,000","3,659,000,000"
			NonCurrentDeferredTaxesLiabilities,"3,247,000,000","3,703,000,000","3,685,000,000","3,656,000,000"
			NonCurrentDeferredRevenue,,,"1,000,000","3,000,000"
		TradeandOtherPayablesNonCurrent,"2,969,000,000","0","0","0"
		DuetoRelatedPartiesNonCurrent,"0","3,357,000,000","3,143,000,000","3,017,000,000"
		EmployeeBenefits,"1,584,000,000","847,000,000","857,000,000","858,000,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"1,584,000,000","847,000,000","857,000,000","858,000,000"
		DerivativeProductLiabilities,"773,000,000","513,000,000","511,000,000","205,000,000"
		OtherNonCurrentLiabilities,"2,510,000,000","2,343,000,000","2,433,000,000","2,516,000,000"
TotalEquityGrossMinorityInterest,"11,505,000,000","11,614,000,000","12,035,000,000","14,676,000,000"
	StockholdersEquity,"11,105,000,000","11,219,000,000","11,634,000,000","12,399,000,000"
		CapitalStock,"13,212,000,000",,,
			CommonStock,"13,212,000,000",,,
		RetainedEarnings,"-91,000,000","768,000,000","1,185,000,000","2,805,000,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,016,000,000","-31,000,000","-31,000,000","-30,000,000"
		OtherEquityInterest,,"10,482,000,000","10,480,000,000","9,624,000,000"
	MinorityInterest,"400,000,000","395,000,000","401,000,000","2,277,000,000"
TotalCapitalization,"15,653,000,000","16,113,000,000","16,548,000,000","18,289,000,000"
CommonStockEquity,"11,105,000,000","11,219,000,000","11,634,000,000","12,399,000,000"
NetTangibleAssets,"11,105,000,000","11,219,000,000","11,587,000,000","12,352,000,000"
WorkingCapital,"2,333,000,000","-15,000,000","791,000,000","1,728,000,000"
InvestedCapital,"16,924,000,000","19,415,000,000","19,144,000,000","19,611,000,000"
TangibleBookValue,"11,105,000,000","11,219,000,000","11,587,000,000","12,352,000,000"
TotalDebt,"5,819,000,000","8,196,000,000","7,510,000,000","7,212,000,000"
NetDebt,"4,214,000,000","7,692,000,000","5,553,000,000","6,986,000,000"
ShareIssued,"326,698,937","326,000,000","326,000,000","326,000,000"
OrdinarySharesNumber,"326,698,937","326,000,000","326,000,000","326,000,000"
