name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,12/31/2018
				MachineryFurnitureEquipment,"2,528,000","2,410,000","2,053,000","1,786,000","1,448,000","1,358,000","1,269,000","1,115,000","1,074,000","1,041,000","970,000","877,000"
				OtherProperties,"63,005,000","52,477,000","51,730,000","40,441,000","34,750,000","30,850,000","29,926,000","28,929,000","27,820,000","27,166,000","27,079,000","16,297,000"
				ConstructionInProgress,"7,883,000","7,100,000","638,000","638,000","638,000","638,000","921,000","921,000","725,000","221,000","221,000","221,000"
				Leases,"5,438,000","5,211,000","5,198,000","4,783,000","4,293,000","4,134,000","4,086,000","4,083,000","4,079,000","4,074,000","4,072,000","4,013,000"
			AccumulatedDepreciation,"-23,165,000","-21,102,000","-19,932,000","-18,459,000","-17,472,000","-16,380,000","-16,123,000","-15,166,000","-14,291,000","-13,424,000","-12,521,000","-10,127,000"
		GoodwillAndOtherIntangibleAssets,"4,393,000","5,977,000","4,540,000","2,475,000","2,558,000","2,069,000","2,103,000","3,002,000","3,663,000","4,489,000","5,224,000","8,142,000"
			OtherIntangibleAssets,"4,393,000","5,977,000","4,540,000","2,475,000","2,558,000","2,069,000","2,103,000","3,002,000","3,663,000","4,489,000","5,224,000","8,142,000"
		OtherNonCurrentAssets,"218,000","193,000","162,000","162,000","162,000","162,000","162,000","162,000","173,000","162,000","1,951,000","162,000"
TotalLiabilitiesNetMinorityInterest,"44,174,000","45,712,000","41,446,000","30,457,000","28,807,000","26,131,000","24,874,000","55,907,000","70,200,000","61,251,000","67,418,000","61,674,000"
	CurrentLiabilities,"34,073,000","37,385,000","33,436,000","23,739,000","21,740,000","19,145,000","17,565,000","48,337,000","62,335,000","53,311,000","59,206,000","58,680,000"
		PayablesAndAccruedExpenses,"21,801,000","25,866,000","23,970,000","18,803,000","16,838,000","14,818,000","14,533,000","11,156,000","10,207,000","9,215,000","12,199,000","11,100,000"
			Payables,"12,508,000","13,103,000","12,972,000","9,932,000","9,024,000","6,182,000","7,473,000","5,004,000","4,315,000","3,869,000","4,440,000","5,025,000"
				AccountsPayable,"12,508,000","13,103,000","12,972,000","9,932,000","9,024,000","6,182,000","7,473,000","5,004,000","4,315,000","3,869,000","4,440,000","5,025,000"
			CurrentAccruedExpenses,"9,293,000","12,763,000","10,998,000","8,871,000","7,814,000","8,636,000","7,060,000","6,152,000","5,892,000","5,346,000","7,759,000","6,075,000"
				InterestPayable,,,,,,"0",,,,"72,000","588,000","520,000"
		CurrentProvisions,"5,424,000",,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"2,109,000","1,336,000","1,411,000","1,086,000","1,035,000","1,264,000","1,243,000","36,195,000","51,177,000","42,874,000","46,000,000","46,000,000"
			CurrentDebt,,,,,,,,"35,000,000","50,000,000","41,000,000","46,000,000","46,000,000"
				LineOfCredit,,,,,,,"0","35,000,000","50,000,000","41,000,000","2,000,000","2,000,000"
				OtherCurrentBorrowings,,,,,,,,"35,000,000","50,000,000","41,000,000","44,000,000","44,000,000"
			CurrentCapitalLeaseObligation,"2,109,000","1,336,000","1,411,000","1,086,000","1,035,000","1,264,000","1,243,000","1,195,000","1,177,000","1,874,000",,
		CurrentDeferredLiabilities,"4,739,000","5,666,000","3,881,000",,,,,,,,,
		OtherCurrentLiabilities,,"4,517,000","4,174,000","3,850,000","3,867,000","3,063,000","1,789,000","986,000","951,000","1,222,000","1,007,000","1,580,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"10,101,000","8,327,000","8,010,000","6,718,000","7,067,000","6,986,000","7,309,000","7,570,000","7,865,000","7,940,000","8,212,000","2,994,000"
		LongTermDebtAndCapitalLeaseObligation,"8,941,000","6,398,000","6,356,000","6,718,000","7,067,000","6,986,000","7,309,000","7,570,000","7,865,000","7,940,000","8,212,000","0"
			LongTermCapitalLeaseObligation,"8,941,000","6,398,000","6,356,000","6,718,000","7,067,000","6,986,000","7,309,000","7,570,000","7,865,000","7,940,000","8,212,000","0"
		NonCurrentDeferredLiabilities,,,,,,,,,,"0","0","2,436,000"
		OtherNonCurrentLiabilities,"1,160,000","1,929,000","1,654,000",,,,,,,,,"558,000"
TotalEquityGrossMinorityInterest,"653,874,000","632,497,000","325,997,000","303,926,000","295,269,000","109,880,000","102,823,000","99,569,000","58,014,000","62,140,000","3,775,000","11,015,000"
	StockholdersEquity,"653,874,000","632,497,000","325,997,000","303,926,000","295,269,000","109,880,000","102,823,000","99,569,000","58,014,000","62,140,000","3,775,000","11,015,000"
		CapitalStock,"2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","1,000","1,000"
			CommonStock,"2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","1,000","1,000"
		AdditionalPaidInCapital,"678,851,000","663,614,000","376,973,000","368,862,000","362,228,000","173,274,000","168,208,000","164,287,000","117,129,000","116,162,000","58,431,000","58,431,000"
		RetainedEarnings,"-24,979,000","-31,119,000","-50,978,000","-64,938,000","-66,961,000","-63,396,000","-65,387,000","-64,720,000","-59,117,000","-54,024,000","-54,657,000","-47,417,000"
TotalCapitalization,"653,874,000","632,497,000","325,997,000","303,926,000","295,269,000","109,880,000","102,823,000","99,569,000","58,014,000","62,140,000","3,775,000","11,015,000"
CommonStockEquity,"653,874,000","632,497,000","325,997,000","303,926,000","295,269,000","109,880,000","102,823,000","99,569,000","58,014,000","62,140,000","3,775,000","11,015,000"
CapitalLeaseObligations,"11,050,000","7,734,000","7,767,000","7,804,000","8,102,000","8,250,000","8,552,000","8,765,000","9,042,000","9,814,000","8,212,000","0"
NetTangibleAssets,"649,481,000","626,520,000","321,457,000","301,451,000","292,711,000","107,811,000","100,720,000","96,567,000","54,351,000","57,651,000","-1,449,000","2,873,000"
WorkingCapital,"603,675,000","588,558,000","289,618,000","278,818,000","275,959,000","94,035,000","87,788,000","84,093,000","42,636,000","46,351,000","-15,009,000","-5,576,000"
InvestedCapital,"653,874,000","632,497,000","325,997,000","303,926,000","295,269,000","109,880,000","102,823,000","134,569,000","108,014,000","103,140,000","49,775,000","57,015,000"
TangibleBookValue,"649,481,000","626,520,000","321,457,000","301,451,000","292,711,000","107,811,000","100,720,000","96,567,000","54,351,000","57,651,000","-1,449,000","2,873,000"
TotalDebt,"11,050,000","7,734,000","7,767,000","7,804,000","8,102,000","8,250,000","8,552,000","43,765,000","59,042,000","50,814,000","54,212,000","46,000,000"
NetDebt,,,,,,,,,,,"36,768,000","38,111,000"
ShareIssued,"21,042,000","20,825,000","19,254,018","19,061,000","18,840,000","17,150,278","16,940,000","16,716,000","15,060,619","14,968,000","14,300,000","14,300,000"
OrdinarySharesNumber,"21,042,000","20,825,000","19,254,018","19,061,000","18,840,000","17,150,278","16,940,000","16,716,000","15,060,619","14,968,000","14,300,000","14,300,000"
