name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
		NetIncomeIncludingNoncontrollingInterests,"30,550,921","9,372,437","20,274,915","801,566","102,007","-1,998,996","-4,392,617","-2,655,349","-1,714,087"
			NetIncomeContinuousOperations,"30,550,921","9,372,437","20,274,915","801,566","102,007","-1,998,996","-4,392,617","-2,655,349","-1,714,087"
		MinorityInterests,"5,500,895","1,257,257","3,285,907","2,705,954","-1,748,223","320,632","-99,558","256,998","-333,213"
DilutedNIAvailtoComStockholders,"36,051,816","10,629,694","23,560,822","3,507,520","-1,646,216","-1,678,364","-4,492,175","-2,398,351","-2,047,300"
BasicEPS,,"0.11",,"0.035","-0.016","-0.017",,"-0.024","-0.02"
DilutedEPS,,"0.09",,"0.035","-0.016","-0.017",,"-0.024","-0.02"
BasicAverageShares,,"100,177,082",,"100,221,062","100,221,062","100,221,062",,"100,221,062","100,221,062"
DilutedAverageShares,,"115,652,049",,"100,221,062","100,221,062","100,221,062",,"100,221,062","100,221,062"
TotalOperatingIncomeAsReported,"27,325,821","10,094,565","15,453,282","1,519,218","258,759","-1,873,958","-4,438,239","-2,559,259","-1,712,507"
TotalExpenses,"359,595,455","107,796,987","105,870,919","84,319,770","61,927,238","51,562,814","35,678,464","29,495,872","24,249,236"
NetIncomeFromContinuingAndDiscontinuedOperation,"36,051,816","10,629,694","23,560,822","3,507,520","-1,646,216","-1,678,364","-4,492,175","-2,398,351","-2,047,300"
NormalizedIncome,"31,020,796.451","10,685,593.674","18,414,313.809","3,403,373.09","-1,625,973.1","-1,678,364","-4,739,937","-2,384,638.68","-2,067,544.36"
InterestIncome,,,,"1,480",,,,,
NetInterestIncome,"-783,627","-135,606","-262,181","-255,711","-130,129","-115,009","-129,853","-73,788","-18,312"
EBIT,"27,325,821","10,094,565","15,453,282","1,519,218","258,759","-1,873,958","-4,438,239","-2,559,259","-1,712,507"
EBITDA,"35,440,745"
ReconciledCostOfRevenue,"251,537,916","77,987,572","72,330,884","60,025,729","41,023,081","35,860,742","20,793,513","18,263,420","13,955,565"
ReconciledDepreciation,"7,674,901","2,201,022","1,557,252","2,019,575","1,897,052","1,597,676","1,442,211","1,369,761","1,350,024"
NetIncomeFromContinuingOperationNetMinorityInterest,"36,051,816","10,629,694","23,560,822","3,507,520","-1,646,216","-1,678,364","-4,492,175","-2,398,351","-2,047,300"
TotalUnusualItemsExcludingGoodwill,"5,203,246","-58,749","5,147,058","142,667","-27,730",,"339,400","-18,784","27,732"
TotalUnusualItems,"5,203,246","-58,749","5,147,058","142,667","-27,730",,"339,400","-18,784","27,732"
NormalizedEBITDA,"30,237,499","12,354,336","12,303,500","3,396,127","2,183,541","-276,282","-3,335,428","-1,170,713","-390,215"
TaxRateForCalcs,"0.033","0.049","0","0.27","0.27","0.27","0.27","0.27","0.27"
TaxEffectOfUnusualItems,"172,226.451","-2,849.327","549.809","38,520.09","-7,487.1","0","91,638","-5,071.68","7,487.64"
