name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,03/31/2008,03/31/2007
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000",,,,,,"157,000","118,000","297,000","411,000","0","17,000","152,000","35,000","654,000","358,000","507,000","744,000","358,000","427,000","-152,000","1,466,000","32,000"
OtherIncomeExpense,"1,233,000","-3,000","228,000","983,000","23,000","-88,000","-31,000","-50,000","13,000","-86,000","-41,000","-403,000","-88,000","-125,000","-70,000","-80,000","-82,000","-60,000","-12,000","-68,000","-34,000","22,000","-55,000","7,000","-49,000","3,000","-21,000","-26,000","-96,000","-25,000","-51,000","-57,000","-8,000","-118,000","-17,000","-22,000","-183,000","-85,000","-28,000","-45,000",,,,,,,,,,,,"0",,,,,
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,"-68,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,"-68,000",,,,,,,,,,,,,,,"302,000",,,,,"-45,000",,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-302,000",,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,233,000","-3,000","228,000","983,000","23,000","-88,000","-31,000","-50,000","13,000","-86,000","-41,000","-403,000","-88,000","-125,000","-70,000","-80,000","-82,000","-60,000","-12,000","-68,000","-34,000","22,000","-55,000","7,000","-49,000","3,000","-21,000","-26,000","-96,000","-25,000","-51,000","-57,000","-8,000","-118,000",,"-22,000","-183,000","-85,000","-6,000",,,,,,,,,,,,,,,,,,
PretaxIncome,"-20,371,000","-8,347,000","-10,122,000","2,354,000","-4,257,000","-9,066,000","-3,912,000","-6,075,000","-6,037,000","-7,647,000","-630,000","336,000","-6,491,000","-5,133,000","-487,000","-1,987,000","-3,746,000","-4,696,000","919,000","-10,076,000","-6,322,000","-7,436,000","-5,285,000","1,437,000","2,213,000","-6,963,000","-2,247,000","5,668,000","-5,790,000","-5,550,000","403,000","-4,309,000","-8,916,000","-6,505,000","-9,860,000","-9,227,000","-12,617,000","-9,688,000","-15,712,000","-2,140,000","-5,442,000","-7,293,000","-5,123,000","-2,668,000","-5,205,000","-3,313,000","-434,000","-2,434,000","-3,859,000","-1,430,000","-5,193,000","-6,174,000","-2,817,000","-6,039,000","-6,126,000","-13,811,000","-5,046,000"
TaxProvision,"196,000","9,000","68,000","110,000","8,000","2,000","8,000","19,000","307,000","5,000","5,000","-7,000","16,000","3,000","-26,000","1,000","-11,000","-2,000","-51,000","150,000","-42,000","24,000","-25,000","0","-26,000","11,000","-194,000","274,000","-430,000","12,000","58,000","253,000","-437,000","-130,000","-46,000","35,000","-12,000","-65,000","-173,000","169,000","77,000","197,000","173,000","74,000","-165,000","158,000","60,000","298,000","87,000","-61,000","-13,000","-16,000","41,000","54,000","201,000","98,000","50,000"
NetIncomeCommonStockholders,"-20,567,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000","343,000","-6,507,000","-5,136,000","-461,000","-1,988,000","-3,735,000","-4,694,000","970,000","-10,226,000","-6,280,000","-7,460,000","-5,260,000","1,437,000","2,239,000","-6,974,000","-2,053,000","5,394,000","-5,360,000","-5,562,000","345,000","-4,562,000","-8,479,000","-6,375,000","-9,814,000","-9,262,000","-12,605,000","-9,623,000","-15,539,000","-2,309,000","-5,519,000","-7,490,000","-5,296,000","-2,742,000","-5,040,000","-3,471,000","-494,000","-2,732,000","-3,946,000","-1,369,000","-4,553,000","-6,158,000","-2,858,000","-6,093,000","-6,327,000","-13,909,000","-5,096,000"
	NetIncome,"-20,567,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000","343,000","-6,507,000","-5,136,000","-461,000","-1,988,000","-3,735,000","-4,694,000","970,000","-10,226,000","-6,280,000","-7,460,000","-5,260,000","1,437,000","2,239,000","-6,974,000","-2,053,000","5,394,000","-5,360,000","-5,562,000","345,000","-4,562,000","-8,479,000","-6,375,000","-9,814,000","-9,262,000","-12,605,000","-9,623,000","-15,539,000","-2,309,000","-5,519,000","-7,490,000","-5,296,000","-2,742,000","-5,040,000","-3,471,000","-494,000","-2,732,000","-3,946,000","-1,369,000","-5,180,000","-6,158,000","-2,858,000","-6,093,000","-6,327,000","-13,909,000","-5,096,000"
		NetIncomeIncludingNoncontrollingInterests,"-20,567,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000","343,000","-6,507,000","-5,136,000","-461,000","-1,988,000","-3,735,000","-4,694,000","970,000","-10,226,000","-6,280,000","-7,460,000","-5,260,000","1,437,000","2,239,000","-6,974,000","-2,053,000","5,394,000","-5,360,000","-5,562,000","345,000","-4,562,000","-8,479,000","-6,375,000","-9,814,000","-9,262,000","-12,605,000","-9,623,000","-15,539,000","-2,309,000","-5,519,000","-7,490,000","-5,296,000","-2,742,000","-5,040,000","-3,471,000","-494,000","-2,732,000","-3,946,000","-1,369,000","-5,180,000","-6,158,000","-2,858,000","-6,093,000","-6,327,000","-13,909,000","-5,096,000"
			NetIncomeContinuousOperations,"-20,567,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000","343,000","-6,507,000","-5,136,000","-461,000","-1,988,000","-3,735,000","-4,694,000","970,000","-10,226,000","-6,280,000","-7,460,000","-5,260,000","1,437,000","2,239,000","-6,974,000","-2,053,000","5,394,000","-5,360,000","-5,562,000","345,000","-4,562,000","-8,479,000","-6,375,000","-9,814,000","-9,262,000","-12,605,000","-9,623,000","-15,539,000","-2,309,000","-5,519,000","-7,490,000","-5,296,000","-2,742,000","-5,040,000","-3,471,000","-494,000","-2,732,000","-3,946,000","-1,369,000","-5,180,000","-6,158,000","-2,858,000","-6,093,000","-6,327,000","-13,909,000","-5,096,000"
DilutedNIAvailtoComStockholders,"-20,567,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000","343,000","-6,507,000","-5,136,000","-461,000","-1,988,000","-3,735,000","-4,694,000","970,000","-10,226,000","-6,280,000","-7,460,000","-5,260,000","1,437,000","2,239,000","-6,974,000","-2,053,000","5,394,000","-5,360,000","-5,562,000","345,000","-4,562,000","-8,479,000","-6,375,000","-9,814,000","-9,262,000","-12,605,000","-9,623,000","-15,539,000","-2,309,000","-5,519,000","-7,490,000","-5,296,000","-2,742,000","-5,040,000","-3,471,000","-494,000","-2,732,000","-3,946,000","-1,369,000","-4,553,000","-6,158,000","-2,858,000","-6,093,000","-6,327,000","-13,909,000","-5,096,000"
BasicEPS,,"-0.13","-0.16","0.03","-0.07","-0.14","-0.06","-0.1","-0.11","-0.13","-0.01","0.01","-0.12","-0.09","-0.01","-0.04","-0.07","-0.1","0.02","-0.21","-0.13","-0.18","-0.13","0.04","0.06","-0.17","-0.05","0.14","-0.14","-0.14","0.01","-0.12","-0.22","-0.17","-0.26","-0.24","-0.33","-0.25","-0.41","-0.06","-0.15","-0.21",,"-0.08","-0.14","-0.1",,"-0.08","-0.15","-0.5",,"-2.35","-1.09","-2.35",,"-5.125","-1.878"
DilutedEPS,,"-0.13","-0.16","0.03","-0.07","-0.14","-0.06","-0.1","-0.11","-0.13","-0.01","0.01","-0.12","-0.09","-0.01","-0.04","-0.07","-0.1","0.02","-0.21","-0.13","-0.18","-0.13","0.03","0.05","-0.17","-0.05","0.13","-0.14","-0.14","0.01","-0.12","-0.22","-0.17","-0.26","-0.24","-0.33","-0.25","-0.41","-0.06","-0.15","-0.21",,"-0.08","-0.14","-0.1",,"-0.08","-0.15","-0.5",,"-2.35","-1.09","-2.35",,"-5.125","-1.878"
BasicAverageShares,,"65,096,000","64,914,000","64,628,000","64,434,000","64,290,000","60,483,000","59,061,000","59,000,000","58,888,000","58,620,000","58,287,000","54,954,000","54,170,000","53,973,000","53,597,000","52,787,000","48,385,000","48,187,000","48,147,000","47,232,000","41,250,000","41,002,000","40,940,000","40,495,000","40,072,000","39,840,000","39,767,000","39,301,000","38,779,000","38,641,000","38,450,000","37,980,000","38,506,000","38,329,000","38,102,000","38,060,000","37,842,000","37,581,000","37,116,000","36,296,000","36,057,000",,"35,919,000","35,685,000","35,116,000",,"34,200,000","26,557,000","2,714,000",,"2,624,000","2,613,000","2,594,000",,"2,714,000","2,714,000"
DilutedAverageShares,,"65,096,000","64,914,000","67,741,000","64,434,000","64,290,000","60,483,000","59,061,000","59,000,000","58,888,000","58,620,000","61,412,000","54,954,000","54,170,000","53,973,000","53,597,000","52,787,000","48,385,000","50,599,000","48,147,000","47,232,000","41,250,000","41,002,000","42,134,000","41,568,000","40,072,000","39,840,000","40,970,000","39,301,000","38,779,000","39,592,000","38,450,000","37,980,000","38,506,000","38,329,000","38,102,000","38,060,000","37,842,000","37,581,000","37,116,000","36,296,000","36,057,000",,"35,919,000","35,685,000","35,116,000",,"34,200,000","26,557,000","2,714,000",,"2,624,000","2,613,000","2,594,000",,"2,714,000","2,714,000"
TotalOperatingIncomeAsReported,"-21,928,000","-8,386,000","-10,385,000","1,330,000","-4,486,000","-9,155,000","-3,924,000","-6,064,000","-6,107,000","-7,827,000","-947,000","259,000","-6,623,000","-5,239,000","-644,000","-2,106,000","-3,838,000","-4,707,000","880,000","-10,036,000","-6,337,000","-7,476,000","-5,250,000","1,418,000","2,249,000","-6,981,000","-2,233,000","5,690,000","-5,698,000","-5,529,000","451,000","-4,255,000","-8,911,000","-6,396,000","-9,851,000","-9,214,000","-12,450,000","-9,630,000","-15,748,000","-2,156,000","-5,359,000","-7,250,000","-4,904,000","-2,333,000","-5,292,000","-3,379,000","-313,000","-2,460,000","-3,251,000","-1,100,000","-4,725,000","-5,494,000","-2,504,000","-5,643,000","-6,381,000","-13,106,000","-5,446,000"
TotalExpenses,"143,990,000","43,726,000","34,886,000","35,439,000","29,939,000","27,187,000","24,957,000","24,449,000","21,074,000","22,497,000","19,597,000","21,647,000","18,942,000","20,822,000","16,712,000","19,052,000","17,376,000","18,749,000","20,843,000","20,020,000","16,684,000","15,447,000","15,219,000","13,452,000","13,753,000","14,977,000","13,819,000","11,711,000","11,716,000","12,327,000","13,740,000","11,727,000","15,481,000","13,470,000","19,376,000","13,157,000","19,424,000","21,111,000","23,660,000","28,497,000","28,268,000","38,386,000","38,397,000","35,615,000","31,347,000","34,413,000","30,124,000","29,573,000","27,731,000","26,800,000","28,963,000","25,556,000","21,702,000","25,053,000","24,979,000","21,480,000","10,150,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-20,567,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000","343,000","-6,507,000","-5,136,000","-461,000","-1,988,000","-3,735,000","-4,694,000","970,000","-10,226,000","-6,280,000","-7,460,000","-5,260,000","1,437,000","2,239,000","-6,974,000","-2,053,000","5,394,000","-5,360,000","-5,562,000","345,000","-4,562,000","-8,479,000","-6,375,000","-9,814,000","-9,262,000","-12,605,000","-9,623,000","-15,539,000","-2,309,000","-5,519,000","-7,490,000","-5,296,000","-2,742,000","-5,040,000","-3,471,000","-494,000","-2,732,000","-3,946,000","-1,369,000","-5,180,000","-6,158,000","-2,858,000","-6,093,000","-6,327,000","-13,909,000","-5,096,000"
NormalizedIncome,"-20,567,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000","343,000","-6,507,000","-5,136,000","-461,000","-1,988,000","-3,735,000","-4,694,000","970,000","-10,226,000","-6,280,000","-7,460,000","-5,260,000","1,437,000","2,239,000","-6,974,000","-2,053,000","5,394,000","-5,360,000","-5,562,000","345,000","-4,562,000","-8,479,000","-6,375,000","-9,814,000","-9,262,000","-12,605,000","-9,623,000","-15,511,308.299","-2,279,750","-5,519,000","-7,490,000","-5,296,000","-2,742,000","-5,040,000","-3,471,000","-494,000","-2,732,000","-3,946,000","-1,369,000","-5,180,000","-6,158,000","-2,858,000","-6,093,000","-6,327,000","-13,909,000","-5,096,000"
InterestIncome,"324,000","42,000","35,000","41,000","206,000","177,000","43,000","39,000","57,000","266,000","358,000","480,000","220,000","231,000","227,000","199,000","174,000","71,000","51,000","28,000","49,000","18,000","20,000","12,000","13,000","15,000","7,000","4,000","4,000","4,000","3,000","3,000","3,000","9,000","7,000","9,000","16,000","27,000","42,000","61,000","74,000","75,000","78,000","76,000","87,000","49,000","31,000","61,000","46,000","28,000","39,000","64,000","45,000","31,000","103,000","761,000","368,000"
InterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000",,,,,,"157,000","118,000","297,000","411,000","0","17,000","152,000","35,000","654,000","358,000","507,000","744,000","358,000","427,000","-152,000","1,466,000","32,000"
NetInterestIncome,"324,000","42,000","35,000","41,000","206,000","177,000","43,000","39,000","57,000","266,000","358,000","480,000","220,000","231,000","227,000","199,000","174,000","71,000","51,000","28,000","49,000","18,000","20,000","12,000","13,000","15,000","7,000","4,000","4,000","4,000","3,000","3,000","3,000","9,000","8,000","9,000","16,000","27,000","64,000","61,000","-83,000","-43,000","-219,000","-335,000","87,000","32,000","-121,000","26,000","-608,000","-330,000","-468,000","-680,000","-313,000","-396,000","255,000","-705,000","336,000"
EBIT,"-21,928,000","-8,386,000","-10,385,000","1,330,000","-4,486,000","-9,155,000","-3,924,000","-6,064,000","-6,107,000","-7,827,000","-947,000","259,000","-6,623,000","-5,239,000","-644,000","-2,106,000","-3,838,000","-4,707,000","880,000","-10,036,000","-6,337,000","-7,476,000","-5,250,000","1,418,000","2,249,000","-6,981,000","-2,233,000","5,690,000","-5,698,000","-5,529,000","451,000","-4,255,000","-8,911,000","-6,396,000","-10,082,000","-9,214,000","-12,450,000","-9,630,000","-15,822,000","-2,156,000","-5,285,000","-7,175,000","-4,826,000","-2,257,000","-5,205,000","-3,296,000","-282,000","-2,399,000","-3,205,000","-1,072,000","-4,686,000","-5,430,000","-2,459,000","-5,612,000","-6,278,000","-12,345,000","-5,014,000"
EBITDA,"-14,874,000"
ReconciledCostOfRevenue,"26,512,000","8,521,000","6,806,000","6,867,000","4,318,000","4,218,000","5,860,000","3,642,000","1,699,000","2,541,000","3,402,000","5,067,000","2,772,000","4,391,000","2,392,000","3,791,000","2,611,000","3,825,000","3,559,000","3,976,000","3,790,000","3,002,000","2,287,000","2,756,000","2,221,000","2,489,000","2,577,000","1,302,000","1,250,000","1,456,000","3,547,000","1,532,000","2,123,000","2,524,000","4,764,000","494,000","3,631,000","5,665,000","5,779,000","6,397,000","5,829,000","12,642,000","13,068,000","9,958,000","7,106,000","11,650,000","8,126,000","8,563,000","6,075,000","5,218,000","4,792,000","4,618,000","3,412,000","3,856,000","5,266,000","2,887,000","1,351,000"
ReconciledDepreciation,"7,054,000","2,415,000","1,824,000","1,439,000","1,376,000","1,308,000","1,187,000","1,131,000","1,106,000","1,130,000","1,208,000","1,170,000","1,101,000","1,078,000","335,000","309,000","265,000","238,000","247,000","241,000","228,000","326,000","650,000","1,285,000","1,302,000","1,309,000","1,309,000","1,333,000","1,365,000","1,402,000","1,475,000","1,445,000","1,905,000","1,860,000","2,480,000","2,610,000","2,586,000","2,642,000","2,930,000","3,137,000","3,231,000","3,119,000","3,006,000","2,847,000","2,782,000","2,836,000","2,609,000","1,960,000","1,902,000","1,838,000","1,698,000","1,623,000","1,463,000","1,345,000","1,214,000","1,044,000","566,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-20,567,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000","343,000","-6,507,000","-5,136,000","-461,000","-1,988,000","-3,735,000","-4,694,000","970,000","-10,226,000","-6,280,000","-7,460,000","-5,260,000","1,437,000","2,239,000","-6,974,000","-2,053,000","5,394,000","-5,360,000","-5,562,000","345,000","-4,562,000","-8,479,000","-6,375,000","-9,814,000","-9,262,000","-12,605,000","-9,623,000","-15,539,000","-2,309,000","-5,519,000","-7,490,000","-5,296,000","-2,742,000","-5,040,000","-3,471,000","-494,000","-2,732,000","-3,946,000","-1,369,000","-5,180,000","-6,158,000","-2,858,000","-6,093,000","-6,327,000","-13,909,000","-5,096,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,"-68,000",,,,,,,,,,,,,,,"302,000",,,,"-28,000","-45,000",,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,"-68,000",,,,,,,,,,,,,,,"302,000",,,,"-28,000","-45,000",,,,,,,,,,,,,,,,,
NormalizedEBITDA,"-14,874,000","-5,971,000","-8,561,000","2,769,000","-3,110,000","-7,847,000","-2,737,000","-4,933,000","-5,001,000","-6,697,000","261,000","1,429,000","-5,522,000","-4,161,000","-309,000","-1,797,000","-3,573,000","-4,469,000","1,127,000","-9,795,000","-6,109,000","-7,150,000","-4,600,000","2,703,000","3,551,000","-5,672,000","-924,000","7,023,000","-4,333,000","-4,127,000","1,926,000","-2,810,000","-7,006,000","-4,536,000","-7,602,000","-6,604,000","-9,864,000","-6,988,000","-12,864,000","1,026,000","-2,054,000","-4,056,000","-1,820,000","590,000","-2,423,000","-460,000","2,327,000","-439,000","-1,303,000","766,000","-2,988,000","-3,807,000","-996,000","-4,267,000","-5,064,000","-11,301,000","-4,448,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.047","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.053","0.27","0.003","0","0.4","0.4","0.007","0.4","0.005","0","0.4","0.4","0.086","0.048","0.074","0.4","0.144","0.35","0.049","0.02","0.005","0.35","0.001","0.007","0.011","0.35","0.35","0.35","0.35","0.35","0.032","0.35","0.35","0.35","0.35","0.043","0.003","0.003","0.35","0.35","0.35","0.35","0.35"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-308.299","-15,750","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
