name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,09/30/1990
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,"-9,046,000",,,,"-5,613,000",,,,"-5,165,000",,,,"-3,201,000",,,,"-2,561,000",,,,"-2,026,000",,,,"-4,253,000","-5,355,000","-6,017,000","-8,088,000","-6,072,000","-3,608,000","-3,116,000","-2,685,000","-2,489,000","-3,060,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,"32,411,000","35,724,000","32,657,000","25,190,000","32,355,000","20,960,000","18,809,000","21,947,000","24,855,000","29,751,000","59,853,000","55,547,000","76,525,000","44,378,000","46,847,000","44,258,000","48,257,000","55,750,000","55,505,000","54,596,000","56,091,000","51,463,000","48,397,000","48,550,000","46,732,000","36,344,000","33,004,000","28,089,000","26,496,000","18,544,000","18,241,000","19,142,000","18,277,000","18,352,000","20,178,000","22,867,000","17,267,000","17,700,000","28,858,000","22,369,000","25,545,000","21,477,000","28,696,000","31,358,000","18,425,000","26,568,000","36,294,000","41,806,000","51,191,000","44,091,000","47,651,000","49,534,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"35,589,000",,,,"50,932,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,072,000",,,,,,,,,,,,,,,,"49,859,000","51,233,000","42,724,000","40,684,000","42,525,000","43,665,000","41,539,000","41,487,000","42,538,000","46,254,000","48,223,000","48,224,000","48,370,000","46,522,000","46,521,000","46,522,000","46,583,000","49,223,000","49,328,000","71,471,000","72,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,"-30,680,000",,,,"-28,564,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,072,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"213,532,000","212,919,000","229,023,000","241,103,000","230,068,000","230,907,000","192,333,000","159,813,000","166,437,000","148,057,000","141,518,000","155,108,000","166,329,000","137,559,000","122,407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"417,201,000","423,782,000","397,617,000","379,136,000","356,872,000","329,233,000","308,167,000","316,831,000","284,278,000","281,991,000","290,052,000","288,616,000","259,849,000","249,927,000","67,533,000","178,638,000","184,104,000","182,823,000","134,836,000","125,126,000","121,169,000","131,106,000","104,659,000","93,649,000","95,802,000","91,278,000","71,446,000","84,510,000","86,837,000","92,315,000","54,301,000","55,113,000","66,406,000","68,487,000","59,175,000","62,975,000","78,933,000","81,689,000","55,627,000","37,175,000","50,631,000","51,359,000","46,776,000","53,548,000","54,465,000","54,249,000","36,202,000","38,977,000","45,263,000","47,594,000","43,820,000",,,,"40,156,000","60,814,000","57,337,000","52,187,000","53,496,000","51,348,000","32,982,000","50,319,000","44,304,000","23,118,000","23,173,000","24,808,000","16,924,000","20,607,000","32,756,000","27,710,000","29,562,000","30,081,000","33,336,000","29,419,000","19,302,000","17,968,000","22,202,000","27,795,000","24,509,000","54,973,000","30,919,000","30,943,000","19,413,000","98,557,000","95,301,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,994,000","75,939,000","81,303,000","95,800,000","111,449,000","99,217,000","99,385,000","93,409,000","92,058,000","77,509,000","74,558,000","74,644,000","74,712,000","64,131,000","61,144,000","58,670,000","58,536,000","73,604,000","72,930,000","72,377,000","73,465,000","72,022,000","70,229,000","74,285,000","73,453,000","136,073,000","131,290,000","136,533,000","133,609,000","121,424,000","127,345,000","126,262,000","123,165,000","112,445,000","112,189,000","111,399,000","112,342,000","89,704,000","196,176,000","197,110,000","195,501,000","126,587,000","127,721,000","127,629,000","125,601,000","243,106,000","249,766,000","271,739,000","248,425,000","286,146,000","270,058,000","288,920,000","282,867,000","169,208,000","152,486,000","152,134,000","149,239,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,994,000","75,939,000","81,303,000","95,800,000","111,449,000","99,217,000","99,385,000","93,409,000","92,058,000","77,509,000","74,558,000","74,644,000","74,712,000","64,131,000","61,144,000","58,670,000","58,536,000","73,604,000","72,930,000","72,377,000","73,465,000","72,022,000","70,229,000","74,285,000","73,453,000","136,073,000","131,290,000","136,533,000","133,609,000","121,424,000","127,345,000","126,262,000","123,165,000","112,445,000","112,189,000","111,399,000","112,342,000","89,704,000","196,176,000","197,110,000","195,501,000","126,587,000","127,721,000","127,629,000","125,601,000","243,106,000","249,766,000","271,739,000","248,425,000","286,146,000","270,058,000","288,920,000","282,867,000","169,208,000","152,486,000","152,134,000","149,239,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,494,000","50,094,000","42,936,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,352,000","102,433,000","47,281,000","61,282,000","66,500,000","54,600,000","537,000,000","612,600,000","607,900,000","482,600,000","461,300,000","441,800,000","376,900,000","319,900,000","287,200,000","286,300,000","221,900,000","222,600,000","235,800,000","159,400,000","130,500,000","128,400,000","146,500,000","137,300,000","46,400,000","52,700,000","51,400,000","67,300,000","57,700,000","47,800,000","31,400,000","27,700,000","24,300,000","25,400,000","23,200,000","11,500,000","2,000,000","1,700,000","2,700,000"
	TotalNonCurrentAssets,"6,136,135,000","5,953,849,000","5,943,919,000","5,721,930,000","5,649,765,000","5,615,114,000","5,480,845,000","5,477,235,000","5,361,711,000","5,251,474,000","4,666,243,000","4,535,763,000","4,550,340,000","4,546,856,000","4,602,177,000","4,329,632,000","4,328,885,000","4,385,203,000","3,713,821,000","3,784,307,000","3,784,546,000","3,780,211,000","3,523,427,000","3,556,751,000","3,562,066,000","3,546,995,000","3,481,938,000","3,326,435,000","3,211,192,000","3,246,076,000","3,270,764,000","3,230,146,000","3,232,265,000","2,871,291,000","2,910,958,000","2,958,388,000","2,992,519,000","3,020,764,000","3,007,000,000","2,575,569,000","2,570,941,000","2,009,350,000","2,029,279,000","2,006,342,000","2,002,847,000","2,019,011,000","2,038,786,000","1,618,675,000","1,625,442,000","1,511,244,000","1,475,054,000","1,428,787,000","1,401,054,000","1,415,291,000","1,420,188,000","1,404,686,000","1,213,262,000","1,243,369,000","1,289,798,000","1,248,579,000","1,229,907,000","1,251,773,000","1,263,332,000","1,284,156,000","1,191,323,000","1,201,607,000","1,193,997,000","1,320,660,000","1,236,170,000","1,252,730,000","1,179,154,000","1,056,795,000","1,072,175,000","1,046,628,000","1,068,147,000","1,095,241,000","1,133,987,000","1,010,467,000","1,049,399,000","1,255,459,000","329,191,000","346,650,000","337,525,000","354,881,000","362,135,000","382,090,000","366,472,000","351,868,000","309,747,000","303,500,000","259,200,000","260,800,000","229,100,000","192,000,000","178,000,000","157,800,000","182,100,000","162,000,000","143,600,000","119,200,000","103,700,000","106,000,000","91,400,000","79,700,000","47,100,000","39,000,000","35,100,000","33,400,000","30,700,000","28,800,000","28,400,000","27,200,000","25,700,000","21,300,000","20,900,000","19,900,000","20,600,000","18,500,000","18,100,000","10,400,000","10,100,000","13,100,000","13,200,000","4,300,000"
		NetPPE,"1,076,749,000","959,047,000","965,649,000","964,028,000","984,200,000","948,740,000","949,636,000","956,773,000","933,190,000","917,664,000","429,532,000","372,566,000","344,176,000","317,896,000","309,310,000","290,446,000","283,782,000","284,441,000","266,014,000","262,025,000","259,476,000","256,811,000","257,035,000","258,794,000","258,856,000","261,235,000","263,077,000","260,667,000","258,199,000","256,092,000","249,098,000","216,010,000","202,860,000","197,335,000","197,600,000","194,198,000","195,315,000","193,051,000","191,243,000","165,909,000","157,792,000","157,219,000","159,517,000","159,059,000","150,370,000","149,554,000","148,580,000","139,102,000","140,630,000","143,371,000","146,910,000","144,928,000","136,799,000","141,152,000","145,087,000","130,511,000","127,223,000","128,578,000","131,866,000","128,739,000","141,044,000","139,585,000","140,660,000","164,278,000","166,805,000","165,116,000","170,195,000","174,918,000","175,625,000","173,532,000","178,155,000","180,081,000","182,041,000","186,530,000","184,313,000","180,745,000","180,122,000","182,454,000","185,040,000","185,872,000","194,225,000","198,091,000","192,304,000","173,661,000","166,419,000","162,558,000","157,243,000","146,211,000","141,302,000","136,600,000","126,200,000","123,800,000","119,100,000","107,900,000","99,900,000","88,000,000","88,400,000","86,500,000","76,700,000","63,600,000","59,500,000","55,900,000","51,500,000","45,200,000","40,600,000","32,700,000","28,700,000","25,500,000","22,300,000","20,300,000","19,300,000","17,800,000","16,500,000","13,600,000","13,000,000","11,400,000","10,800,000","9,300,000","8,800,000","7,900,000","7,400,000","6,900,000","6,900,000","3,900,000"
			GrossPPE,"1,076,749,000","959,047,000","1,769,996,000","964,028,000","984,200,000","948,740,000","1,719,166,000","956,773,000","933,190,000","917,664,000","1,112,880,000",,,,"935,988,000",,,,"838,049,000",,,,"763,079,000",,,,"717,132,000",,,,"686,838,000",,,,"589,712,000",,,,"541,350,000",,,,"472,976,000",,,,"445,959,000",,,,"406,490,000",,,,"476,787,000","441,288,000","438,000,000","439,355,000","442,643,000","511,043,000","523,348,000","521,889,000","522,964,000","511,064,000","513,591,000","511,902,000","516,981,000","497,706,000","498,413,000","496,320,000","500,943,000","471,523,000","473,483,000","477,972,000","475,755,000","427,761,000","427,138,000","429,470,000","432,056,000","396,012,000","404,365,000","408,231,000","402,444,000","349,358,000","342,116,000","338,255,000","332,940,000","312,616,000","296,501,000","282,300,000","259,200,000","246,900,000","233,800,000","213,400,000","173,300,000","182,600,000","178,100,000","169,700,000","121,000,000","104,600,000","100,500,000","96,900,000","92,500,000","76,000,000","71,400,000","63,500,000","59,500,000","49,500,000","46,300,000","44,300,000","43,300,000","28,700,000","27,400,000","24,500,000","23,900,000","19,000,000","18,400,000","16,900,000","16,400,000","11,700,000","11,200,000","11,800,000","10,700,000","5,500,000"
				Properties,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,"19,965,000",,,,"19,965,000",,,,"18,849,000",,,,"18,849,000",,,,"20,414,000",,,,"20,414,000",,,,"20,414,000",,,,"20,414,000",,,,"20,414,000",,,,"20,414,000",,,,"20,414,000",,,,"20,414,000",,,,"21,977,000",,,,"20,414,000",,,,"13,414,000",,,,"20,414,000",,,,"42,754,000",,,,"42,754,000",,,,"42,754,000",,,,"42,754,000",,,,"50,153,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,"134,931,000",,,,"129,746,000",,,,"68,708,000",,,,"68,522,000",,,,"68,877,000",,,,"68,194,000",,,,"67,943,000",,,,"68,871,000",,,,"69,352,000",,,,"70,237,000",,,,"53,926,000",,,,"55,447,000",,,,"59,842,000",,,,"124,919,000",,,,"111,502,000",,,,"98,016,000",,,,"93,038,000",,,,"92,449,000",,,,"88,387,000",,,,"83,617,000",,,,"35,775,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,"885,785,000",,,,"860,807,000",,,,"751,338,000",,,,"665,187,000",,,,"595,139,000",,,,"537,698,000",,,,"486,500,000",,,,"461,040,000",,,,"403,612,000",,,,"358,588,000",,,,"312,652,000",,,,"282,693,000",,,,"251,658,000",,,,"331,454,000",,,,"317,727,000",,,,"404,534,000",,,,"381,189,000",,,,"365,740,000",,,,"344,614,000",,,,"305,685,000",,,,"316,516,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"1,076,749,000","959,047,000","493,251,000","964,028,000","984,200,000","948,740,000","465,818,000","956,773,000","933,190,000","917,664,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
