name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
	OtherunderPreferredStockDividend,"3,799,000","3,747,000","-46,000",,,"3,409,000","550,000","382,000","45,000","-432,000","317,000","5,187,000","365,000","202,000","811,000","2,307,000",,"203,000",,,,,"863,000","920,000","669,000","546,000","623,000","442,000","481,000","445,000","391,000","359,000","160,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"86,083,000","43,345,000","4,024,000","21,443,000","17,323,000","7,825,000","17,706,000","12,084,000","-21,936,000","-9,694,000","10,415,000","-22,722,000","11,909,000","2,527,000","5,919,000","3,819,000","9,667,000","3,242,000","5,067,000","11,837,000","7,144,000","12,088,000","27,288,000","29,905,000","20,745,000","14,566,000","15,385,000","11,054,000","12,600,000","11,219,000","8,913,000","9,957,000","7,051,000","-153,000","2,370,000","-9,480,000","4,363,000","641,000","-3,502,000","9,215,000","-1,053,000","-23,000","-6,010,000","506,000","1,549,000","693,000","1,169,000","2,781,000","-2,708,000","625,000","-852,000","1,244,000","434,000","-2,828,000","-1,343,000","1,444,000","-1,796,000","1,166,000","840,000","283,000","800,000","1,038,000","1,225,000","1,255,000","1,122,000","1,112,000","1,233,000","1,354,000","1,071,000","1,149,000","1,092,000","1,357,000","1,431,000","1,195,000","1,129,000","970,000","1,046,000","957,000","750,000","712,000","710,000"
BasicEPS,,"0.69","0.07","0.42","0.34","0.16","0.35","0.24","-0.44","-0.19","0.21","-0.45","0.23","0.05","0.13","0.07","0.19","0.06","0.12","0.23","0.14","0.23","0.55","0.6","0.44","0.36","0.4","0.29","0.33","0.3","0.25","0.31","0.27","-0.01","0.13","-0.53","0.36","0.05","-0.3","0.79","-0.09","0",,"0.04","0.16","0.07",,"0.66","-0.65","0.15",,"0.3","0.1","-0.68",,"0.35","-0.43","0.28",,"0.07","0.19","0.25",,"0.31","0.28","0.27",,"0.33","0.26","0.27",,"0.32","0.34","0.26",,"0.2","0.21","0.19",,"0.07","0.134"
DilutedEPS,,"0.69","0.07","0.42","0.34","0.15","0.35","0.24","-0.44","-0.19","0.2","-0.45","0.23","0.05","0.13","0.07","0.18","0.06","0.12","0.23","0.14","0.23","0.54","0.59","0.43","0.36","0.39","0.29","0.32","0.29","0.25","0.31","0.27","-0.01","0.12","-0.53","0.36","0.05","-0.3","0.79","-0.09","0",,"0.04","0.16","0.07",,"0.66","-0.65","0.15",,"0.3","0.1","-0.68",,"0.35","-0.43","0.28",,"0.07","0.19","0.25",,"0.3","0.27","0.27",,"0.32","0.25","0.26",,"0.32","0.33","0.26",,"0.2","0.21","0.19",,"0.07","0.134"
BasicAverageShares,,"62,606,450","60,401,366","50,716,680","50,650,186","50,350,897","50,125,462","50,108,655","50,030,919","50,464,777","50,699,915","50,882,227","50,857,137","50,199,401","50,651,805","50,656,076","50,593,429","50,590,545","50,532,544","50,362,314","50,289,590","52,556,522","51,183,636","51,375,000","48,668,182","41,977,778","40,020,000","39,641,379","39,639,394","38,880,000","37,216,000","33,277,419","26,707,407","15,300,000","18,230,769","17,886,792","12,119,444","12,820,000","11,673,333","11,664,557","11,675,487","11,664,797",,"11,542,752","9,753,153","9,661,447",,"4,202,533","4,191,665","4,181,073",,"4,162,914","4,152,627","4,142,414",,"4,150,217","4,151,151","4,164,286",,"4,042,857","4,210,526","4,152,000",,"4,048,387","4,007,143","4,118,519",,"4,103,030","4,119,231","4,255,556",,"4,240,625","4,208,824","4,596,154",,"4,850,000","4,980,952","5,036,842",,"5,290,000","5,290,000"
DilutedAverageShares,,"62,906,003","60,690,046","50,909,317","50,892,202","50,750,522","50,335,271","50,190,933","50,030,919","50,464,777","50,927,978","50,882,227","50,964,956","50,369,400","50,812,874","50,899,464","50,919,091","50,925,530","50,943,165","50,933,358","50,942,324","52,556,522","52,131,481","52,245,763","49,800,000","41,977,778","41,046,154","39,641,379","40,878,125","40,220,690","37,216,000","33,277,419","26,707,407","15,300,000","19,750,000","17,886,792","12,119,444","12,820,000","11,673,333","11,664,557","11,675,498","11,665,403",,"11,544,142","9,785,203","9,665,273",,"4,202,533","4,191,665","4,181,073",,"4,162,914","4,152,627","4,142,414",,"4,150,217","4,151,151","4,164,286",,"4,042,857","4,210,526","4,152,000",,"4,183,333","4,155,556","4,118,519",,"4,231,250","4,284,000","4,419,231",,"4,240,625","4,336,364","4,596,154",,"4,885,366","4,980,952","5,036,842",,"5,290,000","5,290,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"96,483,000","48,512,000","5,751,000","23,170,000","19,050,000","14,375,000","21,703,000","15,913,000","-18,449,000","-6,593,000","14,272,000","-14,132,000","16,582,000","7,037,000","11,038,000","11,096,000","14,780,000","8,558,000","11,302,000","16,949,000","12,257,000","17,201,000","33,264,000","35,937,000","26,528,000","19,687,000","19,038,000","14,536,000","15,924,000","12,574,000","10,214,000","11,226,000","8,121,000","757,000","3,321,000","-8,534,000","4,363,000","929,000","-3,185,000","9,543,000","-739,000","377,000","-5,614,000","644,000","1,549,000","693,000","1,376,000","3,032,000","-2,457,000","875,000","-601,000","1,495,000","685,000","-2,578,000","-1,343,000","1,444,000","-1,796,000","1,166,000","840,000","283,000","800,000","1,038,000","1,225,000","1,255,000","1,122,000","1,112,000","1,233,000","1,354,000","1,071,000","1,149,000","1,092,000","1,357,000","1,431,000","1,195,000","1,129,000","970,000","1,046,000","957,000","750,000","712,000","710,000"
NormalizedIncome,"107,466,494.386","48,512,000","14,853,258.402","23,898,000","19,570,800","14,978,400","21,703,000","15,913,000","2,350,513","-6,593,000","15,630,442.428","-14,132,000","16,456,548","9,052,195","10,618,042.761","10,830,040","17,520,268","8,749,350","10,826,200","18,108,000","15,187,200","12,749,800","31,516,867.351","35,937,000","24,311,600","19,664,800","18,937,787.057","14,545,776","10,123,800","12,577,000","9,926,700","11,226,000","8,121,000","757,000","-4,647,350","-7,683,917","4,336,915","908,000","-3,185,000","9,543,000","-739,000","377,000","-5,614,000","644,000","1,549,000","932,981.013","1,376,000","3,032,000","-2,327,561.83","1,144,448.947","-329,300","1,816,720.945","685,000","-2,578,000","-1,343,000","1,444,000","-1,796,000","1,166,000","840,000","283,000","800,000","1,038,000","1,225,000","1,255,000","1,122,000","1,112,000","1,233,000","1,354,000","1,071,000","1,149,000","1,092,000","1,357,000","1,431,000","1,195,000","1,129,000","970,000","1,046,000","957,000","750,000","712,000","710,000"
InterestIncome,"307,310,000","84,269,000","81,573,000","71,791,000","69,677,000","68,618,000","73,530,000","69,666,000","72,697,000","74,714,000","83,702,000","92,657,000","104,040,000","110,712,000","111,130,000","107,774,000","105,185,000","98,707,000","97,157,000","96,751,000","96,440,000","98,842,000","103,857,000","102,235,000","93,136,000","83,191,000","73,411,000","65,508,000","62,818,000","60,082,000","54,380,000","46,015,000","43,070,000","42,454,000","40,395,000","33,353,000","26,522,000","19,035,000","17,479,000","16,636,000","10,298,000","10,265,000","8,761,000","8,774,000","8,515,000","8,910,000","9,735,000","10,574,000","9,925,000","10,495,000","10,978,000","11,490,000","12,062,000","12,048,000","11,682,000","11,645,000","11,230,000","11,339,000","11,214,000","11,262,000","11,297,000","11,938,000","11,903,000","12,012,000","11,290,000","10,309,000","9,609,000","9,176,000","8,581,000","8,285,000","8,135,000","8,028,000","7,827,000","7,743,000","7,578,000","6,950,000","6,861,000","6,332,000","5,887,000","5,691,000","5,332,000"
InterestExpense,"35,007,000","7,828,000","8,534,000","8,815,000","9,830,000","10,702,000","11,967,000","13,811,000","17,382,000","22,853,000","27,042,000","33,742,000","39,260,000","42,904,000","40,448,000","36,582,000","32,421,000","27,269,000","23,984,000","21,715,000","20,940,000","18,361,000","16,799,000","15,274,000","13,603,000","13,823,000","12,133,000","10,965,000","10,740,000","8,783,000","8,749,000","8,463,000","8,059,000","7,591,000","7,454,000","6,903,000","5,116,000","3,809,000","2,769,000","2,314,000","1,947,000","1,449,000","1,330,000","1,339,000","1,574,000","1,794,000","2,145,000","2,499,000","2,965,000","3,179,000","3,742,000","4,248,000","4,816,000","5,170,000","5,623,000","5,661,000","5,523,000","6,214,000","6,944,000","7,303,000","7,151,000","7,449,000","7,513,000","7,367,000","6,505,000","5,560,000","4,920,000","4,462,000","3,849,000","3,472,000","3,175,000","2,919,000","2,726,000","2,606,000","2,546,000","2,386,000","2,200,000","2,027,000","1,857,000","2,227,000","2,037,000"
NetInterestIncome,"272,303,000","76,441,000","73,039,000","62,976,000","59,847,000","57,916,000","61,563,000","55,855,000","55,315,000","51,861,000","56,660,000","58,915,000","64,780,000","67,808,000","70,682,000","71,192,000","72,764,000","71,438,000","73,173,000","75,036,000","75,500,000","80,481,000","87,058,000","86,961,000","79,533,000","69,368,000","61,278,000","54,543,000","52,078,000","51,299,000","45,631,000","37,552,000","35,011,000","34,863,000","32,941,000","26,450,000","21,406,000","15,226,000","14,710,000","14,322,000","8,351,000","8,816,000","7,431,000","7,435,000","6,941,000","7,116,000","7,590,000","8,075,000","6,960,000","7,316,000","7,236,000","7,242,000","7,246,000","6,878,000","6,059,000","5,984,000","5,707,000","5,125,000","4,270,000","3,959,000","4,146,000","4,489,000","4,390,000","4,645,000","4,785,000","4,749,000","4,689,000","4,714,000","4,732,000","4,813,000","4,960,000","5,109,000","5,101,000","5,137,000","5,032,000","4,564,000","4,661,000","4,305,000","4,030,000","3,464,000","3,295,000"
ReconciledDepreciation,"20,810,000","4,423,000","8,294,000","3,955,000","4,138,000","4,167,000","4,226,000","4,327,000","4,310,000","4,953,000","9,081,000","3,010,000","3,228,000","3,303,000","3,461,000","3,542,000","3,464,000","3,418,000","3,745,000","4,042,000","4,152,000","4,414,000","4,198,000","4,025,000","4,156,000","4,152,000","3,900,000","3,627,000","3,737,000","3,726,000","3,290,000","2,490,000","2,632,000","2,501,000","2,442,000","2,248,000","1,154,000","1,090,000","1,046,000","829,000","315,000","220,000","199,000","168,000","153,000","130,000","107,000","93,000","93,000","97,000","112,000","111,000","114,000","109,000","110,000","162,000","119,000","56,000","114,000","111,000","111,000","98,000","104,000","106,000","112,000","119,000","145,000","122,000","111,000","130,000","118,000","120,000","100,000","164,000","138,000","191,000","138,000","168,000","143,000","217,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"96,483,000","48,512,000","5,751,000","23,170,000","19,050,000","14,375,000","21,703,000","15,913,000","-18,449,000","-6,593,000","14,272,000","-14,132,000","16,582,000","7,037,000","10,791,000","10,428,000","13,854,000","7,074,000","10,852,000","18,108,000","15,138,000","9,376,000","33,264,000","35,937,000","26,528,000","19,687,000","19,038,000","14,536,000","15,924,000","12,574,000","10,214,000","11,226,000","8,121,000","757,000","3,321,000","-8,534,000","4,363,000","929,000","-3,185,000","9,543,000","-739,000","377,000","-5,614,000","644,000","1,549,000","693,000","1,376,000","3,032,000","-2,457,000","875,000","-601,000","1,495,000","685,000","-2,578,000","-1,343,000","1,444,000","-1,796,000","1,166,000","840,000","283,000","800,000","1,038,000","1,225,000","1,255,000","1,122,000","1,112,000","1,233,000","1,354,000","1,071,000","1,149,000","1,092,000","1,357,000","1,431,000","1,195,000","1,129,000","970,000","1,046,000","957,000","750,000","712,000","710,000"
TotalUnusualItemsExcludingGoodwill,"-15,169,000","0","-13,469,000","-1,000,000","-700,000","-700,000","0","0","-26,769,000","0","-1,626,000","0","158,000","-2,795,000","271,000","-529,000","-4,138,000","-2,295,000","43,000","0","-82,000","-5,623,000","1,939,000","0","3,694,000","37,000","163,000","-16,000","9,667,000","-5,000","442,000","0","0","0","12,259,000","-921,000","37,000","35,000",,,,,,,,"-383,000",,,"-167,000","-380,000","-418,000","-337,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"-15,169,000","0","-13,469,000","-1,000,000","-700,000","-700,000","0","0","-26,769,000","0","-1,626,000","0","158,000","-2,795,000","271,000","-529,000","-4,138,000","-2,295,000","43,000","0","-82,000","-5,623,000","1,939,000","0","3,694,000","37,000","163,000","-16,000","9,667,000","-5,000","442,000","0","0","0","12,259,000","-921,000","37,000","35,000",,,,,,,,"-383,000",,,"-167,000","-380,000","-418,000","-337,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.276","0.279","0.324","0.272","0.256","0.138","0.241","0.129","0.223","0.247","0.165","0.284","0.206","0.279","0.362","0.24","0.114","0.27","0.4","0.4","0.4","0.4","0.099","0.4","0.4","0.4","0.385","0.389","0.4","0.4","0.35","0.06","0.03","0.011","0.35","0.077","0.295","0.4","0.35","0.35","0.359","0.198","0.235","0.364","0.294","0.373","0.249","0.236","0.225","0.291","0.35","0.045","0.223","0.218","0.35","0.35","0.276","0.32","0.35","0.35","0.318","0.346","0.351","0.338","0.344","0.365","0.368","0.328","0.354","0.365","0.4","0.4","0.393","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-4,185,505.614","0","-4,366,741.598","-272,000","-179,200","-96,600","0","0","-5,969,487","0","-267,557.572","0","32,548","-779,805","98,042.761","-126,960","-471,732","-619,650","17,200","0","-32,800","-2,249,200","191,867.351","0","1,477,600","14,800","62,787.057","-6,224","3,866,800","-2,000","154,700","0","0","0","4,290,650","-70,917","10,915","14,000","0","0","0","0","0","0","0","-143,018.987","0","0","-37,561.83","-110,551.053","-146,300","-15,279.055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
