name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
TotalLiabilitiesNetMinorityInterest,"461,447,000","472,903,000","590,954,000","575,681,000","280,312,000","243,109,000","229,854,000","209,177,000","221,491,000","197,847,000","173,367,000","164,533,000","152,032,000","17,174,000","15,122,000","10,114,000","7,184,000","6,479,000","10,183,000","3,934,000","2,889,000","2,888,000","375,000"
	CurrentLiabilities,"155,761,000","145,644,000","157,666,000","141,303,000","142,096,000","105,359,000","92,567,000","72,367,000","85,133,000","61,991,000","39,147,000","30,865,000","18,836,000","17,174,000","15,101,000","10,083,000","7,184,000","6,438,000","9,993,000","3,934,000","2,889,000","2,888,000","375,000"
		PayablesAndAccruedExpenses,"98,960,000","92,839,000","106,444,000","99,457,000","100,430,000","71,206,000","58,244,000","46,124,000","59,897,000","41,360,000","22,948,000","18,629,000","9,175,000","8,160,000","8,233,000","4,942,000","2,585,000","2,280,000","7,033,000","1,088,000","344,000","2,612,000","375,000"
			Payables,"98,960,000","92,839,000","106,444,000","99,457,000","100,430,000","71,206,000","58,244,000","46,124,000","59,897,000","41,360,000","22,948,000","18,629,000","9,175,000","8,160,000","8,233,000","4,942,000","2,585,000","2,280,000","7,033,000","1,088,000","344,000","2,612,000","375,000"
				AccountsPayable,"52,792,000","53,992,000","70,123,000","65,535,000","68,432,000","41,141,000","31,919,000","26,016,000","42,490,000","28,385,000","13,744,000","12,406,000","4,425,000","4,401,000","5,520,000","2,908,000","551,000","1,082,000","6,508,000","563,000","344,000","2,612,000",
				DividendsPayable,"46,168,000","38,847,000","36,321,000","33,922,000","31,998,000","30,065,000","26,325,000","20,108,000","17,407,000","12,975,000","9,204,000","6,223,000","4,750,000","3,759,000","2,713,000","2,034,000","2,034,000","1,198,000","525,000","525,000",,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,"375,000"
				OtherPayable,,,,,,,,,,,,,,,"4,341,000",,,,,,,,
		CurrentDeferredLiabilities,"56,801,000","52,805,000","51,222,000","41,846,000","41,666,000","34,153,000","34,323,000","26,243,000","25,236,000","20,631,000","16,199,000","12,236,000","9,661,000","9,014,000","6,868,000","5,141,000","4,599,000","4,158,000","2,960,000","2,846,000","2,545,000",,
			CurrentDeferredRevenue,"56,801,000","52,805,000","51,222,000","41,846,000","41,666,000","34,153,000","34,323,000","26,243,000","25,236,000","20,631,000","16,199,000","12,236,000","9,661,000","9,014,000","6,868,000","5,141,000","4,599,000","4,158,000","2,960,000","2,846,000","2,545,000",,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,"276,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"305,686,000","327,259,000","433,288,000","434,378,000","138,216,000","137,750,000","137,287,000","136,810,000","136,358,000","135,856,000","134,220,000","133,668,000","133,196,000","0","21,000","31,000","0","41,000","190,000","0","0","0","0"
		LongTermDebtAndCapitalLeaseObligation,"303,536,000","326,092,000","431,880,000","431,187,000","138,216,000","137,750,000","137,287,000","136,810,000","136,358,000","135,856,000","134,158,000","133,668,000","133,196,000",,,,,,,,,,
			LongTermDebt,"303,536,000","326,092,000","431,880,000","431,187,000","137,218,000","136,693,000","136,174,000","135,661,000","135,154,000","134,654,000","134,158,000","133,668,000","133,196,000",,,,,,,,,,
			LongTermCapitalLeaseObligation,,,,,"998,000","1,057,000","1,113,000","1,149,000","1,204,000","1,202,000",,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,"41,666,000","34,153,000","34,323,000","26,243,000","25,236,000","20,631,000","16,199,000","12,236,000","9,661,000","9,014,000","6,868,000","5,141,000","4,599,000","4,158,000","2,960,000","2,846,000","2,545,000",,
			NonCurrentDeferredRevenue,,,,,"41,666,000","34,153,000","34,323,000","26,243,000","25,236,000","20,631,000","16,199,000","12,236,000","9,661,000","9,014,000","6,868,000","5,141,000","4,599,000","4,158,000","2,960,000","2,846,000","2,545,000",,
		TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,"3,201,000","2,433,000",,,,,,,,,
		OtherNonCurrentLiabilities,"2,150,000","1,167,000","1,408,000","3,191,000",,,,,,,"62,000",,,,"21,000","31,000",,"41,000","190,000",,,,
TotalEquityGrossMinorityInterest,"1,646,661,000","1,611,699,000","1,511,131,000","1,515,167,000","1,517,618,000","1,524,972,000","1,269,996,000","969,971,000","858,979,000","548,010,000","449,783,000","266,188,000","268,376,000","264,292,000","151,090,000","151,585,000","151,714,000","73,549,000","59,960,000","59,978,000","60,618,000","60,439,000","508"
	StockholdersEquity,"1,646,661,000","1,611,699,000","1,511,131,000","1,515,167,000","1,517,618,000","1,524,972,000","1,269,996,000","969,971,000","858,979,000","548,010,000","449,783,000","266,188,000","268,376,000","264,292,000","151,090,000","151,585,000","151,714,000","73,549,000","59,960,000","59,978,000","60,618,000","60,439,000","508"
		CapitalStock,"14,035,000","14,035,000","14,033,000","14,033,000","14,033,000","14,033,000","14,031,000","14,028,000","14,026,000","14,022,000","14,020,000","14,019,000","14,019,000","14,019,000","14,016,000","14,016,000","14,016,000","14,013,000","4,000","4,000","4,000","3,000","508"
			PreferredStock,"14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","0","0","0","0","0"
			CommonStock,"26,000","26,000","24,000","24,000","24,000","24,000","22,000","19,000","17,000","13,000","11,000","10,000","10,000","10,000","7,000","7,000","7,000","4,000","4,000","4,000","4,000","3,000","508"
		AdditionalPaidInCapital,"1,718,234,000","1,672,882,000","1,562,099,000","1,559,908,000","1,557,776,000","1,559,059,000","1,295,352,000","988,220,000","870,433,000","553,932,000","452,634,000","266,356,000","265,733,000","250,273,000","137,219,000","139,546,000","141,217,000","64,000,000","65,027,000","65,379,000","65,597,000","64,828,000","200,000"
		RetainedEarnings,"-85,608,000","-75,218,000","-65,001,000","-58,774,000","-54,191,000","-48,120,000","-39,387,000","-32,277,000","-25,480,000","-19,944,000","-16,871,000","-14,187,000","-11,376,000","0","-145,000","-1,977,000","-3,519,000","-4,464,000","-5,071,000","-5,405,000","-4,983,000","-4,392,000","-200,000"
		OtherEquityInterest,,,"-65,001,000","-58,774,000","-54,191,000","-48,120,000","-39,387,000","-32,277,000","-25,480,000","-19,944,000","-16,871,000","-14,187,000","-11,376,000",,,,,,,,,,
TotalCapitalization,"1,950,197,000","1,937,791,000","1,943,011,000","1,946,354,000","1,654,836,000","1,661,665,000","1,406,170,000","1,105,632,000","994,133,000","682,664,000","583,941,000","399,856,000","401,572,000","264,292,000","151,090,000","151,585,000","151,714,000","73,549,000","59,960,000","59,978,000","60,618,000","60,439,000","508"
PreferredStockEquity,"14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000","14,009,000",,,,,
CommonStockEquity,"1,632,652,000","1,597,690,000","1,497,122,000","1,501,158,000","1,503,609,000","1,510,963,000","1,255,987,000","955,962,000","844,970,000","534,001,000","435,774,000","252,179,000","254,367,000","250,283,000","137,081,000","137,576,000","137,705,000","59,540,000","59,960,000","59,978,000","60,618,000","60,439,000","508"
CapitalLeaseObligations,,,,,"998,000","1,057,000","1,113,000","1,149,000","1,204,000","1,202,000",,,,,,,,,,,,,
NetTangibleAssets,"1,637,446,000","1,602,551,000","1,511,131,000","1,515,167,000","1,517,618,000","1,524,972,000","1,269,996,000","969,971,000","858,979,000","548,010,000","449,783,000","266,188,000","268,376,000","264,292,000","151,090,000","151,585,000","151,714,000","73,549,000","59,960,000","59,978,000","60,618,000","60,439,000","508"
WorkingCapital,"-95,212,000","-46,309,000","-21,443,000","21,011,000","-19,963,000","20,647,000","519,685,000","312,530,000","319,067,000","55,325,000","278,952,000","165,320,000","238,117,000","116,319,000","41,901,000","68,521,000","84,402,000","5,802,000","13,558,000","22,075,000","30,730,000","30,391,000","508"
InvestedCapital,"1,936,188,000","1,923,782,000","1,929,002,000","1,932,345,000","1,640,827,000","1,647,656,000","1,392,161,000","1,091,623,000","980,124,000","668,655,000","569,932,000","385,847,000","387,563,000","250,283,000","137,081,000","137,576,000","137,705,000","59,540,000","59,960,000","59,978,000","60,618,000","60,439,000","508"
TangibleBookValue,"1,623,437,000","1,588,542,000","1,497,122,000","1,501,158,000","1,503,609,000","1,510,963,000","1,255,987,000","955,962,000","844,970,000","534,001,000","435,774,000","252,179,000","254,367,000","250,283,000","137,081,000","137,576,000","137,705,000","59,540,000","59,960,000","59,978,000","60,618,000","60,439,000","508"
TotalDebt,"303,536,000","326,092,000","431,880,000","431,187,000","138,216,000","137,750,000","137,287,000","136,810,000","136,358,000","135,856,000","134,158,000","133,668,000","133,196,000",,,,,,,,,,
NetDebt,"260,442,000","244,996,000","304,582,000","274,873,000","15,085,000","10,687,000",,"85,487,000","26,893,000","52,410,000","34,241,000","86,236,000","73,972,000",,,,,,,,,,
ShareIssued,"26,107,769","25,612,541","23,928,304","23,928,304","23,926,317","23,936,928","22,174,428","18,614,561","17,035,674","12,637,043","11,367,828","9,809,171","9,806,194","9,775,800","6,785,800","6,785,800","6,782,079","3,501,147","3,501,147","3,501,147","3,525,564","3,416,508","10,062,500"
OrdinarySharesNumber,"26,107,769","25,612,541","23,928,304","23,928,304","23,926,317","23,936,928","22,174,428","18,614,561","17,035,674","12,637,043","11,367,828","9,809,171","9,806,194","9,775,800","6,785,800","6,785,800","6,782,079","3,501,147","3,501,147","3,501,147","3,525,564","3,416,508","10,062,500"
PreferredSharesNumber,"600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000",,,,,
