name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,10/31/2015,07/31/2015
				AllowanceForDoubtfulAccountsReceivable,"-633,000","-668,000","-486,000","-892,000","-775,000","-419,000",,"-804,000",,,,"-379,000",,,,"-815,000",,,,"-132,000",,,,"-132,000","-132,000","-132,000","-410,000"
			TaxesReceivable,"7,055,000","6,314,000","7,684,000","8,290,000","8,219,000","7,611,000","8,497,000","8,381,000","8,181,000","6,516,000","5,644,000","5,068,000",,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,"8,557,000","8,056,000","7,930,000","7,354,000",,,,,,,,,,,,,,,,
		PrepaidAssets,"50,827,000","40,005,000","28,509,000","36,455,000","44,324,000","46,945,000","32,682,000","31,690,000","33,832,000","39,089,000","34,755,000","57,554,000","73,744,000","49,456,000","39,621,000","36,818,000","36,615,000","31,547,000","28,942,000","28,362,000","44,313,000","18,192,000","16,304,000","16,138,000","14,059,000","10,482,000","9,586,000"
		CurrentDeferredAssets,"109,043,000","109,607,000","110,468,000","110,935,000","102,728,000","92,025,000","76,047,000","68,694,000","63,177,000","59,603,000","51,966,000","46,238,000","40,309,000","36,934,000","34,742,000","33,691,000","30,274,000","33,508,000","26,464,000","27,679,000","22,260,000","19,230,000","19,398,000","17,864,000","16,161,000","12,045,000","9,905,000"
		OtherCurrentAssets,"28,446,000","14,085,000","12,689,000","12,071,000","13,375,000","15,438,000","15,540,000","14,404,000","13,120,000","12,173,000","13,901,000","12,043,000",,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"679,514,000","693,866,000","702,171,000","715,235,000","698,968,000","695,726,000","681,751,000","674,527,000","678,148,000","671,682,000","648,479,000","510,830,000","502,569,000","521,223,000","496,066,000","336,779,000","290,722,000","182,645,000","172,009,000","142,103,000","131,054,000","126,918,000","117,742,000","69,225,000","60,346,000","48,097,000","40,548,000"
		NetPPE,"200,921,000","209,128,000","221,261,000","237,524,000","245,599,000","253,037,000","259,698,000","270,498,000","282,207,000","279,110,000","263,472,000","136,962,000","134,562,000","125,924,000","104,750,000","85,111,000","76,322,000","69,074,000","67,575,000","58,072,000","53,545,000","51,944,000","46,328,000","42,218,000","38,731,000","30,843,000","26,634,000"
			GrossPPE,"559,944,000","555,498,000","553,244,000","619,046,000","546,864,000","536,376,000","520,939,000","553,689,000","515,539,000","495,484,000","462,472,000","320,131,000","302,547,000","278,542,000","243,752,000","212,904,000","193,995,000","177,646,000","166,224,000","146,973,000","133,567,000","123,395,000","109,513,000","97,605,000","86,910,000","66,343,000","57,096,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"353,025,000","339,971,000","326,917,000","317,101,000","303,114,000","284,952,000","262,271,000","262,271,000","251,815,000","241,044,000","227,095,000","213,630,000","200,431,000","185,818,000","163,227,000","139,441,000","123,938,000","110,757,000","102,510,000","90,024,000","82,912,000","74,220,000","64,533,000","57,802,000","51,885,000","40,256,000","34,550,000"
				OtherProperties,"145,883,000","154,697,000","165,225,000","239,269,000","181,047,000","188,801,000","193,111,000","225,861,000","198,668,000","199,870,000","185,521,000","59,981,000","59,254,000","55,300,000","54,387,000","53,547,000","52,508,000","51,580,000","49,109,000","46,387,000","41,882,000","40,962,000","37,149,000","33,184,000","29,287,000","23,544,000","20,662,000"
				Leases,"61,036,000","60,830,000","61,102,000","62,676,000","62,703,000","62,623,000","65,557,000","65,557,000","65,056,000","54,570,000","49,856,000","46,520,000","42,862,000","37,424,000","26,138,000","19,916,000","17,549,000","15,309,000","14,605,000","10,562,000","8,773,000","8,213,000","7,831,000","6,619,000","5,738,000","2,543,000","1,884,000"
			AccumulatedDepreciation,"-359,023,000","-346,370,000","-331,983,000","-381,522,000","-301,265,000","-283,339,000","-261,241,000","-283,191,000","-233,332,000","-216,374,000","-199,000,000","-183,169,000","-167,985,000","-152,618,000","-139,002,000","-127,793,000","-117,673,000","-108,572,000","-98,649,000","-88,901,000","-80,022,000","-71,451,000","-63,185,000","-55,387,000","-48,179,000","-35,500,000","-30,462,000"
		GoodwillAndOtherIntangibleAssets,"205,108,000","209,126,000","213,145,000","217,272,000","221,617,000","225,962,000","230,307,000","234,652,000","238,998,000","243,343,000","247,688,000","251,953,000","256,298,000","260,292,000","264,824,000","133,125,000","136,114,000","40,211,000","41,567,000","42,673,000","43,245,000","44,001,000","44,609,000",,,,
			Goodwill,"185,260,000","185,260,000","185,260,000","185,260,000","185,260,000","185,260,000","185,260,000","185,260,000","185,260,000","185,260,000","185,260,000","185,180,000","185,180,000","184,819,000","184,994,000","87,759,000","88,324,000","16,672,000","16,672,000","16,672,000","16,636,000","16,784,000","16,784,000",,,,
			OtherIntangibleAssets,"19,848,000","23,866,000","27,885,000","32,012,000","36,357,000","40,702,000","45,047,000","49,392,000","53,738,000","58,083,000","62,428,000","66,773,000","71,118,000","75,473,000","79,830,000","45,366,000","47,790,000","23,539,000","24,895,000","26,001,000","26,609,000","27,217,000","27,825,000",,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,"33,538,000","31,460,000","30,927,000",,,,,,,,,,,
		NonCurrentDeferredAssets,"244,754,000","247,144,000","239,177,000","232,485,000","206,834,000","191,180,000","167,711,000","146,834,000","137,598,000","129,531,000","120,059,000","112,081,000","101,953,000","96,088,000","90,175,000","83,548,000","72,454,000","66,120,000","55,520,000","33,709,000","28,039,000","25,712,000","22,125,000","19,029,000","15,109,000","9,564,000","7,175,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,"4,607,000","3,064,000","2,988,000","2,810,000","2,860,000",,,,,,,,,,,
		OtherNonCurrentAssets,"28,731,000","28,468,000","28,588,000","27,954,000","24,918,000","25,547,000","24,035,000","22,543,000","19,345,000","19,698,000","17,260,000","9,834,000","9,756,000","5,381,000","4,857,000","4,068,000","5,832,000","7,240,000","7,347,000","7,649,000","6,225,000","5,261,000","4,680,000","7,978,000","6,506,000","7,690,000","6,739,000"
TotalLiabilitiesNetMinorityInterest,"3,077,759,000","3,041,207,000","2,953,305,000","3,289,537,000","3,012,325,000","3,069,844,000","2,873,227,000","2,043,524,000","1,957,380,000","1,929,418,000","1,802,857,000","1,599,149,000","1,496,373,000","1,435,607,000","1,341,767,000","1,273,101,000","1,120,817,000","1,044,717,000","548,330,000","677,871,000","623,069,000","538,834,000","476,600,000","455,343,000","678,107,000","520,210,000","484,565,000"
	CurrentLiabilities,"1,135,915,000","1,127,026,000","904,787,000","927,888,000","861,094,000","849,576,000","779,578,000","760,203,000","713,384,000","724,653,000","655,230,000","599,315,000","539,080,000","509,353,000","470,930,000","458,231,000","388,041,000","374,552,000","318,953,000","374,158,000","356,739,000","294,535,000","258,084,000","212,764,000","152,850,000","116,493,000","105,316,000"
		PayablesAndAccruedExpenses,"173,012,000","171,344,000","158,872,000","185,912,000","178,026,000","174,769,000","155,119,000","148,983,000","153,013,000","100,416,000","100,815,000","86,694,000","88,091,000","77,992,000","92,169,000","92,204,000","78,922,000","64,706,000","76,193,000","81,472,000","91,496,000","70,227,000","62,861,000","57,113,000","30,131,000","29,656,000","34,611,000"
			Payables,"83,578,000","78,575,000","75,289,000","81,968,000","85,480,000","84,761,000","70,071,000","74,474,000","77,722,000","76,542,000","83,381,000","83,698,000","85,498,000","72,668,000","89,045,000","86,366,000","74,308,000","60,433,000","72,558,000","77,305,000","87,315,000","67,043,000","59,771,000","53,528,000","26,478,000","26,564,000","32,223,000"
				AccountsPayable,"53,438,000","46,900,000","43,184,000","47,056,000","56,638,000","52,459,000","48,272,000","54,029,000","68,232,000","76,542,000","83,381,000","74,047,000","82,597,000","69,045,000","69,474,000","65,503,000","71,405,000","56,270,000","68,629,000","73,725,000","83,869,000","65,231,000","57,308,000","52,111,000","26,478,000","26,564,000","32,223,000"
				TotalTaxPayable,"30,140,000","31,675,000","32,105,000","34,912,000","28,842,000","32,302,000","21,799,000","20,445,000","9,490,000",,,"9,651,000","2,901,000","3,623,000","19,571,000","20,863,000","2,903,000","4,163,000","3,929,000","3,580,000","3,446,000","1,812,000","2,463,000","1,417,000",,,
					IncomeTaxPayable,"9,685,000","9,337,000","10,409,000","13,309,000","8,834,000","8,997,000","8,333,000","9,703,000",,,,"9,651,000","2,901,000","3,623,000","19,571,000","20,863,000","2,903,000","4,163,000","3,929,000","3,580,000","3,446,000","1,812,000","2,463,000","1,417,000",,,
			CurrentAccruedExpenses,"89,434,000","92,769,000","83,583,000","103,944,000","92,546,000","90,008,000","85,048,000","74,509,000","75,291,000","23,874,000","17,434,000","2,996,000","2,593,000","5,324,000","3,124,000","5,838,000","4,614,000","4,273,000","3,635,000","4,167,000","4,181,000","3,184,000","3,090,000","3,585,000","3,653,000","3,092,000","2,388,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"19,434,000","38,237,000","23,866,000","40,331,000","21,298,000","41,781,000","20,739,000","26,864,000","22,689,000","119,889,000","95,018,000","99,804,000","75,032,000","86,460,000","65,709,000","85,398,000","61,221,000","75,310,000","50,301,000","57,521,000","56,834,000","36,645,000","28,352,000","24,547,000","18,657,000","13,713,000","13,838,000"
		CurrentDebtAndCapitalLeaseObligation,"189,479,000","188,745,000","43,221,000","42,670,000","42,411,000","41,309,000","41,080,000","36,569,000","34,371,000","31,668,000","29,968,000",,,,,,,,,,,,,,,,
			CurrentDebt,"145,308,000","145,160,000",,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"145,308,000","145,160,000",,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"44,171,000","43,585,000","43,221,000","42,670,000","42,411,000","41,309,000","41,080,000","36,569,000","34,371,000","31,668,000","29,968,000",,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"721,853,000","703,803,000","662,501,000","636,421,000","605,031,000","578,664,000","549,938,000","534,572,000","503,311,000","472,680,000","429,429,000","396,667,000","361,432,000","337,424,000","307,195,000","275,648,000","243,770,000","231,731,000","190,592,000","233,498,000","207,018,000","186,255,000","165,833,000","130,569,000","102,642,000","72,039,000","55,636,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,282,000","3,282,000"
			CurrentDeferredRevenue,"721,853,000","703,803,000","662,501,000","636,421,000","605,031,000","578,664,000","549,938,000","534,572,000","503,311,000","472,680,000","429,429,000","396,667,000","361,432,000","337,424,000","307,195,000","275,648,000","243,770,000","231,731,000","190,592,000","233,498,000","207,018,000","186,255,000","165,833,000","130,569,000","102,642,000","68,757,000","52,354,000"
		OtherCurrentLiabilities,"32,137,000","24,897,000","16,327,000","22,554,000","14,328,000","13,053,000","12,702,000","13,215,000",,,,"16,150,000","14,525,000","7,477,000","5,857,000","4,981,000","4,128,000","2,805,000","1,867,000","1,667,000","1,391,000","1,408,000","1,038,000","535,000","1,420,000","1,085,000","1,231,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,941,844,000","1,914,181,000","2,048,518,000","2,361,649,000","2,151,231,000","2,220,268,000","2,093,649,000","1,283,321,000","1,243,996,000","1,204,765,000","1,147,627,000","999,834,000","957,293,000","926,254,000","870,837,000","814,870,000","732,776,000","670,165,000","229,377,000","303,713,000","266,330,000","244,299,000","218,516,000","242,579,000","525,257,000","403,717,000","379,249,000"
		LongTermDebtAndCapitalLeaseObligation,"1,200,423,000","1,192,477,000","1,339,331,000","1,142,293,000","1,134,355,000","1,119,509,000","1,108,128,000","607,016,000","605,669,000","603,728,000","584,955,000","458,910,000","451,399,000","444,012,000","436,745,000","429,598,000","422,567,000","415,651,000",,,,,,"73,260,000","73,166,000",,
			LongTermDebt,"1,146,050,000","1,126,461,000","1,261,656,000","1,055,694,000","1,038,013,000","1,011,725,000","994,637,000","490,222,000","482,199,000","474,308,000","466,545,000","458,910,000","451,399,000","444,012,000","436,745,000","429,598,000","422,567,000","415,651,000",,,,,,"73,260,000","73,166,000",,
			LongTermCapitalLeaseObligation,"54,373,000","66,016,000","77,675,000","86,599,000","96,342,000","107,784,000","113,491,000","116,794,000","123,470,000","129,420,000","118,410,000",,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"710,127,000","683,068,000","670,833,000","676,502,000","669,005,000","667,627,000","656,545,000","648,869,000","618,749,000","583,904,000","545,845,000","513,377,000","476,830,000","442,435,000","394,605,000","355,559,000","296,119,000","246,269,000","218,252,000","292,573,000","255,982,000","234,361,000","209,598,000","165,896,000","126,980,000","75,374,000","51,244,000"
			NonCurrentDeferredRevenue,"710,127,000","683,068,000","670,833,000","676,502,000","669,005,000","667,627,000","656,545,000","648,869,000","618,749,000","583,904,000","545,845,000","513,377,000","476,830,000","442,435,000","394,605,000","355,559,000","296,119,000","246,269,000","218,252,000","292,573,000","255,982,000","234,361,000","209,598,000","165,896,000","126,980,000","75,374,000","51,244,000"
		DerivativeProductLiabilities,"0","0","0","500,175,000","312,263,000","397,290,000","295,650,000",,,,,,,,,,,"430,000","571,000","851,000","1,185,000","1,509,000","1,874,000","2,320,000","13,981,000","16,867,000","16,734,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,"310,379,000","310,379,000","310,379,000"
		OtherNonCurrentLiabilities,"31,294,000","38,636,000","38,354,000","42,679,000","35,608,000","35,842,000","33,326,000","27,436,000","19,578,000","17,133,000","16,827,000","27,547,000","29,064,000","39,807,000","39,487,000","29,713,000","14,090,000","7,815,000","10,554,000","10,289,000","9,163,000","8,429,000","7,044,000","1,103,000","751,000","1,097,000","892,000"
TotalEquityGrossMinorityInterest,"-721,866,000","-725,617,000","-698,739,000","-1,012,041,000","-746,774,000","-758,392,000","-557,355,000","-274,977,000","-184,039,000","-66,102,000","63,529,000","186,893,000","305,446,000","385,531,000","431,319,000","326,779,000","354,581,000","300,479,000","216,580,000","48,202,000","95,238,000","131,883,000","171,663,000","-56,257,000","-332,164,000","-265,346,000","-234,734,000"
	StockholdersEquity,"-721,866,000","-725,617,000","-698,739,000","-1,012,041,000","-746,774,000","-758,392,000","-557,355,000","-274,977,000","-184,039,000","-66,102,000","63,529,000","186,893,000","305,446,000","385,531,000","431,319,000","326,779,000","354,581,000","300,479,000","216,580,000","48,202,000","95,238,000","131,883,000","171,663,000","-56,257,000","-332,164,000","-265,346,000","-234,734,000"
		CapitalStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","1,000","1,000","1,000"
			PreferredStock,"0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0",,,,"0",,,,,,,
			CommonStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","1,000","1,000","1,000"
		AdditionalPaidInCapital,"3,501,311,000","3,382,214,000","3,292,255,000","2,615,317,000","2,522,302,000","2,386,579,000","2,299,903,000","2,245,180,000","2,151,175,000","2,028,928,000","1,940,899,000","1,835,528,000","1,760,083,000","1,630,834,000","1,554,878,000","1,355,907,000","1,296,575,000","1,156,282,000","1,009,268,000","948,134,000","904,507,000","829,249,000","775,667,000","385,685,000","59,862,000","46,621,000","38,713,000"
		RetainedEarnings,"-4,217,036,000","-4,105,401,000","-3,990,340,000","-3,627,355,000","-3,269,173,000","-3,145,533,000","-2,858,143,000","-2,522,192,000","-2,336,844,000","-2,096,173,000","-1,878,609,000","-1,649,309,000","-1,454,971,000","-1,245,158,000","-1,122,395,000","-1,028,130,000","-940,761,000","-855,087,000","-792,456,000","-899,830,000","-809,177,000","-697,200,000","-603,988,000","-441,933,000","-392,004,000","-311,979,000","-273,434,000"
		GainsLossesNotAffectingRetainedEarnings,"-6,146,000","-2,435,000","-659,000","-8,000","92,000","557,000","880,000","2,030,000","1,625,000","1,138,000","1,234,000","669,000","329,000","-149,000","-1,168,000","-1,002,000","-1,237,000","-720,000","-236,000","-106,000","-96,000","-170,000","-20,000","-12,000","-23,000","11,000","-14,000"
TotalCapitalization,"424,184,000","400,844,000","562,917,000","43,653,000","291,239,000","253,333,000","437,282,000","215,245,000","298,160,000","408,206,000","530,074,000","645,803,000","756,845,000","829,543,000","868,064,000","756,377,000","777,148,000","716,130,000","216,580,000","48,202,000","95,238,000","131,883,000","171,663,000","17,003,000","-258,998,000","-265,346,000","-234,734,000"
CommonStockEquity,"-721,866,000","-725,617,000","-698,739,000","-1,012,041,000","-746,774,000","-758,392,000","-557,355,000","-274,977,000","-184,039,000","-66,102,000","63,529,000","186,893,000","305,446,000","385,531,000","431,319,000","326,779,000","354,581,000","300,479,000","216,580,000","48,202,000","95,238,000","131,883,000","171,663,000","-56,257,000","-332,164,000","-265,346,000","-234,734,000"
CapitalLeaseObligations,"98,544,000","109,601,000","120,896,000","129,269,000","138,753,000","149,093,000","154,571,000","153,363,000","157,841,000","161,088,000","148,378,000",,,,,,,,,,,,,,,,
NetTangibleAssets,"-926,974,000","-934,743,000","-911,884,000","-1,229,313,000","-968,391,000","-984,354,000","-787,662,000","-509,629,000","-423,037,000","-309,445,000","-184,159,000","-65,060,000","49,148,000","125,239,000","166,495,000","193,654,000","218,467,000","260,268,000","175,013,000","5,529,000","51,993,000","87,882,000","127,054,000","-56,257,000","-332,164,000","-265,346,000","-234,734,000"
WorkingCapital,"540,464,000","494,698,000","647,608,000","634,373,000","705,489,000","766,150,000","854,543,000","333,817,000","381,809,000","466,981,000","562,677,000","675,897,000","760,170,000","790,562,000","806,090,000","804,870,000","796,635,000","787,999,000","273,948,000","209,812,000","230,514,000","249,264,000","272,437,000","117,097,000","132,747,000","90,274,000","103,967,000"
InvestedCapital,"569,492,000","546,004,000","562,917,000","43,653,000","291,239,000","253,333,000","437,282,000","215,245,000","298,160,000","408,206,000","530,074,000","645,803,000","756,845,000","829,543,000","868,064,000","756,377,000","777,148,000","716,130,000","216,580,000","48,202,000","95,238,000","131,883,000","171,663,000","17,003,000","-258,998,000","-265,346,000","-234,734,000"
TangibleBookValue,"-926,974,000","-934,743,000","-911,884,000","-1,229,313,000","-968,391,000","-984,354,000","-787,662,000","-509,629,000","-423,037,000","-309,445,000","-184,159,000","-65,060,000","49,148,000","125,239,000","166,495,000","193,654,000","218,467,000","260,268,000","175,013,000","5,529,000","51,993,000","87,882,000","127,054,000","-56,257,000","-332,164,000","-265,346,000","-234,734,000"
TotalDebt,"1,389,902,000","1,381,222,000","1,382,552,000","1,184,963,000","1,176,766,000","1,160,818,000","1,149,208,000","643,585,000","640,040,000","635,396,000","614,923,000","458,910,000","451,399,000","444,012,000","436,745,000","429,598,000","422,567,000","415,651,000",,,,,,"73,260,000","73,166,000",,
NetDebt,"904,637,000","870,872,000","910,671,000","769,971,000","763,337,000","713,024,000","490,155,000","171,485,000","219,868,000","262,615,000","232,725,000","62,232,000","6,280,000",,"36,959,000","123,623,000","45,778,000",,,,,,,,,,
ShareIssued,"224,285,000","220,539,000","216,959,000","214,210,000","211,531,000","204,238,000","201,346,000","201,949,000","199,526,000","194,654,000","192,174,000","188,595,314","185,900,407","182,033,860","179,066,211","172,858,082","170,282,321","164,065,915","159,887,325","154,636,520","151,115,341","143,213,556","142,246,228","136,403,162","136,403,162","136,403,162","136,403,162"
OrdinarySharesNumber,"224,285,000","220,539,000","216,959,000","214,210,000","211,531,000","204,238,000","201,346,000","201,949,000","199,526,000","194,654,000","192,174,000","188,595,314","185,900,407","182,033,860","179,066,211","172,858,082","170,282,321","164,065,915","159,887,325","154,636,520","151,115,341","143,213,556","142,246,228","136,403,162","136,403,162","136,403,162","136,403,162"
