name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
		NetInvestmentPurchaseAndSale,"-122,087,000","15,421,000","23,760,000","3,608,000","-164,876,000","62,550,000","-75,739,000","-91,601,000","6,122,000","-20,285,000","-35,933,000","21,100,000","-2,110,000","-9,087,000","-11,532,000"
			PurchaseOfInvestment,"-348,012,000","-55,504,000","-48,240,000","-32,392,000","-211,876,000","0","-99,739,000","-116,601,000","-27,478,000","-35,285,000","-37,933,000","0","-11,210,000","-11,687,000","-11,532,000"
			SaleOfInvestment,"225,925,000","70,925,000","72,000,000","36,000,000","47,000,000","62,550,000","24,000,000","25,000,000","33,600,000","15,000,000","2,000,000","21,100,000","9,100,000","2,600,000",
FinancingCashFlow,"88,848,000","14,716,000","72,881,000","63,000","1,188,000","207,815,000","129,380,000","-437,000","309,000","168,893,000","92,955,000","-20,000","168,000","0","0"
	CashFlowFromContinuingFinancingActivities,"88,848,000","14,716,000","72,881,000","63,000","1,188,000","207,815,000","129,380,000","-437,000","309,000","168,893,000","92,955,000","-20,000","168,000","0","0"
		NetCommonStockIssuance,"14,456,000","14,456,000","0","0","0","207,490,000","128,360,000","0","-4,000","168,646,000",,,"0","0",
			CommonStockIssuance,"14,456,000","14,456,000","0","0","0","207,490,000","128,360,000","0","-4,000","168,646,000",,,"0","0",
		NetPreferredStockIssuance,,,,,,,,,,,"94,239,000",,,,"0"
			PreferredStockIssuance,,,,,,,,,,,"94,239,000",,,,"0"
		ProceedsFromStockOptionExercised,"2,042,000","260,000","531,000","63,000","1,188,000","325,000","549,000","34,000","313,000","247,000","9,000","88,000","168,000","0","0"
		NetOtherFinancingCharges,,,,,,,,,,,"-1,293,000",,,,
EndCashPosition,"71,029,000","71,029,000","97,991,000","53,320,000","90,670,000","290,232,000","66,624,000","45,707,000","171,546,000","190,893,000","63,336,000","23,177,000","12,823,000","23,050,000","39,394,000"
	ChangesInCash,"-219,203,000","-26,962,000","44,671,000","-37,350,000","-199,562,000","223,608,000","20,917,000","-125,839,000","-19,347,000","127,557,000","40,159,000","10,354,000","-10,227,000","-16,344,000","-17,370,000"
	BeginningCashPosition,"290,232,000","97,991,000","53,320,000","90,670,000","290,232,000","66,624,000","45,707,000","171,546,000","190,893,000","63,336,000","23,177,000","12,823,000","23,050,000","39,394,000","56,764,000"
InterestPaidSupplementalData,"1,567,000","1,425,000",,,,,,,,,,,,,
CapitalExpenditure,"-565,000","-124,000","-261,000","-137,000","-43,000","-554,000","-153,000","-110,000","-17,000","-41,000","-66,000","-4,000","-42,000","-183,000",
IssuanceOfCapitalStock,"14,456,000","14,456,000","0","0","0","207,490,000","128,360,000","0","-4,000","168,646,000","94,239,000","0","0","0","0"
FreeCashFlow,"-185,964,000","-57,099,000","-51,970,000","-41,021,000","-35,874,000","-46,757,000","-32,724,000","-33,801,000","-25,778,000","-21,051,000","-16,863,000","-10,726,000","-8,285,000","-7,257,000","-5,838,000"
