name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007
		Inventory,"10,051,000","10,369,000","4,686,000","5,547,312","3,433,216","1,816,135","2,822,332","2,531,389","1,702,204","2,157,295","1,297,166","1,649,557","1,872,667","1,235,334","765,870","181,859","230,730","247,466","253,025","256,766","310,639","394,825","439,978","489,773","578,023","744,150","737,769","866,400","1,003,786","1,175,798","1,861,352","1,683,741","1,692,190","1,441,792",,,,,,,,,,,,"0","45,368","60,548","72,968","72,768",,,,,,,,
			FinishedGoods,,"10,531,000",,,,"2,033,135",,,,"3,049,295",,,,"1,631,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,028,322","1,198,400","1,342,555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,"-162,000",,,,"-217,000",,,,"-892,000",,,,"-396,000",,,,,,,,,,,,,"-290,553","-332,000","-338,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"576,000","1,020,000","3,498,000","2,960,815","1,168,273","1,219,488","523,087","454,439","2,027,076","671,033","1,007,032","675,745","737,150","839,520","866,219","234,695","831,003","108,352","112,412","100,804","94,893","84,631","172,096","248,118","274,225","429,798","208,192","253,576","149,364","62,669","428,342","360,961","415,531","291,675","651,638","1,004,737","1,111,341","658,062","664,186","355,123","328,333","157,258","165,250","218,687","111,261","78,004","92,769","58,279","37,508","95,694",,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450,046",,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,596,281",,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,"104,854","168,595","95,866",,,,"0","0","0","0","0","0","0","0","0","0","0","0",,"24,500","5,000","20,000","19,000","349,250","319,250","0","0","0","223,564","178,694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
	TotalNonCurrentAssets,"41,183,000","39,382,000","38,804,000","38,066,608","14,180,462","8,262,512","4,275,150","3,048,064","2,483,356","1,786,570","1,224,412","1,133,283","888,185","821,330","696,955","1,488,936","485,338","1,918,126","1,366,787","1,409,575","1,427,684","1,297,212","1,197,197","1,368,207","1,524,153","1,759,732","2,031,767","2,629,116","2,768,933","3,013,932","3,887,532","9,356,548","12,825,342","13,683,283","10,080,303","13,192,041","5,534,653","1,371,343","1,190,754","1,122,626","818,277","580,755","387,829","389,011","373,230","317,307","84,149","70,420","56,909","53,448","0","0","0","0","0","0","0",
		NetPPE,"17,826,000","16,227,000","15,545,000","14,492,152","12,161,372","6,251,888","3,718,822","2,897,596","2,317,543","1,605,411","1,071,021","975,653","723,435","654,280","533,852","334,525","337,238","376,920","436,589","505,829","637,211","755,682","882,598","1,155,990","1,306,614","1,500,893","1,756,877","1,952,788","2,090,510","2,307,117","2,363,395","6,616,557","7,079,159","7,485,212","4,173,582","5,996,000","2,320,843","1,096,351","1,119,253","1,048,861","806,215","580,755","348,741","355,117","336,762","247,611","47,681","34,762","17,732","17,191",,,,,,,,
			GrossPPE,"17,826,000","21,464,000","15,545,000","14,492,152","12,161,372","8,999,480","3,718,822","2,897,596","2,317,543","4,295,766","1,071,021","975,653","723,435","5,252,562","533,852",,,"5,203,605",,,,"5,482,543",,,,"5,601,056",,,,"5,613,008","6,192,364","10,750,263","10,439,997","10,077,724","5,495,652","7,033,989","3,006,848","1,502,165","1,436,237","1,286,105","981,667","725,119","449,845","417,336","371,197","264,226","54,238","38,451","19,313","17,632",,,,,,,,
				Properties,,"0",,,,"0",,,,"0",,,,"0","350,106",,,"0",,,,"0",,,,"0",,,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,
				BuildingsAndImprovements,,"4,000,000",,,,,,,,,,,,,"183,746",,,"4,275,008",,,,"4,687,294",,,,"4,805,340",,,,"4,708,182",,"9,984,098","9,673,833","9,448,724","5,281,270","6,820,783","2,796,010","1,324,152","1,258,223","1,111,606","815,659","674,452","399,178",,"334,829","227,858","27,271","15,281",,,,,,,,,,
				MachineryFurnitureEquipment,,"15,598,000",,,,"8,330,115",,,,"3,992,771",,,,"4,946,803",,,,"5,184,890",,,,"5,482,543",,,,"5,601,056",,,,"5,613,008","6,192,364","10,750,263","10,439,997","10,077,724","5,495,652","7,033,989","3,006,848","1,502,165","178,014","174,499","166,008","50,667","50,667","417,336","36,368","36,368","26,967","23,170","19,313",,,,,,,,,
				OtherProperties,"17,826,000","1,664,000","15,545,000","14,492,152","12,161,372","615,825","3,718,822","2,897,596","2,317,543","258,102","1,071,021","975,653","723,435","270,713","533,852",,,,,,,"464,997",,,,"464,997",,,,"464,997",,"326,335","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0",,,,,,,,,
				Leases,,"202,000",,,,"53,540",,,,"44,893",,,,"35,046",,,,"18,715",,,,,,,,,,,,,,,,,,"114,693",,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-5,237,000",,,,"-2,747,592",,,,"-2,690,355",,,,"-4,598,282",,,,"-4,826,685",,,,"-4,726,861",,,,"-4,100,163",,,,"-3,305,891","-3,828,969","-4,133,706","-3,360,838","-2,592,512","-1,322,070","-1,037,989","-686,005","-405,814","-316,984","-237,244","-175,452","-144,364","-101,104","-62,219","-34,435","-16,615","-6,557","-3,689","-1,581","-441",,,,,,,,
		GoodwillAndOtherIntangibleAssets,"22,761,000","22,844,000","22,949,000","23,246,868","1,768,391","1,546,608","313,037","76,725","92,070","107,416","86,314","90,553","92,673","95,852","98,430","101,009","103,588","106,167","108,745","111,324","113,903","116,482","119,060","121,639","124,218","126,796","129,376","131,954","134,533","137,112","677,151","2,301,874","5,613,101","5,864,909","5,505,826","6,747,962","2,731,965",,,,,,,,,,,,,,,,,,,,,
			Goodwill,"19,054,000","19,390,000","19,255,000","19,264,670","1,500,573","1,500,573","251,657",,,,,,,,,,,,,,,,,,,,,,,"0","0","1,601,882","4,901,261","4,901,261","1,509,376","2,725,235","1,271,871",,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"3,707,000","3,454,000","3,694,000","3,982,198","267,818","46,035","61,380","76,725","92,070","107,416","86,314","90,553","92,673","95,852","98,430","101,009","103,588","106,167","108,745","111,324","113,903","116,482","119,060","121,639","124,218","126,796","129,376","131,954","134,533","137,112","677,151","699,992","711,840","963,648","3,996,450","4,022,727","1,460,094",,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,658",,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,"0","0","0","0","1,367,730","781,416","728,270","617,437","335,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,"71,198",,,,"63,523",,,,"34,057",,,,"73,513",,,,"69,001","93,718","45,821","45,821","42,275","42,275","42,265","42,265","42,265",,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"596,000","311,000","310,000","327,588","250,699","464,016","243,291","73,743","73,743","73,743","67,077","67,077","72,077","270,713","64,673","1,053,402","44,512","3,786","40,037","64,152","59,133","55,516","195,539","90,578","93,321","58,530","145,514","544,374","543,890","500,702","753,268","392,296","87,261","290,887","358,620","405,814","439,580","232,727","71,501","73,765","12,062",,"39,088","33,894","36,468","69,696","36,468","0","39,177","36,257",,,,,,,,
TotalLiabilitiesNetMinorityInterest,"21,179,000","18,079,000","14,406,000","12,613,945","8,771,077","6,823,938","7,205,548","5,553,348","5,234,196","4,513,047","4,796,377","4,218,005","4,768,230","5,556,232","6,489,572","7,129,489","9,041,579","39,606,396","68,615,946","21,602,774","26,635,215","22,723,035","23,866,428","21,511,430","19,913,211","17,290,822","16,091,453","18,326,491","19,128,132","21,021,239","18,413,383","18,773,268","24,371,820","23,893,339","10,794,414","9,975,446","2,899,599","812,254","669,453","562,363","1,375,124","368,903","535,200","389,507","388,654","3,648,951","4,558,940","8,046,103","4,881,899","7,368,541","17,775","11,925","12,200","12,075","9,075","8,075","10,075","8,625"
	CurrentLiabilities,"18,666,000","16,227,000","12,799,000","10,769,474","6,785,487","6,145,249","6,182,832","4,948,430","5,160,803","4,369,480","4,610,281","3,972,760","4,504,286","5,242,621","6,283,568","7,106,445","9,002,712","35,531,017","67,732,685","20,706,513","19,567,964","21,798,540","22,945,444","20,576,860","18,959,939","16,351,827","15,080,151","17,244,978","18,885,152","20,727,066","17,694,448","17,830,818","23,515,915","23,079,181","9,950,483","8,916,159","2,093,214","712,226","598,277","485,328","1,329,484","368,903","419,128","199,805","254,280","181,087","121,729","123,027","100,705","184,965","17,775","11,925","12,200","12,075","9,075","8,075","10,075",
		PayablesAndAccruedExpenses,"14,667,000","12,429,000","9,890,000","8,379,026","5,210,474","4,628,115","4,825,521","4,035,927","4,097,121","3,527,446","4,128,345","3,489,217","3,983,347","4,445,610","5,424,038","6,339,359","8,292,054","30,303,323","36,768,217","13,951,989","14,586,075","18,195,682","17,716,937","15,896,167","14,627,349","13,654,869","11,872,991","12,406,814","13,590,639","15,407,306","16,656,166","16,810,136","12,777,365","12,902,103","4,916,438","5,608,058","1,372,720","547,879","571,003","465,613","1,318,074","365,153","215,322","174,492","229,256","111,700","57,795","123,027","100,705","184,965","17,775","11,925","12,200","12,075","9,075","8,075","10,075","8,625"
			Payables,"8,331,000","7,606,000","6,647,000","6,661,355","3,458,714","3,726,319","3,584,205","3,500,763","3,419,067","2,801,881","3,394,086","2,865,147","2,882,183","1,986,089","2,323,061","2,323,878","2,855,229","8,629,261","8,976,347","6,253,537","7,592,298","9,505,943","8,958,133","7,598,367","7,141,074","7,025,309","6,369,987","6,320,012","6,539,781","7,217,518","10,305,654","10,661,249","6,453,762","6,959,925","3,502,531","5,454,969","1,023,565","370,675","571,003","465,613","1,318,074","365,113","210,153","171,657","224,007","104,432","51,910","118,463","97,277","183,065",,,,,"9,075",,,
				AccountsPayable,"8,125,000","7,134,000","6,092,000","6,091,147","3,112,090","3,358,852","3,207,674","3,091,602","2,972,306","2,372,212","2,755,841","2,232,517","2,313,856","1,420,178","1,555,220","1,591,068","1,599,798","4,228,073","4,218,199","4,039,773","7,592,298","7,228,460","7,055,297","6,234,108","6,211,724","6,068,442","5,653,682","5,654,420","5,079,622","5,640,710","5,284,634","5,068,303","5,238,480","5,328,419","2,978,852","4,618,212","888,565","370,675","571,003","465,613","1,318,074","365,113","210,153","171,657","99,007","104,432",,,,,,,,,"9,075",,,
				TotalTaxPayable,"198,000","462,000","543,000","563,208","337,624","357,467","364,531","395,161","423,761","417,669","613,245","611,630","557,327","556,211","646,841","589,810","1,087,431","1,183,268","1,143,534","926,472",,"633,971","554,988","413,722","383,804","361,918","291,295","274,930","274,004","260,108","529,404","496,357","492,682","415,506","214,679","124,757",,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,"331,000","372,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,,,,,,,,,,,,,"0","0","0","0","1,892,800","848,900","790,900",,"1,150,100","752,000","365,300","0","293,200","0","0","0","20,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","925,000","1,035,965",,,,,"120,000","120,000","0","87","0",,,,,,"125,000",,,,,,,,,,,,,
				OtherPayable,"8,000","10,000","12,000","7,000","9,000","10,000","12,000","14,000","23,000","12,000","25,000","21,000","11,000","9,700","121,000","143,000","168,000","1,325,120","2,765,714","496,392","0","493,412","595,848","585,237","545,546","301,749","425,010","390,662","261,155","259,935","4,491,616","5,096,589","722,600","1,216,000","309,000","712,000","135,000","87",,,,,,,,,,,,,,,,,"0",,,
			CurrentAccruedExpenses,"6,336,000","4,823,000","3,243,000","1,717,671","1,751,760","901,796","1,241,316","535,164","678,054","725,565","734,259","624,070","1,101,164","2,459,521","3,100,977","4,015,481","5,436,825","21,674,062","27,791,870","7,698,452","6,993,777","8,689,739","8,758,804","8,297,800","7,486,275","6,629,560","5,503,004","6,086,802","7,050,858","8,189,788","6,350,512","6,148,887","6,323,603","5,942,178","1,413,907","153,089","349,155","177,204","0","0","0","40","5,169","2,835","5,249","7,268","5,885","4,564","3,428","1,900","17,775","11,925","12,200","12,075",,"8,075","10,075","8,625"
				InterestPayable,,,,,,,,,,,"0",,"0","32,034","32,034","32,034","38,367","347,027","206,720","173,881",,"273,838","210,088","154,092","118,949","83,843","72,968","46,692","44,072","42,202","174,677","67,291","53,385","19,537","4,553","15,576","10,951","7,205","0","0","0","40","5,169","2,835","5,249","7,268",,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,"242,686",,,"1,380,417","1,108,133",,"363,535","328,916","194,369","166,847","187,779","87,732","266,199","213,388",,,"25,691",,,"115,500",,"10,891",,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"894,000","557,000","1,189,000","1,200,690","964,201","978,076","667,847","552,863","205,254","200,823","229,001","224,248","183,487","439,963","433,832","337,966","337,966","1,395,533","3,935,408","3,391,996","2,139,022","1,419,055","855,319","527,262","402,067","421,954","556,787","571,621","686,458","717,940","401,136","415,979","511,963","439,739","450,428","594,164","624,611","134,620","18,460","11,817","11,410","3,750","203,806","25,313","25,024","69,387","63,934",,,,,,,,,,,
			CurrentDebt,"10,000","10,000","493,000","570,662","439,960","574,161","306,535","370,427","10,000","10,000","10,000","10,000","10,000","287,966","337,966","337,966","337,966","1,395,533","3,935,408","3,391,996","2,139,022","1,419,055","855,319","527,262","402,067","421,954","556,787","571,621","686,458","717,940","401,136","415,979","511,963","439,739","450,428","594,164","624,611","134,620","18,460","11,817","11,410","3,750","203,806","25,313","25,024","69,387","63,934",,,,,,,,,,,
				CurrentNotesPayable,,,,,,,,,"10,000","10,000","10,000","10,000","10,000","0","0","0","0","747,567","3,379,064","3,054,030","1,796,241","1,076,274","508,978","177,403","50,000","70,000","200,000","200,000","300,000",,,,,,"0","150,000","141,209","122,515","18,460","11,817","11,410","3,750","203,806","25,313","25,024","69,387","63,934",,,,,,,,,,,
				OtherCurrentBorrowings,"10,000","10,000","493,000","570,662","439,960","574,161","306,535","370,427","10,000","10,000","10,000","10,000","10,000","287,966","337,966","337,966","337,966","647,966","556,344","337,966","342,781","342,781","346,341","349,859","352,067","351,954","356,787","371,621","386,458","717,940","401,136","415,979","511,963","439,739","450,428","444,164","483,402","12,105","0","0","0",,"0","0","0","0","0",,,,,,,,,,,
			CurrentCapitalLeaseObligation,"884,000","547,000","696,000","630,028","524,241","403,915","361,312","182,436","195,254","190,823","219,001","214,248","173,487","151,997","95,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"2,741,000","2,858,000","1,720,000","1,189,758","610,812","479,486","365,660","280,378","783,720","567,613","252,935","259,295","337,452","357,048","401,458","377,715","351,258","383,771","401,054","457,661","504,077","600,700","400,684","513,173","647,456","924,123","370,111","875,671","926,285","966,526","637,146","604,703","506,188","225,975","1,661,053","2,713,937","95,883","29,727","8,814","7,898",,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"2,741,000","2,858,000","1,720,000","1,189,758","610,812","479,486","365,660","280,378","783,720","567,613","252,935","259,295","337,452","357,048","401,458","377,715","351,258","383,771","401,054","457,661","504,077","600,700","400,684","513,173","647,456","924,123","370,111","875,671","923,659","959,962","626,643","590,262","491,183","212,094","1,648,296","2,702,304","85,236","19,996",,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"364,000","383,000",,,,"59,572","323,804","79,262","74,708","73,598",,,"173,487","151,997","24,240","51,405","21,434","3,448,390","26,628,006","2,904,867","2,338,790","1,583,103","3,972,504","3,640,258","3,283,067","1,350,881","2,280,262","3,390,872","3,681,770","3,635,294",,"4,848,789","9,720,399","9,511,364","2,922,564","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,513,000","1,852,000","1,607,000","1,844,471","1,985,590","678,689","1,022,716","604,918","73,393","143,567","186,096","245,245","263,944","313,611","206,004","23,044","38,867","4,075,379","883,261","896,261","7,067,251","924,495","920,984","934,570","953,272","938,995","1,011,302","1,081,513","242,980","294,173","718,935","942,450","855,905","814,158","843,931","1,059,287","806,385","100,028","71,176","77,035","45,640","0","116,072","189,702","134,374","3,467,864","4,437,211","7,923,076","4,781,194","7,183,576","0","0","0","0",,,,
		LongTermDebtAndCapitalLeaseObligation,"1,125,000","1,531,000","1,448,000","1,733,868","1,881,381","582,036","932,716","495,239","34,328","84,838","183,289","239,858","254,645","299,733","187,548",,,"3,200,096",,,,"0","0","0","1,268","4,815","8,375","11,893","15,369","18,803","22,196","25,548","28,861","129,202","188,401","245,914","41,717","44,836","47,917","50,961","45,640",,,,,"0","0","65,869","63,020","56,753",,,,,,,,
			LongTermDebt,,,,"303,371","432,859","296,535","562,018","495,239",,,,,,,,,,"3,200,096",,,,"0","0","0","1,268","4,815","8,375","11,893","15,369","18,803","22,196","25,548","28,861","129,202","188,401","245,914","41,717","44,836","47,917","50,961","45,640",,,,,"0","0","65,869","63,020","56,753",,,,,,,,
			LongTermCapitalLeaseObligation,"1,125,000","1,531,000","1,448,000","1,430,497","1,448,522","285,501","370,698","0","34,328","84,838","183,289","239,858","254,645","299,733","187,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"661,000","128,000","30,000","20,603","14,209","6,654","0","0",,"565","2,807","5,387","9,299","13,878","18,456","23,044","38,867","50,283","58,261","71,261","86,762","99,495","95,984","109,570","127,004","109,180","177,927","244,620","227,611","275,370","696,739","916,902","827,044","684,956","655,530","813,373","764,668","55,192","23,259","26,074",,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"661,000","128,000","30,000","20,603","14,209","6,654","0","0",,"565","2,807","5,387","9,299","13,878","18,456","23,044","38,867","50,283","58,261","71,261","86,762","99,495","95,984","109,570","127,004","109,180","177,927","244,620","227,611","275,370","696,739","916,902","824,418","678,392","645,027","798,932","747,038","34,747",,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,"6,155,489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","116,072","189,702","134,374","3,467,864","4,437,211","7,857,207","4,718,174","7,126,823",,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,"0","0","0","0","0","0","0",,,,,"0","0","0","0","0","825,000","825,000","825,000","825,000","825,000","825,000","825,000","825,000","825,000","825,000","825,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"727,000","193,000","129,000","90,000","90,000","89,999","90,000","109,679","39,065","58,164",,,"254,645","299,733","187,548",,,,"0",,"0","0","825,000","825,000","825,000","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0",,,,,,,,
TotalEquityGrossMinorityInterest,"200,087,000","213,834,000","224,366,000","234,001,378","243,167,022","27,163,597","16,236,280","5,431,829","4,568,553","7,434,446","10,064,540","12,648,800","14,619,912","16,094,229","17,446,867","19,048,541","2,659,228","-36,919,383","-66,715,266","-19,622,887","-24,628,825","-20,812,154","-21,890,260","-19,074,656","-16,756,852","-13,616,696","-12,675,094","-13,754,962","-14,000,146","-14,857,070","-11,781,308","-4,712,160","-3,620,325","-423,247","2,590,874","4,386,497","4,766,584","1,230,567","1,205,450","1,644,345","665,717","954,663","66,552","412,490","135,335","-2,879,772","-3,290,832","-7,821,824","-4,424,853","-6,543,475","-5,737","2,978","6,475","10,700","18,787","24,828","40,602","18,650"
	StockholdersEquity,"200,087,000","213,834,000","224,366,000","234,001,378","243,167,022","27,163,597","16,236,280","5,431,829","4,568,553","7,434,446","10,064,540","12,648,800","14,619,912","16,094,229","17,446,867","19,048,541","2,659,228","-36,919,383","-66,715,266","-19,622,887","-20,797,511","-16,980,840","-17,879,130","-15,063,526","-12,745,722","-9,605,566","-8,663,964","-9,421,226","-9,653,153","-10,456,340","-7,396,835","-4,712,160","-3,620,325","-423,247","2,590,874","4,386,497","4,766,584","1,230,567","1,205,450","1,644,345","665,717","954,663","66,552","412,490","135,335","-2,879,772","-3,290,832","-7,821,824","-4,424,853","-6,543,475","-5,737","2,978","6,475","10,700","18,787","24,828","40,602","18,650"
