name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013
		NetPPE,"872,000,000","890,000,000","877,000,000","847,000,000","834,000,000","812,000,000","777,000,000","771,000,000","728,000,000","733,000,000","576,000,000","568,000,000","563,000,000","558,000,000","555,000,000","549,000,000","546,000,000","539,000,000","530,000,000","546,000,000","545,000,000","494,000,000","512,000,000","522,000,000","531,000,000","514,000,000","518,000,000","462,000,000","460,000,000","455,000,000","470,000,000","462,000,000","462,000,000","458,000,000","469,000,000"
			GrossPPE,"2,411,000,000","2,434,000,000","2,401,000,000","847,000,000","834,000,000","812,000,000","2,216,000,000","771,000,000","728,000,000","733,000,000","1,923,000,000",,,,"1,832,000,000",,,,"1,749,000,000",,,,"1,676,000,000",,,,"1,629,000,000",,,,"1,555,000,000",,,,"1,235,000,000"
				Properties,"0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				LandAndImprovements,"54,000,000","60,000,000","61,000,000",,,,"67,000,000",,,,"65,000,000",,,,"63,000,000",,,,"63,000,000",,,,"66,000,000",,,,"61,000,000",,,,"61,000,000",,,,"68,000,000"
				BuildingsAndImprovements,"801,000,000","816,000,000","785,000,000",,,,"743,000,000",,,,"721,000,000",,,,"695,000,000",,,,"678,000,000",,,,"679,000,000",,,,"653,000,000",,,,"627,000,000",,,,"647,000,000"
				MachineryFurnitureEquipment,"1,348,000,000","1,340,000,000","1,328,000,000",,,,"1,224,000,000",,,,"1,137,000,000",,,,"1,074,000,000",,,,"1,008,000,000",,,,"931,000,000",,,,"915,000,000",,,,"867,000,000",,,,"520,000,000"
				OtherProperties,"208,000,000","218,000,000","227,000,000","847,000,000","834,000,000","812,000,000","182,000,000","771,000,000","728,000,000","733,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-1,539,000,000","-1,544,000,000","-1,524,000,000",,,,"-1,439,000,000",,,,"-1,347,000,000",,,,"-1,277,000,000",,,,"-1,219,000,000",,,,"-1,164,000,000",,,,"-1,111,000,000",,,,"-1,085,000,000",,,,"-766,000,000"
		GoodwillAndOtherIntangibleAssets,"1,833,000,000","1,873,000,000","1,900,000,000","1,893,000,000","1,924,000,000","1,944,000,000","1,898,000,000","1,929,000,000","1,599,000,000","1,650,000,000","1,699,000,000","1,755,000,000","1,717,000,000","1,775,000,000","1,816,000,000","2,590,000,000","2,645,000,000","2,700,000,000","2,736,000,000","2,726,000,000","2,620,000,000","918,000,000","944,000,000","955,000,000","957,000,000","929,000,000","946,000,000","384,000,000","392,000,000","397,000,000","410,000,000","420,000,000","427,000,000","428,000,000","439,000,000"
			Goodwill,"1,605,000,000","1,623,000,000","1,628,000,000","1,610,000,000","1,608,000,000","1,588,000,000","1,537,000,000","1,510,000,000","1,217,000,000","1,215,000,000","1,209,000,000","1,209,000,000","1,174,000,000","1,181,000,000","1,171,000,000","1,888,000,000","1,891,000,000","1,894,000,000","1,882,000,000","1,861,000,000","1,702,000,000","721,000,000","736,000,000","738,000,000","731,000,000","696,000,000","700,000,000","372,000,000","378,000,000","381,000,000","392,000,000","405,000,000","411,000,000","410,000,000","419,000,000"
			OtherIntangibleAssets,"228,000,000","250,000,000","272,000,000","283,000,000","316,000,000","356,000,000","361,000,000","419,000,000","382,000,000","435,000,000","490,000,000","546,000,000","543,000,000","594,000,000","645,000,000","702,000,000","754,000,000","806,000,000","854,000,000","865,000,000","918,000,000","197,000,000","208,000,000","217,000,000","226,000,000","233,000,000","246,000,000","12,000,000","14,000,000","16,000,000","18,000,000","15,000,000","16,000,000","18,000,000","20,000,000"
		InvestmentsAndAdvances,"81,000,000","65,000,000","70,000,000","68,000,000","65,000,000","62,000,000","61,000,000","62,000,000","57,000,000","48,000,000","46,000,000","46,000,000","42,000,000","52,000,000","46,000,000","54,000,000","59,000,000","61,000,000","63,000,000","60,000,000","60,000,000","60,000,000","55,000,000","56,000,000","58,000,000","56,000,000","70,000,000","70,000,000","67,000,000","59,000,000","63,000,000","60,000,000","50,000,000","40,000,000","44,000,000"
		NonCurrentDeferredAssets,"673,000,000","695,000,000","711,000,000","739,000,000","712,000,000","700,000,000","740,000,000","746,000,000","726,000,000","737,000,000","755,000,000","703,000,000","727,000,000","741,000,000","750,000,000","186,000,000","203,000,000","204,000,000","186,000,000","216,000,000","345,000,000","342,000,000","392,000,000","317,000,000","264,000,000","256,000,000","295,000,000","112,000,000","126,000,000","135,000,000","163,000,000","51,000,000","58,000,000","65,000,000","88,000,000"
			NonCurrentDeferredTaxesAssets,"673,000,000","695,000,000","711,000,000","739,000,000","712,000,000","700,000,000","740,000,000","746,000,000","726,000,000","737,000,000","755,000,000","703,000,000","727,000,000","741,000,000","750,000,000","186,000,000","203,000,000","204,000,000","186,000,000","216,000,000","345,000,000","342,000,000","392,000,000","317,000,000","264,000,000","256,000,000","295,000,000","112,000,000","126,000,000","135,000,000","163,000,000","51,000,000","58,000,000","65,000,000","88,000,000"
		OtherNonCurrentAssets,"419,000,000","397,000,000","389,000,000","428,000,000","433,000,000","410,000,000","368,000,000","375,000,000","354,000,000","347,000,000","332,000,000","341,000,000","317,000,000","308,000,000","279,000,000","285,000,000","281,000,000","270,000,000","240,000,000","134,000,000","130,000,000","123,000,000","46,000,000","114,000,000","108,000,000","100,000,000","100,000,000","86,000,000","89,000,000","91,000,000","94,000,000","18,000,000","16,000,000","16,000,000","16,000,000"
TotalLiabilitiesNetMinorityInterest,"3,985,000,000","3,918,000,000","3,997,000,000","4,054,000,000","4,141,000,000","3,958,000,000","3,921,000,000","3,807,000,000","3,672,000,000","3,714,000,000","3,619,000,000","3,410,000,000","3,392,000,000","3,320,000,000","3,391,000,000","3,233,000,000","3,400,000,000","3,566,000,000","3,623,000,000","3,621,000,000","3,842,000,000","2,221,000,000","2,290,000,000","2,078,000,000","2,155,000,000","2,099,000,000","2,206,000,000","1,992,000,000","2,025,000,000","2,111,000,000","2,281,000,000","738,000,000","801,000,000","733,000,000","783,000,000"
	CurrentLiabilities,"1,360,000,000","1,257,000,000","1,309,000,000","1,199,000,000","1,288,000,000","1,124,000,000","1,081,000,000","980,000,000","949,000,000","982,000,000","1,003,000,000","1,432,000,000","1,485,000,000","1,400,000,000","1,462,000,000","900,000,000","953,000,000","886,000,000","819,000,000","784,000,000","876,000,000","596,000,000","644,000,000","601,000,000","652,000,000","602,000,000","686,000,000","620,000,000","631,000,000","700,000,000","769,000,000","551,000,000","610,000,000","536,000,000","560,000,000"
		PayablesAndAccruedExpenses,"464,000,000","475,000,000","435,000,000","388,000,000","399,000,000","373,000,000","358,000,000","321,000,000","279,000,000","368,000,000","391,000,000","385,000,000","371,000,000","374,000,000","353,000,000","354,000,000","365,000,000","342,000,000","301,000,000","297,000,000","259,000,000","259,000,000","281,000,000","251,000,000","280,000,000","282,000,000","343,000,000","315,000,000","294,000,000","378,000,000","427,000,000","237,000,000","268,000,000","215,000,000","228,000,000"
			Payables,"365,000,000","380,000,000","361,000,000","296,000,000","330,000,000","284,000,000","288,000,000","233,000,000","207,000,000","275,000,000","308,000,000","295,000,000","297,000,000","278,000,000","284,000,000","276,000,000","287,000,000","264,000,000","239,000,000","220,000,000","202,000,000","191,000,000","230,000,000","189,000,000","207,000,000","203,000,000","259,000,000","227,000,000","229,000,000","282,000,000","370,000,000","192,000,000","224,000,000","174,000,000","186,000,000"
				AccountsPayable,"313,000,000","294,000,000","287,000,000","249,000,000","248,000,000","228,000,000","224,000,000","193,000,000","182,000,000","224,000,000","253,000,000","247,000,000","236,000,000","222,000,000","242,000,000","231,000,000","240,000,000","229,000,000","211,000,000","181,000,000","180,000,000","172,000,000","189,000,000","156,000,000","168,000,000","175,000,000","209,000,000","171,000,000","178,000,000","158,000,000","173,000,000","112,000,000","157,000,000","130,000,000","131,000,000"
				TotalTaxPayable,"52,000,000","86,000,000","74,000,000","47,000,000","82,000,000","56,000,000","64,000,000","40,000,000","25,000,000","51,000,000","55,000,000","48,000,000","61,000,000","56,000,000","42,000,000","45,000,000","47,000,000","35,000,000","28,000,000","39,000,000","22,000,000","19,000,000","41,000,000","33,000,000","39,000,000","28,000,000","50,000,000","56,000,000","51,000,000","60,000,000","72,000,000","80,000,000","67,000,000","44,000,000","55,000,000"
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","64,000,000","125,000,000",,,,
			CurrentAccruedExpenses,"99,000,000","95,000,000","74,000,000","92,000,000","69,000,000","89,000,000","70,000,000","88,000,000","72,000,000","93,000,000","83,000,000","90,000,000","74,000,000","96,000,000","69,000,000","78,000,000","78,000,000","78,000,000","62,000,000","77,000,000","57,000,000","68,000,000","51,000,000","62,000,000","73,000,000","79,000,000","84,000,000","88,000,000","65,000,000","96,000,000","57,000,000","45,000,000","44,000,000","41,000,000","42,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"318,000,000","247,000,000","355,000,000","294,000,000","359,000,000","253,000,000","289,000,000","230,000,000","241,000,000","215,000,000","278,000,000","223,000,000","281,000,000","210,000,000","276,000,000","213,000,000","241,000,000","170,000,000","217,000,000","182,000,000","212,000,000","146,000,000","183,000,000","158,000,000","174,000,000","135,000,000","168,000,000","144,000,000","173,000,000","146,000,000","167,000,000","129,000,000","147,000,000","119,000,000","142,000,000"
		CurrentDebtAndCapitalLeaseObligation,"40,000,000","40,000,000","41,000,000","41,000,000","42,000,000","42,000,000","43,000,000","43,000,000","38,000,000","36,000,000",,"500,000,000","500,000,000","499,000,000","499,000,000",,,"20,000,000","10,000,000","40,000,000","170,000,000",,,,,,,,,,,,,,
			CurrentDebt,,,,,,,,,,,,"500,000,000","500,000,000","499,000,000","499,000,000",,,"20,000,000","10,000,000","40,000,000","170,000,000",,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,"500,000,000","500,000,000","499,000,000",,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"40,000,000","40,000,000","41,000,000","41,000,000","42,000,000","42,000,000","43,000,000","43,000,000","38,000,000","36,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"538,000,000","495,000,000","478,000,000","476,000,000","488,000,000","456,000,000","391,000,000","386,000,000","391,000,000","363,000,000","334,000,000","324,000,000","333,000,000","317,000,000","334,000,000","333,000,000","347,000,000","354,000,000","291,000,000","265,000,000","235,000,000","191,000,000","180,000,000","192,000,000","198,000,000","185,000,000","175,000,000","161,000,000","164,000,000","176,000,000","175,000,000","185,000,000","195,000,000","202,000,000","190,000,000"
			CurrentDeferredRevenue,"538,000,000","495,000,000","478,000,000","476,000,000","488,000,000","456,000,000","391,000,000","386,000,000","391,000,000","363,000,000","334,000,000","324,000,000","333,000,000","317,000,000","334,000,000","333,000,000","347,000,000","354,000,000","291,000,000","265,000,000","235,000,000","191,000,000","180,000,000","192,000,000","198,000,000","185,000,000","175,000,000","161,000,000","164,000,000","176,000,000","175,000,000","185,000,000","195,000,000","202,000,000","190,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,625,000,000","2,661,000,000","2,688,000,000","2,855,000,000","2,853,000,000","2,834,000,000","2,840,000,000","2,827,000,000","2,723,000,000","2,732,000,000","2,616,000,000","1,978,000,000","1,907,000,000","1,920,000,000","1,929,000,000","2,333,000,000","2,447,000,000","2,680,000,000","2,804,000,000","2,837,000,000","2,966,000,000","1,625,000,000","1,646,000,000","1,477,000,000","1,503,000,000","1,497,000,000","1,520,000,000","1,372,000,000","1,394,000,000","1,411,000,000","1,512,000,000","187,000,000","191,000,000","197,000,000","223,000,000"
		LongTermDebtAndCapitalLeaseObligation,"1,968,000,000","1,974,000,000","1,982,000,000","1,987,000,000","1,990,000,000","1,974,000,000","1,938,000,000","1,944,000,000","1,912,000,000","1,916,000,000","1,788,000,000","1,292,000,000","1,292,000,000","1,291,000,000","1,291,000,000","1,790,000,000","1,789,000,000","2,028,000,000","2,038,000,000","2,047,000,000","2,156,000,000","1,093,000,000","1,100,000,000","1,100,000,000","1,100,000,000","1,099,000,000","1,099,000,000","1,099,000,000","1,099,000,000","1,099,000,000","1,099,000,000",,,,
			LongTermDebt,"1,792,000,000","1,791,000,000","1,791,000,000","1,791,000,000","1,790,000,000","1,790,000,000","1,789,000,000","1,789,000,000","1,788,000,000","1,788,000,000","1,788,000,000","1,292,000,000","1,292,000,000","1,291,000,000","1,291,000,000","1,790,000,000","1,789,000,000","2,028,000,000","2,038,000,000","2,047,000,000","2,156,000,000","1,093,000,000","1,100,000,000","1,100,000,000","1,100,000,000","1,099,000,000","1,099,000,000","1,099,000,000","1,099,000,000","1,099,000,000","1,099,000,000",,,,
			LongTermCapitalLeaseObligation,"176,000,000","183,000,000","191,000,000","196,000,000","200,000,000","184,000,000","149,000,000","155,000,000","124,000,000","128,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"196,000,000","190,000,000","187,000,000","179,000,000","172,000,000","166,000,000","175,000,000","173,000,000","167,000,000","176,000,000","176,000,000","177,000,000","150,000,000","126,000,000","127,000,000","122,000,000","119,000,000","105,000,000","101,000,000","92,000,000","91,000,000","74,000,000","72,000,000","73,000,000","69,000,000","62,000,000","61,000,000","61,000,000","64,000,000","66,000,000","69,000,000","76,000,000","80,000,000","85,000,000","94,000,000"
			NonCurrentDeferredRevenue,"196,000,000","190,000,000","187,000,000","179,000,000","172,000,000","166,000,000","175,000,000","173,000,000","167,000,000","176,000,000","176,000,000","177,000,000","150,000,000","126,000,000","127,000,000","122,000,000","119,000,000","105,000,000","101,000,000","92,000,000","91,000,000","74,000,000","72,000,000","73,000,000","69,000,000","62,000,000","61,000,000","61,000,000","64,000,000","66,000,000","69,000,000","76,000,000","80,000,000","85,000,000","94,000,000"
		EmployeeBenefits,"141,000,000","154,000,000","167,000,000","348,000,000","358,000,000","362,000,000","362,000,000","352,000,000","344,000,000","350,000,000","357,000,000","212,000,000","214,000,000","219,000,000","224,000,000","220,000,000","309,000,000","315,000,000","309,000,000","371,000,000","374,000,000","384,000,000","405,000,000","235,000,000","250,000,000","255,000,000","280,000,000","160,000,000","173,000,000","187,000,000","213,000,000",,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"141,000,000","154,000,000","167,000,000","348,000,000","358,000,000","362,000,000","362,000,000","352,000,000","344,000,000","350,000,000","357,000,000","212,000,000","214,000,000","219,000,000","224,000,000","220,000,000","309,000,000","315,000,000","309,000,000","371,000,000","374,000,000","384,000,000","405,000,000","235,000,000","250,000,000","255,000,000","280,000,000","160,000,000","173,000,000","187,000,000","213,000,000",,,,
		OtherNonCurrentLiabilities,"320,000,000","343,000,000","352,000,000","341,000,000","333,000,000","332,000,000","365,000,000","358,000,000","300,000,000","290,000,000","295,000,000","297,000,000","251,000,000","284,000,000","287,000,000","201,000,000","230,000,000","232,000,000","356,000,000","327,000,000","345,000,000","74,000,000","69,000,000","69,000,000","84,000,000","81,000,000","80,000,000","52,000,000","58,000,000","59,000,000","131,000,000","111,000,000","111,000,000","112,000,000","129,000,000"
TotalEquityGrossMinorityInterest,"3,779,000,000","3,810,000,000","3,784,000,000","3,750,000,000","3,545,000,000","3,536,000,000","3,297,000,000","3,354,000,000","3,085,000,000","3,127,000,000","3,004,000,000","2,938,000,000","2,798,000,000","2,658,000,000","2,433,000,000","2,613,000,000","2,523,000,000","2,484,000,000","2,310,000,000","2,219,000,000","2,172,000,000","1,648,000,000","1,513,000,000","1,597,000,000","1,500,000,000","1,382,000,000","1,302,000,000","1,105,000,000","1,036,000,000","918,000,000","769,000,000","1,261,000,000","1,209,000,000","1,199,000,000","1,245,000,000"
	StockholdersEquity,"3,779,000,000","3,810,000,000","3,784,000,000","3,750,000,000","3,545,000,000","3,536,000,000","3,297,000,000","3,354,000,000","3,085,000,000","3,127,000,000","3,004,000,000","2,938,000,000","2,798,000,000","2,658,000,000","2,433,000,000","2,613,000,000","2,523,000,000","2,484,000,000","2,310,000,000","2,219,000,000","2,172,000,000","1,648,000,000","1,513,000,000","1,597,000,000","1,500,000,000","1,382,000,000","1,302,000,000","1,105,000,000","1,036,000,000","918,000,000","769,000,000","1,261,000,000","1,209,000,000","1,199,000,000","1,245,000,000"
		CapitalStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000",,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,
			CommonStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000",,,,
		AdditionalPaidInCapital,"2,254,000,000","2,231,000,000","2,219,000,000","2,200,000,000","2,152,000,000","2,134,000,000","2,110,000,000","2,090,000,000","2,044,000,000","2,031,000,000","2,013,000,000","1,994,000,000","1,954,000,000","1,925,000,000","1,889,000,000","1,876,000,000","1,837,000,000","1,815,000,000","1,786,000,000","1,772,000,000","1,730,000,000","1,271,000,000","1,242,000,000","1,233,000,000","1,211,000,000","1,199,000,000","1,165,000,000","1,142,000,000","1,124,000,000","1,114,000,000","1,002,000,000",,,,
		RetainedEarnings,"3,917,000,000","3,659,000,000","3,430,000,000","3,148,000,000","2,894,000,000","2,708,000,000","2,536,000,000","2,319,000,000","2,143,000,000","2,072,000,000","1,909,000,000","1,714,000,000","1,555,000,000","1,402,000,000","1,212,000,000","1,326,000,000","1,205,000,000","1,141,000,000","1,041,000,000","1,079,000,000","1,097,000,000","1,048,000,000","949,000,000","857,000,000","766,000,000","678,000,000","614,000,000","337,000,000","267,000,000","171,000,000","101,000,000",,,,
		TreasuryStock,"1,920,000,000","1,631,000,000","1,425,000,000","1,072,000,000","992,000,000","772,000,000","752,000,000","537,000,000","537,000,000","417,000,000","342,000,000","312,000,000","252,000,000","222,000,000","182,000,000","142,000,000","102,000,000","62,000,000","62,000,000","62,000,000","62,000,000","62,000,000","62,000,000","62,000,000","42,000,000",,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-474,000,000","-451,000,000","-442,000,000","-528,000,000","-511,000,000","-536,000,000","-599,000,000","-520,000,000","-567,000,000","-561,000,000","-578,000,000","-460,000,000","-461,000,000","-449,000,000","-488,000,000","-449,000,000","-419,000,000","-412,000,000","-457,000,000","-572,000,000","-595,000,000","-611,000,000","-618,000,000","-433,000,000","-437,000,000","-497,000,000","-479,000,000","-376,000,000","-357,000,000","-369,000,000","-336,000,000","23,000,000","20,000,000","17,000,000","31,000,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,238,000,000","1,189,000,000","1,182,000,000","1,214,000,000"
TotalCapitalization,"5,571,000,000","5,601,000,000","5,575,000,000","5,541,000,000","5,335,000,000","5,326,000,000","5,086,000,000","5,143,000,000","4,873,000,000","4,915,000,000","4,792,000,000","4,230,000,000","4,090,000,000","3,949,000,000","3,724,000,000","4,403,000,000","4,312,000,000","4,512,000,000","4,348,000,000","4,266,000,000","4,328,000,000","2,741,000,000","2,613,000,000","2,697,000,000","2,600,000,000","2,481,000,000","2,401,000,000","2,204,000,000","2,135,000,000","2,017,000,000","1,868,000,000","1,261,000,000","1,209,000,000","1,199,000,000","1,245,000,000"
CommonStockEquity,"3,779,000,000","3,810,000,000","3,784,000,000","3,750,000,000","3,545,000,000","3,536,000,000","3,297,000,000","3,354,000,000","3,085,000,000","3,127,000,000","3,004,000,000","2,938,000,000","2,798,000,000","2,658,000,000","2,433,000,000","2,613,000,000","2,523,000,000","2,484,000,000","2,310,000,000","2,219,000,000","2,172,000,000","1,648,000,000","1,513,000,000","1,597,000,000","1,500,000,000","1,382,000,000","1,302,000,000","1,105,000,000","1,036,000,000","918,000,000","769,000,000","1,261,000,000","1,209,000,000","1,199,000,000","1,245,000,000"
CapitalLeaseObligations,"216,000,000","223,000,000","232,000,000","237,000,000","242,000,000","226,000,000","192,000,000","198,000,000","162,000,000","164,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
