name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011
			CommonStockIssuance,,,,,"0","0","0","0","0","600,000","1,500,000","600,000","3,900,000","1,100,000","200,000","700,000","2,600,000","6,300,000","2,500,000","11,200,000","3,300,000","5,900,000","7,500,000","6,100,000","7,900,000","16,700,000","10,300,000","9,800,000","4,000,000","22,100,000","27,100,000","7,800,000","9,700,000","8,400,000","2,200,000","1,600,000","1,500,000","4,100,000","0","600,000","0","38,900,000","88,100,000","0","5,000,000"
			CommonStockPayments,,,,,"0","0","0","0","0","0","0","-4,500,000",,,,,"0","0","0","0","0","0","0","-36,300,000","-67,000,000","0","-572,200,000","-155,700,000","0","-113,900,000","-191,200,000","0","-501,400,000","-67,600,000","-100,000","-200,000","-6,100,000","0",,,,,,,
		NetPreferredStockIssuance,"0","0","0","0","0","0","0","227,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStockIssuance,"0","0","0","0","0","0","0","227,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-78,000,000","-3,400,000","-46,100,000","-4,300,000","-24,200,000","0","-700,000","-800,000","0","-66,500,000","-67,100,000","-63,300,000","-63,400,000","-94,400,000","-94,600,000","-93,800,000","-93,900,000","-93,800,000","-93,800,000","-94,300,000","-93,400,000","-93,400,000","-93,400,000","-92,400,000","0","0",,,"0","0",,,"0","0",,,"0","0",,,,,,,
			CommonStockDividendPaid,"-1,300,000","-100,000","-400,000","-800,000","0","0","-700,000","-800,000","0","-66,500,000","-67,100,000","-63,300,000","-63,400,000","-94,400,000","-94,600,000","-93,800,000","-93,900,000","-93,800,000","-93,800,000","-94,300,000","-93,400,000","-93,400,000","-93,400,000","-92,400,000","0","0",,,"0","0",,,"0","0",,,"0","0",,,,,,,
			PreferredStockDividendPaid,"-76,700,000","-3,300,000","-45,700,000","-3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-193,800,000","-52,700,000","-82,300,000","-32,200,000","-26,600,000","5,300,000","2,600,000","1,300,000","-11,700,000","-24,400,000","-15,900,000","-42,700,000","-6,200,000","-22,200,000","-13,400,000","-21,300,000","-51,400,000","-25,000,000","-27,200,000","-11,800,000","-39,400,000","-16,400,000","-23,600,000","1,700,000","-27,200,000","-32,500,000","-35,000,000","-6,500,000","-27,600,000","-42,300,000","1,300,000","-16,600,000","-29,700,000","-3,500,000","-3,400,000","-7,200,000","-19,200,000","-6,000,000","-5,500,000","-10,000,000","-12,200,000","-1,200,000","-24,300,000","-25,200,000","1,100,000"
EndCashPosition,"705,600,000","700,200,000","562,500,000","422,400,000","310,400,000","358,000,000","605,300,000","575,300,000","352,000,000","1,311,600,000","339,500,000","381,400,000","380,400,000","420,200,000","445,000,000","453,200,000","362,200,000","486,500,000","425,700,000","944,600,000","570,700,000","792,000,000","964,200,000","378,000,000","372,400,000","366,600,000","482,700,000","416,000,000","341,300,000","1,144,100,000","1,203,200,000","1,002,700,000","1,238,000,000","1,147,200,000","1,154,000,000","946,800,000","920,400,000","782,900,000","752,100,000","568,400,000","609,400,000","520,400,000","564,800,000","460,600,000","510,800,000"
	ChangesInCash,"347,600,000","136,500,000","143,700,000","118,000,000","-50,600,000","-237,900,000","28,700,000","225,300,000","-968,500,000","999,600,000","-53,900,000","15,800,000","-38,400,000","-27,600,000","-4,200,000","95,500,000","-103,700,000","52,100,000","-520,500,000","367,500,000","-242,600,000","-188,900,000","616,000,000","4,600,000","9,800,000","-142,300,000","86,500,000","80,800,000","-857,800,000","20,000,000","236,900,000","-182,200,000","87,000,000","-13,900,000","199,200,000","900,000","128,800,000","53,100,000","178,700,000","-57,600,000","113,700,000","-51,000,000","119,600,000","-24,600,000","115,200,000"
	EffectOfExchangeRateChanges,"-5,400,000","1,200,000","-3,600,000","-6,000,000","3,000,000","-9,400,000","1,300,000","-2,000,000","8,900,000","-27,500,000","12,000,000","-14,800,000","-1,400,000","2,800,000","-4,000,000","-4,500,000","-20,600,000","8,700,000","1,600,000","6,400,000","21,300,000","16,700,000","-29,800,000","1,000,000","-4,000,000","26,200,000","-19,800,000","-6,100,000","55,000,000","-79,100,000","-36,400,000","-53,100,000","3,800,000","7,100,000","8,000,000","25,500,000","8,700,000","-22,300,000","5,000,000","16,600,000","-24,700,000","6,600,000","-15,400,000","-25,600,000","10,500,000"
	BeginningCashPosition,"358,000,000","562,500,000","422,400,000","310,400,000","358,000,000","605,300,000","575,300,000","352,000,000","1,311,600,000","339,500,000","381,400,000","380,400,000","420,200,000","445,000,000","453,200,000","362,200,000","486,500,000","425,700,000","944,600,000","570,700,000","792,000,000","964,200,000","378,000,000","372,400,000","366,600,000","482,700,000","416,000,000","341,300,000","1,144,100,000","1,203,200,000","1,002,700,000","1,238,000,000","1,147,200,000","1,154,000,000","946,800,000","920,400,000","782,900,000","752,100,000","568,400,000","609,400,000","520,400,000","564,800,000","460,600,000","510,800,000","385,100,000"
IncomeTaxPaidSupplementalData,"84,000,000",,,"13,100,000",,,,,"-2,300,000","47,500,000","38,300,000","39,700,000","21,900,000","30,800,000","33,700,000","23,900,000","40,700,000","26,400,000","24,700,000","32,800,000","26,500,000","25,200,000","23,200,000","15,200,000","29,100,000","29,400,000","22,800,000","36,800,000","21,600,000","13,200,000","43,400,000","26,600,000","24,800,000","9,600,000","32,000,000","17,700,000","17,300,000","24,400,000","31,900,000","10,400,000","17,200,000","9,000,000","31,100,000","10,100,000","14,400,000"
InterestPaidSupplementalData,"187,300,000","11,700,000","88,100,000","20,900,000","66,600,000","30,300,000","89,400,000","44,300,000","91,800,000","44,900,000","86,200,000","57,700,000","94,900,000","55,100,000","91,800,000","48,900,000","48,600,000","64,800,000","68,400,000","61,000,000","57,300,000","53,400,000","44,200,000","35,300,000","32,500,000","27,900,000","17,100,000","12,800,000","14,900,000","17,000,000","14,000,000","18,800,000","23,200,000","8,200,000","22,800,000","9,500,000","22,700,000","12,300,000","24,700,000","11,300,000","26,200,000","9,100,000","27,000,000","14,100,000","25,200,000"
CapitalExpenditure,"-163,200,000","-47,000,000","-41,000,000","-45,000,000","-30,200,000","-32,100,000","-40,700,000","-70,900,000","-61,000,000","-61,400,000","-58,600,000","-86,400,000","-95,700,000","-71,600,000","-125,700,000","-133,600,000","-127,700,000","-86,500,000","-120,800,000","-111,400,000","-108,300,000","-125,800,000","-111,400,000","-86,800,000","-34,800,000","-36,900,000","-35,800,000","-42,600,000","-35,900,000","-61,900,000","-43,200,000","-59,900,000","-36,300,000","-78,600,000","-51,000,000","-65,600,000","-10,400,000","-78,600,000","-36,900,000","-68,000,000","-43,200,000","-74,200,000","-35,100,000","-54,900,000","-13,800,000"
IssuanceOfCapitalStock,"0","0","0","0","0","0","0","227,200,000","724,500,000","600,000","1,500,000","600,000","3,900,000","1,100,000","200,000","700,000","2,600,000","6,300,000","2,500,000","11,200,000","3,300,000","5,900,000","7,500,000","6,100,000","7,900,000","16,700,000","10,300,000","9,800,000","4,000,000","22,100,000","27,100,000","7,800,000","9,700,000","8,400,000","2,200,000","1,600,000","1,500,000","4,100,000","0","600,000","0","38,900,000","88,100,000","0","5,000,000"
IssuanceOfDebt,"3,309,300,000","4,800,000","659,000,000","285,300,000","2,360,200,000","771,000,000","738,400,000","639,000,000","137,400,000","3,095,400,000","475,900,000","972,600,000","595,900,000","471,100,000","344,400,000","771,900,000","8,370,500,000","794,700,000","730,100,000","778,400,000","435,000,000","878,900,000","1,656,800,000","358,200,000","898,000,000","565,200,000","3,812,600,000","214,900,000","96,800,000","1,084,800,000","343,700,000","792,400,000","815,400,000","227,200,000","187,400,000","184,400,000","1,530,100,000","177,300,000","500,700,000","233,500,000","211,700,000","193,000,000","124,500,000","2,300,000,000","-725,000,000"
RepaymentOfDebt,"-3,732,900,000","-43,900,000","-955,400,000","-371,500,000","-2,362,100,000","-585,900,000","-3,937,300,000","-602,500,000","-1,502,700,000","-1,094,600,000","-811,800,000","-826,000,000","-673,800,000","-526,000,000","-434,700,000","-305,700,000","-8,449,400,000","-424,500,000","-1,070,800,000","-191,100,000","-491,400,000","-293,100,000","-1,379,500,000","-105,900,000","-840,800,000","-121,600,000","-2,939,400,000","-55,900,000","-1,049,100,000","-902,200,000","-172,700,000","-931,600,000","-267,100,000","-91,000,000","-205,600,000","-188,300,000","-1,433,700,000","-111,000,000","-539,500,000","-189,000,000","-202,500,000","-166,200,000","-340,000,000","-2,282,300,000","820,000,000"
RepurchaseOfCapitalStock,,,,,"0","0","0","0","0","0","0","-4,500,000",,,,,"0","0","0","0","0","0","0","-36,300,000","-67,000,000","0","-572,200,000","-155,700,000","0","-113,900,000","-191,200,000","0","-501,400,000","-67,600,000","-100,000","-200,000","-6,100,000","0",,,,,,,
FreeCashFlow,"628,600,000","-22,200,000","408,000,000","240,700,000","2,100,000","-218,400,000","389,400,000","-28,300,000","-316,400,000","-318,900,000","363,500,000","-46,500,000","92,500,000","142,100,000","193,900,000","-215,500,000","97,100,000","-205,400,000","195,900,000","-120,300,000","-57,500,000","-82,500,000","567,000,000","-101,800,000","21,300,000","-108,700,000","364,600,000","74,100,000","102,200,000","-28,700,000","285,600,000","-33,700,000","57,100,000","-82,800,000","295,100,000","35,600,000","91,000,000","-11,300,000","283,000,000","-92,700,000","139,400,000","-11,700,000","271,300,000","-17,100,000","30,200,000"
