name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
	ChangesInCash,"4,047,000","602,000","8,780,000","-2,092,000","2,813,000","-7,006,000","-1,153,000","9,915,000","7,514,000","905,000","-933,000","75,000","1,066,000","506,000","316,000","-2,249,000","1,718,000","-681,000","481,000","403,000","383,000"
	BeginningCashPosition,"18,498,000","26,711,000","17,931,000","15,255,000","12,442,000","19,448,000","20,601,000","10,686,000","3,172,000","2,267,000","3,200,000","3,125,000","2,059,000","1,553,000","1,237,000","2,473,000","755,000","2,449,000","1,968,000","552,000","169,000"
IncomeTaxPaidSupplementalData,"811,000","32,000","556,000","7,000","216,000","64,000","0","388,000","142,000","-25,000","287,000","-23,191,000","26,536,000","-2,030,000","105,000","346,000","-68,000","191,000","14,000","-749,000","1,423,000"
InterestPaidSupplementalData,"6,131,000","2,104,000","1,367,000","1,628,000","1,032,000","1,348,000","420,000","1,295,000","674,000","1,310,000","1,971,000","1,931,000","4,537,000","-2,287,000","730,000","-1,080,000","2,961,000","3,741,000","2,259,000","1,719,000","1,588,000"
CapitalExpenditure,"-9,645,000","-2,930,000","-2,353,000","-2,250,000","-2,112,000","-2,105,000","-1,734,000","-1,887,000","-1,783,000","-1,047,000","-1,237,000","-971,000","-996,000","-587,000","-552,000","-1,599,000","-597,000","-1,792,000","-498,000","-763,000","-450,000"
IssuanceOfCapitalStock,,,,,,,,"82,901,000",,,,"90,027,000",,,,"-223,000",,,,,
IssuanceOfDebt,"307,207,000","74,826,000","105,009,000","40,552,000","86,820,000","87,189,000","88,255,000","47,099,000","44,033,000","187,708,000","31,283,000","38,572,000","97,419,000","27,500,000","25,000,000","8,000,000","3,750,000","13,000,000","27,171,000","43,500,000","5,000,000"
RepaymentOfDebt,"-203,885,000","-46,008,000","-49,900,000","-53,986,000","-53,991,000","-51,496,000","-38,948,000","-99,467,000","-28,079,000","-164,745,000","-38,390,000","-37,005,000","-35,362,000","-6,500,000","-8,000,000","-6,000,000","-91,725,000","-9,000,000","-9,850,000","-15,900,000","-4,000,000"
RepurchaseOfCapitalStock,,,,,,,,"-4,076,000",,,,"-90,027,000",,,,"0",,,,,
FreeCashFlow,"38,411,000","6,373,000","19,557,000","8,443,000","10,094,000","9,816,000","10,220,000","11,746,000","-543,000","316,000","6,247,000","9,329,000","3,877,000","4,765,000","5,520,000","1,474,000","4,468,000","2,282,000","5,370,000","1,029,000","1,558,000"
