name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005
				ChangesInAccountReceivables,"1,283,000","3,340,000","-706,000","-974,000","-377,000","-5,213,000","-1,867,710","-774,772","-929,195","954,677","398,999","-1,401,375","-1,929,567","-664,667","-318,907","389,630","-1,268,700","-760,428","-161,350","-223,405","215,482","-272,370","-205,109","-10,326","-1,691","-406,717","84,160","23,825","-171,077","-184,488","621","78,971","28,309","94,986","-248,018","-29,967","-140,605","-15,960","-30,769","-25,602","1,358","-62,416","27,679","-35,442","-20,151","-19,870","23,016","-26,124","48,220","-71,006","-2,757","282","-5,009","2,276",,,,,,,,,,,,,,,
			ChangeInInventory,"-12,706,000","-7,715,000","-2,999,000","-1,842,000","-150,000","-988,000","1,324,661","61,754","-73,788","9,373","-123,041","-44,482","-79,348","-6,576","-90,215","-33,009","24,636","-7,130","-24,542","-17,633","-1,661","18,539","-7,308","1,353","-13,743","-55,197","26,350","-6,500","-35,124","-2,722","-8,154","-20,203","-8,898","305","13,297","9,559","-13,652","16,247","460","-8,413","4,248","-4,624","-4,451","2,284","-739","15,639","365","0","0","0","0","63,327","17,685","2,963","-111,859","-226,309","-73,084","29,058","-11,765","8,153","-1,390","6,161","23,017","3,257","11,878","-458","10,614","-43,406","-6,091"
			ChangeInPrepaidAssets,"9,604,000","21,000","335,000","3,214,000","6,034,000","-6,316,000","-7,725,068","-54,456","58,859","48,665","-171,463","-428,455","158,821","10,049","130,906","-379,524","50,404","-25,035","-284,065","44,586","12,490","-34,500",,,,,,,,,,,,,,,,,,,,,,,,,,"38,784","1,915","-43,652","-36,210","25,993","3,650","-121,864","40,727","59,465","29,001","-3,927","-2,671",,,"4,500",,,"-4,499","4,500","-4,770","3,350","38,768"
			ChangeInPayablesAndAccruedExpense,"-3,037,000","-2,107,000","1,936,000","2,649,000","-5,515,000","532,000","-2,120,123","3,215,353","3,084,458","65,312","-697,790","-444,381","1,053,313","659,335","-157,169","-333,521","856,444","105,343","-77,703","-4,681","-123,881","327,671","231,990","70,315","-151,459","-31,290","453,243","125,825","-248,695","76,413","20,847","171,950","-2,118","-328,670","359,896","-120,902","-24,215","162,076","324,697","74,727","-78,374","-693,881","315,037","32,832","177,246","-93,047","95,495","126,189","-181,209","189,560","-123,772","311,451","274,320","45,203","315,989","12,974","1,561","-520","-71,253","13,083","-13,694","-63,040","68,669","25,181","52,802","48,910","-32,426","37,584","6,017"
				ChangeInPayable,,"-2,107,000",,,,"532,000",,,,,,,,,"-223,192","-333,521","856,444","105,343","-77,703","-4,681","-123,881","329,514",,"72,321","-160,477","-37,317","453,243","144,813","-247,509","54,889","10,381","164,096","-20,228","-351,344","350,935","-167,242","-54,278","142,143","223,125","47,406","30,894","-400,716","159,725","142,752","35,998","50,524","-75,647","120,908","-205,513","179,451","-54,265","72,375","102,893","-45,454",,,,,,,,,,,,,,,
					ChangeInAccountPayable,,"-2,107,000",,,,"532,000",,,,,,,,,"-223,192","-333,521","856,444","105,343","-77,703","-4,681","-123,881","329,514",,"72,321","-160,477","-37,317","453,243","144,813","-247,509","54,889","10,381","164,096","-20,228","-351,344","350,935","-167,242","-54,278","142,143",,,,,,,,,,"120,908","-205,513","179,451","-54,265","72,375","102,893","-113,531",,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,"66,023","-18,026","-171,613","149,018","0","0","0","-1,843","55,197","-2,006","9,018","6,027","0","-18,988","-1,186","21,524","10,466","7,854","18,110","22,674","8,961","46,340","30,063","19,933","101,572","27,321","-109,268","-293,165","155,312","-109,920","141,248","-143,571","171,142","5,281","24,304","10,109","-69,507","239,076","171,427","90,657",,,,,,,,,,,,,,,
					ChangeInInterestPayable,,,,,,,,,,,,,,,"66,023",,,,"0","0","0","-1,843","4,398","-2,006","9,018","6,027","0","-18,988","-1,186","21,524","10,466","7,854","18,110","22,674","8,961","46,340","30,063","19,933","10,364","10,744","-1,483","24,031","11,814","11,799","12,581","13,444","14,127","14,574","15,011","11,679","45,826","121,919","156,406","151,863",,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,"-342,072","-16,022",,"-388,620","-66,144","-25,192","55,196","-37,101","5,467","-13,388","-3,690","-13,271","1,140","-10,767","25,972","-18,400","-1,045","28,385","18,214","30,596","60,893","64,448",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,"-5,668","-9,309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-131,678","117,583","92,344","113,651","3,778","15,816","34,095","72,105","35,189","51,615","50,889","-57,140","56,904","80,340"
			ChangeInOtherWorkingCapital,"4,600,000","2,176,000","1,133,000","2,606,000","-1,315,000","993,000","1,860,789","647,845","-796,658","757,024","305,005","240,097","-261,445","453,417","370,228","-18,026","-171,613","149,018","296,721","30,468","184,704","-5,413","358,094","-8,609","-131,910","168,733","10,191","-55,609","-285,460","108,076","67,977","47,644","47,727","62,850","49,011","61,982","63,013","48,967",,,,,,,,,,,,,,,,,,,,,"11,881",,,,,,,,,,
InvestingCashFlow,"-250,834,000","3,050,000","-195,971,000","-27,008,000","-30,905,000","-215,370,000","-383,059,950","120,338,188","-119,047,756","-542,482","789,874","-36,645,504","-21,419,511","-5,651,974","-1,102,523","-10,785,444","-711,362","-284,893","-519,373","-234,155","-405,768","-641,281","-396,470","-72,340","-193,857","-405,258","-378,591","-225,787","-109,615","-2,279","0","-67,851","0","655","-2,045","-6,237","-131,259","-107,517","-24,386","-2,908","-43,871","-18,991","-166,717","-132,539","-69,814","-70,904","-49,525","-89,789","-255,232","-108,619","3,884","-6,353","-27,786","-399","54,560","-23,544","-30,132","-9,617","-253,260","-116,846","-2,805","0","0","0","0","1","-2,351","-20,451","-19,249"
	CashFlowFromContinuingInvestingActivities,"-250,834,000","3,050,000","-195,971,000","-27,008,000","-30,905,000","-215,370,000","-383,059,950","120,338,188","-119,047,756","-542,482","789,874","-36,645,504","-21,419,511","-5,651,974","-1,102,523","-10,785,444","-711,362","-284,893","-519,373","-234,155","-405,768","-641,281",,"-72,340","-193,857","-405,258","-378,591","-225,787","-109,615","-2,279","0","-67,851","0","655","-2,045","-6,237","-131,259","-107,517","-24,386","-2,908","-43,871","-18,991","-166,717","-132,539","-69,814","-70,904","-49,525","-89,789","-255,232","-108,619","3,884","-6,353","-27,786","-399","54,560","-23,544","-30,132","-9,617","-253,260","-116,846","-2,805","0","0","0","0","1","-2,351","-20,451","-19,249"
		NetPPEPurchaseAndSale,"-25,316,000","-4,245,000","-8,326,000","-8,851,000","-3,894,000","-2,811,000","-3,799,197","-2,576,652","-1,945,992","-596,159","-1,146,898","-1,610,798","-1,457,120","-1,121,025","-1,081,897","-863,049","-699,540","-269,543","-485,260","-207,350","-391,239","-631,082","-396,470","-67,340","-193,857","-405,258","-378,591","-225,787","-109,615","-2,279","0","-67,851","0","655","-2,045","-6,237","-131,259","-85,035","-24,386","-2,908","-43,871","-18,784","-121,051","-78,329","-44,477","-42,333","-27,988","-60,228","-210,851","-13,958","-8,201","-1","-9,766","-300","-4,602","-23,544","-30,132","-9,617","-53,260","-116,846","-2,805",,,,,"1","-2,351","-20,451","-19,249"
			PurchaseOfPPE,"-25,316,000","-4,245,000","-8,326,000","-8,851,000","-3,894,000","-2,811,000","-3,799,197","-2,576,652","-1,945,992","-596,159","-1,146,898","-1,610,798","-1,457,120","-1,121,025","-1,081,897","-863,049","-699,540","-269,543","-485,260","-207,350","-391,239","-631,082","-396,470","-67,340","-193,857","-405,258","-378,591","-225,787","-109,615","-2,279","0","-67,851","0","655","-2,045","-6,237","-131,259","-85,035","-24,386","-2,908","-43,871","-18,784","-121,051","-78,329","-44,477","-42,333","-27,988","-60,228","-210,851","-13,958","-8,201","-1","-9,766","-300","-4,602","-23,544","-30,132","-9,617","-53,260","-116,846","-2,805",,,,,"1","-2,351","-20,451","-19,249"
		NetIntangiblesPurchaseAndSale,"-1,235,000","-351,000","-218,000","-349,000","-317,000","-241,000","-634,704","-41,362","-45,080","-29,854","-25,138","-5,441","-22,541","-20,488","-12,398","-7,004","-11,822","-15,350","-34,113","-26,805","-14,529","-10,199","0",,,,,,,,,,,,,,,"-22,482","0","0","0","-207","-45,666","-54,210","-25,337","-28,571","-21,537","-29,561","-44,381","-92,576","0","-6,352","-18,020","0",,,,,,,,,,,,,,,
			PurchaseOfIntangibles,"-1,235,000","-351,000","-218,000","-349,000","-317,000","-241,000","-634,704","-41,362","-45,080","-29,854","-25,138","-5,441","-22,541","-20,488","-12,398","-7,004","-11,822","-15,350","-34,113","-26,805","-14,529","-10,199","0",,,,,,,,,,,,,,,"-22,482","0","0","0","-207","-45,666","-54,210","-25,337","-28,571","-21,537","-29,561","-44,381","-92,576","0","-6,352","-18,020","0",,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,"-500,000","-21,000",,,,,,,"112,944","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,,,"-500,000","-21,000",,,,,,,"112,944","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-220,743,000","5,646,000","-187,427,000","-17,287,000","-21,675,000","-212,318,000","-15,486,049","122,956,202","-117,056,684","83,531","1,848,966","-35,029,265","489,801","-4,510,461","-8,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,"-297,743,000","-30,354,000","-190,427,000","-50,287,000","-26,675,000","-215,318,000","-22,442,805","-41,176","-120,056,684","-16,195,335","-151,034","-37,024,265","-1,010,199","-5,010,461","-8,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfInvestment,"77,000,000","36,000,000","3,000,000","33,000,000","5,000,000","3,000,000","6,956,756","122,997,378","3,000,000","16,278,866","2,000,000","1,995,000","1,500,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,"2,000,000",,,,,,,,,,,,,,,,,"0","0","0","0","0","-5,000","0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","-2,085","12,085","0","0","-99","59,162","0","0","0","-200,000","0","0",,,,,"0","0",,"0"
FinancingCashFlow,"284,900,000","-8,049,000","288,575,000","2,491,000","1,883,000","271,393,000","266,443,311","2,150,581","114,127,553","2,863,555","1,092,665","1,410,416","70,356,768","1,290,420","24,936,013","5,301,128","2,993,600","5,300,351","1,384,066","3,742,156","-704,394","11,479,535","3,121,886","-360,992","3,376,984","-80,000","-40,000","5,967,644","2,964,637","1,925,952","1,731,290","858,222","717,973","1,370,209","531,121","1,458,016","966,676","1,192,470","-37,822","-67,973","-177,280","3,947,109","-508,500","-325,924","-605,398","7,810,576","421,484","2,723,358","-30,000","4,002,863","318,862","1,209,726","840,910","17,999","-39,000","-58,000","683,713","-67,500","3,490,051","116,726","630,140","622,943","83,195","159,105","104,685","125,260","107,620","237,660","12,000"
	CashFlowFromContinuingFinancingActivities,"284,900,000","-8,049,000","288,575,000","2,491,000","1,883,000","271,393,000","266,443,311","2,150,581","114,127,553","2,863,555","1,092,665","1,410,416","70,356,768","1,290,420","24,936,013","5,301,128","2,993,600","5,300,351","1,384,066","3,742,156","-704,394","11,479,535",,"-360,992","3,376,984","-80,000","-40,000","5,967,644","2,964,637","1,925,952","1,731,290","858,222","717,973","1,370,209","531,121","1,458,016","966,676","1,192,470","-37,822","-67,973","-177,280","3,947,109","-508,500","-325,924","-605,398","7,810,576","421,484","2,723,358","-30,000","4,002,863","318,862","1,209,726","840,910","17,999","-39,000","-58,000","683,713","-67,500","3,490,051","116,726","630,140","622,943","83,195","159,105","104,685","125,260","107,620","237,660","12,000"
		NetIssuancePaymentsOfDebt,"36,616,000","-13,000","36,655,000","-12,000","-14,000","-18,000","-18,289","-19,470","114,982,058","-14,299","-5,930","-5,835","-5,748","-5,678","14,985,300",,,,"0","0","-563,842","-92,379",,"-128,140","-98,831","-80,000","-40,000","-60,000","-853,377","70,377","591,000","-24,000","-74,000","1,328,000","567,000","1,633,150","934,151","1,270,500","-32,000","-24,000","-98,800","1,854,628","-624,000","-714,000","-606,628","0","60,000","-30,000","-30,000","110,000","109,290","261,300","840,910","263,875","-39,000","-249,875","872,280","-87,500","3,510,051","-36,500","-24,000","-87,500","96,000","-7,500","80,000","0","-2,000","-3,000","-3,000"
			NetLongTermDebtIssuance,"36,616,000","-13,000","36,655,000","-12,000","-14,000","-18,000","-18,289","-19,470","114,982,058","-14,299","-5,930","-5,835","-5,748","-5,678","14,985,300",,,,"0","0","-563,842","-92,379","-98,407","-128,140","-98,831","-80,000","-40,000","-60,000","-853,377","-229,623","-24,000","-24,000","-74,000","1,328,000","567,000","1,633,150","934,151","1,270,500","-32,000","-24,000","-98,800",,"-624,000","-624,000","-606,628","0","0","0","0","1,401,500","-1,182,210","261,300","840,910","263,875",,,,,,,,,,,,,,,
				LongTermDebtIssuance,,,"40,068,000","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,352,000","591,000","1,657,150","958,151",,,,,,,,,"0","0","0","0",,,"395,000","926,500","60,000",,,,,,,,,,,,,,,
				LongTermDebtPayments,"-3,452,000","-13,000","-3,413,000","-12,000","-14,000","-18,000","-18,289","-19,470","-17,942","-14,299","-5,930","-5,835","-5,748","-5,678","-14,700",,,,"0","0","-563,842","-92,379","-98,407","-128,140","-98,831","-80,000","-40,000","-60,000","-853,377","-229,623","-24,000","-24,000","-74,000","-24,000","-24,000","-24,000","-24,000","-24,000","-32,000","-24,000","-98,800",,"-624,000","-624,000","-606,628",,,,"0","80,000","139,290","-133,700","-85,590","203,875",,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"300,000",,,,,,,,"0","0",,,"0","0",,,,,"-30,000","-30,000","-1,291,500","1,291,500","0","0","0",,,,,,,,,,,,,,,
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"300,000",,,,,,,,,,,,,"0",,,,,,,,,,"0",,,,,,,,,,,,,,,,
				ShortTermDebtPayments,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-741,377","-101,623","-24,000",,"-74,000",,,,"0","0","0",,,"0","0",,,,,"-30,000","-30,000","30,000","-30,000",,,"0",,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-8,349,000","-8,349,000","0","0","0","269,825,000",,,,,"0","3,272","68,807,446","0","9,821,181","3,350,305","0","4,641,807","0","0","-165,990","11,571,914","3,220,293","-232,852","3,475,815","0","0",,,,,,,,,,,,,,,"2,445,852",,,,"7,667,373","453,381",,,,,,,"0","-3,308","0","3,308","0","0","153,226","654,140","713,238","0","166,605","24,685","125,260","109,620","240,660","15,000"
			CommonStockIssuance,"0","0","0","0","0","269,825,000",,,,,"0","3,272","68,807,446","0","9,821,181","3,350,305","0","4,641,807","0","0","-165,990","11,571,914","3,220,293","-232,852","3,475,815","0","0",,,,,,,,,,,,,,,"4,718,880","0",,,"8,090,745","453,381",,,,,,,"0","-3,308","0","3,308","0","0","153,226","654,140","713,238","0","166,605","24,685","125,260","109,620","240,660","15,000"
			CommonStockPayments,,"-8,349,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPreferredStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","3,896,678","1,804,717","1,140,290","882,222","780,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","3,896,678","1,804,717","1,140,290","882,222","780,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
