name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998
				Depreciation,"1,737,500,000","440,000,000","442,500,000","429,500,000","426,100,000","425,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139,546,000","135,846,000","142,447,000","136,739,000","123,823,000","121,089,000","116,780,000","114,142,000","110,203,000","106,317,000","111,560,000","104,562,000","102,616,000","101,887,000","100,408,000","32,586,000","31,805,000","30,585,000","31,957,000","28,293,000","27,872,000","27,679,000",,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"392,400,000","99,000,000","95,700,000","96,800,000","99,900,000","97,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,242,000","130,000","-768,000","231,000","69,000","132,000","125,000","154,000","237,000","250,000","268,000","254,000","107,000","-477,000","635,000","1,025,000","1,045,000","798,000","397,000","322,000","333,000","11,582,000",,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"392,400,000","99,000,000","95,700,000","96,800,000","99,900,000","97,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,242,000","130,000","-768,000","231,000","69,000","132,000","125,000","154,000","237,000","250,000","268,000","254,000","107,000","-477,000","635,000","1,025,000","1,045,000","798,000","397,000","322,000","333,000","11,582,000",,,,,,,,,,,,,,,,,
		DeferredTax,"43,800,000","9,000,000","6,700,000","9,000,000","19,500,000","4,600,000","1,400,000","-18,300,000","53,400,000","-184,100,000","9,100,000","6,700,000","2,400,000","1,800,000","12,100,000","-700,000","11,100,000","-1,100,000","5,000,000","400,000","600,000","100,000","1,300,000","1,000,000","200,000","4,100,000","-7,300,000","-1,600,000","-13,200,000","1,500,000","3,500,000","2,000,000","400,000","200,000","5,800,000","17,300,000","21,300,000","-6,500,000","1,700,000","-3,000,000","2,300,000","-67,200,000","6,600,000","3,200,000","1,500,000","800,000","4,200,000","2,400,000","300,000","1,000,000","2,000,000","700,000","900,000","900,000","619,000","3,051,000","3,442,000","-913,000","2,764,000","1,454,000","2,492,000","1,596,000","2,049,000","3,198,000","7,693,000","1,487,000","2,767,000","1,952,000","2,073,000","1,802,000","3,315,000","3,381,000","1,225,000","1,687,000","6,352,000","-1,282,000","2,731,000","2,733,000","1,551,000",,,,,,,,,,,,,,,,
			DeferredIncomeTax,"43,800,000","9,000,000","6,700,000","9,000,000","19,500,000","4,600,000","1,400,000","-18,300,000","53,400,000","-184,100,000","9,100,000","6,700,000","2,400,000","1,800,000","12,100,000","-700,000","11,100,000","-1,100,000","5,000,000","400,000","600,000","100,000","1,300,000","1,000,000","200,000","4,100,000","-7,300,000","-1,600,000","-13,200,000","1,500,000","3,500,000","2,000,000","400,000","200,000","5,800,000","17,300,000","21,300,000","-6,500,000","1,700,000","-3,000,000","2,300,000","-67,200,000","6,600,000","3,200,000","1,500,000","800,000","4,200,000","2,400,000","300,000","1,000,000","2,000,000","700,000","900,000","900,000","619,000","3,051,000","3,442,000","-913,000","2,764,000","1,454,000","2,492,000","1,596,000","2,049,000","3,198,000","7,693,000","1,487,000","2,767,000","1,952,000","2,073,000","1,802,000","3,315,000","3,381,000","1,225,000","1,687,000","6,352,000","-1,282,000","2,731,000","2,733,000","1,551,000",,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"180,800,000","14,000,000","119,900,000","29,400,000","17,900,000","65,600,000","800,200,000","77,000,000","11,800,000","1,600,000","81,500,000","39,500,000","7,000,000","4,800,000","29,100,000","4,600,000","15,900,000","900,000","14,600,000","10,000,000","14,000,000","11,200,000","31,500,000","6,800,000","13,500,000","1,700,000",,,"79,000,000","33,300,000","15,800,000","5,700,000","3,700,000","8,800,000","39,300,000","15,200,000","27,100,000","11,000,000","5,800,000","43,100,000","9,100,000","5,400,000","22,600,000","5,200,000","0","0","6,900,000","0","0","1,500,000","31,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,800,000","-7,800,000","-11,300,000","23,400,000","300,000","-12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"81,500,000","25,000,000","18,500,000","20,000,000","17,400,000","10,600,000","9,800,000","9,800,000","9,700,000","10,000,000","10,400,000","9,700,000","9,300,000","13,200,000","28,200,000","-12,600,000","-10,800,000","-41,300,000","-2,800,000","-300,000","-1,600,000","-800,000","-6,100,000","100,000","5,700,000","-2,600,000","23,900,000","139,000,000","-200,000","-300,000","-3,600,000","-9,700,000","-2,700,000","8,200,000","2,300,000","2,200,000","100,000","900,000","21,400,000","5,800,000","-4,700,000","-15,700,000","7,100,000","3,900,000","-9,400,000","-1,300,000","11,500,000",,,,"800,000","0","0","-100,000","98,489,000","1,247,000","391,000","548,000","-51,930,000","56,156,000","-406,000","104,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,400,000","-30,300,000","3,800,000","-37,800,000"
		ChangeInWorkingCapital,"1,458,700,000","191,000,000","319,600,000","647,900,000","300,200,000","99,000,000","-75,500,000","-603,000,000","-430,700,000","341,700,000","-48,400,000","-77,000,000","227,800,000","-559,800,000","278,100,000","-33,400,000","-25,400,000","-203,100,000","544,300,000","-594,200,000","370,900,000","-288,800,000","308,800,000","-195,100,000","-108,200,000","-186,400,000","304,600,000","-377,200,000","-111,700,000","-139,000,000","327,600,000","-237,200,000","-541,100,000","342,500,000","416,300,000","-104,700,000","-401,200,000","-8,000,000","327,700,000","-629,900,000","-79,200,000","-201,100,000","205,300,000","-299,800,000","241,400,000","120,000,000","233,100,000","-87,000,000","-410,600,000","74,100,000","835,900,000","-244,800,000","-173,600,000","-171,600,000","-129,033,000","-71,554,000","69,000","-156,912,000","331,034,000","114,497,000","-173,128,000","168,903,000","-76,431,000","85,157,000","-172,392,000","247,084,000","47,807,000","-17,929,000","-237,353,000","-58,920,000","146,801,000","-189,345,000","11,425,000","-62,606,000","116,944,000","45,011,000","-91,564,000","50,497,000","64,749,000","60,285,000","15,812,000","-48,191,000","79,219,000","-85,793,000","-14,208,000","-16,361,000","100,900,000","-84,004,000","51,430,000","2,632,000","59,000,000","-34,300,000",,,"75,600,000"
			ChangeInReceivables,"-3,142,600,000","-1,937,000,000","-883,600,000","-848,300,000","525,600,000","-1,216,300,000","-821,100,000","-956,400,000","374,000,000","1,702,900,000","-671,500,000","-441,000,000","515,600,000","-651,000,000","605,100,000","104,400,000","126,000,000","-107,600,000","-937,400,000","-740,300,000","491,300,000","109,500,000","-308,000,000","111,800,000","-607,400,000","125,000,000","236,900,000","582,200,000","-375,400,000","836,900,000","1,531,600,000","120,700,000","-447,700,000","484,600,000","-200,000","-809,800,000","-166,100,000","-163,700,000","47,600,000","-672,000,000","816,800,000","4,400,000","-496,700,000","255,100,000","-385,100,000","-89,300,000","-768,500,000","-107,000,000","42,900,000","151,800,000",,"-229,500,000","-127,500,000","108,200,000","675,871,000","649,708,000","-482,770,000","-82,038,000","-421,397,000","-9,305,000","-281,285,000","8,641,000","82,750,000","-44,948,000","-237,223,000","355,049,000","-160,224,000","-269,321,000","-85,145,000","150,833,000",,,,,,,,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,"-3,142,600,000","-1,937,000,000","-883,600,000","-848,300,000","525,600,000","-1,216,300,000","-821,100,000","-956,400,000","374,000,000","1,702,900,000","-671,500,000","-441,000,000","515,600,000","-651,000,000","605,100,000","104,400,000","126,000,000","-107,600,000","-937,400,000","-740,300,000","491,300,000","109,500,000","-308,000,000","111,800,000","-607,400,000","125,000,000","236,900,000","582,200,000","-375,400,000","836,900,000","1,531,600,000","120,700,000","-447,700,000","484,600,000","-200,000","-809,800,000","-166,100,000","-163,700,000","47,600,000","-672,000,000","816,800,000","4,400,000","-496,700,000","255,100,000","-385,100,000","-89,300,000","-689,600,000","-1,400,000",,,,"-229,500,000","-127,500,000","108,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"1,028,300,000","65,000,000","347,100,000","276,700,000","339,200,000","-95,700,000","-357,200,000","-1,224,600,000","-346,300,000","507,700,000","-513,800,000","12,200,000","28,100,000","-84,500,000","595,600,000","-491,800,000","37,100,000","-19,500,000","287,300,000","-327,000,000","306,200,000","-71,900,000","-170,200,000","-82,900,000","-424,400,000","-194,300,000","70,500,000","-96,600,000","-207,600,000","161,000,000","431,300,000","-301,900,000","-300,700,000","65,700,000","712,800,000","-419,100,000","-339,200,000","84,100,000","1,400,000","-208,400,000","-156,400,000","135,600,000","156,900,000","-287,600,000","-90,700,000","357,200,000","83,400,000","-194,500,000","-47,300,000","-279,100,000",,"-182,900,000","-459,100,000","-157,200,000","283,699,000","-189,204,000","-174,902,000","64,982,000","156,559,000","-172,190,000","36,878,000","-35,298,000","56,384,000","-11,041,000","-195,822,000","84,191,000","237,211,000","-207,287,000","-58,592,000","-120,178,000",,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"386,200,000","948,000,000","-813,500,000","209,700,000","41,600,000","158,400,000","703,200,000","-618,000,000","-95,500,000","1,001,700,000","235,700,000","-14,100,000","-67,800,000","-223,400,000","339,100,000","-42,300,000","-10,500,000","-71,900,000","-58,300,000","70,600,000","-35,300,000","249,000,000","22,500,000","-20,500,000","-56,600,000","5,300,000","-26,400,000","17,800,000","-47,300,000","-3,200,000","-30,100,000","19,800,000","-69,900,000","5,600,000","25,200,000","10,700,000","-50,700,000","8,500,000","-1,300,000","2,600,000","-28,000,000","14,100,000","7,300,000","20,800,000","-81,600,000","25,800,000","-19,500,000","45,500,000","-57,900,000","-55,500,000",,"35,600,000","-42,000,000","9,400,000","17,772,000","-2,412,000","-58,881,000","17,365,000","82,437,000","1,974,000","-49,114,000","5,969,000","56,858,000","5,750,000","-60,829,000","12,482,000","-19,674,000","-11,979,000","-2,938,000","-16,572,000",,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"3,525,800,000","2,250,000,000","374,600,000","951,100,000","-48,300,000","1,379,400,000","1,217,600,000","1,368,100,000","-73,500,000","-2,007,100,000","1,024,000,000","340,500,000","-307,400,000","450,700,000","-1,474,600,000","296,200,000","26,600,000","127,100,000","1,086,600,000","662,400,000","-487,500,000","-169,300,000","739,000,000","-334,400,000","817,800,000","-41,000,000","82,800,000","-951,500,000","510,600,000","-1,055,500,000","-1,602,400,000","-132,400,000","179,600,000","-233,900,000","-248,600,000","1,060,600,000","169,100,000","79,700,000","312,100,000","294,100,000","-698,100,000","-368,100,000","474,000,000","-247,900,000","810,600,000","-152,700,000","910,600,000","164,600,000","-345,800,000","219,000,000",,"89,200,000","528,000,000","-101,200,000","2,705,000","-73,906,000","185,145,000","-117,190,000","-7,125,000","27,688,000","90,707,000","-57,289,000","-34,077,000","8,901,000","98,212,000","-85,314,000","189,436,000","-29,464,000","58,267,000","-172,437,000",,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInPayable,"3,529,700,000","2,482,000,000","147,100,000","1,169,000,000","-267,200,000","1,610,800,000","997,100,000","1,594,700,000","-296,900,000","-1,813,700,000","829,500,000","495,600,000","-482,800,000","629,400,000","-1,679,700,000","477,700,000","-134,700,000","274,400,000","935,000,000","795,900,000","-624,600,000","-31,400,000","600,900,000","-186,100,000","660,800,000","117,200,000","-70,400,000","-800,300,000","340,500,000","-899,900,000","-1,765,400,000","14,600,000","32,100,000","-101,700,000","-384,700,000","1,196,000,000","51,100,000","194,900,000","199,400,000","395,100,000","-802,700,000","-264,500,000","-356,100,000","-161,100,000","720,900,000","-81,100,000","60,900,000","-46,500,000","-166,200,000","302,500,000",,"130,500,000","494,500,000","-71,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"87,200,000","111,000,000","-14,600,000","-87,000,000","78,700,000","19,100,000","-107,500,000","97,200,000","79,400,000","-70,600,000","48,300,000","-63,400,000","82,600,000","-43,600,000","-190,800,000","151,500,000","163,000,000","-54,000,000","81,400,000","3,000,000","52,800,000","-14,600,000","22,700,000","-10,900,000","99,200,000","-111,500,000","23,600,000","-111,300,000","131,200,000","-131,200,000","-130,700,000","27,100,000","-116,400,000","47,400,000","-70,400,000","33,600,000","117,100,000","-66,800,000","12,500,000","124,300,000","-118,200,000","-68,800,000","-148,900,000","32,300,000","127,100,000","33,700,000","7,000,000","7,400,000",,,,"-19,300,000","46,000,000","-10,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"-3,900,000","-232,000,000","227,500,000","-217,900,000","218,900,000","-231,400,000","220,500,000","-226,600,000","223,400,000","-193,400,000","194,500,000","-155,100,000","175,400,000","-178,700,000","205,100,000","-181,500,000","161,300,000","-147,300,000","151,600,000","-133,500,000","137,100,000","-137,900,000","138,100,000","-148,300,000","157,000,000","-158,200,000","153,200,000","-151,200,000","170,100,000","-155,600,000","163,000,000","-147,000,000","147,500,000","-132,200,000","136,100,000","-135,400,000","118,000,000","-115,200,000","112,700,000","-101,000,000","104,600,000","-103,600,000","830,100,000","-86,800,000","89,700,000","-71,600,000","849,700,000","211,100,000","-179,600,000","-83,500,000",,"-41,300,000","33,500,000","-30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInInterestPayable,"-3,900,000","-232,000,000","227,500,000","-217,900,000","218,900,000","-231,400,000","220,500,000","-226,600,000","223,400,000","-193,400,000","194,500,000","-155,100,000","175,400,000","-178,700,000","205,100,000","-181,500,000","161,300,000","-147,300,000","151,600,000","-133,500,000","137,100,000","-137,900,000","138,100,000","-148,300,000","157,000,000","-158,200,000","153,200,000","-151,200,000","170,100,000","-155,600,000","163,000,000","-147,000,000","147,500,000","-132,200,000","136,100,000","-135,400,000","118,000,000","-115,200,000","112,700,000","-101,000,000","104,600,000","-103,600,000","103,900,000","-86,800,000","89,700,000","-71,600,000","77,100,000","-60,700,000","62,900,000","-54,200,000",,"-22,900,000","58,600,000","-38,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"32,600,000","29,000,000","-98,400,000","33,600,000","68,100,000","2,300,000","-51,900,000","-115,400,000","65,000,000","22,700,000","-45,200,000","-5,900,000","800,000","-13,200,000","200,000","2,000,000","-1,600,000","-10,300,000","-21,700,000","-25,100,000","-62,000,000","-2,200,000","-700,000","-1,800,000","-800,000","1,300,000","-7,900,000","-1,500,000","3,100,000","500,000","-1,300,000","-1,500,000","-2,000,000","23,500,000","-800,000","2,400,000","-1,300,000","2,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,950,000","5,825,000",,,,,,,,,,,,,,,,,,,,,"700,000"
			ChangeInOtherCurrentLiabilities,"-371,600,000","-1,164,000,000","1,393,400,000","25,100,000","-626,000,000","-129,100,000","-766,100,000","943,300,000","-354,400,000","-886,200,000","-77,600,000","31,300,000","58,500,000","-38,400,000","212,700,000","98,100,000","-203,000,000","-120,900,000","187,800,000","-234,800,000","158,200,000","-403,900,000","26,200,000","132,700,000","163,200,000","-82,700,000","-51,300,000","72,400,000","4,900,000","-78,700,000","-1,500,000","58,100,000","99,600,000","-3,000,000","-72,100,000","50,500,000","-13,000,000","-18,700,000","-66,200,000","-57,200,000","43,400,000","40,700,000","16,900,000","-29,700,000","-1,100,000","-9,300,000","19,200,000","6,100,000","-13,000,000","40,600,000",,"40,200,000","-75,300,000","4,300,000","-1,077,263,000","-479,622,000","536,761,000","-37,088,000","517,178,000","270,276,000","26,979,000","245,917,000","-214,789,000","137,451,000","228,184,000","-128,276,000","-210,005,000","480,604,000","-174,542,000","95,065,000",,,,,,,,,,,,,,,,,,,,,,,,,
