name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,"32,000",,,,"0",
	InterestExpenseNonOperating,"6,140,000","1,210,000","1,246,000","1,711,000","1,973,000","2,237,000","2,491,000","2,875,000","2,691,000","2,655,000","2,887,000","3,620,000","3,763,000","4,072,000","4,509,000","5,750,000","5,584,000","5,896,000","6,868,000","9,091,000","7,692,000","6,985,000","5,182,000","4,206,000",
	TotalOtherFinanceCost,"14,342,000",,,,,,,,,,"2,887,000","3,620,000","3,763,000","4,072,000","4,509,000","5,750,000","5,584,000","5,896,000","6,868,000","9,091,000","7,692,000","6,985,000","5,182,000","4,206,000","2,818,000"
OtherIncomeExpense,"-2,601,000","-397,000","-2,242,000","-170,000","208,000","-1,179,000","407,000","-779,000","243,000","-914,000","448,000","-577,000","219,000","-65,000","-6,035,000","-1,434,000","-2,602,000","1,414,000","-4,933,000","-104,000","-1,166,000","-1,807,000","-653,000","-138,000","-7,559,000"
	SpecialIncomeCharges,,,"0","-675,000",,,,,,,"0","0","0","0","-4,547,000","0","0","-28,000","-5,522,000","-136,000","-1,285,000","-1,801,000","-653,000","-138,000","-7,559,000"
		RestructuringAndMergernAcquisition,"0",,,,,,,,,,"0","0","0","0","0","0","0","28,000","419,000","136,000","1,285,000","1,801,000","653,000","138,000","7,559,000"
		OtherSpecialCharges,,,"0","675,000",,,,,,,,,,,"4,547,000",,,,"5,103,000","-32,000",,,,,
	OtherNonOperatingIncomeExpenses,"-1,926,000","-397,000","-2,242,000","505,000","208,000","-1,179,000","407,000","-779,000","243,000","-914,000","448,000","-577,000","219,000","-65,000","-1,488,000","-1,434,000","-2,602,000","1,442,000","589,000","32,000","119,000","-6,000",,,
PretaxIncome,"89,732,000","18,196,000","21,696,000","24,314,000","25,526,000","13,379,000","18,071,000","17,017,000","-16,712,000","-6,588,000","-8,276,000","18,413,000","13,585,000","8,484,000","19,935,000","9,605,000","941,000","2,697,000","7,995,000","8,286,000","-3,514,000","-5,627,000","15,754,000","17,153,000","-15,561,000"
TaxProvision,"18,446,000","3,678,000","4,247,000","5,939,000","4,582,000","2,293,000","3,164,000","1,420,000","-1,703,000","-856,000","-1,988,000","2,865,000","2,170,000","1,414,000","2,818,000","1,519,000","70,000","460,000","494,000","22,000","1,024,000","0",,"0","0"
NetIncomeCommonStockholders,"47,268,000","9,882,000","11,672,000","11,901,000","13,813,000","6,514,000","8,876,000","9,796,000","-10,585,000","-4,126,000","-4,241,000","8,639,000","5,132,000","2,160,000","6,010,000","2,030,000","417,000","899,000","2,942,000","8,264,000","-4,538,000","-5,627,000","2,030,000","17,153,000","-15,561,000"
	NetIncome,"47,268,000","9,882,000","11,672,000","11,901,000","13,813,000","6,514,000","8,876,000","9,796,000","-10,585,000","-4,126,000","-4,241,000","8,639,000","5,132,000","2,160,000","6,010,000","2,030,000","417,000","899,000","5,626,000","8,264,000","-4,538,000","-5,627,000","15,754,000","17,153,000","-15,561,000"
		NetIncomeIncludingNoncontrollingInterests,"71,286,000","14,518,000","17,449,000","18,375,000","20,944,000","11,086,000","14,907,000","15,597,000","-15,009,000","-5,732,000","-6,288,000","15,548,000","11,415,000","7,070,000","17,117,000","8,086,000","871,000","2,237,000","7,501,000","8,264,000","-4,538,000","-5,627,000","15,754,000","17,153,000","-15,561,000"
			NetIncomeContinuousOperations,"71,286,000","14,518,000","17,449,000","18,375,000","20,944,000","11,086,000","14,907,000","15,597,000","-15,009,000","-5,732,000","-6,288,000","15,548,000","11,415,000","7,070,000","17,117,000","8,086,000","871,000","2,237,000","7,501,000","8,264,000","-4,538,000","-5,627,000","15,754,000","17,153,000","-15,561,000"
		MinorityInterests,"-24,018,000","-4,636,000","-5,777,000","-6,474,000","-7,131,000","-4,572,000","-6,031,000","-5,801,000","4,424,000","1,606,000","2,047,000","-6,909,000","-6,283,000","-4,910,000","-11,107,000","-6,056,000","-454,000","-1,338,000","-2,902,000",,"0","0",,,"0"
AverageDilutionEarnings,,,,,,,,,,,,,,,,,"336,000","984,000",,,,,,,
DilutedNIAvailtoComStockholders,"47,268,000","9,882,000","11,672,000","11,901,000","13,813,000","6,514,000","8,876,000","9,796,000","-10,585,000","-4,126,000","-4,241,000","8,639,000","5,132,000","2,160,000","6,010,000","2,030,000","753,000","1,883,000","4,058,000","8,264,000","-4,538,000","-5,627,000","2,030,000","17,153,000","-15,561,000"
BasicEPS,,"0.25","0.29","0.3","0.36","0.18","0.25","0.28","-0.3","-0.12","-0.12","0.27","0.17","0.08","0.24","0.09","0.02","0.04","0.07","0.338","-0.194","-0.241",,"0.735",
DilutedEPS,,"0.23","0.28","0.28","0.34","0.17","0.24","0.27","-0.3","-0.12","-0.12","0.25","0.16","0.08","0.23","0.08","0.01","0.04","0.07","0.338","-0.194","-0.241",,"0.735",
BasicAverageShares,,"40,323,886","39,983,000","39,448,000","37,881,000","36,193,572","35,617,000","35,483,000","35,033,100","34,943,875","34,883,000","32,055,116","29,910,000","26,640,000","24,821,000","23,765,000","23,344,000","23,338,000","23,338,000","24,480,705","23,337,705","23,337,705",,"23,337,705","23,337,705"
DilutedAverageShares,,"42,528,956","42,188,000","41,796,000","40,555,000","37,839,041","36,376,000","35,904,000","35,033,100","34,943,875","34,883,000","34,502,845","32,115,000","28,458,000","26,607,000","26,286,000","50,736,000","50,633,000","50,635,000","24,480,705","23,337,705","23,337,705",,"23,337,705","23,337,705"
TotalOperatingIncomeAsReported,"98,473,000","19,803,000","25,184,000","26,195,000","27,291,000","16,795,000","20,155,000","20,671,000","-14,264,000","-3,019,000","-5,837,000","22,610,000","17,129,000","12,621,000","30,479,000","16,789,000","9,127,000","7,151,000","19,377,000","17,345,000","4,059,000","1,364,000","20,936,000","21,359,000","-12,743,000"
TotalExpenses,"1,049,986,000","288,540,000","311,089,000","241,538,000","208,819,000","172,382,000","206,354,000","170,558,000","112,363,000","139,719,000","219,388,000","200,697,000","174,070,000","154,179,000","202,745,000","160,126,000","129,596,000","130,032,000","149,678,000","125,331,000","99,402,000","95,887,000","110,823,000","96,547,000","61,749,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"47,268,000","9,882,000","11,672,000","11,901,000","13,813,000","6,514,000","8,876,000","9,796,000","-10,585,000","-4,126,000","-4,241,000","8,639,000","5,132,000","2,160,000","6,010,000","2,030,000","417,000","899,000","5,626,000","8,264,000","-4,538,000","-5,627,000","15,754,000","17,153,000","-15,561,000"
NormalizedIncome,"47,804,241.809","9,882,000","11,672,000","12,411,122.769","13,813,000","6,514,000","8,876,000","9,796,000","-10,585,000","-4,126,000","-4,241,000","8,639,000","5,132,000","2,160,000","9,914,238.726","2,030,000","417,000","922,212","10,806,803.252","8,399,638.909","-3,767,000","-3,826,000","16,145,800","17,291,000","-8,002,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,"32,000",,,,"0",
InterestExpense,"6,140,000","1,210,000","1,246,000","1,711,000","1,973,000","2,237,000","2,491,000","2,875,000","2,691,000","2,655,000","2,887,000","3,620,000","3,763,000","4,072,000","4,509,000","5,750,000","5,584,000","5,896,000","6,868,000","9,091,000","7,692,000","6,985,000","5,182,000","4,206,000",
NetInterestIncome,"-6,140,000","-1,210,000","-1,246,000","-1,711,000","-1,973,000","-2,237,000","-2,491,000","-2,875,000","-2,691,000","-2,655,000","-2,887,000","-3,620,000","-3,763,000","-4,072,000","-4,509,000","-5,750,000","-5,584,000","-5,896,000","-6,868,000","-9,091,000","-7,692,000","-6,985,000","-5,182,000","-4,206,000","-2,818,000"
EBIT,"95,872,000","19,406,000","22,942,000","26,025,000","27,499,000","15,616,000","20,562,000","19,892,000","-14,021,000","-3,933,000","-5,389,000","22,033,000","17,348,000","12,556,000","24,444,000","15,355,000","6,525,000","8,593,000","14,863,000","17,377,000","4,178,000","1,358,000","20,936,000","21,359,000","-5,184,000"
EBITDA,"137,276,000"
ReconciledCostOfRevenue,"738,891,000","199,979,000","223,090,000","171,084,000","144,738,000","110,529,000","141,897,000","116,804,000","61,848,000","80,469,000","149,860,000","137,073,000","119,419,000","103,311,000","147,526,000","108,898,000","85,717,000","85,921,000","102,926,000","84,387,000","66,005,000","64,061,000","82,813,000","71,784,000","44,485,000"
ReconciledDepreciation,"39,611,000","10,141,000","9,700,000","10,564,000","9,206,000","10,586,000","10,813,000","12,587,000","11,405,000","11,937,000","12,264,000","11,200,000","11,004,000","10,050,000","10,204,000","9,961,000","9,650,000","9,301,000","9,220,000","8,433,000","7,588,000","6,734,000","6,266,000","6,069,000","3,370,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"47,268,000","9,882,000","11,672,000","11,901,000","13,813,000","6,514,000","8,876,000","9,796,000","-10,585,000","-4,126,000","-4,241,000","8,639,000","5,132,000","2,160,000","6,010,000","2,030,000","417,000","899,000","5,626,000","8,264,000","-4,538,000","-5,627,000","15,754,000","17,153,000","-15,561,000"
TotalUnusualItemsExcludingGoodwill,"-675,000",,"0","-675,000",,,,,,,"0","0","0","0","-4,547,000","0","0","-28,000","-5,522,000","-136,000","-1,285,000","-1,801,000","-653,000","-138,000","-7,559,000"
TotalUnusualItems,"-675,000",,"0","-675,000",,,,,,,"0","0","0","0","-4,547,000","0","0","-28,000","-5,522,000","-136,000","-1,285,000","-1,801,000","-653,000","-138,000",
NormalizedEBITDA,"137,951,000","29,877,000","33,359,000","37,264,000","37,687,000","26,202,000","31,375,000","32,479,000","-2,616,000","8,004,000","6,875,000","33,233,000","28,352,000","22,649,000","39,195,000","25,316,000","16,175,000","17,922,000","29,605,000","25,946,000","13,051,000","9,893,000","27,855,000","27,566,000","5,745,000"
TaxRateForCalcs,"0.206","0.202","0.196","0.244","0.18","0.171","0.175","0.083","0.102","0.13","0.24","0.156","0.16","0.167","0.141","0.158","0.074","0.171","0.062","0.003","0.4","0","0.4","0","0"
TaxEffectOfUnusualItems,"-138,758.191","0","0","-164,877.231","0","0","0","0","0","0","0","0","0","0","-642,761.274","0","0","-4,788","-341,196.748","-361.091","-514,000","0","-261,200","0",
