name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
				Leases,"108,353,000","108,353,000","108,179,000","31,519,000","31,518,000","31,518,000","31,518,000","31,519,000","31,516,000","29,924,000","25,233,000","126,000","127,000",,,
			AccumulatedDepreciation,"-27,053,000","-23,361,000","-19,119,000","-16,790,000","-14,825,000","-12,908,000","-11,063,000","-9,253,000","-7,365,000","-5,472,000","-3,768,000","-2,591,000","-1,592,000","-1,048,000",,"-299,000"
		GoodwillAndOtherIntangibleAssets,,,,,,"0","0","0","0","151,000","301,000","452,000","603,000","754,000","904,000","1,055,000"
			OtherIntangibleAssets,,,,,,,,,,"151,000",,,,"754,000","904,000","1,055,000"
		InvestmentsAndAdvances,"298,297,000","370,184,000","396,132,000","344,342,000","283,924,000","207,946,000","212,509,000","215,471,000","64,950,000","63,214,000","100,702,000","147,769,000","214,588,000","261,966,000","154,045,000",
			LongTermEquityInvestment,"14,204,000","18,005,000","17,910,000","18,819,000","19,351,000","3,738,000","4,516,000","4,677,000","4,829,000","4,892,000",,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,"4,677,000","4,829,000","4,892,000",,,,,,
			InvestmentinFinancialAssets,"284,093,000","352,179,000","378,222,000","325,523,000","264,573,000","204,208,000","207,993,000","210,794,000","60,121,000","58,322,000","100,702,000","147,769,000","214,588,000","261,966,000","154,045,000",
				AvailableForSaleSecurities,"284,093,000","352,179,000","378,222,000","325,523,000","264,573,000","204,208,000","207,993,000","210,794,000","60,121,000","58,322,000","100,702,000","147,769,000","214,588,000","261,966,000","154,045,000",
		OtherNonCurrentAssets,"19,334,000","16,107,000","15,609,000","15,278,000","15,724,000","14,618,000","11,723,000","6,459,000","8,974,000","8,917,000","7,404,000","6,537,000","4,731,000","1,543,000","3,244,000",
TotalLiabilitiesNetMinorityInterest,"109,402,000","122,228,000","109,304,000","102,912,000","109,265,000","148,212,000","103,769,000","95,125,000","82,004,000","88,779,000","75,828,000","78,362,000","68,141,000","70,691,000","603,678,000","17,233,000"
	CurrentLiabilities,"36,877,000","48,174,000","53,490,000","45,998,000","54,849,000","94,320,000","50,130,000","40,895,000","26,818,000","33,079,000","33,354,000","38,000,000","27,265,000","29,459,000","159,477,000","14,745,000"
		PayablesAndAccruedExpenses,"36,471,000","31,625,000","53,125,000","45,693,000","54,610,000","33,569,000","50,130,000","40,895,000","26,818,000","20,676,000","23,840,000","31,122,000","19,246,000","20,758,000","14,251,000","12,968,000"
			Payables,"8,708,000","10,255,000","11,499,000","11,005,000","14,875,000","10,390,000","10,151,000","9,057,000","7,199,000","9,250,000","8,047,000","23,503,000","12,976,000","12,338,000","3,083,000","1,268,000"
				AccountsPayable,"8,708,000","10,255,000","11,499,000","11,005,000","14,875,000","10,390,000","10,151,000","9,057,000","7,199,000","9,250,000","8,047,000","23,503,000","12,976,000","12,338,000","3,083,000","1,268,000"
			CurrentAccruedExpenses,"27,763,000","21,370,000","41,626,000","34,688,000","39,735,000","23,179,000","39,979,000","31,838,000","19,619,000","11,426,000","15,793,000","7,619,000","6,270,000","8,420,000","11,168,000","11,700,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"16,126,000",,,,"15,943,000",,,,"9,560,000","6,672,000","4,036,000","2,719,000","4,111,000","1,728,000","1,777,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,,"2,974,000",,,,,,,,,"139,615,000",
			CurrentDebt,,,,,,,,,,,,,,,"139,615,000",
				OtherCurrentBorrowings,,,,,,,,,,,,,,,"139,615,000",
			CurrentCapitalLeaseObligation,,,,,,"2,974,000",,,,,,,,,,
		CurrentDeferredLiabilities,"406,000","423,000","365,000","305,000","239,000","38,992,000",,,,,,,,,,
			CurrentDeferredRevenue,"406,000","423,000","365,000","305,000","239,000","38,992,000",,,,,,,,,,
		OtherCurrentLiabilities,,,,,,"2,842,000",,,,"2,843,000","2,842,000","2,842,000","5,300,000","4,590,000","3,883,000","3,079,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"72,525,000","74,054,000","55,814,000","56,914,000","54,416,000","53,892,000","53,639,000","54,230,000","55,186,000","55,700,000","42,474,000","40,362,000","40,876,000","41,232,000","444,201,000","2,488,000"
		LongTermDebtAndCapitalLeaseObligation,"69,035,000","69,929,000","50,639,000","51,209,000","51,625,000","50,809,000","50,846,000","51,067,000","51,536,000","51,349,000","37,689,000","34,867,000","34,811,000","34,456,000","25,661,000",
			LongTermCapitalLeaseObligation,"69,035,000","69,929,000","50,639,000","51,209,000","51,625,000","50,809,000","50,846,000","51,067,000","51,536,000","51,349,000","37,689,000","34,867,000","34,811,000","34,456,000","25,661,000",
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,"411,052,000","0"
		OtherNonCurrentLiabilities,"3,490,000","4,125,000","5,175,000","5,705,000","2,791,000","3,083,000","2,793,000","3,163,000","3,650,000","4,351,000","4,785,000","5,495,000","6,065,000","6,776,000","7,488,000","2,488,000"
TotalEquityGrossMinorityInterest,"855,230,000","916,406,000","969,942,000","1,023,812,000","1,069,779,000","1,079,617,000","1,118,731,000","1,163,419,000","606,519,000","629,023,000","619,716,000","655,635,000","681,228,000","703,164,000","-168,443,000","281,612,000"
	StockholdersEquity,"855,230,000","916,406,000","969,942,000","1,023,812,000","1,069,779,000","1,079,617,000","1,118,731,000","1,163,419,000","606,519,000","629,023,000","619,716,000","655,635,000","681,228,000","703,164,000","-168,443,000","281,612,000"
		CapitalStock,"143,000","142,000","142,000","142,000","141,000","140,000","140,000","139,000","125,000","124,000","122,000","122,000","121,000","121,000","31,000","89,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,
			CommonStock,"143,000","142,000","142,000","142,000","141,000","140,000","140,000","139,000","125,000","124,000","122,000","122,000","121,000","121,000","31,000","89,000"
		AdditionalPaidInCapital,"1,847,534,000","1,822,179,000","1,798,678,000","1,774,298,000","1,749,097,000","1,725,552,000","1,695,411,000","1,673,026,000","1,055,386,000","1,023,876,000","952,820,000","937,709,000","922,816,000","914,265,000","12,693,000","419,045,000"
		RetainedEarnings,"-983,198,000","-903,348,000","-828,480,000","-750,294,000","-679,358,000","-646,343,000","-577,773,000","-511,576,000","-450,602,000","-396,122,000","-335,092,000","-284,357,000","-243,114,000","-211,528,000","-181,019,000","-137,522,000"
		GainsLossesNotAffectingRetainedEarnings,"-9,249,000","-2,567,000","-398,000","-334,000","-101,000","268,000","953,000","1,830,000","1,610,000","1,145,000","1,866,000","2,161,000","1,405,000","306,000","-148,000",
TotalCapitalization,"855,230,000","916,406,000","969,942,000","1,023,812,000","1,069,779,000","1,079,617,000","1,118,731,000","1,163,419,000","606,519,000","629,023,000","619,716,000","655,635,000","681,228,000","703,164,000","-168,443,000","281,612,000"
CommonStockEquity,"855,230,000","916,406,000","969,942,000","1,023,812,000","1,069,779,000","1,079,617,000","1,118,731,000","1,163,419,000","606,519,000","629,023,000","619,716,000","655,635,000","681,228,000","703,164,000","-168,443,000","281,612,000"
CapitalLeaseObligations,"69,035,000","69,929,000","50,639,000","51,209,000","51,625,000","53,783,000","50,846,000","51,067,000","51,536,000","51,349,000","37,689,000","34,867,000","34,811,000","34,456,000","25,661,000",
NetTangibleAssets,"855,230,000","916,406,000","969,942,000","1,023,812,000","1,069,779,000","1,079,617,000","1,118,731,000","1,163,419,000","606,519,000","628,872,000","619,415,000","655,183,000","680,625,000","702,410,000","-169,347,000","280,557,000"
WorkingCapital,"432,867,000","423,149,000","449,368,000","556,173,000","661,212,000","750,810,000","803,928,000","868,682,000","477,596,000","511,497,000","476,403,000","473,542,000","449,362,000","438,523,000","87,876,000","279,519,000"
InvestedCapital,"855,230,000","916,406,000","969,942,000","1,023,812,000","1,069,779,000","1,079,617,000","1,118,731,000","1,163,419,000","606,519,000","629,023,000","619,716,000","655,635,000","681,228,000","703,164,000","-28,828,000","281,612,000"
TangibleBookValue,"855,230,000","916,406,000","969,942,000","1,023,812,000","1,069,779,000","1,079,617,000","1,118,731,000","1,163,419,000","606,519,000","628,872,000","619,415,000","655,183,000","680,625,000","702,410,000","-169,347,000","280,557,000"
TotalDebt,"69,035,000","69,929,000","50,639,000","51,209,000","51,625,000","53,783,000","50,846,000","51,067,000","51,536,000","51,349,000","37,689,000","34,867,000","34,811,000","34,456,000","165,276,000",
NetDebt,,,,,,,,,,,,,,,"56,474,000",
ShareIssued,"143,569,902","142,623,065","142,439,829","142,120,731","141,470,075","140,474,305","139,755,839","139,233,450","125,262,537","124,267,358","121,895,479","121,631,278","121,527,320","121,482,671","113,688,982","113,688,982"
OrdinarySharesNumber,"143,569,902","142,623,065","142,439,829","142,120,731","141,470,075","140,474,305","139,755,839","139,233,450","125,262,537","124,267,358","121,895,479","121,631,278","121,527,320","121,482,671","113,688,982","113,688,982"
