name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
	GainOnSaleOfSecurity,"-568,000","-513,000","-3,000","202,000","-254,000","-1,558,000","-145,000","-1,318,000","132,000","-1,409,000","-560,000","609,000","2,751,000"
	EarningsFromEquityInterest,"1,007,000","215,000","287,000","226,000","279,000","6,000","949,000","246,000","212,000",,"0","0","0"
	SpecialIncomeCharges,"2,000,000","-100,000","2,700,000","-300,000","-300,000","-4,619,000","-9,055,000",,,,"0",,
		RestructuringAndMergernAcquisition,"-2,000,000","100,000","-2,700,000","300,000","300,000","-2,500,000",,,,,,,
		ImpairmentOfCapitalAssets,"0","0",,,,"7,119,000",,,,,,,
		OtherSpecialCharges,,,,,,"0","9,055,000",,,,,,
	OtherNonOperatingIncomeExpenses,"4,714,000","-502,000","3,634,000","1,534,000","48,000","-178,000","-510,000","20,000","193,000","346,000","-81,000","-1,189,000","93,000"
PretaxIncome,"140,746,000","30,156,000","39,254,000","39,366,000","31,970,000","17,050,000","-35,583,000","11,700,000","5,382,000","17,792,000","10,500,000","14,416,000","10,570,000"
TaxProvision,"21,191,000","4,504,000","6,281,000","6,143,000","4,263,000","8,361,000","-30,523,000","2,082,000","528,000","4,463,000","1,542,000","2,833,000","7,335,000"
NetIncomeCommonStockholders,"119,407,000","25,616,000","32,936,000","33,186,000","27,669,000","8,792,000","-5,095,000","9,584,000","4,113,000","10,078,000","8,926,000","11,565,000","3,184,000"
	NetIncome,"119,407,000","25,616,000","32,936,000","33,186,000","27,669,000","8,644,000","-5,095,000","9,584,000","4,820,000","13,296,000","8,926,000","11,565,000","3,184,000"
		NetIncomeIncludingNoncontrollingInterests,"119,555,000","25,652,000","32,973,000","33,223,000","27,707,000","8,689,000","-5,060,000","9,618,000","4,854,000","13,329,000","8,958,000","11,583,000","3,235,000"
			NetIncomeContinuousOperations,"119,555,000","25,652,000","32,973,000","33,223,000","27,707,000","8,689,000","-5,060,000","9,618,000","4,854,000","13,329,000","8,958,000","11,583,000","3,235,000"
		MinorityInterests,"-148,000","-36,000","-37,000","-37,000","-38,000","-45,000","-35,000","-34,000","-34,000","-33,000","-32,000","-18,000","-51,000"
	OtherunderPreferredStockDividend,,,,,,,,,"707,000",,,,
DilutedNIAvailtoComStockholders,"119,407,000","25,616,000","32,936,000","33,186,000","27,669,000","8,792,000","-5,095,000","9,584,000","4,113,000","10,078,000","8,926,000","11,565,000","3,184,000"
BasicEPS,,"0.13","0.17","0.17","0.15","0.05","-0.04","0.051","0.02",,"0.048","0.062","0.017"
DilutedEPS,,"0.13","0.17","0.17","0.14","0.05","-0.04","0.051","0.02",,"0.048","0.062","0.017"
BasicAverageShares,,"189,997,738","189,736,901","189,673,788","189,585,381","189,429,893","124,363,078","189,476,622","187,749,943",,"187,749,943","187,749,943","187,749,943"
DilutedAverageShares,,"192,125,252","192,068,222","191,676,422","191,163,074","190,860,556","124,363,078","189,476,622","187,749,943",,"187,749,943","187,749,943","187,749,943"
TotalOperatingIncomeAsReported,"136,650,000","30,249,000","35,605,000","38,554,000","32,242,000","19,448,000","-24,224,000","12,402,000","4,532,000","18,905,000","11,131,000","15,061,000","7,731,000"
TotalExpenses,"634,024,000","169,944,000","153,724,000","154,756,000","155,600,000","151,041,000","188,673,000","124,247,000","110,469,000","155,699,000","148,671,000","148,179,000","144,712,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"119,407,000","25,616,000","32,936,000","33,186,000","27,669,000","8,644,000","-5,095,000","9,584,000","4,820,000","13,296,000","8,926,000","11,565,000","3,184,000"
NormalizedIncome,"118,191,232","26,137,444.356","30,670,520","33,268,712","28,149,318","13,153,210","1,621,000","10,667,396","4,700,949.833","14,351,562.107","9,403,680","11,075,973","1,175,770"
InterestExpense,"1,057,000","-707,000","269,000",,,"668,000",,,,,,,
NetInterestIncome,"-1,057,000","707,000","-269,000","-1,150,000","-345,000","-668,000","-2,598,000","350,000","313,000","-50,000","10,000","-65,000","-5,000"
EBIT,"141,803,000","29,449,000","39,523,000","38,854,000","32,542,000","8,442,000","-24,224,000","12,402,000","4,532,000","19,465,000","11,131,000","15,061,000","7,731,000"
EBITDA,"190,330,000"
ReconciledCostOfRevenue,"361,214,000","90,690,000","85,464,000","91,078,000","93,982,000","88,102,000","90,024,000","74,879,000","59,300,000","102,846,000","98,277,000","94,634,000","93,056,000"
ReconciledDepreciation,"48,527,000","12,005,000","12,011,000","12,339,000","12,172,000","12,082,000","12,199,000","12,487,000","11,539,000","16,440,000","16,131,000","15,988,000","15,489,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"119,407,000","25,616,000","32,936,000","33,186,000","27,669,000","8,644,000","-5,095,000","9,584,000","4,820,000","13,296,000","8,926,000","11,565,000","3,184,000"
TotalUnusualItemsExcludingGoodwill,"1,432,000","-613,000","2,697,000","-98,000","-554,000","-6,177,000","-9,200,000","-1,318,000","132,000","-1,409,000","-560,000","609,000","2,751,000"
TotalUnusualItems,"1,432,000","-613,000","2,697,000","-98,000","-554,000","-6,177,000","-9,200,000","-1,318,000","132,000","-1,409,000","-560,000","609,000","2,751,000"
NormalizedEBITDA,"188,898,000","42,067,000","48,837,000","51,291,000","45,268,000","26,701,000","-2,825,000","26,207,000","15,939,000","37,314,000","27,822,000","30,440,000","20,469,000"
TaxRateForCalcs,"0.151","0.149","0.16","0.156","0.133","0.27","0.27","0.178","0.098","0.251","0.147","0.197","0.27"
TaxEffectOfUnusualItems,"216,232","-91,555.644","431,520","-15,288","-73,682","-1,667,790","-2,484,000","-234,604","12,949.833","-353,437.893","-82,320","119,973","742,770"
