name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,06/30/2008
			GrossPPE,"1,901,557,000","1,899,449,000","1,845,371,000","1,851,205,000","1,857,546,000","1,851,523,000","1,825,438,000","1,809,152,000","1,810,607,000","1,806,332,000","1,765,407,000","1,751,845,000","7,061,908,000","4,684,901,000","4,576,512,000","4,551,520,000","4,611,253,000","4,565,781,000","4,524,376,000","4,472,429,000","4,377,360,000","4,320,502,000","4,413,978,000","4,365,512,000","4,411,698,000","4,436,096,000","4,594,068,000","4,607,145,000","4,729,926,000","4,816,477,000","4,830,336,000","4,864,262,000","4,816,788,000","4,782,841,000","4,713,554,000","4,623,479,000","4,609,321,000","4,599,719,000","4,475,294,000","4,402,656,000","4,365,813,000","4,275,407,000","4,186,095,000","4,200,831,000","4,097,874,000","4,021,128,000","3,971,480,000","3,840,567,000","3,859,519,000","3,851,362,000","3,841,459,000","3,762,861,000","3,682,906,000","3,694,721,000","6,132,371,000"
				Properties,"344,978,000","355,474,000","337,696,000","357,185,000","378,226,000","386,980,000","383,681,000","388,096,000","386,084,000","385,017,000","379,204,000","375,661,000","572,362,000","572,904,000","568,499,000","564,528,000","565,397,000","562,702,000","578,054,000","572,691,000","578,194,000","570,566,000","595,511,000","587,554,000","600,582,000","603,234,000","623,946,000","626,050,000","698,642,000","731,925,000","739,845,000","741,473,000","748,722,000","723,268,000","696,753,000","688,404,000","689,692,000","685,431,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,"578,054,000",,,,,,,,,,,,,,,"723,268,000",,,,,"673,524,000","670,122,000","661,254,000","657,346,000","654,304,000","656,619,000","652,709,000","652,575,000","649,001,000","640,306,000","642,059,000","633,222,000","632,352,000","630,508,000","622,129,000","614,811,000","847,153,000"
				MachineryFurnitureEquipment,"578,669,000","557,262,000","520,738,000","517,033,000","502,923,000","443,795,000","407,318,000","390,680,000","375,592,000","361,527,000","309,201,000","280,726,000","818,278,000","793,756,000","750,459,000","740,025,000","727,825,000","707,163,000","689,227,000","671,255,000","652,907,000","622,848,000","618,302,000","605,515,000","600,067,000","591,149,000","579,147,000","563,168,000","544,002,000","536,255,000","525,245,000","515,315,000","496,039,000","473,995,000","456,260,000","436,580,000","442,473,000","431,757,000","3,699,970,000","3,657,406,000","3,621,943,000","3,549,403,000","3,461,552,000","3,460,875,000","3,376,299,000","3,303,380,000","3,242,217,000","3,132,856,000","3,140,383,000","3,129,749,000","3,110,159,000","3,046,937,000","2,970,919,000","2,951,171,000","5,139,913,000"
				OtherProperties,"912,195,000","921,981,000","922,168,000","938,262,000","952,148,000","995,675,000","1,002,845,000","1,001,752,000","1,023,880,000","1,038,501,000","1,040,759,000","1,053,029,000","5,558,826,000","3,201,402,000","3,170,217,000","3,181,177,000","3,248,073,000","3,221,106,000","3,163,245,000","3,131,046,000","3,073,209,000","3,035,433,000","3,104,481,000","3,089,787,000","3,144,939,000","3,172,671,000","3,319,645,000","3,346,974,000","3,419,252,000","3,452,626,000","3,475,365,000","3,509,578,000","3,470,191,000","3,461,764,000","3,447,901,000","3,392,774,000","3,386,318,000","3,377,137,000",,,,,,,,,,,,,"0",,,,
				ConstructionInProgress,"65,715,000","64,732,000","64,769,000","38,725,000","24,249,000","25,073,000","31,594,000","28,624,000","25,051,000","21,287,000","36,243,000","42,429,000","112,442,000","116,839,000","87,337,000","65,790,000","69,958,000","74,810,000","93,850,000","97,437,000","73,050,000","91,655,000","95,684,000","82,656,000","66,110,000","69,042,000","71,330,000","70,953,000","68,030,000","95,671,000","89,881,000","97,896,000","101,836,000","123,814,000","112,640,000","105,721,000","90,838,000","105,394,000","101,800,000","75,128,000","82,616,000","68,658,000","70,239,000","83,337,000","68,866,000","65,173,000","80,262,000","67,405,000","77,077,000","88,391,000","98,948,000","85,416,000","89,858,000","128,739,000","145,305,000"
			AccumulatedDepreciation,"-425,313,000","-375,946,000","-327,895,000","-290,193,000","-250,879,000","-213,934,000","-176,728,000","-149,096,000","-110,025,000","-77,694,000","-45,061,000","-16,858,000","-2,961,395,000","-2,893,761,000","-2,857,421,000","-2,796,241,000","-2,772,454,000","-2,681,067,000","-2,636,313,000","-2,545,770,000","-2,454,729,000","-2,372,340,000","-2,375,124,000","-2,296,965,000","-2,267,258,000","-2,223,540,000","-2,251,982,000","-2,202,219,000","-2,144,136,000","-2,117,413,000","-2,101,595,000","-2,049,943,000","-1,961,402,000","-1,885,211,000","-1,832,284,000","-1,719,824,000","-1,643,457,000","-1,562,865,000","-1,468,843,000","-1,381,108,000","-1,312,805,000","-1,212,080,000","-1,148,880,000","-1,082,611,000","-980,058,000","-875,574,000","-784,966,000","-671,091,000","-599,805,000","-518,969,000","-429,389,000","-333,361,000","-235,153,000","-146,562,000","-3,050,884,000"
		GoodwillAndOtherIntangibleAssets,"5,694,997,000","5,758,226,000","5,821,234,000","5,878,060,000","5,966,128,000","5,840,772,000","5,871,453,000","5,925,334,000","5,988,438,000","7,779,897,000","7,841,702,000","7,911,311,000","7,855,872,000","7,961,118,000","7,865,431,000","7,929,401,000","7,986,196,000","8,030,103,000","8,065,212,000","8,129,648,000","8,166,422,000","8,181,948,000","8,282,927,000","8,344,892,000","8,394,688,000","8,467,357,000","8,654,932,000","8,739,023,000","8,789,182,000","8,871,970,000","8,973,219,000","9,023,977,000","9,088,457,000","9,152,922,000","9,234,205,000","9,291,141,000","9,369,312,000","9,451,576,000","9,527,502,000","9,581,727,000","9,661,489,000","9,721,549,000","9,797,799,000","9,925,006,000","9,889,025,000","9,945,716,000","10,028,328,000","10,068,236,000","10,195,333,000","10,286,306,000","10,447,865,000","10,443,500,000","14,401,865,000","14,521,212,000","12,246,582,000"
			Goodwill,"2,313,491,000","2,313,581,000","2,313,824,000","2,313,425,000","2,313,223,000","2,145,935,000","2,109,486,000","2,101,657,000","2,101,204,000","3,325,622,000","3,325,546,000","3,323,207,000","4,118,312,000","4,118,756,000","4,043,941,000","4,043,910,000","4,054,100,000","4,051,082,000","4,083,589,000","4,080,926,000","4,070,142,000","4,066,575,000","4,108,950,000","4,114,333,000","4,120,240,000","4,128,887,000","4,171,354,000","4,177,772,000","4,170,632,000","4,187,424,000","4,212,612,000","4,203,267,000","4,204,897,000","4,202,187,000","4,212,381,000","4,202,933,000","4,206,959,000","4,216,085,000","4,195,856,000","4,183,156,000","4,196,010,000","4,186,718,000","4,184,573,000","4,210,765,000","4,134,629,000","4,119,326,000","4,120,633,000","4,092,443,000","4,114,421,000","4,125,005,000","4,176,813,000","4,094,910,000","7,191,791,000","7,090,621,000","7,256,252,000"
			OtherIntangibleAssets,"3,381,506,000","3,444,645,000","3,507,410,000","3,564,635,000","3,652,905,000","3,694,837,000","3,761,967,000","3,823,677,000","3,887,234,000","4,454,275,000","4,516,156,000","4,588,104,000","3,737,560,000","3,842,362,000","3,821,490,000","3,885,491,000","3,932,096,000","3,979,021,000","3,981,623,000","4,048,722,000","4,096,280,000","4,115,373,000","4,173,977,000","4,230,559,000","4,274,448,000","4,338,470,000","4,483,578,000","4,561,251,000","4,618,550,000","4,684,546,000","4,760,607,000","4,820,710,000","4,883,560,000","4,950,735,000","5,021,824,000","5,088,208,000","5,162,353,000","5,235,491,000","5,331,646,000","5,398,571,000","5,465,479,000","5,534,831,000","5,613,226,000","5,714,241,000","5,754,396,000","5,826,390,000","5,907,695,000","5,975,793,000","6,080,912,000","6,161,301,000","6,271,052,000","6,348,590,000","7,210,074,000","7,430,591,000","4,990,330,000"
		InvestmentsAndAdvances,,"85,925,000",,,,"70,574,000",,,,"63,769,000",,,,"98,881,000",,,,"118,507,000",,,,"87,990,000",,,,"88,994,000",,,,"27,982,000",,,,"248,833,000",,,,"490,471,000",,,,"437,453,000",,,,"433,083,000",,,,"390,034,000","387,115,000","390,113,000","386,321,000","417,644,000","468,740,000"
			LongTermEquityInvestment,,"10,617,000",,,,"11,065,000",,,,"10,952,000",,,,"27,636,000",,,,"24,395,000",,,,"14,477,000",,,,"27,710,000",,,,"9,493,000",,,,"238,806,000",,,,"370,912,000",,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,"10,617,000",,,,"11,065,000",,,,"10,952,000",,,,"27,636,000",,,,"24,395,000",,,,"14,477,000",,,,"27,710,000",,,,"9,493,000",,,,"238,806,000",,,,"370,912,000",,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,"33,868,000",,,,"31,456,000",,,,"33,128,000",,,,"26,076,000",,,,"13,792,000",,,,"132,000",,,,"156,000",,,,"242,000",,,,"302,000",,,,"363,000",,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,"33,868,000",,,,"31,456,000",,,,"33,128,000",,,,"26,076,000",,,,"13,792,000",,,,"132,000",,,,"156,000",,,,"242,000",,,,"302,000",,,,"363,000",,,,,,,,,,,,,,,,,
			OtherInvestments,,"41,440,000",,,,"28,053,000",,,,"19,689,000",,,,"45,169,000",,,,"80,320,000",,,,"73,381,000",,,,"61,128,000",,,,"18,247,000",,,,"9,725,000",,,,"119,196,000",,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,"33,128,000",,,,"26,076,000",,,,"13,792,000",,,,"132,000",,,,"156,000",,,,"242,000",,,,"302,000",,,,"363,000",,,,"512,000",,,,"761,000",,,,"1,465,000","11,686,000","11,467,000","11,461,000","11,633,000","12,066,000"
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"115,215,000",,,,"130,267,000",,,,"143,763,000",,,,"157,726,000",,,,"188,823,000",,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,"21,951,000",,,,"13,435,000",,,,"10,998,000",,,,"113,365,000",,,,"97,100,000",,,,"91,566,000",,,,"108,071,000",,,,"100,334,000",,,,"113,295,000",,,,"122,744,000",,,,"79,844,000",,,,,,,,,,,,,
		DefinedPensionBenefit,,"12,909,000",,,,"12,265,000",,,,"11,343,000",,,,"11,200,000",,,,"12,116,000",,,,"10,733,000",,,,"10,385,000",,,,"11,568,000",,,,"15,721,000",,,,"10,593,000",,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"139,874,000","5,928,000","115,888,000","114,015,000","112,122,000","9,350,000","105,430,000","110,920,000","98,079,000","10,106,000","101,738,000","237,841,000","239,533,000","58,794,000","295,998,000","278,193,000","285,793,000","50,544,000","276,511,000","271,553,000","242,154,000","37,161,000","225,968,000","225,117,000","225,149,000","7,637,000","296,608,000","297,160,000","289,408,000","18,914,000","304,556,000","301,873,000","302,893,000","11,844,000","635,961,000","639,962,000","814,821,000","28,942,000","800,956,000","792,676,000","807,501,000","65,246,000","750,340,000","813,809,000","789,175,000","332,095,000","776,973,000","761,379,000","776,570,000","378,058,000","371,918,000","394,344,000","549,727,000","560,260,000","360,598,000"
TotalLiabilitiesNetMinorityInterest,"7,754,991,000","7,965,544,000","8,012,593,000","8,275,281,000","8,237,047,000","8,152,144,000","8,082,462,000","7,840,217,000","8,052,758,000","8,075,658,000","8,088,032,000","8,177,776,000","25,852,083,000","23,829,857,000","23,752,547,000","23,848,576,000","23,945,659,000","23,587,886,000","23,934,975,000","23,743,666,000","23,565,037,000","23,747,722,000","23,787,052,000","24,271,574,000","24,072,515,000","24,427,779,000","23,933,265,000","23,867,721,000","23,735,616,000","23,705,450,000","23,812,246,000","24,067,420,000","23,725,078,000","23,793,937,000","23,601,933,000","23,585,641,000","23,728,854,000","24,287,904,000","24,249,656,000","24,313,765,000","24,291,899,000","24,013,980,000","23,964,973,000","24,152,076,000","24,219,077,000","24,684,553,000","24,613,087,000","24,496,080,000","24,454,770,000","24,436,191,000","24,716,636,000","24,868,098,000","25,412,634,000","23,615,474,000","8,731,678,000"
	CurrentLiabilities,"687,846,000","849,416,000","782,287,000","1,019,131,000","733,460,000","717,804,000","660,374,000","593,079,000","645,844,000","667,398,000","636,560,000","725,593,000","1,439,572,000","1,247,649,000","1,144,213,000","1,243,446,000","982,285,000","16,354,597,000","1,859,621,000","1,876,367,000","1,570,005,000","1,696,570,000","1,438,279,000","1,970,514,000","1,409,473,000","1,659,228,000","1,219,277,000","1,369,299,000","1,233,661,000","1,364,285,000","1,296,360,000","1,386,382,000","1,706,540,000","1,759,592,000","1,692,800,000","1,202,292,000","1,315,692,000","1,782,142,000","1,618,106,000","1,484,937,000","1,417,252,000","1,428,962,000","1,392,320,000","1,524,062,000","1,498,479,000","2,118,064,000","1,991,291,000","2,046,853,000","1,889,215,000","1,544,136,000","1,557,463,000","1,489,018,000","1,934,746,000","1,845,946,000","2,657,370,000"
		PayablesAndAccruedExpenses,"447,830,000","627,035,000","558,624,000","524,513,000","476,099,000","483,038,000","394,048,000","324,541,000","380,475,000","441,201,000","366,158,000","455,756,000","791,254,000","993,122,000","925,212,000","881,199,000","732,373,000","1,195,826,000","1,025,208,000","1,057,708,000","895,377,000","1,153,559,000","994,925,000","1,140,607,000","977,615,000","1,266,792,000","1,012,636,000","1,139,532,000","1,013,798,000","1,184,633,000","1,081,860,000","1,119,119,000","1,050,268,000","1,133,424,000","1,020,673,000","956,568,000","941,843,000","1,089,853,000","919,093,000","948,997,000","894,787,000","1,017,088,000","919,223,000","1,013,815,000","881,121,000","1,097,551,000","945,292,000","943,340,000","891,621,000","995,740,000","929,289,000","989,753,000","925,916,000","1,129,870,000","1,203,997,000"
			Payables,"156,875,000","206,007,000","190,125,000","183,241,000","157,032,000","149,333,000","125,892,000","114,400,000","118,380,000","87,374,000","61,353,000","47,885,000","146,853,000","163,149,000","149,236,000","149,978,000","135,947,000","163,449,000","157,217,000","115,380,000","111,148,000","146,772,000","111,066,000","124,931,000","117,171,000","153,276,000","117,020,000","122,424,000","132,419,000","132,258,000","130,303,000","113,967,000","141,731,000","131,370,000","121,274,000","103,661,000","104,534,000","136,318,000","841,907,000","793,430,000","817,401,000","134,576,000","843,458,000","851,536,000",,"127,263,000",,,,"132,193,000","116,023,000","119,742,000","109,116,000","155,240,000","283,639,000"
				AccountsPayable,"156,875,000","206,007,000","190,125,000","183,241,000","157,032,000","149,333,000","125,892,000","114,400,000","118,380,000","87,374,000","61,353,000","47,885,000","146,853,000","163,149,000","149,236,000","149,978,000","135,947,000","163,449,000","157,217,000","115,380,000","111,148,000","146,772,000","111,066,000","124,931,000","117,171,000","153,276,000","117,020,000","122,424,000","132,419,000","132,258,000","130,303,000","113,967,000","141,731,000","131,370,000","121,274,000","103,661,000","104,534,000","136,318,000","841,907,000","793,430,000","817,401,000","134,576,000","843,458,000","851,536,000",,"127,263,000",,,,"132,193,000","105,986,000","119,742,000","109,116,000","155,240,000","141,301,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,037,000",,,,"142,338,000"
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,037,000",,,,"142,338,000"
				OtherPayable,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,
