name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,09/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"278,000","268,000","200,000","200,000","200,000","300,000","200,000",,"200,000","200,000","200,000","100,000","200,000","200,000","100,000","200,000","100,000","100,000","100,000","200,000","100,000",,,,,,,"100,000","100,000",,,,"100,000",,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"278,000","268,000","200,000","200,000","200,000","300,000","200,000",,"200,000","200,000","200,000","100,000","200,000","200,000","100,000","200,000","100,000","100,000","100,000","200,000","100,000",,,,,,,"100,000","100,000",,,,"100,000",,,,,,,,,,,,,,,,,,,,
OperatingIncome,"60,846,000","6,377,000","12,469,000","21,745,000","20,255,000","15,774,000","19,245,000","18,895,000","19,944,000","13,043,000","18,272,000","16,264,000","18,730,000","14,639,000","18,246,000","16,479,000","19,859,000","15,913,000","17,998,000","16,424,000","19,000,000","14,351,000","16,852,000","14,742,000","15,625,000","11,254,000","14,612,000","14,895,000","14,622,000","12,160,000","12,897,000","13,439,000","10,991,000","10,293,000","9,689,000","12,418,000","10,236,000","9,666,000","10,477,000","10,328,000","8,697,000","7,549,000","8,143,000","9,350,000","8,545,000","8,065,000","9,629,000","9,596,000","6,958,000","5,749,000","7,228,000","6,944,000","5,403,000","3,571,000","5,861,000","5,653,000","4,693,000","3,981,000","4,798,000","4,547,000","3,208,000","3,022,000","3,696,000","3,578,000","3,135,000","2,457,000","3,347,000","3,105,000","2,181,000","1,777,000","2,381,000","2,430,000","1,623,000","1,765,000","2,280,000","1,874,000","1,795,000","1,415,000","2,036,000","1,539,000","1,464,000","1,108,000","1,694,000","1,235,000","1,366,000","937,000","1,160,000","802,000","703,000","724,000","200,000","600,000","400,000","700,000","800,000","5,700,000","700,000","300,000","400,000","400,000","400,000","300,000","300,000","400,000","500,000","0","100,000","100,000","0","-8,000,000","3,000,000","2,900,000","2,600,000","-7,100,000","2,700,000","400,000","100,000","-6,100,000","2,100,000","1,900,000","-300,000","-5,800,000","1,800,000","1,700,000","1,300,000","-5,300,000","1,500,000","1,500,000","1,100,000","-5,400,000","1,400,000","1,600,000","1,200,000","-4,800,000","1,500,000","1,600,000","1,500,000","-4,400,000","1,200,000","1,200,000","1,200,000"
NetNonOperatingInterestIncomeExpense,"784,000","314,000","224,000","203,000","43,000","294,000","555,000","722,000","1,611,000","1,600,000","1,271,000","1,510,000","1,393,000","1,335,000","1,028,000","927,000","721,000","524,000","429,000","369,000","148,000","271,000","296,000","123,000","84,000","120,000","51,000","68,000","70,000","66,000","47,000","45,000","27,000","28,000","28,000","31,000","30,000","33,000","43,000","38,000","29,000","30,000","26,000","22,000","25,000","13,000","28,000","29,000","14,000","34,000","16,000","18,000","53,000","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,"224,000","203,000","43,000","294,000","555,000","722,000","1,611,000","1,600,000","1,271,000","1,510,000","1,393,000","1,335,000","1,028,000","927,000","721,000","524,000","429,000","369,000","148,000","271,000","296,000","123,000","84,000","120,000","51,000","68,000","70,000","66,000","47,000","45,000","27,000","28,000","28,000","31,000","30,000","33,000","43,000","38,000","29,000","30,000","26,000","22,000","25,000","13,000","28,000","29,000","14,000","34,000","16,000","18,000","53,000","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"-314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-186,000","-48,000","235,000","-221,000","-152,000","-91,000","-465,000","193,000","-378,000","-393,000","-317,000","-122,000","-625,000","649,000","427,000","-269,000","-685,000","844,000","626,000","443,000","-208,000","1,105,000","-377,000","369,000","-465,000","265,000","-471,000","-524,000","-384,000","-592,000","-518,000","225,000","135,000","-68,000","11,000","-552,000","-139,000","361,000","35,000","34,000","-348,000","565,000","-32,000","-68,000","91,000","-235,000","-147,000","-401,000","362,000","-2,000","-34,000","33,000","36,000","542,000","171,000","140,000","-78,000","-84,000","206,000","-6,000","94,000","-31,000","-58,000","8,000","17,000","42,000","46,000","144,000","-31,000","25,000","218,000","11,000","9,000","7,000","44,000","85,000","96,000","91,000","96,000","107,000","74,000","97,000","83,000","76,000","44,000","61,000","78,000","69,000","1,164,000","57,000","100,000","100,000","-900,000","200,000","300,000",,"100,000","200,000","200,000","200,000","200,000","200,000","300,000","100,000",,"-600,000",,,,,,,,,,"-100,000",,,,,,,,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,,"-185,000",,"-151,000",,,,,,,"-352,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,"0",,,,,,,,,,,,,,"0","0","0","0","0","-84,000","-454,000","241,000","38,000","0","0","0","78,000","-40,000","-40,000","-13,000","-311,000","565,000","-32,000","-68,000","91,000","-235,000","-147,000","-401,000","362,000","-2,000","-34,000","33,000","36,000","542,000","171,000","140,000","-78,000","-84,000","206,000","-6,000","94,000","-31,000","-58,000","8,000","17,000","42,000","46,000","144,000","-31,000","25,000","218,000","11,000","9,000","7,000","44,000","85,000","96,000","91,000","96,000","107,000","74,000","97,000","83,000","76,000","44,000","61,000","78,000","69,000","1,164,000","57,000","100,000","100,000","-900,000","200,000","300,000",,"100,000","200,000","200,000","200,000","200,000","200,000","300,000","100,000",,"-600,000",,,,,,,,,,"-100,000",,,,,,,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,"0",,,,,,,,,,,,,,"0","0","0","0","0","84,000","454,000","-241,000","-38,000","0","0","0","-78,000","40,000","40,000","13,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-135,000","137,000","235,000","-70,000","-152,000","-91,000","-465,000","193,000","-378,000","-393,000","35,000","-122,000","-625,000","649,000","427,000","-269,000","-685,000","844,000","626,000","443,000","-226,000","1,105,000","-377,000","369,000","-465,000","265,000","-471,000","-524,000","-384,000","-508,000","-64,000","-16,000","97,000","-68,000","11,000","-552,000","-217,000","401,000","75,000","47,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"61,444,000","6,643,000","12,928,000","21,727,000","20,146,000","15,977,000","19,335,000","19,810,000","21,177,000","14,250,000","19,226,000","17,652,000","19,498,000","16,623,000","19,701,000","17,137,000","19,895,000","17,281,000","19,053,000","17,236,000","18,940,000","15,727,000","16,771,000","15,234,000","15,244,000","11,639,000","14,192,000","14,439,000","14,308,000","11,634,000","12,426,000","13,709,000","11,153,000","10,253,000","9,728,000","11,897,000","10,127,000","10,060,000","10,555,000","10,400,000","8,378,000","8,144,000","8,137,000","9,304,000","8,661,000","7,843,000","9,510,000","9,224,000","7,334,000","5,781,000","7,210,000","6,995,000","5,492,000","4,173,000","6,101,000","5,858,000","4,700,000","3,983,000","5,104,000","4,711,000","3,452,000","3,090,000","3,701,000","3,632,000","3,003,000","2,404,000","3,420,000","3,265,000","2,143,000","1,781,000","2,572,000","2,419,000","1,606,000","1,742,000","2,344,000","1,982,000","1,919,000","1,530,000","2,157,000","1,667,000","1,562,000","1,230,000","1,805,000","1,363,000","1,493,000","1,083,000","1,313,000","972,000","2,001,000","922,000","400,000","900,000","-200,000","900,000","1,100,000",,"900,000","200,000",,,,"500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"12,336,000","1,200,000","2,100,000","4,650,000","4,386,000","2,600,000","3,450,000","3,950,000","4,830,000","2,050,000","2,950,000","3,000,000","3,683,000","3,550,000","3,650,000","1,900,000","2,350,000","700,000","1,900,000","5,300,000","6,450,000","5,350,000","5,600,000","5,300,000","5,425,000","3,350,000","5,050,000","5,150,000","4,875,000","4,225,000","4,600,000","4,800,000","3,600,000","3,700,000","3,500,000","4,200,000","3,150,000","3,450,000","3,800,000","3,700,000","2,350,000","2,900,000","2,900,000","3,300,000","2,700,000","2,900,000","3,400,000","3,400,000","2,700,000","1,900,000","2,600,000","2,600,000","2,075,000","1,350,000","2,200,000","2,125,000","1,525,000","1,325,000","1,850,000","1,700,000","1,149,000","1,100,000","1,275,000","1,226,000","1,046,000","772,000","1,207,000","1,125,000","698,000","567,000","900,000","835,000","535,000","559,000","801,000","680,000","638,000","500,000","756,000","592,000","450,000","404,000","660,000","501,000","569,000","369,000","453,000","300,000","700,000","295,000","100,000","100,000","-400,000","300,000","400,000",,"100,000","0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"49,108,000","5,443,000","10,828,000","17,077,000","15,760,000","13,377,000","15,885,000","15,860,000","16,347,000","12,200,000","16,276,000","14,652,000","15,815,000","13,073,000","16,051,000","15,237,000","17,545,000","16,586,000","17,100,000","11,914,000","12,473,000","10,287,000","11,151,000","9,881,000","9,857,000","8,311,000","9,073,000","9,323,000","9,384,000","7,454,000","7,806,000","8,883,000","7,537,000","6,575,000","6,207,000","7,839,000","7,032,000","6,652,000","6,793,000","6,714,000","6,028,000","5,244,000","5,237,000","6,004,000","5,961,000","4,943,000","6,110,000","5,824,000","4,634,000","3,881,000","4,610,000","4,395,000","3,417,000","2,823,000","3,901,000","3,733,000","3,175,000","2,658,000","3,254,000","3,011,000","2,303,000","1,990,000","2,426,000","2,406,000","1,956,000","1,632,000","2,213,000","2,140,000","1,445,000","1,214,000","1,672,000","1,584,000","1,071,000","1,183,000","1,543,000","1,302,000","1,281,000","1,030,000","1,401,000","1,075,000","1,112,000","826,000","1,145,000","862,000","924,000","714,000","860,000","672,000","1,301,000","627,000","300,000","800,000","200,000","600,000","700,000","800,000","800,000","200,000","700,000","700,000","600,000","500,000","500,000","400,000","400,000","-600,000","100,000","100,000","100,000","300,000","100,000","200,000","200,000","300,000","200,000","300,000","100,000","100,000","-100,000","-200,000","-300,000",,,,,,,,,,,,,,,,,,,,
