name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,491,450","2,446,113","2,401,602","2,357,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,488","8,663","267,560",,"9,305","9,930",,"2,306,606",,,,,"785,709","871,819","727,015","116,382","3,109","3,109","1,983","54,091","892,778","82,545","62,929","410,770","2,200","2,200","229,604",,"33,520","70,517","2,200","2,200","6,700","7,700","4,535",,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,402","13,411","13,432","13,005","12,336","5,850","5,865","5,925","11,886","12,036","12,042","12,222","13,596","13,806","14,051"
			RawMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,871",,,,"5,871",,,,"11,742",,,
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,134",,,,"54",,,,"480",,,
		PrepaidAssets,"6,622,000","5,199,000","4,362,000","7,276,000","6,639,000","7,069,000","4,250,896","4,096,473","3,062,333","2,733,140","3,317,999","3,103,476","1,757,928","1,550,437","1,267,717","1,095,977","744,246","651,239","867,363","931,042","731,834","569,415","1,289,923","3,446,863","3,772,643","3,783,344","3,293,285","3,499,324","3,811,096","4,451,124","588,626","700,063","643,023","689,954","615,351","1,059,503","426,398","460,922","618,130","432,379","456,603","301,334","110,818","204,642","271,062","182,383","239,097","337,002","225,107","205,918","316,074","449,772","451,434","374,935","380,933","560,331","529,606","380,607","909,267","923,562","900,295","502,843","681,273","672,134","777,403","376,636","236,651","389,893","202,273","255,950","404,686","348,280","360,855","259,875","158,625","1,427","1,428","627","627","493","858","578","628","150","1,057","428","628","455","752","691"
		RestrictedCash,,,,,,,,,,,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"7,796,000","2,795,000","2,191,000","1,696,000","1,845,000","2,318,000","1,781,691","2,411,937","2,536,284","1,534,344","2,563,435","1,492,175","1,590,195","478,310","640,117","279,049","357,989","1,604,986","1,359,638","896,150","1,747,801","3,495,369","3,771,172","1,507,470","909,561","1,903,884","823,620","654,924","327,384","62,841","48,502","538,742","633,807",,,,,,,,,,,,,"18,470","114,833","68,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,395","38,395","38,395","44,952","44,952",,,,,
	TotalNonCurrentAssets,"285,945,000","300,261,000","325,551,000","208,972,000","170,038,000","175,535,000","200,133,346","240,495,218","246,601,529","79,987,262","84,598,620","92,289,721","98,970,088","91,996,775","32,841,353","51,032,932","34,338,455","35,113,616","36,119,376","37,179,155","37,181,720","38,027,753","37,673,962","35,932,064","28,463,978","29,097,325","29,396,753","30,502,624","42,231,505","29,972,163","28,015,986","33,199,930","40,718,229","16,280,854","8,485,912","7,077,499","8,679,444","9,167,148","9,960,482","10,584,993","11,263,415","13,888,436","6,027,389","6,241,278","6,655,343","4,149,224","4,222,767","4,470,194","4,767,733","4,980,869","5,218,619","5,443,897","5,990,132","6,369,198","6,694,325","4,584,990","4,275,340","4,455,619","4,547,524","4,610,680","4,410,316","5,586,931","5,750,087","9,240,750","8,971,811","6,361,465","6,226,726","5,042,087","4,855,660","2,708,457","2,418,703","1,211,649","9,602","1,845","2,025","26,330","28,033","29,735","31,438","35,404","2,019","409","446","0","0","46,726","49,067","50,499","52,566","54,633"
		NetPPE,"71,267,000","69,178,000","66,021,000","66,236,000","57,770,000","49,477,000","47,017,953","46,911,720","39,625,938","36,875,541","23,214,899","17,074,613","13,378,321","13,920,667","13,935,425","14,029,239","14,582,313","14,932,366","15,513,019","16,134,991","15,714,948","16,165,659","15,386,761","12,274,821","4,381,628","4,666,411","4,526,848","4,108,667","4,127,366","4,124,441","3,872,753","3,674,131","3,290,270","3,186,147","3,513,235","3,793,311","4,013,094","4,426,683","4,895,652","5,365,789","6,745,214","6,927,240","25,437","29,921","32,148","97,806","141,269","255,977","338,130","431,646","527,044","617,360","903,990","1,093,929","1,245,210","1,259,702","1,420,432","1,426,025","1,439,459","1,428,978","1,167,013","1,259,973","1,270,981","1,078,168","997,749","1,026,162","1,078,122","1,236,281","1,134,341","1,171,042","882,046","701,844","9,602","1,845","2,025","26,330","28,033","29,735","31,438","35,404","2,019","409","446",,,"46,726","49,067","50,499","52,566","54,633"
			GrossPPE,"98,448,000","94,192,000","88,885,000","87,028,000","76,992,000","67,204,000","63,322,390","61,875,656","53,478,580","49,781,703","35,296,550","28,498,996","24,224,361","24,451,255","23,740,787","23,303,207","23,115,471","22,737,166","22,601,752","22,494,307","21,336,711","21,438,922","19,899,521","18,855,185","10,568,899","10,474,877","9,987,513","9,152,553","8,868,964","8,571,846","8,062,983","7,607,608","6,963,393","6,461,837","6,594,421","6,489,197","6,329,009","6,367,948","6,461,435","6,786,959","7,817,653","7,650,430","365,801","365,801","428,456","1,317,673","1,317,673","1,552,436","1,552,436","1,552,436","1,552,436","1,546,589","2,818,764","2,869,318","2,841,219","2,671,890","3,471,137","3,283,211","3,115,457","2,922,799","2,512,234","2,474,665","2,359,086","2,050,428","1,827,366","1,726,280","1,629,636","1,666,366","1,427,948","1,335,115","956,875","1,229,643","10,218","2,115","2,115","113,210","113,210","113,210","113,210","116,344","12,694","11,019","11,019",,,"118,235","118,235","118,235","118,235","118,235"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,"0","0","0","0",,,,,,,"0","0",,,
				LandAndImprovements,"2,996,000","2,996,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,516","100,516","100,516","100,516",,,,,,,"107,216","107,216",,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115,871","115,871","121,717","424,968","421,732","416,234","409,244","409,245","409,245","369,699","369,699","324,690","324,690","324,690","324,690","303,251","303,251",,"84,239",,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"2,272,000","2,182,000","2,170,000","1,672,000","1,621,000","1,018,000","1,293,131","955,116","928,958","774,565","784,831","733,846","733,846","825,426","753,010","749,163","732,412","732,412","732,412","732,412","678,332","709,030","523,756","567,365","530,133","523,993","515,392","482,829","467,249","444,158","403,785","403,785","387,490","392,999","392,999","392,999","392,999","392,999","3,712,026","4,024,222","5,068,244","5,058,511","365,801","365,801","362,008","1,239,079","1,239,079","1,458,119","1,307,674","1,307,674","1,307,674","1,307,674","2,535,278","2,585,832","2,557,733","2,394,858","2,904,588","2,728,213","2,592,095","2,415,462","2,034,020","1,996,451","1,920,418","1,628,706","1,502,676","1,401,590","1,304,946","1,293,307","1,116,464","1,023,631","829,723","1,132,449","10,218","2,115","2,115","12,694","12,694","12,694","12,694",,,,,,,"11,019","11,019",,,
				OtherProperties,"44,749,000","44,885,000","44,846,000","42,422,000","42,264,000","39,510,000","36,791,408","36,036,884","28,362,157","25,685,896","12,932,304","12,563,670","11,021,467","11,356,568","10,751,627","10,345,664","10,174,679","9,796,374","9,660,960","9,600,062","8,655,069","8,729,818","7,490,400","7,299,105","6,863,762","6,783,831","6,354,584","5,552,187","5,284,178","5,010,151","4,614,176","4,248,606","3,826,494","3,319,429","3,452,013","3,346,789","3,186,601","3,225,540",,,,,,,,,,,"150,445","150,445","150,445","150,445","167,615","167,615","167,615","155,315","141,581","133,266","107,128","98,093","68,969","68,969","68,969","52,023",,,,"48,369","8,233","8,233","714","12,955",,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"6,414,000","2,152,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126,438",,,,,,,,,,,,,,,,,,,
				Leases,"42,017,000","41,977,000","41,869,000","42,934,000","33,107,000","26,676,000","25,237,851","24,883,656","24,187,465","23,321,242","21,579,415","15,201,480","12,469,048","12,269,261","12,236,150","12,208,380","12,208,380","12,208,380","12,208,380","12,161,833","12,003,310","12,000,074","11,885,365","10,988,715","3,175,004","3,167,053","3,117,537","3,117,537","3,117,537","3,117,537","3,045,022","2,955,217","2,749,409","2,749,409","2,749,409","2,749,409","2,749,409","2,749,409","2,749,409","2,762,737","2,749,409","2,591,919","0","0","66,448","78,594","78,594","94,317","94,317","94,317","94,317","88,470","115,871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-27,181,000","-25,014,000","-22,864,000","-20,792,000","-19,222,000","-17,727,000","-16,304,437","-14,963,936","-13,852,642","-12,906,162","-12,081,651","-11,424,383","-10,846,040","-10,530,588","-9,805,362","-9,273,968","-8,533,158","-7,804,800","-7,088,733","-6,359,316","-5,621,763","-5,273,263","-4,512,760","-6,580,364","-6,187,271","-5,808,466","-5,460,665","-5,043,886","-4,741,598","-4,447,405","-4,190,230","-3,933,477","-3,673,123","-3,275,690","-3,081,186","-2,695,886","-2,315,915","-1,941,265","-1,565,783","-1,421,170","-1,072,439","-723,190","-340,364","-335,880","-396,308","-1,219,867","-1,176,404","-1,296,459","-1,214,306","-1,120,790","-1,025,392","-929,229","-1,914,774","-1,775,389","-1,596,009","-1,412,188","-2,050,705","-1,857,186","-1,675,998","-1,493,821","-1,345,221","-1,214,692","-1,088,105","-972,260","-829,617","-700,118","-551,514","-430,085","-293,607","-164,073","-74,829","-527,799","-616","-270","-90","-86,880","-85,177","-83,475","-81,772","-80,940","-10,675","-10,610","-10,573",,,"-71,509","-69,168","-67,736","-65,669","-63,602"
		GoodwillAndOtherIntangibleAssets,"12,813,000","13,238,000","13,663,000","14,088,000","14,513,000","14,938,000","15,363,151","15,788,258","16,213,366","16,638,473","17,063,580","17,488,688","17,913,795","18,338,903","18,764,010","19,189,117","19,614,224","20,039,332","20,464,439","20,889,546","21,314,653","21,739,761","22,164,868","23,534,910","23,960,017","24,385,125","24,824,116","25,262,886","25,701,657","999,809","1,013,473","3,199,523","3,213,186","3,226,850","3,240,513","3,254,177","4,636,339","4,710,454","4,784,569","4,685,063","2,675,478","2,749,593","1,731,211","1,791,662","1,852,115","1,967,929","2,046,836","2,125,742","2,204,648","2,283,554","2,362,460","2,441,366","2,541,469","2,641,571","2,749,555","2,627,930","2,730,532","2,834,522","2,938,513","3,042,515","3,146,506","4,213,647","4,317,637","7,998,157","7,790,633","5,171,254","5,038,225","3,704,127","3,622,223","1,443,105","1,461,266","446,432",,,,,,,,,,,,,,,,,,
			Goodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"963,150","963,150","4,507,427","4,467,427",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"12,813,000","13,238,000","13,663,000",,,,"15,363,151",,,,"17,063,580","17,488,688",,,"18,764,010",,,,"20,464,439",,,,"22,164,868","23,534,910","23,960,017","24,385,125","24,824,116","25,262,886","25,701,657","999,809","1,013,473","3,199,523","3,213,186","3,226,850","3,240,513","3,254,177","4,636,339","4,710,454","4,784,569","4,685,063","2,675,478","2,749,593","1,731,211","1,791,662","1,852,115","1,967,929","2,046,836","2,125,742","2,204,648","2,283,554","2,362,460","2,441,366","2,541,469","2,641,571","2,749,555","2,627,930","2,730,532","2,834,522","2,938,513","3,042,515","3,146,506","3,250,497","3,354,487","3,490,730","3,323,206","5,171,254","5,038,225","3,704,127","3,622,223","1,443,105","1,461,266","446,432",,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"201,590,000","217,572,000","245,595,000","128,376,000","97,490,000","110,855,000","137,486,883","177,529,881","190,618,075","26,329,098","44,175,993","57,555,499","67,536,054","59,595,287",,"17,672,658",,,,,,,,,,,"0","1,085,282","12,361,068","17,806,499","23,088,346","26,284,862","34,048,359","9,867,857",,,,,"0","221,891","1,672,223","1,736,484","1,836,748","1,903,561","1,973,927","2,048,754","1,999,927","2,053,740","2,120,230","2,170,829","2,219,467","2,267,557","2,315,859",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1,478,959","1,543,220","1,649,748","1,716,561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"201,590,000","217,572,000","245,595,000","128,376,000","97,490,000","110,855,000","137,486,883","177,529,881","190,618,075","26,329,098","44,175,993","57,555,499","67,536,054","59,595,287",,"17,672,658",,,,,,,,,,,"0","1,085,282","12,361,068","17,806,499","23,088,346","26,284,862","34,048,359","9,867,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,"201,590,000","217,572,000","245,595,000","128,376,000","97,490,000","110,855,000","137,486,883","177,529,881","190,618,075","26,329,098","44,175,993","57,555,499","67,536,054","59,595,287",,"17,672,658",,,,,,,,,,,"0",,,,"23,088,346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"221,891","193,264","193,264","187,000","187,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,732,164","30,011","30,011","30,011","280,261","312,250","170,500","160,125","161,125","284,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,314,994","2,272,868","2,231,509","2,190,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"275,000","273,000","272,000","272,000","265,000","265,000","265,359","265,359","144,150","144,150","144,148","170,921","141,918","141,918","141,918","141,918","141,918","141,918","141,918","154,618","152,119","122,333","122,333","122,333","122,333","45,789","45,789","45,789","41,414","7,041,414","41,414","41,414","166,414",,,,,,,,,,,,"606,250","34,735","34,735","34,735","104,725","94,840","109,648","117,614","228,814","2,633,698","2,699,560","697,358","124,376","195,072","169,552","139,187","96,797","113,311","161,469","164,425","183,429","164,049","110,379","101,679","99,096","94,310","75,391","63,373",,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"251,309,000","265,979,000","301,326,000","298,037,000","311,246,000","44,779,000","60,724,611","63,142,867","67,512,232","88,072,991","105,809,185","111,158,405","133,300,197","169,447,357","16,368,950","11,143,668","13,283,833","18,021,183","23,155,118","25,539,265","33,535,154","47,049,685","33,152,246","26,108,330","20,681,234","19,012,747","22,646,280","14,445,931","18,182,104","16,427,090","16,831,501","10,815,087","13,103,837","11,782,190","11,594,842","8,182,527","8,658,821","7,626,652","7,718,909","8,039,424","8,514,290","7,313,434","3,324,395","2,720,582","3,014,650","7,901,951","4,276,246","5,140,251","2,279,634","2,579,789","2,844,238","4,484,627","9,761,629","10,390,049","4,952,833","3,055,455","2,793,532","2,783,394","3,396,375","2,940,122","1,146,210","1,015,244","2,920,234","1,728,638","2,589,236","1,456,502","1,024,064","992,713","579,226","351,935","689,698","372,961","38,414","20,331","96,177","1,800,165","1,743,824","1,643,529","1,614,242","1,571,046","1,427,952","1,416,330","1,350,779","1,301,509","1,269,167","1,221,183","1,194,302","1,230,608","1,175,829","1,124,373"
	CurrentLiabilities,"138,857,000","137,032,000","146,536,000","195,434,000","167,188,000","25,094,000","40,681,433","42,783,141","53,333,497","73,695,268","97,070,679","87,087,065","101,812,390","134,611,773","12,364,951","7,127,120","9,123,879","13,716,249","18,701,048","20,319,614","27,551,628","36,998,092","25,643,794","14,840,268","14,058,345","12,328,014","15,900,571","9,532,488","13,210,361","11,497,665","11,847,024","8,250,096","10,482,540","9,018,408","8,725,020","6,677,866","7,164,026","6,077,978","5,327,888","5,815,416","6,375,521","5,060,024","2,581,949","2,159,704","2,494,934","7,901,951","4,276,246","5,140,251","2,279,634","2,579,789","2,344,238","3,409,782","4,448,743","4,859,962","3,726,299","2,555,455","2,293,532","2,283,394","2,896,375","2,940,122","1,146,210","1,015,244","2,920,234","1,728,638","2,589,236","1,456,502","1,024,064","992,713","579,226","351,935","689,698","372,961","38,414","20,331","96,177","1,772,665","1,716,324","1,617,529","1,586,742","1,542,046","1,397,452","1,384,330","1,317,779","1,267,009","1,233,167","1,183,683","1,155,302","1,190,108","1,136,829","1,084,873"
		PayablesAndAccruedExpenses,"38,078,000","25,554,000","33,231,000","43,210,000","21,020,000","17,150,000","20,278,319","15,479,566","19,453,015","19,183,400","19,110,537","11,231,245","10,748,637","9,473,976","11,786,790","5,477,044","6,855,865","11,121,583","12,040,700","6,261,664","5,548,025","10,610,416","20,790,079","13,338,179","12,771,771","10,628,657","14,231,887","7,473,085","11,249,457","9,318,527","7,247,470","3,837,892","4,157,559","1,951,903","2,744,287","2,579,082","2,917,797","2,719,926","1,608,761","2,017,106","3,184,755","3,100,853","1,441,320","973,557","841,124","5,458,699","1,367,724","1,947,727","1,483,215","1,566,169","1,433,358","2,266,103","3,294,479","3,548,350","2,436,549","1,946,404","1,898,242","1,772,640","2,389,808","2,561,477","1,146,210","1,015,244","1,758,234","1,394,095","2,347,371","1,122,766","917,814","848,963","535,263","344,736","622,650","346,678","38,414","14,875","92,688","1,170,665","1,113,324","1,011,529","980,742","936,046","891,452","858,330","791,778","741,009","707,167","658,683","631,302","667,108","611,829","559,873"
