name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,06/30/2014
			AccumulatedDepreciation,"-474,600,000","-454,200,000","-445,000,000","-430,800,000","-470,300,000","-451,000,000","-421,500,000","-409,800,000","-402,500,000","-381,100,000","-365,900,000","-339,400,000","-323,100,000","-364,900,000","-343,700,000","-329,300,000","-436,800,000","-419,100,000","-403,900,000","-386,400,000","-370,700,000","-356,800,000","-346,300,000","-334,800,000","-322,700,000","-313,500,000","-302,100,000","-273,000,000",,,"-241,200,000"
		GoodwillAndOtherIntangibleAssets,"545,800,000","567,200,000","588,700,000","610,100,000","632,100,000","654,100,000","665,000,000","685,700,000","706,900,000","726,900,000","745,500,000","764,300,000","772,100,000","789,700,000","17,600,000","18,300,000","19,900,000","20,400,000","21,000,000","21,500,000","22,300,000","16,000,000","18,100,000","19,900,000","21,900,000","23,600,000","25,300,000","27,400,000","29,100,000","30,700,000","35,800,000"
			Goodwill,"368,900,000","368,900,000","368,900,000","368,900,000","368,900,000","368,900,000","368,900,000","368,900,000","368,900,000","368,900,000","368,900,000","368,900,000","359,800,000","344,700,000","11,300,000","11,300,000",,"11,600,000","11,500,000","11,400,000","10,800,000","5,200,000","5,400,000","5,400,000","5,500,000","5,500,000","5,300,000","5,600,000","5,500,000","5,400,000","5,900,000"
			OtherIntangibleAssets,"176,900,000","198,300,000","219,800,000","241,200,000","263,200,000","285,200,000","296,100,000","316,800,000","338,000,000","358,000,000","376,600,000","395,400,000","412,300,000","445,000,000","6,300,000","7,000,000",,"8,800,000","9,500,000","10,100,000","11,500,000","10,800,000","12,700,000","14,500,000","16,400,000","18,100,000","20,000,000","21,800,000","23,600,000","25,300,000","29,900,000"
		NonCurrentDeferredAssets,"19,700,000","67,200,000","72,900,000","72,900,000","89,900,000","84,900,000","81,600,000","81,200,000","102,700,000","101,100,000","169,600,000","169,600,000","172,200,000","184,300,000","122,000,000","125,600,000","128,200,000","128,400,000","7,600,000","3,900,000","31,100,000","30,800,000","31,600,000","31,900,000","30,100,000","27,700,000","28,900,000","30,300,000","28,100,000","29,400,000","33,300,000"
			NonCurrentDeferredTaxesAssets,"19,700,000","67,200,000","72,900,000","72,900,000","89,900,000","84,900,000","81,600,000","81,200,000","102,700,000","101,100,000","169,600,000","169,600,000","172,200,000","184,300,000","122,000,000","125,600,000","128,200,000","128,400,000","7,600,000","3,900,000","31,100,000","30,800,000","31,600,000","31,900,000","30,100,000","27,700,000","28,900,000","30,300,000","28,100,000","29,400,000","33,300,000"
		OtherNonCurrentAssets,"36,700,000","6,500,000","6,000,000","3,300,000","5,800,000","5,400,000","6,000,000","4,000,000","4,300,000","4,500,000","4,600,000","16,600,000","18,400,000","21,000,000","5,700,000","3,500,000","3,600,000","3,500,000","3,600,000","3,700,000","2,900,000","2,700,000","2,500,000","1,600,000","1,500,000","600,000","300,000","900,000","700,000","300,000","500,000"
TotalLiabilitiesNetMinorityInterest,"2,221,400,000","1,593,800,000","1,547,600,000","1,578,800,000","1,580,900,000","1,546,300,000","1,571,300,000","1,543,400,000","1,534,500,000","1,539,600,000","1,306,500,000","1,219,500,000","1,267,500,000","1,236,900,000","625,700,000","619,600,000","605,800,000","607,300,000","571,500,000","578,300,000","740,100,000","244,500,000","206,000,000","193,100,000","192,400,000","175,300,000","148,900,000","131,900,000","112,800,000","153,800,000","156,500,000"
	CurrentLiabilities,"660,700,000","656,700,000","611,700,000","664,600,000","674,200,000","647,300,000","293,400,000","283,000,000","286,700,000","304,200,000","316,800,000","294,000,000","358,000,000","325,500,000","213,900,000","214,000,000","191,500,000","217,700,000","177,200,000","184,200,000","192,100,000","202,000,000","163,500,000","173,700,000","169,000,000","157,400,000","132,600,000","122,100,000","106,600,000","137,100,000","136,900,000"
		PayablesAndAccruedExpenses,"237,300,000","238,900,000","200,200,000","258,500,000","273,000,000","252,700,000","277,300,000","266,900,000","266,800,000","271,800,000","281,000,000","280,600,000","336,200,000","307,300,000","201,100,000","200,400,000","177,500,000","198,600,000","165,900,000","175,800,000","186,300,000","195,300,000","159,600,000","169,900,000","164,800,000","153,000,000","130,000,000","116,900,000","102,200,000","132,400,000","133,100,000"
			Payables,"143,900,000","138,700,000","111,000,000","160,400,000","177,800,000","162,800,000","187,100,000","179,600,000","175,000,000","169,100,000","169,200,000","169,500,000","212,600,000","206,400,000","127,600,000","126,500,000","101,000,000","118,500,000","112,100,000","115,500,000","118,800,000","128,200,000","108,900,000","120,200,000","113,700,000","99,200,000","86,600,000","81,700,000","75,800,000","93,800,000","99,600,000"
				AccountsPayable,"126,800,000","118,200,000","101,600,000","116,900,000","104,700,000","111,300,000","146,000,000","150,800,000","144,600,000","143,700,000","152,200,000","160,800,000","204,100,000","199,200,000","127,600,000","126,500,000","100,900,000","113,000,000","111,600,000","114,800,000","118,400,000","127,800,000","108,300,000","118,300,000","111,700,000","95,200,000","83,000,000","77,800,000","74,000,000","79,300,000","82,100,000"
				TotalTaxPayable,"17,100,000","20,500,000","9,400,000","43,500,000","73,100,000","51,500,000","41,100,000","28,800,000","30,400,000","25,400,000","17,000,000","8,700,000","8,500,000","7,200,000",,,"100,000","5,500,000","500,000","700,000","400,000","400,000","600,000","1,900,000","2,000,000","4,000,000","3,600,000","3,900,000","1,800,000","14,500,000","17,500,000"
					IncomeTaxPayable,"17,100,000","20,500,000","9,400,000","43,500,000","73,100,000","51,500,000","41,100,000","28,800,000","30,400,000","25,400,000","17,000,000","8,700,000","8,500,000","7,200,000",,,"100,000","5,500,000","500,000","700,000","400,000","400,000","600,000","1,900,000","2,000,000","4,000,000","3,600,000","3,700,000","1,600,000","14,300,000","14,700,000"
			CurrentAccruedExpenses,"93,400,000","100,200,000","89,200,000","98,100,000","95,200,000","89,900,000","90,200,000","87,300,000","91,800,000","102,700,000","111,800,000","111,100,000","123,600,000","100,900,000","73,500,000","73,900,000","76,500,000","80,100,000","53,800,000","60,300,000","67,500,000","67,100,000","50,700,000","49,700,000","51,100,000","53,800,000","43,400,000","35,200,000","26,400,000","38,600,000","33,500,000"
		CurrentDebtAndCapitalLeaseObligation,"418,100,000","413,300,000","407,500,000","402,500,000","397,200,000","391,400,000","11,200,000","11,400,000","15,400,000","18,800,000","27,600,000","5,400,000","5,800,000","8,700,000","5,400,000","7,300,000","9,200,000","9,100,000","4,900,000",,,,,,,,,,,,
			CurrentDebt,"406,100,000","401,000,000","395,800,000","390,700,000","385,300,000","380,300,000",,,,,"6,200,000","5,000,000","5,000,000","5,000,000",,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"406,100,000","401,000,000","395,800,000","390,700,000","385,300,000","380,300,000",,,,,"6,200,000","5,000,000","5,000,000","5,000,000",,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"12,000,000","12,300,000","11,700,000","11,800,000","11,900,000","11,100,000","11,200,000","11,400,000","15,400,000","18,800,000","21,400,000","400,000","800,000","3,700,000","5,400,000","7,300,000","9,200,000","9,100,000","4,900,000",,,,,,,,,,,,
		CurrentDeferredLiabilities,"0","0","0","600,000","1,800,000","500,000","2,000,000","1,900,000","1,700,000","1,800,000","2,500,000","2,900,000","4,200,000","3,900,000","2,600,000","2,800,000","2,500,000","6,600,000","4,900,000","6,900,000","4,600,000","5,700,000",,,,,,,,,
			CurrentDeferredRevenue,"0","0","0","600,000","1,800,000","500,000","2,000,000","1,900,000","1,700,000","1,800,000","2,500,000","2,900,000","4,200,000","3,900,000","2,600,000","2,800,000","2,500,000","6,600,000","4,900,000","6,900,000","4,600,000","5,700,000",,,,,,,,,
		OtherCurrentLiabilities,"5,300,000","4,500,000","4,000,000","3,000,000","2,200,000","2,700,000","2,900,000","2,800,000","2,800,000","11,800,000","5,700,000","5,100,000","11,800,000","5,600,000","4,800,000","3,500,000","2,300,000","3,400,000","1,500,000","1,500,000","1,200,000","1,000,000","3,900,000","3,800,000","4,200,000","4,400,000","2,600,000","5,200,000","4,400,000","4,700,000","3,800,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,560,700,000","937,100,000","935,900,000","914,200,000","906,700,000","899,000,000","1,277,900,000","1,260,400,000","1,247,800,000","1,235,400,000","989,700,000","925,500,000","909,500,000","911,400,000","411,800,000","405,600,000","414,300,000","389,600,000","394,300,000","394,100,000","548,000,000","42,500,000","42,500,000","19,400,000","23,400,000","17,900,000","16,300,000","9,800,000","6,200,000","16,700,000","19,600,000"
		LongTermProvisions,"4,700,000","4,700,000","4,700,000","4,700,000","4,700,000","4,700,000","4,600,000","4,600,000","4,900,000","4,900,000","4,500,000","4,500,000","5,400,000","2,800,000","2,700,000","2,700,000","2,700,000","2,500,000","2,500,000","2,500,000","2,100,000","2,400,000","2,300,000","2,300,000","2,300,000","2,100,000","2,200,000","1,800,000","1,800,000","2,100,000","900,000"
		LongTermDebtAndCapitalLeaseObligation,"1,500,400,000","866,100,000","857,500,000","837,400,000","829,400,000","824,200,000","1,190,700,000","1,177,900,000","1,165,200,000","1,154,700,000","905,300,000","835,900,000","832,400,000","829,200,000","338,500,000","334,600,000","330,700,000","328,800,000","324,000,000","317,500,000","313,400,000",,,,,,,,,,
			LongTermDebt,"1,447,600,000","810,300,000","800,000,000","789,800,000","778,900,000","769,100,000","1,134,700,000","1,120,300,000","1,106,000,000","1,092,000,000","839,600,000","835,900,000","832,300,000","828,700,000","338,500,000","334,200,000","329,900,000","325,700,000","321,600,000","317,500,000","313,400,000",,,,,,,,,,
			LongTermCapitalLeaseObligation,"52,800,000","55,800,000","57,500,000","47,600,000","50,500,000","55,100,000","56,000,000","57,600,000","59,200,000","62,700,000","65,700,000","0","100,000","500,000","0","400,000","800,000","3,100,000","2,400,000",,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"17,500,000","29,000,000","35,500,000","35,900,000","31,600,000","36,700,000","48,400,000","46,500,000","49,000,000","47,900,000","52,700,000","58,100,000","58,200,000","58,600,000","2,500,000","2,600,000","3,100,000","3,300,000","3,500,000","3,300,000","3,200,000","3,200,000","1,500,000","1,600,000","1,800,000","1,500,000","1,600,000","1,700,000","1,800,000","1,900,000","2,300,000"
			NonCurrentDeferredTaxesLiabilities,"17,500,000","29,000,000","35,500,000","35,900,000","31,600,000","36,700,000","48,400,000","46,500,000","49,000,000","47,900,000","52,700,000","55,900,000","55,800,000","56,100,000",,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,"0","0","0","0","2,200,000","2,400,000","2,500,000","2,500,000","2,600,000","3,100,000","3,300,000","3,500,000","3,300,000","3,200,000","3,200,000","1,500,000","1,600,000","1,800,000","1,500,000","1,600,000","1,700,000","1,800,000","1,900,000","2,300,000"
		TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","0","8,800,000","8,900,000"
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,"0","0","100,000","200,000","200,000","0","0","500,000",,,,
		EmployeeBenefits,"11,200,000","10,900,000","11,200,000","10,800,000","12,000,000","12,200,000","12,400,000","11,800,000","10,000,000","8,400,000","8,100,000","7,900,000","6,400,000","10,900,000","3,700,000","3,500,000","3,200,000","4,300,000","4,200,000","3,900,000","3,400,000","3,400,000","3,500,000","3,500,000","2,300,000","2,600,000","2,600,000","3,800,000","900,000","1,300,000","1,600,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"11,200,000","10,900,000","11,200,000","10,800,000","12,000,000","12,200,000","12,400,000","11,800,000","10,000,000","8,400,000","8,100,000","7,900,000","6,400,000","10,900,000","3,700,000","3,500,000","3,200,000","4,300,000","4,200,000","3,900,000","3,400,000","3,400,000","3,500,000","3,500,000","2,300,000","2,600,000","2,600,000","2,100,000","900,000","1,300,000","1,600,000"
		DerivativeProductLiabilities,,,,,,,,,,,,"0","0","0","54,500,000","52,400,000","60,200,000","39,500,000","47,400,000","51,600,000","214,700,000","28,200,000","33,000,000","10,300,000","14,700,000","9,900,000","7,500,000",,,,
		OtherNonCurrentLiabilities,"26,900,000","26,400,000","27,000,000","25,400,000","29,000,000","21,200,000","21,800,000","19,600,000","18,700,000","19,500,000","19,100,000","19,100,000","7,100,000","9,900,000","9,900,000","9,800,000","14,400,000","11,200,000","12,700,000","15,300,000","11,200,000","5,200,000","2,000,000","1,500,000","2,300,000","1,800,000","1,900,000","2,400,000","1,700,000","2,600,000","5,900,000"
TotalEquityGrossMinorityInterest,"1,912,100,000","2,021,900,000","1,971,400,000","1,972,800,000","2,165,000,000","1,921,900,000","1,816,100,000","1,749,200,000","1,734,200,000","1,681,600,000","1,561,300,000","1,497,100,000","1,503,900,000","1,559,700,000","1,019,300,000","961,900,000","912,400,000","900,100,000","676,900,000","654,600,000","504,400,000","552,200,000","531,500,000","533,200,000","512,500,000","506,700,000","500,800,000","380,700,000","382,900,000","342,900,000","335,600,000"
	StockholdersEquity,"1,912,100,000","2,021,900,000","1,971,400,000","1,972,800,000","2,165,000,000","1,921,900,000","1,816,100,000","1,749,200,000","1,734,200,000","1,681,600,000","1,561,300,000","1,497,100,000","1,503,900,000","1,559,700,000","1,019,300,000","961,900,000","912,400,000","900,100,000","676,900,000","654,600,000","504,400,000","552,200,000","531,500,000","533,200,000","512,500,000","506,700,000","500,800,000","380,700,000","382,900,000","342,900,000","335,600,000"
		CapitalStock,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","35,900,000","35,900,000","35,900,000","35,900,000","35,900,000","35,900,000","35,900,000","35,900,000","35,900,000","35,900,000","35,900,000","35,900,000","33,900,000",,,,
			PreferredStock,,,,,,,,,,,,"0","0","0","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","33,800,000",,,,
			CommonStock,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",,,,
		AdditionalPaidInCapital,"1,973,700,000","1,778,100,000","1,752,100,000","1,743,600,000","1,718,800,000","1,700,900,000","1,677,900,000","1,676,600,000","1,659,100,000","1,648,700,000","1,377,300,000","1,360,800,000","1,341,400,000","1,324,200,000","763,500,000","753,200,000","736,000,000","724,800,000","705,700,000","694,500,000","489,800,000","483,300,000","470,500,000","467,700,000","461,100,000","451,300,000","448,500,000",,,,
		RetainedEarnings,"-60,500,000","237,500,000","210,700,000","220,900,000","440,400,000","214,900,000","131,700,000","64,600,000","69,200,000","25,800,000","176,700,000","129,100,000","154,900,000","229,200,000","213,000,000","166,400,000","133,200,000","130,700,000","-73,900,000","-83,200,000","-28,000,000","28,200,000","16,600,000","20,200,000","6,200,000","14,000,000","11,400,000",,,,
		GainsLossesNotAffectingRetainedEarnings,"-1,200,000","6,200,000","8,500,000","8,200,000","5,700,000","6,000,000","6,400,000","7,900,000","5,800,000","7,000,000","7,200,000","7,100,000","7,500,000","6,200,000","6,900,000","6,400,000","7,300,000","8,700,000","9,200,000","7,400,000","6,700,000","4,800,000","8,500,000","9,400,000","9,300,000","5,500,000","7,000,000","12,500,000","13,500,000","16,500,000","22,700,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,"368,200,000","369,400,000","326,400,000","312,900,000"
TotalCapitalization,"3,359,700,000","2,832,200,000","2,771,400,000","2,762,600,000","2,943,900,000","2,691,000,000","2,950,800,000","2,869,500,000","2,840,200,000","2,773,600,000","2,400,900,000","2,333,000,000","2,336,200,000","2,388,400,000","1,357,800,000","1,296,100,000","1,242,300,000","1,225,800,000","998,500,000","972,100,000","817,800,000","552,200,000","531,500,000","533,200,000","512,500,000","506,700,000","500,800,000","380,700,000","382,900,000","342,900,000","335,600,000"
PreferredStockEquity,,,,,,,,,,,,,,,"35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","35,800,000","33,800,000",,,,
CommonStockEquity,"1,912,100,000","2,021,900,000","1,971,400,000","1,972,800,000","2,165,000,000","1,921,900,000","1,816,100,000","1,749,200,000","1,734,200,000","1,681,600,000","1,561,300,000","1,497,100,000","1,503,900,000","1,559,700,000","983,500,000","926,100,000","876,600,000","864,300,000","641,100,000","618,800,000","468,600,000","516,400,000","495,700,000","497,400,000","476,700,000","470,900,000","467,000,000","380,700,000","382,900,000","342,900,000","335,600,000"
CapitalLeaseObligations,"64,800,000","68,100,000","69,200,000","59,400,000","62,400,000","66,200,000","67,200,000","69,000,000","74,600,000","81,500,000","87,100,000","400,000","900,000","4,200,000","5,400,000","7,700,000","10,000,000","12,200,000","7,300,000",,,,,,,,,,,,
