name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
	TotalNonCurrentAssets,"525,344,000","509,846,000","457,837,000","434,347,000","205,217,000","172,205,000","161,309,000","157,634,000","133,591,000","134,099,000","134,277,000","115,825,000","57,799,000"
		NetPPE,"152,634,000","136,507,000","130,792,000","109,744,000","105,922,000","105,026,000","97,424,000","95,352,000","85,370,000","85,751,000","86,961,000","73,533,000","21,649,000"
			GrossPPE,"214,164,000","191,693,000","180,040,000","153,989,000","145,478,000","140,547,000","129,031,000","123,104,000","109,529,000","106,489,000","104,215,000","87,013,000","30,715,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,,,,,,"57,829,000","55,365,000",,,,"55,695,000",,
				MachineryFurnitureEquipment,"125,169,000","109,669,000","96,739,000","84,863,000","74,941,000","65,079,000","56,156,000","47,735,000","41,756,000","36,970,000","32,849,000","29,836,000","22,161,000"
				OtherProperties,"61,921,000","61,355,000","61,972,000","49,233,000","53,117,000","105,026,000","97,424,000","58,188,000","51,286,000","53,002,000",,"43,410,000",
				Leases,"27,074,000","20,669,000","21,329,000","19,893,000","17,420,000","17,639,000","17,510,000","17,181,000","16,487,000","16,517,000","15,671,000","13,767,000","8,554,000"
			AccumulatedDepreciation,"-61,530,000","-55,186,000","-49,248,000","-44,245,000","-39,556,000","-35,521,000","-31,607,000","-27,752,000","-24,159,000","-20,738,000","-17,254,000","-13,480,000","-9,066,000"
		GoodwillAndOtherIntangibleAssets,"306,120,000","307,880,000","268,538,000","270,425,000","51,893,000","19,678,000","19,538,000","19,446,000","10,067,000","10,493,000","8,385,000","8,568,000","8,914,000"
			Goodwill,"292,032,000","292,176,000","255,735,000","258,682,000","48,479,000","17,609,000","17,211,000","16,860,000","8,891,000","9,058,000","7,626,000","7,626,000","7,626,000"
			OtherIntangibleAssets,"14,088,000","15,704,000","12,803,000","11,743,000","3,414,000","2,069,000","2,327,000","2,586,000","1,176,000","1,435,000","759,000","942,000","1,288,000"
		NonCurrentDeferredAssets,"42,753,000","42,062,000","35,508,000","31,624,000","27,874,000","26,750,000","22,667,000","21,438,000","18,875,000","17,409,000","12,064,000","9,803,000","7,292,000"
		OtherNonCurrentAssets,"23,837,000","23,397,000","22,999,000","22,554,000","19,528,000","20,751,000","21,680,000","21,398,000","19,279,000","20,446,000","26,867,000","23,921,000","19,944,000"
TotalLiabilitiesNetMinorityInterest,"1,412,158,000","1,339,591,000","1,236,761,000","1,163,854,000","1,110,744,000","932,853,000","878,096,000","870,835,000","263,761,000","255,700,000","235,518,000","200,230,000","255,791,000"
	CurrentLiabilities,"601,972,000","528,696,000","440,202,000","381,057,000","320,814,000","297,844,000","254,650,000","241,408,000","210,638,000","200,239,000","176,661,000","156,698,000","112,234,000"
		PayablesAndAccruedExpenses,"126,840,000","93,471,000","119,827,000","99,781,000","80,541,000","53,908,000","75,582,000","64,026,000","55,960,000","30,489,000","34,402,000","31,294,000","21,096,000"
			Payables,"18,629,000","42,586,000","34,654,000","29,257,000","12,065,000","33,900,000","21,199,000","18,010,000","14,205,000","17,797,000","21,155,000","25,599,000","14,301,000"
				AccountsPayable,"18,629,000","25,270,000","34,654,000","29,257,000","12,065,000","21,342,000","21,199,000","18,010,000","14,205,000","15,429,000","18,992,000","23,529,000","12,638,000"
				TotalTaxPayable,,"17,316,000",,,,"12,558,000",,,,"2,368,000","2,163,000","2,070,000","1,663,000"
					IncomeTaxPayable,,,,,,,,,,,"731,000","753,000","516,000"
			CurrentAccruedExpenses,"108,211,000","50,885,000","85,173,000","70,524,000","68,476,000","20,008,000","54,383,000","46,016,000","41,755,000","12,692,000","13,247,000","5,695,000","6,795,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"43,050,000",,,,"22,186,000",,,,"21,910,000","12,903,000","6,062,000","8,434,000"
		CurrentDebtAndCapitalLeaseObligation,"20,320,000","20,157,000","19,425,000","16,626,000","16,626,000","16,326,000","15,058,000","14,524,000","13,436,000","11,916,000","10,222,000","9,626,000",
			CurrentCapitalLeaseObligation,"20,320,000","20,157,000","19,425,000","16,626,000","16,626,000","16,326,000","15,058,000","14,524,000","13,436,000","11,916,000","10,222,000","9,626,000","0"
		CurrentDeferredLiabilities,"454,812,000","371,985,000","300,950,000","264,650,000","223,647,000","204,825,000","164,010,000","162,858,000","141,242,000","134,148,000","116,966,000","101,818,000","72,833,000"
			CurrentDeferredRevenue,"454,812,000","371,985,000","300,950,000","264,650,000","223,647,000","204,825,000","164,010,000","162,858,000","141,242,000","134,148,000","116,966,000","101,818,000","69,306,000"
		OtherCurrentLiabilities,,"33,000",,,,"599,000",,,,"1,776,000","2,168,000","7,898,000","9,871,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"810,186,000","810,895,000","796,559,000","782,797,000","789,930,000","635,009,000","623,446,000","629,427,000","53,123,000","55,461,000","58,857,000","43,532,000","143,557,000"
		LongTermDebtAndCapitalLeaseObligation,"788,135,000","787,588,000","787,832,000","776,253,000","779,588,000","627,297,000","617,358,000","612,502,000","46,042,000","48,510,000","51,684,000","38,737,000","0"
			LongTermDebt,"736,318,000","735,482,000","734,643,000","733,805,000","732,968,000","575,864,000","567,683,000","559,621,000",,,,,
			LongTermCapitalLeaseObligation,"51,817,000","52,106,000","53,189,000","42,448,000","46,620,000","51,433,000","49,675,000","52,881,000","46,042,000","48,510,000","51,684,000","38,737,000","0"
		NonCurrentDeferredLiabilities,"12,798,000","13,896,000","3,266,000","1,277,000","5,628,000","3,450,000","2,444,000","13,620,000","3,940,000","4,340,000","4,827,000","3,422,000","1,393,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,,,"11,203,000",,,,,
			NonCurrentDeferredRevenue,"12,798,000","13,896,000","3,266,000","1,277,000","5,628,000","3,450,000","2,444,000","2,417,000","3,940,000","4,340,000","4,827,000","3,422,000","1,393,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","140,805,000"
		OtherNonCurrentLiabilities,"9,253,000","9,411,000","5,461,000","5,267,000","4,714,000","4,262,000","3,644,000","3,305,000","3,141,000","2,611,000","2,346,000","1,373,000","1,359,000"
TotalEquityGrossMinorityInterest,"1,116,857,000","1,041,203,000","957,412,000","912,879,000","841,330,000","957,432,000","936,188,000","912,871,000","802,895,000","782,341,000","771,235,000","61,529,000","-76,041,000"
	StockholdersEquity,"1,116,857,000","1,041,203,000","957,412,000","912,879,000","841,330,000","957,432,000","936,188,000","912,871,000","802,895,000","782,341,000","771,235,000","61,529,000","-76,041,000"
		CapitalStock,"3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","0"
			PreferredStock,,,,,,,,,,"0","0",,
			CommonStock,"3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","0"
		AdditionalPaidInCapital,"1,271,777,000","1,197,136,000","1,116,872,000","1,065,835,000","985,004,000","1,103,305,000","1,065,543,000","1,027,656,000","921,091,000","905,821,000","895,793,000","181,881,000","30,834,000"
		RetainedEarnings,"-142,368,000","-152,106,000","-159,275,000","-153,791,000","-144,429,000","-148,163,000","-132,003,000","-116,853,000","-117,137,000","-123,616,000","-124,507,000","-120,346,000","-106,906,000"
		GainsLossesNotAffectingRetainedEarnings,"-12,555,000","-3,830,000","-188,000","832,000","752,000","2,287,000","2,645,000","2,065,000","-1,062,000","133,000","-54,000","-9,000","31,000"
TotalCapitalization,"1,853,175,000","1,776,685,000","1,692,055,000","1,646,684,000","1,574,298,000","1,533,296,000","1,503,871,000","1,472,492,000","802,895,000","782,341,000","771,235,000","61,529,000","-76,041,000"
CommonStockEquity,"1,116,857,000","1,041,203,000","957,412,000","912,879,000","841,330,000","957,432,000","936,188,000","912,871,000","802,895,000","782,341,000","771,235,000","61,529,000","-76,041,000"
CapitalLeaseObligations,"72,137,000","72,263,000","72,614,000","59,074,000","63,246,000","67,759,000","64,733,000","67,405,000","59,478,000","60,426,000","61,906,000","48,363,000","0"
NetTangibleAssets,"810,737,000","733,323,000","688,874,000","642,454,000","789,437,000","937,754,000","916,650,000","893,425,000","792,828,000","771,848,000","762,850,000","52,961,000","-84,955,000"
WorkingCapital,"1,401,699,000","1,342,252,000","1,296,134,000","1,261,329,000","1,426,043,000","1,420,236,000","1,398,325,000","1,384,664,000","722,427,000","703,703,000","695,815,000","-10,764,000","9,717,000"
InvestedCapital,"1,853,175,000","1,776,685,000","1,692,055,000","1,646,684,000","1,574,298,000","1,533,296,000","1,503,871,000","1,472,492,000","802,895,000","782,341,000","771,235,000","61,529,000","-76,041,000"
TangibleBookValue,"810,737,000","733,323,000","688,874,000","642,454,000","789,437,000","937,754,000","916,650,000","893,425,000","792,828,000","771,848,000","762,850,000","52,961,000","-84,955,000"
TotalDebt,"808,455,000","807,745,000","807,257,000","792,879,000","796,214,000","643,623,000","632,416,000","627,026,000","59,478,000","60,426,000","61,906,000","48,363,000","0"
NetDebt,"464,632,000","464,509,000","447,677,000","486,363,000","363,262,000","350,937,000","369,160,000","353,419,000",,,,,
ShareIssued,"314,921,005","313,365,437","311,901,459","309,841,134","307,804,350","305,880,063","304,391,841","302,254,533","298,734,720","296,386,950","295,713,075","295,713,075","289,834,665"
OrdinarySharesNumber,"314,921,005","313,365,437","311,901,459","309,841,134","307,804,350","305,880,063","304,391,841","302,254,533","298,734,720","296,386,950","295,713,075","295,713,075","289,834,665"
