name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
		RetainedEarnings,"-104,044,000","-83,786,000","-57,759,000","-46,308,000","-35,329,000","-19,395,000","-15,734,000","-14,738,000","-11,822,000","-7,656,000","-9,870,000","-9,275,000","-6,152,000"
		GainsLossesNotAffectingRetainedEarnings,"-181,000","652,000","662,000","1,830,000","1,623,000","1,373,000","-561,000","-1,063,000","-1,414,000","-399,000","-582,000","-472,000","-787,000"
TotalCapitalization,"1,021,993,000","1,032,559,000","876,044,000","846,074,000","765,096,000","870,124,000","866,506,000","862,770,000","856,851,000","761,412,000","754,606,000","749,599,000","750,156,000"
CommonStockEquity,"731,313,000","741,405,000","756,843,000","726,936,000","726,020,000","721,110,000","717,555,000","713,881,000","708,025,000","710,471,000","679,796,000","509,374,000","509,105,000"
CapitalLeaseObligations,"17,449,000","18,470,000","18,204,000","19,313,000","20,238,000","21,192,000","20,775,000","19,394,000","19,848,000",,,,
NetTangibleAssets,"20,091,000","22,780,000","31,237,000","73,915,000","109,166,000","99,538,000","121,448,000","112,598,000","102,378,000","104,907,000","69,817,000","-105,239,000","-115,634,000"
WorkingCapital,"270,004,000","279,634,000","129,084,000","177,661,000","134,573,000","236,237,000","259,753,000","254,164,000","244,058,000","153,674,000","146,043,000","142,805,000","139,373,000"
InvestedCapital,"1,023,875,000","1,033,691,000","876,044,000","846,074,000","765,096,000","870,124,000","866,506,000","862,770,000","856,851,000","761,412,000","755,380,000","752,099,000","752,656,000"
TangibleBookValue,"20,091,000","22,780,000","31,237,000","73,915,000","109,166,000","99,538,000","121,448,000","112,598,000","102,378,000","104,907,000","69,817,000","-105,239,000","-115,634,000"
TotalDebt,"310,011,000","310,756,000","137,405,000","138,451,000","59,314,000","170,206,000","169,726,000","168,283,000","168,674,000","50,941,000","75,584,000","242,725,000","243,551,000"
NetDebt,"79,276,000","71,679,000","68,176,000","14,796,000",,"3,281,000",,,,,,"159,725,000","160,052,000"
ShareIssued,"84,016,147","83,754,449","83,550,499","82,086,665","81,475,176","81,163,896","81,003,507","80,444,507","79,923,114","79,632,500","77,757,500","77,641,506","77,641,506"
OrdinarySharesNumber,"84,016,147","83,754,449","83,550,499","82,086,665","81,475,176","81,163,896","81,003,507","80,444,507","79,923,114","79,632,500","77,757,500","77,641,506","77,641,506"
