name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
			RawMaterials,"25,092,000","20,750,000","21,349,000","19,341,000","18,874,000","22,583,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,361,000","10,217,000","10,765,000","11,506,000","11,554,000","13,268,000","13,538,000","13,051,000","13,328,000","12,246,000","11,594,000","12,186,000","10,761,000","10,250,000","9,698,000","7,246,000","5,327,000","3,716,000","3,694,000","1,695,000","1,671,000","1,811,000","1,810,000","1,968,000","1,890,000","1,987,000","2,066,000","2,654,000","2,679,000","2,726,000","3,040,000","2,831,000",,,"3,017,000","2,497,000","1,787,000","1,120,000","935,000","1,017,000"
			WorkInProcess,"2,739,000","2,825,000","2,746,000","1,841,000","3,327,000","2,294,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"59,011,000","57,836,000","59,535,000","60,362,000","61,977,000","65,695,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,372,000","18,895,000","17,597,000","14,994,000","17,990,000","10,753,000","11,987,000","11,958,000","9,905,000","8,381,000","8,963,000","7,078,000","4,901,000","3,545,000","3,723,000","4,497,000","3,585,000","4,605,000","3,745,000","1,787,000","2,217,000","1,906,000","1,664,000","2,379,000","2,489,000","1,969,000","2,236,000","2,609,000","2,882,000","2,695,000","2,247,000","1,729,000",,,"1,184,000","1,101,000","1,267,000","1,380,000","1,847,000","1,177,000"
			InventoriesAdjustmentsAllowances,"-14,604,000","-13,666,000","-12,085,000","-13,194,000","-14,711,000","-14,922,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,435,000","-3,572,000","-3,218,000","-4,092,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"26,531,000","22,191,000","23,977,000","22,062,000","24,477,000","20,837,000","27,740,000","21,059,000","19,671,000","19,195,000","27,735,000","28,022,000","26,793,000","22,625,000","30,843,000","32,224,000","23,863,000","18,340,000","22,605,000","23,340,000","21,539,000","22,004,000","22,939,000","12,925,000","11,360,000","11,235,000","18,861,000","15,438,000","16,394,000","17,408,000","10,386,000","12,369,000","14,218,000","11,904,000","5,835,000","5,975,000","5,795,000","6,379,000","9,489,000","62,560,000","5,140,000","4,743,000","4,441,000","4,808,000","6,303,000","4,954,000","4,977,000","4,079,000","4,234,000","4,213,000","4,214,000","3,179,000","2,684,000","3,554,000","3,412,000","3,304,000","2,969,000","3,402,000","2,506,000","2,285,000","2,271,000","1,874,000","1,402,000","598,000","848,000","1,041,000","465,000","520,000","581,000","625,000","513,000","449,000","662,000","528,000","749,000","820,000","914,000","663,000","840,000","695,000","860,000","655,000","594,000","429,000","375,000","263,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,074,000",,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,448,000","11,471,000","11,485,000","11,511,000","8,539,000","9,060,000","9,055,000","8,956,000","8,400,000","8,631,000","8,676,000","8,719,000","5,345,000","5,027,000","5,025,000","5,025,000","4,047,000","3,855,000","4,291,000","2,192,000","4,370,000","4,191,000","4,313,000","4,248,000","4,243,000","4,082,000","4,082,000","3,928,000","3,974,000","3,974,000","3,974,000","3,974,000","2,240,000","1,372,000","2,240,000","2,240,000","562,000",,"601,000",,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,448,000","11,471,000","11,485,000","11,511,000","8,539,000","9,060,000","9,055,000","8,956,000","8,400,000","8,631,000","8,676,000","8,719,000","5,345,000","5,027,000","5,025,000","5,025,000","4,047,000","3,855,000","4,291,000","2,192,000","4,370,000","4,191,000","4,313,000","4,248,000","4,243,000","4,082,000","4,082,000","3,928,000","3,974,000","3,974,000","3,974,000","3,974,000","2,240,000","1,372,000","2,240,000","2,240,000","562,000",,"601,000",,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,"22,191,000","23,977,000",,,"20,837,000","27,740,000","21,059,000","19,671,000","19,204,000","27,735,000","28,022,000","24,006,000","22,625,000","30,843,000","32,224,000","23,863,000","18,340,000","22,605,000","23,340,000","21,539,000","22,004,000","22,789,000","12,925,000",,"25,425,000","30,309,000","26,909,000","27,879,000","29,133,000","18,925,000","21,429,000","23,273,000","20,822,000","1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"281,315,000","286,997,000","299,580,000","310,519,000","315,549,000","328,692,000","330,372,000","342,050,000","344,756,000","352,778,000","354,245,000","362,760,000","364,581,000","352,365,000","367,063,000","376,905,000","391,985,000","404,291,000","363,287,000","375,602,000","372,384,000","243,213,000","244,750,000","240,161,000","244,381,000","238,140,000","222,359,000","225,497,000","225,501,000","217,016,000","221,638,000","229,853,000","231,041,000","229,677,000","233,161,000","234,831,000","237,926,000","222,982,000","232,035,000","179,867,000","182,157,000","183,082,000","203,082,000","194,056,000","194,462,000","202,104,000","180,138,000","180,196,000","182,236,000","183,321,000","177,454,000","130,747,000","131,651,000","132,974,000","130,969,000","128,390,000","120,837,000","123,997,000","72,177,000","71,656,000","71,728,000","72,567,000","61,294,000","60,626,000","65,625,000","12,204,000","12,001,000","11,393,000","11,742,000","11,902,000","11,695,000","7,044,000","8,099,000","7,912,000","7,654,000","3,411,000","3,519,000","3,804,000","3,800,000","3,274,000","3,272,000","2,387,000","2,188,000","3,824,000","3,432,000","2,878,000"
		NetPPE,"29,418,000","31,071,000","32,783,000","34,498,000","34,058,000","36,185,000","36,205,000","39,599,000","40,465,000","39,748,000","41,154,000","43,764,000","45,262,000","22,913,000","21,564,000","21,645,000","22,618,000","22,071,000","20,677,000","20,853,000","20,896,000","17,333,000","18,127,000","17,174,000","17,624,000","16,967,000","17,976,000","18,351,000","18,214,000","17,923,000","19,345,000","21,108,000","21,530,000","23,295,000","24,425,000","25,842,000","25,994,000","26,512,000","28,511,000","26,840,000","26,109,000","25,350,000","24,949,000","24,819,000","24,118,000","23,408,000","15,771,000","15,417,000","15,539,000","14,066,000","13,980,000","13,990,000","14,090,000","14,002,000","15,257,000","15,276,000","14,481,000","14,504,000","8,024,000","8,198,000","8,452,000","7,897,000","7,510,000","9,229,000","8,752,000","2,116,000","2,293,000","2,348,000","2,514,000","2,503,000","2,549,000","2,355,000","2,942,000","2,668,000","2,525,000","1,906,000","2,017,000","2,247,000","2,219,000","1,654,000","1,657,000","1,757,000","1,500,000","1,375,000","1,407,000","1,308,000"
			GrossPPE,"63,894,000","64,381,000","64,807,000","65,284,000","63,609,000","66,911,000","72,763,000","82,628,000","83,157,000","81,799,000","82,978,000","84,847,000","87,071,000","62,646,000","61,298,000","59,367,000","60,136,000","58,510,000","54,244,000","54,809,000","54,410,000","49,352,000","49,605,000","48,405,000","48,171,000","46,495,000","47,183,000","46,584,000","45,366,000","44,627,000","45,265,000","47,506,000","46,654,000","47,757,000","52,780,000","53,318,000","52,486,000","52,463,000","52,715,000","49,915,000","48,429,000","46,696,000","45,610,000","44,133,000","42,673,000","41,052,000","32,724,000","31,448,000","30,985,000","28,848,000","28,136,000","26,924,000","26,230,000","24,844,000","24,943,000","24,143,000","22,765,000","22,171,000","15,792,000","15,311,000","15,247,000","14,181,000","13,464,000","16,540,000","15,630,000","8,920,000","7,779,000","7,834,000","8,000,000","7,989,000","7,128,000","6,934,000","7,521,000","7,247,000","5,958,000","5,339,000","5,450,000","5,680,000","4,829,000",,"4,267,000","4,367,000","3,310,000","1,375,000","3,417,000","3,118,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0"
				LandAndImprovements,"1,781,000","1,782,000","1,785,000","1,788,000","1,786,000","1,792,000","1,728,000","1,720,000","1,719,000","1,719,000","1,718,000","1,720,000","1,677,000","1,828,000","1,828,000","1,828,000","2,797,000","2,815,000","2,833,000","2,845,000","2,864,000","2,856,000","2,865,000","2,866,000","2,879,000","2,918,000","3,044,000","3,062,000","3,076,000","3,092,000","3,097,000","4,018,000","4,023,000","4,371,000","4,232,000","4,286,000","4,332,000","4,371,000","4,326,000","4,371,000","4,404,000","4,420,000","4,442,000","4,470,000","4,485,000","4,903,000","3,403,000","3,403,000","3,403,000","3,403,000","3,403,000","3,480,000","3,480,000","3,480,000","3,956,000","3,956,000","3,956,000","3,956,000","900,000","900,000","900,000","900,000","900,000","3,729,000","3,729,000",,,,,,,,,,,,,"298,000",,,,"369,000",,,"1,152,000",
				BuildingsAndImprovements,"7,209,000","7,238,000","7,244,000","7,235,000","7,144,000","7,365,000","7,061,000","7,039,000","6,878,000","6,943,000","6,629,000","6,778,000","6,184,000","7,036,000","4,900,000","4,913,000","5,021,000","5,096,000","5,205,000","5,234,000","5,279,000","5,219,000","5,335,000","5,344,000","5,454,000","5,662,000","6,462,000","6,574,000","6,621,000","6,828,000","6,907,000","9,454,000","9,490,000","11,556,000","10,737,000","11,009,000","11,138,000","11,422,000","11,511,000","10,575,000","10,773,000","10,864,000","10,997,000","11,161,000","11,254,000","10,904,000","4,691,000","4,691,000","4,691,000","4,691,000","4,693,000","4,766,000","4,766,000","5,729,000","6,747,000","6,655,000","6,468,000","6,421,000","3,055,000","3,055,000","3,055,000","3,028,000","2,707,000","2,707,000","2,707,000","499,000",,,,"466,000",,,,"458,000",,,,,,,,,,,"228,000","228,000"
				MachineryFurnitureEquipment,"32,687,000","31,945,000","31,856,000","31,697,000","30,838,000","32,394,000","38,588,000","37,934,000","37,246,000","35,429,000","35,135,000","36,360,000","39,815,000","36,290,000","37,543,000","36,564,000","36,770,000","35,372,000","30,635,000","31,062,000","32,339,000","27,498,000","27,167,000","26,229,000","26,046,000","24,354,000","24,092,000","23,473,000","22,580,000","21,660,000","21,290,000","20,986,000","20,789,000","21,548,000","23,063,000","23,159,000","22,432,000","21,715,000","33,668,000","31,868,000","30,316,000","28,597,000","27,456,000","25,946,000","24,493,000","22,722,000","22,649,000","21,426,000","21,231,000","12,989,000","18,579,000","13,095,000","12,401,000","11,026,000","14,240,000","9,732,000","12,341,000","8,576,000","8,295,000","7,855,000","7,821,000","7,231,000","7,375,000","10,104,000","9,194,000","8,421,000",,,,"4,985,000",,,,"6,789,000",,,,"5,382,000","4,829,000",,,"3,998,000",,"1,375,000","2,037,000","2,890,000"
				OtherProperties,"14,488,000","15,694,000","16,227,000","17,121,000","16,463,000","17,310,000","17,389,000","27,181,000","28,617,000","29,044,000","31,017,000","32,373,000","34,692,000","12,843,000","12,397,000","12,142,000","12,186,000","11,932,000","11,865,000","11,732,000","11,463,000","11,393,000","11,838,000","11,574,000","11,439,000","11,216,000","11,166,000","11,079,000","10,813,000","10,929,000","11,993,000","10,138,000","9,557,000","7,491,000","11,372,000","11,203,000","10,925,000","11,505,000",,,,,,,,,,,,,,,,"4,609,000",,"3,800,000",,"3,218,000","3,542,000","3,501,000","3,471,000","3,022,000","2,482,000",,,,,,,"2,538,000",,,,,,,,,,,,,,,,
				Leases,"7,729,000","7,722,000","7,695,000","7,443,000","7,378,000","8,050,000","7,997,000","8,754,000","8,697,000","8,664,000","8,479,000","7,616,000","4,703,000","4,649,000","4,630,000","3,920,000","3,362,000","3,295,000","3,706,000","3,936,000","2,465,000","2,386,000","2,400,000","2,392,000","2,353,000","2,345,000","2,419,000","2,396,000","2,276,000","2,118,000","1,978,000","2,910,000","2,795,000","2,791,000","3,376,000","3,661,000","3,659,000","3,450,000","3,210,000","3,101,000","2,936,000","2,815,000","2,715,000","2,556,000","2,441,000","2,523,000","1,981,000","1,928,000","1,660,000","7,765,000","1,461,000","5,583,000","5,583,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-34,476,000","-33,310,000","-32,024,000","-30,786,000","-29,551,000","-30,726,000","-36,558,000","-43,029,000","-42,692,000","-42,051,000","-41,824,000","-41,083,000","-41,809,000","-39,733,000","-39,734,000","-37,722,000","-37,518,000","-36,439,000","-33,567,000","-33,956,000","-33,514,000","-32,019,000","-31,478,000","-31,231,000","-30,547,000","-29,528,000","-29,207,000","-28,233,000","-27,152,000","-26,704,000","-25,920,000","-26,398,000","-25,124,000","-24,462,000","-28,355,000","-27,476,000","-26,492,000","-25,951,000","-24,204,000","-23,075,000","-22,320,000","-21,346,000","-20,661,000","-19,314,000","-18,555,000","-17,644,000","-16,953,000","-16,031,000","-15,446,000","-14,782,000","-14,156,000","-12,934,000","-12,140,000","-10,842,000","-9,686,000","-8,867,000","-8,284,000","-7,667,000","-7,768,000","-7,113,000","-6,795,000","-6,284,000","-5,954,000","-7,311,000","-6,878,000","-6,804,000","-5,486,000","-5,486,000","-5,486,000","-5,486,000","-4,579,000","-4,579,000","-4,579,000","-4,579,000","-3,433,000","-3,433,000","-3,433,000","-3,433,000","-2,610,000",,"-2,610,000","-2,610,000","-1,810,000",,"-2,010,000","-1,810,000"
		GoodwillAndOtherIntangibleAssets,"208,119,000","214,170,000","222,895,000","230,536,000","234,762,000","244,040,000","241,746,000","249,901,000","253,374,000","261,166,000","265,152,000","274,725,000","279,595,000","287,097,000","318,618,000","326,109,000","340,786,000","345,580,000","321,454,000","320,824,000","316,639,000","190,277,000","194,693,000","192,173,000","196,413,000","194,002,000","195,588,000","198,785,000","198,758,000","189,077,000","192,623,000","199,460,000","199,070,000","196,058,000","199,699,000","200,544,000","202,251,000","188,642,000","195,556,000","146,116,000","149,273,000","150,786,000","172,885,000","164,544,000","165,740,000","166,247,000","157,757,000","158,861,000","160,718,000","162,402,000","160,713,000","116,757,000","117,561,000","118,587,000","115,423,000","113,073,000","106,329,000","109,138,000","63,604,000","62,928,000","63,210,000","63,087,000","52,503,000","50,548,000","56,114,000","10,010,000","9,679,000","9,013,000","9,196,000","9,367,000","9,115,000","4,642,000","4,740,000","4,792,000",,,,,,,,,,,,
			Goodwill,"148,304,000","148,657,000","149,293,000","150,482,000","149,761,000","151,299,000","147,716,000","145,917,000","145,028,000","146,367,000","146,144,000","147,740,000","147,390,000","147,644,000","162,995,000","163,550,000","173,297,000","172,998,000","182,673,000","176,718,000","185,849,000","113,112,000","111,918,000","110,864,000","112,921,000","107,466,000","108,401,000","108,516,000","109,327,000","96,316,000","97,108,000","100,931,000","100,929,000","97,238,000","97,323,000","97,364,000","97,220,000","92,048,000","99,348,000","80,394,000","80,342,000","80,375,000","99,683,000","96,846,000","97,015,000","96,819,000","91,907,000","91,958,000","92,086,000","92,258,000","89,951,000","60,995,000","60,955,000","60,858,000","59,704,000","58,798,000","53,128,000","54,961,000","28,305,000","26,987,000","26,600,000","25,790,000","22,372,000","21,675,000","26,692,000",,,,"6,674,000","6,848,000",,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"59,815,000","65,513,000","73,602,000","80,054,000","85,001,000","92,741,000","94,030,000","103,984,000","108,346,000","114,799,000","119,008,000","126,985,000","132,205,000","139,453,000","155,623,000","162,559,000","167,489,000","172,582,000","138,781,000","144,106,000","130,790,000","77,165,000","82,775,000","81,309,000","83,492,000","86,536,000","87,187,000","90,269,000","89,431,000","92,761,000","95,515,000","98,529,000","98,141,000","98,820,000","102,376,000","103,180,000","105,031,000","96,594,000","96,208,000","65,722,000","68,931,000","70,411,000","73,202,000","67,698,000","68,725,000","69,428,000","65,850,000","66,903,000","68,632,000","70,144,000","70,762,000","55,762,000","56,606,000","57,729,000","55,719,000","54,275,000","53,201,000","54,177,000","35,299,000","35,941,000","36,610,000","37,297,000","30,131,000","28,873,000","29,422,000","10,010,000","9,679,000","9,013,000","2,522,000","2,519,000","9,115,000","4,642,000","4,740,000","4,792,000",,,,,,,,,,,,
