name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
			ChangeInReceivables,"-54,796,000","-9,846,000","-3,944,000","4,182,000","-45,188,000","-11,907,000","16,297,000","-41,019,000","-19,038,000","-6,433,000","7,845,803","14,746,184","-21,090,918","-12,263,873","3,752,633","2,072,186","-14,169,656","-2,175,888","648,720","892,903","-5,106,448","-320,157","-1,700,167","-312,613","-494,323","-185,095","160,862","-214,804","-29,661","-69,014","76,441","-63,288","-55,631","-38,708","11,515",,,,,,,,,,,,,,
				ChangesInAccountReceivables,"-54,796,000","-9,846,000","-3,944,000","4,182,000","-45,188,000","-11,907,000","16,297,000","-41,019,000","-19,038,000","-6,433,000","7,845,803","14,746,184","-21,090,918","-12,263,873","3,752,633","2,072,186","-14,169,656","-2,175,888","648,720","892,903","-5,106,448","-320,157","-1,700,167","-312,613","-494,323","-185,095","160,862","-214,804","-29,661","-69,014","76,441","-63,288","-55,631","-38,708","11,515",,"-7,843",,,,,,,,,,,,
			ChangeInPrepaidAssets,"-1,668,000","496,000","-1,113,000","2,956,000","-4,007,000","-459,000","-4,028,000","176,000","794,000","-476,000","-950,797","-711,061","-145,792","111,575","-1,056,769","-91,346","61,036","-91,961","42,215","-185,151","44,057","-180,482","-38,998","-213,750","12,126","-118,490","69,394","-23,545","32,969","-88,596","-9,271","17,730","-4,405","-38,934","-22,921",,,"-200","0",,,"-600","0",,,,"1,935",,
			ChangeInPayablesAndAccruedExpense,"50,171,000","15,928,000","1,666,000","-7,417,000","39,994,000","16,431,000","-26,289,000","37,731,000","14,280,000","6,707,000","-6,482,186","-15,345,996","23,407,273","11,832,000","-2,481,560","-3,530,813","12,015,877","4,771,074","1,285,599","532,265","3,963,634","612,231","2,041,024","-80,077","430,312","144,858","-142,263","187,993","72,817","100,941","-100,949","4,074","66,338","114,807","-64,453","49,418","-9,849","-3,643","12,042","-10,980","8,506","-5,504","5,160","-1,897","-902","10,128","7,711","-3,865","3,027"
				ChangeInPayable,"3,064,000","74,000","-446,000","2,253,000","1,183,000","1,011,000","2,396,000","967,000","-2,287,000","1,336,000","2,106,686","-427,871","385,686","44,888","-283,448","504,956","271,857","115,570","222,648","-59,723","4,567","150,175","-78,002","333,760","-51,642","23,320","20,201","-25,313","-6,348","22,055","18,322","-4,864","-40,804","32,677","-42,010","49,418","-9,849","-3,643","12,042",,"8,506","-5,504","5,160","13,105","0","-5,776","7,711","163","0"
					ChangeInAccountPayable,"2,086,000","74,000","-1,424,000","2,243,000","1,193,000","1,161,000","1,348,000","967,000","-2,287,000","1,336,000","1,410,126","-427,871","385,686","44,888","-283,448","504,956","271,857","115,570","222,648","-59,723","4,567","150,175","-78,002","333,760","-51,642","23,320","20,201","-25,313","-6,348","22,055","18,322","897","-33,489","37,833","-38,568","12,435","-7,843",,,,,,,,"0",,,,"0"
				ChangeInAccruedExpense,"47,107,000","15,854,000","2,112,000","-9,670,000","38,811,000","15,420,000","-28,685,000","36,764,000","16,567,000","5,371,000","-8,588,872","-14,918,125","23,021,587","11,787,112","-2,198,112","-4,035,769","11,744,020","4,655,504","1,062,951","591,988","3,959,067","462,056","2,119,026","-413,837","481,954","121,538","-162,464","213,306","79,165","78,886","-119,271","8,938","107,142","82,130","-22,443",,,,,,,,,,"-902",,,,"3,027"
					ChangeInInterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-10,322","464","461","465","465","465","465","464",,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"49,463,000","49,302,000","-1,694,000","-25,802,000","27,657,000","38,324,000","5,667,000","4,710,000","7,199,000","3,219,000","-963,794","1,787,653","1,921,353","1,675,619","-196,977","-177,107","1,123,695","847,406",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,"7",,,,"128"
InvestingCashFlow,"-19,850,000","-4,684,000","-5,260,000","-6,554,000","-3,352,000","-3,757,000","-11,312,000","-2,964,000","-1,332,000","-1,355,000","-2,575,942","-1,529,194","-1,256,982","-1,327,919","-7,463,116","-567,813","-315,012","-513,521","-431,383","-301,006","-335,133","-213,625","-135,469","-130,875","-86,300","-64,028","-19,295","-2,847","-30,397","-4,577","-9,858","-6,174","-750","-32,250","-39,020","0",,,,,,,,,,,,,
	CashFlowFromContinuingInvestingActivities,"-19,850,000","-4,684,000","-5,260,000","-6,554,000","-3,352,000","-3,757,000","-11,312,000","-2,964,000","-1,332,000","-1,355,000","-2,575,942","-1,529,194","-1,256,982","-1,327,919","-7,463,116","-567,813","-315,012","-513,521","-431,383","-301,006","-335,133","-213,625","-135,469","-130,875","-86,300","-64,028","-19,295","-2,847","-30,397","-4,577","-9,858","-6,174","-750","-32,250","-39,020","0",,,,,,,,,,,,,
		NetPPEPurchaseAndSale,"-15,850,000","-4,684,000","-4,264,000","-3,550,000","-3,352,000","-2,257,000","-2,745,000","-1,418,000","-918,000","-1,355,000","-1,595,756","-1,497,208","-1,079,154","-827,919","-738,116","-567,813","-315,012","-513,521","-431,383","-301,006","-335,133","-213,625","-135,469","-130,875","-86,300","-64,028","-19,295","-2,847","-30,397","-4,577","-9,858","-6,174","-750","-32,250","-39,020",,,,,,,,,,,,,,
			PurchaseOfPPE,"-15,850,000","-4,684,000","-4,264,000","-3,550,000","-3,352,000","-2,257,000","-2,745,000","-1,418,000","-918,000","-1,355,000","-1,595,756","-1,497,208","-1,079,154","-827,919","-738,116","-567,813","-315,012","-513,521","-431,383","-301,006","-335,133","-213,625","-135,469","-130,875","-86,300","-64,028","-19,295","-2,847","-30,397","-4,577","-9,858","-6,174","-750","-32,250","-39,020",,,,,,,,,,,,,,
		NetIntangiblesPurchaseAndSale,,,"0","0",,,"573,000","-184,000",,,"69,814","-31,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,,,"0","0",,,"573,000","-184,000",,,"69,814","-31,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,"-4,000,000","0","-4,000,000","0","0","-1,500,000","-9,140,000","-1,362,000","0","0","-1,000,000","0","0","-500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-4,000,000","0","-4,000,000","0","0","-1,500,000","-9,140,000","-1,362,000","0","0","-1,000,000","0","0","-500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPropertiesPurchaseAndSale,,,,,,,,,,,,,,,,"-567,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestmentProperties,,,,,,,,,,,,,,,,"-567,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,"0","0",,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,,,,,,,,,,,,,
FinancingCashFlow,"-183,031,000","-35,743,000","-34,780,000","-58,008,000","-54,500,000","-32,636,000","-5,379,000","-7,100,000","-1,024,000","-8,390,000","-8,471,850","-8,457,798","-4,207,709","-3,431,350","265,138","876,639","608,902","264,355","26,596","-7,866","-17,715","148,354","493,698","0","1,000","-1,000","0","-44,927","-15,000","-3,132","0","0","0","59,450","-12,000","24,347","18,406","20,000","0","0","-1,243","16,243","7,255","5,745","0","22,000","5,000","5,000","0"
	CashFlowFromContinuingFinancingActivities,"-183,031,000","-35,743,000","-34,780,000","-58,008,000","-54,500,000","-32,636,000","-5,379,000","-7,100,000","-1,024,000","-8,390,000","-8,471,850","-8,457,798","-4,207,709","-3,431,350","265,138","876,639","608,902","264,355","26,596","-7,866","-17,715","148,354","493,698","0","1,000","-1,000","0","-44,927","-15,000","-3,132","0","0","0","59,450","-12,000","24,347","18,406","20,000","0","0","-1,243","16,243","7,255","5,745","0","22,000","5,000","5,000","0"
		NetIssuancePaymentsOfDebt,,,,,,,,,,,,,,,"0",,,"0","0","-7,866","-14,108","-13,804",,,,,"0","-46,877",,,"0","0","0","0","-2,000","93,094","-91,094","20,000","0","0","-1,243","1,243","-745",,,,"0",,
			NetLongTermDebtIssuance,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0",,"93,094","-91,094",,,,,,,,,,,,
				LongTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","2,000",,,,,,,,,,,,
				LongTermDebtPayments,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"93,094",,,,,,,,,,,,,
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,"0",,,"0","0","-7,866","-14,108","-13,804",,,,,"0","-46,877",,,"0","0","0","0","0","0","0","0","0","0","-1,243","1,243","-745",,,,"0",,
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"-1,243","1,243","-745",,,,"0",,
				ShortTermDebtPayments,,,,,,,,,,,,,,,"0",,,"0","0","-7,866","-14,108","-13,804",,,,,"0","-46,877",,,"0","0","0","0","0","0",,,,,,,,,,,,,
		NetCommonStockIssuance,"-167,962,000","-29,956,000","-29,912,000","-53,191,000","-54,903,000","-34,009,000","-8,041,000","-9,343,000","-1,682,000","-10,305,000","-9,407,122","-9,103,962","-4,897,976","-3,647,076","0",,,"0","0","-17,842","-3,607","160,000","504,000","0","0","-1,000","0","1,950","0","-3,132","0","0","0","59,450","-10,000","40,753","0",,"0","0",,,"0","0","0","0","0","0","0"
			CommonStockIssuance,,,,,,,,,,,,,,,"0",,,"0","0","-17,842","0","160,000",,,,,"0","1,950","0","0","0","0","0","59,450","0","40,753","0","0","0",,,,"0","0","0","0","0","0","0"
			CommonStockPayments,"-167,962,000","-29,956,000","-29,912,000","-53,191,000","-54,903,000","-34,009,000","-8,041,000","-9,343,000","-1,682,000","-10,305,000","-9,407,122","-9,103,962","-4,897,976","-3,647,076","0",,,"0","0","0","-3,607","0","-96,000","0","0","-1,000","0","0","0","-3,132",,,,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-17,407,000","-5,859,000","-5,793,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProceedsFromStockOptionExercised,"2,745,000","498,000","925,000","938,000","384,000","1,373,000","2,236,000","2,243,000","639,000","1,828,000","745,772","646,164","690,267","215,726","265,138","876,639","608,902","264,355","26,596","0","0","20,000","3,900","0",,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,,"-426,000","0","0",,,"426,000","0","19,000","87,000",,,,,,,,,,"17,842","0","-17,842","-14,202",,,"0","0","3,132","0","-3,132","0",,"0","0","-10,000","-87,500","89,500",,,"0","0","15,000","8,000","5,000","0","22,000","5,000",,
EndCashPosition,"247,096,000","247,031,000","175,910,000","167,470,000","201,175,000","170,497,000","127,924,000","113,986,000","80,956,000","54,108,000","47,074,448","42,649,443","37,688,752","24,965,773","23,040,648","24,810,897","18,461,724","10,111,450","4,672,034","3,347,910","1,564,220","1,790,640","1,684,608","944,096","886,193","424,501","571,814","448,904","288,294","197,623","353,374","268,703","205,599","100,954","100,056","40,554","49","5,392","368","738","3,628","0","1,875","0","2,031","8,825","907","471","7,311"
	ChangesInCash,"76,599,000","71,080,000","8,439,000","-33,574,000","30,654,000","42,526,000","13,762,000","33,106,000","26,191,000","7,744,000","4,362,514","5,012,654","12,654,434","1,898,086","-1,742,304","6,634,678","8,034,661","4,539,256","1,325,376","1,785,349","-207,654","92,015","744,625","47,388","463,611","-154,321","107,818","168,811","97,263","-147,881","86,181","63,078","103,696","1,905","-125,457","40,505","-5,343","5,024","-370","-2,890","3,628",,"1,875","-2,031","-6,794","7,918","436","-6,840","-14,655"
	EffectOfExchangeRateChanges,"-65,000","41,000","1,000","-131,000","24,000","47,000","176,000","-76,000","657,000","-710,000","62,491","-51,963","68,545","27,039","-27,945","-285,505","315,613","-23,033","-1,252","-1,659","-18,766","14,017","-4,113","10,515","-1,919","7,008","15,092","-8,201","-6,592","-7,870","-1,510","26","949","-1,007",,,,,,,,,,,,,,,
	BeginningCashPosition,"170,497,000","175,910,000","167,470,000","201,175,000","170,497,000","127,924,000","113,986,000","80,956,000","54,108,000","47,074,000","42,649,443","37,688,752","24,965,773","23,040,648","24,810,897","18,461,724","10,111,450","5,595,227","3,347,910","1,564,220","1,790,640","1,684,608","944,096","886,193","424,501","571,814","448,904","288,294","197,623","353,374","268,703","205,599","100,954","100,056","225,513","49","5,392","368","738","3,628","0","1,875","0","2,031","8,825","907","471","7,311","21,966"
IncomeTaxPaidSupplementalData,"1,811,000","483,000","271,000","358,000","699,000","3,000","78,000","452,000","194,000","30,000","-135,177","36,029","128,584","100,289","20,507","7,455","14,270","30,450","39,750","3,148","23,661","30,675","8,998","780","14,524","17,711","-2,654","1,244","7,080","18,643","995","2,348","500","0","832",,,"0","0","0","0","0","0",,,"0","0",,
InterestPaidSupplementalData,,,,,,,,,,"0",,,,"18,460","0",,,"0","1,157","58","304","558",,,"0","0","0","10,524","0","0","0","0","0","0","0",,,"0","0","0","0","0","0",,,"0","0",,
CapitalExpenditure,"-15,850,000","-4,684,000","-4,264,000","-3,550,000","-3,352,000","-2,257,000","-2,172,000","-1,602,000","-1,307,000","-1,355,000","-1,525,942","-1,529,194","-1,256,982","-827,919","-738,116","-567,813","-315,012","-513,521","-431,383","-301,006","-335,133","-213,625","-135,469","-130,875","-86,300","-64,028","-19,295","-2,847","-30,397","-4,577","-9,858","-6,174","-750","-32,250","-39,020",,,,,,,,,,,,,,
IssuanceOfCapitalStock,,,,,,,,,,,,,,,"0",,,"0","0","-17,842","0","160,000",,,,,"0","1,950","0","0","0","0","0","59,450","0","40,753","0","0","0",,,,"0","0","0","0","0","0","0"
IssuanceOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","2,000","20,000","0",,"-1,243","1,243","-745",,,,"0",,
RepaymentOfDebt,,,,,,,,,,,,,,,"0",,,"0","0","-7,866","-14,108","-13,804",,,,,"0","-46,877",,,"0","0","0","0","0","93,094",,,,,,,,,,,,,
RepurchaseOfCapitalStock,"-167,962,000","-29,956,000","-29,912,000","-53,191,000","-54,903,000","-34,009,000","-8,041,000","-9,343,000","-1,682,000","-10,305,000","-9,407,122","-9,103,962","-4,897,976","-3,647,076","0",,,"0","0","0","-3,607","0","-96,000","0","0","-1,000","0","0","0","-3,132",,,,,,,,,,,,,,,,,,,
FreeCashFlow,"263,630,000","106,823,000","44,215,000","27,438,000","85,154,000","76,662,000","28,281,000","41,568,000","27,240,000","16,134,000","13,884,364","13,470,452","16,862,143","5,829,436","4,717,558","5,758,039","7,425,759","4,274,901","1,298,780","1,793,215","-189,939","-56,339","250,927","47,388","462,611","-153,321","107,818","213,738","112,263","-144,749","86,181","63,077","103,697","-57,545","-113,457","16,158","-23,749","-14,976","-370","-2,890","4,871","-18,118","-5,380","-7,776","-6,794","-14,082","-4,564","-11,840","-14,655"
