name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
		GainsLossesNotAffectingRetainedEarnings,"4,205,000,000","21,324,000,000","21,836,000,000","23,277,000,000","19,219,000,000","30,738,000,000","30,001,000,000","30,837,000,000","22,600,000,000","24,039,000,000","27,558,000,000","23,982,000,000","17,218,000,000","10,906,000,000","9,150,000,000","11,655,000,000","14,761,000,000","17,074,000,000","16,598,000,000","16,362,000,000","14,643,000,000","14,621,000,000","24,925,000,000","24,667,000,000","19,066,000,000","12,285,000,000","13,463,000,000","13,404,000,000","17,752,000,000","16,050,000,000","13,501,000,000","13,077,000,000","10,798,000,000","8,681,000,000","6,899,000,000","8,449,000,000","12,418,000,000","10,214,000,000","9,650,000,000","8,290,000,000","7,226,000,000","5,563,000,000","5,292,000,000","4,014,000,000","2,564,000,000","2,978,000,000","2,200,000,000","620,000,000","-443,000,000","99,000,000","-5,002,000,000","-8,575,000,000","-7,343,000,000","-3,828,000,000","-1,445,000,000","-539,000,000","447,000,000","-324,000,000","-148,000,000","692,000,000","519,000,000","894,000,000","-145,000,000","595,000,000","1,234,000,000","1,540,000,000","2,274,000,000","1,610,000,000","2,100,000,000","2,112,000,000","1,492,000,000","2,813,000,000","2,398,000,000","2,705,000,000","4,011,000,000","3,157,000,000","2,585,000,000","2,416,000,000","1,539,000,000","333,000,000"
			UnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,735,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"375,000,000",,,"565,000,000","312,000,000","207,000,000","-29,000,000",,"122,000,000","64,000,000","123,000,000",,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-983,000,000",,,"-1,104,000,000","135,000,000","-531,000,000","-119,000,000",,"397,000,000","830,000,000","-268,000,000",,,,,,,,,,,,,,,,,
		OtherEquityInterest,"39,773,000,000","40,552,000,000","40,051,000,000","39,771,000,000","38,817,000,000","36,687,000,000","36,216,000,000","35,060,000,000","37,847,000,000","39,076,000,000","38,240,000,000","37,678,000,000","37,792,000,000","37,711,000,000","37,575,000,000","32,249,000,000","37,069,000,000","36,995,000,000","33,775,000,000","32,082,000,000","32,141,000,000","31,242,000,000","31,506,000,000","30,482,000,000","30,176,000,000","29,605,000,000","29,257,000,000","28,319,000,000",,"25,099,000,000","26,875,000,000","26,771,000,000","26,117,000,000",,,"25,423,000,000",,,,"28,460,000,000",,,"30,490,000,000","29,683,000,000",,,,,,,,,,,,,,,,,,,,,,,,"-147,000,000",,"-98,000,000","-107,000,000",,,"-54,000,000","-79,000,000","-17,000,000","-21,000,000","-26,000,000","-29,000,000",
	MinorityInterest,"700,000,000","732,000,000","672,000,000","636,000,000","740,000,000","785,000,000","673,000,000","611,000,000","625,000,000","604,000,000","516,000,000","493,000,000","440,000,000","414,000,000","357,000,000","360,000,000","345,000,000","275,000,000","192,000,000","196,000,000","190,000,000","225,000,000","543,000,000","29,000,000","23,000,000","33,000,000","50,000,000","569,000,000","530,000,000","579,000,000","583,000,000","612,000,000","641,000,000","603,000,000","758,000,000","760,000,000","703,000,000","716,000,000","691,000,000","609,000,000","596,000,000","588,000,000","655,000,000","593,000,000","550,000,000","513,000,000","545,000,000","506,000,000","534,000,000","549,000,000","602,000,000","576,000,000",,,,,,,,,,,,,,,,,,,,,,,"690,000,000","690,000,000","690,000,000","690,000,000","690,000,000","690,000,000"
TotalCapitalization,"63,627,000,000","80,472,000,000","80,556,000,000","82,702,000,000","77,751,000,000","87,148,000,000","87,328,000,000","86,956,000,000","81,547,000,000","82,735,000,000","85,883,000,000","80,448,000,000","74,544,000,000","66,950,000,000","65,076,000,000","65,901,000,000","70,927,000,000","72,759,000,000","69,043,000,000","68,246,000,000","66,856,000,000","66,054,000,000","77,911,000,000","76,229,000,000","71,796,000,000","70,214,000,000","71,419,000,000","69,442,000,000","71,577,000,000","67,659,000,000","69,763,000,000","69,256,000,000","64,889,000,000","62,133,000,000","60,423,000,000","60,937,000,000","67,347,000,000","64,881,000,000","62,520,000,000","62,320,000,000","59,321,000,000","61,845,000,000","61,069,000,000","59,621,000,000","56,729,000,000","56,068,000,000","52,123,000,000","48,641,000,000","46,232,000,000","47,057,000,000","39,054,000,000","33,592,000,000","33,712,000,000","36,569,000,000","38,573,000,000","37,749,000,000","37,558,000,000","34,498,000,000","34,094,000,000","35,366,000,000","34,315,000,000","32,412,000,000","30,764,000,000","31,368,000,000","31,033,000,000","32,458,000,000","32,308,000,000","30,150,000,000","29,971,000,000","29,104,000,000","26,814,000,000","27,423,000,000","26,902,000,000","27,571,000,000","27,110,000,000","26,190,000,000","26,087,000,000","26,668,000,000","25,854,000,000","25,139,000,000"
CommonStockEquity,"43,978,000,000","61,876,000,000","61,887,000,000","63,048,000,000","58,036,000,000","67,425,000,000","66,217,000,000","65,897,000,000","60,447,000,000","63,115,000,000","65,798,000,000","61,660,000,000","55,010,000,000","48,617,000,000","46,725,000,000","48,232,000,000","51,830,000,000","54,069,000,000","50,373,000,000","48,444,000,000","46,784,000,000","45,863,000,000","56,431,000,000","55,149,000,000","49,242,000,000","41,890,000,000","42,720,000,000","41,723,000,000","45,044,000,000","41,770,000,000","41,769,000,000","41,195,000,000","38,223,000,000","35,278,000,000","34,358,000,000","35,148,000,000","39,963,000,000","38,575,000,000","38,675,000,000","38,021,000,000","34,942,000,000","37,223,000,000","37,149,000,000","35,043,000,000","32,696,000,000","32,415,000,000","29,724,000,000","27,000,000,000","25,195,000,000","24,298,000,000","18,073,000,000","12,930,000,000","13,422,000,000","18,699,000,000","21,569,000,000","22,697,000,000","23,457,000,000","22,977,000,000","22,943,000,000","23,536,000,000","22,892,000,000","23,198,000,000","21,494,000,000","22,334,000,000","22,763,000,000","23,655,000,000","23,574,000,000","22,419,000,000","22,344,000,000","21,646,000,000","20,627,000,000","21,853,000,000","21,292,000,000","21,491,000,000","22,697,000,000","21,858,000,000","21,330,000,000","21,841,000,000","21,101,000,000","20,039,000,000"
NetTangibleAssets,"43,264,000,000","58,682,000,000","61,072,000,000","61,991,000,000","57,030,000,000","62,707,000,000","65,086,000,000","64,857,000,000","59,377,000,000","60,542,000,000","64,692,000,000","60,433,000,000","53,435,000,000","46,767,000,000","44,763,000,000","46,205,000,000","49,835,000,000","52,478,000,000","48,556,000,000","46,547,000,000","44,518,000,000","43,549,000,000","54,272,000,000","53,198,000,000","46,660,000,000","39,062,000,000","39,873,000,000","38,729,000,000","42,530,000,000","38,934,000,000","38,375,000,000","37,696,000,000","34,613,000,000","31,603,000,000","30,521,000,000","31,302,000,000","35,796,000,000","35,327,000,000","38,675,000,000","38,021,000,000","34,942,000,000","37,223,000,000","37,149,000,000","35,043,000,000","32,696,000,000","32,415,000,000","29,724,000,000","27,000,000,000","25,195,000,000","24,298,000,000","18,073,000,000","12,930,000,000","13,422,000,000","18,699,000,000","21,569,000,000","22,697,000,000","23,457,000,000","22,977,000,000","22,943,000,000","23,536,000,000","22,892,000,000","23,198,000,000","21,494,000,000","22,334,000,000","22,763,000,000","23,655,000,000","23,574,000,000","22,419,000,000","22,344,000,000","21,646,000,000","20,627,000,000","21,853,000,000","21,292,000,000","21,491,000,000","22,697,000,000","21,858,000,000","21,330,000,000","21,841,000,000","21,101,000,000","20,039,000,000"
InvestedCapital,"64,471,000,000","81,494,000,000","81,765,000,000","83,911,000,000","78,918,000,000","88,373,000,000","88,741,000,000","88,386,000,000","84,386,000,000","84,968,000,000","87,672,000,000","83,406,000,000","77,093,000,000","69,401,000,000","67,469,000,000","67,957,000,000","72,310,000,000","74,139,000,000","71,401,000,000","70,025,000,000","68,271,000,000","67,187,000,000","78,818,000,000","76,905,000,000","72,765,000,000","71,430,000,000","73,252,000,000","73,063,000,000","74,590,000,000","71,498,000,000","74,192,000,000","73,060,000,000","68,908,000,000","64,802,000,000","63,541,000,000","63,557,000,000","69,575,000,000","67,365,000,000","65,533,000,000","65,546,000,000","62,976,000,000","64,181,000,000","63,968,000,000","61,773,000,000","59,161,000,000","58,050,000,000","54,342,000,000","51,707,000,000","49,354,000,000","49,239,000,000","42,697,000,000","40,243,000,000","44,267,000,000","51,108,000,000","52,349,000,000","53,973,000,000","53,215,000,000","47,982,000,000","47,041,000,000","49,300,000,000","46,851,000,000","43,177,000,000","42,225,000,000","42,724,000,000","42,147,000,000","39,149,000,000","38,542,000,000","37,160,000,000","34,015,000,000","35,716,000,000","31,837,000,000","32,026,000,000","31,641,000,000","32,688,000,000","32,526,000,000","30,402,000,000","29,556,000,000","30,520,000,000","30,075,000,000","31,654,000,000"
TangibleBookValue,"43,264,000,000","58,682,000,000","61,072,000,000","61,991,000,000","57,030,000,000","62,707,000,000","65,086,000,000","64,857,000,000","59,377,000,000","60,542,000,000","64,692,000,000","60,433,000,000","53,435,000,000","46,767,000,000","44,763,000,000","46,205,000,000","49,835,000,000","52,478,000,000","48,556,000,000","46,547,000,000","44,518,000,000","43,549,000,000","54,272,000,000","53,198,000,000","46,660,000,000","39,062,000,000","39,873,000,000","38,729,000,000","42,530,000,000","38,934,000,000","38,375,000,000","37,696,000,000","34,613,000,000","31,603,000,000","30,521,000,000","31,302,000,000","35,796,000,000","35,327,000,000","38,675,000,000","38,021,000,000","34,942,000,000","37,223,000,000","37,149,000,000","35,043,000,000","32,696,000,000","32,415,000,000","29,724,000,000","27,000,000,000","25,195,000,000","24,298,000,000","18,073,000,000","12,930,000,000","13,422,000,000","18,699,000,000","21,569,000,000","22,697,000,000","23,457,000,000","22,977,000,000","22,943,000,000","23,536,000,000","22,892,000,000","23,198,000,000","21,494,000,000","22,334,000,000","22,763,000,000","23,655,000,000","23,574,000,000","22,419,000,000","22,344,000,000","21,646,000,000","20,627,000,000","21,853,000,000","21,292,000,000","21,491,000,000","22,697,000,000","21,858,000,000","21,330,000,000","21,841,000,000","21,101,000,000","20,039,000,000"
TotalDebt,"20,493,000,000","19,618,000,000","19,878,000,000","20,863,000,000","20,882,000,000","20,948,000,000","22,524,000,000","22,489,000,000","23,939,000,000","21,853,000,000","21,874,000,000","21,746,000,000","22,083,000,000","20,784,000,000","20,744,000,000","19,725,000,000","20,480,000,000","20,070,000,000","21,028,000,000","21,581,000,000","21,487,000,000","21,324,000,000","22,387,000,000","21,756,000,000","23,523,000,000","29,540,000,000","30,532,000,000","31,340,000,000","29,546,000,000","29,728,000,000","32,423,000,000","31,865,000,000","30,685,000,000","29,524,000,000","29,183,000,000","28,409,000,000","29,612,000,000","28,790,000,000","26,858,000,000","27,525,000,000","28,034,000,000","26,958,000,000","26,819,000,000","26,730,000,000","26,465,000,000","25,635,000,000","24,618,000,000","24,707,000,000","24,159,000,000","24,941,000,000","24,624,000,000","27,313,000,000","30,845,000,000","32,409,000,000","30,780,000,000","31,276,000,000","29,758,000,000","25,005,000,000","24,098,000,000","25,764,000,000","23,959,000,000","19,979,000,000","20,731,000,000","20,390,000,000","19,384,000,000","15,494,000,000","14,968,000,000","14,741,000,000","11,671,000,000","14,070,000,000","11,210,000,000","10,173,000,000","10,349,000,000","11,197,000,000","9,829,000,000","8,544,000,000","8,226,000,000","8,679,000,000","8,974,000,000","11,615,000,000"
NetDebt,"6,407,000,000","6,730,000,000","4,273,000,000","5,718,000,000","4,783,000,000","7,247,000,000","1,866,000,000","1,340,000,000",,"5,526,000,000","3,585,000,000","6,325,000,000","7,384,000,000","5,431,000,000","8,278,000,000","4,807,000,000","4,804,000,000","5,580,000,000","6,487,000,000","4,976,000,000","8,179,000,000","7,197,000,000",,,"1,031,000,000","11,928,000,000","10,325,000,000","14,302,000,000","10,427,000,000","14,810,000,000","15,201,000,000","19,705,000,000","18,213,000,000","18,085,000,000","16,533,000,000","15,364,000,000","15,135,000,000","10,690,000,000","12,952,000,000","13,283,000,000","13,833,000,000","12,707,000,000","11,293,000,000","12,821,000,000","15,470,000,000","12,720,000,000","13,266,000,000","15,081,000,000","10,995,000,000","12,970,000,000","11,133,000,000","12,977,000,000","15,817,000,000","21,048,000,000","20,837,000,000","21,516,000,000","18,698,000,000","15,100,000,000","17,627,000,000","18,956,000,000","15,370,000,000","10,412,000,000","12,320,000,000","11,792,000,000","11,585,000,000","7,118,000,000","6,683,000,000","6,244,000,000","3,599,000,000","7,768,000,000","5,312,000,000","2,115,000,000","2,400,000,000","2,555,000,000",,,,,,
ShareIssued,"666,305,189","666,305,189","666,305,189","666,305,189","666,305,189","666,305,189","666,305,189","666,305,189","666,305,189","666,305,189","666,305,189","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","660,111,339","662,111,339","662,111,337","662,111,337","662,111,328","662,111,319","662,111,307","662,111,307","662,111,307","662,111,307","662,111,299","662,111,299","662,111,264","662,111,264","662,110,939","662,110,831","662,110,831","662,110,810","643,762,144","643,762,125","643,762,089","643,762,081","643,761,510","604,080,196","605,582,565","605,209,388","606,902,108","439,446,207","449,366,851","454,000,000","461,000,000","465,000,000","473,105,050","479,000,000","487,000,000","494,000,000","499,494,042","507,000,000","515,361,839","524,292,453","529,344,710","515,560,172","522,956,467","528,788,236","534,853,800","542,738,990","548,955,674","554,139,331","562,227,873","570,434,985","584,978,486","586,315,240"
