name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019
			ChangeInReceivables,"-2,839,000","7,213,000","-2,329,000","-9,074,000","1,351,000","-3,193,000","-8,509,000","-450,000","3,417,000","4,579,000","-7,554,000","-2,508,000","6,962,000"
				ChangesInAccountReceivables,"2,389,000","6,906,000","-666,000","-5,959,000","2,108,000","-3,093,000","-6,880,000","1,280,000","505,000","1,823,000","-4,785,000","-1,339,000","1,897,000"
			ChangeInPrepaidAssets,"-1,335,000","4,825,000","-1,160,000","-2,428,000","-2,572,000","3,373,000","-3,430,000","319,000","-6,396,000","1,697,000","-2,588,000","987,000","-624,000"
			ChangeInPayablesAndAccruedExpense,"-7,078,000","3,566,000","3,318,000","-17,800,000","3,838,000","4,656,000","5,754,000","-15,917,000","7,193,000","7,511,000","6,438,000","-4,930,000","7,648,000"
				ChangeInPayable,"-340,000","833,000","-930,000","-909,000","666,000","387,000","-204,000","712,000","123,000","-472,000","398,000","-230,000","189,000"
					ChangeInAccountPayable,"-340,000","833,000","-930,000","-909,000","666,000","387,000","-204,000","712,000","123,000","-472,000","398,000","-230,000","189,000"
				ChangeInAccruedExpense,"-6,738,000","2,733,000","4,248,000","-16,891,000","3,172,000","4,269,000","5,958,000","-16,629,000","7,070,000","7,983,000","6,040,000","-4,700,000","7,459,000"
			ChangeInOtherCurrentAssets,"-2,782,000","414,000","-1,066,000","604,000","-2,734,000","303,000","-664,000","-15,000","-1,663,000","-465,000","-3,723,000","87,000","-1,335,000"
			ChangeInOtherCurrentLiabilities,"-1,908,000","410,000","-1,859,000","-640,000","181,000","-1,774,000","338,000","1,600,000","2,192,000","32,000","22,000","93,000","-45,000"
			ChangeInOtherWorkingCapital,"-5,913,000","-79,000","-3,743,000","-2,772,000","681,000","-1,141,000","2,503,000","-4,719,000","6,532,000","1,265,000","2,279,000","-3,330,000","574,000"
InvestingCashFlow,"29,851,000","-224,205,000","95,596,000","95,061,000","63,399,000","31,724,000","-288,610,000","-724,000","-1,143,000","-1,355,000","-1,751,000","-2,498,000","-6,125,000"
	CashFlowFromContinuingInvestingActivities,"29,851,000","-224,205,000","95,596,000","95,061,000","63,399,000","31,724,000","-288,610,000","-724,000","-1,143,000","-1,355,000","-1,751,000","-2,498,000","-6,125,000"
		CapitalExpenditureReported,"-1,344,000","-595,000","-321,000","-366,000","-62,000","-114,000","-214,000","-536,000","-453,000","-885,000","-693,000","-862,000","-781,000"
		NetPPEPurchaseAndSale,"-1,362,000","-268,000","-33,000","-540,000","-521,000","-162,000","-484,000","-188,000","-690,000","-470,000","-1,058,000","-1,636,000","-3,517,000"
			PurchaseOfPPE,"-1,362,000","-268,000","-33,000","-540,000","-521,000","-162,000","-484,000","-188,000","-690,000","-470,000","-1,058,000","-1,636,000","-3,517,000"
		NetIntangiblesPurchaseAndSale,,,,,,,,,"-453,000",,,,"-781,000"
			PurchaseOfIntangibles,,,,,,,,,"-453,000",,,,"-781,000"
		NetBusinessPurchaseAndSale,,,,,,,,,"0",,,,"-1,827,000"
			PurchaseOfBusiness,,,,,,,,,"0",,,,"-1,827,000"
		NetInvestmentPurchaseAndSale,"32,557,000","-223,342,000","95,950,000","95,967,000","63,982,000","32,000,000","-287,912,000",,,,,,
			PurchaseOfInvestment,"-223,342,000","-223,342,000","0",,"0","0","-287,912,000",,,,,,
			SaleOfInvestment,"255,899,000","0","95,950,000","95,967,000","63,982,000","32,000,000",,,,,,,
FinancingCashFlow,"-5,717,000","-110,000","-320,000","-4,376,000","-911,000","964,000","4,445,000","-5,822,000","354,348,000","-3,633,000","-5,123,000","13,309,000","-8,802,000"
	CashFlowFromContinuingFinancingActivities,"-5,717,000","-110,000","-320,000","-4,376,000","-911,000","964,000","4,445,000","-5,822,000","354,348,000","-3,633,000","-5,123,000","13,309,000","-8,802,000"
		NetIssuancePaymentsOfDebt,,,,,"0","0","0","0","0","0","-4,000,000","0","-8,000,000"
			NetLongTermDebtIssuance,,,,,,,,"0","0",,,"0","-8,000,000"
				LongTermDebtIssuance,,,,,,,,"0","0",,,"5,000,000","0"
				LongTermDebtPayments,,,,,,,,"0","0",,,"-5,000,000","-8,000,000"
			NetShortTermDebtIssuance,,,,,"0","0","0","0","0","0","-4,000,000","0","-8,000,000"
				ShortTermDebtIssuance,,,,,"0","0","0","0","0","0","0","5,000,000","0"
				ShortTermDebtPayments,,,,,"0","0","0","0","0","0","-4,000,000","-5,000,000","-8,000,000"
		NetCommonStockIssuance,"-3,365,000","-110,000","-95,000","-141,000","-3,019,000","0","3,452,000","-57,000","394,921,000","-2,780,000","214,000","17,454,000","0"
			CommonStockIssuance,"0","0","0",,"0","0","3,452,000","0","659,609,000","-2,780,000","100,214,000","115,454,000","0"
			CommonStockPayments,"-3,365,000","-110,000","-95,000","-141,000","-3,019,000","0","0","-57,000","-264,688,000","0","-100,000,000","-98,000,000",
		ProceedsFromStockOptionExercised,"2,240,000","0","0","132,000","2,108,000","964,000","993,000",,,,,,
		NetOtherFinancingCharges,"-4,592,000",,"-225,000","-4,367,000","0","0","0","-5,765,000","-40,573,000","-853,000","-1,337,000","-4,145,000",
EndCashPosition,"141,683,000","141,683,000","348,592,000","251,739,000","185,657,000","115,637,000","76,074,000","361,160,000","389,878,000","19,195,000","5,988,000","14,669,000","11,999,000"
	ChangesInCash,"26,046,000","-206,909,000","96,853,000","66,082,000","70,020,000","39,563,000","-285,086,000","-28,718,000","370,683,000","13,207,000","-8,681,000","2,670,000","2,165,000"
	BeginningCashPosition,"115,637,000","348,592,000","251,739,000","185,657,000","115,637,000","76,074,000","361,160,000","389,878,000","19,195,000","5,988,000","14,669,000","11,999,000","9,834,000"
IncomeTaxPaidSupplementalData,,,"244,000","1,001,000","732,000","1,164,000","479,000","730,000","440,000","637,000","352,000","577,000","189,000"
InterestPaidSupplementalData,,,,,"0","0","0","0","0","4,000","78,000","187,000","0"
CapitalExpenditure,"-2,706,000","-863,000","-354,000","-906,000","-583,000","-276,000","-698,000","-724,000","-1,143,000","-1,355,000","-1,751,000","-2,498,000","-4,298,000"
IssuanceOfCapitalStock,"0","0","0",,"0","0","3,452,000","0","659,609,000","-2,780,000","100,214,000","115,454,000","0"
IssuanceOfDebt,,,,,"0","0","0","0","0","0","0","5,000,000","0"
RepaymentOfDebt,,,,,"0","0","0","0","0","0","-4,000,000","-5,000,000","-8,000,000"
RepurchaseOfCapitalStock,"-3,365,000","-110,000","-95,000","-141,000","-3,019,000","0","0","-57,000","-264,688,000","0","-100,000,000","-98,000,000",
FreeCashFlow,"-794,000","16,543,000","1,223,000","-25,509,000","6,949,000","6,599,000","-1,619,000","-22,896,000","16,335,000","16,840,000","-3,558,000","-10,639,000","12,794,000"
