name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,09/30/2011
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,140,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,"0","1,147,000","1,581,000","1,581,000","1,447,000","1,757,000","1,451,000","1,348,000","11,123,000","11,183,000",,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,"0","1,147,000","1,581,000","1,581,000","1,447,000","1,757,000","1,451,000","1,348,000","11,123,000","11,183,000",,,,,,,,,
	TotalNonCurrentAssets,"64,949,000","113,637,000","119,770,000","129,281,000","39,548,000","35,070,000","49,295,000","98,323,000","110,792,000","70,466,000","87,981,000","22,222,000","37,738,000","30,906,000","33,838,000","39,192,000","48,977,000","93,093,000","88,818,000","69,722,000","88,367,000","54,314,000","49,121,000","40,144,000","38,930,000","69,358,000","75,372,000","65,134,000","68,100,000","30,331,000","47,440,000","47,836,000","8,997,000","15,780,000","12,260,000","21,805,000","13,963,000","11,532,000","4,854,000","3,545,000","997,000"
		NetPPE,"22,031,000","24,269,000","10,654,000","12,530,000","14,010,000","15,563,000","15,616,000","16,930,000","17,575,000","18,169,000","10,927,000","11,373,000","11,476,000","9,493,000","8,374,000","8,383,000","8,616,000","7,870,000","8,049,000","8,070,000","8,526,000","8,306,000","8,004,000","7,499,000","7,691,000","7,872,000","5,886,000","2,582,000","2,295,000","1,922,000","1,803,000","1,551,000","1,377,000","1,077,000","1,121,000","1,152,000","876,000","583,000","611,000","539,000","534,000"
			GrossPPE,"22,031,000","24,269,000","29,580,000","12,530,000","14,010,000","15,563,000","31,290,000","16,930,000","17,575,000","18,169,000","23,108,000",,,,"17,466,000",,,,"15,103,000",,,,"13,102,000",,,,"10,162,000",,,,"5,938,000",,,,"5,458,000",,,"5,158,000","5,147,000","5,036,000","5,168,000"
				Properties,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0","0","0"
				MachineryFurnitureEquipment,,,"3,210,000",,,,"3,145,000",,,,"3,082,000",,,,"2,000,000",,,,"1,615,000",,,,"1,443,000",,,,"1,076,000",,,,"809,000",,,,"791,000",,,"744,000","737,000","4,784,000","4,939,000"
				OtherProperties,"22,031,000","24,269,000","19,210,000","12,530,000","14,010,000","15,563,000","21,056,000","16,930,000","17,575,000","18,169,000","13,403,000",,,,"11,110,000",,,,"9,521,000",,,,"7,440,000",,,,"5,907,000",,,,"4,829,000",,,,"4,395,000",,,"4,146,000","4,142,000",,
				ConstructionInProgress,,,"20,000",,,,,,,,"0",,,,"617,000",,,,"250,000",,,,"504,000",,,,"1,889,000",,,,,,,,,,,,,,
				Leases,,,"7,140,000",,,,"7,089,000",,,,"6,623,000",,,,"3,739,000",,,,"3,717,000",,,,"3,715,000",,,,"1,290,000",,,,"300,000",,,,"272,000",,,"268,000","268,000","252,000","229,000"
			AccumulatedDepreciation,,,"-18,926,000",,,,"-15,674,000",,,,"-12,181,000",,,,"-9,092,000",,,,"-7,054,000",,,,"-5,098,000",,,,"-4,276,000",,,,"-4,135,000",,,,"-4,337,000",,,"-4,575,000","-4,536,000","-4,497,000","-4,634,000"
		InvestmentsAndAdvances,"42,218,000","88,668,000","108,416,000","115,706,000","24,493,000","18,462,000","32,634,000","65,404,000","80,099,000","40,941,000","65,013,000","0","16,510,000","11,465,000","16,389,000","22,272,000","32,186,000","77,047,000","70,038,000","43,321,000","65,330,000","35,037,000","32,119,000","26,194,000","25,224,000","56,618,000","64,238,000","57,657,000","61,330,000","23,568,000","41,003,000","41,700,000","7,184,000","14,267,000","10,703,000","20,217,000","12,629,000","7,429,000","1,656,000","1,662,000","0"
			InvestmentinFinancialAssets,"42,218,000","88,668,000","108,416,000","115,706,000","24,493,000","18,462,000","32,634,000","65,404,000","80,099,000","40,941,000","65,013,000","0","16,510,000","11,465,000","16,389,000","22,272,000","32,186,000","77,047,000","70,038,000","43,321,000","65,330,000","35,037,000","32,119,000","26,194,000","25,224,000","56,618,000","64,238,000","57,657,000","61,330,000","23,568,000","41,003,000","41,700,000","7,184,000","14,267,000","10,703,000","20,217,000","12,629,000","7,429,000","1,656,000",,
				AvailableForSaleSecurities,"42,218,000","88,668,000","108,416,000","115,706,000","24,493,000","18,462,000","32,634,000","65,404,000","80,099,000","40,941,000","65,013,000",,"16,510,000","11,465,000","16,389,000","22,272,000","32,186,000","77,047,000","70,038,000","43,321,000","65,330,000","35,037,000","32,119,000","26,194,000","25,224,000","56,618,000","64,238,000","57,657,000","61,330,000","23,568,000","41,003,000","41,700,000","7,184,000","14,267,000","10,703,000","20,217,000","12,629,000","7,429,000","1,656,000",,
		NonCurrentDeferredAssets,,,"0","345,000","345,000","345,000","345,000","15,289,000","12,418,000","10,656,000","11,341,000","10,149,000","9,052,000","9,248,000","8,375,000","7,929,000","7,567,000","7,568,000","10,123,000","17,723,000","13,903,000","10,363,000","8,390,000","5,843,000","5,407,000","4,260,000","4,640,000","4,287,000","3,867,000","4,405,000","4,198,000","4,149,000",,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,"0","345,000","345,000","345,000","345,000","15,289,000","12,418,000","10,656,000","11,341,000","10,149,000","9,052,000","9,248,000","8,375,000","7,929,000","7,567,000","7,568,000","10,123,000","17,723,000","13,903,000","10,363,000","8,390,000","5,843,000","5,407,000","4,260,000","4,640,000","4,287,000","3,867,000","4,405,000","4,198,000","4,149,000",,,,,,,,,
		OtherNonCurrentAssets,"700,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","608,000","608,000","608,000","608,000","608,000","608,000","608,000","608,000","608,000","608,000","608,000","608,000","608,000","608,000","436,000","436,000","436,000","436,000","436,000","436,000","436,000","458,000","3,520,000","2,587,000","1,344,000","463,000"
TotalLiabilitiesNetMinorityInterest,"48,235,000","56,210,000","39,362,000","32,586,000","31,735,000","29,017,000","30,552,000","31,147,000","27,510,000","28,687,000","27,337,000","25,387,000","25,368,000","27,381,000","20,548,000","18,184,000","21,252,000","23,140,000","24,961,000","14,971,000","12,947,000","10,211,000","11,341,000","12,927,000","15,180,000","14,100,000","9,856,000","9,492,000","21,669,000","21,714,000","6,761,000","6,561,000","6,631,000","4,578,000","6,505,000","5,260,000","7,252,000","6,265,000","8,233,000","164,578,000","158,057,000"
	CurrentLiabilities,"30,738,000","37,890,000","36,172,000","28,624,000","26,618,000","23,044,000","24,157,000","23,914,000","19,516,000","19,139,000","22,609,000","20,501,000","20,491,000","22,632,000","16,025,000","14,029,000","17,117,000","19,222,000","20,982,000","11,122,000","9,154,000","6,431,000","7,889,000","9,569,000","11,988,000","10,872,000","6,704,000","7,312,000","19,790,000","19,866,000","4,746,000","4,268,000","4,419,000","2,568,000","4,526,000","2,941,000","4,951,000","3,772,000","5,734,000","3,922,000","2,149,000"
		PayablesAndAccruedExpenses,"27,725,000","34,421,000","31,969,000","23,590,000","21,443,000","17,847,000","19,896,000","19,650,000","15,752,000","16,007,000","22,609,000","20,501,000","20,491,000","22,632,000","16,025,000","14,029,000","17,117,000","19,222,000","20,903,000","11,047,000","9,079,000","6,356,000","7,816,000","9,498,000","11,936,000","10,803,000","6,635,000","7,312,000","19,790,000","19,866,000","4,746,000","4,268,000","4,368,000","2,563,000","4,516,000","2,941,000","4,836,000","3,631,000","5,717,000","3,922,000","2,149,000"
			Payables,"5,985,000","7,841,000","9,540,000","5,895,000","5,699,000","6,305,000","5,737,000","6,074,000","5,945,000","6,596,000","6,689,000","6,504,000","8,884,000","11,480,000","6,133,000","4,902,000","10,076,000","13,525,000","13,012,000","5,488,000","4,056,000","1,952,000","3,377,000","4,986,000","9,356,000","7,707,000","2,742,000","3,843,000","16,880,000","17,463,000","1,874,000","1,284,000","2,041,000","840,000","1,481,000","918,000","2,371,000","1,774,000","1,851,000","833,000","566,000"
				AccountsPayable,"5,985,000","7,841,000","9,540,000","5,895,000","5,699,000","6,305,000","5,737,000","6,074,000","5,945,000","6,596,000","6,689,000","6,504,000","8,884,000","5,622,000","4,745,000","4,902,000","4,696,000","3,268,000","3,714,000","5,488,000","4,056,000","1,952,000","3,377,000","2,044,000","2,572,000","2,767,000","1,543,000","1,614,000","2,343,000","567,000","1,874,000","1,284,000","2,041,000","840,000","1,481,000","918,000","2,371,000","1,774,000","1,851,000","833,000","566,000"
				TotalTaxPayable,,,,,,,,,,,"0","0","0","5,858,000","1,388,000","0","5,380,000","10,257,000","9,298,000",,,,"0","2,942,000","6,784,000","4,940,000","1,199,000","2,229,000","14,537,000","16,896,000",,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,"0","0","0","5,858,000","1,388,000","0","5,380,000","10,257,000","9,298,000",,,,"0","2,942,000","6,784,000","4,940,000","1,199,000","2,229,000","14,537,000","16,896,000",,,,,,,,,,,
			CurrentAccruedExpenses,"21,740,000","26,580,000","22,429,000","17,695,000","15,744,000","11,542,000","14,159,000","13,576,000","9,807,000","9,411,000","15,920,000","13,997,000","11,607,000","11,152,000","9,892,000","9,127,000","7,041,000","5,697,000","7,891,000","5,559,000","5,023,000","4,404,000","4,439,000","4,512,000","2,580,000","3,096,000","3,893,000","3,469,000","2,910,000","2,403,000","2,872,000","2,984,000","2,327,000","1,723,000","3,035,000","2,023,000","2,465,000","1,857,000","3,866,000","3,089,000","1,583,000"
		CurrentDebtAndCapitalLeaseObligation,"3,013,000","3,469,000","4,203,000","5,034,000","5,175,000","5,197,000","4,261,000","4,264,000","3,764,000","3,132,000",,,,,,,,,"79,000","75,000","75,000","75,000","73,000","71,000","52,000","69,000","69,000",,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"3,013,000","3,469,000","4,203,000","5,034,000","5,175,000","5,197,000","4,261,000","4,264,000","3,764,000","3,132,000",,,,,,,,,"79,000","75,000","75,000","75,000","73,000","71,000","52,000","69,000","69,000",,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","51,000","5,000","10,000","0","115,000","141,000","17,000",,
			CurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","51,000","5,000","10,000","0","115,000","141,000","17,000","0","0"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"17,497,000","18,320,000","3,190,000","3,962,000","5,117,000","5,973,000","6,395,000","7,233,000","7,994,000","9,548,000","4,728,000","4,886,000","4,877,000","4,749,000","4,523,000","4,155,000","4,135,000","3,918,000","3,979,000","3,849,000","3,793,000","3,780,000","3,452,000","3,358,000","3,192,000","3,228,000","3,152,000","2,180,000","1,879,000","1,848,000","2,015,000","2,293,000","2,212,000","2,010,000","1,979,000","2,319,000","2,301,000","2,493,000","2,499,000","160,656,000","155,908,000"
		LongTermProvisions,"346,000","336,000",,"317,000","308,000","299,000","290,000","282,000","272,000","254,000","254,000","246,000","236,000","226,000","217,000","208,000","199,000","190,000","180,000","172,000","162,000","151,000","143,000","135,000","126,000","117,000","108,000","98,000","91,000","85,000","76,000","68,000","61,000","54,000","48,000",,,,,,
		LongTermDebtAndCapitalLeaseObligation,"15,115,000","15,958,000","1,126,000","1,637,000","2,644,000","3,520,000","3,838,000","4,547,000","5,330,000","5,987,000","200,000","224,000","249,000","271,000","293,000","315,000","337,000","358,000","379,000","402,000","421,000","440,000","458,000","478,000","513,000","513,000","529,000","175,000",,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"15,115,000","15,958,000","1,126,000","1,637,000","2,644,000","3,520,000","3,838,000","4,547,000","5,330,000","5,987,000","200,000","224,000","249,000","271,000","293,000","315,000","337,000","358,000","379,000","402,000","421,000","440,000","458,000","478,000","513,000","513,000","529,000","175,000",,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,"675,000","788,000","776,000","764,000","1,679,000","1,746,000","1,865,000","1,922,000","1,950,000","1,792,000","1,493,000","1,439,000","1,188,000","1,175,000","1,109,000","1,066,000","1,065,000","745,000","668,000","510,000","498,000","448,000",,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,,,,,,"675,000","788,000","776,000","764,000","1,679,000","1,746,000","1,865,000","1,922,000","1,950,000","1,792,000","1,493,000","1,439,000","1,188,000","1,175,000","1,109,000","1,066,000","1,065,000","745,000","668,000","510,000","498,000","448,000",,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,,,,"686,000","675,000","788,000","776,000","764,000","1,679,000","1,746,000","1,865,000","1,922,000","1,950,000","1,792,000","1,493,000","1,439,000","1,188,000","1,175,000","1,109,000","1,066,000","1,065,000","745,000","668,000","510,000","498,000","448,000",,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,"0","0","0","0","900,000","923,000","842,000","674,000","593,000","611,000","632,000","654,000","676,000","711,000","706,000","701,000","696,000","682,000","664,000","646,000","628,000","265,000","161,000","153,000","153,000","337,000","328,000","319,000","311,000","535,000","534,000","512,000","498,000","57,000",
		DerivativeProductLiabilities,,,,,,,,,,,,,,,"0","0","0","0","807,000","1,291,000","1,276,000","1,262,000","1,251,000","1,237,000","1,223,000","1,290,000","1,276,000","1,457,000","1,442,000","1,427,000","1,584,000","1,675,000","1,617,000","1,637,000","1,620,000","1,784,000","1,767,000","1,981,000","2,001,000",,
		PreferredSecuritiesOutsideStockEquity,"1,506,000","1,506,000","1,506,000","1,479,000","1,479,000","1,479,000","1,479,000","1,628,000","1,628,000","1,628,000","1,628,000","1,628,000","1,628,000","1,628,000","1,628,000","1,528,000","1,528,000","1,528,000","762,000","164,000","162,000","161,000","159,000","158,000","156,000","164,000","163,000","185,000","185,000","183,000","202,000","213,000","206,000",,,,,,,"157,950,000","153,915,000"
		OtherNonCurrentLiabilities,"530,000","520,000","558,000","529,000","686,000","675,000","788,000","776,000","764,000","1,679,000","1,746,000","1,865,000","1,922,000","1,950,000","1,792,000","1,493,000","1,439,000","1,188,000","1,175,000","1,109,000","1,066,000","1,065,000","745,000","668,000","510,000","498,000","448,000","538,000","252,000","238,000","229,000",,,,"359,000",,"534,000",,,"2,649,000","1,993,000"
TotalEquityGrossMinorityInterest,"358,583,000","384,384,000","399,429,000","417,850,000","436,032,000","451,995,000","455,580,000","480,557,000","485,991,000","482,287,000","462,492,000","448,097,000","436,210,000","426,835,000","393,679,000","360,901,000","333,402,000","317,579,000","301,676,000","260,866,000","266,011,000","268,168,000","269,936,000","269,007,000","266,415,000","264,279,000","236,157,000","228,282,000","224,215,000","193,713,000","148,654,000","152,953,000","101,715,000","105,580,000","110,468,000","114,411,000","118,375,000","66,218,000","43,929,000","-110,252,000","-131,961,000"
	StockholdersEquity,"358,583,000","384,384,000","399,429,000","417,850,000","436,032,000","451,995,000","455,580,000","480,557,000","485,991,000","482,287,000","462,492,000","448,097,000","436,210,000","426,835,000","393,679,000","360,901,000","333,402,000","317,579,000","301,676,000","260,866,000","266,011,000","268,168,000","269,936,000","269,007,000","266,415,000","264,279,000","236,157,000","228,282,000","224,215,000","193,713,000","148,654,000","152,953,000","101,715,000","105,580,000","110,468,000","114,411,000","118,375,000","66,218,000","43,929,000","-110,252,000","-131,961,000"
		CapitalStock,"206,000","205,000","202,000","202,000","202,000","201,000","201,000","201,000","200,000","198,000","197,000","197,000","197,000","194,000","194,000","194,000","193,000","191,000","191,000","191,000","191,000","190,000","190,000","190,000","190,000","188,000","187,000","189,000","189,000","188,000","188,000","188,000","187,000","182,000","181,000","180,000","180,000","130,000","159,295,000","57,000","53,000"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","159,282,000",,
			CommonStock,"206,000","205,000","202,000","202,000","202,000","201,000","201,000","201,000","200,000","198,000","197,000","197,000","197,000","194,000","194,000","194,000","193,000","191,000","191,000","191,000","191,000","190,000","190,000","190,000","190,000","188,000","187,000","189,000","189,000","188,000","188,000","188,000","187,000","182,000","181,000","180,000","180,000","130,000","13,000","57,000","53,000"
		AdditionalPaidInCapital,"376,545,000","366,724,000","351,033,000","344,737,000","338,576,000","332,145,000","326,963,000","321,985,000","314,005,000","304,672,000","298,409,000","293,188,000","288,512,000","283,530,000","276,526,000","271,365,000","264,354,000","260,752,000","256,241,000","251,964,000","248,654,000","245,397,000","242,081,000","239,252,000","235,500,000","232,111,000","229,957,000","228,001,000","226,295,000","224,622,000","221,580,000","220,741,000","219,492,000","218,188,000","217,741,000","217,334,000","217,073,000","160,448,000","0","0","0"
		RetainedEarnings,"-15,131,000","18,461,000","48,576,000","73,175,000","97,199,000","119,244,000","127,572,000","156,913,000","171,178,000","177,183,000","163,740,000","154,549,000","147,513,000","143,368,000","117,357,000","89,937,000","69,649,000","57,094,000","45,356,000","8,848,000","17,274,000","22,666,000","27,646,000","29,448,000","30,524,000","32,169,000","5,980,000","168,000","-2,250,000","-31,003,000","-73,012,000","-67,970,000","-118,023,000","-112,820,000","-107,450,000","-103,007,000","-98,869,000","-94,354,000","-115,374,000","-110,285,000","-132,004,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","9,000","9,000"
		GainsLossesNotAffectingRetainedEarnings,"-3,037,000","-1,006,000","-382,000","-264,000","55,000","405,000","844,000","1,458,000","608,000","234,000","146,000","163,000","-12,000","-257,000","-398,000","-595,000","-794,000","-458,000","-112,000","-137,000","-108,000","-85,000","19,000","117,000","201,000","-189,000","33,000","-74,000","-17,000","-92,000","-100,000","-4,000","61,000","32,000","-2,000","-94,000","-7,000","-4,000","10,000","-15,000","-1,000"
		OtherEquityInterest,,,,,,,,,"485,991,000",,,,,,,,,,,,,,,,,,,,,,,,,,"110,468,000",,,,,,
TotalCapitalization,"358,583,000","384,384,000","399,429,000","417,850,000","436,032,000","451,995,000","455,580,000","480,557,000","485,991,000","482,287,000","462,492,000","448,097,000","436,210,000","426,835,000","393,679,000","360,901,000","333,402,000","317,579,000","301,676,000","260,866,000","266,011,000","268,168,000","269,936,000","269,007,000","266,415,000","264,279,000","236,157,000","228,282,000","224,215,000","193,713,000","148,654,000","152,953,000","101,715,000","105,580,000","110,468,000","114,411,000","118,375,000","66,218,000","43,929,000","-110,252,000","-131,961,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159,282,000",,
CommonStockEquity,"358,583,000","384,384,000","399,429,000","417,850,000","436,032,000","451,995,000","455,580,000","480,557,000","485,991,000","482,287,000","462,492,000","448,097,000","436,210,000","426,835,000","393,679,000","360,901,000","333,402,000","317,579,000","301,676,000","260,866,000","266,011,000","268,168,000","269,936,000","269,007,000","266,415,000","264,279,000","236,157,000","228,282,000","224,215,000","193,713,000","148,654,000","152,953,000","101,715,000","105,580,000","110,468,000","114,411,000","118,375,000","66,218,000","-115,353,000","-110,252,000","-131,961,000"
CapitalLeaseObligations,"18,128,000","19,427,000","5,329,000","6,671,000","7,819,000","8,717,000","8,099,000","8,811,000","9,094,000","9,119,000","200,000","224,000","249,000","271,000","293,000","315,000","337,000","358,000","458,000","477,000","496,000","515,000","531,000","549,000","565,000","582,000","598,000","175,000",,,,,,,,,,,,,
NetTangibleAssets,"358,583,000","384,384,000","399,429,000","417,850,000","436,032,000","451,995,000","455,580,000","480,557,000","485,991,000","482,287,000","462,492,000","448,097,000","436,210,000","426,835,000","393,679,000","360,901,000","333,402,000","317,579,000","301,676,000","260,866,000","266,011,000","268,168,000","269,936,000","269,007,000","266,415,000","264,279,000","236,157,000","228,282,000","224,215,000","193,713,000","148,654,000","152,953,000","101,715,000","105,580,000","110,468,000","114,411,000","118,375,000","66,218,000","43,929,000","-110,252,000","-131,961,000"
WorkingCapital,"311,131,000","289,067,000","282,849,000","292,531,000","401,601,000","422,898,000","412,680,000","389,467,000","383,193,000","421,369,000","379,239,000","430,761,000","403,349,000","400,678,000","364,364,000","325,864,000","288,560,000","228,404,000","216,837,000","194,993,000","181,437,000","217,634,000","224,267,000","232,221,000","230,677,000","198,149,000","163,937,000","165,328,000","157,994,000","165,230,000","103,229,000","107,410,000","94,930,000","91,810,000","100,187,000","94,925,000","106,713,000","57,179,000","41,574,000","46,859,000","22,950,000"
InvestedCapital,"358,583,000","384,384,000","399,429,000","417,850,000","436,032,000","451,995,000","455,580,000","480,557,000","485,991,000","482,287,000","462,492,000","448,097,000","436,210,000","426,835,000","393,679,000","360,901,000","333,402,000","317,579,000","301,676,000","260,866,000","266,011,000","268,168,000","269,936,000","269,007,000","266,415,000","264,279,000","236,157,000","228,282,000","224,215,000","193,713,000","148,654,000","152,953,000","101,715,000","105,580,000","110,468,000","114,411,000","118,375,000","66,218,000","-115,353,000","-110,252,000","-131,961,000"
TangibleBookValue,"358,583,000","384,384,000","399,429,000","417,850,000","436,032,000","451,995,000","455,580,000","480,557,000","485,991,000","482,287,000","462,492,000","448,097,000","436,210,000","426,835,000","393,679,000","360,901,000","333,402,000","317,579,000","301,676,000","260,866,000","266,011,000","268,168,000","269,936,000","269,007,000","266,415,000","264,279,000","236,157,000","228,282,000","224,215,000","193,713,000","148,654,000","152,953,000","101,715,000","105,580,000","110,468,000","114,411,000","118,375,000","66,218,000","-115,353,000","-110,252,000","-131,961,000"
TotalDebt,"18,128,000","19,427,000","5,329,000","6,671,000","7,819,000","8,717,000","8,099,000","8,811,000","9,094,000","9,119,000","200,000","224,000","249,000","271,000","293,000","315,000","337,000","358,000","458,000","477,000","496,000","515,000","531,000","549,000","565,000","582,000","598,000","175,000",,,,,,,,,,,,,
ShareIssued,"20,618,000","20,506,000","20,238,000","20,211,000","20,185,000","20,142,000","20,077,000","20,070,000","19,986,000","19,810,000","19,703,000","19,682,000","19,669,000","19,435,000","19,395,000","19,360,000","19,260,000","19,150,000","19,120,000","19,090,000","19,054,000","19,040,000","19,035,910","19,035,763","18,956,602","18,795,114","18,716,834","18,916,750","18,899,211","18,822,045","18,803,390","18,789,536","18,686,449","18,174,745","18,138,597","18,034,876","18,027,612","16,836,561","16,836,561","16,836,561","16,836,561"
