name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,03/31/2008,03/31/2007
	ChangesInCash,"-45,514,000","-22,548,000","-2,394,000","-10,321,000","-10,251,000","-8,956,000","77,606,000","-4,119,000","-11,686,000","-3,205,000","-1,653,000","-1,296,000","46,063,000","-5,378,000","-1,162,000","566,000","29,270,000","-6,965,000","7,393,000","-4,991,000","14,894,000","-5,317,000","4,322,000","-7,434,000","189,000","-1,110,000","6,310,000","365,000","-5,561,000","-4,328,000","4,965,000","1,432,000","-3,073,000","1,033,000","-4,781,000","-5,481,000","1,161,000","-772,000","6,431,000","8,878,000","-9,911,000","678,000","-4,350,000","-2,031,000","-21,068,000","-19,270,000","-26,814,000","47,824,000","22,250,000","-2,570,000","9,458,000","-5,512,000","-17,827,000","24,134,000","9,837,000","-27,134,000","-19,856,000"
	EffectOfExchangeRateChanges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-1,000","2,000","0","164,000","-20,000","81,000","-2,000","26,000","-64,000","37,000","-34,000","-18,000","-317,000","2,000","-67,000","11,000","55,000","-7,000","39,000"
	BeginningCashPosition,"141,861,000","118,895,000","121,289,000","131,610,000","141,861,000","150,817,000","73,211,000","77,330,000","89,016,000","92,221,000","93,874,000","95,170,000","49,107,000","54,485,000","55,647,000","55,081,000","25,811,000","32,776,000","23,826,000","28,817,000","13,923,000","19,240,000","14,918,000","22,352,000","22,163,000","23,273,000","16,963,000","16,598,000","22,159,000","26,487,000","21,522,000","20,090,000","23,163,000","22,130,000","26,911,000","32,392,000","31,231,000","32,003,000","25,573,000","16,693,000","26,604,000","25,762,000","30,132,000","32,082,000","53,152,000","72,396,000","99,274,000","51,413,000","29,197,000","31,785,000","22,644,000","28,154,000","46,048,000","21,903,000","12,011,000","55,075,000","32,246,000"
IncomeTaxPaidSupplementalData,,,"1,000","101,000",,,"0","307,000",,,"0","5,000","0","0","0","0","0","5,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"254,000",,,,"0","6,000","2,000"
InterestPaidSupplementalData,"16,000","5,000","8,000","3,000","0","3,000","37,000","11,000","0","4,000","33,000","7,000","-13,000","22,000","23,000","19,000","20,000","22,000","10,000","14,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,000",,,,"151,000","418,000","95,000"
CapitalExpenditure,"-16,367,000","-5,089,000","-5,480,000","-4,004,000","-1,794,000","-2,550,000","-1,488,000","-770,000","-729,000","-761,000","-415,000","-2,057,000","-813,000","-445,000","-694,000","-602,000","-1,456,000","-16,000","-242,000","-63,000","-443,000","-237,000","-101,000","-313,000","-209,000","-265,000","-804,000","-155,000","-178,000","-62,000","-35,000","-156,000","-90,000","-21,000","-728,000",,"-593,000","-48,000","-301,000","-81,000","-444,000","-2,107,000","-2,923,000","-3,626,000","-3,296,000","-891,000","-22,955,000","-1,548,000","-1,872,000","-1,320,000","-4,306,000","-1,973,000","-3,178,000","-1,340,000","-2,950,000","-1,055,000","-704,000"
IssuanceOfCapitalStock,,,,,,,"86,250,000","0",,,"0","0",,,"0","0",,,"553,000","-62,000",,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"-10,000","12,000","72,539,000","0","1,926,000","5,000,000","10,000,000","30,000,000","0","0","0"
IssuanceOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","38,000"
RepaymentOfDebt,,,"0","0","0","0","0","0","-9,000","-51,000","-62,000","-61,000","-60,000","-59,000","-60,000","-60,000","-60,000","-58,000","-58,000","-57,000","-50,000","-10,000",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-4,047,000","-1,298,000","-1,342,000","-1,339,000","-2,083,000","-1,330,000","-1,250,000","-1,424,000","-1,345,000","-652,000","-290,000"
FreeCashFlow,"-35,380,000","-16,275,000","-4,820,000","-4,196,000","-10,089,000","-8,990,000","-2,980,000","-4,244,000","-10,802,000","-2,186,000","-4,076,000","-3,047,000","-5,871,000","-3,296,000","-1,414,000","-1,835,000","-9,412,000","-4,201,000","7,363,000","-4,873,000","-8,392,000","-3,846,000","4,221,000","-7,523,000","-241,000","-46,000","6,245,000","326,000","-4,303,000","-3,900,000","4,939,000","1,530,000","-4,024,000","-2,426,000","-4,633,000","-8,339,000","-7,666,000","-3,535,000","-5,038,000","-3,944,000","-4,329,000","-1,514,000","-5,819,000","-877,000","-10,925,000","6,395,000","-23,286,000","1,113,000","-8,560,000","-13,345,000","2,540,000","-8,041,000","-4,274,000","-9,708,000","-649,000","-18,889,000","-8,130,000"
DomesticSales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,940,000",,,,,,,,,,,,,,,,,,,,,,
ForeignSales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,585,000",,,,,,,,,,,,,,,,,,,,,,
