name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002
		Inventory,"2,824,832,000","2,297,609,000","2,490,438,000","2,011,020,000","2,012,054,000","1,953,568,000","2,319,992,000","1,875,152,000","2,096,964,000","2,202,275,000","2,573,250,000","2,136,797,000","2,142,022,000","1,824,696,000","2,196,777,000","1,795,794,000","1,842,897,000","1,711,103,000","2,178,495,000","1,917,912,000","1,916,508,000","1,638,632,000","2,092,402,000","1,715,530,000","1,742,948,000","1,527,187,000","1,997,105,000","1,615,722,000","1,623,753,000","1,390,767,000","1,765,119,000","1,418,660,000","1,480,724,000","1,232,065,000","1,570,034,000","1,275,215,000","1,312,737,000","1,096,186,000","1,382,684,000","1,134,594,000","1,201,753,000","1,014,997,000","1,243,152,000","1,026,861,000","1,054,871,000","896,895,000","1,162,152,000","985,799,000","1,009,749,000","895,776,000","1,103,318,000","944,855,000","979,899,000","854,771,000","1,142,233,000","912,619,000","970,543,000","887,364,000","1,024,817,000","791,654,000","818,432,000","641,464,000","787,103,000","636,839,000","649,880,000","535,698,000","674,877,000","536,820,000","533,310,000","457,618,000","625,043,000","489,401,000","314,599,000","254,360,000","370,356,000","296,708,000","283,855,000","233,497,000","298,463,000"
			OtherInventories,,,,,,,,,,"2,333,975,000",,,,"1,937,996,000",,,,"1,865,603,000",,,,"1,815,032,000",,,,"1,640,687,000",,,,"1,490,967,000",,,,"1,314,665,000",,,,"1,174,686,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,223,000",
			InventoriesAdjustmentsAllowances,,,,,,,,,,"-131,700,000",,,,"-113,300,000",,,,"-154,500,000",,,,"-176,400,000",,,,"-113,500,000",,,,"-100,200,000",,,,"-82,600,000",,,,"-78,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,726,000",
		PrepaidAssets,"102,603,000","95,601,000","92,673,000","81,758,000","100,586,000","88,470,000","82,648,000","74,946,000","102,249,000","79,472,000","128,458,000","144,002,000","148,442,000","139,944,000","138,468,000","137,323,000","144,827,000","129,189,000","129,876,000","130,001,000","141,744,000","114,763,000","112,523,000","110,269,000","120,477,000","99,740,000","107,755,000","99,882,000","108,773,000","91,767,000","92,375,000","90,369,000","93,751,000","99,386,000","104,806,000","109,146,000","84,275,000","73,838,000","35,367,000","67,071,000","69,302,000","64,213,000","63,542,000","63,159,000","67,099,000","58,394,000","59,687,000","61,060,000","61,914,000","57,119,000","53,192,000","56,571,000","56,904,000","46,194,000","45,579,000","48,942,000","53,227,000","50,274,000","42,711,000","41,811,000","40,771,000","37,015,000","19,241,000","18,133,000","16,750,000","11,961,000","14,236,000","12,837,000","11,377,000","8,772,000","15,085,000","18,855,000","6,789,000","5,222,000","6,306,000","6,929,000","7,099,000","5,572,000","6,484,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,789,000","46,130,000","45,555,000","51,586,000","42,133,000","39,423,000","33,715,000","38,835,000","48,414,000","46,138,000","42,707,000","30,289,000","26,755,000","27,689,000","18,400,000","12,330,000","14,028,000","13,651,000","17,731,000","18,961,000","14,611,000","7,528,000","11,467,000","0","11,091,000","5,757,000","12,107,000","10,621,000","18,360,000","18,255,000","20,131,000","19,714,000","3,888,000","1,079,000","1,294,000",,,"3,954,000","3,726,000","429,000","12,411,000","5,344,000","8,011,000","7,966,000","95,000","34,965,000","1,585,000","1,021,000","12,836,000","11,781,000","9,850,000","8,697,000","5,145,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,789,000","46,130,000","45,555,000","51,586,000","42,133,000","39,423,000","33,715,000","38,835,000","48,414,000","46,138,000","42,707,000","30,289,000","26,755,000","27,689,000","18,400,000","12,330,000","14,028,000","13,651,000","17,731,000","18,961,000","14,611,000","7,528,000","11,467,000","0","11,091,000","5,757,000","12,107,000","10,621,000","18,360,000","18,255,000","20,131,000","19,714,000","3,888,000","1,079,000","1,294,000",,,"3,954,000","3,726,000","429,000","12,411,000","5,344,000","8,011,000","7,966,000","95,000","34,965,000","1,585,000","1,021,000","12,836,000","11,781,000","9,850,000","8,697,000","5,145,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"0",,"0","0",,,,,,,
	TotalNonCurrentAssets,"3,963,135,000","3,935,020,000","3,953,114,000","3,967,228,000","4,025,255,000","3,993,209,000","4,020,191,000","4,059,317,000","4,112,147,000","4,218,544,000","4,330,084,000","4,449,198,000","4,472,290,000","2,064,751,000","2,088,429,000","2,120,216,000","2,155,848,000","2,197,854,000","2,202,838,000","2,118,027,000","2,078,108,000","2,062,618,000","1,938,101,000","1,902,897,000","1,807,689,000","1,746,646,000","1,726,854,000","1,679,499,000","1,605,919,000","1,585,814,000","1,579,667,000","1,498,323,000","1,448,535,000","1,451,416,000","1,442,970,000","1,366,796,000","1,334,953,000","1,291,918,000","1,270,291,000","1,221,633,000","1,198,646,000","1,128,059,000","1,071,790,000","1,076,058,000","1,052,815,000","1,033,206,000","1,063,376,000","1,049,604,000","1,026,076,000","1,022,972,000","1,004,825,000","958,308,000","941,592,000","916,660,000","1,004,972,000","1,010,539,000","1,023,883,000","965,941,000","890,397,000","898,604,000","887,967,000","654,486,000","657,282,000","608,194,000","581,024,000","573,772,000","569,000,000","567,619,000","576,091,000","553,993,000","494,608,000","472,046,000","173,588,000","133,837,000","119,284,000","111,771,000","97,319,000","100,949,000","92,292,000"
		NetPPE,"3,353,288,000","3,364,500,000","3,384,702,000","3,406,184,000","3,470,438,000","3,450,178,000","3,513,682,000","3,561,217,000","3,630,062,000","3,729,574,000","3,815,374,000","3,934,784,000","3,963,570,000","1,565,271,000","1,578,313,000","1,611,532,000","1,644,388,000","1,677,340,000","1,679,872,000","1,611,834,000","1,568,523,000","1,522,574,000","1,492,274,000","1,475,797,000","1,406,471,000","1,347,885,000","1,341,166,000","1,297,302,000","1,220,471,000","1,203,382,000","1,195,274,000","1,138,182,000","1,077,254,000","1,084,529,000","1,059,865,000","937,310,000","876,734,000","840,135,000","851,302,000","827,634,000","783,668,000","778,034,000","745,129,000","737,484,000","712,812,000","684,886,000","693,003,000","677,779,000","655,378,000","662,304,000","635,821,000","598,483,000","588,455,000","568,036,000","550,070,000","557,889,000","578,173,000","555,523,000","517,293,000","506,790,000","504,656,000","446,158,000","448,199,000","403,666,000","384,879,000","377,615,000","368,637,000","372,631,000","362,232,000","364,331,000","278,908,000","287,315,000","117,615,000","111,892,000","97,107,000","86,162,000","76,742,000","80,109,000","76,853,000"
			GrossPPE,"3,353,288,000","5,978,664,000","3,384,702,000","3,406,184,000","3,470,438,000","5,826,264,000","3,513,682,000","3,561,217,000","3,630,062,000","5,881,500,000","3,815,374,000","3,934,784,000","3,963,570,000","3,499,821,000","1,578,313,000","1,611,532,000","1,644,388,000","3,377,952,000","1,679,872,000","1,611,834,000","1,568,523,000","3,010,078,000","1,492,274,000","1,475,797,000","1,406,471,000","2,665,314,000","1,341,166,000","1,297,302,000","1,220,471,000","2,339,607,000","1,195,274,000","1,138,182,000","1,077,254,000","2,059,625,000","1,059,865,000","937,310,000","876,734,000","1,687,005,000","851,302,000","827,634,000","783,668,000","1,522,561,000",,,,"1,334,795,000","693,003,000","677,779,000","655,378,000","1,233,151,000","635,821,000","598,483,000","588,455,000","1,044,329,000","930,539,000","938,358,000","958,642,000","935,992,000","821,678,000","811,175,000","809,041,000","750,543,000","703,193,000","658,660,000","639,873,000","632,609,000","498,591,000","502,585,000","492,186,000","494,285,000","355,014,000","363,421,000","193,721,000","187,998,000","160,930,000","149,985,000","140,565,000","143,932,000","129,195,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",
				BuildingsAndImprovements,,"332,207,000",,,,"328,417,000",,,,"322,618,000",,,,"320,243,000",,,,"308,326,000",,,,"224,061,000",,,,"220,875,000",,,,"220,852,000",,,,"220,295,000",,,,"215,816,000",,,,"177,740,000",,,,"173,499,000",,,,"173,966,000",,,,"512,448,000",,,,"486,726,000",,,,"406,699,000",,,,"344,895,000",,,,"289,329,000",,,,"95,673,000",,,,"74,294,000",
				MachineryFurnitureEquipment,,"1,755,008,000",,,,"1,618,695,000",,,,"1,573,254,000",,,,"1,565,915,000",,,,"1,482,391,000",,,,"1,271,192,000",,,,"1,198,745,000",,,,"1,048,887,000",,,,"943,532,000",,,,"735,184,000",,,,"663,682,000",,,,"571,869,000",,,,"542,766,000",,,,"479,827,000",,,,"425,522,000",,,,"330,757,000",,,,"280,376,000",,,,"189,723,000",,,,"81,398,000",,,,"69,638,000",
				OtherProperties,"3,353,288,000","2,044,819,000","3,384,702,000","3,406,184,000","3,470,438,000","2,149,913,000","3,513,682,000","3,561,217,000","3,630,062,000","2,313,846,000","3,815,374,000","3,934,784,000","3,963,570,000","1,565,271,000","1,578,313,000","1,611,532,000","1,644,388,000","1,677,340,000","1,679,872,000","1,611,834,000","1,568,523,000","1,522,574,000","1,492,274,000","1,475,797,000","1,406,471,000","1,347,885,000","1,341,166,000","1,297,302,000","1,220,471,000","1,203,382,000","1,195,274,000","1,138,182,000","1,077,254,000","1,084,529,000","1,059,865,000","937,310,000","876,734,000",,"851,302,000","817,427,000","779,191,000",,,,,,"693,003,000","677,779,000","655,378,000",,"496,125,000","495,011,000","512,299,000",,,"921,882,000",,,"808,499,000","803,494,000","794,111,000","0","680,964,000","647,406,000","634,626,000",,"493,067,000","481,890,000",,,,"352,929,000","171,387,000",,"150,163,000","142,932,000",,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","10,207,000","4,477,000","2,138,000",,,,,"0","0","0","0","139,696,000","103,472,000","76,156,000","52,054,000",,"16,476,000",,"23,744,000","13,179,000","7,681,000","14,930,000","13,087,000","22,229,000","11,254,000","5,247,000","7,338,000","5,524,000","20,695,000",,"15,233,000",,"10,492,000","22,334,000","10,927,000","10,767,000","7,053,000",,,
				Leases,,"1,846,630,000",,,,"1,729,239,000",,,,"1,671,782,000",,,,"1,613,663,000",,,,"1,587,235,000",,,,"1,514,825,000",,,,"1,245,694,000",,,,"1,069,868,000",,,,"895,798,000",,,,"736,005,000",,,,"679,001,000",,,,"589,427,000",,,,"516,419,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-2,614,164,000",,,,"-2,376,086,000",,,,"-2,151,926,000",,,,"-1,934,550,000",,,,"-1,700,612,000",,,,"-1,487,504,000",,,,"-1,317,429,000",,,,"-1,136,225,000",,,,"-975,096,000",,,,"-846,870,000",,,,"-744,527,000",,,,"-649,909,000",,,,"-570,847,000",,,,"-476,293,000","-380,469,000","-380,469,000","-380,469,000","-380,469,000","-304,385,000","-304,385,000","-304,385,000","-304,385,000","-254,994,000","-254,994,000","-254,994,000","-254,994,000","-129,954,000","-129,954,000","-129,954,000","-129,954,000","-76,106,000","-76,106,000","-76,106,000","-76,106,000","-63,823,000","-63,823,000","-63,823,000","-63,823,000","-52,342,000"
		GoodwillAndOtherIntangibleAssets,"332,017,000","332,624,000","333,052,000","334,014,000","334,976,000","335,908,000","337,442,000","338,441,000","339,533,000","340,625,000","369,712,000","377,555,000","379,039,000","380,642,000","382,239,000","383,849,000","385,455,000","387,063,000","390,022,000","383,046,000","384,506,000","385,894,000","337,749,000","330,656,000","309,647,000","310,034,000","310,421,000","308,834,000","310,773,000","310,756,000","311,789,000","285,495,000","298,389,000","298,849,000","299,386,000","298,452,000","298,974,000","299,497,000","299,627,000","275,655,000","270,894,000","251,084,000","251,349,000","251,692,000","252,040,000","251,664,000","247,902,000","248,179,000","248,015,000","248,151,000","248,382,000","246,914,000","247,108,000","247,440,000","402,736,000","401,999,000","402,223,000","384,404,000","342,560,000","320,156,000","320,045,000","156,628,000","156,628,000","156,628,000","156,628,000","156,628,000","157,500,000","156,252,000","157,227,000","157,245,000","181,314,000","159,398,000",,,,,,,
			Goodwill,"245,857,000","245,857,000","245,857,000","245,857,000","245,857,000","245,857,000","245,857,000","245,857,000","245,857,000","245,857,000","245,857,000","250,476,000","250,476,000","250,476,000","250,476,000","250,476,000","250,476,000","250,476,000","245,126,000","245,126,000","245,059,000","245,059,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","200,594,000","303,736,000","304,363,000","304,386,000","304,366,000","266,912,000","320,156,000","320,045,000","156,628,000","156,628,000","156,628,000","156,628,000",,,,,"157,245,000",,,,,,,,,
			OtherIntangibleAssets,"86,160,000","86,767,000","87,195,000","88,157,000","89,119,000","90,051,000","91,585,000","92,584,000","93,676,000","94,768,000","123,855,000","127,079,000","128,563,000","130,166,000","131,763,000","133,373,000","134,979,000","136,587,000","144,896,000","137,920,000","139,447,000","140,835,000","137,155,000","130,062,000","109,053,000","109,440,000","109,827,000","108,240,000","110,179,000","110,162,000","111,195,000","84,901,000","97,795,000","98,255,000","98,792,000","97,858,000","98,380,000","98,903,000","99,033,000","75,061,000","70,300,000","50,490,000","50,755,000","51,098,000","51,446,000","51,070,000","47,308,000","47,585,000","47,421,000","47,557,000","47,788,000","46,320,000","46,514,000","46,846,000","99,000,000","97,636,000","97,837,000","80,038,000","75,648,000",,,,,,,"156,628,000","157,500,000","156,252,000","157,227,000",,"181,314,000","159,398,000",,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","1,015,000","13,992,000","10,789,000","11,673,000","10,765,000","13,026,000","10,880,000","9,068,000","5,596,000","4,059,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"66,080,000","35,024,000","42,862,000","34,672,000","47,491,000","51,475,000","27,717,000","21,538,000","14,263,000","14,412,000","16,033,000","14,600,000","12,858,000","13,243,000","11,886,000","10,894,000","11,842,000","13,639,000","10,425,000","11,129,000","10,546,000","45,927,000","5,345,000","4,805,000","4,456,000","6,165,000","1,355,000","910,000","812,000","1,862,000","2,209,000","3,169,000","2,606,000","2,477,000","3,286,000","4,114,000","3,798,000","4,382,000","8,269,000","8,196,000","9,264,000","12,566,000","8,225,000","28,004,000","22,057,000","27,157,000","52,375,000","72,261,000","70,993,000","66,089,000","76,899,000","77,222,000","73,211,000","67,709,000","25,908,000",,,"6,366,000",,,,"17,440,000",,,,,,,,"871,000",,,,"4,707,000",,,,"7,512,000",
			NonCurrentDeferredTaxesAssets,"66,080,000","35,024,000","42,862,000","34,672,000","47,491,000","51,475,000","27,717,000","21,538,000","14,263,000","14,412,000","16,033,000","14,600,000","12,858,000","13,243,000","11,886,000","10,894,000","11,842,000","13,639,000","10,425,000","11,129,000","10,546,000","45,927,000","5,345,000","4,805,000","4,456,000","6,165,000","1,355,000","910,000","812,000","1,862,000","2,209,000","3,169,000","2,606,000","2,477,000","3,286,000","4,114,000","3,798,000","4,382,000","8,269,000","8,196,000","9,264,000","12,566,000","8,225,000","28,004,000","22,057,000","27,157,000","52,375,000","72,261,000","70,993,000","66,089,000","76,899,000","77,222,000","73,211,000","67,709,000","25,908,000",,,"6,366,000",,,,"17,440,000",,,,,,,,"871,000",,,,"4,707,000",,,,"7,512,000",
		OtherNonCurrentAssets,"211,750,000","202,872,000","192,498,000","192,358,000","172,350,000","155,648,000","141,350,000","138,121,000","128,289,000","133,933,000","128,965,000","122,259,000","116,823,000","105,595,000","115,991,000","113,941,000","114,163,000","119,812,000","122,519,000","112,018,000","114,533,000","108,223,000","102,733,000","91,639,000","87,115,000","82,562,000","73,912,000","72,453,000","73,863,000","69,814,000","70,395,000","71,477,000","70,286,000","65,561,000","80,433,000","126,920,000","155,447,000","147,904,000","111,093,000","110,148,000","134,820,000","86,375,000","66,087,000","57,863,000","51,914,000","58,710,000","58,423,000","40,620,000","38,664,000","35,548,000","34,655,000","30,093,000","28,759,000","33,475,000","26,258,000","50,651,000","43,487,000","19,648,000","30,544,000","71,658,000","63,266,000","34,260,000","52,455,000","47,900,000","39,517,000","39,529,000","42,863,000","38,736,000","56,632,000","31,546,000","34,386,000","25,333,000","55,973,000","17,238,000","22,177,000","25,609,000","20,577,000","13,328,000","15,439,000"
