name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,12/31/2008
			FinishedGoods,"451,488,000","351,787,000","302,548,000","291,210,000","232,740,000","220,968,000","183,860,000","218,788,000","220,958,000","183,616,000","184,553,000","222,158,000","244,411,000","188,799,000","197,468,000","187,318,000","158,594,000","135,558,000","117,588,000","148,190,000","157,478,000","127,870,000","137,562,000","150,032,000","159,112,000","144,747,000","178,408,000","186,969,000","164,541,000","135,567,000","129,362,000","100,440,000","112,883,000","113,404,000","109,818,000","100,466,000","68,402,000","55,777,000","71,435,000","97,298,000","70,404,000","45,165,000","25,795,000","61,558,000","71,068,000","63,945,000","57,129,000","40,633,000","45,757,000","52,726,000","65,075,000",,"23,361,000"
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,"-13,744,000","-13,585,000","-10,582,000","-9,734,000","-9,116,000","-10,233,000","-9,387,000","-7,443,000","-6,976,000","-6,508,000","-6,558,000","-6,623,000","-6,916,000","-6,406,000","-6,999,000",,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,741,000","-5,687,000","-5,143,000","-4,717,000","-4,020,000","-4,315,000","-4,191,000","-4,059,000","-4,024,000","-4,172,000","-4,016,000","-3,937,000","-4,342,000",,"-4,908,000"
		PrepaidAssets,"72,736,000","64,954,000","54,228,000","48,697,000","39,515,000","36,382,000","35,200,000","33,063,000","29,557,000","31,384,000","30,570,000","29,481,000","28,537,000","25,404,000","28,110,000","27,174,000","18,768,000","19,741,000","11,720,000","9,314,000","9,261,000","24,649,000","13,185,000","13,125,000","11,839,000","8,600,000","12,467,000","12,944,000","9,001,000","9,384,000","6,256,000","5,879,000","6,188,000","5,358,000","4,715,000","3,664,000","5,111,000","5,048,000","5,104,000","4,503,000","4,260,000","3,915,000","2,576,000","3,043,000","3,800,000","3,645,000","3,526,000","3,412,000","4,508,000","5,880,000","2,306,000","2,501,000","3,547,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","6,645,000","6,645,000","6,645,000",,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"29,355,000","25,974,000","32,088,000","30,323,000","22,841,000","25,380,000","22,392,000","25,482,000","26,869,000","27,333,000","30,838,000","37,538,000","48,687,000","21,469,000","17,000,000","15,778,000","14,395,000",,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"29,355,000","25,974,000","32,088,000","30,323,000","22,841,000","25,380,000","22,392,000","25,482,000","26,869,000","27,333,000","30,838,000","37,538,000","48,687,000","21,469,000","17,000,000","15,778,000","14,395,000",,,,,,,,,,,
	TotalNonCurrentAssets,"3,026,132,000","3,029,317,000","2,176,858,000","2,014,393,000","1,564,531,000","1,565,690,000","1,493,739,000","1,470,519,000","1,445,356,000","1,469,840,000","1,456,690,000","1,471,399,000","1,410,927,000","1,305,545,000","1,292,716,000","1,278,839,000","1,210,623,000","1,201,408,000","1,190,825,000","1,189,750,000","1,186,571,000","1,178,175,000","1,197,080,000","1,217,937,000","1,247,241,000","1,131,444,000","1,183,211,000","1,124,457,000","1,137,844,000","1,152,064,000","1,101,641,000","1,112,013,000","1,126,039,000","1,144,026,000","1,117,095,000","1,064,298,000","1,066,531,000","1,081,294,000","1,106,401,000","1,132,819,000","1,145,793,000","1,169,528,000","897,854,000","911,448,000","924,324,000","937,364,000","946,154,000","960,060,000","974,072,000","992,226,000","1,006,257,000","1,021,149,000","1,051,217,000"
		NetPPE,"593,606,000","562,741,000","515,525,000","462,706,000","432,895,000","416,942,000","398,364,000","395,590,000","364,202,000","352,926,000","349,165,000","348,842,000","337,028,000","278,929,000","243,362,000","233,433,000","232,023,000","230,380,000","218,658,000","217,056,000","215,390,000","212,793,000","207,504,000","206,700,000","197,623,000","184,213,000","178,120,000","174,655,000","171,384,000","168,821,000","159,058,000","153,063,000","148,017,000","146,390,000","120,812,000","109,481,000","106,474,000","104,718,000","91,568,000","85,786,000","84,422,000","84,384,000","73,663,000","74,729,000","74,914,000","75,287,000","71,852,000","72,580,000","73,047,000","73,374,000","73,666,000","74,589,000","76,674,000"
			GrossPPE,"839,214,000","796,440,000","739,781,000","677,042,000","640,494,000","617,626,000","587,177,000","572,172,000","531,444,000","514,106,000","502,078,000","495,037,000","486,524,000","424,448,000","384,313,000","369,254,000","362,982,000","356,548,000","339,269,000","332,057,000","325,394,000","319,158,000","308,814,000","302,955,000","288,129,000","270,132,000","259,650,000","252,126,000","245,196,000","238,222,000","225,296,000","216,477,000","211,414,000","206,731,000","178,289,000","162,685,000","157,385,000","153,129,000","134,595,000","126,777,000","123,425,000","121,686,000","108,974,000","107,916,000","106,121,000","104,572,000","99,261,000","98,169,000","96,698,000","95,134,000","93,551,000","92,535,000","90,813,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0"
				LandAndImprovements,"26,469,000","26,137,000","22,907,000","23,228,000","18,062,000","18,363,000","17,464,000","17,126,000","16,910,000","18,252,000","17,753,000","17,941,000","16,777,000","15,975,000","15,583,000","13,274,000","13,396,000","13,118,000","12,708,000","12,696,000","12,585,000","12,079,000","12,124,000","12,354,000","10,812,000","8,553,000","8,277,000","7,815,000","7,861,000","7,803,000","7,442,000","7,444,000","7,452,000","7,416,000","6,831,000","6,688,000","6,559,000","6,511,000","5,409,000","5,083,000","5,067,000","5,050,000","3,950,000","3,950,000",,"3,950,000","3,934,000","3,913,000","3,913,000","3,913,000","3,913,000","3,913,000","3,913,000"
				BuildingsAndImprovements,"235,405,000","244,273,000","230,731,000","223,266,000","201,635,000","198,908,000","194,994,000","180,734,000","178,036,000","177,079,000","174,226,000","174,901,000","169,869,000","163,161,000","141,275,000","140,663,000","141,532,000","132,072,000","127,344,000","127,167,000","125,920,000","122,747,000","117,795,000","115,544,000","110,390,000","104,774,000","103,890,000","103,093,000","102,376,000","102,254,000","98,193,000","97,132,000","96,597,000","96,161,000","82,914,000","72,204,000","69,317,000","68,934,000","58,661,000","53,211,000","53,026,000","52,941,000","49,460,000","49,227,000",,"48,986,000","48,630,000","48,579,000","48,529,000","48,521,000","48,438,000","48,295,000","48,148,000"
				MachineryFurnitureEquipment,"339,057,000","319,280,000","305,476,000","278,581,000","269,001,000","267,656,000","257,211,000","239,280,000","221,516,000","220,193,000","211,060,000","201,865,000","193,029,000","188,434,000","178,847,000","175,981,000","171,774,000","165,619,000","161,573,000","158,515,000","153,267,000","150,090,000","141,276,000","138,449,000","134,997,000","102,919,000","99,106,000","96,002,000","94,382,000","88,613,000","84,853,000","82,518,000","78,328,000","74,130,000","66,875,000","62,959,000","61,071,000","57,446,000","66,620,000","63,713,000","61,293,000","60,520,000","55,564,000","54,735,000",,"51,636,000","46,697,000","45,677,000","44,256,000","42,700,000","41,200,000","40,327,000","38,613,000"
				OtherProperties,"182,872,000","153,469,000","131,833,000","97,915,000","112,134,000","97,196,000","100,681,000","100,773,000","70,657,000","57,990,000","66,824,000","68,182,000","76,748,000","28,198,000","26,921,000","26,475,000","25,410,000","24,504,000","24,799,000","24,222,000","23,814,000","23,269,000","22,813,000","21,779,000","20,603,000","20,066,000","19,707,000","18,367,000","17,863,000","16,897,000","16,073,000","15,491,000","17,541,000","17,071,000","16,865,000","16,446,000","16,016,000","15,406,000",,,,,,,,,,,,,,,
				ConstructionInProgress,"49,680,000","47,602,000","44,603,000","49,200,000","35,010,000","30,227,000","11,913,000","29,803,000","40,092,000","36,299,000","28,139,000","28,339,000","27,268,000","26,543,000","19,216,000","10,505,000","9,122,000","18,799,000","10,380,000","7,060,000","7,428,000","8,654,000","10,550,000","10,507,000","7,322,000","30,482,000","25,650,000","24,012,000","20,172,000","20,120,000","16,216,000","11,480,000","9,239,000","9,724,000","2,654,000","2,950,000","3,016,000","3,439,000","3,734,000","4,621,000","3,981,000","3,131,000",,,,,,,,"0","0","0","139,000"
				Leases,"5,731,000","5,679,000","4,231,000","4,852,000","4,652,000","5,276,000","4,914,000","4,456,000","4,233,000","4,293,000","4,076,000","3,809,000","2,833,000","2,137,000","2,471,000","2,356,000","1,748,000","2,436,000","2,465,000","2,397,000","2,380,000","2,319,000","4,256,000","4,322,000","4,005,000","3,338,000","3,020,000","2,837,000","2,542,000","2,535,000","2,519,000","2,412,000","2,257,000","2,229,000","2,150,000","1,438,000","1,406,000","1,393,000","171,000","149,000","58,000","44,000",,"4,000",,,,,,,,,"0"
			AccumulatedDepreciation,"-245,608,000","-233,699,000","-224,256,000","-214,336,000","-207,599,000","-200,684,000","-188,813,000","-176,582,000","-167,242,000","-161,180,000","-152,913,000","-146,195,000","-149,496,000","-145,519,000","-140,951,000","-135,821,000","-130,959,000","-126,168,000","-120,611,000","-115,001,000","-110,004,000","-106,365,000","-101,310,000","-96,255,000","-90,506,000","-85,919,000","-81,530,000","-77,471,000","-73,812,000","-69,401,000","-66,238,000","-63,414,000","-63,397,000","-60,341,000","-57,477,000","-53,204,000","-50,911,000","-48,411,000","-43,027,000","-40,991,000","-39,003,000","-37,302,000","-35,311,000","-33,187,000","-31,207,000","-29,285,000","-27,409,000","-25,589,000","-23,651,000","-21,760,000","-19,885,000","-17,946,000","-14,139,000"
		GoodwillAndOtherIntangibleAssets,"2,420,747,000","2,450,836,000","1,657,520,000","1,549,441,000","1,130,276,000","1,147,251,000","1,091,779,000","1,072,800,000","1,077,080,000","1,103,018,000","1,104,308,000","1,119,166,000","1,069,514,000","1,011,145,000","1,022,941,000","1,020,479,000","955,306,000","957,288,000","962,632,000","965,237,000","965,109,000","959,812,000","976,772,000","983,868,000","1,008,446,000","926,629,000","979,998,000","905,507,000","915,294,000","920,443,000","875,241,000","878,953,000","884,664,000","891,112,000","874,594,000","813,652,000","819,497,000","825,682,000","818,544,000","831,011,000","843,228,000","781,347,000","751,736,000","831,963,000","843,831,000","855,558,000","866,755,000","879,818,000","892,739,000","905,500,000","918,597,000","931,694,000","957,460,000"
			Goodwill,"1,412,187,000","1,409,674,000","1,174,315,000","1,109,908,000","849,294,000","855,228,000","815,624,000","796,169,000","793,576,000","805,284,000","811,914,000","817,392,000","828,403,000","764,655,000","769,168,000","758,072,000","724,206,000","721,523,000","720,059,000","716,820,000","710,090,000","704,640,000","711,794,000","716,845,000","723,443,000","669,719,000","668,122,000","639,002,000","635,565,000","635,565,000","607,763,000","607,763,000","607,185,000","608,287,000","589,599,000","551,242,000","552,943,000","552,943,000","547,893,000","547,968,000","547,782,000","547,473,000","527,136,000","527,136,000","527,148,000","527,148,000","525,875,000","525,875,000","525,875,000","525,875,000","525,875,000","525,875,000","525,875,000"
			OtherIntangibleAssets,"1,008,560,000","1,041,162,000","483,205,000","439,533,000","280,982,000","292,023,000","276,155,000","276,631,000","283,504,000","297,734,000","292,394,000","301,774,000","241,111,000","246,490,000","253,773,000","262,407,000","231,100,000","235,765,000","242,573,000","248,417,000","255,019,000","255,172,000","264,978,000","267,023,000","285,003,000","256,910,000","311,876,000","266,505,000","279,729,000","284,878,000","267,478,000","271,190,000","277,479,000","282,825,000","284,995,000","262,410,000","266,554,000","272,739,000","270,651,000","283,043,000","295,446,000","233,874,000","224,600,000","304,827,000","316,683,000","328,410,000","340,880,000","353,943,000","366,864,000","379,625,000","392,722,000","405,819,000","431,585,000"
		NonCurrentDeferredAssets,"11,779,000","15,740,000","3,813,000","2,246,000","1,360,000","1,497,000","3,596,000","2,129,000","4,074,000","2,933,000","3,217,000","3,391,000","4,385,000","163,000","1,207,000","1,633,000","3,466,000","3,238,000","4,310,000","4,261,000","3,915,000","3,337,000","9,298,000","24,421,000","36,713,000","19,638,000","24,060,000","44,254,000","51,095,000","62,752,000","67,187,000","79,939,000","92,844,000","105,155,000","121,621,000","141,143,000","140,538,000","150,741,000","196,173,000","215,978,000","217,923,000","230,822,000","4,145,000","4,640,000","5,320,000","5,822,000","7,020,000","7,589,000","8,151,000","13,070,000","13,924,000","14,777,000","16,885,000"
			NonCurrentDeferredTaxesAssets,"11,779,000","15,740,000","3,813,000","2,246,000","1,360,000","1,497,000","3,596,000","2,129,000","4,074,000","2,933,000","3,217,000","3,391,000","4,385,000","163,000","1,207,000","1,633,000","3,466,000","3,238,000","4,310,000","4,261,000","3,915,000","3,337,000","9,298,000","24,421,000","36,713,000","6,673,000","10,640,000","30,700,000","36,093,000","46,509,000","50,105,000","61,391,000","73,540,000","85,104,000","100,804,000","119,860,000","127,883,000","136,754,000","181,595,000","200,900,000","207,784,000","227,363,000",,,,,,,,,,,
		OtherNonCurrentAssets,,,,,,,,,,"10,963,000",,,,"15,308,000","25,206,000","23,294,000","19,828,000","10,502,000","5,225,000","3,196,000","2,157,000","2,233,000","3,506,000","2,948,000","4,459,000","964,000","1,033,000","41,000","71,000","48,000","155,000","58,000","514,000","1,369,000","68,000","22,000","22,000","153,000","116,000","44,000","220,000","72,975,000","68,310,000","116,000","259,000","697,000","527,000","73,000","135,000","282,000","70,000","89,000","198,000"
TotalLiabilitiesNetMinorityInterest,"2,771,410,000","2,605,643,000","2,273,449,000","2,013,743,000","1,834,315,000","1,779,012,000","1,680,634,000","1,609,331,000","1,570,486,000","1,571,591,000","1,598,342,000","1,592,981,000","1,606,410,000","1,604,049,000","1,574,141,000","1,538,985,000","1,452,870,000","1,416,204,000","1,485,928,000","1,421,765,000","1,413,303,000","1,427,434,000","1,418,386,000","1,430,512,000","1,423,991,000","1,326,945,000","1,348,307,000","1,351,577,000","1,339,679,000","1,392,743,000","1,385,987,000","1,420,606,000","1,459,525,000","1,481,134,000","1,475,715,000","1,469,426,000","1,076,132,000","1,140,219,000","1,073,635,000","1,087,169,000","770,944,000","783,904,000","758,515,000","749,695,000","775,543,000","768,816,000","858,292,000","838,225,000","819,105,000","2,080,057,000","2,107,218,000","2,083,339,000","2,136,408,000"
	CurrentLiabilities,"1,253,158,000","1,155,907,000","1,018,014,000","836,249,000","710,265,000","641,524,000","556,258,000","486,720,000","483,016,000","497,064,000","476,016,000","480,363,000","515,979,000","560,706,000","553,113,000","480,049,000","412,637,000","388,872,000","458,743,000","310,322,000","315,900,000","341,939,000","333,579,000","324,041,000","302,470,000","213,224,000","224,986,000","246,002,000","234,597,000","240,522,000","229,476,000","214,049,000","233,390,000","250,845,000","240,896,000","244,527,000","258,131,000","294,859,000","156,818,000","167,427,000","167,241,000","165,390,000","99,543,000","90,936,000","119,422,000","86,685,000","103,883,000","85,974,000","68,965,000","131,971,000","126,765,000","119,471,000","127,981,000"
		PayablesAndAccruedExpenses,"1,163,884,000","1,077,942,000","951,599,000","808,256,000","679,678,000","598,095,000","508,037,000","431,345,000","428,877,000","428,736,000","406,477,000","420,876,000","468,535,000","513,146,000","465,469,000","454,682,000","379,630,000","366,698,000","327,835,000","280,467,000","273,307,000","295,776,000","259,350,000","277,495,000","257,440,000","203,973,000","220,203,000","242,602,000","230,988,000","234,606,000","223,658,000","207,104,000","205,699,000","222,081,000","207,559,000","209,988,000","212,501,000","193,490,000","131,697,000","135,272,000","141,478,000","128,077,000","90,369,000","84,122,000","94,691,000","79,852,000","97,493,000","79,933,000","63,286,000","85,965,000","114,590,000","114,721,000","113,417,000"
			Payables,"697,486,000","674,208,000","611,181,000","526,375,000","387,933,000","330,247,000","272,745,000","230,229,000","266,917,000","261,977,000","241,290,000","259,696,000","290,871,000","328,091,000","287,718,000","274,234,000","228,070,000","233,639,000","190,207,000","163,359,000","159,448,000","181,519,000","145,894,000","166,693,000","148,357,000","108,332,000","123,186,000","149,445,000","135,099,000","132,248,000","131,445,000","116,149,000","115,882,000","111,710,000","104,184,000","114,662,000","118,356,000","98,500,000","57,996,000","75,391,000","91,097,000","81,053,000","41,179,000","44,736,000","52,212,000","41,809,000","61,487,000","42,985,000","27,739,000","33,639,000","63,946,000","46,401,000","54,525,000"
				AccountsPayable,"697,486,000","674,208,000","611,181,000","526,375,000","387,933,000","330,247,000","272,745,000","230,229,000","266,917,000","261,977,000","241,290,000","259,696,000","290,871,000","328,091,000","287,718,000","274,234,000","228,070,000","233,639,000","190,207,000","163,359,000","159,448,000","181,519,000","145,894,000","166,693,000","148,357,000","108,332,000","123,186,000","149,445,000","135,099,000","132,248,000","131,445,000","116,149,000","113,744,000","109,238,000","101,707,000","112,155,000","117,134,000","94,543,000","57,996,000","75,391,000","91,097,000","81,053,000","41,179,000","44,736,000","52,212,000","41,809,000","61,487,000","42,985,000","27,739,000","33,639,000","63,946,000","46,401,000","54,525,000"
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,138,000","2,472,000","2,477,000","2,507,000","1,222,000","3,957,000",,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"466,398,000","403,734,000","340,418,000","281,881,000","291,745,000","267,848,000","235,292,000","201,116,000","161,960,000","166,759,000","165,187,000","161,180,000","177,664,000","185,055,000","177,751,000","180,448,000","151,560,000","133,059,000","137,628,000","117,108,000","113,859,000","114,257,000","113,456,000","110,802,000","109,083,000","95,641,000","97,017,000","93,157,000","95,889,000","102,358,000","92,213,000","90,955,000","89,817,000","110,371,000","103,375,000","95,326,000","94,145,000","94,990,000","73,701,000","59,881,000","50,381,000","47,024,000","49,190,000","39,386,000","42,479,000","38,043,000","36,006,000","36,948,000","35,547,000","52,326,000","50,644,000","68,320,000","58,892,000"
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,524,000","10,907,000","11,434,000","5,110,000","14,060,000","15,809,000","15,233,000","5,777,000","2,263,000","3,119,000","4,791,000","4,795,000",,"5,018,000","3,538,000","5,063,000","5,075,000","17,062,000","10,564,000",,"25,228,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,121,000","12,405,000","11,700,000","14,439,000","9,174,000","6,814,000",,"6,833,000","6,390,000","6,041,000","5,679,000","6,930,000","5,050,000",,"5,064,000"
		CurrentDebtAndCapitalLeaseObligation,"89,274,000","77,965,000","66,415,000","27,993,000","30,587,000","43,429,000","48,221,000","55,375,000","54,139,000","68,328,000","69,539,000","59,487,000","47,444,000","47,560,000","87,644,000","25,367,000","33,007,000","22,174,000","130,908,000","29,855,000","42,593,000","46,163,000","74,229,000","46,546,000","45,030,000","9,251,000","4,783,000","3,400,000","3,609,000","5,916,000","5,818,000","6,945,000","19,547,000","22,046,000","30,193,000","33,047,000","42,532,000","94,800,000","9,000,000","19,750,000","14,063,000","22,874,000",,,"24,731,000",,,,,"39,076,000","7,125,000","4,750,000","9,500,000"
			CurrentDebt,"86,287,000","73,756,000","63,437,000","25,543,000","28,290,000","41,118,000","46,113,000","53,353,000","52,272,000","59,267,000","69,539,000","59,487,000","47,444,000","47,560,000","87,644,000","25,367,000","33,007,000","22,174,000","130,908,000","29,855,000","42,593,000","46,163,000","74,229,000","46,546,000","45,030,000","9,251,000","4,783,000","3,400,000","3,609,000","5,916,000","5,818,000","6,945,000","19,547,000","22,046,000","30,193,000","33,047,000","42,532,000","94,800,000","9,000,000","19,750,000","14,063,000","22,874,000",,,"24,731,000",,,,,"39,076,000","7,125,000","4,750,000","9,500,000"
