name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
		NetCommonStockIssuance,,,"0","0","0","0","0","0","0","281,750,000","0","0","0","0","-7,533,000"
			CommonStockIssuance,,,"0","0","0","0","0","0","0","281,750,000",,,"0","0",
			CommonStockPayments,,,,,,,,,,,"0",,,,"-7,533,000"
		NetPreferredStockIssuance,,,,,,,,,,,"0",,,,"-38,000"
			PreferredStockIssuance,,,,,,,,,,,"0",,,,"-38,000"
		ProceedsFromStockOptionExercised,"16,618,000","2,235,000","5,427,000","3,356,000","5,600,000","13,479,000","11,234,000","27,191,000","562,000","1,644,000","1,091,000","677,000","685,000","587,000","3,490,000"
		NetOtherFinancingCharges,,,,,,,"-49,000","-618,000","-9,469,000","-20,609,000",,,,,
EndCashPosition,"244,061,000","244,061,000","346,054,000","473,896,000","505,252,000","404,751,000","115,005,000","163,499,000","302,706,000","311,586,000","29,329,000","33,838,000","60,766,000","37,930,000","38,656,000"
	ChangesInCash,"-160,690,000","-101,993,000","-127,842,000","-31,356,000","100,501,000","289,746,000","-48,494,000","-139,207,000","-8,880,000","282,257,000","-4,509,000","-26,928,000","22,836,000","-726,000","-31,238,000"
	BeginningCashPosition,"404,751,000","346,054,000","473,896,000","505,252,000","404,751,000","115,005,000","163,499,000","302,706,000","311,586,000","29,329,000","33,838,000","60,766,000","37,930,000","38,656,000","69,894,000"
InterestPaidSupplementalData,,,,,,,"5,165,000","10,000","27,000","49,000","69,000","95,000","117,000","133,000","149,000"
CapitalExpenditure,"-68,033,000","-19,225,000","-19,723,000","-12,721,000","-16,364,000","-14,808,000","-12,213,000","-11,940,000","-19,096,000","-20,458,000","-16,790,000","-16,929,000","-14,373,000","-6,319,000","-3,626,000"
IssuanceOfCapitalStock,,,"0","0","0","0","0","0","0","281,750,000","0","0","0","0","-38,000"
IssuanceOfDebt,,,"0","0",,,"0","0",,,,,,,
RepaymentOfDebt,"-50,000","-13,000","-8,000","-14,000","-15,000","-14,000","-14,000","-1,115,000","-1,118,000","-1,111,000","-1,114,000","-1,102,000","-1,100,000","-1,100,000","-1,100,000"
RepurchaseOfCapitalStock,,,,,,,,,,,"0",,,,"-7,533,000"
FreeCashFlow,"-233,767,000","-74,309,000","-92,957,000","-41,124,000","-25,377,000","7,276,000","-10,604,000","-7,822,000","-16,501,000","-33,158,000","-24,366,000","-26,630,000","-17,343,000","-17,746,000","-10,678,000"
