name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,12/31/2011
		AdditionalPaidInCapital,"711,842,000","711,474,000","695,374,000","681,964,000","685,253,000","680,360,000","674,108,000","670,513,000","667,333,000","673,893,000","671,234,000","669,482,000","664,141,000","663,834,000","660,231,000","653,714,000","647,286,000","641,324,000","637,837,000","634,616,000","624,671,000","621,343,000","618,449,000","616,149,000","632,775,000","624,765,000","623,044,000","621,497,000","639,114,000","655,471,000","655,108,000","654,542,000","672,312,000","689,394,000","688,927,000","686,445,000","457,242,000","456,923,000","457,328,000","956,456,000"
		RetainedEarnings,"-124,274,000","-115,287,000","-186,825,000","-288,922,000","-416,684,000","-371,800,000","-326,264,000","-247,027,000","-115,998,000","-59,479,000","-35,296,000","-133,324,000","-185,975,000","-148,955,000","-137,902,000","-233,890,000","-256,587,000","-194,837,000","-174,396,000","-229,440,000","-53,590,000","7,518,000","19,415,000","-37,610,000","-55,369,000","46,460,000","57,472,000","-22,367,000","-28,176,000","33,516,000","58,962,000","-4,104,000","-41,440,000","7,991,000","39,265,000","-62,862,000","-47,008,000","-6,648,000","2,151,000","-84,092,000"
		TreasuryStock,"740,963,000","631,058,000","498,026,000","415,309,000","415,309,000","415,309,000","415,309,000","415,309,000","415,309,000","402,903,000","402,903,000","402,903,000","252,903,000","252,903,000","154,871,000","154,871,000","154,871,000","154,871,000","154,871,000","154,871,000","154,871,000","154,871,000","154,871,000","154,871,000","154,871,000","154,871,000","124,871,000","109,871,000","109,871,000","109,871,000","94,871,000","94,869,000","44,163,000","44,163,000",,,,,,
		GainsLossesNotAffectingRetainedEarnings,,,,,,"0","0","0","-855,000","-1,559,000","-2,272,000","-2,646,000","220,000","2,284,000","4,946,000","3,797,000","1,321,000","-5,076,000","-9,990,000","-11,996,000","-11,290,000","-13,694,000","-25,369,000","-26,858,000","-22,387,000","-13,137,000","-15,843,000","-5,103,000","-1,356,000","-483,000","18,000","-1,069,000","-197,000","11,000","199,000","1,326,000","-960,000","-1,254,000","-1,172,000",
			OtherEquityAdjustments,,,,,,,,,,,,,,,"4,946,000","3,797,000","1,321,000","-5,076,000","-9,990,000","-11,996,000","-11,290,000","-13,694,000","-25,369,000","-26,858,000","-22,387,000","-13,137,000","-15,843,000","-5,103,000","-1,356,000","-483,000",,"-1,069,000","-197,000","11,000","199,000","1,326,000","-960,000","-1,254,000","-1,172,000",
TotalCapitalization,"1,950,930,000","2,070,919,000","2,117,843,000","2,101,394,000","2,029,186,000","2,071,334,000","2,113,028,000","2,015,703,000","1,927,005,000","1,693,511,000","1,717,375,000","1,620,248,000","1,718,122,000","1,759,873,000","1,862,625,000","1,763,747,000","1,736,917,000","1,791,075,000","1,807,840,000","1,752,351,000","1,923,694,000","1,992,284,000","1,998,798,000","1,940,865,000","1,947,068,000","2,053,013,000","2,122,014,000","2,069,424,000","2,087,048,000","2,168,938,000","2,212,486,000","2,177,839,000","2,212,209,000","2,281,315,000","2,358,776,000","2,257,634,000","2,208,722,000","2,252,492,000","2,264,745,000","2,237,854,000"
CommonStockEquity,"-152,437,000","-33,916,000","11,477,000","-21,314,000","-145,792,000","-105,803,000","-66,521,000","9,121,000","136,114,000","210,892,000","231,703,000","131,548,000","226,420,000","265,194,000","373,336,000","269,681,000","238,078,000","287,466,000","299,506,000","239,234,000","405,839,000","461,215,000","458,543,000","397,728,000","401,052,000","504,120,000","540,705,000","485,059,000","500,613,000","579,535,000","620,117,000","555,400,000","587,411,000","654,132,000","729,287,000","625,805,000","410,102,000","449,848,000","458,410,000","872,467,000"
CapitalLeaseObligations,"122,048,000","119,941,000","120,619,000","121,461,000","122,290,000","123,901,000","124,894,000","125,927,000","127,002,000","128,235,000","129,204,000","131,204,000","132,237,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-375,715,000","-257,194,000","-211,801,000","-244,592,000","-369,070,000","-329,081,000","-289,799,000","-214,157,000","-87,690,000","-12,912,000","7,655,000","-92,862,000","2,047,000","26,453,000","134,065,000","29,856,000","-2,318,000","46,490,000","57,540,000","-3,927,000","-107,848,000","-53,667,000","-57,534,000","-119,545,000","-117,415,000","-15,543,000","19,967,000","-36,874,000","-22,515,000","55,212,000","94,599,000","30,648,000","61,554,000","127,171,000","201,221,000","96,635,000","-120,156,000","-81,490,000","-73,507,000","337,311,000"
WorkingCapital,"65,929,000","195,430,000","274,163,000","243,682,000","160,959,000","190,316,000","211,487,000","92,390,000","-33,028,000","-233,511,000","-192,554,000","-327,939,000","-251,893,000","-164,104,000","-57,261,000","-204,908,000","-235,291,000","-134,695,000","-110,271,000","-225,744,000","-231,791,000","-109,920,000","-84,449,000","-247,060,000","-249,699,000","-120,257,000","-23,000,000","-154,969,000","-178,248,000","-78,881,000","-26,582,000","-139,199,000","-114,289,000","-9,635,000","44,596,000","-131,943,000","-162,789,000","-87,648,000","-51,294,000","-113,381,000"
InvestedCapital,"1,962,930,000","2,082,919,000","2,129,843,000","2,166,899,000","2,044,691,000","2,086,839,000","2,128,533,000","2,031,208,000","1,942,510,000","1,759,016,000","1,782,880,000","1,780,753,000","1,798,627,000","1,805,378,000","1,886,332,000","1,787,454,000","1,815,624,000","1,829,782,000","1,831,547,000","1,816,058,000","2,015,194,000","2,043,997,000","2,015,648,000","2,022,715,000","2,038,918,000","2,084,863,000","2,138,864,000","2,086,274,000","2,131,098,000","2,182,988,000","2,226,536,000","2,191,889,000","2,226,259,000","2,295,365,000","2,372,826,000","2,274,684,000","2,263,052,000","2,276,822,000","2,286,075,000","2,290,354,000"
TangibleBookValue,"-375,715,000","-257,194,000","-211,801,000","-244,592,000","-369,070,000","-329,081,000","-289,799,000","-214,157,000","-87,690,000","-12,912,000","7,655,000","-92,862,000","2,047,000","26,453,000","134,065,000","29,856,000","-2,318,000","46,490,000","57,540,000","-3,927,000","-107,848,000","-53,667,000","-57,534,000","-119,545,000","-117,415,000","-15,543,000","19,967,000","-36,874,000","-22,515,000","55,212,000","94,599,000","30,648,000","61,554,000","127,171,000","201,221,000","96,635,000","-120,156,000","-81,490,000","-73,507,000","337,311,000"
TotalDebt,"2,237,415,000","2,236,776,000","2,238,985,000","2,309,674,000","2,312,773,000","2,316,543,000","2,319,948,000","2,148,014,000","1,933,398,000","1,676,359,000","1,680,381,000","1,780,409,000","1,704,444,000","1,540,184,000","1,512,996,000","1,517,773,000","1,577,546,000","1,542,316,000","1,532,041,000","1,576,824,000","1,609,355,000","1,582,782,000","1,557,105,000","1,624,987,000","1,637,866,000","1,580,743,000","1,598,159,000","1,601,215,000","1,630,485,000","1,603,453,000","1,606,419,000","1,636,489,000","1,638,848,000","1,641,233,000","1,643,539,000","1,648,879,000","1,852,950,000","1,826,974,000","1,827,665,000","1,417,887,000"
NetDebt,"1,735,359,000","1,673,128,000","1,564,796,000","1,572,422,000","1,759,916,000","1,758,733,000","1,706,638,000","1,646,404,000","1,613,636,000","1,508,178,000","1,500,260,000","1,605,604,000","1,520,347,000","1,506,111,000","1,387,327,000","1,484,321,000","1,538,203,000","1,509,138,000","1,479,699,000","1,542,990,000","1,576,138,000","1,513,824,000","1,501,298,000","1,595,753,000","1,596,374,000","1,561,772,000","1,478,508,000","1,548,284,000","1,587,116,000","1,559,547,000","1,491,227,000","1,573,483,000","1,577,608,000","1,524,392,000","1,433,023,000","1,554,943,000","1,793,583,000","1,781,299,000","1,684,822,000","1,351,224,000"
ShareIssued,"95,838,033","95,541,992","95,419,927","95,380,481","94,858,445","94,652,248","94,433,197","94,408,378","94,345,017","94,044,203","94,012,743","93,884,971","93,748,617","93,400,929","93,234,871","93,060,175","92,889,547","92,637,403","92,550,001","92,521,688","91,948,412","91,861,054","91,849,408","91,792,095","90,375,377","90,320,374","90,305,888","90,303,587","90,204,351","90,191,100","89,981,272","89,958,264","89,920,890","89,900,453","89,626,525","89,603,759","92,737,008","92,737,008","92,737,008","92,737,008"
OrdinarySharesNumber,"74,349,564","75,588,950","77,625,681","79,120,233","78,598,197","78,392,000","78,172,949","78,148,130","78,084,769","78,253,740","78,222,280","78,094,508","83,574,028","83,226,340","86,715,098","86,540,402","86,369,774","86,117,630","86,030,228","86,001,915","85,428,639","85,341,281","85,329,635","85,272,322","83,855,604","83,800,601","85,363,950","86,197,617","86,098,381","86,085,130","86,731,272","86,708,264","88,420,890","88,400,453","89,626,525","89,603,759","92,737,008","92,737,008","92,737,008","92,737,008"
TreasurySharesNumber,"21,488,469","19,953,042","17,794,246","16,260,248","16,260,248","16,260,248","16,260,248","16,260,248","16,260,248","15,790,463","15,790,463","15,790,463","10,174,589","10,174,589","6,519,773","6,519,773","6,519,773","6,519,773","6,519,773","6,519,773","6,519,773","6,519,773","6,519,773","6,519,773","6,519,773","6,519,773","4,941,938","4,105,970","4,105,970","4,105,970","3,250,000","3,250,000","1,500,000","1,500,000",,,,,,
