name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,796,000","1,899,000","5,122,000","3,845,000","32,846,000","13,204,000","61,817,000","19,133,000","58,641,000","40,984,000","83,493,000","130,499,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,796,000","1,899,000","5,122,000","3,845,000","32,846,000","13,204,000","61,817,000","19,133,000","58,641,000","40,984,000","83,493,000","130,499,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"333,672,000","333,885,000","354,682,000","327,562,000","281,658,000","294,992,000","284,947,000","315,823,000","287,556,000","282,741,000","659,347,000","290,254,000","248,359,000","254,892,000","258,341,000","268,226,000","223,746,000","215,336,000","218,049,000","235,717,000","212,336,000","184,107,000","195,179,000","199,299,000","178,935,000","172,922,000","163,038,000","154,460,000","143,197,000","142,719,000","123,746,000","133,237,000","138,989,000","125,151,000","97,504,000","98,453,000","94,632,000","101,617,000","103,794,000","110,538,000","115,519,000","111,879,000","104,339,000","100,251,000","95,523,000","96,951,000","88,821,000","92,999,000","93,565,000","99,309,000","99,367,000","104,970,000","97,068,000","94,282,000","100,283,000","97,172,000","94,206,000","81,158,000","87,567,000","82,006,000","83,257,000","77,355,000","51,466,000","55,449,000","52,986,000","36,402,000","32,904,000","31,493,000","29,004,000","26,586,000","24,308,000","23,687,000","28,899,000","22,854,000","25,222,000","19,623,000","18,912,000","9,748,000","12,311,000","11,413,000","10,913,000","8,325,000","10,355,000"
		RestrictedCash,"135,293,000","108,830,000","108,302,000","113,989,000","91,381,000","143,059,000","164,633,000","99,521,000","104,244,000","121,964,000","124,845,000","77,607,000","82,716,000","86,725,000","77,470,000","71,865,000","78,959,000","73,045,000","84,794,000","74,720,000","59,046,000","68,836,000","70,755,000","70,502,000","63,372,000","72,764,000","67,190,000","66,011,000","56,694,000","28,090,000","55,580,000","46,986,000","50,829,000","61,155,000","48,054,000","59,482,000","68,519,000","73,676,000","64,600,000","64,328,000","60,873,000","67,138,000","388,068,000","49,221,000","46,533,000","52,257,000","51,497,000","37,324,000","37,919,000","46,797,000","42,768,000","43,176,000","34,125,000","36,322,000","73,739,000","24,474,000","24,900,000","44,438,000","74,771,000","77,576,000","88,963,000","212,938,000","8,737,000","3,897,000","5,330,000","5,179,000","5,962,000","5,841,000","9,104,000","9,213,000","10,614,000","12,044,000","15,165,000",,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"213,398,000","204,858,000","193,324,000","205,866,000","174,271,000","194,141,000","168,118,000","188,533,000","209,926,000","201,874,000","203,986,000","205,746,000","172,287,000","173,211,000","170,451,000","168,939,000","113,978,000","112,969,000","120,545,000","112,304,000","73,983,000","75,737,000","75,563,000","75,330,000","96,068,000","109,891,000","160,068,000","147,770,000","241,486,000","239,819,000","194,638,000","191,984,000","199,316,000","150,292,000","275,692,000","143,024,000","58,612,000","41,419,000","42,434,000","46,612,000","25,657,000","30,737,000","27,869,000","23,122,000","62,832,000","67,786,000","65,438,000","57,681,000","74,748,000","19,758,000","19,674,000","18,723,000","32,341,000","32,649,000","32,010,000","23,254,000","16,649,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"213,398,000","204,858,000","193,324,000","205,866,000","174,271,000","194,141,000","168,118,000","188,533,000","209,926,000","201,874,000","203,986,000","205,746,000","172,287,000","173,211,000","170,451,000","168,939,000","113,978,000","112,969,000","120,545,000","112,304,000","73,983,000","75,737,000","75,563,000","75,330,000","87,170,000","105,330,000","147,085,000","147,770,000","241,486,000","239,819,000","194,638,000","191,984,000","199,316,000","150,292,000","275,692,000","143,024,000","58,612,000","41,419,000","42,434,000","46,612,000","25,657,000","30,737,000","27,869,000","23,122,000","62,832,000","67,786,000","65,438,000","57,681,000","74,748,000","19,758,000","19,674,000","18,723,000","32,341,000","32,649,000","32,010,000","23,254,000","16,649,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,504,000","13,667,000","1,415,000","26,201,000","29,589,000","558,000","6,255,000","16,295,000","5,671,000","12,140,000",,,"11,238,000","20,529,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"543,400,000","371,656,000","475,548,000","321,346,000","318,719,000","293,321,000","285,220,000","267,996,000","289,672,000","276,319,000","264,279,000","237,796,000","357,370,000","245,611,000","268,648,000","265,268,000","263,988,000","227,421,000","201,864,000","199,390,000","201,111,000","179,656,000","213,082,000","230,805,000","212,724,000","220,956,000","145,168,000","104,193,000","103,230,000","84,401,000","83,606,000","84,691,000","74,314,000","67,452,000","56,754,000","58,057,000","56,309,000","52,695,000","89,967,000","89,510,000","76,265,000","73,002,000","113,573,000","50,756,000","70,871,000","47,871,000","44,217,000","44,880,000","40,486,000","48,873,000","49,930,000","47,550,000","153,925,000","515,923,000","292,737,000","482,791,000","402,950,000","358,246,000","366,699,000","306,726,000","187,108,000","549,419,000","18,603,000","19,501,000","20,706,000","16,327,000","55,529,000","46,476,000","21,732,000","15,583,000","41,539,000","35,655,000","33,705,000","41,360,000","35,643,000","-185,857,000","9,470,000","8,415,000","8,977,000","10,777,000","9,460,000","8,493,000","7,289,000"
	TotalNonCurrentAssets,"11,809,605,000","11,991,126,000","9,654,932,000","9,571,463,000","9,342,437,000","9,193,512,000","8,575,701,000","8,510,979,000","8,416,677,000","8,662,732,000","7,982,107,000","7,833,918,000","7,696,148,000","6,702,583,000","6,598,802,000","6,428,747,000","6,153,142,000","6,031,303,000","5,847,280,000","5,781,882,000","5,681,652,000","5,657,137,000","5,721,293,000","5,676,491,000","5,748,239,000","5,712,720,000","5,575,817,000","4,117,303,000","4,031,781,000","4,122,601,000","4,068,917,000","4,133,300,000","4,081,121,000","4,118,602,000","3,618,375,000","3,549,063,000","3,654,807,000","3,724,992,000","3,731,502,000","3,747,697,000","3,757,852,000","3,669,096,000","3,189,192,000","2,903,678,000","2,823,865,000","2,860,698,000","2,897,476,000","2,877,946,000","2,970,211,000","2,772,681,000","2,842,278,000","2,861,168,000","2,753,387,000","2,810,881,000","4,241,035,000","4,220,536,000","4,084,279,000","3,881,743,000","3,907,372,000","3,824,820,000","3,811,127,000","3,732,618,000","1,721,105,000","1,658,705,000","1,601,280,000","1,522,725,000","1,473,716,000","1,440,984,000","1,417,138,000","1,407,941,000","1,331,946,000","1,385,121,000","1,376,975,000","1,374,499,000","1,359,489,000","1,192,895,000","972,880,000","978,936,000","981,014,000","999,146,000","988,766,000","998,607,000","937,025,000"
		NetPPE,"1,823,126,000","1,862,469,000","1,695,981,000","1,743,554,000","1,775,030,000","1,835,361,000","1,876,325,000","1,888,277,000","1,798,662,000","1,834,172,000","1,762,341,000","1,695,706,000","1,669,131,000","721,692,000","702,428,000","705,469,000","633,666,000","617,739,000","574,266,000","556,480,000","551,633,000","560,756,000","550,779,000","533,575,000","528,350,000","529,823,000","503,666,000","484,032,000","479,751,000","497,926,000","455,859,000","455,322,000","446,660,000","458,596,000","394,263,000","369,697,000","362,421,000","379,176,000","334,860,000","299,310,000","287,548,000","295,488,000","249,889,000","216,584,000","193,367,000","188,397,000","154,157,000","153,104,000","315,256,000","339,139,000","179,852,000","185,915,000","350,537,000","207,976,000","217,346,000","229,661,000","229,056,000","216,214,000","194,308,000","184,128,000","177,592,000","180,546,000","153,781,000","156,998,000","152,915,000","137,655,000","133,439,000","133,729,000","134,576,000","137,703,000","128,076,000","123,384,000","117,340,000","113,569,000","110,705,000","68,959,000","66,706,000","66,634,000","62,896,000","64,928,000","65,814,000","68,451,000","68,108,000"
			GrossPPE,"3,154,125,000","3,150,978,000","1,695,981,000","1,743,554,000","1,775,030,000","2,910,248,000","1,876,325,000","1,888,277,000","1,798,662,000","2,905,070,000","1,762,341,000","1,695,706,000","1,669,131,000","1,629,719,000",,,,"1,376,430,000",,,,"1,285,201,000",,,,"1,144,788,000",,,,"1,017,042,000",,,,"942,186,000",,,,"806,804,000","465,369,000","491,491,000","487,448,000","671,584,000",,,,"528,417,000",,,,"639,091,000","716,392,000",,,"472,020,000","464,224,000","476,539,000","475,934,000","463,092,000","401,716,000","391,536,000","385,000,000","387,954,000","319,402,000","322,619,000","318,536,000","303,276,000","274,059,000","274,349,000","275,196,000","278,323,000","238,225,000","233,533,000","227,489,000","113,569,000","110,705,000","68,959,000","66,706,000","66,634,000","62,896,000","64,928,000","65,814,000","68,451,000","68,108,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","465,369,000","491,491,000","487,448,000","0",,,,"0",,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,278,000",,,,"108,187,000",,,,"93,375,000",,,,"71,566,000",,,,"69,125,000",,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"1,361,799,000",,,,"1,218,370,000",,,,"1,356,055,000",,,,"1,156,767,000",,,,"960,483,000",,,,"942,261,000",,,,"832,340,000",,,,"733,824,000",,,,"693,827,000",,,,"580,467,000",,,,"479,354,000",,,,"395,108,000",,,,"142,352,000",,,,"349,742,000",,,,"354,905,000",,,,"294,579,000",,,,"231,710,000",,,,"209,198,000",,,,,,,,,,,,,
				OtherProperties,"3,154,125,000","1,046,377,000","1,695,981,000","1,743,554,000","1,775,030,000","1,020,352,000","1,876,325,000","1,888,277,000","1,798,662,000","997,966,000","1,762,341,000","1,695,706,000","1,669,131,000",,,,,,"574,266,000",,,,,,,,,,,,,,,"10,697,000",,,,,,,,,,,,,,,,"496,739,000",,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"120,031,000",,,,"117,274,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"622,771,000",,,,"554,252,000",,,,"551,049,000",,,,"472,952,000",,,,"415,947,000",,,,"342,940,000",,,,"312,448,000",,,,"283,218,000",,,,"248,359,000",,,,"226,337,000",,,,"192,230,000",,,,"133,309,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-1,330,999,000","-1,288,509,000",,,,"-1,074,887,000",,,,"-1,070,898,000",,,,"-908,027,000",,,,"-758,691,000",,,,"-724,445,000",,,,"-614,965,000",,,,"-519,116,000",,,,"-483,590,000",,,,"-427,628,000",,,,"-376,096,000",,,,"-340,020,000",,,,"-299,952,000",,,,"-264,044,000","-246,878,000","-246,878,000","-246,878,000","-246,878,000","-207,408,000","-207,408,000","-207,408,000","-207,408,000","-165,621,000","-165,621,000","-165,621,000","-165,621,000","-140,620,000","-140,620,000","-140,620,000","-140,620,000","-110,149,000","-110,149,000","-110,149,000",,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"7,315,630,000","7,404,602,000","5,220,389,000","5,237,277,000","5,175,162,000","5,189,522,000","5,078,186,000","5,026,341,000","5,013,544,000","5,133,039,000","4,952,930,000","4,995,070,000","5,002,528,000","5,093,617,000","5,046,567,000","4,855,453,000","4,677,134,000","4,653,852,000","4,535,907,000","4,494,737,000","4,422,847,000","4,392,431,000","4,459,915,000","4,457,264,000","4,550,202,000","4,536,466,000","4,524,165,000","3,119,921,000","3,056,026,000","3,136,181,000","3,130,309,000","3,151,646,000","3,134,877,000","3,131,702,000","2,700,161,000","2,638,549,000","2,646,649,000","2,676,395,000","2,615,027,000","2,600,819,000","2,634,216,000","2,622,732,000","2,096,422,000","1,741,483,000","1,674,608,000","1,656,656,000","1,648,591,000","1,600,340,000","1,618,234,000","1,629,276,000","1,629,481,000","1,597,776,000","1,553,752,000","1,563,270,000","2,721,223,000","2,753,416,000","2,692,657,000","2,578,814,000","2,629,034,000","2,600,080,000","2,620,455,000","2,629,425,000","1,075,924,000","1,041,398,000","994,703,000","989,719,000","951,368,000","933,188,000","933,048,000","935,161,000","948,018,000","946,294,000","949,373,000","951,289,000","947,041,000","666,631,000","667,382,000","668,219,000","673,535,000","676,762,000","647,518,000","647,660,000","662,778,000"
			Goodwill,"4,977,082,000","4,995,175,000","3,874,743,000","3,892,134,000","3,804,678,000","3,821,609,000","3,744,269,000","3,695,742,000","3,673,758,000","3,753,493,000","3,627,327,000","3,663,789,000","3,663,882,000","3,652,309,000","3,643,143,000","3,407,169,000","3,278,631,000","3,254,740,000","3,135,208,000","3,095,980,000","3,019,585,000","2,981,392,000","3,045,084,000","3,061,024,000","3,133,866,000","3,085,997,000","2,997,042,000","2,313,819,000","2,267,009,000","2,333,821,000","2,314,943,000","2,334,972,000","2,304,503,000","2,290,474,000","1,899,584,000","1,842,070,000","1,851,945,000","1,889,602,000","1,845,387,000","1,816,040,000","1,838,601,000","1,828,407,000","1,581,760,000","1,407,543,000","1,342,850,000","1,323,801,000","1,316,843,000","1,276,840,000","1,295,498,000","1,306,372,000","1,309,405,000","1,279,439,000","1,243,946,000","1,251,823,000","2,316,717,000","2,351,646,000","2,291,872,000","2,174,710,000","2,220,752,000","2,181,201,000","2,190,797,000","2,188,352,000","969,571,000","934,340,000","886,374,000",,,,,,,,,"819,558,000","793,251,000","577,137,000","577,137,000","577,137,000","581,661,000","583,213,000","611,276,000","609,543,000","629,146,000"
