name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
				OtherCurrentBorrowings,,,"66,000","64,000","104,000","99,000",
			CurrentCapitalLeaseObligation,"5,079,000","4,826,000","5,184,000","4,548,000","4,593,000","282,000",
		CurrentDeferredLiabilities,,"898,000","579,000","586,000","654,000","2,284,000",
			CurrentDeferredRevenue,,"898,000","579,000","586,000","654,000","2,284,000",
		OtherCurrentLiabilities,"1,019,000",,,,,,"442,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"636,696,000","646,553,000","35,480,000","54,912,000","62,874,000","345,020,000","452,383,000"
		LongTermDebtAndCapitalLeaseObligation,"619,868,000","614,725,000","6,961,000","9,152,000","10,148,000","794,000","26,877,000"
			LongTermDebt,"609,766,000","608,957,000","177,000","194,000","223,000","302,000","26,877,000"
			LongTermCapitalLeaseObligation,"10,102,000","5,768,000","6,784,000","8,958,000","9,925,000","492,000",
		NonCurrentDeferredLiabilities,,"0","0","0","0","826,000",
		DerivativeProductLiabilities,"16,399,000","31,230,000","27,753,000","44,825,000","51,753,000","343,400,000","15,412,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,"0","408,854,000"
		OtherNonCurrentLiabilities,"429,000","598,000","766,000","935,000","973,000",,"1,240,000"
TotalEquityGrossMinorityInterest,"123,884,000","197,985,000","539,100,000","547,016,000","567,160,000","148,741,000","-279,238,000"
	StockholdersEquity,"123,884,000","197,985,000","539,100,000","547,016,000","567,160,000","148,741,000","-279,238,000"
		CapitalStock,"37,000","37,000","36,000","35,000","34,000","33,000","0"
			PreferredStock,,"0",,,,"0","0"
			CommonStock,"37,000","37,000","36,000","35,000","34,000","33,000","0"
		AdditionalPaidInCapital,"1,314,742,000","1,257,214,000","1,287,558,000","1,244,228,000","1,227,559,000","733,175,000","15,212,000"
		RetainedEarnings,"-910,820,000","-822,487,000","-748,594,000","-697,254,000","-660,424,000","-584,501,000","-294,430,000"
		TreasuryStock,"275,519,000","235,871,000",,,,"0","0"
		GainsLossesNotAffectingRetainedEarnings,"-4,556,000","-908,000","100,000","7,000","-9,000","34,000","-20,000"
TotalCapitalization,"733,650,000","806,942,000","539,277,000","547,210,000","567,383,000","149,043,000","-252,361,000"
CommonStockEquity,"123,884,000","197,985,000","539,100,000","547,016,000","567,160,000","148,741,000","-279,238,000"
CapitalLeaseObligations,"15,181,000","10,594,000","11,968,000","13,506,000","14,518,000","774,000",
NetTangibleAssets,"118,578,000","192,451,000","533,502,000","546,315,000","566,459,000","148,040,000","-279,939,000"
WorkingCapital,"711,159,000","806,395,000","545,153,000","577,352,000","605,663,000","484,220,000","163,394,000"
InvestedCapital,"733,650,000","806,942,000","539,343,000","547,274,000","567,487,000","149,142,000","-250,412,000"
TangibleBookValue,"118,578,000","192,451,000","533,502,000","546,315,000","566,459,000","148,040,000","-279,939,000"
TotalDebt,"624,947,000","619,551,000","12,211,000","13,764,000","14,845,000","1,175,000","28,826,000"
NetDebt,"450,350,000","278,980,000",,,,,
ShareIssued,"367,067,206","363,165,195","361,397,171","341,601,890","339,694,195","323,936,240","323,936,240"
OrdinarySharesNumber,"351,803,445","347,901,434","361,397,171","341,601,890","339,694,195","323,936,240","323,936,240"
TreasurySharesNumber,"15,263,761","15,263,761",,,,,
