name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
					ChangeInAccountPayable,"2,147,000","1,328,000","-182,000","2,260,000","-1,259,000","-1,230,000","3,628,000","-745,000","-111,000","2,110,000","-3,618,000","3,201,000","-905,000","1,028,000","418,000"
				ChangeInAccruedExpense,"1,927,000","-6,817,000","6,274,000","1,007,000","1,463,000","1,151,000","5,010,000","1,357,000","316,000","-2,927,000","1,249,000","10,000","3,680,000","-1,033,000","2,197,000"
			ChangeInOtherCurrentAssets,"5,756,000","1,221,000","1,075,000","2,061,000","1,399,000","1,264,000","1,385,000","1,335,000","1,323,000","1,299,000","1,132,000","1,494,000","240,000","1,311,000",
			ChangeInOtherCurrentLiabilities,"-1,108,000","489,000","756,000","-889,000","-1,464,000","-1,352,000","-1,420,000","-1,363,000","-1,368,000","-1,266,000","-1,064,000","-1,414,000","-78,000","-1,469,000",
			ChangeInOtherWorkingCapital,"340,000","-7,079,000","9,162,000","-2,160,000","417,000","-8,447,000","64,963,000","-3,285,000","1,405,000","-3,378,000","8,176,000","-3,240,000","4,493,000","-2,714,000","6,323,000"
InvestingCashFlow,"81,401,000","36,304,000","-22,091,000","52,376,000","14,812,000","-61,909,000","-53,238,000","-215,983,000","-24,587,000","-87,913,000","6,377,000","-5,660,000","-38,495,000","-16,077,000","581,000"
	CashFlowFromContinuingInvestingActivities,"81,401,000","36,304,000","-22,091,000","52,376,000","14,812,000","-61,909,000","-53,238,000","-215,983,000","-24,587,000","-87,913,000","6,377,000","-5,660,000","-38,495,000","-16,077,000","581,000"
		NetPPEPurchaseAndSale,"-8,350,000","-1,696,000","-957,000","-2,783,000","-2,914,000","-513,000","-886,000","-325,000","-484,000","-843,000","-157,000","-286,000","-328,000","-1,065,000","-319,000"
			PurchaseOfPPE,"-8,350,000","-1,696,000","-957,000","-2,783,000","-2,914,000","-513,000","-886,000","-325,000","-484,000","-843,000","-157,000","-286,000","-328,000","-1,065,000","-319,000"
		NetBusinessPurchaseAndSale,"-10,127,000","-6,427,000","0","-2,000,000","-1,700,000","15,735,000","0","0","0","-2,869,000","0","0","0","0","0"
			PurchaseOfBusiness,"-10,127,000","-6,427,000","0","-2,000,000","-1,700,000","0","0","0","0","-2,869,000","0","0","0","0","0"
			SaleOfBusiness,"0","0","0","0","0","15,735,000",,,,,,,,,
		NetInvestmentPurchaseAndSale,"99,543,000","44,427,000","-21,134,000","57,159,000","19,091,000","-77,171,000","-52,352,000","-215,658,000","-28,685,000","-84,201,000","5,591,000","-5,374,000","-38,167,000","-15,012,000","900,000"
			PurchaseOfInvestment,"-326,199,000","-55,068,000","-74,293,000","-117,784,000","-79,054,000","-143,671,000","-72,852,000","-269,122,000","-50,585,000","-127,109,000","-13,909,000","-30,774,000","-44,167,000","-21,337,000","0"
			SaleOfInvestment,"425,742,000","99,495,000","53,159,000","174,943,000","98,145,000","66,500,000","20,500,000","53,464,000","21,900,000","42,908,000","19,500,000","25,400,000","6,000,000","6,325,000","900,000"
		DividendsReceivedCFI,"335,000","0","0","0","335,000","40,000","0","0",,,,,,,
FinancingCashFlow,"5,204,000","908,000","1,217,000","1,442,000","1,637,000","3,656,000","1,426,000","328,125,000","-731,000","212,454,000","-1,715,000","226,000","25,007,000","5,166,000","79,409,000"
	CashFlowFromContinuingFinancingActivities,"5,204,000","908,000","1,217,000","1,442,000","1,637,000","3,656,000","1,426,000","328,125,000","-731,000","212,454,000","-1,715,000","226,000","25,007,000","5,166,000","79,409,000"
		NetCommonStockIssuance,,,"0","0","0","0","-10,000","325,610,000","-786,000","212,277,000","124,000","425,000","0","0","32,000"
			CommonStockIssuance,,,"0","0","0","0","-10,000","325,610,000","-786,000","212,277,000","124,000","425,000","0","0","32,000"
		NetPreferredStockIssuance,,,,,,,"0","0","0","0","0","0","24,942,000","4,951,000","79,377,000"
			PreferredStockIssuance,,,,,,,"0","0","0","0","0","0","24,942,000","4,951,000","79,377,000"
		ProceedsFromStockOptionExercised,"5,179,000","908,000","1,217,000","1,442,000","1,612,000","3,656,000","1,436,000","2,515,000","55,000","177,000",,,"65,000","115,000",
		NetOtherFinancingCharges,,,"0","0",,,,,,,"-1,839,000","-19,000","0","100,000",
EndCashPosition,"120,757,000","120,757,000","123,267,000","163,879,000","120,699,000","133,622,000","202,796,000","210,990,000","110,880,000","145,249,000","26,486,000","33,089,000","44,454,000","62,182,000","77,716,000"
	ChangesInCash,"-12,865,000","-2,510,000","-40,612,000","43,180,000","-12,923,000","-69,174,000","-8,194,000","100,110,000","-34,369,000","118,763,000","-6,603,000","-11,365,000","-17,728,000","-15,534,000","70,575,000"
	BeginningCashPosition,"133,622,000","123,267,000","163,879,000","120,699,000","133,622,000","202,796,000","210,990,000","110,880,000","145,249,000","26,486,000","33,089,000","44,454,000","62,182,000","77,716,000","7,141,000"
IncomeTaxPaidSupplementalData,"366,000","37,000","212,000","12,000","105,000","119,000","156,000","76,000","85,000","64,000","48,000","48,000","-19,000","62,000","0"
CapitalExpenditure,"-8,350,000","-1,696,000","-957,000","-2,783,000","-2,914,000","-513,000","-886,000","-325,000","-484,000","-843,000","-157,000","-286,000","-328,000","-1,065,000","-319,000"
IssuanceOfCapitalStock,,,"0","0","0","0","-10,000","325,610,000","-786,000","212,277,000","124,000","425,000","24,942,000","4,951,000","79,409,000"
FreeCashFlow,"-107,820,000","-41,418,000","-20,695,000","-13,421,000","-32,286,000","-11,434,000","42,732,000","-12,357,000","-9,535,000","-6,621,000","-11,422,000","-6,217,000","-4,568,000","-5,688,000","-9,734,000"
