name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,03/31/2013
PreferredStockEquity,"195,384,000","210,888,000","228,532,000","228,532,000","240,944,000","255,491,000","262,872,000","269,529,000","269,529,000","275,896,000","279,785,000","279,816,000","282,638,000","285,117,000","285,117,000","287,337,000","291,247,000","293,284,000","296,410,000","298,357,000","302,814,000","303,849,000","305,361,000","307,513,000","310,240,000","311,240,000","313,302,000","317,665,000","320,490,000","322,469,000","326,623,000","348,898,000","291,720,000","307,581,000","282,547,000"
CommonStockEquity,"893,039,000","794,253,000","688,205,000","782,837,000","808,751,000","758,253,000","679,741,000","582,701,000","503,291,000","505,951,000","469,613,000","167,467,000","204,011,000","196,978,000","187,285,000","153,181,000","117,428,000","119,030,000","77,774,000","54,974,000","24,487,000","35,139,000","28,687,000","5,551,000","-3,064,000","8,889,000","652,000","-6,148,000","-22,306,000","17,602,000","14,073,000","-106,601,000","-68,681,000","10,616,000","16,812,000"
CapitalLeaseObligations,"30,685,000","18,521,000","52,616,000","54,175,000","61,277,000","52,964,000","56,335,000","60,197,000","72,640,000","70,017,000","75,301,000","79,063,000","84,672,000","86,895,000","85,253,000","79,175,000","81,970,000","87,613,000","82,883,000","83,467,000","80,160,000","75,968,000","79,810,000","84,103,000","76,040,000","74,639,000","76,878,000","74,176,000","61,234,000",,,,,,
NetTangibleAssets,"46,745,000","-53,848,000","-133,164,000","-54,270,000","-42,563,000","-87,025,000","-175,463,000","-283,427,000","-391,382,000","-384,420,000","-421,927,000","308,706,000","333,765,000","341,118,000","328,707,000","295,240,000","251,026,000","262,593,000","222,375,000","202,346,000","166,997,000","185,090,000","177,670,000","154,385,000","139,158,000","158,432,000","149,660,000","156,862,000","134,174,000","196,260,000","194,150,000","92,734,000","55,311,000","162,720,000","118,471,000"
WorkingCapital,"480,657,000","442,935,000","403,734,000","388,146,000","424,708,000","385,975,000","418,088,000","470,463,000","427,998,000","303,700,000","322,872,000","236,672,000","260,228,000","236,333,000","288,163,000","284,339,000","237,210,000","217,788,000","285,807,000","267,038,000","184,812,000","178,110,000","215,271,000","220,253,000","195,135,000","190,801,000","272,400,000","306,834,000","249,137,000","277,924,000","324,371,000","318,494,000","263,907,000","208,097,000","220,276,000"
InvestedCapital,"1,821,195,000","1,746,782,000","1,596,716,000","1,570,402,000","1,597,971,000","1,549,127,000","1,572,269,000","1,628,134,000","1,600,614,000","1,505,172,000","1,518,962,000","423,743,000","438,545,000","423,907,000","466,204,000","458,365,000","415,176,000","406,844,000","462,639,000","459,987,000","373,125,000","341,244,000","377,896,000","376,561,000","348,151,000","346,314,000","426,187,000","435,821,000","377,589,000","356,027,000","411,656,000","386,281,000","385,367,000","316,881,000","366,802,000"
TangibleBookValue,"-148,639,000","-264,736,000","-361,696,000","-282,802,000","-283,507,000","-342,516,000","-438,335,000","-552,956,000","-660,911,000","-660,316,000","-701,712,000","28,890,000","51,127,000","56,001,000","43,590,000","7,903,000","-40,221,000","-30,691,000","-74,035,000","-96,011,000","-135,817,000","-118,759,000","-127,691,000","-153,128,000","-171,082,000","-152,808,000","-163,642,000","-160,803,000","-186,316,000","-126,209,000","-132,473,000","-256,164,000","-236,409,000","-144,861,000","-164,076,000"
TotalDebt,"958,841,000","971,050,000","961,127,000","841,740,000","850,497,000","843,838,000","948,863,000","1,105,630,000","1,169,963,000","1,069,238,000","1,124,650,000","335,339,000","319,206,000","313,824,000","364,172,000","384,359,000","379,718,000","375,427,000","467,748,000","488,480,000","428,798,000","382,073,000","429,019,000","455,113,000","427,255,000","412,064,000","502,413,000","516,145,000","461,129,000","338,425,000","397,583,000","492,882,000","454,048,000","306,265,000","349,990,000"
NetDebt,"908,031,000","930,356,000","894,506,000","644,732,000","594,211,000","566,878,000","688,645,000","810,223,000","923,090,000","900,909,000","995,142,000","246,919,000","225,643,000","207,171,000","261,307,000","286,790,000","280,161,000","269,407,000","373,682,000","396,296,000","342,188,000","294,008,000","340,405,000","361,842,000","344,660,000","331,013,000","422,054,000","437,122,000","396,272,000","327,672,000","391,002,000","488,162,000","450,117,000","300,930,000","348,629,000"
ShareIssued,"75,529,000","74,492,000","73,333,000","73,227,000","72,071,000","70,989,000","71,002,000","69,973,000","69,319,000","69,260,000","68,746,000","58,283,302","57,964,000","57,634,000","57,525,000","57,366,000","56,889,000","56,607,000","153,560,000","153,560,000","153,560,000","153,559,227","153,560,000","153,560,000","153,560,000","153,560,000","153,560,000","153,560,000","153,560,000","153,560,000","153,560,000","109,951,000","9,263,000","9,263,000","9,263,000"
OrdinarySharesNumber,"72,309,000","71,295,000","70,137,000","71,549,000","71,570,000","70,488,000","70,502,000","69,473,000","69,319,000","68,775,000","68,262,000","57,779,302","57,490,000","57,190,000","57,084,000","56,925,000","56,476,000","56,204,000","55,413,000","55,246,000","55,338,000","55,113,227","55,020,000","54,884,000","54,437,000","54,237,000","54,107,000","53,839,000","53,522,000","53,204,000","52,935,000","9,263,000","9,263,000","9,263,000","9,263,000"
TreasurySharesNumber,"3,220,000","3,197,000","3,196,000","1,678,000","501,000","501,000","500,000","500,000",,"485,000","484,000","504,000","474,000","444,000","441,000","441,000","413,000","403,000","98,147,000","98,314,000","98,222,000","98,446,000","98,540,000","98,676,000","99,123,000","99,323,000","99,453,000","99,721,000","100,038,000","100,356,000","100,625,000","100,688,000",,,
