name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008
				MachineryFurnitureEquipment,"21,525,000","21,981,000","26,767,000","26,827,000","26,630,000","27,224,000","30,053,000","30,974,000","34,282,000","33,823,000","38,870,000","40,516,000","38,536,000","75,821,000","86,742,000","79,115,000","76,858,000","74,841,000","83,122,000","81,273,000","78,960,000","76,717,000","73,671,000","71,221,000","69,967,000","68,604,000","70,397,000","70,462,000","71,047,000","72,973,000","71,483,000","68,046,000","66,401,000","65,826,000","69,271,000","70,008,000","69,747,000","70,647,000","65,241,000","65,521,000","62,545,000","59,806,000","59,039,000","58,184,000","56,447,000","52,097,000","47,970,000","46,577,000","45,098,000","44,736,000","40,228,000"
				OtherProperties,"52,889,000","51,658,000","49,717,000","48,116,000","48,648,000","49,411,000","50,296,000","50,072,000","52,428,000","52,865,000","53,139,000","54,105,000","57,282,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,"1,401,000","1,351,000","1,189,000","1,466,000","1,376,000","1,345,000","1,447,000","1,428,000","2,031,000","2,047,000","1,850,000","1,758,000","1,444,000","3,559,000","5,176,000","5,189,000","5,206,000","6,029,000","6,759,000","6,893,000","6,827,000","6,898,000","6,570,000","6,573,000","6,554,000","6,554,000","6,553,000","6,565,000","6,541,000","6,550,000","6,386,000","7,346,000","7,091,000","7,077,000","6,948,000","6,381,000","6,163,000","6,763,000","6,622,000","6,490,000","6,453,000","6,342,000","6,413,000","6,323,000","7,600,000","2,882,000","2,839,000","2,818,000","2,815,000","1,505,000","1,505,000"
			AccumulatedDepreciation,"-41,712,000","-41,025,000","-45,872,000","-45,763,000","-45,536,000","-45,858,000","-50,944,000","-50,429,000","-53,127,000","-51,344,000","-49,671,000","-50,852,000","-53,828,000","-54,435,000","-70,666,000","-68,747,000","-67,256,000","-65,189,000","-72,884,000","-70,207,000","-67,643,000","-65,631,000","-64,224,000","-62,146,000","-60,006,000","-58,009,000","-58,466,000","-58,237,000","-58,185,000","-59,379,000","-57,710,000","-58,103,000","-56,370,000","-55,430,000","-57,840,000","-57,842,000","-56,897,000","-56,327,000","-54,482,000","-53,816,000","-51,816,000","-50,018,000","-48,230,000","-46,301,000","-44,764,000","-43,164,000","-38,991,000","-37,804,000","-36,620,000","-35,341,000","-31,793,000"
		GoodwillAndOtherIntangibleAssets,"122,402,000","123,060,000","123,718,000","124,376,000","125,034,000","125,692,000","126,350,000","127,008,000","127,666,000","128,323,000","128,982,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,988,000","117,802,000","118,615,000","119,429,000","122,793,000","127,434,000","132,074,000","136,714,000","141,354,000","145,995,000","150,635,000","155,275,000","159,915,000","164,555,000","169,196,000","173,836,000","178,476,000","183,116,000","187,756,000","192,396,000","196,223,000","200,818,000","206,176,000","214,536,000","66,091,000","69,181,000","70,726,000","72,271,000","73,816,000","78,451,000"
			Goodwill,"116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","116,175,000","118,552,000","65,576,000","65,576,000","65,576,000","65,576,000","65,576,000","65,576,000"
			OtherIntangibleAssets,"6,227,000","6,885,000","7,543,000","8,201,000","8,859,000","9,517,000","10,175,000","10,833,000","11,491,000","12,148,000","12,807,000",,,,,,,,,,,"813,000","1,627,000","2,440,000","3,254,000","6,618,000","11,259,000","15,899,000","20,539,000","25,179,000","29,820,000","34,460,000","39,100,000","43,740,000","48,380,000","53,021,000","57,661,000","62,301,000","66,941,000","71,581,000","76,221,000","80,048,000","84,643,000","90,001,000","95,984,000","515,000","3,605,000","5,150,000","6,695,000","8,240,000","12,875,000"
		NonCurrentDeferredAssets,"168,685,000","168,962,000","161,968,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"168,685,000","168,962,000","161,968,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"9,834,000","6,800,000","3,471,000","2,215,000","2,214,000","2,648,000","3,288,000","4,192,000","5,059,000","7,292,000","1,481,000","1,336,000","1,459,000","1,203,000","1,987,000","1,981,000","1,943,000","759,000","777,000","811,000","816,000","1,181,000","937,000","1,075,000","1,202,000","1,144,000","1,091,000","1,241,000","1,113,000","1,236,000","1,346,000","1,503,000","1,618,000","1,745,000","1,827,000","1,591,000","1,694,000","1,788,000","1,774,000","1,892,000","2,050,000","2,194,000","2,273,000","2,381,000","2,491,000","2,376,000","2,416,000","863,000","2,840,000","681,000","359,000"
TotalLiabilitiesNetMinorityInterest,"183,441,000","173,604,000","160,091,000","162,197,000","153,420,000","147,027,000","137,802,000","162,146,000","173,139,000","162,795,000","170,361,000","164,042,000","172,311,000","165,146,000","156,951,000","141,310,000","132,873,000","150,107,000","169,259,000","164,091,000","167,602,000","142,511,000","105,414,000","90,833,000","85,639,000","88,101,000","87,568,000","85,489,000","82,794,000","97,630,000","91,482,000","93,483,000","94,029,000","109,676,000","117,827,000","125,870,000","117,417,000","108,822,000","97,442,000","94,055,000","85,507,000","82,122,000","84,767,000","87,200,000","92,186,000","62,253,000","69,694,000","89,341,000","100,651,000","569,492,000","511,852,000"
	CurrentLiabilities,"141,578,000","128,136,000","117,001,000","117,549,000","109,382,000","101,040,000","92,654,000","117,247,000","128,351,000","115,493,000","123,612,000","128,707,000","135,233,000","143,678,000","136,657,000","120,762,000","111,295,000","128,332,000","147,205,000","142,349,000","145,951,000","121,396,000","84,585,000","70,099,000","64,747,000","67,239,000","66,478,000","64,215,000","61,275,000","75,794,000","70,932,000","73,885,000","74,470,000","90,100,000","98,309,000","107,141,000","98,975,000","92,295,000","81,247,000","78,105,000","69,739,000","67,247,000","70,840,000","73,642,000","78,744,000","50,317,000","60,082,000","66,324,000","76,518,000","65,403,000","59,302,000"
		PayablesAndAccruedExpenses,"82,598,000","69,155,000","71,014,000","70,509,000","63,501,000","46,743,000","49,218,000","45,721,000","52,090,000","39,410,000","56,830,000","67,837,000","65,223,000","77,387,000","66,630,000","56,568,000","47,293,000","68,643,000","59,876,000","61,296,000","56,396,000","52,854,000","45,844,000","37,235,000","36,559,000","39,831,000","37,433,000","38,205,000","35,868,000","46,878,000","36,439,000","33,033,000","31,455,000","42,111,000","39,891,000","40,119,000","37,405,000","40,074,000","39,405,000","43,157,000","36,898,000","50,464,000","51,392,000","50,561,000","60,668,000","36,255,000","30,819,000","36,294,000","43,264,000","29,890,000","34,837,000"
			Payables,"42,668,000","33,312,000","35,822,000","39,430,000","33,444,000","16,591,000","19,699,000","12,379,000","23,193,000","12,810,000","25,298,000","39,025,000","35,455,000","41,497,000","33,949,000","27,240,000","19,440,000","37,755,000","29,576,000","27,840,000","24,540,000","24,757,000","20,189,000","14,874,000","12,345,000","20,830,000","18,029,000","19,633,000","13,730,000","24,295,000","14,535,000","14,083,000","12,189,000","24,052,000","19,417,000","18,455,000","15,591,000","18,360,000","17,501,000","21,242,000","15,176,000","14,250,000","11,942,000","10,932,000","16,000,000","10,268,000","4,309,000","7,486,000","14,635,000","10,669,000","18,490,000"
				AccountsPayable,"37,553,000","29,061,000","31,340,000","34,971,000","29,224,000","13,115,000","16,557,000","10,204,000","20,464,000","10,789,000","24,151,000","37,522,000","34,326,000","40,209,000","32,792,000","26,112,000","17,836,000","35,977,000","29,576,000","27,840,000","24,520,000","23,827,000","19,340,000","13,802,000","11,144,000","19,603,000","16,784,000","18,538,000","12,792,000","23,629,000","13,258,000","12,850,000","10,887,000","23,163,000","18,073,000","16,714,000","13,673,000","16,804,000","16,436,000","20,247,000","14,133,000","14,250,000","11,942,000","10,932,000","16,000,000","10,268,000","4,309,000","7,486,000","14,635,000","10,669,000","18,490,000"
				TotalTaxPayable,"5,115,000","4,251,000","4,482,000","4,459,000","4,220,000","3,476,000","3,142,000","2,175,000","2,729,000","2,021,000","1,147,000","1,503,000","1,129,000","1,288,000","1,157,000","1,128,000","1,604,000","1,778,000",,,"20,000","930,000","849,000","1,072,000","1,201,000","1,227,000","1,245,000","1,095,000","938,000","666,000","1,277,000","1,233,000","1,302,000","889,000","1,344,000","1,741,000","1,918,000","1,556,000","1,065,000","995,000","1,043,000",,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,"20,000","231,000",,"331,000","287,000","322,000","245,000","154,000","118,000","269,000","566,000","477,000","501,000","368,000","532,000","1,015,000","891,000","627,000",,,,,,,,,,,,,
			CurrentAccruedExpenses,"39,930,000","35,843,000","35,192,000","31,079,000","30,057,000","30,152,000","29,519,000","33,342,000","28,897,000","26,600,000","31,532,000","28,812,000","29,768,000","35,890,000","32,681,000","29,328,000","27,853,000","30,888,000","30,300,000","33,456,000","31,856,000","28,097,000","25,655,000","22,361,000","24,214,000","19,001,000","19,404,000","18,572,000","22,138,000","22,583,000","21,904,000","18,950,000","19,266,000","18,059,000","20,474,000","21,664,000","21,814,000","21,714,000","21,904,000","21,915,000","21,722,000","36,214,000","39,450,000","39,629,000","44,668,000","25,987,000","26,510,000","28,808,000","28,629,000","19,221,000","16,347,000"
		CurrentProvisions,,,,,,,,,,,"1,813,000","885,000","823,000","880,000","591,000","937,000","959,000",,,,,"421,000","412,000","410,000","396,000","381,000","385,000","360,000","394,000","412,000",,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"15,979,000","23,165,000","14,261,000","16,725,000","15,031,000","23,740,000","20,042,000","19,501,000","15,854,000","19,010,000","20,050,000","14,076,000","21,427,000","19,811,000","22,623,000","16,052,000","18,367,000","15,563,000","23,890,000","19,007,000","22,193,000","19,541,000","21,394,000","19,205,000","17,019,000","13,809,000","16,547,000","16,518,000","15,977,000","15,782,000","14,398,000","14,506,000","14,002,000","13,127,000","13,216,000","13,259,000","12,941,000","12,906,000","11,168,000","10,796,000","13,156,000",,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"3,761,000","3,596,000","3,151,000","3,005,000","3,019,000","2,994,000","2,756,000","28,718,000","32,728,000","32,663,000","26,818,000","27,381,000","32,196,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000","3,333,000","1,111,000",
			CurrentDebt,,"4,731,000","4,397,000","3,417,000","3,409,000","2,925,000","5,160,000","26,000,000","30,000,000","30,000,000","24,300,000","25,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000","3,333,000","1,111,000",
				LineOfCredit,,,,,,"0","0","26,000,000","30,000,000","30,000,000","24,300,000","25,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,"4,731,000","4,397,000","3,417,000","3,409,000","2,925,000","5,160,000","5,296,000","4,618,000","4,044,000","1,745,000","1,720,000","1,715,000","1,778,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"3,761,000","3,596,000","3,151,000","3,005,000","3,019,000","2,994,000","2,756,000","2,718,000","2,728,000","2,663,000","2,518,000","2,381,000","2,196,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"39,240,000","32,220,000","28,575,000","27,310,000","27,831,000","27,563,000","20,638,000","23,307,000","27,679,000","24,410,000","18,101,000","18,528,000","15,564,000","15,600,000","16,813,000","17,205,000","14,676,000","14,126,000","33,439,000","62,046,000","67,362,000","48,580,000","16,935,000","13,249,000","10,773,000","13,218,000","12,113,000","9,132,000","9,036,000","12,722,000","20,095,000","26,346,000","29,013,000","34,862,000","45,202,000","53,763,000","48,629,000","39,315,000","30,674,000","24,152,000","19,685,000","16,783,000","19,448,000","23,081,000","18,076,000","14,062,000","29,263,000","25,030,000","29,921,000","34,242,000","24,233,000"
			CurrentDeferredRevenue,"39,240,000","32,220,000","28,575,000","27,310,000","27,831,000","27,563,000","20,638,000","23,307,000","27,679,000","24,410,000","18,101,000","18,528,000","15,564,000","15,600,000","16,813,000","17,205,000","14,676,000","14,126,000","33,439,000","62,046,000","67,362,000","48,580,000","16,935,000","13,249,000","10,773,000","13,218,000","12,113,000","9,132,000","9,036,000","12,722,000","20,095,000","26,346,000","29,013,000","34,862,000","45,202,000","53,763,000","48,629,000","39,315,000","30,674,000","24,152,000","19,685,000","16,783,000","19,448,000","23,081,000","18,076,000","14,062,000","29,263,000","25,030,000","29,921,000","34,242,000","24,233,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160,000","232,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"41,863,000","45,468,000","43,090,000","44,648,000","44,038,000","45,987,000","45,148,000","44,899,000","44,788,000","47,302,000","46,749,000","35,335,000","37,078,000","21,468,000","20,294,000","20,548,000","21,578,000","21,775,000","22,054,000","21,742,000","21,651,000","21,115,000","20,829,000","20,734,000","20,892,000","20,862,000","21,090,000","21,274,000","21,519,000","21,836,000","20,550,000","19,598,000","19,559,000","19,576,000","19,518,000","18,729,000","18,442,000","16,527,000","16,195,000","15,950,000","15,768,000","14,875,000","13,927,000","13,558,000","13,442,000","11,936,000","9,612,000","23,017,000","24,133,000","504,089,000","452,550,000"
		LongTermDebtAndCapitalLeaseObligation,"11,656,000","12,376,000","11,516,000","11,920,000","12,167,000","12,946,000","12,356,000","12,975,000","13,642,000","14,337,000","14,407,000","15,045,000","15,692,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000","16,667,000","18,889,000","21,000,000"
			LongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000","16,667,000","18,889,000","21,000,000"
			LongTermCapitalLeaseObligation,"11,656,000","12,376,000","11,516,000","11,920,000","12,167,000","12,946,000","12,356,000","12,975,000","13,642,000","14,337,000","14,407,000","15,045,000","15,692,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
