name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007
			NetIncomeContinuousOperations,"61,852,000","12,466,000","9,112,000","22,589,000","17,685,000","7,974,000","9,580,000","6,969,000","5,036,000","13,136,000","11,126,000","19,628,000","8,346,000","14,583,000","11,568,000","15,647,000","8,102,000","11,824,000","12,113,000","10,127,000","9,197,000","11,251,000","10,652,000","8,215,000","8,638,000","8,925,000","7,468,000","7,837,000","5,411,000","4,376,000","4,751,521","6,980,696","6,050,762","3,266,243","3,955,264","25,262,291","3,184,541","2,289,886","-277,891","2,618,768","4,424,752","1,127,404","233,578","2,544,883","697,771","6,180,089","2,432,960","-102,602","-1,090,304","-1,640,975","-6,070,782","-2,336,521","-738,736","-219,729","250,183","833,303","464,689","1,089,700","1,734,933","-731","-731"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","-713,529",,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-4,118,000","-825,000","-598,000","-1,494,000","-1,201,000","-559,000","-681,000","-503,000","-389,000","-1,134,000","-975,000","-1,770,000","-761,000","-1,333,000","-1,067,000","-1,453,000","-763,000","-1,122,000","-1,264,000","-978,000","-888,000","-1,081,000","-1,031,000","-813,000","-934,000","-898,000","-547,000","-295,000","-210,000","-176,000","-164,758","-231,849","-217,012","-134,558","-164,892",,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,"125,000","76,000","77,000","77,000","0","0",,"127,000","113,000","113,000","113,000","114,000","100,000","100,000","100,000",,"80,000","80,000","80,000","80,000","66,000","67,000","68,000","68,000","56,000","58,000","57,000","57,000","39,559","39,558","45,053","40,652","20,738","20,736","51,572","69,750",,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,"598,000","1,494,000","1,201,000","559,000","681,000","503,000","389,000","1,134,000","975,000","1,770,000","761,000","1,333,000","1,067,000","1,453,000","763,000",,"1,264,000","978,000","888,000","1,081,000","1,031,000","813,000","934,000","898,000","547,000","295,000","210,000","176,000","164,758","231,849","217,012","134,558",,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"61,231,000","11,641,000","8,987,000","22,513,000","17,608,000","7,897,000","9,580,000","6,969,000","5,036,000","13,009,000","11,013,000","19,515,000","8,233,000","14,469,000","11,468,000","15,547,000","8,002,000","10,702,000","12,033,000","10,047,000","9,117,000","11,171,000","10,586,000","8,148,000","8,570,000","8,857,000","7,412,000","7,779,000","5,354,000","4,319,000","4,711,962","6,941,138","6,005,709","3,225,591","3,934,526","25,241,555","2,419,440","2,220,136","-491,252","2,618,768","4,424,752","1,127,404","233,578","2,544,883","697,771","6,180,089","2,432,960","-102,602","-1,090,304","-1,640,975","-6,070,782","-2,336,521","-738,736","-219,729","250,183","833,303","464,689","1,089,700","1,734,933","-731","-731"
BasicEPS,,"0.09","0.07","0.17","0.14","0.06","0.08","0.06","0.04","0.1","0.09","0.16","0.07","0.12","0.09","0.12","0.06","0.09","0.1","0.08","0.08","0.09","0.09","0.07","0.08","0.08","0.07","0.08","0.05","0.04","0.05","0.07","0.08","0.04","0.05","0.35","0.04","0.04","-0.01","0.05","0.09","0.02",,"0.06","0.02","0.15",,"0","-0.03","-0.04",,"-0.05","-0.01","0",,"0.02","0.01","0.02",,"-0","-0"
DilutedEPS,,"0.09","0.07","0.17","0.14","0.06","0.08","0.06","0.04","0.1","0.09","0.16","0.07","0.12","0.09","0.12","0.06","0.09","0.1","0.08","0.08","0.09","0.09","0.07","0.08","0.08","0.07","0.08","0.05","0.04","0.05","0.07","0.07","0.04","0.05","0.34","0.03","0.04","-0.01","0.05","0.09","0.02",,"0.06","0.02","0.15",,"0","-0.03","-0.04",,"-0.05","-0.01","0",,"0.02","0.01","0.02",,"-0","-0"
BasicAverageShares,,"129,344,444","121,628,571","124,088,235","117,742,857","117,740,165","111,237,500","107,766,667","116,374,154","120,020,000","112,788,889","111,612,500","108,357,143","110,416,667","116,677,778","118,283,333","122,316,667","118,911,111","108,490,000","114,362,500","103,862,500","113,000,000","106,900,000","105,742,857","100,166,136","100,337,500","98,871,429","94,275,000","104,020,000","105,000,000","91,735,260","96,412,100","72,921,875","72,754,747","75,807,440","72,025,017","61,775,300","57,247,150","52,596,754","52,375,360","41,964,183","49,603,759",,"41,974,492","41,964,183","41,846,694",,"41,569,675","41,569,675","41,569,675",,"51,750,000","51,750,000","51,750,000",,"51,750,000","51,750,000","51,750,000",,"10,350,000","10,350,000"
DilutedAverageShares,,"129,344,444","121,628,571","124,088,235","117,742,857","126,873,836","111,237,500","107,766,667","126,548,035","120,020,000","112,788,889","111,612,500","108,357,143","110,416,667","116,677,778","118,283,333","122,316,667","118,911,111","108,490,000","114,362,500","103,862,500","113,000,000","106,900,000","105,742,857","112,642,901","100,337,500","98,871,429","94,275,000","104,020,000","105,000,000","91,735,260","96,412,100","83,339,286","77,055,258","75,807,440","73,680,230","82,367,067","57,247,150","52,596,754","52,375,360","42,016,594","49,690,250",,"42,051,899","42,016,594","41,846,694",,"41,569,675","41,569,675","41,569,675",,"51,750,000","51,750,000","51,750,000",,"51,750,000","51,750,000","51,750,000",,"10,350,000","10,350,000"
TotalOperatingIncomeAsReported,"119,122,000","26,681,000","23,474,000","36,945,000","32,022,000","22,454,000","24,259,000","22,034,000","20,161,000","27,993,000","26,128,000","35,029,000","23,951,000","30,262,000","32,810,000","25,348,000","23,815,000","27,281,000","26,030,000","23,035,000","21,674,000","22,926,000","22,000,000","18,216,000","18,556,000","18,399,000","16,304,000","16,363,000","13,798,000","12,870,000","11,650,108","12,295,362","9,688,017","10,140,441","8,837,587","6,465,308","6,588,436","5,883,843","2,739,658","3,070,365","2,857,089","2,886,678","2,400,636","436,196","1,040,734","1,077,388","-1,620,346","-259,795","-1,378,860","-2,054,536",,,,,"-905,188","-116,748","-134,208","-410,150","-445,570","-731","-731"
TotalExpenses,"193,718,000","49,613,000","49,095,000","47,173,000","48,168,000","46,580,000","48,341,000","47,573,000","46,391,000","46,815,000","46,086,000","47,766,000","49,159,000","48,429,000","48,238,000","48,556,000","48,526,000","47,114,000","47,040,000","44,890,000","44,962,000","42,974,000","41,220,000","40,969,000","39,817,000","37,559,000","34,523,000","33,623,000","32,172,000","32,081,000","29,785,076","28,435,659","26,915,719","25,775,132","24,681,417","20,040,910","18,954,239","18,091,770","18,300,492","15,624,718","14,630,912","13,638,163","13,731,371","11,772,317","10,199,614","8,788,418","7,434,166","4,860,497","3,774,770","3,423,868","6,171,781","3,605,262","1,201,828","406,398","905,188","116,748","134,208","410,150","445,570","731","731"
NetIncomeFromContinuingAndDiscontinuedOperation,"57,734,000","11,641,000","8,514,000","21,095,000","16,484,000","7,415,000","8,899,000","6,466,000","4,647,000","12,002,000","10,151,000","17,858,000","7,585,000","13,250,000","10,501,000","14,194,000","7,339,000","10,702,000","10,849,000","9,149,000","8,309,000","10,170,000","9,621,000","7,402,000","7,704,000","8,027,000","6,921,000","7,542,000","5,201,000","4,200,000","4,586,763","6,748,847","5,833,750","3,131,685","3,790,372","25,262,291","2,471,012","2,289,886","-277,891","2,618,768","4,424,752","1,127,404","233,578","2,544,883","697,771","6,180,089","2,432,960","-102,602","-1,090,304","-1,640,975","-6,070,782","-2,336,521","-738,736","-219,729","250,183","833,303","464,689","1,089,700","1,734,933","-731","-731"
NormalizedIncome,"44,330,000","11,641,000","8,514,000","11,692,600","9,578,200","7,415,000","8,899,000","6,466,000","4,647,000","12,002,000","10,151,000","10,297,390","7,453,600","11,324,260","10,501,000","9,894,300","7,339,000","10,702,000","10,849,000","9,149,000","8,311,400","10,170,000","9,747,600","7,509,400","7,882,800","8,108,600","7,195,800","7,596,600","5,348,000","4,302,600","4,786,628.9","5,822,481.95","3,878,921.8","3,273,211.45","3,867,675.85","25,679,086.6","3,522,236.8","2,555,629.4","2,267,012","1,350,939.75","2,322,798.9","1,207,251.95","568,525.6","1,023,652.9","862,590.2","2,548,708.65","-500,173","373,003","-573,793","-1,640,975","-6,070,782","-2,336,521","-738,736","-219,729","250,183","833,303","464,689","1,089,700","1,734,933","-731","-731"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,448","189","1,259","0","581","419","1,135","10,145","4,654","772","247","13,470","172,360","234,030",,,,,,,,,,,,,
InterestExpense,"57,270,000","14,215,000","14,362,000","14,356,000","14,337,000","14,480,000","14,679,000","15,065,000","15,125,000","14,857,000","15,002,000","15,401,000","15,605,000","15,679,000","15,352,000","15,591,000","15,713,000","15,457,000","13,917,000","12,908,000","12,477,000","11,675,000","11,348,000","10,001,000","9,918,000","9,474,000","8,836,000","8,526,000","8,387,000","8,494,000","6,898,587","6,864,693","6,955,781","6,874,198","4,880,875","3,703,556","3,445,396","3,825,151","3,234,978","3,094,023","2,757,108","2,293,748","2,492,459","1,739,279","1,077,444","915,902","247,289","76,837",,,,,,,,,,,,,
NetInterestIncome,"-57,270,000","-14,215,000","-14,362,000","-14,356,000","-14,337,000","-14,480,000","-14,679,000","-15,065,000","-15,125,000","-14,857,000","-15,002,000","-15,401,000","-15,605,000","-15,679,000","-15,352,000","-15,591,000","-15,713,000","-15,457,000","-13,917,000","-12,908,000","-12,477,000","-11,675,000","-11,348,000","-10,001,000","-9,918,000","-9,474,000","-8,836,000","-8,526,000","-8,387,000","-8,494,000","-6,898,587","-6,864,693","-6,955,781","-6,874,198","-4,882,323","-3,703,367","-3,444,137","-3,825,151","-3,234,397","-3,093,604","-2,755,973","-2,283,603","-2,487,805","-1,738,507","-1,077,197","-902,432","-74,929","157,193",,,,,,,,,,,,,
EBIT,"119,122,000","26,681,000","23,474,000","36,945,000","32,022,000","22,454,000","24,259,000","22,034,000","20,161,000","27,993,000","26,128,000","35,029,000","23,951,000","30,262,000","26,920,000","31,238,000","23,815,000","27,281,000","26,030,000","23,035,000","21,674,000","22,926,000","22,000,000","18,216,000","18,556,000","18,399,000","16,304,000","16,363,000","13,798,000","12,870,000","11,650,108","13,845,389","13,006,543","10,140,441","8,836,139","28,965,847","6,629,937","6,115,037","2,957,087","5,712,791","6,722,369","3,421,152","2,726,037","4,284,162","1,294,302","7,095,991","2,680,249","-25,765","-862,349","-2,054,536","-6,126,045","-3,605,262","-1,118,745","-332,892","-905,188","-116,748","-134,208","-410,150","-445,570","-731","-731"
EBITDA,"212,773,000"
ReconciledCostOfRevenue,"79,548,000","20,611,000","20,266,000","19,573,000","19,098,000","19,165,000","18,870,000","18,823,000","18,052,000","18,593,000","19,101,000","19,108,000","18,542,000","19,299,000","19,567,000","19,405,000","18,931,000","18,297,000","18,383,000","16,788,000","17,275,000","16,368,000","15,196,000","14,647,000","14,263,000","13,153,000","12,750,000","12,218,000","11,540,000","11,657,000","11,361,619","10,024,654","9,752,488","9,850,214","9,899,171","7,759,277","6,864,432","6,474,059","5,621,470","4,854,309","4,268,425","5,316,764","4,581,148","2,408,249","3,755,137","2,681,781","2,239,624","1,089,629","874,726","827,392","0","0","0","0",,,,,,,
