name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,08/31/1987,08/31/1986,08/31/1985
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,,,"277,000","601,000","1,385,000","3,376,000","5,637,000","6,138,000","7,704,000","9,334,000","8,913,000","10,481,000","111,253,000","110,716,000","110,686,000","108,847,000","4,530,000","4,492,000","4,565,000","11,470,000","20,133,000","50,222,000","80,371,000","80,750,000","81,160,000","5,759,000","6,058,000","6,522,000","6,447,000","17,841,000","5,059,000","4,191,000","4,222,000","90,000","287,000","384,000","539,000","558,000","655,000","683,000","613,000","627,000","612,000","604,000","1,084,000","1,004,000","1,195,000","1,374,000","986,000","1,261,000","1,442,000","1,673,000","2,597,000","2,525,000","4,399,000","4,009,000","2,601,000","2,675,000","2,720,000","2,955,000","3,008,000","3,215,000","3,183,000","2,768,000","3,021,000","3,918,000","3,622,000","4,000,000","4,200,000","3,300,000","3,000,000","3,600,000","3,700,000","3,600,000","3,600,000","3,800,000","4,200,000","4,400,000","4,200,000","3,800,000","3,900,000","1,100,000","1,400,000","4,700,000","4,900,000","7,000,000","6,800,000","6,900,000","7,300,000","6,600,000","6,500,000","6,700,000","6,200,000","6,200,000","6,200,000","6,200,000","7,200,000","11,900,000","12,000,000","5,700,000","4,700,000","1,400,000","1,600,000","1,600,000","1,900,000","1,600,000","800,000","1,000,000","1,500,000","1,400,000","1,400,000","1,300,000","1,300,000","1,200,000","1,200,000","1,000,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,000",,"1,350,000","1,299,000","1,195,000","1,283,000","1,359,000","1,318,000","1,344,000","1,315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,"277,000","601,000","1,385,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,493,000",,"3,049,000","2,710,000","1,406,000","1,392,000","1,361,000","1,637,000","1,664,000","1,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"13,999,000","13,791,000","13,441,000","12,993,000","13,002,000","12,783,000","12,731,000","12,569,000","12,191,000","12,255,000","12,013,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,"921,000","0","0","7,621,000","969,000","0",,"33,706,000","18,878,000","22,991,000","22,964,000","31,440,000","23,342,000","12,722,000","14,207,000","25,023,000","6,421,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,556,000",,,,,,"2,015,000","1,457,000","2,944,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,"921,000","0","0","7,621,000","969,000","0",,"33,706,000","18,878,000","22,991,000","22,964,000","31,440,000","23,342,000","12,722,000","14,207,000","25,023,000","6,421,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,556,000",,,,,,"2,015,000","1,457,000","2,944,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,622,000",,"651,000",,,,,,,"11,928,000","12,966,000","67,041,000","66,148,000","59,464,000","63,278,000","61,365,000","59,700,000","54,400,000","53,200,000","54,500,000","53,000,000","47,700,000","47,900,000","51,300,000","53,700,000","48,200,000","48,800,000","45,000,000","45,400,000","41,000,000","42,900,000","44,100,000","44,100,000","39,200,000","38,300,000","38,200,000","37,500,000","32,800,000","33,500,000","29,600,000","32,700,000","30,700,000","31,100,000","26,300,000","28,600,000","24,500,000","25,500,000","22,200,000","24,000,000","24,200,000","25,800,000","23,500,000","23,900,000","21,400,000","22,900,000","20,300,000","21,300,000","21,000,000","21,200,000","19,400,000","22,600,000","27,900,000","30,400,000","16,800,000","15,600,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"260,092,000","263,570,000","256,599,000","253,443,000","252,438,000","248,517,000","249,116,000","247,802,000","248,939,000","250,029,000","249,945,000","216,246,000","197,332,000","193,134,000","190,961,000","179,958,000","168,884,000","170,849,000","191,222,000","188,088,000","184,612,000","184,116,000","183,935,000","184,591,000","131,774,000","130,591,000","108,394,000","106,918,000","111,988,000","111,415,000","101,141,000","98,661,000","99,574,000","99,505,000","98,206,000","101,138,000","99,576,000","99,110,000","98,789,000","198,084,000","193,479,000","193,344,000","192,715,000","190,751,000","209,003,000","179,443,000","179,359,000","173,350,000","227,701,000","227,701,000","227,714,000","227,683,000","218,198,000","255,629,000","269,992,000","274,016,000","276,079,000","269,386,000","273,862,000","245,018,000","257,656,000","248,361,000","246,027,000","249,920,000","245,826,000","235,300,000","213,302,000","218,026,000","220,200,000","221,517,000","213,248,000","219,898,000","243,976,000","266,259,000","271,678,000","92,262,000","96,025,000","97,175,000","97,263,000","110,694,000","110,297,000","106,002,000","116,520,000","116,756,000","133,760,000","137,414,000","142,515,000","146,775,000","142,118,000","135,088,000","135,100,000","131,900,000","119,000,000","107,900,000","63,400,000","64,200,000","71,400,000","60,600,000","59,100,000","56,900,000","59,900,000","55,400,000","50,700,000","54,700,000","56,600,000","56,000,000","43,100,000","47,000,000","50,300,000","51,700,000","54,800,000","48,400,000","46,900,000","49,300,000","40,200,000","38,900,000","39,600,000","46,300,000","46,700,000","54,200,000","53,900,000","56,900,000","61,600,000","59,300,000","62,500,000","64,800,000","62,200,000","62,100,000","62,000,000","61,700,000","61,600,000","61,500,000","61,000,000","65,600,000","66,300,000","72,700,000","74,000,000","25,500,000","10,800,000"
		LongTermProvisions,,,,"14,887,000",,,,"13,920,000",,,,"12,727,000",,,,"13,668,000",,,,"12,841,000",,,,"11,757,000",,,,"12,381,000",,,,"11,675,000",,,,"10,796,000",,,,"10,120,000",,,,"9,488,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"37,009,000","39,023,000","32,120,000","30,181,000","27,955,000","28,378,000","28,874,000","29,261,000","31,139,000","32,476,000","33,619,000",,,,,,,,,,,,,,,,,,,,,"155,000","155,000","155,000","155,000","155,000","155,000","155,000","155,000","100,155,000","100,157,000","100,164,000","100,180,000","100,163,000","130,163,000","100,197,000","100,251,000","100,304,000","175,358,000","175,411,000","175,465,000","175,568,000","175,622,000","213,675,000","227,928,000","231,317,000","236,315,000","229,579,000","234,080,000","205,510,000","217,553,000","208,526,000","206,116,000","209,922,000","203,062,000","192,690,000","170,764,000","175,587,000","178,133,000","179,443,000","171,146,000","177,855,000","202,582,000","232,404,000","237,951,000","67,319,000","72,725,000","73,932,000","70,259,000","83,690,000","85,794,000","81,852,000","92,594,000","93,131,000","111,000,000","114,879,000","120,196,000","124,735,000","121,093,000","113,977,000","114,200,000","111,200,000","99,500,000","88,600,000","44,600,000","46,000,000","53,400,000","43,000,000","41,700,000","39,800,000","42,700,000","38,500,000","33,900,000","38,300,000","41,300,000","41,000,000","28,300,000","32,400,000","35,300,000","37,100,000","40,500,000","34,700,000","32,900,000","35,700,000","26,800,000","26,200,000","26,500,000","32,800,000","33,400,000","41,400,000","41,000,000","45,900,000","50,200,000","48,200,000","51,600,000","54,200,000","52,000,000","52,300,000","52,400,000","52,600,000","52,800,000","53,000,000","53,100,000","58,000,000","59,000,000","45,600,000","68,400,000","21,000,000","7,100,000"
			LongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155,000","155,000","155,000","155,000","155,000","155,000","155,000","155,000","100,155,000","100,157,000","100,164,000","100,180,000","100,163,000","130,163,000","100,197,000","100,251,000","100,304,000","175,358,000","175,411,000","175,465,000","175,568,000","175,622,000","213,675,000","227,928,000","231,317,000","236,315,000","229,579,000","234,080,000","205,510,000","217,553,000","208,526,000","206,116,000","209,922,000","203,062,000","192,690,000","170,764,000","175,587,000","178,133,000","179,443,000","171,146,000","177,855,000","202,582,000","232,404,000","237,951,000","67,319,000","72,725,000","73,932,000","70,259,000","83,690,000","85,794,000","81,852,000","92,594,000","93,131,000","111,000,000","114,879,000","120,196,000","124,735,000","121,093,000","113,977,000","114,200,000","111,200,000","99,500,000","88,600,000","44,600,000","46,000,000","53,400,000","43,000,000","41,700,000","39,800,000","42,700,000","38,500,000","33,900,000","38,300,000","41,300,000","41,000,000","28,300,000","32,400,000","35,300,000","37,100,000","40,500,000","34,700,000","32,900,000","35,700,000","26,800,000","26,200,000","26,500,000","32,800,000","33,400,000","41,400,000","41,000,000","45,900,000","50,200,000","48,200,000","51,600,000","54,200,000","52,000,000","52,300,000","52,400,000","52,600,000","52,800,000","53,000,000","53,100,000","58,000,000","59,000,000","45,600,000","68,400,000","21,000,000","7,100,000"
			LongTermCapitalLeaseObligation,"37,009,000","39,023,000","32,120,000","30,181,000","27,955,000","28,378,000","28,874,000","29,261,000","31,139,000","32,476,000","33,619,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,"89,642,000","89,177,000","91,066,000","87,229,000","86,642,000","85,721,000","98,192,000","99,439,000","98,963,000","99,172,000","90,674,000","87,688,000","86,837,000","74,070,000","62,255,000","63,641,000","83,741,000","81,352,000","78,500,000","79,038,000","79,742,000","79,670,000","73,623,000","73,344,000","52,843,000","52,352,000","54,569,000","54,516,000","47,487,000","48,271,000","51,005,000","52,361,000","52,293,000","55,946,000","54,488,000","54,725,000","54,543,000","54,509,000","50,198,000","51,169,000","51,005,000","50,890,000","47,238,000","48,123,000","48,353,000","42,756,000","52,343,000","52,290,000","52,249,000","52,115,000","42,576,000","41,954,000","42,064,000","42,699,000","39,764,000","39,807,000","39,782,000","39,508,000","40,102,000","39,835,000","39,911,000","39,998,000","42,764,000","42,610,000","42,538,000","42,439,000","42,067,000","42,074,000","42,102,000","42,043,000","41,394,000","33,855,000","33,727,000","24,943,000","23,300,000","23,243,000","27,004,000","27,004,000","24,503,000","24,150,000","23,926,000","23,625,000","22,760,000","22,535,000","22,319,000","22,040,000","21,025,000","21,111,000","20,900,000","20,700,000","19,600,000","19,200,000","18,700,000","18,300,000","18,000,000","17,700,000","17,400,000","17,100,000","17,200,000","16,900,000","16,700,000","16,400,000","15,200,000","15,000,000","14,800,000","14,600,000","15,100,000","14,500,000","14,200,000","13,700,000","14,100,000","13,600,000","13,300,000","12,700,000","13,100,000","13,500,000","13,200,000","12,800,000","12,800,000","11,000,000","11,400,000","11,000,000","10,900,000","10,500,000","10,200,000","9,800,000","9,600,000","9,100,000","8,800,000","8,500,000","7,900,000","7,600,000","7,300,000","7,000,000","5,600,000","4,500,000","3,700,000"
			NonCurrentDeferredTaxesLiabilities,,,"89,642,000","89,177,000","91,066,000","87,229,000","86,642,000","85,721,000","98,192,000","99,439,000","98,963,000","99,172,000","90,674,000","87,688,000","86,837,000","74,070,000","62,255,000","63,641,000","83,741,000","81,352,000","78,500,000","79,038,000","79,742,000","79,670,000","73,623,000","73,344,000","52,843,000","52,352,000","54,569,000","54,516,000","47,487,000","48,271,000","51,005,000","52,361,000","52,293,000","55,946,000","54,488,000","54,725,000","54,543,000","54,509,000","50,198,000","51,169,000","51,005,000","50,890,000","47,238,000","48,123,000","48,353,000","42,756,000","52,343,000","52,290,000","52,249,000","52,115,000","42,576,000","41,954,000","42,064,000","42,699,000","39,764,000","39,807,000","39,782,000","39,508,000","40,102,000","39,835,000","39,911,000","39,998,000","42,764,000","42,610,000","42,538,000","42,439,000","42,067,000","42,074,000","42,102,000","42,043,000","41,394,000","33,855,000","33,727,000","24,943,000","23,300,000","23,243,000","27,004,000","27,004,000","24,503,000","24,150,000","23,926,000","23,625,000","22,760,000","22,535,000","22,319,000","22,040,000","21,025,000","21,111,000","20,900,000","20,700,000","19,600,000","19,200,000","18,700,000","18,300,000","18,000,000","17,700,000","17,400,000","17,100,000","17,200,000","16,900,000","16,700,000","16,400,000","15,200,000","15,000,000","14,800,000","14,600,000","15,100,000","14,500,000","14,200,000","13,700,000","14,100,000","13,600,000","13,300,000","12,700,000","13,100,000","13,500,000","13,200,000","12,800,000","12,800,000","11,000,000","11,400,000","11,000,000","10,900,000","10,500,000","10,200,000","9,800,000","9,600,000","9,100,000","8,800,000","8,500,000","7,900,000","7,600,000","7,300,000","7,000,000","5,600,000","4,500,000","3,700,000"
		TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,198,000",,"51,005,000",,"47,238,000","48,123,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,"223,083,000","224,547,000","224,479,000","171,854,000","224,483,000","220,139,000","220,242,000","165,877,000","217,800,000","217,553,000","216,326,000","167,636,000","197,332,000","193,134,000","190,961,000","138,677,000","168,884,000","170,849,000","191,222,000","144,210,000","184,612,000","184,116,000","183,935,000","138,868,000","131,774,000","130,591,000","108,394,000","68,405,000","111,988,000","111,415,000","101,141,000","63,071,000","99,419,000","99,350,000","98,051,000","70,468,000","99,421,000","98,955,000","98,634,000","69,429,000","43,124,000","42,011,000","41,530,000","14,194,000","31,602,000","31,123,000","30,755,000","30,290,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,,,,"36,521,000",,,,"38,744,000",,,,"35,883,000",,,,"27,613,000",,,,"31,037,000",,,,"33,966,000",,,,"26,132,000",,,,"23,760,000",,,,"19,719,000",,,,"18,380,000",,,,"16,016,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,016,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","100,000","100,000","-100,000",,"-100,000",,,,,"100,000",,"100,000",,,,"-100,000","100,000","100,000",,"-100,000",,"100,000",,,,"100,000",,"100,000",,,"100,000",,"100,000",,,,,,,,,,"20,100,000",,,
TotalEquityGrossMinorityInterest,"1,904,011,000","1,898,975,000","1,894,901,000","1,872,952,000","1,845,199,000","1,801,110,000","1,773,352,000","1,741,129,000","1,708,100,000","1,701,438,000","1,676,008,000","1,641,230,000","1,609,696,000","1,580,790,000","1,539,498,000","1,464,967,000","1,429,421,000","1,544,401,000","1,485,608,000","1,453,192,000","1,447,324,000","1,417,396,000","1,389,772,000","1,364,781,000","1,329,576,000","1,299,711,000","1,276,939,000","1,242,208,000","1,216,715,000","1,185,463,000","1,166,967,000","1,134,459,000","1,106,876,000","1,073,055,000","1,049,276,000","1,013,398,000","981,856,000","956,297,000","929,808,000","896,925,000","869,053,000","844,825,000","817,554,000","797,942,000","779,182,000","758,893,000","736,293,000","708,050,000","689,879,000","670,019,000","652,783,000","627,035,000","609,116,000","577,765,000","562,247,000","556,770,000","549,923,000","531,415,000","516,734,000","497,327,000","487,997,000","471,224,000","464,921,000","452,545,000","442,586,000","431,073,000","424,383,000","412,342,000","402,907,000","392,110,000","383,599,000","367,749,000","360,043,000","351,433,000","345,550,000","335,380,000","329,477,000","317,549,000","314,331,000","309,740,000","304,580,000","296,796,000","291,706,000","285,545,000","281,140,000","277,965,000","275,547,000","271,172,000","266,582,000","262,588,000","258,900,000","257,400,000","264,400,000","261,700,000","255,500,000","246,400,000","238,600,000","230,800,000","225,200,000","217,200,000","210,000,000","203,300,000","198,500,000","191,100,000","185,300,000","179,200,000","174,900,000","168,600,000","163,400,000","157,800,000","154,500,000","149,500,000","145,300,000","141,200,000","137,900,000","132,700,000","129,100,000","124,500,000","121,300,000","117,300,000","116,300,000","112,500,000","109,800,000","105,900,000","102,800,000","99,900,000","97,100,000","93,700,000","90,300,000","86,500,000","83,800,000","80,200,000","77,400,000","74,400,000","72,000,000","69,100,000","60,700,000","53,600,000","46,300,000"
	StockholdersEquity,"1,904,011,000","1,898,975,000","1,894,901,000","1,872,952,000","1,845,199,000","1,801,110,000","1,773,352,000","1,741,129,000","1,708,100,000","1,701,438,000","1,676,008,000","1,641,230,000","1,609,696,000","1,580,790,000","1,539,498,000","1,464,967,000","1,429,421,000","1,544,401,000","1,485,608,000","1,453,192,000","1,447,324,000","1,417,396,000","1,389,772,000","1,364,781,000","1,329,576,000","1,299,711,000","1,276,939,000","1,242,208,000","1,216,715,000","1,185,463,000","1,166,967,000","1,134,459,000","1,106,876,000","1,073,055,000","1,049,276,000","1,013,398,000","981,856,000","956,297,000","929,808,000","896,925,000","869,053,000","844,825,000","817,554,000","797,942,000","779,182,000","758,893,000","736,293,000","708,050,000","689,879,000","670,019,000","652,783,000","627,035,000","609,116,000","577,765,000","562,247,000","556,770,000","549,923,000","531,415,000","516,734,000","497,327,000","487,997,000","471,224,000","464,921,000","452,545,000","442,586,000","431,073,000","424,383,000","412,342,000","402,907,000","392,110,000","383,599,000","367,749,000","360,043,000","351,433,000","345,550,000","335,380,000","329,477,000","317,549,000","314,331,000","309,740,000","304,580,000","296,796,000","291,706,000","285,545,000","281,140,000","277,965,000","275,547,000","271,172,000","266,582,000","262,588,000","258,900,000","257,400,000","264,400,000","261,700,000","255,500,000","246,400,000","238,600,000","230,800,000","225,200,000","217,200,000","210,000,000","203,300,000","198,500,000","191,100,000","185,300,000","179,200,000","174,900,000","168,600,000","163,400,000","157,800,000","154,500,000","149,500,000","145,300,000","141,200,000","137,900,000","132,700,000","129,100,000","124,500,000","121,300,000","117,300,000","116,300,000","112,500,000","109,800,000","105,900,000","102,800,000","99,900,000","97,100,000","93,700,000","90,300,000","86,500,000","83,800,000","80,200,000","77,400,000","74,400,000","72,000,000","69,100,000","60,700,000","53,600,000","46,300,000"
		CapitalStock,"1,875,000","1,884,000","1,886,000","1,888,000","1,888,000","1,887,000","1,886,000","1,889,000","1,889,000","1,893,000","1,894,000","1,897,000","1,902,000","1,911,000","1,914,000","1,914,000","1,914,000","2,031,000","2,029,000","2,027,000","2,027,000","2,031,000","2,028,000","2,027,000","2,025,000","2,014,000","2,011,000","2,010,000","2,010,000","2,014,000","2,010,000","2,005,000","2,004,000","2,008,000","2,003,000","2,000,000","1,999,000","2,000,000","1,996,000","1,994,000","1,993,000","1,993,000","1,988,000","1,987,000","1,987,000","1,986,000","1,983,000","1,982,000","1,982,000","1,942,000","1,937,000","1,936,000","1,933,000","1,934,000","1,933,000","1,932,000","1,932,000","1,930,000","1,929,000","1,929,000","1,927,000","1,927,000","1,925,000","1,925,000","1,925,000","1,924,000","1,924,000","1,924,000","1,922,000","1,922,000","1,921,000","1,921,000","2,080,000","2,079,000","2,079,000","2,078,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,100,000","2,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,875,000","1,884,000","1,886,000","1,888,000","1,888,000","1,887,000","1,886,000","1,889,000","1,889,000","1,893,000","1,894,000","1,897,000","1,902,000","1,911,000","1,914,000","1,914,000","1,914,000","2,031,000","2,029,000","2,027,000","2,027,000","2,031,000","2,028,000","2,027,000","2,025,000","2,014,000","2,011,000","2,010,000","2,010,000","2,014,000","2,010,000","2,005,000","2,004,000","2,008,000","2,003,000","2,000,000","1,999,000","2,000,000","1,996,000","1,994,000","1,993,000","1,993,000","1,988,000","1,987,000","1,987,000","1,986,000","1,983,000","1,982,000","1,982,000","1,942,000","1,937,000","1,936,000","1,933,000","1,934,000","1,933,000","1,932,000","1,932,000","1,930,000","1,929,000","1,929,000","1,927,000","1,927,000","1,925,000","1,925,000","1,925,000","1,924,000","1,924,000","1,924,000","1,922,000","1,922,000","1,921,000","1,921,000","2,080,000","2,079,000","2,079,000","2,078,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,076,000","2,100,000","2,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"91,571,000","90,006,000","90,340,000","89,257,000","87,545,000","86,979,000","87,210,000","86,645,000","85,572,000","84,577,000","84,749,000","84,946,000","84,836,000","84,454,000","84,015,000","82,973,000","82,408,000","87,740,000","87,844,000","86,245,000","85,408,000","77,668,000","74,941,000","72,561,000","68,179,000","71,173,000","69,254,000","67,611,000","66,912,000","67,788,000","62,811,000","59,415,000","58,089,000","56,831,000","53,780,000","51,445,000","47,449,000","48,814,000","45,443,000","42,984,000","40,648,000","39,197,000","35,504,000","33,588,000","31,669,000","29,827,000","27,166,000","25,329,000","23,301,000","21,976,000","20,736,000","20,137,000","19,126,000","18,772,000","18,481,000","18,240,000","17,935,000","17,246,000","16,534,000","16,332,000","15,766,000","15,474,000","14,638,000","14,497,000","14,370,000","14,161,000","13,911,000","13,462,000","13,428,000","13,339,000","13,175,000","13,138,000","13,019,000","12,926,000","12,789,000","12,693,000","12,548,000","12,546,000","12,519,000","12,503,000","12,503,000","12,443,000","12,438,000","12,438,000","12,438,000","12,438,000","12,438,000","12,438,000","12,438,000","12,438,000","12,400,000","12,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,838,055,000","1,833,579,000","1,830,263,000","1,806,643,000","1,778,212,000","1,740,737,000","1,714,937,000","1,684,565,000","1,657,543,000","1,648,069,000","1,622,069,000","1,588,075,000","1,551,475,000","1,520,431,000","1,480,922,000","1,405,239,000","1,372,358,000","1,478,030,000","1,419,180,000","1,386,438,000","1,392,060,000","1,368,424,000","1,346,633,000","1,319,142,000","1,284,373,000","1,254,951,000","1,232,172,000","1,197,000,000","1,168,777,000","1,136,996,000","1,112,268,000","1,075,572,000","1,047,415,000","1,017,186,000","992,256,000","958,508,000","928,661,000","900,652,000","874,723,000","844,676,000","822,856,000","796,108,000","777,623,000","752,530,000","735,225,000","717,502,000","701,934,000","678,876,000","662,291,000","643,683,000","628,149,000","605,262,000","588,931,000","567,930,000","550,339,000","532,164,000","520,569,000","504,316,000","489,722,000","473,934,000","463,815,000","450,818,000","444,542,000","431,481,000","421,589,000","411,326,000","405,650,000","394,910,000","386,473,000","375,318,000","365,904,000","353,196,000","372,168,000","362,871,000","356,923,000","348,043,000","341,472,000","332,505,000","329,373,000","323,595,000","317,706,000","310,818,000","306,303,000","299,313,000","294,205,000","289,521,000","285,172,000","278,676,000","274,372,000","269,534,000","266,300,000","261,500,000","262,000,000","255,000,000","248,800,000","240,000,000","231,100,000","223,000,000","217,200,000","208,900,000","201,500,000","194,700,000","189,700,000","182,400,000","176,600,000","170,500,000","166,000,000","159,700,000","154,700,000","149,400,000","146,000,000","140,900,000","136,800,000","132,500,000","129,100,000","123,800,000","120,000,000","115,400,000","112,700,000","108,000,000","107,000,000","103,000,000","100,000,000","96,300,000","93,400,000","90,600,000","87,800,000","84,300,000","81,100,000","77,400,000","74,800,000","71,300,000","68,500,000","65,700,000","63,400,000","60,700,000","53,000,000","46,200,000","38,900,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,005,000","26,005,000","26,005,000","26,005,000","26,005,000","26,005,000","26,005,000","24,756,000","24,756,000","24,755,000","24,755,000","24,755,000","24,755,000","23,171,000","21,779,000","20,049,000","20,049,000","20,049,000","20,000,000","16,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
