name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,08/31/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,08/31/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,08/31/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,08/31/2013,06/30/2013,05/31/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
			TaxesReceivable,"51,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"29,000,000",,,,,,,,,,,,,,,,,"0","0","0","0","166,598,000","0",,"0","0","136,743,000","132,532,000",,"116,544,000","0","0",,,"0","0","0","117,000,000",,"0",,"0","0","0","0","0",,"0","0","0","0"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,"-4,865,000",,,,,"-4,893,000","-4,211,000",,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"693,000,000","719,000,000","741,000,000","833,000,000","785,000,000","759,000,000","761,000,000","771,000,000","776,000,000","859,000,000","910,000,000","888,000,000","910,000,000","863,000,000","829,000,000","690,154,000","726,969,000","716,533,000","735,072,000","744,430,000","692,757,000","712,536,000","714,404,000","714,404,000","702,377,000","715,072,000","669,243,000","721,664,000","721,664,000","704,707,000","724,520,000","773,000,000","799,000,000","799,000,000","826,000,000","850,000,000","870,000,000","859,000,000","859,000,000","869,000,000","869,000,000","873,000,000","881,000,000","897,000,000","907,000,000","932,000,000","959,000,000","1,014,000,000","1,349,000,000","1,383,000,000","1,412,000,000"
			RawMaterials,,,,,,,,,,,,,,"11,000,000","13,000,000","4,675,000","5,096,000","5,022,000","4,576,000","4,997,000","4,494,000","4,373,000","4,539,000","4,539,000","4,504,000","5,189,000","5,313,000","5,686,000","5,686,000","5,570,000","4,541,000","5,000,000","5,000,000","5,000,000","6,000,000","6,000,000","6,000,000","6,000,000",,"7,000,000","7,000,000","7,000,000","7,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000",
			WorkInProcess,,,,,,,,,,,,"48,000,000","37,000,000","9,000,000","55,000,000","113,000","0","2,315,000","1,964,000","0","28,677,000","39,486,000","66,545,000",,"76,628,000","29,961,000",,,,,,"0",,,"40,000,000","124,000,000","151,000,000","193,000,000",,"168,000,000",,"145,000,000","120,000,000","164,000,000","119,000,000","115,000,000","215,000,000","231,000,000","240,000,000",,"203,000,000"
			FinishedGoods,"684,000,000","710,000,000","732,000,000","824,000,000","776,000,000","749,000,000","751,000,000","760,000,000","762,000,000","846,000,000","899,000,000","876,000,000","899,000,000","852,000,000","816,000,000","685,479,000","721,873,000","711,511,000","730,496,000","739,433,000","688,263,000","708,163,000","709,865,000","709,865,000","697,873,000","709,883,000","663,930,000","715,978,000","715,978,000","699,137,000","719,979,000","768,000,000","794,000,000","794,000,000","820,000,000","844,000,000","864,000,000","853,000,000",,"862,000,000","862,000,000","866,000,000","874,000,000","891,000,000","901,000,000","926,000,000","448,000,000","1,008,000,000","1,343,000,000","1,377,000,000","652,000,000"
			OtherInventories,"9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","10,000,000","10,000,000","11,000,000","14,000,000","13,000,000","11,000,000","12,000,000","11,000,000",,,,,"330,002,000","338,149,000","318,351,000","339,649,000","330,728,000","323,659,000",,"324,793,000","362,066,000","331,042,000","364,128,000",,"363,808,000","358,742,000","355,000,000",,,"334,000,000","6,000,000","344,000,000","6,000,000",,"276,000,000",,"274,000,000","270,000,000","293,000,000","317,000,000","298,000,000","290,000,000","294,000,000","530,000,000",,"557,000,000"
		RestrictedCash,"296,000,000","461,000,000","434,000,000","368,000,000","535,000,000","468,000,000","368,000,000","341,000,000","369,000,000","414,000,000","322,000,000","337,000,000","356,000,000","383,000,000","365,000,000","170,536,000","61,298,000","81,553,000","61,701,000","58,753,000","64,033,000","66,000,000","117,839,000","117,839,000","68,340,000","55,252,000","71,451,000","121,752,000","121,752,000","65,559,000","62,016,000","110,000,000","65,000,000","65,000,000","42,000,000","74,000,000","86,000,000","65,000,000","65,000,000","64,000,000","64,000,000","46,000,000","68,000,000","72,000,000","72,000,000","59,000,000","81,000,000","65,000,000","75,000,000","56,000,000","66,000,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0",,"0","0","0","0",,"0","0","0",,,"0","0","0","0",,"0",,"0","0","0","0","0",,"0","0","0","0"
	TotalNonCurrentAssets,"5,896,000,000","5,767,000,000","5,671,000,000","5,693,000,000","5,236,000,000","5,031,000,000","5,037,000,000","5,138,000,000","5,210,000,000","5,098,000,000","5,104,000,000","5,194,000,000","5,292,000,000","5,178,000,000","5,183,000,000","413,815,000","452,032,000","425,243,000","373,680,000","377,258,000","362,777,000","1,304,048,000","1,244,457,000","317,109,000","338,808,000","413,723,000","1,345,421,000","1,233,600,000","346,144,000","306,638,000","327,097,000","1,200,000,000","1,224,000,000","312,000,000","331,000,000","370,000,000","397,000,000","353,000,000","353,000,000","1,373,000,000","385,000,000","404,000,000","396,000,000","379,000,000","408,000,000","433,000,000","442,000,000","788,000,000","758,000,000","787,000,000","784,000,000"
		NetPPE,"1,162,000,000","1,136,000,000","1,077,000,000","1,026,000,000","887,000,000","791,000,000","809,000,000","835,000,000","833,000,000","751,000,000","770,000,000","837,000,000","848,000,000","951,000,000","952,000,000","246,940,000","251,264,000","252,727,000","253,738,000","249,264,000","202,380,000","202,802,000","214,445,000","214,445,000","228,848,000","222,516,000","288,803,000","247,317,000","247,317,000","188,714,000","188,431,000","147,000,000","212,000,000","212,000,000","215,000,000","229,000,000","254,000,000","250,000,000","250,000,000","252,000,000","252,000,000","256,000,000","261,000,000","272,000,000","275,000,000","282,000,000","285,000,000","291,000,000","306,000,000","309,000,000","310,000,000"
			GrossPPE,,"1,724,000,000",,,,"1,252,000,000",,,,"1,157,000,000","1,166,000,000","1,212,000,000","1,205,000,000","1,287,000,000",,,,"580,999,000",,,,"526,786,000",,,,,"614,610,000",,,,,"473,000,000",,,,,"596,000,000",,,,,,"604,000,000",,"656,000,000","659,000,000","659,000,000","650,000,000","658,000,000","652,000,000","646,000,000"
				Properties,,"0",,,,"0",,,,"0","0","0","0","0",,,,"0",,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,,"0",,"0","0","0","0","0","0","0"
				LandAndImprovements,,"441,000,000",,,,"285,000,000",,,,"280,000,000","305,000,000","373,000,000","378,000,000","466,000,000",,,,"60,174,000",,,,"54,975,000",,,,,"87,751,000",,,,,"64,000,000",,,,,"144,000,000",,,,,,"145,000,000",,"150,000,000","152,000,000","152,000,000","152,000,000","154,000,000","151,000,000","148,000,000"
				BuildingsAndImprovements,,"697,000,000",,,,"482,000,000",,,,"389,000,000","402,000,000","403,000,000","411,000,000","404,000,000",,,,"258,919,000",,,,"213,190,000",,,,,"267,965,000",,,,,"168,000,000",,,,,"204,000,000",,,,,,"204,000,000",,"221,000,000","223,000,000","227,000,000","218,000,000","219,000,000","218,000,000","219,000,000"
				MachineryFurnitureEquipment,,"549,000,000",,,,"417,000,000",,,,"406,000,000","408,000,000","398,000,000","399,000,000","385,000,000",,,,"239,029,000",,,,"231,128,000",,,,,"232,425,000",,,,,"229,000,000",,,,,"237,000,000",,,,,,"246,000,000",,"279,000,000","279,000,000","271,000,000","272,000,000","271,000,000","264,000,000","261,000,000"
				OtherProperties,,,,,,,,,,,,,,,,,,"184,635,000",,,,"180,075,000",,,,,"177,099,000",,,,,"181,000,000",,,,,"181,000,000",,,,,,"188,000,000",,"0","0",,"0","0","0","0"
				ConstructionInProgress,,"37,000,000",,,,"68,000,000",,,,"82,000,000","51,000,000","38,000,000","17,000,000","32,000,000",,,,"22,877,000",,,,"27,493,000",,,,,"26,469,000",,,,,"12,000,000",,,,,"11,000,000",,,,,,"9,000,000",,"6,000,000","5,000,000","9,000,000","8,000,000","14,000,000","19,000,000","18,000,000"
			AccumulatedDepreciation,,"-588,000,000",,,,"-461,000,000",,,,"-406,000,000","-396,000,000","-375,000,000","-357,000,000","-336,000,000",,,,"-328,272,000",,,,"-323,984,000",,,,,"-325,807,000",,,,,"-326,000,000",,,,,"-342,000,000",,,,,,"-343,000,000",,"-381,000,000","-377,000,000","-374,000,000","-359,000,000","-352,000,000","-343,000,000","-336,000,000"
		GoodwillAndOtherIntangibleAssets,"4,120,000,000","4,143,000,000","4,093,000,000","4,133,000,000","3,755,000,000","3,769,000,000","3,780,000,000","3,794,000,000","3,806,000,000","3,919,000,000","3,934,000,000","3,899,000,000","3,920,000,000","3,935,000,000","3,963,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"3,142,000,000","3,150,000,000","3,086,000,000","3,116,000,000","2,817,000,000","2,817,000,000","2,817,000,000","2,817,000,000","2,817,000,000","2,892,000,000","2,890,000,000","2,824,000,000","2,828,000,000","2,828,000,000","2,747,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"978,000,000","993,000,000","1,007,000,000","1,017,000,000","938,000,000","952,000,000","963,000,000","977,000,000","989,000,000","1,027,000,000","1,044,000,000","1,075,000,000","1,092,000,000","1,107,000,000","1,216,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,"2,233,000,000","2,168,000,000","2,098,000,000","2,055,000,000","2,039,000,000","1,959,000,000","1,167,779,000","1,132,783,000","1,119,631,000","1,076,402,000","1,036,449,000","997,419,000","972,311,000","927,348,000","927,348,000","903,747,000","908,587,000","920,631,000","887,456,000","887,456,000","878,858,000","888,193,000","917,000,000","912,000,000","912,000,000","920,000,000","936,000,000","970,000,000","978,000,000","978,000,000","988,000,000","988,000,000","1,016,000,000","1,056,000,000",,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,000,000",,,"0","403,000,000","316,000,000","324,000,000","333,000,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,000,000",,,"0","403,000,000","316,000,000","324,000,000","333,000,000"
		OtherNonCurrentAssets,"614,000,000","488,000,000","501,000,000","534,000,000","594,000,000","471,000,000","448,000,000","509,000,000","571,000,000","428,000,000","400,000,000","458,000,000","524,000,000","292,000,000","268,000,000","166,875,000","200,768,000","172,516,000","119,942,000","127,994,000","160,397,000","128,935,000","102,664,000","102,664,000","109,960,000","191,207,000","135,987,000","98,827,000","98,827,000","117,924,000","138,666,000","136,000,000","100,000,000","100,000,000","116,000,000","141,000,000","143,000,000","103,000,000","103,000,000","133,000,000","133,000,000","148,000,000","135,000,000","107,000,000","133,000,000","151,000,000","157,000,000","94,000,000","136,000,000","154,000,000","141,000,000"
TotalLiabilitiesNetMinorityInterest,"6,679,000,000","6,627,000,000","6,539,000,000","7,402,000,000","6,449,000,000","6,216,000,000","6,328,000,000","6,397,000,000","6,660,000,000","6,183,000,000","5,937,000,000","5,753,000,000","5,761,000,000","5,552,000,000","5,492,000,000","1,991,929,000","1,693,721,000","1,861,173,000","1,873,814,000","1,464,618,000","1,412,925,000","1,483,600,000","1,517,896,000","1,517,896,000","1,406,806,000","1,411,759,000","1,418,759,000","1,491,056,000","1,491,056,000","1,262,588,000","1,346,363,000","1,460,000,000","1,217,000,000","1,217,000,000","1,236,000,000","1,331,000,000","1,423,000,000","1,442,000,000","1,442,000,000","1,321,000,000","1,321,000,000","1,401,000,000","1,453,000,000","1,594,000,000","1,493,000,000","1,573,000,000","1,712,000,000","1,517,000,000","1,576,000,000","1,605,000,000","1,738,000,000"
	CurrentLiabilities,"1,166,000,000","811,000,000","766,000,000","772,000,000","692,000,000","715,000,000","648,000,000","621,000,000","677,000,000","869,000,000","726,000,000","753,000,000","860,000,000","879,000,000","745,000,000","269,016,000","283,359,000","425,881,000","302,082,000","276,372,000","307,508,000","422,966,000","391,349,000","305,219,000","282,526,000","335,009,000","477,306,000","382,751,000","316,315,000","292,293,000","321,241,000","433,000,000","358,000,000","303,000,000","310,000,000","362,000,000","396,000,000","323,000,000","323,000,000","353,000,000","307,000,000","322,000,000","376,000,000","298,000,000","267,000,000","262,000,000","396,000,000","256,000,000","231,000,000","193,000,000","355,000,000"
		PayablesAndAccruedExpenses,"559,000,000","610,000,000","565,000,000","567,000,000","504,000,000","558,000,000","463,000,000","468,000,000","513,000,000","683,000,000","541,000,000","581,000,000","688,000,000","668,000,000","551,000,000","183,800,000","201,934,000","313,996,000","205,002,000","189,372,000","226,333,000","367,424,000","305,219,000","223,499,000","207,217,000","259,260,000","408,242,000","316,315,000","228,444,000","217,711,000","247,894,000","373,000,000","303,000,000","226,000,000","243,000,000","296,000,000","314,000,000","243,000,000","243,000,000","307,000,000","233,000,000","256,000,000","294,000,000","226,000,000","208,000,000","210,000,000","266,000,000","185,000,000","170,000,000","147,000,000","179,000,000"
			Payables,"212,000,000","265,000,000","190,000,000","192,000,000","159,000,000","209,000,000","143,000,000","151,000,000","169,000,000","286,000,000","248,000,000","164,000,000","168,000,000","245,000,000","181,000,000","84,331,000","79,959,000","145,405,000","76,766,000","76,456,000","72,277,000","124,439,000","79,024,000","79,024,000","74,484,000","80,618,000","139,120,000","77,516,000","77,516,000","80,450,000","76,569,000","114,000,000","79,000,000","79,000,000","75,000,000","86,000,000","129,000,000","94,000,000","94,000,000","81,000,000","81,000,000","81,000,000","113,000,000","79,000,000","81,000,000","89,000,000","145,000,000","67,000,000","62,000,000","53,000,000","87,000,000"
				AccountsPayable,"212,000,000","265,000,000","190,000,000","192,000,000","159,000,000","209,000,000","143,000,000","151,000,000","169,000,000","286,000,000","248,000,000","164,000,000","168,000,000","245,000,000","181,000,000","84,331,000","79,959,000","145,405,000","76,766,000","76,456,000","72,277,000","124,439,000","79,024,000","79,024,000","74,484,000","80,618,000","139,120,000","77,516,000","77,516,000","80,450,000","76,569,000","114,000,000","79,000,000","79,000,000","75,000,000","86,000,000","129,000,000","94,000,000","94,000,000","81,000,000","81,000,000","81,000,000","113,000,000","79,000,000","81,000,000","89,000,000","145,000,000","67,000,000","62,000,000","53,000,000","87,000,000"
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0",,"0","0","0","0",,"0","0","0",,,"0","0","0","0",,"0",,"0","0","0","0","0",,"0","0","0","0"
			CurrentAccruedExpenses,"347,000,000","345,000,000","375,000,000","375,000,000","345,000,000","349,000,000","320,000,000","317,000,000","344,000,000","397,000,000","293,000,000","417,000,000","520,000,000","423,000,000","370,000,000","99,469,000","121,975,000","168,591,000","128,236,000","112,916,000","154,056,000","242,985,000","226,195,000","144,475,000","132,733,000","178,642,000","269,122,000","238,799,000","150,928,000","137,261,000","171,325,000","259,000,000","224,000,000","147,000,000","168,000,000","210,000,000","185,000,000","149,000,000","149,000,000","226,000,000","152,000,000","175,000,000","181,000,000","147,000,000","127,000,000","121,000,000","121,000,000","118,000,000","108,000,000","94,000,000","92,000,000"
				InterestPayable,,,,,,,,,,,,,,,,,,"111,885,000","97,080,000","87,000,000","81,175,000","95,516,000","81,720,000",,"75,309,000","75,749,000","104,331,000","87,871,000",,"74,582,000","73,347,000","93,000,000",,,"67,000,000","66,000,000",,"80,000,000",,"74,000,000",,,,"72,000,000","59,000,000","52,000,000",,"71,000,000","61,000,000","46,000,000","72,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"214,000,000","201,000,000","201,000,000","205,000,000","188,000,000","157,000,000","185,000,000","153,000,000","164,000,000","186,000,000","185,000,000","172,000,000","172,000,000","211,000,000","194,000,000","85,216,000","81,425,000","111,885,000","97,080,000","87,000,000","81,175,000","95,516,000","81,720,000","81,720,000","75,309,000","75,749,000","104,331,000","87,871,000","87,871,000","74,582,000","73,347,000","93,000,000",,"77,000,000","67,000,000","66,000,000","82,000,000","80,000,000","80,000,000","74,000,000","74,000,000","66,000,000","82,000,000","72,000,000","59,000,000","52,000,000","55,000,000","71,000,000","61,000,000","46,000,000","72,000,000"
		CurrentDebtAndCapitalLeaseObligation,"100,000,000",,,,,,,,,,,,,,,,,,,,"7,221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,"100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,"7,221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"507,000,000",,,,,,,,,,,,,,,,"210,890,000","153,000,000","163,623,000","174,937,000","189,292,000","151,037,000","133,130,000",,"111,476,000","105,703,000","104,340,000","110,935,000",,"96,993,000","90,457,000","99,000,000",,,"74,000,000","69,000,000","67,000,000","63,000,000","63,000,000","67,000,000",,"68,000,000","74,000,000","92,000,000","79,000,000","69,000,000","75,000,000","104,000,000","98,000,000","97,000,000","104,000,000"
			CurrentDeferredRevenue,"507,000,000",,,,,,,,,,,,,,,,"210,890,000","153,000,000","163,623,000","174,937,000","189,292,000","151,037,000","133,130,000",,"111,476,000","105,703,000","104,340,000","110,935,000",,"96,993,000","90,457,000","99,000,000",,,"74,000,000","69,000,000","67,000,000","63,000,000","63,000,000","67,000,000",,"68,000,000","74,000,000","92,000,000","79,000,000","69,000,000","75,000,000","104,000,000","98,000,000","97,000,000","104,000,000"
		OtherCurrentLiabilities,,,,,,,,,,"187,000,000","185,000,000","186,000,000","128,000,000","113,000,000","124,000,000","95,816,000","96,647,000","63,062,000","60,247,000","59,401,000","61,685,000","55,542,000","86,130,000","86,130,000","80,876,000","77,141,000","69,064,000","66,436,000","66,436,000","64,148,000","63,439,000","60,000,000","55,000,000","55,000,000","55,000,000","53,000,000","48,000,000","44,000,000","44,000,000","46,000,000","46,000,000","47,000,000","42,000,000","0","194,000,000","0",,"0","0","0","0"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,513,000,000","5,816,000,000","5,773,000,000","6,630,000,000","5,757,000,000","5,501,000,000","5,680,000,000","5,776,000,000","5,983,000,000","5,314,000,000","5,211,000,000","5,000,000,000","4,901,000,000","4,673,000,000","4,747,000,000","1,722,913,000","1,410,362,000","1,435,292,000","1,571,732,000","1,188,246,000","1,105,417,000","1,060,634,000","1,126,547,000","1,212,677,000","1,124,280,000","1,076,750,000","941,453,000","1,108,305,000","1,174,741,000","970,295,000","1,025,122,000","1,027,000,000","859,000,000","914,000,000","926,000,000","969,000,000","1,027,000,000","1,119,000,000","1,119,000,000","968,000,000","1,014,000,000","1,079,000,000","1,077,000,000","1,296,000,000","1,226,000,000","1,311,000,000","1,316,000,000","1,261,000,000","1,345,000,000","1,412,000,000","1,383,000,000"
		LongTermDebtAndCapitalLeaseObligation,"4,430,000,000","4,487,000,000","4,389,000,000","5,303,000,000","4,456,000,000","4,268,000,000","4,431,000,000","4,567,000,000","4,704,000,000","4,087,000,000","3,980,000,000","3,949,000,000","3,889,000,000","3,818,000,000","3,923,000,000","1,332,276,000","1,012,350,000","1,095,213,000","1,153,222,000","773,557,000","683,767,000","737,224,000","804,721,000","804,721,000","733,828,000","689,234,000","678,793,000","769,716,000","769,716,000","561,133,000","618,946,000","711,000,000","538,000,000","538,000,000","570,000,000","597,000,000","678,000,000","751,000,000","751,000,000","647,000,000","647,000,000","686,000,000","678,000,000","793,000,000","714,000,000","774,000,000","850,000,000","833,000,000","898,000,000","947,000,000","1,022,000,000"
			LongTermDebt,"4,346,000,000","4,404,000,000","4,380,000,000","5,294,000,000","4,449,000,000","4,260,000,000","4,422,000,000","4,557,000,000","4,695,000,000","4,073,000,000","3,966,000,000","3,926,000,000","3,866,000,000","3,801,000,000","3,915,000,000","1,325,055,000","1,005,129,000","1,087,992,000","1,146,001,000","766,336,000","676,546,000","730,003,000","797,500,000","797,500,000","726,607,000","689,234,000","678,793,000","769,716,000","769,716,000","561,133,000","618,946,000","711,000,000","538,000,000","538,000,000","570,000,000","597,000,000","678,000,000","751,000,000","751,000,000","647,000,000","647,000,000","686,000,000","678,000,000","793,000,000","714,000,000","774,000,000","850,000,000","833,000,000","898,000,000","947,000,000","1,022,000,000"
			LongTermCapitalLeaseObligation,"84,000,000","83,000,000","9,000,000","9,000,000","7,000,000","8,000,000","9,000,000","10,000,000","9,000,000","14,000,000","14,000,000","23,000,000","23,000,000","17,000,000","8,000,000","7,221,000","7,221,000","7,221,000","7,221,000","7,221,000","7,221,000","7,221,000","7,221,000","7,221,000","7,221,000","7,221,000",,,,,,,,,,,,,,,,,,,,,,,,,
