name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994
			DeferredIncomeTax,"-121,698,000","-6,038,000","-4,493,000","-105,224,000","-5,943,000","-5,801,000","-11,317,000","3,113,000","-7,169,000","-30,860,000","-17,369,000","-15,657,000","-33,145,000","-9,945,000","-21,931,000","-22,688,000","4,632,000","-3,026,000","6,106,000","-2,222,000","6,606,000","96,000","-3,252,000","-2,391,000","4,890,000","-10,476,000","-622,000","-1,339,000","4,146,000","-2,634,000","-115,000","-946,000","2,715,000","-6,343,000","-4,763,000","-410,000","5,703,000","2,014,000","2,621,000","-1,914,000","-1,737,000","-5,379,000","86,000","-3,078,000","-763,000","5,378,000","-1,502,000","-1,597,000","-1,249,000","-3,625,000","3,471,000","-10,871,000","-1,424,000","1,951,000","-24,458,000","-2,342,000","-2,004,000","-1,512,000","-2,032,000","-2,297,000","-3,472,000","-2,491,000","-3,110,000","-1,650,000","-1,179,000","-2,879,000","-1,359,000","-1,498,000","1,141,000","-176,000","-465,000","6,320,000","3,000","-8,350,000",,,,"1,266,000","0","0","-55,000","751,000","-300,000","-945,000","1,522,000","-801,000","-256,000","367,000","-716,000","-3,893,000","100,000","-500,000","-2,200,000","2,000,000",,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227,000","268,000","252,000","286,000","320,000","326,000","379,000","418,000","431,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"0",,,,,"0",,,,"648,231,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"13,461,000","5,301,000","1,256,000","1,594,000","5,310,000","760,000","3,609,000","3,076,000","6,082,000","5,039,000","15,472,000","1,844,000","1,760,000","2,505,000","2,073,000","2,196,000","612,000","1,443,000","1,113,000","371,000","529,000","668,000","-382,000","902,000","772,000","1,111,000","235,000","682,000","402,000","-61,000","427,000","186,000","379,000","-281,000","1,138,000","1,498,000","1,783,000","700,000","407,000","649,000","250,000","643,000","916,000","1,462,000","-41,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"48,160,000","13,946,000","12,225,000","11,573,000","10,416,000","11,540,000","11,486,000","10,263,000","9,355,000","15,596,000","13,902,000","14,693,000","12,904,000","11,225,000","11,719,000","10,840,000","8,150,000","7,912,000","8,029,000","8,762,000","9,256,000","8,534,000","8,689,000","7,903,000","8,413,000","8,666,000","7,717,000","8,832,000","8,050,000","7,472,000","7,430,000","7,387,000","6,305,000","6,184,000","6,043,000","5,965,000","4,988,000","4,177,000","4,691,000","4,862,000","4,620,000","4,214,000","4,579,000","4,509,000","4,179,000","3,908,000","4,176,000","4,012,000","3,777,000","3,821,000","3,728,000","3,526,000","3,502,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,"-397,000","-80,000","-600,000","-339,000","-240,000","-150,000","-759,000","-2,391,000","-532,000","-1,304,000","-692,000","-992,000","-225,000","-348,000","-513,000","-3,573,000","-1,792,000","-3,000,000","911,000","1,159,000","3,741,000","-1,787,000","-790,000","-2,570,000","-847,000","-3,993,000","-259,000","-648,000","-1,142,000","-387,000","-702,000","-16,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"12,289,000","2,307,000","-2,823,000","-3,876,000","16,681,000","7,473,000","8,106,000","-5,195,000","15,734,000","4,416,000","10,435,000","8,846,000","5,193,000","-4,283,000","9,782,000","11,392,000","573,000","685,000","292,000","-1,856,000","1,533,000","3,711,000","1,900,000","71,000","-5,394,000","-511,000","11,654,000","-1,138,000","4,658,000","-1,672,000","1,588,000","-1,685,000","581,000","638,000","145,000","362,000","838,000","-88,000","122,000","407,000","252,000","-85,094,000","31,236,000","27,316,000","27,225,000","104,239,000","4,161,000","1,298,000","639,000","8,599,000","1,819,000","-168,000","-145,000","-120,520,000","124,847,000","6,044,000","5,655,000","4,212,000","4,759,000","7,307,000","9,028,000","7,009,000","7,461,000","8,560,000","8,245,000",,,,,,,,,,,,,,,,"346,000",,,,,,,,,,,,"100,000",,,,"100,000",,,"0","-100,000",,,,"100,000","-700,000","100,000","200,000","200,000","-400,000","200,000","800,000","400,000"
		ChangeInWorkingCapital,"-127,024,000","-28,670,000","-31,527,000","-38,190,000","-28,637,000","9,097,000","-41,615,000","-40,288,000","49,335,000","24,430,000","-18,724,000","-15,975,000","8,810,000","-39,714,000","31,666,000","43,039,000","-1,604,000","17,627,000","60,889,000","6,039,000","-29,249,000","13,789,000","-13,568,000","4,198,000","-3,738,000","26,012,000","-2,566,000","-6,033,000","2,395,000","20,929,000","-14,952,000","6,358,000","-12,746,000","17,558,000","-5,862,000","-10,130,000","-6,887,000","-5,856,000","-4,293,000","-3,391,000","-4,017,000","22,058,000","-7,997,000","4,133,000","-12,700,000","36,688,000","-8,777,000","-7,566,000","-451,000","25,337,000","-955,000","-8,400,000","16,050,000","31,250,000","-9,656,000","-7,895,000","2,741,000","266,000","4,004,000","18,000","-14,515,000","22,866,000","-14,322,000","-15,660,000","-19,440,000","-5,119,000","-24,581,000","-18,445,000","9,542,000","13,827,000","-26,459,000","-28,542,000","7,093,000","-10,175,000","-6,606,000","-2,643,000","1,419,000","26,000","1,605,000","-8,341,000","228,000","-1,947,000","8,696,000","8,818,000","13,269,000","4,601,000","-307,000","-22,184,000","-12,055,000","343,000","3,600,000","-6,200,000","6,000,000","-1,300,000","13,800,000","8,200,000","3,400,000","1,100,000","-6,600,000","-3,900,000","1,300,000","-4,500,000","3,600,000","-500,000","100,000","-1,400,000","-1,100,000","-2,000,000","3,600,000","1,700,000","-2,200,000","-7,800,000","2,700,000"
			ChangeInReceivables,"-11,370,000","-2,801,000","-26,156,000","21,345,000","-3,758,000","47,186,000","-79,066,000","-30,287,000","37,914,000","-1,135,000","30,856,000","-17,667,000","21,445,000","25,631,000","-12,075,000","-29,165,000","5,302,000","-9,085,000","-4,399,000","-5,219,000","6,465,000","-446,000","-5,082,000","-3,837,000","-4,529,000","7,166,000","4,104,000","-11,404,000","8,579,000","22,751,000","-16,847,000","10,999,000","-12,631,000","-4,597,000","-9,621,000","-2,834,000","5,916,000","-15,120,000","-6,223,000","557,000","4,451,000","-3,024,000","-6,624,000","5,853,000","-5,607,000","7,634,000","-15,918,000","462,000","-7,264,000","26,936,000","-6,604,000","-14,792,000","-5,152,000","23,237,000","8,837,000","17,639,000","993,000","4,387,000","-7,539,000","-8,310,000","-7,734,000","18,883,000","-13,264,000","3,049,000","-4,130,000","8,591,000","-11,702,000","-10,882,000","-1,100,000","1,763,000","-16,368,000","-5,371,000","-3,522,000","-574,000","-12,392,000","-2,181,000","651,000","1,424,000","-624,000","-6,589,000","-876,000","-2,075,000","1,644,000","3,079,000","9,911,000","8,149,000","-4,648,000","-6,782,000","-8,441,000","-4,474,000","1,700,000","2,800,000","-1,700,000","-2,600,000","1,000,000","-2,000,000","-2,200,000","2,000,000","-3,500,000","-1,300,000","-2,200,000","300,000","700,000","1,000,000","-400,000","600,000","-3,800,000","-2,700,000","-1,800,000","-200,000","-900,000","-1,000,000","-6,800,000"
				ChangesInAccountReceivables,"-11,370,000","-2,801,000","-26,156,000","21,345,000","-3,758,000","47,186,000","-79,066,000","-30,287,000","37,914,000","-1,135,000","30,856,000","-17,667,000","21,445,000","25,631,000","-12,075,000","-29,165,000","5,302,000","-9,085,000","-4,399,000","-5,219,000","6,465,000","-446,000","-5,082,000","-3,837,000","-4,529,000","7,166,000","4,104,000","-11,404,000","8,579,000","22,751,000","-16,847,000","10,999,000","-12,631,000","-4,597,000","-9,621,000","-2,834,000","5,916,000","-15,120,000","-6,223,000","557,000","4,451,000","-3,024,000","-6,624,000","5,853,000","-5,607,000","7,634,000","-15,918,000","462,000","-7,264,000","26,936,000","-6,604,000","-14,792,000","-5,152,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-45,491,000","-20,792,000","-9,873,000","-21,152,000","6,326,000","-2,053,000","-12,391,000","-11,542,000","-16,008,000","42,611,000","6,264,000","-13,275,000","-42,309,000","-18,200,000","-5,362,000","16,780,000","-400,000","-3,732,000","-3,733,000","-3,603,000","-2,241,000","2,199,000","-4,888,000","384,000","-1,486,000","1,709,000","1,814,000","-2,524,000","358,000","1,048,000","4,199,000","-1,136,000","-3,983,000","9,175,000","1,417,000","-4,780,000","228,000","-868,000","-5,713,000","-3,077,000","-5,153,000","4,205,000","1,791,000","-3,937,000","-1,453,000","7,182,000","5,446,000","7,843,000","-7,509,000","185,000","9,630,000","8,569,000","9,236,000","9,976,000","24,232,000","-28,353,000","-11,213,000","4,905,000","2,138,000","-279,000","-15,037,000","4,256,000","2,094,000","-8,230,000","-33,260,000","-5,777,000","-8,464,000","-16,707,000","4,278,000","15,243,000","-9,134,000","-18,522,000","-6,656,000","-1,584,000","-1,414,000","-254,000","-3,752,000","1,126,000","775,000","2,036,000","-1,592,000","4,292,000","2,488,000","5,369,000","2,383,000","2,137,000","-1,911,000","-8,402,000","-6,307,000","-3,063,000","-5,000,000","-4,100,000","-2,700,000","500,000","2,600,000","6,000,000","1,800,000","800,000","-7,000,000","-1,100,000","-2,400,000","400,000","-600,000","-1,400,000","-400,000","-2,500,000","-2,100,000","400,000","3,000,000","2,200,000","-1,700,000","-3,000,000","500,000"
			ChangeInPayablesAndAccruedExpense,"-29,998,000","6,334,000","22,113,000","-30,329,000","-28,116,000","-25,324,000","54,066,000","32,360,000","23,557,000","-23,447,000","-62,890,000","12,686,000","-7,392,000","-23,945,000","29,064,000","61,744,000","-1,612,000","11,632,000","-6,729,000","11,295,000","-17,478,000","7,820,000","-4,747,000","8,879,000","5,685,000","8,502,000","-7,784,000","10,941,000","-1,254,000","-5,421,000","5,472,000","-1,088,000","1,475,000","2,222,000","2,501,000","165,000","-11,617,000","6,856,000","9,976,000","1,483,000","-5,896,000","3,508,000","-4,665,000","205,000","-3,220,000","23,968,000","667,000","-15,587,000","15,250,000","-4,396,000","-3,451,000","-1,284,000","10,287,000","-6,234,000","-38,564,000","7,689,000","15,136,000","-9,153,000","5,578,000","4,549,000","-3,034,000","3,981,000","-4,406,000","-10,671,000","12,478,000","-1,994,000","-12,953,000","14,961,000","5,335,000","-3,619,000","-5,271,000","2,998,000","7,133,000","2,090,000","-1,258,000","3,172,000","1,475,000","1,139,000","-1,373,000","640,000","-881,000","-286,000","-860,000","1,589,000","2,088,000","1,866,000","-1,282,000","-2,451,000","1,256,000","2,394,000","1,100,000",,,"2,000,000","2,300,000","-1,000,000","-2,200,000","-4,500,000","1,300,000","600,000","1,300,000","800,000",,,"-400,000","-900,000","2,000,000","1,500,000","-400,000","800,000","-200,000","-900,000","2,200,000"
				ChangeInPayable,"17,795,000","8,625,000","5,593,000","-8,938,000","12,515,000","-16,001,000","29,562,000","20,571,000","12,321,000","-21,078,000","-45,600,000","-1,482,000","36,392,000","-12,861,000","-4,108,000","14,939,000","5,688,000","101,000","-422,000","2,216,000","989,000","751,000","-494,000","-2,935,000","7,055,000","-337,000","-3,272,000","4,058,000","4,958,000","-2,457,000","-5,763,000","2,163,000","5,995,000","4,028,000","-2,772,000","-3,227,000","-4,340,000","1,055,000","5,577,000","608,000","-4,462,000","576,000","-4,192,000","1,900,000","1,847,000","18,405,000","-4,588,000","-14,540,000","15,148,000","677,000","-8,143,000","-3,445,000","13,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,"-21,391,000","389,000","-1,177,000","-7,744,000","8,427,000","21,568,000","-23,491,000","-13,110,000","-646,000","-7,875,000","18,226,000","74,277,000","5,401,000","-13,291,000","484,000","1,164,000","431,000","-2,736,000","8,976,000","-2,626,000","-3,725,000","-2,419,000","3,239,000","-6,027,000","-456,000","3,363,000","10,229,000","-1,644,000","-1,319,000","-2,117,000","4,404,000","1,377,000","-3,817,000","5,262,000","6,629,000","-730,000","4,099,000","8,531,000","6,626,000","-7,089,000","-3,748,000","8,420,000","8,295,000","-5,225,000","-1,815,000","9,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,"-21,391,000","389,000","-1,177,000","-7,744,000","8,427,000","21,568,000","-23,491,000","-13,110,000","-646,000","-7,875,000","18,226,000","74,277,000","5,401,000","-13,291,000","484,000","1,164,000","431,000","-2,736,000","8,976,000","-2,626,000","-3,725,000","-2,419,000","3,239,000","-6,027,000","-456,000","3,363,000","10,229,000","-1,644,000","-1,319,000","-2,117,000","4,404,000","1,377,000","-3,817,000","5,262,000","6,629,000","-730,000","4,099,000","8,531,000","6,626,000","-7,089,000","-3,748,000","8,420,000","8,295,000","-5,225,000","-1,815,000","9,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"17,795,000","8,625,000","5,593,000","-8,938,000","12,515,000","-16,001,000","29,562,000","20,571,000","12,321,000","-21,078,000","-45,600,000","-1,482,000","36,392,000","-12,861,000","-4,108,000","14,939,000","5,688,000","101,000","-422,000","2,216,000","989,000","751,000","-494,000","-2,935,000","7,055,000","-337,000","-3,272,000","4,058,000","4,958,000","-2,457,000","-5,763,000","2,163,000","5,995,000","4,028,000","-2,772,000","-3,227,000","-4,340,000","1,055,000","5,577,000","608,000","-4,462,000","12,476,000","-3,462,000","-2,199,000","-6,684,000","11,779,000","2,501,000","-10,792,000","6,728,000","-7,618,000","-2,918,000","-1,630,000","3,118,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"-47,793,000","-2,291,000","16,520,000","-21,391,000","-40,631,000","-9,323,000","24,504,000","11,789,000","11,236,000","-2,369,000","-17,290,000","14,168,000","-43,784,000","-11,084,000","33,172,000","46,805,000","-7,300,000","11,531,000","-6,307,000","9,079,000","-18,467,000","7,069,000","-4,253,000","11,814,000","-1,370,000","8,839,000","-4,512,000","6,883,000","-6,212,000","-2,964,000","11,235,000","-3,251,000","-4,520,000","-1,806,000","5,273,000","3,392,000","-7,277,000","5,801,000","4,399,000","875,000","-1,434,000","2,932,000","-473,000","-1,695,000","-5,067,000","5,563,000","5,255,000","-1,047,000","102,000","-5,073,000","4,692,000","2,161,000","-2,781,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
